'Time and date','II ','V ','PLETH ','RESP '
'[09:48:09.808 24/01/1995]',0.003,-0.233,-0.224,0.363
'[09:48:09.810 24/01/1995]',0.003,-0.233,-0.224,0.363
'[09:48:09.812 24/01/1995]',0.003,-0.233,-0.224,0.363
'[09:48:09.814 24/01/1995]',0.003,-0.233,-0.224,0.363
'[09:48:09.816 24/01/1995]',0.003,-0.233,-0.245,0.376
'[09:48:09.818 24/01/1995]',0.003,-0.233,-0.245,0.376
'[09:48:09.820 24/01/1995]',0.003,-0.233,-0.245,0.376
'[09:48:09.822 24/01/1995]',0.003,-0.233,-0.245,0.376
'[09:48:09.824 24/01/1995]',0.003,-0.233,-0.268,0.390
'[09:48:09.826 24/01/1995]',0.003,-0.199,-0.268,0.390
'[09:48:09.828 24/01/1995]',0.003,-0.199,-0.268,0.390
'[09:48:09.830 24/01/1995]',0.003,-0.199,-0.268,0.390
'[09:48:09.832 24/01/1995]',0.003,-0.199,-0.283,0.404
'[09:48:09.834 24/01/1995]',0.003,-0.199,-0.283,0.404
'[09:48:09.836 24/01/1995]',0.003,-0.199,-0.283,0.404
'[09:48:09.838 24/01/1995]',-0.032,-0.199,-0.283,0.404
'[09:48:09.840 24/01/1995]',0.003,-0.199,-0.300,0.418
'[09:48:09.842 24/01/1995]',0.003,-0.166,-0.300,0.418
'[09:48:09.844 24/01/1995]',0.003,-0.031,-0.300,0.418
'[09:48:09.846 24/01/1995]',-0.032,0.069,-0.300,0.418
'[09:48:09.848 24/01/1995]',-0.032,0.137,-0.311,0.432
'[09:48:09.850 24/01/1995]',-0.032,0.170,-0.311,0.432
'[09:48:09.852 24/01/1995]',-0.032,0.170,-0.311,0.432
'[09:48:09.854 24/01/1995]',-0.032,0.170,-0.311,0.432
'[09:48:09.856 24/01/1995]',-0.032,0.170,-0.317,0.446
'[09:48:09.858 24/01/1995]',-0.032,0.137,-0.317,0.446
'[09:48:09.860 24/01/1995]',-0.032,0.103,-0.317,0.446
'[09:48:09.862 24/01/1995]',-0.032,0.137,-0.317,0.446
'[09:48:09.864 24/01/1995]',-0.032,0.137,-0.317,0.459
'[09:48:09.866 24/01/1995]',0.003,0.170,-0.317,0.459
'[09:48:09.868 24/01/1995]',-0.032,0.170,-0.317,0.459
'[09:48:09.870 24/01/1995]',-0.032,0.204,-0.317,0.459
'[09:48:09.872 24/01/1995]',-0.032,0.204,-0.328,0.471
'[09:48:09.874 24/01/1995]',-0.032,0.204,-0.328,0.471
'[09:48:09.876 24/01/1995]',-0.068,0.204,-0.328,0.471
'[09:48:09.878 24/01/1995]',-0.032,0.204,-0.328,0.471
'[09:48:09.880 24/01/1995]',-0.032,0.170,-0.322,0.482
'[09:48:09.882 24/01/1995]',-0.032,0.170,-0.322,0.482
'[09:48:09.884 24/01/1995]',-0.032,0.137,-0.322,0.482
'[09:48:09.886 24/01/1995]',-0.032,0.103,-0.322,0.482
'[09:48:09.888 24/01/1995]',-0.032,0.103,-0.322,0.493
'[09:48:09.890 24/01/1995]',0.003,0.069,-0.322,0.493
'[09:48:09.892 24/01/1995]',0.003,0.035,-0.322,0.493
'[09:48:09.894 24/01/1995]',0.003,0.003,-0.322,0.493
'[09:48:09.896 24/01/1995]',0.003,-0.031,-0.328,0.502
'[09:48:09.898 24/01/1995]',0.003,-0.064,-0.328,0.502
'[09:48:09.900 24/01/1995]',0.003,-0.098,-0.328,0.502
'[09:48:09.902 24/01/1995]',0.003,-0.132,-0.328,0.502
'[09:48:09.904 24/01/1995]',-0.032,-0.166,-0.328,0.511
'[09:48:09.906 24/01/1995]',-0.032,-0.166,-0.328,0.511
'[09:48:09.908 24/01/1995]',-0.032,-0.166,-0.328,0.511
'[09:48:09.910 24/01/1995]',-0.032,-0.166,-0.328,0.511
'[09:48:09.912 24/01/1995]',-0.032,-0.199,-0.328,0.519
'[09:48:09.914 24/01/1995]',0.003,-0.199,-0.328,0.519
'[09:48:09.916 24/01/1995]',0.003,-0.199,-0.328,0.519
'[09:48:09.918 24/01/1995]',0.003,-0.233,-0.328,0.519
'[09:48:09.920 24/01/1995]',0.037,-0.233,-0.338,0.526
'[09:48:09.922 24/01/1995]',0.037,-0.233,-0.338,0.526
'[09:48:09.924 24/01/1995]',0.037,-0.233,-0.338,0.526
'[09:48:09.926 24/01/1995]',0.003,-0.233,-0.338,0.526
'[09:48:09.928 24/01/1995]',0.003,-0.233,-0.344,0.532
'[09:48:09.930 24/01/1995]',0.003,-0.233,-0.344,0.532
'[09:48:09.932 24/01/1995]',0.003,-0.233,-0.344,0.532
'[09:48:09.934 24/01/1995]',0.003,-0.233,-0.344,0.532
'[09:48:09.936 24/01/1995]',0.003,-0.233,-0.338,0.538
'[09:48:09.938 24/01/1995]',0.003,-0.233,-0.338,0.538
'[09:48:09.940 24/01/1995]',0.003,-0.233,-0.338,0.538
'[09:48:09.942 24/01/1995]',0.003,-0.233,-0.338,0.538
'[09:48:09.944 24/01/1995]',0.003,-0.233,-0.318,0.542
'[09:48:09.946 24/01/1995]',0.003,-0.233,-0.318,0.542
'[09:48:09.948 24/01/1995]',0.003,-0.199,-0.318,0.542
'[09:48:09.950 24/01/1995]',0.003,-0.199,-0.318,0.542
'[09:48:09.952 24/01/1995]',0.003,-0.199,-0.324,0.544
'[09:48:09.954 24/01/1995]',0.003,-0.199,-0.324,0.544
'[09:48:09.956 24/01/1995]',0.003,-0.199,-0.324,0.544
'[09:48:09.958 24/01/1995]',0.003,-0.199,-0.324,0.544
'[09:48:09.960 24/01/1995]',0.003,-0.199,-0.330,0.545
'[09:48:09.962 24/01/1995]',0.003,-0.199,-0.330,0.545
'[09:48:09.964 24/01/1995]',0.003,-0.199,-0.330,0.545
'[09:48:09.966 24/01/1995]',0.003,-0.199,-0.330,0.545
'[09:48:09.968 24/01/1995]',0.003,-0.199,-0.343,0.544
'[09:48:09.970 24/01/1995]',0.003,-0.199,-0.343,0.544
'[09:48:09.972 24/01/1995]',0.003,-0.199,-0.343,0.544
'[09:48:09.974 24/01/1995]',0.003,-0.199,-0.343,0.544
'[09:48:09.976 24/01/1995]',0.003,-0.199,-0.343,0.542
'[09:48:09.978 24/01/1995]',0.003,-0.199,-0.343,0.542
'[09:48:09.980 24/01/1995]',0.003,-0.199,-0.343,0.542
'[09:48:09.982 24/01/1995]',0.003,-0.166,-0.343,0.542
'[09:48:09.984 24/01/1995]',0.003,-0.166,-0.348,0.540
'[09:48:09.986 24/01/1995]',0.003,-0.166,-0.348,0.540
'[09:48:09.988 24/01/1995]',0.003,-0.166,-0.348,0.540
'[09:48:09.990 24/01/1995]',0.003,-0.166,-0.348,0.540
'[09:48:09.992 24/01/1995]',0.003,-0.166,-0.354,0.536
'[09:48:09.994 24/01/1995]',0.003,-0.166,-0.354,0.536
'[09:48:09.996 24/01/1995]',0.003,-0.166,-0.354,0.536
'[09:48:09.998 24/01/1995]',0.003,-0.166,-0.354,0.536
'[09:48:10.000 24/01/1995]',0.003,-0.166,-0.360,0.532
'[09:48:10.002 24/01/1995]',0.003,-0.132,-0.360,0.532
'[09:48:10.004 24/01/1995]',-0.032,-0.132,-0.360,0.532
'[09:48:10.006 24/01/1995]',-0.032,-0.132,-0.360,0.532
'[09:48:10.008 24/01/1995]',-0.032,-0.132,-0.354,0.527
'[09:48:10.010 24/01/1995]',-0.032,-0.132,-0.354,0.527
'[09:48:10.012 24/01/1995]',-0.032,-0.132,-0.354,0.527
'[09:48:10.014 24/01/1995]',-0.032,-0.098,-0.354,0.527
'[09:48:10.016 24/01/1995]',-0.032,-0.132,-0.366,0.521
'[09:48:10.018 24/01/1995]',-0.032,-0.132,-0.366,0.521
'[09:48:10.020 24/01/1995]',-0.032,-0.132,-0.366,0.521
'[09:48:10.022 24/01/1995]',0.003,-0.132,-0.366,0.521
'[09:48:10.024 24/01/1995]',0.003,-0.132,-0.373,0.514
'[09:48:10.026 24/01/1995]',0.003,-0.132,-0.373,0.514
'[09:48:10.028 24/01/1995]',0.003,-0.132,-0.373,0.514
'[09:48:10.030 24/01/1995]',0.003,-0.132,-0.373,0.514
'[09:48:10.032 24/01/1995]',0.003,-0.098,-0.373,0.505
'[09:48:10.034 24/01/1995]',0.003,-0.132,-0.373,0.505
'[09:48:10.036 24/01/1995]',0.003,-0.098,-0.373,0.505
'[09:48:10.038 24/01/1995]',0.003,-0.098,-0.373,0.505
'[09:48:10.040 24/01/1995]',0.003,-0.064,-0.385,0.496
'[09:48:10.042 24/01/1995]',0.003,0.003,-0.385,0.496
'[09:48:10.044 24/01/1995]',0.003,0.035,-0.385,0.496
'[09:48:10.046 24/01/1995]',0.003,0.035,-0.385,0.496
'[09:48:10.048 24/01/1995]',0.003,0.035,-0.398,0.487
'[09:48:10.050 24/01/1995]',0.003,0.003,-0.398,0.487
'[09:48:10.052 24/01/1995]',0.003,0.003,-0.398,0.487
'[09:48:10.054 24/01/1995]',0.003,0.003,-0.398,0.487
'[09:48:10.056 24/01/1995]',0.003,-0.064,-0.398,0.477
'[09:48:10.058 24/01/1995]',0.037,-0.098,-0.398,0.477
'[09:48:10.060 24/01/1995]',0.037,-0.132,-0.398,0.477
'[09:48:10.062 24/01/1995]',0.037,-0.166,-0.398,0.477
'[09:48:10.064 24/01/1995]',0.037,-0.166,-0.409,0.468
'[09:48:10.066 24/01/1995]',0.037,-0.132,-0.409,0.468
'[09:48:10.068 24/01/1995]',0.037,-0.132,-0.409,0.468
'[09:48:10.070 24/01/1995]',0.037,-0.098,-0.409,0.468
'[09:48:10.072 24/01/1995]',0.037,-0.064,-0.409,0.458
'[09:48:10.074 24/01/1995]',0.037,-0.031,-0.409,0.458
'[09:48:10.076 24/01/1995]',0.037,-0.031,-0.409,0.458
'[09:48:10.078 24/01/1995]',0.073,0.103,-0.409,0.458
'[09:48:10.080 24/01/1995]',0.108,0.271,-0.421,0.448
'[09:48:10.082 24/01/1995]',0.179,0.339,-0.421,0.448
'[09:48:10.084 24/01/1995]',0.250,0.305,-0.421,0.448
'[09:48:10.086 24/01/1995]',0.357,0.170,-0.421,0.448
'[09:48:10.088 24/01/1995]',0.464,0.035,-0.421,0.436
'[09:48:10.090 24/01/1995]',0.569,-0.064,-0.421,0.436
'[09:48:10.092 24/01/1995]',0.675,-0.166,-0.421,0.436
'[09:48:10.094 24/01/1995]',0.746,-0.267,-0.421,0.436
'[09:48:10.096 24/01/1995]',0.782,-0.334,-0.428,0.424
'[09:48:10.098 24/01/1995]',0.746,-0.402,-0.428,0.424
'[09:48:10.100 24/01/1995]',0.640,-0.469,-0.428,0.424
'[09:48:10.102 24/01/1995]',0.464,-0.535,-0.428,0.424
'[09:48:10.104 24/01/1995]',0.321,-0.569,-0.428,0.411
'[09:48:10.106 24/01/1995]',0.179,-0.603,-0.428,0.411
'[09:48:10.108 24/01/1995]',0.108,-0.637,-0.428,0.411
'[09:48:10.110 24/01/1995]',0.073,-0.637,-0.428,0.411
'[09:48:10.112 24/01/1995]',0.003,-0.603,-0.434,0.399
'[09:48:10.114 24/01/1995]',0.003,-0.569,-0.434,0.399
'[09:48:10.116 24/01/1995]',-0.068,-0.535,-0.434,0.399
'[09:48:10.118 24/01/1995]',-0.174,-0.469,-0.434,0.399
'[09:48:10.120 24/01/1995]',-0.246,-0.402,-0.434,0.385
'[09:48:10.122 24/01/1995]',-0.281,-0.334,-0.434,0.385
'[09:48:10.124 24/01/1995]',-0.317,-0.301,-0.434,0.385
'[09:48:10.126 24/01/1995]',-0.317,-0.233,-0.434,0.385
'[09:48:10.128 24/01/1995]',-0.281,-0.199,-0.440,0.370
'[09:48:10.130 24/01/1995]',-0.246,-0.166,-0.440,0.370
'[09:48:10.132 24/01/1995]',-0.246,-0.132,-0.440,0.370
'[09:48:10.134 24/01/1995]',-0.210,-0.098,-0.440,0.370
'[09:48:10.136 24/01/1995]',-0.174,-0.098,-0.434,0.355
'[09:48:10.138 24/01/1995]',-0.139,-0.098,-0.434,0.355
'[09:48:10.140 24/01/1995]',-0.139,-0.098,-0.434,0.355
'[09:48:10.142 24/01/1995]',-0.103,-0.098,-0.434,0.355
'[09:48:10.144 24/01/1995]',-0.103,-0.098,-0.434,0.341
'[09:48:10.146 24/01/1995]',-0.103,-0.098,-0.434,0.341
'[09:48:10.148 24/01/1995]',-0.103,-0.098,-0.434,0.341
'[09:48:10.150 24/01/1995]',-0.139,-0.064,-0.434,0.341
'[09:48:10.152 24/01/1995]',-0.139,-0.064,-0.440,0.325
'[09:48:10.154 24/01/1995]',-0.139,-0.064,-0.440,0.325
'[09:48:10.156 24/01/1995]',-0.139,-0.064,-0.440,0.325
'[09:48:10.158 24/01/1995]',-0.139,-0.064,-0.440,0.325
'[09:48:10.160 24/01/1995]',-0.103,-0.064,-0.428,0.309
'[09:48:10.162 24/01/1995]',-0.103,-0.064,-0.428,0.309
'[09:48:10.164 24/01/1995]',-0.103,-0.064,-0.428,0.309
'[09:48:10.166 24/01/1995]',-0.103,-0.064,-0.428,0.309
'[09:48:10.168 24/01/1995]',-0.103,-0.064,-0.434,0.293
'[09:48:10.170 24/01/1995]',-0.103,-0.064,-0.434,0.293
'[09:48:10.172 24/01/1995]',-0.103,-0.064,-0.434,0.293
'[09:48:10.174 24/01/1995]',-0.068,-0.064,-0.434,0.293
'[09:48:10.176 24/01/1995]',-0.103,-0.064,-0.434,0.279
'[09:48:10.178 24/01/1995]',-0.068,-0.064,-0.434,0.279
'[09:48:10.180 24/01/1995]',-0.068,-0.064,-0.434,0.279
'[09:48:10.182 24/01/1995]',-0.068,-0.064,-0.434,0.279
'[09:48:10.184 24/01/1995]',-0.068,-0.064,-0.428,0.264
'[09:48:10.186 24/01/1995]',-0.068,-0.031,-0.428,0.264
'[09:48:10.188 24/01/1995]',-0.068,-0.031,-0.428,0.264
'[09:48:10.190 24/01/1995]',-0.068,-0.031,-0.428,0.264
'[09:48:10.192 24/01/1995]',-0.068,-0.031,-0.428,0.249
'[09:48:10.194 24/01/1995]',-0.068,-0.064,-0.428,0.249
'[09:48:10.196 24/01/1995]',-0.068,-0.064,-0.428,0.249
'[09:48:10.198 24/01/1995]',-0.032,-0.064,-0.428,0.249
'[09:48:10.200 24/01/1995]',-0.032,-0.064,-0.428,0.235
'[09:48:10.202 24/01/1995]',-0.032,-0.064,-0.428,0.235
'[09:48:10.204 24/01/1995]',-0.032,-0.064,-0.428,0.235
'[09:48:10.206 24/01/1995]',-0.068,-0.064,-0.428,0.235
'[09:48:10.208 24/01/1995]',-0.068,-0.064,-0.428,0.222
'[09:48:10.210 24/01/1995]',-0.068,-0.064,-0.428,0.222
'[09:48:10.212 24/01/1995]',-0.068,-0.064,-0.428,0.222
'[09:48:10.214 24/01/1995]',-0.068,-0.098,-0.428,0.222
'[09:48:10.216 24/01/1995]',-0.068,-0.098,-0.428,0.208
'[09:48:10.218 24/01/1995]',-0.068,-0.098,-0.428,0.208
'[09:48:10.220 24/01/1995]',-0.068,-0.098,-0.428,0.208
'[09:48:10.222 24/01/1995]',-0.068,-0.098,-0.428,0.208
'[09:48:10.224 24/01/1995]',-0.068,-0.098,-0.428,0.196
'[09:48:10.226 24/01/1995]',-0.068,-0.098,-0.428,0.196
'[09:48:10.228 24/01/1995]',-0.068,-0.098,-0.428,0.196
'[09:48:10.230 24/01/1995]',-0.068,-0.098,-0.428,0.196
'[09:48:10.232 24/01/1995]',-0.068,-0.098,-0.428,0.182
'[09:48:10.234 24/01/1995]',-0.068,-0.064,-0.428,0.182
'[09:48:10.236 24/01/1995]',-0.068,-0.064,-0.428,0.182
'[09:48:10.238 24/01/1995]',-0.068,-0.064,-0.428,0.182
'[09:48:10.240 24/01/1995]',-0.068,-0.064,-0.428,0.170
'[09:48:10.242 24/01/1995]',-0.068,-0.064,-0.428,0.170
'[09:48:10.244 24/01/1995]',-0.068,-0.064,-0.428,0.170
'[09:48:10.246 24/01/1995]',-0.068,-0.064,-0.428,0.170
'[09:48:10.248 24/01/1995]',-0.068,-0.064,-0.415,0.157
'[09:48:10.250 24/01/1995]',-0.068,-0.031,-0.415,0.157
'[09:48:10.252 24/01/1995]',-0.068,-0.031,-0.415,0.157
'[09:48:10.254 24/01/1995]',-0.068,-0.031,-0.415,0.157
'[09:48:10.256 24/01/1995]',-0.032,-0.031,-0.415,0.143
'[09:48:10.258 24/01/1995]',-0.032,-0.031,-0.415,0.143
'[09:48:10.260 24/01/1995]',-0.032,-0.031,-0.415,0.143
'[09:48:10.262 24/01/1995]',0.003,-0.031,-0.415,0.143
'[09:48:10.264 24/01/1995]',0.003,-0.031,-0.415,0.131
'[09:48:10.266 24/01/1995]',0.003,-0.031,-0.415,0.131
'[09:48:10.268 24/01/1995]',0.003,-0.031,-0.415,0.131
'[09:48:10.270 24/01/1995]',0.003,-0.031,-0.415,0.131
'[09:48:10.272 24/01/1995]',0.003,-0.031,-0.409,0.118
'[09:48:10.274 24/01/1995]',0.003,-0.031,-0.409,0.118
'[09:48:10.276 24/01/1995]',0.003,-0.031,-0.409,0.118
'[09:48:10.278 24/01/1995]',0.003,0.003,-0.409,0.118
'[09:48:10.280 24/01/1995]',0.037,0.003,-0.404,0.106
'[09:48:10.282 24/01/1995]',0.037,0.003,-0.404,0.106
'[09:48:10.284 24/01/1995]',0.037,0.003,-0.404,0.106
'[09:48:10.286 24/01/1995]',0.037,0.003,-0.404,0.106
'[09:48:10.288 24/01/1995]',0.073,0.003,-0.404,0.095
'[09:48:10.290 24/01/1995]',0.073,0.003,-0.404,0.095
'[09:48:10.292 24/01/1995]',0.073,0.003,-0.404,0.095
'[09:48:10.294 24/01/1995]',0.108,0.003,-0.404,0.095
'[09:48:10.296 24/01/1995]',0.108,0.003,-0.385,0.083
'[09:48:10.298 24/01/1995]',0.108,0.003,-0.385,0.083
'[09:48:10.300 24/01/1995]',0.144,0.003,-0.385,0.083
'[09:48:10.302 24/01/1995]',0.144,0.003,-0.385,0.083
'[09:48:10.304 24/01/1995]',0.144,0.003,-0.360,0.071
'[09:48:10.306 24/01/1995]',0.144,0.003,-0.360,0.071
'[09:48:10.308 24/01/1995]',0.179,0.003,-0.360,0.071
'[09:48:10.310 24/01/1995]',0.179,0.003,-0.360,0.071
'[09:48:10.312 24/01/1995]',0.179,0.003,-0.324,0.059
'[09:48:10.314 24/01/1995]',0.179,0.003,-0.324,0.059
'[09:48:10.316 24/01/1995]',0.179,0.003,-0.324,0.059
'[09:48:10.318 24/01/1995]',0.179,0.003,-0.324,0.059
'[09:48:10.320 24/01/1995]',0.179,0.003,-0.275,0.047
'[09:48:10.322 24/01/1995]',0.179,0.003,-0.275,0.047
'[09:48:10.324 24/01/1995]',0.179,0.003,-0.275,0.047
'[09:48:10.326 24/01/1995]',0.179,0.003,-0.275,0.047
'[09:48:10.328 24/01/1995]',0.215,0.035,-0.208,0.035
'[09:48:10.330 24/01/1995]',0.215,0.204,-0.208,0.035
'[09:48:10.332 24/01/1995]',0.215,0.305,-0.208,0.035
'[09:48:10.334 24/01/1995]',0.215,0.339,-0.208,0.035
'[09:48:10.336 24/01/1995]',0.215,0.305,-0.129,0.021
'[09:48:10.338 24/01/1995]',0.215,0.305,-0.129,0.021
'[09:48:10.340 24/01/1995]',0.215,0.305,-0.129,0.021
'[09:48:10.342 24/01/1995]',0.215,0.339,-0.129,0.021
'[09:48:10.344 24/01/1995]',0.215,0.339,-0.030,0.009
'[09:48:10.346 24/01/1995]',0.215,0.339,-0.030,0.009
'[09:48:10.348 24/01/1995]',0.215,0.305,-0.030,0.009
'[09:48:10.350 24/01/1995]',0.179,0.238,-0.030,0.009
'[09:48:10.352 24/01/1995]',0.179,0.103,0.080,-0.005
'[09:48:10.354 24/01/1995]',0.179,0.003,0.080,-0.005
'[09:48:10.356 24/01/1995]',0.144,-0.031,0.080,-0.005
'[09:48:10.358 24/01/1995]',0.144,-0.064,0.080,-0.005
'[09:48:10.360 24/01/1995]',0.108,-0.064,0.189,-0.018
'[09:48:10.362 24/01/1995]',0.108,-0.098,0.189,-0.018
'[09:48:10.364 24/01/1995]',0.108,-0.098,0.189,-0.018
'[09:48:10.366 24/01/1995]',0.073,-0.098,0.189,-0.018
'[09:48:10.368 24/01/1995]',0.073,-0.064,0.311,-0.033
'[09:48:10.370 24/01/1995]',0.037,-0.064,0.311,-0.033
'[09:48:10.372 24/01/1995]',0.037,-0.064,0.311,-0.033
'[09:48:10.374 24/01/1995]',0.037,-0.098,0.311,-0.033
'[09:48:10.376 24/01/1995]',0.037,-0.064,0.433,-0.047
'[09:48:10.378 24/01/1995]',0.003,-0.064,0.433,-0.047
'[09:48:10.380 24/01/1995]',0.003,-0.098,0.433,-0.047
'[09:48:10.382 24/01/1995]',0.003,-0.064,0.433,-0.047
'[09:48:10.384 24/01/1995]',0.003,-0.031,0.525,-0.062
'[09:48:10.386 24/01/1995]',0.003,0.035,0.525,-0.062
'[09:48:10.388 24/01/1995]',-0.032,0.137,0.525,-0.062
'[09:48:10.390 24/01/1995]',-0.032,0.170,0.525,-0.062
'[09:48:10.392 24/01/1995]',-0.032,0.238,0.617,-0.076
'[09:48:10.394 24/01/1995]',-0.032,0.305,0.617,-0.076
'[09:48:10.396 24/01/1995]',-0.032,0.339,0.617,-0.076
'[09:48:10.398 24/01/1995]',-0.032,0.339,0.617,-0.076
'[09:48:10.400 24/01/1995]',-0.032,0.373,0.690,-0.090
'[09:48:10.402 24/01/1995]',-0.068,0.373,0.690,-0.090
'[09:48:10.404 24/01/1995]',-0.068,0.373,0.690,-0.090
'[09:48:10.406 24/01/1995]',-0.068,0.373,0.690,-0.090
'[09:48:10.408 24/01/1995]',-0.068,0.339,0.745,-0.104
'[09:48:10.410 24/01/1995]',-0.068,0.339,0.745,-0.104
'[09:48:10.412 24/01/1995]',-0.068,0.339,0.745,-0.104
'[09:48:10.414 24/01/1995]',-0.068,0.339,0.745,-0.104
'[09:48:10.416 24/01/1995]',-0.068,0.339,0.788,-0.118
'[09:48:10.418 24/01/1995]',-0.068,0.305,0.788,-0.118
'[09:48:10.420 24/01/1995]',-0.068,0.305,0.788,-0.118
'[09:48:10.422 24/01/1995]',-0.068,0.339,0.788,-0.118
'[09:48:10.424 24/01/1995]',-0.068,0.339,0.812,-0.132
'[09:48:10.426 24/01/1995]',-0.068,0.339,0.812,-0.132
'[09:48:10.428 24/01/1995]',-0.068,0.305,0.812,-0.132
'[09:48:10.430 24/01/1995]',-0.068,0.271,0.812,-0.132
'[09:48:10.432 24/01/1995]',-0.068,0.170,0.819,-0.145
'[09:48:10.434 24/01/1995]',-0.068,0.069,0.819,-0.145
'[09:48:10.436 24/01/1995]',-0.068,0.035,0.819,-0.145
'[09:48:10.438 24/01/1995]',-0.068,0.103,0.819,-0.145
'[09:48:10.440 24/01/1995]',-0.068,0.170,0.819,-0.161
'[09:48:10.442 24/01/1995]',-0.068,0.238,0.819,-0.161
'[09:48:10.444 24/01/1995]',-0.032,0.170,0.819,-0.161
'[09:48:10.446 24/01/1995]',-0.068,0.035,0.819,-0.161
'[09:48:10.448 24/01/1995]',-0.068,0.003,0.812,-0.176
'[09:48:10.450 24/01/1995]',-0.032,-0.064,0.812,-0.176
'[09:48:10.452 24/01/1995]',-0.032,-0.064,0.812,-0.176
'[09:48:10.454 24/01/1995]',-0.032,-0.064,0.812,-0.176
'[09:48:10.456 24/01/1995]',-0.032,-0.098,0.788,-0.192
'[09:48:10.458 24/01/1995]',-0.032,-0.098,0.788,-0.192
'[09:48:10.460 24/01/1995]',0.003,-0.098,0.788,-0.192
'[09:48:10.462 24/01/1995]',-0.032,-0.098,0.788,-0.192
'[09:48:10.464 24/01/1995]',-0.032,-0.098,0.763,-0.206
'[09:48:10.466 24/01/1995]',-0.032,-0.064,0.763,-0.206
'[09:48:10.468 24/01/1995]',-0.032,-0.064,0.763,-0.206
'[09:48:10.470 24/01/1995]',-0.032,-0.064,0.763,-0.206
'[09:48:10.472 24/01/1995]',-0.032,-0.064,0.745,-0.220
'[09:48:10.474 24/01/1995]',-0.032,-0.031,0.745,-0.220
'[09:48:10.476 24/01/1995]',-0.032,-0.031,0.745,-0.220
'[09:48:10.478 24/01/1995]',-0.032,-0.031,0.745,-0.220
'[09:48:10.480 24/01/1995]',-0.032,-0.031,0.709,-0.234
'[09:48:10.482 24/01/1995]',-0.032,-0.031,0.709,-0.234
'[09:48:10.484 24/01/1995]',-0.032,-0.031,0.709,-0.234
'[09:48:10.486 24/01/1995]',0.003,-0.031,0.709,-0.234
'[09:48:10.488 24/01/1995]',0.003,-0.031,0.672,-0.247
'[09:48:10.490 24/01/1995]',0.003,-0.031,0.672,-0.247
'[09:48:10.492 24/01/1995]',0.003,-0.064,0.672,-0.247
'[09:48:10.494 24/01/1995]',0.003,-0.064,0.672,-0.247
'[09:48:10.496 24/01/1995]',0.003,-0.098,0.641,-0.261
'[09:48:10.498 24/01/1995]',0.003,-0.132,0.641,-0.261
'[09:48:10.500 24/01/1995]',0.003,-0.166,0.641,-0.261
'[09:48:10.502 24/01/1995]',0.003,-0.166,0.641,-0.261
'[09:48:10.504 24/01/1995]',0.003,-0.132,0.593,-0.274
'[09:48:10.506 24/01/1995]',0.003,-0.132,0.593,-0.274
'[09:48:10.508 24/01/1995]',0.003,-0.031,0.593,-0.274
'[09:48:10.510 24/01/1995]',0.003,0.069,0.593,-0.274
'[09:48:10.512 24/01/1995]',0.003,0.170,0.549,-0.286
'[09:48:10.514 24/01/1995]',-0.032,0.238,0.549,-0.286
'[09:48:10.516 24/01/1995]',0.003,0.271,0.549,-0.286
'[09:48:10.518 24/01/1995]',-0.032,0.271,0.549,-0.286
'[09:48:10.520 24/01/1995]',-0.032,0.271,0.513,-0.300
'[09:48:10.522 24/01/1995]',-0.032,0.305,0.513,-0.300
'[09:48:10.524 24/01/1995]',-0.032,0.305,0.513,-0.300
'[09:48:10.526 24/01/1995]',-0.032,0.305,0.513,-0.300
'[09:48:10.528 24/01/1995]',-0.032,0.305,0.458,-0.314
'[09:48:10.530 24/01/1995]',-0.032,0.271,0.458,-0.314
'[09:48:10.532 24/01/1995]',-0.068,0.238,0.458,-0.314
'[09:48:10.534 24/01/1995]',-0.068,0.170,0.458,-0.314
'[09:48:10.536 24/01/1995]',-0.068,0.035,0.415,-0.328
'[09:48:10.538 24/01/1995]',-0.068,-0.031,0.415,-0.328
'[09:48:10.540 24/01/1995]',-0.068,-0.064,0.415,-0.328
'[09:48:10.542 24/01/1995]',-0.068,-0.098,0.415,-0.328
'[09:48:10.544 24/01/1995]',-0.068,-0.098,0.372,-0.343
'[09:48:10.546 24/01/1995]',-0.103,-0.098,0.372,-0.343
'[09:48:10.548 24/01/1995]',-0.103,-0.098,0.372,-0.343
'[09:48:10.550 24/01/1995]',-0.103,-0.098,0.372,-0.343
'[09:48:10.552 24/01/1995]',-0.103,-0.098,0.330,-0.357
'[09:48:10.554 24/01/1995]',-0.103,-0.098,0.330,-0.357
'[09:48:10.556 24/01/1995]',-0.103,-0.098,0.330,-0.357
'[09:48:10.558 24/01/1995]',-0.103,-0.098,0.330,-0.357
'[09:48:10.560 24/01/1995]',-0.103,-0.098,0.281,-0.372
'[09:48:10.562 24/01/1995]',-0.103,-0.098,0.281,-0.372
'[09:48:10.564 24/01/1995]',-0.068,-0.098,0.281,-0.372
'[09:48:10.566 24/01/1995]',-0.068,-0.064,0.281,-0.372
'[09:48:10.568 24/01/1995]',-0.068,0.035,0.244,-0.388
'[09:48:10.570 24/01/1995]',-0.032,0.069,0.244,-0.388
'[09:48:10.572 24/01/1995]',-0.032,0.035,0.244,-0.388
'[09:48:10.574 24/01/1995]',0.003,0.035,0.244,-0.388
'[09:48:10.576 24/01/1995]',0.003,0.035,0.207,-0.404
'[09:48:10.578 24/01/1995]',0.003,0.035,0.207,-0.404
