'Time and date','III ','I ','V ','ABP ','PAP ','PLETH ','RESP '
'[08:16:40.580 26/10/1994]',-0.021,-0.065,-0.021,76.900,40.362,0.125,-0.997
'[08:16:40.582 26/10/1994]',-0.017,-0.076,-0.021,76.900,40.362,0.125,-0.997
'[08:16:40.584 26/10/1994]',-0.014,-0.087,-0.021,75.200,40.663,0.088,-1.006
'[08:16:40.586 26/10/1994]',-0.011,-0.153,-0.032,75.200,40.663,0.088,-1.006
'[08:16:40.588 26/10/1994]',-0.011,-0.230,-0.043,75.200,40.663,0.088,-1.006
'[08:16:40.590 26/10/1994]',-0.011,-0.350,-0.054,75.200,40.663,0.088,-1.006
'[08:16:40.592 26/10/1994]',-0.013,-0.492,-0.076,73.650,40.950,0.049,-1.014
'[08:16:40.594 26/10/1994]',-0.016,-0.570,-0.087,73.650,40.950,0.049,-1.014
'[08:16:40.596 26/10/1994]',-0.020,-0.592,-0.087,73.650,40.950,0.049,-1.014
'[08:16:40.598 26/10/1994]',-0.024,-0.558,-0.087,73.650,40.950,0.049,-1.014
'[08:16:40.600 26/10/1994]',-0.028,-0.503,-0.076,72.150,41.188,0.005,-1.024
'[08:16:40.602 26/10/1994]',-0.031,-0.416,-0.054,72.150,41.188,0.005,-1.024
'[08:16:40.604 26/10/1994]',-0.034,-0.350,-0.043,72.150,41.188,0.005,-1.024
'[08:16:40.606 26/10/1994]',-0.036,-0.317,-0.043,72.150,41.188,0.005,-1.024
'[08:16:40.608 26/10/1994]',-0.037,-0.284,-0.043,70.850,41.425,-0.039,-
'[08:16:40.610 26/10/1994]',-0.039,-0.207,-0.032,70.850,41.425,-0.039,-
'[08:16:40.612 26/10/1994]',-0.041,-0.153,-0.021,70.850,41.425,-0.039,-
'[08:16:40.614 26/10/1994]',-0.042,-0.185,-0.021,70.850,41.425,-0.039,-
'[08:16:40.616 26/10/1994]',-0.044,-0.197,-0.021,69.650,41.600,-0.087,-
'[08:16:40.618 26/10/1994]',-0.047,-0.142,-0.021,69.650,41.600,-0.087,-
'[08:16:40.620 26/10/1994]',-0.049,-0.120,-0.021,69.650,41.600,-0.087,-
'[08:16:40.622 26/10/1994]',-0.050,-0.010,0.001,69.650,41.600,-0.087,-
'[08:16:40.624 26/10/1994]',-0.049,0.133,0.001,68.600,41.650,-0.135,-
'[08:16:40.626 26/10/1994]',-0.048,0.264,0.022,68.600,41.650,-0.135,-
'[08:16:40.628 26/10/1994]',-0.044,0.451,0.056,68.600,41.650,-0.135,-
'[08:16:40.630 26/10/1994]',-0.041,0.549,0.067,68.600,41.650,-0.135,-
'[08:16:40.632 26/10/1994]',-0.036,0.505,0.067,67.850,41.600,-0.185,-
'[08:16:40.634 26/10/1994]',-0.032,0.417,0.056,67.850,41.600,-0.185,-
'[08:16:40.636 26/10/1994]',-0.030,0.308,0.034,67.850,41.600,-0.185,-
'[08:16:40.638 26/10/1994]',-0.029,0.220,0.022,67.850,41.600,-0.185,-
'[08:16:40.640 26/10/1994]',-0.029,0.067,0.001,67.300,41.425,-0.235,-
'[08:16:40.642 26/10/1994]',-0.029,-0.043,-0.010,67.300,41.425,-0.235,-
'[08:16:40.644 26/10/1994]',-0.030,-0.109,-0.021,67.300,41.425,-0.235,-
'[08:16:40.646 26/10/1994]',-0.031,-0.131,-0.021,67.300,41.425,-0.235,-
'[08:16:40.648 26/10/1994]',-0.032,-0.054,-0.010,67.000,41.188,-0.284,-
'[08:16:40.650 26/10/1994]',-0.033,0.044,0.001,67.000,41.188,-0.284,-
'[08:16:40.652 26/10/1994]',-0.034,0.133,0.011,67.000,41.188,-0.284,-
'[08:16:40.654 26/10/1994]',-0.034,0.198,0.011,67.000,41.188,-0.284,-
'[08:16:40.656 26/10/1994]',-0.034,0.220,0.022,66.950,40.775,-0.333,-1.022
'[08:16:40.658 26/10/1994]',-0.033,0.253,0.011,66.950,40.775,-0.333,-1.022
'[08:16:40.660 26/10/1994]',-0.033,0.253,0.011,66.950,40.775,-0.333,-1.022
'[08:16:40.662 26/10/1994]',-0.033,0.308,0.022,66.950,40.775,-0.333,-1.022
'[08:16:40.664 26/10/1994]',-0.034,0.396,0.034,67.050,40.362,-0.383,-1.016
'[08:16:40.666 26/10/1994]',-0.034,0.406,0.034,67.050,40.362,-0.383,-1.016
'[08:16:40.668 26/10/1994]',-0.035,0.308,0.022,67.050,40.362,-0.383,-1.016
'[08:16:40.670 26/10/1994]',-0.036,0.297,0.022,67.050,40.362,-0.383,-1.016
'[08:16:40.672 26/10/1994]',-0.035,0.396,0.044,67.300,39.775,-0.429,-1.009
'[08:16:40.674 26/10/1994]',-0.035,0.330,0.022,67.300,39.775,-0.429,-1.009
'[08:16:40.676 26/10/1994]',-0.031,0.264,0.011,67.300,39.775,-0.429,-1.009
'[08:16:40.678 26/10/1994]',-0.027,0.373,0.022,67.300,39.775,-0.429,-1.009
'[08:16:40.680 26/10/1994]',-0.021,0.428,0.034,67.650,39.075,-0.474,-1.003
'[08:16:40.682 26/10/1994]',-0.014,0.417,0.034,67.650,39.075,-0.474,-1.003
'[08:16:40.684 26/10/1994]',-0.009,0.406,0.034,67.650,39.075,-0.474,-1.003
'[08:16:40.686 26/10/1994]',-0.003,0.341,0.022,67.650,39.075,-0.474,-1.003
'[08:16:40.688 26/10/1994]',-0.002,-0.252,-0.065,68.100,38.250,-0.515,-0.998
'[08:16:40.690 26/10/1994]',0.000,-0.767,-0.142,68.100,38.250,-0.515,-0.998
'[08:16:40.692 26/10/1994]',-0.002,-0.953,-0.164,68.100,38.250,-0.515,-0.998
'[08:16:40.694 26/10/1994]',-0.004,-0.833,-0.131,68.100,38.250,-0.515,-0.998
'[08:16:40.696 26/10/1994]',-0.005,-0.372,-0.054,68.600,37.375,-0.554,-0.994
'[08:16:40.698 26/10/1994]',-0.007,0.056,0.001,68.600,37.375,-0.554,-0.994
'[08:16:40.700 26/10/1994]',-0.007,0.077,0.001,68.600,37.375,-0.554,-0.994
'[08:16:40.702 26/10/1994]',-0.008,-0.109,-0.043,68.600,37.375,-0.554,-0.994
'[08:16:40.704 26/10/1994]',-0.009,-0.383,-0.087,69.150,36.375,-0.590,-0.990
'[08:16:40.706 26/10/1994]',-0.009,-0.536,-0.109,69.150,36.375,-0.590,-0.990
'[08:16:40.708 26/10/1994]',-0.011,-0.570,-0.120,69.150,36.375,-0.590,-0.990
'[08:16:40.710 26/10/1994]',-0.013,-0.361,-0.076,69.150,36.375,-0.590,-0.990
'[08:16:40.712 26/10/1994]',-0.018,-0.339,-0.076,69.650,35.263,-0.620,-0.986
'[08:16:40.714 26/10/1994]',-0.022,-0.427,-0.076,69.650,35.263,-0.620,-0.986
'[08:16:40.716 26/10/1994]',-0.025,-0.339,-0.054,69.650,35.263,-0.620,-0.986
'[08:16:40.718 26/10/1994]',-0.028,-0.218,-0.032,69.650,35.263,-0.620,-0.986
'[08:16:40.720 26/10/1994]',-0.029,-0.164,-0.021,70.100,34.100,-0.645,-0.983
'[08:16:40.722 26/10/1994]',-0.030,-0.153,-0.021,70.100,34.100,-0.645,-0.983
'[08:16:40.724 26/10/1994]',-0.030,-0.174,-0.021,70.100,34.100,-0.645,-0.983
'[08:16:40.726 26/10/1994]',-0.030,-0.230,-0.043,70.100,34.100,-0.645,-0.983
'[08:16:40.728 26/10/1994]',-0.029,-0.295,-0.054,70.450,32.812,-0.667,-0.980
'[08:16:40.730 26/10/1994]',-0.029,-0.306,-0.065,70.450,32.812,-0.667,-0.980
'[08:16:40.732 26/10/1994]',-0.028,-0.263,-0.054,70.450,32.812,-0.667,-0.980
'[08:16:40.734 26/10/1994]',-0.027,-0.197,-0.043,70.450,32.812,-0.667,-0.980
'[08:16:40.736 26/10/1994]',-0.025,-0.120,-0.021,70.700,31.512,-0.682,-0.977
'[08:16:40.738 26/10/1994]',-0.023,-0.109,-0.021,70.700,31.512,-0.682,-0.977
'[08:16:40.740 26/10/1994]',-0.020,-0.109,-0.021,70.700,31.512,-0.682,-0.977
'[08:16:40.742 26/10/1994]',-0.017,-0.120,-0.021,70.700,31.512,-0.682,-0.977
'[08:16:40.744 26/10/1994]',-0.009,-0.185,-0.043,70.700,30.225,-0.695,-0.973
'[08:16:40.746 26/10/1994]',-0.001,-0.240,-0.054,70.700,30.225,-0.695,-0.973
'[08:16:40.748 26/10/1994]',0.017,-0.274,-0.076,70.700,30.225,-0.695,-0.973
'[08:16:40.750 26/10/1994]',0.035,-0.306,-0.087,70.700,30.225,-0.695,-0.973
'[08:16:40.752 26/10/1994]',0.072,-0.328,-0.131,70.650,29.000,-0.704,-0.970
'[08:16:40.754 26/10/1994]',0.109,-0.306,-0.164,70.650,29.000,-0.704,-0.970
'[08:16:40.756 26/10/1994]',0.170,-0.252,-0.207,70.650,29.000,-0.704,-0.970
'[08:16:40.758 26/10/1994]',0.231,-0.087,-0.230,70.650,29.000,-0.704,-0.970
'[08:16:40.760 26/10/1994]',0.308,-0.197,-0.295,70.400,27.825,-0.709,-0.966
'[08:16:40.762 26/10/1994]',0.386,-0.306,-0.350,70.400,27.825,-0.709,-0.966
'[08:16:40.764 26/10/1994]',0.461,-0.383,-0.405,70.400,27.825,-0.709,-0.966
'[08:16:40.766 26/10/1994]',0.536,-0.372,-0.438,70.400,27.825,-0.709,-0.966
'[08:16:40.768 26/10/1994]',0.585,-0.339,-0.470,70.000,26.887,-0.712,-0.962
'[08:16:40.770 26/10/1994]',0.633,-0.350,-0.503,70.000,26.887,-0.712,-0.962
'[08:16:40.772 26/10/1994]',0.638,-0.449,-0.547,70.000,26.887,-0.712,-0.962
'[08:16:40.774 26/10/1994]',0.644,-0.547,-0.570,70.000,26.887,-0.712,-0.962
'[08:16:40.776 26/10/1994]',0.606,-0.614,-0.570,69.550,26.062,-0.712,-0.958
'[08:16:40.778 26/10/1994]',0.567,-0.603,-0.547,69.550,26.062,-0.712,-0.958
'[08:16:40.780 26/10/1994]',0.500,-0.536,-0.503,69.550,26.062,-0.712,-0.958
'[08:16:40.782 26/10/1994]',0.433,-0.427,-0.449,69.550,26.062,-0.712,-0.958
'[08:16:40.784 26/10/1994]',0.357,-0.372,-0.394,68.900,25.363,-0.712,-0.954
'[08:16:40.786 26/10/1994]',0.281,-0.416,-0.350,68.900,25.363,-0.712,-0.954
'[08:16:40.788 26/10/1994]',0.213,-0.460,-0.306,68.900,25.363,-0.712,-0.954
'[08:16:40.790 26/10/1994]',0.145,-0.460,-0.263,68.900,25.363,-0.712,-0.954
'[08:16:40.792 26/10/1994]',0.094,-0.470,-0.218,68.200,24.775,-0.712,-0.950
'[08:16:40.794 26/10/1994]',0.043,-0.394,-0.164,68.200,24.775,-0.712,-0.950
'[08:16:40.796 26/10/1994]',0.010,-0.076,-0.087,68.200,24.775,-0.712,-0.950
'[08:16:40.798 26/10/1994]',-0.023,0.231,0.001,68.200,24.775,-0.712,-0.950
'[08:16:40.800 26/10/1994]',-0.038,0.560,0.056,67.350,24.137,-0.714,-0.946
'[08:16:40.802 26/10/1994]',-0.054,0.703,0.088,67.350,24.137,-0.714,-0.946
'[08:16:40.804 26/10/1994]',-0.059,0.714,0.100,67.350,24.137,-0.714,-0.946
'[08:16:40.806 26/10/1994]',-0.064,0.669,0.100,67.350,24.137,-0.714,-0.946
'[08:16:40.808 26/10/1994]',-0.064,0.636,0.100,66.550,23.550,-0.716,-0.943
'[08:16:40.810 26/10/1994]',-0.064,0.604,0.100,66.550,23.550,-0.716,-0.943
'[08:16:40.812 26/10/1994]',-0.064,0.560,0.100,66.550,23.550,-0.716,-0.943
'[08:16:40.814 26/10/1994]',-0.063,0.538,0.100,66.550,23.550,-0.716,-0.943
'[08:16:40.816 26/10/1994]',-0.065,0.505,0.100,65.650,22.962,-0.720,-0.940
'[08:16:40.818 26/10/1994]',-0.066,0.483,0.100,65.650,22.962,-0.720,-0.940
'[08:16:40.820 26/10/1994]',-0.068,0.451,0.100,65.650,22.962,-0.720,-0.940
'[08:16:40.822 26/10/1994]',-0.070,0.417,0.088,65.650,22.962,-0.720,-0.940
'[08:16:40.824 26/10/1994]',-0.070,0.351,0.077,64.800,22.438,-0.726,-0.937
'[08:16:40.826 26/10/1994]',-0.070,0.275,0.067,64.800,22.438,-0.726,-0.937
'[08:16:40.828 26/10/1994]',-0.069,0.231,0.067,64.800,22.438,-0.726,-0.937
'[08:16:40.830 26/10/1994]',-0.067,0.198,0.067,64.800,22.438,-0.726,-0.937
'[08:16:40.832 26/10/1994]',-0.063,0.231,0.077,63.900,21.913,-0.735,-0.934
'[08:16:40.834 26/10/1994]',-0.059,0.275,0.088,63.900,21.913,-0.735,-0.934
'[08:16:40.836 26/10/1994]',-0.054,0.297,0.088,63.900,21.913,-0.735,-0.934
'[08:16:40.838 26/10/1994]',-0.049,0.286,0.088,63.900,21.913,-0.735,-0.934
'[08:16:40.840 26/10/1994]',-0.044,0.264,0.077,63.000,21.375,-0.746,-0.932
'[08:16:40.842 26/10/1994]',-0.040,0.143,0.056,63.000,21.375,-0.746,-0.932
'[08:16:40.844 26/10/1994]',-0.038,0.022,0.044,63.000,21.375,-0.746,-0.932
'[08:16:40.846 26/10/1994]',-0.037,0.077,0.056,63.000,21.375,-0.746,-0.932
'[08:16:40.848 26/10/1994]',-0.038,0.133,0.056,62.200,20.850,-0.758,-0.929
'[08:16:40.850 26/10/1994]',-0.040,0.187,0.067,62.200,20.850,-0.758,-0.929
'[08:16:40.852 26/10/1994]',-0.043,0.220,0.067,62.200,20.850,-0.758,-0.929
'[08:16:40.854 26/10/1994]',-0.046,0.176,0.067,62.200,20.850,-0.758,-0.929
'[08:16:40.856 26/10/1994]',-0.049,0.143,0.056,61.300,20.262,-0.771,-0.927
'[08:16:40.858 26/10/1994]',-0.052,0.154,0.056,61.300,20.262,-0.771,-0.927
'[08:16:40.860 26/10/1994]',-0.054,0.165,0.056,61.300,20.262,-0.771,-0.927
'[08:16:40.862 26/10/1994]',-0.056,0.143,0.056,61.300,20.262,-0.771,-0.927
'[08:16:40.864 26/10/1994]',-0.056,0.143,0.056,60.500,19.738,-0.787,-0.925
'[08:16:40.866 26/10/1994]',-0.056,0.143,0.056,60.500,19.738,-0.787,-0.925
'[08:16:40.868 26/10/1994]',-0.056,0.143,0.056,60.500,19.738,-0.787,-0.925
'[08:16:40.870 26/10/1994]',-0.055,0.154,0.056,60.500,19.738,-0.787,-0.925
'[08:16:40.872 26/10/1994]',-0.054,0.154,0.056,59.750,19.387,-0.805,-0.922
'[08:16:40.874 26/10/1994]',-0.054,0.154,0.056,59.750,19.387,-0.805,-0.922
'[08:16:40.876 26/10/1994]',-0.053,0.143,0.056,59.750,19.387,-0.805,-0.922
'[08:16:40.878 26/10/1994]',-0.052,0.143,0.056,59.750,19.387,-0.805,-0.922
'[08:16:40.880 26/10/1994]',-0.051,0.133,0.056,59.100,19.325,-0.824,-0.919
'[08:16:40.882 26/10/1994]',-0.051,0.165,0.067,59.100,19.325,-0.824,-0.919
'[08:16:40.884 26/10/1994]',-0.050,0.187,0.077,59.100,19.325,-0.824,-0.919
'[08:16:40.886 26/10/1994]',-0.049,0.187,0.077,59.100,19.325,-0.824,-0.919
'[08:16:40.888 26/10/1994]',-0.046,0.176,0.077,58.500,19.500,-0.844,-0.916
'[08:16:40.890 26/10/1994]',-0.043,0.176,0.077,58.500,19.500,-0.844,-0.916
'[08:16:40.892 26/10/1994]',-0.037,0.176,0.077,58.500,19.500,-0.844,-0.916
'[08:16:40.894 26/10/1994]',-0.031,0.176,0.077,58.500,19.500,-0.844,-0.916
'[08:16:40.896 26/10/1994]',-0.028,0.133,0.067,57.900,19.738,-0.862,-0.912
'[08:16:40.898 26/10/1994]',-0.024,0.067,0.056,57.900,19.738,-0.862,-0.912
'[08:16:40.900 26/10/1994]',-0.025,-0.054,0.034,57.900,19.738,-0.862,-0.912
'[08:16:40.902 26/10/1994]',-0.027,-0.164,0.022,57.900,19.738,-0.862,-0.912
'[08:16:40.904 26/10/1994]',-0.033,-0.328,0.001,57.350,20.038,-0.883,-0.906
'[08:16:40.906 26/10/1994]',-0.039,-0.427,-0.010,57.350,20.038,-0.883,-0.906
'[08:16:40.908 26/10/1994]',-0.044,-0.603,-0.032,57.350,20.038,-0.883,-0.906
'[08:16:40.910 26/10/1994]',-0.050,-0.514,-0.010,57.350,20.038,-0.883,-0.906
'[08:16:40.912 26/10/1994]',-0.051,-0.043,0.056,56.700,20.262,-0.902,-0.900
'[08:16:40.914 26/10/1994]',-0.051,0.330,0.111,56.700,20.262,-0.902,-0.900
'[08:16:40.916 26/10/1994]',-0.048,0.428,0.121,56.700,20.262,-0.902,-0.900
'[08:16:40.918 26/10/1994]',-0.045,0.406,0.111,56.700,20.262,-0.902,-0.900
'[08:16:40.920 26/10/1994]',-0.042,0.264,0.088,56.000,20.675,-0.920,-0.893
'[08:16:40.922 26/10/1994]',-0.038,0.077,0.056,56.000,20.675,-0.920,-0.893
'[08:16:40.924 26/10/1994]',-0.036,-0.174,0.022,56.000,20.675,-0.920,-0.893
'[08:16:40.926 26/10/1994]',-0.035,-0.339,0.011,56.000,20.675,-0.920,-0.893
'[08:16:40.928 26/10/1994]',-0.035,-0.207,0.034,55.300,21.200,-0.941,-0.885
'[08:16:40.930 26/10/1994]',-0.034,0.176,0.100,55.300,21.200,-0.941,-0.885
'[08:16:40.932 26/10/1994]',-0.033,0.308,0.111,55.300,21.200,-0.941,-0.885
'[08:16:40.934 26/10/1994]',-0.032,0.330,0.100,55.300,21.200,-0.941,-0.885
'[08:16:40.936 26/10/1994]',-0.030,0.362,0.111,54.700,21.913,-0.959,-0.876
'[08:16:40.938 26/10/1994]',-0.028,0.308,0.088,54.700,21.913,-0.959,-0.876
'[08:16:40.940 26/10/1994]',-0.025,0.231,0.088,54.700,21.913,-0.959,-0.876
'[08:16:40.942 26/10/1994]',-0.022,0.242,0.088,54.700,21.913,-0.959,-0.876
'[08:16:40.944 26/10/1994]',-0.019,0.231,0.088,54.100,22.788,-0.978,-0.866
'[08:16:40.946 26/10/1994]',-0.017,0.176,0.088,54.100,22.788,-0.978,-0.866
'[08:16:40.948 26/10/1994]',-0.015,0.275,0.100,54.100,22.788,-0.978,-0.866
'[08:16:40.950 26/10/1994]',-0.013,0.319,0.111,54.100,22.788,-0.978,-0.866
'[08:16:40.952 26/10/1994]',-0.010,0.308,0.100,53.650,23.837,-0.995,-0.856
'[08:16:40.954 26/10/1994]',-0.007,0.297,0.100,53.650,23.837,-0.995,-0.856
'[08:16:40.956 26/10/1994]',-0.004,0.275,0.100,53.650,23.837,-0.995,-0.856
'[08:16:40.958 26/10/1994]',-0.001,0.253,0.100,53.650,23.837,-0.995,-0.856
'[08:16:40.960 26/10/1994]',0.002,0.242,0.111,53.300,24.950,-1.011,-0.844
'[08:16:40.962 26/10/1994]',0.005,0.187,0.100,53.300,24.950,-1.011,-0.844
'[08:16:40.964 26/10/1994]',0.007,-0.010,0.067,53.300,24.950,-1.011,-0.844
'[08:16:40.966 26/10/1994]',0.010,-0.087,0.056,53.300,24.950,-1.011,-0.844
'[08:16:40.968 26/10/1994]',0.013,-0.065,0.067,53.300,25.950,-,-0.832
'[08:16:40.970 26/10/1994]',0.015,-0.076,0.067,53.300,25.950,-,-0.832
'[08:16:40.972 26/10/1994]',0.019,-0.174,0.056,53.300,25.950,-,-0.832
'[08:16:40.974 26/10/1994]',0.023,0.001,0.088,53.300,25.950,-,-0.832
'[08:16:40.976 26/10/1994]',0.027,0.077,0.100,54.000,26.775,-,-0.818
'[08:16:40.978 26/10/1994]',0.031,0.067,0.088,54.000,26.775,-,-0.818
'[08:16:40.980 26/10/1994]',0.034,0.187,0.111,54.000,26.775,-,-0.818
'[08:16:40.982 26/10/1994]',0.037,0.133,0.100,54.000,26.775,-,-0.818
'[08:16:40.984 26/10/1994]',0.038,-0.065,0.067,56.050,27.475,-,-0.803
'[08:16:40.986 26/10/1994]',0.040,-0.295,0.034,56.050,27.475,-,-0.803
'[08:16:40.988 26/10/1994]',0.040,-0.383,0.022,56.050,27.475,-,-0.803
'[08:16:40.990 26/10/1994]',0.039,-0.306,0.034,56.050,27.475,-,-0.803
'[08:16:40.992 26/10/1994]',0.038,-0.185,0.044,59.800,28.238,-,-0.788
'[08:16:40.994 26/10/1994]',0.037,-0.010,0.067,59.800,28.238,-,-0.788
'[08:16:40.996 26/10/1994]',0.037,0.264,0.111,59.800,28.238,-,-0.788
'[08:16:40.998 26/10/1994]',0.037,0.385,0.121,59.800,28.238,-,-0.788
'[08:16:41.000 26/10/1994]',0.039,0.351,0.121,64.900,29.000,-,-0.773
'[08:16:41.002 26/10/1994]',0.041,0.362,0.121,64.900,29.000,-,-0.773
'[08:16:41.004 26/10/1994]',0.044,0.373,0.133,64.900,29.000,-,-0.773
'[08:16:41.006 26/10/1994]',0.048,0.373,0.143,64.900,29.000,-,-0.773
'[08:16:41.008 26/10/1994]',0.052,0.373,0.143,70.600,29.812,-,-0.758
'[08:16:41.010 26/10/1994]',0.057,0.362,0.143,70.600,29.812,-,-0.758
'[08:16:41.012 26/10/1994]',0.062,0.351,0.133,70.600,29.812,-,-0.758
'[08:16:41.014 26/10/1994]',0.067,0.351,0.121,70.600,29.812,-,-0.758
'[08:16:41.016 26/10/1994]',0.071,0.330,0.111,76.250,30.750,-,-0.743
'[08:16:41.018 26/10/1994]',0.076,0.308,0.111,76.250,30.750,-,-0.743
'[08:16:41.020 26/10/1994]',0.080,0.286,0.100,76.250,30.750,-,-0.743
'[08:16:41.022 26/10/1994]',0.084,0.264,0.100,76.250,30.750,-,-0.743
'[08:16:41.024 26/10/1994]',0.086,0.242,0.088,82.000,31.812,-,-0.726
'[08:16:41.026 26/10/1994]',0.089,0.220,0.088,82.000,31.812,-,-0.726
'[08:16:41.028 26/10/1994]',0.090,0.209,0.088,82.000,31.812,-,-0.726
'[08:16:41.030 26/10/1994]',0.091,0.209,0.088,82.000,31.812,-,-0.726
'[08:16:41.032 26/10/1994]',0.091,0.198,0.088,87.900,32.925,-,-0.708
'[08:16:41.034 26/10/1994]',0.091,0.220,0.088,87.900,32.925,-,-0.708
'[08:16:41.036 26/10/1994]',0.091,0.220,0.088,87.900,32.925,-,-0.708
'[08:16:41.038 26/10/1994]',0.091,0.198,0.088,87.900,32.925,-,-0.708
'[08:16:41.040 26/10/1994]',0.091,0.176,0.077,94.150,34.100,-,-0.689
'[08:16:41.042 26/10/1994]',0.091,0.176,0.067,94.150,34.100,-,-0.689
'[08:16:41.044 26/10/1994]',0.090,0.165,0.067,94.150,34.100,-,-0.689
'[08:16:41.046 26/10/1994]',0.090,0.154,0.067,94.150,34.100,-,-0.689
'[08:16:41.048 26/10/1994]',0.087,0.154,0.067,100.450,35.263,-,-0.667
'[08:16:41.050 26/10/1994]',0.085,0.154,0.067,100.450,35.263,-,-0.667
'[08:16:41.052 26/10/1994]',0.080,0.165,0.067,100.450,35.263,-,-0.667
'[08:16:41.054 26/10/1994]',0.074,0.165,0.067,100.450,35.263,-,-0.667
'[08:16:41.056 26/10/1994]',0.067,0.220,0.077,106.500,36.438,-0.996,-0.647
'[08:16:41.058 26/10/1994]',0.059,0.286,0.077,106.500,36.438,-0.996,-0.647
'[08:16:41.060 26/10/1994]',0.052,0.308,0.077,106.500,36.438,-0.996,-0.647
'[08:16:41.062 26/10/1994]',0.045,0.297,0.067,106.500,36.438,-0.996,-0.647
'[08:16:41.064 26/10/1994]',0.040,0.286,0.067,111.500,37.550,-0.922,-0.629
'[08:16:41.066 26/10/1994]',0.034,0.286,0.067,111.500,37.550,-0.922,-0.629
'[08:16:41.068 26/10/1994]',0.032,0.275,0.067,111.500,37.550,-0.922,-0.629
'[08:16:41.070 26/10/1994]',0.029,0.264,0.067,111.500,37.550,-0.922,-0.629
'[08:16:41.072 26/10/1994]',0.028,0.231,0.056,114.800,38.550,-0.825,-0.614
'[08:16:41.074 26/10/1994]',0.027,0.187,0.056,114.800,38.550,-0.825,-0.614
'[08:16:41.076 26/10/1994]',0.026,0.176,0.056,114.800,38.550,-0.825,-0.614
'[08:16:41.078 26/10/1994]',0.026,0.165,0.044,114.800,38.550,-0.825,-0.614
'[08:16:41.080 26/10/1994]',0.025,0.133,0.044,116.400,39.487,-0.705,-0.600
'[08:16:41.082 26/10/1994]',0.023,0.121,0.034,116.400,39.487,-0.705,-0.600
'[08:16:41.084 26/10/1994]',0.020,0.121,0.034,116.400,39.487,-0.705,-0.600
'[08:16:41.086 26/10/1994]',0.017,0.133,0.034,116.400,39.487,-0.705,-0.600
'[08:16:41.088 26/10/1994]',0.013,0.143,0.034,116.250,40.312,-0.497,-0.589
'[08:16:41.090 26/10/1994]',0.008,0.165,0.034,116.250,40.312,-0.497,-0.589
'[08:16:41.092 26/10/1994]',0.004,0.133,0.022,116.250,40.312,-0.497,-0.589
'[08:16:41.094 26/10/1994]',-0.001,0.077,0.011,116.250,40.312,-0.497,-0.589
'[08:16:41.096 26/10/1994]',-0.003,0.044,0.001,114.700,41.013,-0.349,-0.581
'[08:16:41.098 26/10/1994]',-0.004,0.044,0.001,114.700,41.013,-0.349,-0.581
'[08:16:41.100 26/10/1994]',-0.004,0.044,0.001,114.700,41.013,-0.349,-0.581
'[08:16:41.102 26/10/1994]',-0.004,0.044,0.001,114.700,41.013,-0.349,-0.581
'[08:16:41.104 26/10/1994]',-0.004,0.044,0.001,112.300,41.650,-0.198,-0.574
'[08:16:41.106 26/10/1994]',-0.005,0.056,0.001,112.300,41.650,-0.198,-0.574
'[08:16:41.108 26/10/1994]',-0.006,0.044,0.001,112.300,41.650,-0.198,-0.574
'[08:16:41.110 26/10/1994]',-0.008,0.044,0.001,112.300,41.650,-0.198,-0.574
'[08:16:41.112 26/10/1994]',-0.010,0.044,0.001,109.300,42.188,-0.049,-0.570
'[08:16:41.114 26/10/1994]',-0.012,0.034,0.001,109.300,42.188,-0.049,-0.570
'[08:16:41.116 26/10/1994]',-0.014,-0.054,-0.021,109.300,42.188,-0.049,-0.570
'[08:16:41.118 26/10/1994]',-0.016,-0.174,-0.043,109.300,42.188,-0.049,-0.570
'[08:16:41.120 26/10/1994]',-0.018,-0.394,-0.065,106.150,42.538,0.089,-0.566
'[08:16:41.122 26/10/1994]',-0.020,-0.614,-0.098,106.150,42.538,0.089,-0.566
'[08:16:41.124 26/10/1994]',-0.023,-0.668,-0.087,106.150,42.538,0.089,-0.566
'[08:16:41.126 26/10/1994]',-0.026,-0.723,-0.098,106.150,42.538,0.089,-0.566
'[08:16:41.128 26/10/1994]',-0.030,-0.547,-0.076,103.050,42.763,0.212,-0.560
'[08:16:41.130 26/10/1994]',-0.035,-0.503,-0.076,103.050,42.763,0.212,-0.560
'[08:16:41.132 26/10/1994]',-0.041,-0.394,-0.065,103.050,42.763,0.212,-0.560
'[08:16:41.134 26/10/1994]',-0.046,-0.295,-0.054,103.050,42.763,0.212,-0.560
'[08:16:41.136 26/10/1994]',-0.051,-0.230,-0.043,100.050,42.763,0.315,-0.552
'[08:16:41.138 26/10/1994]',-0.055,-0.284,-0.043,100.050,42.763,0.315,-0.552
'[08:16:41.140 26/10/1994]',-0.057,-0.383,-0.054,100.050,42.763,0.315,-0.552
'[08:16:41.142 26/10/1994]',-0.059,-0.339,-0.032,100.050,42.763,0.315,-0.552
'[08:16:41.144 26/10/1994]',-0.059,-0.230,-0.010,97.050,42.538,0.398,-0.544
'[08:16:41.146 26/10/1994]',-0.059,0.373,0.077,97.050,42.538,0.398,-0.544
'[08:16:41.148 26/10/1994]',-0.057,0.341,0.067,97.050,42.538,0.398,-0.544
'[08:16:41.150 26/10/1994]',-0.055,0.121,0.044,97.050,42.538,0.398,-0.544
'[08:16:41.152 26/10/1994]',-0.052,0.088,0.034,94.200,42.062,0.461,-0.531
