'Time and date','V','aVL','V','ABP','PAP','CVP','PLETH'
'[10:02:20.402 29/12/1995]',-0.106,0.001,-0.164,67.950,27.848,16.600,-0.233
'[10:02:20.404 29/12/1995]',-0.162,-0.043,-0.240,67.950,27.848,16.600,-0.233
'[10:02:20.406 29/12/1995]',-0.162,-0.032,-0.240,67.950,27.848,16.600,-0.233
'[10:02:20.408 29/12/1995]',-0.162,-0.021,-0.218,67.100,27.923,16.950,-0.249
'[10:02:20.410 29/12/1995]',-0.162,-0.021,-0.218,67.100,27.923,16.950,-0.249
'[10:02:20.412 29/12/1995]',-0.106,-0.021,-0.197,67.100,27.923,16.950,-0.249
'[10:02:20.414 29/12/1995]',-0.106,-0.010,-0.197,67.100,27.923,16.950,-0.249
'[10:02:20.416 29/12/1995]',-0.106,-0.010,-0.197,66.150,27.923,17.238,-0.278
'[10:02:20.418 29/12/1995]',-0.106,-0.010,-0.185,66.150,27.923,17.238,-0.278
'[10:02:20.420 29/12/1995]',-0.106,-0.010,-0.185,66.150,27.923,17.238,-0.278
'[10:02:20.422 29/12/1995]',-0.106,-0.021,-0.185,66.150,27.923,17.238,-0.278
'[10:02:20.424 29/12/1995]',-0.106,-0.032,-0.197,65.800,27.848,17.587,-0.289
'[10:02:20.426 29/12/1995]',-0.106,-0.032,-0.197,65.800,27.848,17.587,-0.289
'[10:02:20.428 29/12/1995]',-0.106,-0.032,-0.197,65.800,27.848,17.587,-0.289
'[10:02:20.430 29/12/1995]',-0.106,-0.021,-0.197,65.800,27.848,17.587,-0.289
'[10:02:20.432 29/12/1995]',-0.106,-0.032,-0.185,66.400,27.748,17.825,-0.298
'[10:02:20.434 29/12/1995]',-0.106,-0.032,-0.185,66.400,27.748,17.825,-0.298
'[10:02:20.436 29/12/1995]',-0.106,-0.043,-0.197,66.400,27.748,17.825,-0.298
'[10:02:20.438 29/12/1995]',-0.106,-0.043,-0.197,66.400,27.748,17.825,-0.298
'[10:02:20.440 29/12/1995]',-0.106,-0.043,-0.185,67.500,27.623,18.062,-0.305
'[10:02:20.442 29/12/1995]',-0.106,-0.054,-0.207,67.500,27.623,18.062,-0.305
'[10:02:20.444 29/12/1995]',-0.106,-0.032,-0.197,67.500,27.623,18.062,-0.305
'[10:02:20.446 29/12/1995]',-0.106,-0.032,-0.197,67.500,27.623,18.062,-0.305
'[10:02:20.448 29/12/1995]',-0.106,-0.021,-0.197,67.950,27.498,18.238,-0.311
'[10:02:20.450 29/12/1995]',-0.106,-0.021,-0.197,67.950,27.498,18.238,-0.311
'[10:02:20.452 29/12/1995]',-0.106,-0.021,-0.197,67.950,27.498,18.238,-0.311
'[10:02:20.454 29/12/1995]',-0.106,-0.021,-0.197,67.950,27.498,18.238,-0.311
'[10:02:20.456 29/12/1995]',-0.106,-0.032,-0.197,67.200,27.448,18.300,-0.316
'[10:02:20.458 29/12/1995]',-0.106,-0.032,-0.197,67.200,27.448,18.300,-0.316
'[10:02:20.460 29/12/1995]',-0.106,-0.043,-0.197,67.200,27.448,18.300,-0.316
'[10:02:20.462 29/12/1995]',-0.106,-0.043,-0.197,67.200,27.448,18.300,-0.316
'[10:02:20.464 29/12/1995]',-0.106,-0.054,-0.197,66.250,27.448,18.300,-0.321
'[10:02:20.466 29/12/1995]',-0.106,-0.043,-0.197,66.250,27.448,18.300,-0.321
'[10:02:20.468 29/12/1995]',-0.106,-0.065,-0.207,66.250,27.448,18.300,-0.321
'[10:02:20.470 29/12/1995]',-0.162,-0.065,-0.218,66.250,27.448,18.300,-0.321
'[10:02:20.472 29/12/1995]',-0.162,-0.065,-0.218,66.000,27.498,18.238,-0.327
'[10:02:20.474 29/12/1995]',-0.162,-0.076,-0.230,66.000,27.498,18.238,-0.327
'[10:02:20.476 29/12/1995]',-0.162,-0.076,-0.263,66.000,27.498,18.238,-0.327
'[10:02:20.478 29/12/1995]',-0.218,-0.076,-0.306,66.000,27.498,18.238,-0.327
'[10:02:20.480 29/12/1995]',-0.273,-0.065,-0.383,65.900,27.573,18.175,-0.333
'[10:02:20.482 29/12/1995]',-0.385,-0.065,-0.514,65.900,27.573,18.175,-0.333
'[10:02:20.484 29/12/1995]',-0.496,-0.076,-0.657,65.900,27.573,18.175,-0.333
'[10:02:20.486 29/12/1995]',-0.608,-0.076,-0.810,65.900,27.573,18.175,-0.333
'[10:02:20.488 29/12/1995]',-0.719,-0.098,-0.997,64.800,27.498,18.062,-0.339
'[10:02:20.490 29/12/1995]',-0.884,-0.109,-,64.800,27.498,18.062,-0.339
'[10:02:20.492 29/12/1995]',-1.051,-0.120,-,64.800,27.498,18.062,-0.339
'[10:02:20.494 29/12/1995]',-1.218,-0.120,-,64.800,27.498,18.062,-0.339
'[10:02:20.496 29/12/1995]',-1.385,-0.120,-,63.900,27.448,17.887,-0.344
'[10:02:20.498 29/12/1995]',-1.552,-0.142,-,63.900,27.448,17.887,-0.344
'[10:02:20.500 29/12/1995]',-1.716,-0.142,-,63.900,27.448,17.887,-0.344
'[10:02:20.502 29/12/1995]',-1.828,-0.153,-,63.900,27.448,17.887,-0.344
'[10:02:20.504 29/12/1995]',-1.939,-0.131,-,64.600,27.323,17.712,-0.351
'[10:02:20.506 29/12/1995]',-2.051,-0.120,-,64.600,27.323,17.712,-0.351
'[10:02:20.508 29/12/1995]',-2.162,-0.098,-,64.600,27.323,17.712,-0.351
'[10:02:20.510 29/12/1995]',-2.273,-0.054,-,64.600,27.323,17.712,-0.351
'[10:02:20.512 29/12/1995]',-2.329,-0.021,-,66.150,27.273,17.475,-0.358
'[10:02:20.514 29/12/1995]',-2.438,0.001,-,66.150,27.273,17.475,-0.358
'[10:02:20.516 29/12/1995]',-2.494,0.034,-,66.150,27.273,17.475,-0.358
'[10:02:20.518 29/12/1995]',-2.549,0.056,-,66.150,27.273,17.475,-0.358
'[10:02:20.520 29/12/1995]',-2.605,0.067,-,66.500,27.323,17.238,-0.366
'[10:02:20.522 29/12/1995]',-2.605,0.067,-,66.500,27.323,17.238,-0.366
'[10:02:20.524 29/12/1995]',-2.605,0.100,-,66.500,27.323,17.238,-0.366
'[10:02:20.526 29/12/1995]',-2.661,0.100,-,66.500,27.323,17.238,-0.366
'[10:02:20.528 29/12/1995]',-2.661,0.111,-,65.400,27.498,17.012,-0.373
'[10:02:20.530 29/12/1995]',-2.661,0.111,-,65.400,27.498,17.012,-0.373
'[10:02:20.532 29/12/1995]',-2.605,0.077,-,65.400,27.498,17.012,-0.373
'[10:02:20.534 29/12/1995]',-2.549,0.056,-,65.400,27.498,17.012,-0.373
'[10:02:20.536 29/12/1995]',-2.494,0.056,-,63.950,27.973,16.837,-0.382
'[10:02:20.538 29/12/1995]',-2.382,0.056,-,63.950,27.973,16.837,-0.382
'[10:02:20.540 29/12/1995]',-2.273,0.067,-,63.950,27.973,16.837,-0.382
'[10:02:20.542 29/12/1995]',-2.218,0.100,-,63.950,27.973,16.837,-0.382
'[10:02:20.544 29/12/1995]',-2.051,0.143,-,62.850,28.799,16.775,-0.390
'[10:02:20.546 29/12/1995]',-1.939,0.198,-,62.850,28.799,16.775,-0.390
'[10:02:20.548 29/12/1995]',-1.828,0.242,-,62.850,28.799,16.775,-0.390
'[10:02:20.550 29/12/1995]',-1.716,0.275,-,62.850,28.799,16.775,-0.390
'[10:02:20.552 29/12/1995]',-1.605,0.308,-,62.050,29.725,16.712,-0.398
'[10:02:20.554 29/12/1995]',-1.496,0.330,-,62.050,29.725,16.712,-0.398
'[10:02:20.556 29/12/1995]',-1.441,0.351,-,62.050,29.725,16.712,-0.398
'[10:02:20.558 29/12/1995]',-1.329,0.373,-,62.050,29.725,16.712,-0.398
'[10:02:20.560 29/12/1995]',-1.218,0.396,-,61.400,30.676,16.887,-0.406
'[10:02:20.562 29/12/1995]',-1.106,0.428,-,61.400,30.676,16.887,-0.406
'[10:02:20.564 29/12/1995]',-1.051,0.440,-,61.400,30.676,16.887,-0.406
'[10:02:20.566 29/12/1995]',-0.939,0.462,-,61.400,30.676,16.887,-0.406
'[10:02:20.568 29/12/1995]',-0.828,0.494,-,60.950,31.426,17.125,-0.412
'[10:02:20.570 29/12/1995]',-0.719,0.505,-0.975,60.950,31.426,17.125,-0.412
'[10:02:20.572 29/12/1995]',-0.663,0.516,-0.844,60.950,31.426,17.125,-0.412
'[10:02:20.574 29/12/1995]',-0.552,0.516,-0.734,60.950,31.426,17.125,-0.412
'[10:02:20.576 29/12/1995]',-0.496,0.516,-0.624,60.700,32.077,17.538,-0.418
'[10:02:20.578 29/12/1995]',-0.385,0.516,-0.525,60.700,32.077,17.538,-0.418
'[10:02:20.580 29/12/1995]',-0.329,0.505,-0.427,60.700,32.077,17.538,-0.418
'[10:02:20.582 29/12/1995]',-0.273,0.472,-0.350,60.700,32.077,17.538,-0.418
'[10:02:20.584 29/12/1995]',-0.162,0.451,-0.263,60.250,32.952,18.000,-0.423
'[10:02:20.586 29/12/1995]',-0.162,0.406,-0.207,60.250,32.952,18.000,-0.423
'[10:02:20.588 29/12/1995]',-0.106,0.362,-0.153,60.250,32.952,18.000,-0.423
'[10:02:20.590 29/12/1995]',-0.051,0.319,-0.120,60.250,32.952,18.000,-0.423
'[10:02:20.592 29/12/1995]',-0.051,0.253,-0.087,59.700,34.254,18.525,-0.428
'[10:02:20.594 29/12/1995]',-0.051,0.220,-0.054,59.700,34.254,18.525,-0.428
'[10:02:20.596 29/12/1995]',0.005,0.165,-0.032,59.700,34.254,18.525,-0.428
'[10:02:20.598 29/12/1995]',0.005,0.121,0.001,59.700,34.254,18.525,-0.428
'[10:02:20.600 29/12/1995]',0.005,0.111,0.034,58.750,35.730,19.175,-0.433
'[10:02:20.602 29/12/1995]',0.005,0.056,0.067,58.750,35.730,19.175,-0.433
'[10:02:20.604 29/12/1995]',0.058,0.044,0.100,58.750,35.730,19.175,-0.433
'[10:02:20.606 29/12/1995]',0.058,0.011,0.133,58.750,35.730,19.175,-0.433
'[10:02:20.608 29/12/1995]',0.114,0.001,0.154,57.500,37.056,19.825,-0.438
'[10:02:20.610 29/12/1995]',0.114,-0.032,0.187,57.500,37.056,19.825,-0.438
'[10:02:20.612 29/12/1995]',0.114,-0.043,0.231,57.500,37.056,19.825,-0.438
'[10:02:20.614 29/12/1995]',0.170,-0.065,0.253,57.500,37.056,19.825,-0.438
'[10:02:20.616 29/12/1995]',0.170,-0.076,0.275,56.500,38.057,20.462,-0.441
'[10:02:20.618 29/12/1995]',0.170,-0.098,0.297,56.500,38.057,20.462,-0.441
'[10:02:20.620 29/12/1995]',0.225,-0.109,0.308,56.500,38.057,20.462,-0.441
'[10:02:20.622 29/12/1995]',0.225,-0.120,0.308,56.500,38.057,20.462,-0.441
'[10:02:20.624 29/12/1995]',0.225,-0.120,0.308,56.300,38.532,21.113,-0.446
'[10:02:20.626 29/12/1995]',0.225,-0.109,0.308,56.300,38.532,21.113,-0.446
'[10:02:20.628 29/12/1995]',0.225,-0.120,0.308,56.300,38.532,21.113,-0.446
'[10:02:20.630 29/12/1995]',0.225,-0.109,0.319,56.300,38.532,21.113,-0.446
'[10:02:20.632 29/12/1995]',0.225,-0.098,0.330,57.000,38.407,21.700,-0.449
'[10:02:20.634 29/12/1995]',0.225,-0.109,0.341,57.000,38.407,21.700,-0.449
'[10:02:20.636 29/12/1995]',0.225,-0.120,0.362,57.000,38.407,21.700,-0.449
'[10:02:20.638 29/12/1995]',0.281,-0.120,0.373,57.000,38.407,21.700,-0.449
'[10:02:20.640 29/12/1995]',0.281,-0.131,0.373,58.050,37.781,22.225,-0.454
'[10:02:20.642 29/12/1995]',0.281,-0.131,0.385,58.050,37.781,22.225,-0.454
'[10:02:20.644 29/12/1995]',0.281,-0.120,0.385,58.050,37.781,22.225,-0.454
'[10:02:20.646 29/12/1995]',0.281,-0.131,0.396,58.050,37.781,22.225,-0.454
'[10:02:20.648 29/12/1995]',0.281,-0.120,0.406,58.450,37.131,22.575,-0.458
'[10:02:20.650 29/12/1995]',0.281,-0.109,0.428,58.450,37.131,22.575,-0.458
'[10:02:20.652 29/12/1995]',0.337,-0.120,0.451,58.450,37.131,22.575,-0.458
'[10:02:20.654 29/12/1995]',0.337,-0.120,0.462,58.450,37.131,22.575,-0.458
'[10:02:20.656 29/12/1995]',0.337,-0.131,0.462,58.150,37.006,22.812,-0.464
'[10:02:20.658 29/12/1995]',0.337,-0.131,0.472,58.150,37.006,22.812,-0.464
'[10:02:20.660 29/12/1995]',0.337,-0.131,0.483,58.150,37.006,22.812,-0.464
'[10:02:20.662 29/12/1995]',0.337,-0.131,0.505,58.150,37.006,22.812,-0.464
'[10:02:20.664 29/12/1995]',0.392,-0.120,0.538,57.900,37.606,22.925,-0.468
'[10:02:20.666 29/12/1995]',0.392,-0.120,0.538,57.900,37.606,22.925,-0.468
'[10:02:20.668 29/12/1995]',0.392,-0.109,0.582,57.900,37.606,22.925,-0.468
'[10:02:20.670 29/12/1995]',0.448,-0.120,0.593,57.900,37.606,22.925,-0.468
'[10:02:20.672 29/12/1995]',0.448,-0.120,0.615,58.300,38.532,22.925,-0.471
'[10:02:20.674 29/12/1995]',0.448,-0.131,0.625,58.300,38.532,22.925,-0.471
'[10:02:20.676 29/12/1995]',0.448,-0.131,0.647,58.300,38.532,22.925,-0.471
'[10:02:20.678 29/12/1995]',0.504,-0.131,0.669,58.300,38.532,22.925,-0.471
'[10:02:20.680 29/12/1995]',0.504,-0.109,0.692,59.250,39.483,22.863,-0.474
'[10:02:20.682 29/12/1995]',0.504,-0.109,0.725,59.250,39.483,22.863,-0.474
'[10:02:20.684 29/12/1995]',0.559,-0.109,0.747,59.250,39.483,22.863,-0.474
'[10:02:20.686 29/12/1995]',0.559,-0.109,0.768,59.250,39.483,22.863,-0.474
'[10:02:20.688 29/12/1995]',0.615,-0.120,0.801,61.050,40.183,22.750,-0.477
'[10:02:20.690 29/12/1995]',0.615,-0.120,0.834,61.050,40.183,22.750,-0.477
'[10:02:20.692 29/12/1995]',0.615,-0.131,0.845,61.050,40.183,22.750,-0.477
'[10:02:20.694 29/12/1995]',0.671,-0.131,0.878,61.050,40.183,22.750,-0.477
'[10:02:20.696 29/12/1995]',0.671,-0.120,0.922,63.800,40.934,22.575,-0.478
'[10:02:20.698 29/12/1995]',0.727,-0.120,0.944,63.800,40.934,22.575,-0.478
'[10:02:20.700 29/12/1995]',0.727,-0.120,0.988,63.800,40.934,22.575,-0.478
'[10:02:20.702 29/12/1995]',0.727,-0.120,1.010,63.800,40.934,22.575,-0.478
'[10:02:20.704 29/12/1995]',0.782,-0.131,1.024,67.300,42.060,22.337,-0.474
'[10:02:20.706 29/12/1995]',0.782,-0.131,1.024,67.300,42.060,22.337,-0.474
'[10:02:20.708 29/12/1995]',0.835,-0.131,1.024,67.300,42.060,22.337,-0.474
'[10:02:20.710 29/12/1995]',0.835,-0.142,1.024,67.300,42.060,22.337,-0.474
'[10:02:20.712 29/12/1995]',0.835,-0.131,1.024,70.850,43.586,21.988,-0.469
'[10:02:20.714 29/12/1995]',0.891,-0.131,1.024,70.850,43.586,21.988,-0.469
'[10:02:20.716 29/12/1995]',0.891,-0.131,1.024,70.850,43.586,21.988,-0.469
'[10:02:20.718 29/12/1995]',0.947,-0.142,1.024,70.850,43.586,21.988,-0.469
'[10:02:20.720 29/12/1995]',0.947,-0.142,1.024,74.100,45.163,21.637,-0.458
'[10:02:20.722 29/12/1995]',0.947,-0.142,1.024,74.100,45.163,21.637,-0.458
'[10:02:20.724 29/12/1995]',0.947,-0.153,1.024,74.100,45.163,21.637,-0.458
'[10:02:20.726 29/12/1995]',0.947,-0.142,1.024,74.100,45.163,21.637,-0.458
'[10:02:20.728 29/12/1995]',0.947,-0.131,1.024,77.250,46.614,21.288,-0.441
'[10:02:20.730 29/12/1995]',0.947,-0.131,1.024,77.250,46.614,21.288,-0.441
'[10:02:20.732 29/12/1995]',1.003,-0.131,1.024,77.250,46.614,21.288,-0.441
'[10:02:20.734 29/12/1995]',1.003,-0.131,1.024,77.250,46.614,21.288,-0.441
'[10:02:20.736 29/12/1995]',1.003,-0.131,1.024,81.000,47.790,20.988,-0.414
'[10:02:20.738 29/12/1995]',0.947,-0.142,1.024,81.000,47.790,20.988,-0.414
'[10:02:20.740 29/12/1995]',0.947,-0.153,1.024,81.000,47.790,20.988,-0.414
'[10:02:20.742 29/12/1995]',0.947,-0.164,1.024,81.000,47.790,20.988,-0.414
'[10:02:20.744 29/12/1995]',0.947,-0.153,1.024,85.250,48.741,20.700,-0.381
'[10:02:20.746 29/12/1995]',0.947,-0.153,1.024,85.250,48.741,20.700,-0.381
'[10:02:20.748 29/12/1995]',0.891,-0.153,1.024,85.250,48.741,20.700,-0.381
'[10:02:20.750 29/12/1995]',0.891,-0.164,1.024,85.250,48.741,20.700,-0.381
'[10:02:20.752 29/12/1995]',0.891,-0.164,1.024,88.650,49.266,20.462,-0.336
'[10:02:20.754 29/12/1995]',0.835,-0.174,1.024,88.650,49.266,20.462,-0.336
'[10:02:20.756 29/12/1995]',0.835,-0.197,1.024,88.650,49.266,20.462,-0.336
'[10:02:20.758 29/12/1995]',0.782,-0.197,1.024,88.650,49.266,20.462,-0.336
'[10:02:20.760 29/12/1995]',0.782,-0.197,1.010,90.200,49.266,20.175,-0.281
'[10:02:20.762 29/12/1995]',0.727,-0.197,0.988,90.200,49.266,20.175,-0.281
'[10:02:20.764 29/12/1995]',0.727,-0.174,0.955,90.200,49.266,20.175,-0.281
'[10:02:20.766 29/12/1995]',0.671,-0.174,0.922,90.200,49.266,20.175,-0.281
'[10:02:20.768 29/12/1995]',0.671,-0.174,0.878,90.900,48.666,19.875,-0.221
'[10:02:20.770 29/12/1995]',0.615,-0.174,0.834,90.900,48.666,19.875,-0.221
'[10:02:20.772 29/12/1995]',0.615,-0.197,0.768,90.900,48.666,19.875,-0.221
'[10:02:20.774 29/12/1995]',0.559,-0.207,0.736,90.900,48.666,19.875,-0.221
'[10:02:20.776 29/12/1995]',0.504,-0.207,0.692,92.400,47.339,19.587,-0.151
'[10:02:20.778 29/12/1995]',0.504,-0.197,0.658,92.400,47.339,19.587,-0.151
'[10:02:20.780 29/12/1995]',0.448,-0.197,0.615,92.400,47.339,19.587,-0.151
'[10:02:20.782 29/12/1995]',0.448,-0.174,0.571,92.400,47.339,19.587,-0.151
'[10:02:20.784 29/12/1995]',0.392,-0.174,0.538,94.950,45.388,19.350,-0.081
'[10:02:20.786 29/12/1995]',0.392,-0.174,0.505,94.950,45.388,19.350,-0.081
'[10:02:20.788 29/12/1995]',0.337,-0.207,0.462,94.950,45.388,19.350,-0.081
'[10:02:20.790 29/12/1995]',0.281,-0.207,0.417,94.950,45.388,19.350,-0.081
'[10:02:20.792 29/12/1995]',0.281,-0.207,0.385,97.650,42.936,19.113,-0.007
'[10:02:20.794 29/12/1995]',0.225,-0.197,0.330,97.650,42.936,19.113,-0.007
'[10:02:20.796 29/12/1995]',0.225,-0.174,0.308,97.650,42.936,19.113,-0.007
'[10:02:20.798 29/12/1995]',0.225,-0.164,0.286,97.650,42.936,19.113,-0.007
'[10:02:20.800 29/12/1995]',0.170,-0.164,0.264,99.350,40.108,19.000,0.062
'[10:02:20.802 29/12/1995]',0.170,-0.164,0.231,99.350,40.108,19.000,0.062
'[10:02:20.804 29/12/1995]',0.170,-0.164,0.209,99.350,40.108,19.000,0.062
'[10:02:20.806 29/12/1995]',0.114,-0.164,0.187,99.350,40.108,19.000,0.062
'[10:02:20.808 29/12/1995]',0.114,-0.153,0.154,99.950,37.181,18.825,0.126
'[10:02:20.810 29/12/1995]',0.114,-0.142,0.143,99.950,37.181,18.825,0.126
'[10:02:20.812 29/12/1995]',0.058,-0.142,0.121,99.950,37.181,18.825,0.126
'[10:02:20.814 29/12/1995]',0.058,-0.131,0.111,99.950,37.181,18.825,0.126
'[10:02:20.816 29/12/1995]',0.005,0.001,0.001,100.450,34.128,18.650,0.184
'[10:02:20.818 29/12/1995]',0.005,0.001,0.001,100.450,34.128,18.650,0.184
'[10:02:20.820 29/12/1995]',0.005,0.001,0.001,100.450,34.128,18.650,0.184
'[10:02:20.822 29/12/1995]',0.005,0.001,0.001,100.450,34.128,18.650,0.184
'[10:02:20.824 29/12/1995]',0.005,0.001,0.001,102.200,31.201,18.350,0.234
'[10:02:20.826 29/12/1995]',0.005,0.001,0.001,102.200,31.201,18.350,0.234
'[10:02:20.828 29/12/1995]',0.005,0.001,0.001,102.200,31.201,18.350,0.234
'[10:02:20.830 29/12/1995]',0.005,0.001,0.001,102.200,31.201,18.350,0.234
'[10:02:20.832 29/12/1995]',0.005,0.001,0.001,104.550,28.449,18.000,0.278
'[10:02:20.834 29/12/1995]',0.005,0.001,0.001,104.550,28.449,18.000,0.278
'[10:02:20.836 29/12/1995]',0.005,0.001,0.001,104.550,28.449,18.000,0.278
'[10:02:20.838 29/12/1995]',0.005,0.001,0.001,104.550,28.449,18.000,0.278
'[10:02:20.840 29/12/1995]',0.005,0.001,0.001,105.100,26.222,17.587,0.316
'[10:02:20.842 29/12/1995]',0.005,0.001,0.001,105.100,26.222,17.587,0.316
'[10:02:20.844 29/12/1995]',0.005,0.001,0.001,105.100,26.222,17.587,0.316
'[10:02:20.846 29/12/1995]',0.005,0.001,0.001,105.100,26.222,17.587,0.316
'[10:02:20.848 29/12/1995]',0.005,0.001,0.001,102.750,24.646,17.125,0.346
'[10:02:20.850 29/12/1995]',0.005,0.001,0.001,102.750,24.646,17.125,0.346
'[10:02:20.852 29/12/1995]',0.005,0.001,0.001,102.750,24.646,17.125,0.346
'[10:02:20.854 29/12/1995]',0.005,0.001,0.001,102.750,24.646,17.125,0.346
'[10:02:20.856 29/12/1995]',0.005,0.001,0.001,99.050,23.870,16.600,0.370
'[10:02:20.858 29/12/1995]',0.005,0.001,0.001,99.050,23.870,16.600,0.370
'[10:02:20.860 29/12/1995]',0.005,0.001,0.001,99.050,23.870,16.600,0.370
'[10:02:20.862 29/12/1995]',0.005,0.001,0.001,99.050,23.870,16.600,0.370
'[10:02:20.864 29/12/1995]',0.005,0.001,0.001,95.400,23.820,16.075,0.392
'[10:02:20.866 29/12/1995]',0.005,0.001,0.001,95.400,23.820,16.075,0.392
'[10:02:20.868 29/12/1995]',0.005,0.001,0.001,95.400,23.820,16.075,0.392
'[10:02:20.870 29/12/1995]',0.005,0.001,0.001,95.400,23.820,16.075,0.392
'[10:02:20.872 29/12/1995]',0.005,0.001,0.001,92.250,24.270,15.600,0.407
'[10:02:20.874 29/12/1995]',0.005,0.001,0.001,92.250,24.270,15.600,0.407
'[10:02:20.876 29/12/1995]',0.005,0.001,0.001,92.250,24.270,15.600,0.407
'[10:02:20.878 29/12/1995]',0.005,0.001,0.001,92.250,24.270,15.600,0.407
'[10:02:20.880 29/12/1995]',0.005,0.001,0.001,89.900,25.346,15.075,0.417
'[10:02:20.882 29/12/1995]',0.005,0.001,0.001,89.900,25.346,15.075,0.417
'[10:02:20.884 29/12/1995]',0.005,0.001,0.001,89.900,25.346,15.075,0.417
'[10:02:20.886 29/12/1995]',0.005,0.001,0.001,89.900,25.346,15.075,0.417
'[10:02:20.888 29/12/1995]',0.005,0.001,0.001,88.550,26.922,14.600,0.421
'[10:02:20.890 29/12/1995]',0.005,0.001,0.001,88.550,26.922,14.600,0.421
'[10:02:20.892 29/12/1995]',0.005,0.001,0.001,88.550,26.922,14.600,0.421
'[10:02:20.894 29/12/1995]',0.005,0.001,0.001,88.550,26.922,14.600,0.421
'[10:02:20.896 29/12/1995]',0.005,0.001,0.001,88.100,29.099,14.137,0.418
'[10:02:20.898 29/12/1995]',0.005,0.001,0.001,88.100,29.099,14.137,0.418
'[10:02:20.900 29/12/1995]',0.005,0.001,0.001,88.100,29.099,14.137,0.418
'[10:02:20.902 29/12/1995]',0.005,0.001,0.001,88.100,29.099,14.137,0.418
'[10:02:20.904 29/12/1995]',0.005,0.001,0.001,88.350,31.852,13.662,0.409
'[10:02:20.906 29/12/1995]',0.005,0.001,0.001,88.350,31.852,13.662,0.409
'[10:02:20.908 29/12/1995]',0.005,0.001,0.001,88.350,31.852,13.662,0.409
'[10:02:20.910 29/12/1995]',0.005,0.001,0.001,88.350,31.852,13.662,0.409
'[10:02:20.912 29/12/1995]',0.005,0.001,0.001,89.700,35.429,13.200,0.393
'[10:02:20.914 29/12/1995]',0.005,0.001,0.001,89.700,35.429,13.200,0.393
'[10:02:20.916 29/12/1995]',0.005,0.001,0.001,89.700,35.429,13.200,0.393
'[10:02:20.918 29/12/1995]',0.005,0.001,0.001,89.700,35.429,13.200,0.393
'[10:02:20.920 29/12/1995]',0.005,0.001,0.001,91.200,39.583,12.787,0.370
'[10:02:20.922 29/12/1995]',0.005,0.001,0.001,91.200,39.583,12.787,0.370
'[10:02:20.924 29/12/1995]',0.005,0.001,0.001,91.200,39.583,12.787,0.370
'[10:02:20.926 29/12/1995]',0.005,0.001,0.001,91.200,39.583,12.787,0.370
'[10:02:20.928 29/12/1995]',0.005,0.001,0.001,90.150,43.461,12.375,0.364
'[10:02:20.930 29/12/1995]',0.005,0.001,0.001,90.150,43.461,12.375,0.364
'[10:02:20.932 29/12/1995]',0.005,0.001,0.001,90.150,43.461,12.375,0.364
'[10:02:20.934 29/12/1995]',0.005,0.001,0.001,90.150,43.461,12.375,0.364
'[10:02:20.936 29/12/1995]',0.005,0.001,0.001,84.550,45.688,12.088,0.333
'[10:02:20.938 29/12/1995]',0.005,0.001,0.001,84.550,45.688,12.088,0.333
'[10:02:20.940 29/12/1995]',0.005,0.001,0.001,84.550,45.688,12.088,0.333
'[10:02:20.942 29/12/1995]',0.005,0.001,0.001,84.550,45.688,12.088,0.333
'[10:02:20.944 29/12/1995]',0.005,0.001,0.001,76.250,45.988,11.787,0.300
'[10:02:20.946 29/12/1995]',0.005,0.001,0.001,76.250,45.988,11.787,0.300
'[10:02:20.948 29/12/1995]',0.005,0.001,0.001,76.250,45.988,11.787,0.300
'[10:02:20.950 29/12/1995]',0.005,0.001,0.001,76.250,45.988,11.787,0.300
'[10:02:20.952 29/12/1995]',0.005,0.001,0.001,69.250,44.912,11.562,0.267
'[10:02:20.954 29/12/1995]',0.005,0.001,0.001,69.250,44.912,11.562,0.267
'[10:02:20.956 29/12/1995]',0.005,0.001,0.001,69.250,44.912,11.562,0.267
'[10:02:20.958 29/12/1995]',0.005,0.001,0.001,69.250,44.912,11.562,0.267
'[10:02:20.960 29/12/1995]',0.005,0.001,0.001,65.850,43.461,11.438,0.234
'[10:02:20.962 29/12/1995]',0.005,0.001,0.001,65.850,43.461,11.438,0.234
'[10:02:20.964 29/12/1995]',0.005,0.001,0.001,65.850,43.461,11.438,0.234
'[10:02:20.966 29/12/1995]',0.005,0.001,0.001,65.850,43.461,11.438,0.234
'[10:02:20.968 29/12/1995]',0.005,0.001,0.001,65.150,41.935,11.438,0.201
'[10:02:20.970 29/12/1995]',0.005,0.001,0.001,65.150,41.935,11.438,0.201
'[10:02:20.972 29/12/1995]',0.005,0.001,0.001,65.150,41.935,11.438,0.201
'[10:02:20.974 29/12/1995]',0.005,0.001,0.001,65.150,41.935,11.438,0.201
'[10:02:20.976 29/12/1995]',0.005,0.001,0.001,65.350,40.108,11.500,0.168
'[10:02:20.978 29/12/1995]',0.005,0.001,0.001,65.350,40.108,11.500,0.168
'[10:02:20.980 29/12/1995]',0.005,0.001,0.001,65.350,40.108,11.500,0.168
'[10:02:20.982 29/12/1995]',0.005,0.001,0.001,65.350,40.108,11.500,0.168
'[10:02:20.984 29/12/1995]',0.005,0.001,0.001,68.200,37.957,11.562,0.138
'[10:02:20.986 29/12/1995]',0.005,0.001,0.001,68.200,37.957,11.562,0.138
'[10:02:20.988 29/12/1995]',0.005,0.001,0.001,68.200,37.957,11.562,0.138
