'Time and date','aVL','III','V','ABP','PLETH','RESP'
'[13:12:16.188 13/07/1995]',0.007,0.056,0.087,65.263,0.000,-0.513
'[13:12:16.190 13/07/1995]',0.007,0.059,0.087,65.263,0.000,-0.513
'[13:12:16.192 13/07/1995]',0.006,0.066,0.087,64.812,0.000,-0.514
'[13:12:16.194 13/07/1995]',0.005,0.073,0.087,64.812,0.000,-0.514
'[13:12:16.196 13/07/1995]',0.000,0.082,0.087,64.812,0.000,-0.514
'[13:12:16.198 13/07/1995]',-0.005,0.091,0.087,64.812,0.000,-0.514
'[13:12:16.200 13/07/1995]',-0.014,0.108,0.087,64.286,0.000,-0.515
'[13:12:16.202 13/07/1995]',-0.023,0.126,0.087,64.286,0.000,-0.515
'[13:12:16.204 13/07/1995]',-0.039,0.152,0.088,64.286,0.000,-0.515
'[13:12:16.206 13/07/1995]',-0.054,0.178,0.090,64.286,0.000,-0.515
'[13:12:16.208 13/07/1995]',-0.073,0.208,0.097,63.985,0.000,-0.516
'[13:12:16.210 13/07/1995]',-0.092,0.237,0.104,63.985,0.000,-0.516
'[13:12:16.212 13/07/1995]',-0.107,0.262,0.120,63.985,0.000,-0.516
'[13:12:16.214 13/07/1995]',-0.122,0.286,0.135,63.985,0.000,-0.516
'[13:12:16.216 13/07/1995]',-0.126,0.295,0.161,63.534,0.000,-0.516
'[13:12:16.218 13/07/1995]',-0.129,0.304,0.187,63.534,0.000,-0.516
'[13:12:16.220 13/07/1995]',-0.114,0.290,0.224,63.534,0.000,-0.516
'[13:12:16.222 13/07/1995]',-0.099,0.276,0.260,63.534,0.000,-0.516
'[13:12:16.224 13/07/1995]',-0.065,0.232,0.307,63.233,0.000,-0.517
'[13:12:16.226 13/07/1995]',-0.031,0.188,0.354,63.233,0.000,-0.517
'[13:12:16.228 13/07/1995]',0.032,0.106,0.412,63.233,0.000,-0.517
'[13:12:16.230 13/07/1995]',0.094,0.024,0.471,63.233,0.000,-0.517
'[13:12:16.232 13/07/1995]',0.187,-0.105,0.549,62.857,0.000,-0.517
'[13:12:16.234 13/07/1995]',0.279,-0.234,0.627,62.857,0.000,-0.517
'[13:12:16.236 13/07/1995]',0.399,-0.407,0.728,62.857,0.000,-0.517
'[13:12:16.238 13/07/1995]',0.519,-0.579,0.828,62.857,0.000,-0.517
'[13:12:16.240 13/07/1995]',0.653,-0.782,0.932,62.481,0.000,-0.518
'[13:12:16.242 13/07/1995]',0.786,-0.984,1.036,62.481,0.000,-0.518
'[13:12:16.244 13/07/1995]',0.918,-1.188,1.116,62.481,0.000,-0.518
'[13:12:16.246 13/07/1995]',1.049,-1.393,1.196,62.481,0.000,-0.518
'[13:12:16.248 13/07/1995]',1.161,-1.564,1.229,62.180,0.000,-0.518
'[13:12:16.250 13/07/1995]',1.272,-1.735,1.262,62.180,0.000,-0.518
'[13:12:16.252 13/07/1995]',1.346,-1.850,1.246,62.180,0.000,-0.518
'[13:12:16.254 13/07/1995]',1.420,-1.965,1.231,62.180,0.000,-0.518
'[13:12:16.256 13/07/1995]',1.446,-2.017,1.196,61.880,0.000,-0.519
'[13:12:16.258 13/07/1995]',1.472,-2.070,1.161,61.880,0.000,-0.519
'[13:12:16.260 13/07/1995]',1.452,-2.063,1.140,61.880,0.000,-0.519
'[13:12:16.262 13/07/1995]',1.432,-2.056,1.120,61.880,0.000,-0.519
'[13:12:16.264 13/07/1995]',1.374,-1.993,1.139,61.579,0.000,-0.519
'[13:12:16.266 13/07/1995]',1.317,-1.930,1.158,61.579,0.000,-0.519
'[13:12:16.268 13/07/1995]',1.230,-1.829,1.211,61.579,0.000,-0.519
'[13:12:16.270 13/07/1995]',1.143,-1.728,1.265,61.579,0.000,-0.519
'[13:12:16.272 13/07/1995]',1.042,-1.600,1.331,61.353,0.000,-0.519
'[13:12:16.274 13/07/1995]',0.941,-1.473,1.397,61.353,0.000,-0.519
'[13:12:16.276 13/07/1995]',0.838,-1.333,1.440,61.353,0.000,-0.519
'[13:12:16.278 13/07/1995]',0.735,-1.194,1.484,61.353,0.000,-0.519
'[13:12:16.280 13/07/1995]',0.631,-1.051,1.466,61.053,0.000,-0.519
'[13:12:16.282 13/07/1995]',0.528,-0.908,1.449,61.053,0.000,-0.519
'[13:12:16.284 13/07/1995]',0.433,-0.771,1.354,61.053,0.000,-0.519
'[13:12:16.286 13/07/1995]',0.338,-0.635,1.258,61.053,0.000,-0.519
'[13:12:16.288 13/07/1995]',0.256,-0.517,1.092,60.827,0.000,-0.520
'[13:12:16.290 13/07/1995]',0.174,-0.398,0.925,60.827,0.000,-0.520
'[13:12:16.292 13/07/1995]',0.114,-0.304,0.728,60.827,0.000,-0.520
'[13:12:16.294 13/07/1995]',0.054,-0.209,0.530,60.827,0.000,-0.520
'[13:12:16.296 13/07/1995]',0.013,-0.141,0.350,60.526,0.000,-0.521
'[13:12:16.298 13/07/1995]',-0.028,-0.073,0.170,60.526,0.000,-0.521
'[13:12:16.300 13/07/1995]',-0.054,-0.026,0.045,60.526,0.000,-0.521
'[13:12:16.302 13/07/1995]',-0.080,0.021,-0.080,60.526,0.000,-0.521
'[13:12:16.304 13/07/1995]',-0.096,0.058,-0.142,60.226,0.000,-0.522
'[13:12:16.306 13/07/1995]',-0.113,0.094,-0.205,60.226,0.000,-0.522
'[13:12:16.308 13/07/1995]',-0.127,0.129,-0.224,60.226,0.000,-0.522
'[13:12:16.310 13/07/1995]',-0.141,0.164,-0.243,60.226,0.000,-0.522
'[13:12:16.312 13/07/1995]',-0.150,0.199,-0.244,59.925,0.000,-0.524
'[13:12:16.314 13/07/1995]',-0.160,0.234,-0.246,59.925,0.000,-0.524
'[13:12:16.316 13/07/1995]',-0.168,0.269,-0.246,59.925,0.000,-0.524
'[13:12:16.318 13/07/1995]',-0.176,0.304,-0.246,59.925,0.000,-0.524
'[13:12:16.320 13/07/1995]',-0.184,0.330,-0.251,59.549,0.000,-0.528
'[13:12:16.322 13/07/1995]',-0.192,0.356,-0.256,59.549,0.000,-0.528
'[13:12:16.324 13/07/1995]',-0.202,0.373,-0.265,59.549,0.000,-0.528
'[13:12:16.326 13/07/1995]',-0.211,0.391,-0.274,59.549,0.000,-0.528
'[13:12:16.328 13/07/1995]',-0.218,0.403,-0.286,59.248,0.000,-0.534
'[13:12:16.330 13/07/1995]',-0.225,0.415,-0.298,59.248,0.000,-0.534
'[13:12:16.332 13/07/1995]',-0.230,0.426,-0.312,59.248,0.000,-0.534
'[13:12:16.334 13/07/1995]',-0.235,0.436,-0.326,59.248,0.000,-0.534
'[13:12:16.336 13/07/1995]',-0.237,0.443,-0.336,58.947,0.000,-0.542
'[13:12:16.338 13/07/1995]',-0.239,0.450,-0.347,58.947,0.000,-0.542
'[13:12:16.340 13/07/1995]',-0.242,0.454,-0.355,58.947,0.000,-0.542
'[13:12:16.342 13/07/1995]',-0.244,0.457,-0.364,58.947,0.000,-0.542
'[13:12:16.344 13/07/1995]',-0.248,0.459,-0.373,58.571,0.000,-0.551
'[13:12:16.346 13/07/1995]',-0.251,0.461,-0.381,58.571,0.000,-0.551
'[13:12:16.348 13/07/1995]',-0.255,0.466,-0.390,58.571,0.000,-0.551
'[13:12:16.350 13/07/1995]',-0.258,0.471,-0.399,58.571,0.000,-0.551
'[13:12:16.352 13/07/1995]',-0.263,0.480,-0.406,58.120,0.000,-0.561
'[13:12:16.354 13/07/1995]',-0.268,0.489,-0.412,58.120,0.000,-0.561
'[13:12:16.356 13/07/1995]',-0.269,0.494,-0.423,58.120,0.000,-0.561
'[13:12:16.358 13/07/1995]',-0.270,0.499,-0.433,58.120,0.000,-0.561
'[13:12:16.360 13/07/1995]',-0.272,0.506,-0.444,57.820,0.000,-0.573
'[13:12:16.362 13/07/1995]',-0.275,0.513,-0.454,57.820,0.000,-0.573
'[13:12:16.364 13/07/1995]',-0.277,0.520,-0.463,57.820,0.000,-0.573
'[13:12:16.366 13/07/1995]',-0.279,0.527,-0.471,57.820,0.000,-0.573
'[13:12:16.368 13/07/1995]',-0.282,0.532,-0.480,57.444,0.000,-0.585
'[13:12:16.370 13/07/1995]',-0.284,0.538,-0.489,57.444,0.000,-0.585
'[13:12:16.372 13/07/1995]',-0.290,0.545,-0.494,57.444,0.000,-0.585
'[13:12:16.374 13/07/1995]',-0.296,0.551,-0.499,57.444,0.000,-0.585
'[13:12:16.376 13/07/1995]',-0.299,0.555,-0.506,57.068,0.000,-0.597
'[13:12:16.378 13/07/1995]',-0.303,0.558,-0.513,57.068,0.000,-0.597
'[13:12:16.380 13/07/1995]',-0.308,0.562,-0.525,57.068,0.000,-0.597
'[13:12:16.382 13/07/1995]',-0.312,0.565,-0.537,57.068,0.000,-0.597
'[13:12:16.384 13/07/1995]',-0.316,0.571,-0.553,56.767,0.000,-0.608
'[13:12:16.386 13/07/1995]',-0.319,0.576,-0.568,56.767,0.000,-0.608
'[13:12:16.388 13/07/1995]',-0.323,0.581,-0.588,56.767,0.000,-0.608
'[13:12:16.390 13/07/1995]',-0.326,0.586,-0.607,56.767,0.000,-0.608
'[13:12:16.392 13/07/1995]',-0.326,0.588,-0.622,56.692,0.000,-0.617
'[13:12:16.394 13/07/1995]',-0.326,0.590,-0.638,56.692,0.000,-0.617
'[13:12:16.396 13/07/1995]',-0.326,0.593,-0.653,56.692,0.000,-0.617
'[13:12:16.398 13/07/1995]',-0.326,0.597,-0.669,56.692,0.000,-0.617
'[13:12:16.400 13/07/1995]',-0.327,0.600,-0.679,57.293,0.000,-0.625
'[13:12:16.402 13/07/1995]',-0.329,0.604,-0.690,57.293,0.000,-0.625
'[13:12:16.404 13/07/1995]',-0.332,0.609,-0.702,57.293,0.000,-0.625
'[13:12:16.406 13/07/1995]',-0.336,0.614,-0.714,57.293,0.000,-0.625
'[13:12:16.408 13/07/1995]',-0.337,0.620,-0.726,59.549,0.000,-0.632
'[13:12:16.410 13/07/1995]',-0.338,0.625,-0.738,59.549,0.000,-0.632
'[13:12:16.412 13/07/1995]',-0.342,0.634,-0.749,59.549,0.000,-0.632
'[13:12:16.414 13/07/1995]',-0.345,0.642,-0.759,59.549,0.000,-0.632
'[13:12:16.416 13/07/1995]',-0.351,0.649,-0.768,64.812,0.000,-0.638
'[13:12:16.418 13/07/1995]',-0.357,0.656,-0.776,64.812,0.000,-0.638
'[13:12:16.420 13/07/1995]',-0.364,0.668,-0.785,64.812,0.000,-0.638
'[13:12:16.422 13/07/1995]',-0.371,0.681,-0.794,64.812,0.000,-0.638
'[13:12:16.424 13/07/1995]',-0.377,0.695,-0.802,73.910,0.000,-0.644
'[13:12:16.426 13/07/1995]',-0.383,0.709,-0.811,73.910,0.000,-0.644
'[13:12:16.428 13/07/1995]',-0.391,0.721,-0.821,73.910,0.000,-0.644
'[13:12:16.430 13/07/1995]',-0.399,0.733,-0.832,73.910,0.000,-0.644
'[13:12:16.432 13/07/1995]',-0.408,0.747,-0.842,86.090,0.000,-0.649
'[13:12:16.434 13/07/1995]',-0.418,0.761,-0.853,86.090,0.000,-0.649
'[13:12:16.436 13/07/1995]',-0.426,0.778,-0.860,86.090,0.000,-0.649
'[13:12:16.438 13/07/1995]',-0.434,0.796,-0.867,86.090,0.000,-0.649
'[13:12:16.440 13/07/1995]',-0.441,0.815,-0.873,99.624,0.000,-0.653
'[13:12:16.442 13/07/1995]',-0.448,0.834,-0.880,99.624,0.000,-0.653
'[13:12:16.444 13/07/1995]',-0.454,0.846,-0.886,99.624,0.000,-0.653
'[13:12:16.446 13/07/1995]',-0.460,0.859,-0.891,99.624,0.000,-0.653
'[13:12:16.448 13/07/1995]',-0.466,0.866,-0.898,112.707,0.000,-0.656
'[13:12:16.450 13/07/1995]',-0.472,0.873,-0.905,112.707,0.000,-0.656
'[13:12:16.452 13/07/1995]',-0.473,0.876,-0.908,112.707,0.000,-0.656
'[13:12:16.454 13/07/1995]',-0.474,0.880,-0.912,112.707,0.000,-0.656
'[13:12:16.456 13/07/1995]',-0.471,0.878,-0.912,124.737,0.000,-0.659
'[13:12:16.458 13/07/1995]',-0.467,0.876,-0.912,124.737,0.000,-0.659
'[13:12:16.460 13/07/1995]',-0.460,0.869,-0.905,124.737,0.000,-0.659
'[13:12:16.462 13/07/1995]',-0.453,0.862,-0.898,124.737,0.000,-0.659
'[13:12:16.464 13/07/1995]',-0.444,0.848,-0.884,135.414,0.000,-0.661
'[13:12:16.466 13/07/1995]',-0.434,0.834,-0.870,135.414,0.000,-0.661
'[13:12:16.468 13/07/1995]',-0.419,0.813,-0.849,135.414,0.000,-0.661
'[13:12:16.470 13/07/1995]',-0.404,0.792,-0.828,135.414,0.000,-0.661
'[13:12:16.472 13/07/1995]',-0.384,0.770,-0.801,144.060,0.000,-0.662
'[13:12:16.474 13/07/1995]',-0.364,0.747,-0.773,144.060,0.000,-0.662
'[13:12:16.476 13/07/1995]',-0.345,0.723,-0.740,144.060,0.000,-0.662
'[13:12:16.478 13/07/1995]',-0.326,0.698,-0.707,144.060,0.000,-0.662
'[13:12:16.480 13/07/1995]',-0.310,0.670,-0.671,150.150,0.000,-0.662
'[13:12:16.482 13/07/1995]',-0.293,0.642,-0.634,150.150,0.000,-0.662
'[13:12:16.484 13/07/1995]',-0.277,0.611,-0.593,150.150,0.000,-0.662
'[13:12:16.486 13/07/1995]',-0.261,0.579,-0.551,150.150,0.000,-0.662
'[13:12:16.488 13/07/1995]',-0.242,0.548,-0.508,153.233,0.000,-0.660
'[13:12:16.490 13/07/1995]',-0.223,0.517,-0.464,153.233,0.000,-0.660
'[13:12:16.492 13/07/1995]',-0.203,0.485,-0.419,153.233,0.000,-0.660
'[13:12:16.494 13/07/1995]',-0.183,0.454,-0.374,153.233,0.000,-0.660
'[13:12:16.496 13/07/1995]',-0.165,0.426,-0.328,153.759,0.000,-0.658
'[13:12:16.498 13/07/1995]',-0.148,0.398,-0.281,153.759,0.000,-0.658
'[13:12:16.500 13/07/1995]',-0.131,0.372,-0.231,153.759,0.000,-0.658
'[13:12:16.502 13/07/1995]',-0.115,0.346,-0.180,153.759,0.000,-0.658
'[13:12:16.504 13/07/1995]',-0.103,0.328,-0.133,152.180,0.000,-0.655
'[13:12:16.506 13/07/1995]',-0.092,0.311,-0.087,152.180,0.000,-0.655
'[13:12:16.508 13/07/1995]',-0.083,0.298,-0.047,152.180,0.000,-0.655
'[13:12:16.510 13/07/1995]',-0.075,0.286,-0.007,152.180,0.000,-0.655
'[13:12:16.512 13/07/1995]',-0.070,0.272,0.029,149.098,0.000,-0.652
'[13:12:16.514 13/07/1995]',-0.066,0.258,0.066,149.098,0.000,-0.652
'[13:12:16.516 13/07/1995]',-0.059,0.241,0.095,149.098,0.000,-0.652
'[13:12:16.518 13/07/1995]',-0.052,0.223,0.125,149.098,0.000,-0.652
'[13:12:16.520 13/07/1995]',-0.045,0.209,0.147,144.887,0.000,-0.648
'[13:12:16.522 13/07/1995]',-0.038,0.195,0.170,144.887,0.000,-0.648
'[13:12:16.524 13/07/1995]',-0.031,0.183,0.182,144.887,0.000,-0.648
'[13:12:16.526 13/07/1995]',-0.023,0.171,0.194,144.887,0.000,-0.648
'[13:12:16.528 13/07/1995]',-0.014,0.159,0.198,140.075,0.000,-0.643
'[13:12:16.530 13/07/1995]',-0.005,0.147,0.201,140.075,0.000,-0.643
'[13:12:16.532 13/07/1995]',0.002,0.133,0.203,140.075,0.000,-0.643
'[13:12:16.534 13/07/1995]',0.009,0.119,0.205,140.075,0.000,-0.643
'[13:12:16.536 13/07/1995]',0.014,0.108,0.203,134.887,0.000,-0.638
'[13:12:16.538 13/07/1995]',0.019,0.098,0.201,134.887,0.000,-0.638
'[13:12:16.540 13/07/1995]',0.022,0.089,0.201,134.887,0.000,-0.638
'[13:12:16.542 13/07/1995]',0.026,0.080,0.201,134.887,0.000,-0.638
'[13:12:16.544 13/07/1995]',0.027,0.073,0.201,129.699,0.000,-0.634
'[13:12:16.546 13/07/1995]',0.028,0.066,0.201,129.699,0.000,-0.634
'[13:12:16.548 13/07/1995]',0.031,0.061,0.201,129.699,0.000,-0.634
'[13:12:16.550 13/07/1995]',0.033,0.056,0.201,129.699,0.000,-0.634
'[13:12:16.552 13/07/1995]',0.034,0.054,0.201,124.586,0.000,-0.629
'[13:12:16.554 13/07/1995]',0.035,0.052,0.201,124.586,0.000,-0.629
'[13:12:16.556 13/07/1995]',0.034,0.051,0.201,124.586,0.000,-0.629
'[13:12:16.558 13/07/1995]',0.033,0.049,0.201,124.586,0.000,-0.629
'[13:12:16.560 13/07/1995]',0.033,0.049,0.199,119.624,0.000,-0.625
'[13:12:16.562 13/07/1995]',0.033,0.049,0.198,119.624,0.000,-0.625
'[13:12:16.564 13/07/1995]',0.033,0.049,0.194,119.624,0.000,-0.625
'[13:12:16.566 13/07/1995]',0.033,0.049,0.191,119.624,0.000,-0.625
'[13:12:16.568 13/07/1995]',0.033,0.049,0.187,114.812,0.000,-0.620
'[13:12:16.570 13/07/1995]',0.033,0.049,0.184,114.812,0.000,-0.620
'[13:12:16.572 13/07/1995]',0.033,0.049,0.180,114.812,0.000,-0.620
'[13:12:16.574 13/07/1995]',0.033,0.049,0.177,114.812,0.000,-0.620
'[13:12:16.576 13/07/1995]',0.033,0.049,0.170,110.150,0.000,-0.616
'[13:12:16.578 13/07/1995]',0.033,0.049,0.163,110.150,0.000,-0.616
'[13:12:16.580 13/07/1995]',0.033,0.049,0.163,110.150,0.000,-0.616
'[13:12:16.582 13/07/1995]',0.033,0.049,0.163,110.150,0.000,-0.616
'[13:12:16.584 13/07/1995]',0.033,0.049,0.163,105.564,0.000,-0.613
'[13:12:16.586 13/07/1995]',0.033,0.049,0.163,105.564,0.000,-0.613
'[13:12:16.588 13/07/1995]',0.032,0.049,0.163,105.564,0.000,-0.613
'[13:12:16.590 13/07/1995]',0.031,0.049,0.163,105.564,0.000,-0.613
'[13:12:16.592 13/07/1995]',0.027,0.049,0.163,101.203,0.000,-0.609
'[13:12:16.594 13/07/1995]',0.023,0.049,0.163,101.203,0.000,-0.609
'[13:12:16.596 13/07/1995]',0.020,0.051,0.163,101.203,0.000,-0.609
'[13:12:16.598 13/07/1995]',0.016,0.052,0.163,101.203,0.000,-0.609
'[13:12:16.600 13/07/1995]',0.014,0.056,0.163,97.068,0.000,-0.606
'[13:12:16.602 13/07/1995]',0.012,0.059,0.163,97.068,0.000,-0.606
'[13:12:16.604 13/07/1995]',0.011,0.065,0.163,97.068,0.000,-0.606
'[13:12:16.606 13/07/1995]',0.009,0.070,0.163,97.068,0.000,-0.606
'[13:12:16.608 13/07/1995]',0.008,0.072,0.161,93.383,0.000,-0.603
'[13:12:16.610 13/07/1995]',0.007,0.073,0.159,93.383,0.000,-0.603
'[13:12:16.612 13/07/1995]',0.007,0.077,0.156,93.383,0.000,-0.603
'[13:12:16.614 13/07/1995]',0.007,0.080,0.153,93.383,0.000,-0.603
'[13:12:16.616 13/07/1995]',0.007,0.084,0.149,90.226,0.000,-0.601
'[13:12:16.618 13/07/1995]',0.007,0.087,0.146,90.226,0.000,-0.601
'[13:12:16.620 13/07/1995]',0.007,0.089,0.142,90.226,0.000,-0.601
'[13:12:16.622 13/07/1995]',0.007,0.091,0.139,90.226,0.000,-0.601
'[13:12:16.624 13/07/1995]',0.007,0.089,0.132,87.669,0.000,-0.598
'[13:12:16.626 13/07/1995]',0.007,0.087,0.125,87.669,0.000,-0.598
'[13:12:16.628 13/07/1995]',0.007,0.087,0.125,87.669,0.000,-0.598
'[13:12:16.630 13/07/1995]',0.007,0.087,0.125,87.669,0.000,-0.598
'[13:12:16.632 13/07/1995]',0.007,0.087,0.125,85.865,0.000,-0.596
'[13:12:16.634 13/07/1995]',0.007,0.087,0.125,85.865,0.000,-0.596
'[13:12:16.636 13/07/1995]',0.007,0.087,0.125,85.865,0.000,-0.596
'[13:12:16.638 13/07/1995]',0.007,0.087,0.125,85.865,0.000,-0.596
'[13:12:16.640 13/07/1995]',0.007,0.087,0.125,84.662,0.000,-0.594
'[13:12:16.642 13/07/1995]',0.007,0.087,0.125,84.662,0.000,-0.594
'[13:12:16.644 13/07/1995]',0.007,0.086,0.125,84.662,0.000,-0.594
'[13:12:16.646 13/07/1995]',0.007,0.084,0.125,84.662,0.000,-0.594
'[13:12:16.648 13/07/1995]',0.007,0.080,0.125,83.910,0.000,-0.592
'[13:12:16.650 13/07/1995]',0.007,0.077,0.125,83.910,0.000,-0.592
'[13:12:16.652 13/07/1995]',0.007,0.075,0.125,83.910,0.000,-0.592
'[13:12:16.654 13/07/1995]',0.007,0.073,0.125,83.910,0.000,-0.592
'[13:12:16.656 13/07/1995]',0.007,0.070,0.127,83.609,0.000,-0.590
'[13:12:16.658 13/07/1995]',0.007,0.066,0.128,83.609,0.000,-0.590
'[13:12:16.660 13/07/1995]',0.007,0.063,0.135,83.609,0.000,-0.590
'[13:12:16.662 13/07/1995]',0.007,0.059,0.142,83.609,0.000,-0.590
'[13:12:16.664 13/07/1995]',0.007,0.063,0.146,83.609,0.000,-0.588
'[13:12:16.666 13/07/1995]',0.007,0.066,0.149,83.609,0.000,-0.588
'[13:12:16.668 13/07/1995]',0.007,0.070,0.153,83.609,0.000,-0.588
'[13:12:16.670 13/07/1995]',0.007,0.073,0.156,83.609,0.000,-0.588
'[13:12:16.672 13/07/1995]',0.007,0.077,0.159,83.684,0.000,-0.586
'[13:12:16.674 13/07/1995]',0.007,0.080,0.163,83.684,0.000,-0.586
'[13:12:16.676 13/07/1995]',0.007,0.084,0.165,83.684,0.000,-0.586
'[13:12:16.678 13/07/1995]',0.007,0.087,0.166,83.684,0.000,-0.586
'[13:12:16.680 13/07/1995]',0.007,0.089,0.168,83.910,0.000,-0.585
'[13:12:16.682 13/07/1995]',0.007,0.091,0.170,83.910,0.000,-0.585
'[13:12:16.684 13/07/1995]',0.007,0.087,0.170,83.910,0.000,-0.585
'[13:12:16.686 13/07/1995]',0.007,0.084,0.170,83.910,0.000,-0.585
'[13:12:16.688 13/07/1995]',0.007,0.080,0.166,83.985,0.000,-0.583
'[13:12:16.690 13/07/1995]',0.007,0.077,0.163,83.985,0.000,-0.583
'[13:12:16.692 13/07/1995]',0.007,0.075,0.163,83.985,0.000,-0.583
'[13:12:16.694 13/07/1995]',0.007,0.073,0.163,83.985,0.000,-0.583
'[13:12:16.696 13/07/1995]',0.007,0.070,0.163,83.985,0.000,-0.582
'[13:12:16.698 13/07/1995]',0.007,0.066,0.163,83.985,0.000,-0.582
'[13:12:16.700 13/07/1995]',0.008,0.061,0.163,83.985,0.000,-0.582
'[13:12:16.702 13/07/1995]',0.009,0.056,0.163,83.985,0.000,-0.582
'[13:12:16.704 13/07/1995]',0.012,0.054,0.163,83.759,0.000,-0.580
'[13:12:16.706 13/07/1995]',0.014,0.052,0.163,83.759,0.000,-0.580
'[13:12:16.708 13/07/1995]',0.016,0.051,0.161,83.759,0.000,-0.580
'[13:12:16.710 13/07/1995]',0.019,0.049,0.159,83.759,0.000,-0.580
'[13:12:16.712 13/07/1995]',0.018,0.049,0.156,83.383,0.000,-0.579
'[13:12:16.714 13/07/1995]',0.016,0.049,0.153,83.383,0.000,-0.579
'[13:12:16.716 13/07/1995]',0.016,0.049,0.149,83.383,0.000,-0.579
'[13:12:16.718 13/07/1995]',0.016,0.049,0.146,83.383,0.000,-0.579
'[13:12:16.720 13/07/1995]',0.016,0.049,0.142,82.782,0.000,-0.577
'[13:12:16.722 13/07/1995]',0.016,0.049,0.139,82.782,0.000,-0.577
'[13:12:16.724 13/07/1995]',0.018,0.049,0.132,82.782,0.000,-0.577
'[13:12:16.726 13/07/1995]',0.019,0.049,0.125,82.782,0.000,-0.577
'[13:12:16.728 13/07/1995]',0.021,0.049,0.125,82.030,0.000,-0.576
'[13:12:16.730 13/07/1995]',0.023,0.049,0.125,82.030,0.000,-0.576
'[13:12:16.732 13/07/1995]',0.025,0.049,0.125,82.030,0.000,-0.576
'[13:12:16.734 13/07/1995]',0.026,0.049,0.125,82.030,0.000,-0.576
'[13:12:16.736 13/07/1995]',0.026,0.049,0.125,81.053,0.000,-0.574
'[13:12:16.738 13/07/1995]',0.026,0.049,0.125,81.053,0.000,-0.574
'[13:12:16.740 13/07/1995]',0.025,0.049,0.125,81.053,0.000,-0.574
'[13:12:16.742 13/07/1995]',0.023,0.049,0.125,81.053,0.000,-0.574
'[13:12:16.744 13/07/1995]',0.021,0.049,0.125,80.075,0.000,-0.572
'[13:12:16.746 13/07/1995]',0.019,0.049,0.125,80.075,0.000,-0.572
'[13:12:16.748 13/07/1995]',0.016,0.049,0.123,80.075,0.000,-0.572
'[13:12:16.750 13/07/1995]',0.014,0.049,0.121,80.075,0.000,-0.572
'[13:12:16.752 13/07/1995]',0.015,0.049,0.118,78.872,0.000,-0.570
'[13:12:16.754 13/07/1995]',0.016,0.049,0.114,78.872,0.000,-0.570
'[13:12:16.756 13/07/1995]',0.016,0.049,0.111,78.872,0.000,-0.570
'[13:12:16.758 13/07/1995]',0.016,0.049,0.107,78.872,0.000,-0.570
'[13:12:16.760 13/07/1995]',0.018,0.049,0.102,77.744,0.000,-0.567
'[13:12:16.762 13/07/1995]',0.019,0.049,0.097,77.744,0.000,-0.567
'[13:12:16.764 13/07/1995]',0.022,0.049,0.094,77.744,0.000,-0.567
'[13:12:16.766 13/07/1995]',0.026,0.049,0.090,77.744,0.000,-0.567
'[13:12:16.768 13/07/1995]',0.029,0.049,0.088,76.466,0.000,-0.565
'[13:12:16.770 13/07/1995]',0.033,0.049,0.087,76.466,0.000,-0.565
'[13:12:16.772 13/07/1995]',0.034,0.049,0.087,76.466,0.000,-0.565
'[13:12:16.774 13/07/1995]',0.035,0.049,0.087,76.466,0.000,-0.565
'[13:12:16.776 13/07/1995]',0.034,0.049,0.087,75.263,0.000,-0.562
'[13:12:16.778 13/07/1995]',0.033,0.049,0.087,75.263,0.000,-0.562
'[13:12:16.780 13/07/1995]',0.033,0.049,0.088,75.263,0.000,-0.562
'[13:12:16.782 13/07/1995]',0.033,0.049,0.090,75.263,0.000,-0.562
'[13:12:16.784 13/07/1995]',0.033,0.049,0.095,73.985,0.000,-0.559
'[13:12:16.786 13/07/1995]',0.033,0.049,0.101,73.985,0.000,-0.559
'[13:12:16.788 13/07/1995]',0.033,0.049,0.107,73.985,0.000,-0.559
'[13:12:16.790 13/07/1995]',0.033,0.049,0.114,73.985,0.000,-0.559
'[13:12:16.792 13/07/1995]',0.033,0.049,0.121,72.857,0.000,-0.556
'[13:12:16.794 13/07/1995]',0.033,0.049,0.128,72.857,0.000,-0.556
'[13:12:16.796 13/07/1995]',0.032,0.049,0.135,72.857,0.000,-0.556
'[13:12:16.798 13/07/1995]',0.031,0.049,0.142,72.857,0.000,-0.556
'[13:12:16.800 13/07/1995]',0.027,0.049,0.147,71.805,0.000,-0.552
'[13:12:16.802 13/07/1995]',0.023,0.049,0.153,71.805,0.000,-0.552
'[13:12:16.804 13/07/1995]',0.020,0.049,0.158,71.805,0.000,-0.552
'[13:12:16.806 13/07/1995]',0.016,0.049,0.163,71.805,0.000,-0.552
'[13:12:16.808 13/07/1995]',0.014,0.051,0.165,70.752,0.000,-0.548
'[13:12:16.810 13/07/1995]',0.012,0.052,0.166,70.752,0.000,-0.548
'[13:12:16.812 13/07/1995]',0.011,0.056,0.163,70.752,0.000,-0.548
'[13:12:16.814 13/07/1995]',0.009,0.059,0.159,70.752,0.000,-0.548
'[13:12:16.816 13/07/1995]',0.008,0.063,0.156,69.774,0.000,-0.544
'[13:12:16.818 13/07/1995]',0.007,0.066,0.153,69.774,0.000,-0.544
'[13:12:16.820 13/07/1995]',0.008,0.065,0.149,69.774,0.000,-0.544
'[13:12:16.822 13/07/1995]',0.009,0.063,0.146,69.774,0.000,-0.544
