'Time and date','MCL1','II','V','ABP','PLETH','RESP'
'[19:41:12.708 19/11/1995]',0.067,-0.073,0.046,61.765,-0.347,-0.415
'[19:41:12.710 19/11/1995]',0.067,-0.071,0.089,61.765,-0.347,-0.415
'[19:41:12.712 19/11/1995]',0.066,-0.072,0.046,63.731,-0.344,-0.422
'[19:41:12.714 19/11/1995]',0.064,-0.073,0.046,63.731,-0.344,-0.422
'[19:41:12.716 19/11/1995]',0.065,-0.074,0.004,63.731,-0.344,-0.422
'[19:41:12.718 19/11/1995]',0.066,-0.075,0.046,63.731,-0.344,-0.422
'[19:41:12.720 19/11/1995]',0.066,-0.072,0.046,66.908,-0.340,-0.429
'[19:41:12.722 19/11/1995]',0.066,-0.069,0.046,66.908,-0.340,-0.429
'[19:41:12.724 19/11/1995]',0.066,-0.063,0.089,66.908,-0.340,-0.429
'[19:41:12.726 19/11/1995]',0.066,-0.058,0.089,66.908,-0.340,-0.429
'[19:41:12.728 19/11/1995]',0.065,-0.053,0.089,71.042,-0.333,-0.436
'[19:41:12.730 19/11/1995]',0.064,-0.049,0.046,71.042,-0.333,-0.436
'[19:41:12.732 19/11/1995]',0.063,-0.048,0.046,71.042,-0.333,-0.436
'[19:41:12.734 19/11/1995]',0.062,-0.047,0.046,71.042,-0.333,-0.436
'[19:41:12.736 19/11/1995]',0.061,-0.048,0.046,75.731,-0.325,-0.444
'[19:41:12.738 19/11/1995]',0.061,-0.049,0.046,75.731,-0.325,-0.444
'[19:41:12.740 19/11/1995]',0.064,-0.049,0.089,75.731,-0.325,-0.444
'[19:41:12.742 19/11/1995]',0.068,-0.049,0.089,75.731,-0.325,-0.444
'[19:41:12.744 19/11/1995]',0.075,-0.048,0.133,80.874,-0.315,-0.451
'[19:41:12.746 19/11/1995]',0.082,-0.047,0.089,80.874,-0.315,-0.451
'[19:41:12.748 19/11/1995]',0.093,-0.043,0.089,80.874,-0.315,-0.451
'[19:41:12.750 19/11/1995]',0.103,-0.039,0.089,80.874,-0.315,-0.451
'[19:41:12.752 19/11/1995]',0.111,-0.034,0.089,86.319,-0.297,-0.459
'[19:41:12.754 19/11/1995]',0.119,-0.028,0.089,86.319,-0.297,-0.459
'[19:41:12.756 19/11/1995]',0.123,-0.023,0.089,86.319,-0.297,-0.459
'[19:41:12.758 19/11/1995]',0.127,-0.019,0.089,86.319,-0.297,-0.459
'[19:41:12.760 19/11/1995]',0.127,-0.016,0.089,91.866,-0.277,-0.467
'[19:41:12.762 19/11/1995]',0.128,-0.013,0.089,91.866,-0.277,-0.467
'[19:41:12.764 19/11/1995]',0.127,-0.009,0.089,91.866,-0.277,-0.467
'[19:41:12.766 19/11/1995]',0.125,-0.006,0.089,91.866,-0.277,-0.467
'[19:41:12.768 19/11/1995]',0.124,-0.004,0.046,97.311,-0.246,-0.474
'[19:41:12.770 19/11/1995]',0.123,-0.002,0.089,97.311,-0.246,-0.474
'[19:41:12.772 19/11/1995]',0.121,-0.001,0.089,97.311,-0.246,-0.474
'[19:41:12.774 19/11/1995]',0.119,0.000,0.089,97.311,-0.246,-0.474
'[19:41:12.776 19/11/1995]',0.118,0.000,0.089,102.404,-0.211,-0.480
'[19:41:12.778 19/11/1995]',0.117,0.000,0.089,102.404,-0.211,-0.480
'[19:41:12.780 19/11/1995]',0.115,0.000,0.089,102.404,-0.211,-0.480
'[19:41:12.782 19/11/1995]',0.113,0.000,0.046,102.404,-0.211,-0.480
'[19:41:12.784 19/11/1995]',0.113,0.000,0.046,106.841,-0.167,-0.486
'[19:41:12.786 19/11/1995]',0.112,0.000,0.089,106.841,-0.167,-0.486
'[19:41:12.788 19/11/1995]',0.113,0.001,0.089,106.841,-0.167,-0.486
'[19:41:12.790 19/11/1995]',0.115,0.002,0.133,106.841,-0.167,-0.486
'[19:41:12.792 19/11/1995]',0.115,0.004,0.133,110.370,-0.115,-0.491
'[19:41:12.794 19/11/1995]',0.116,0.006,0.089,110.370,-0.115,-0.491
'[19:41:12.796 19/11/1995]',0.116,0.007,0.089,110.370,-0.115,-0.491
'[19:41:12.798 19/11/1995]',0.116,0.007,0.046,110.370,-0.115,-0.491
'[19:41:12.800 19/11/1995]',0.116,0.010,0.046,113.143,-0.060,-0.495
'[19:41:12.802 19/11/1995]',0.116,0.013,0.046,113.143,-0.060,-0.495
'[19:41:12.804 19/11/1995]',0.116,0.017,0.089,113.143,-0.060,-0.495
'[19:41:12.806 19/11/1995]',0.117,0.021,0.089,113.143,-0.060,-0.495
'[19:41:12.808 19/11/1995]',0.116,0.022,0.133,115.160,0.000,-0.500
'[19:41:12.810 19/11/1995]',0.116,0.024,0.133,115.160,0.000,-0.500
'[19:41:12.812 19/11/1995]',0.113,0.029,0.089,115.160,0.000,-0.500
'[19:41:12.814 19/11/1995]',0.111,0.034,0.046,115.160,0.000,-0.500
'[19:41:12.816 19/11/1995]',0.106,0.039,0.046,116.521,0.064,-0.504
'[19:41:12.818 19/11/1995]',0.100,0.045,0.046,116.521,0.064,-0.504
'[19:41:12.820 19/11/1995]',0.093,0.049,0.046,116.521,0.064,-0.504
'[19:41:12.822 19/11/1995]',0.085,0.054,0.046,116.521,0.064,-0.504
'[19:41:12.824 19/11/1995]',0.079,0.059,0.089,117.227,0.127,-0.509
'[19:41:12.826 19/11/1995]',0.073,0.063,0.089,117.227,0.127,-0.509
'[19:41:12.828 19/11/1995]',0.071,0.065,0.089,117.227,0.127,-0.509
'[19:41:12.830 19/11/1995]',0.069,0.067,0.046,117.227,0.127,-0.509
'[19:41:12.832 19/11/1995]',0.070,0.067,0.046,117.479,0.188,-0.513
'[19:41:12.834 19/11/1995]',0.072,0.067,0.046,117.479,0.188,-0.513
'[19:41:12.836 19/11/1995]',0.075,0.067,0.046,117.479,0.188,-0.513
'[19:41:12.838 19/11/1995]',0.079,0.067,0.046,117.479,0.188,-0.513
'[19:41:12.840 19/11/1995]',0.084,0.067,0.046,117.328,0.247,-0.517
'[19:41:12.842 19/11/1995]',0.090,0.067,0.089,117.328,0.247,-0.517
'[19:41:12.844 19/11/1995]',0.094,0.069,0.089,117.328,0.247,-0.517
'[19:41:12.846 19/11/1995]',0.099,0.071,0.089,117.328,0.247,-0.517
'[19:41:12.848 19/11/1995]',0.104,0.077,0.046,116.925,0.301,-0.520
'[19:41:12.850 19/11/1995]',0.110,0.084,0.046,116.925,0.301,-0.520
'[19:41:12.852 19/11/1995]',0.114,0.092,0.046,116.925,0.301,-0.520
'[19:41:12.854 19/11/1995]',0.118,0.101,0.046,116.925,0.301,-0.520
'[19:41:12.856 19/11/1995]',0.120,0.108,0.089,116.471,0.352,-0.523
'[19:41:12.858 19/11/1995]',0.122,0.116,0.089,116.471,0.352,-0.523
'[19:41:12.860 19/11/1995]',0.120,0.120,0.089,116.471,0.352,-0.523
'[19:41:12.862 19/11/1995]',0.118,0.125,0.089,116.471,0.352,-0.523
'[19:41:12.864 19/11/1995]',0.115,0.126,0.046,115.916,0.398,-0.525
'[19:41:12.866 19/11/1995]',0.112,0.127,0.046,115.916,0.398,-0.525
'[19:41:12.868 19/11/1995]',0.110,0.125,0.046,115.916,0.398,-0.525
'[19:41:12.870 19/11/1995]',0.109,0.123,0.046,115.916,0.398,-0.525
'[19:41:12.872 19/11/1995]',0.109,0.121,0.046,115.311,0.436,-0.527
'[19:41:12.874 19/11/1995]',0.110,0.120,0.089,115.311,0.436,-0.527
'[19:41:12.876 19/11/1995]',0.112,0.119,0.089,115.311,0.436,-0.527
'[19:41:12.878 19/11/1995]',0.115,0.118,0.089,115.311,0.436,-0.527
'[19:41:12.880 19/11/1995]',0.119,0.120,0.046,114.756,0.469,-0.529
'[19:41:12.882 19/11/1995]',0.123,0.121,0.046,114.756,0.469,-0.529
'[19:41:12.884 19/11/1995]',0.127,0.122,0.046,114.756,0.469,-0.529
'[19:41:12.886 19/11/1995]',0.130,0.123,0.046,114.756,0.469,-0.529
'[19:41:12.888 19/11/1995]',0.130,0.123,0.046,114.151,0.497,-0.530
'[19:41:12.890 19/11/1995]',0.130,0.123,0.089,114.151,0.497,-0.530
'[19:41:12.892 19/11/1995]',0.125,0.124,0.089,114.151,0.497,-0.530
'[19:41:12.894 19/11/1995]',0.121,0.125,0.089,114.151,0.497,-0.530
'[19:41:12.896 19/11/1995]',0.116,0.124,0.046,113.546,0.517,-0.531
'[19:41:12.898 19/11/1995]',0.111,0.123,0.046,113.546,0.517,-0.531
'[19:41:12.900 19/11/1995]',0.107,0.121,0.046,113.546,0.517,-0.531
'[19:41:12.902 19/11/1995]',0.103,0.120,0.046,113.546,0.517,-0.531
'[19:41:12.904 19/11/1995]',0.098,0.117,0.046,112.891,0.534,-0.532
'[19:41:12.906 19/11/1995]',0.093,0.114,0.046,112.891,0.534,-0.532
'[19:41:12.908 19/11/1995]',0.090,0.112,0.046,112.891,0.534,-0.532
'[19:41:12.910 19/11/1995]',0.086,0.110,0.046,112.891,0.534,-0.532
'[19:41:12.912 19/11/1995]',0.084,0.108,0.046,112.185,0.544,-0.533
'[19:41:12.914 19/11/1995]',0.081,0.106,0.046,112.185,0.544,-0.533
'[19:41:12.916 19/11/1995]',0.080,0.103,0.046,112.185,0.544,-0.533
'[19:41:12.918 19/11/1995]',0.079,0.099,0.046,112.185,0.544,-0.533
'[19:41:12.920 19/11/1995]',0.078,0.092,0.046,111.328,0.551,-0.534
'[19:41:12.922 19/11/1995]',0.078,0.086,0.046,111.328,0.551,-0.534
'[19:41:12.924 19/11/1995]',0.077,0.077,0.046,111.328,0.551,-0.534
'[19:41:12.926 19/11/1995]',0.076,0.069,0.046,111.328,0.551,-0.534
'[19:41:12.928 19/11/1995]',0.075,0.060,0.046,110.320,0.554,-0.534
'[19:41:12.930 19/11/1995]',0.073,0.050,0.046,110.320,0.554,-0.534
'[19:41:12.932 19/11/1995]',0.070,0.041,0.004,110.320,0.554,-0.534
'[19:41:12.934 19/11/1995]',0.067,0.032,0.004,110.320,0.554,-0.534
'[19:41:12.936 19/11/1995]',0.061,0.029,0.004,109.109,0.553,-0.535
'[19:41:12.938 19/11/1995]',0.055,0.026,0.004,109.109,0.553,-0.535
'[19:41:12.940 19/11/1995]',0.051,0.026,0.046,109.109,0.553,-0.535
'[19:41:12.942 19/11/1995]',0.047,0.026,0.046,109.109,0.553,-0.535
'[19:41:12.944 19/11/1995]',0.045,0.027,0.046,107.698,0.546,-0.537
'[19:41:12.946 19/11/1995]',0.043,0.028,0.046,107.698,0.546,-0.537
'[19:41:12.948 19/11/1995]',0.042,0.030,0.004,107.698,0.546,-0.537
'[19:41:12.950 19/11/1995]',0.042,0.032,0.004,107.698,0.546,-0.537
'[19:41:12.952 19/11/1995]',0.040,0.034,0.004,105.983,0.537,-0.539
'[19:41:12.954 19/11/1995]',0.038,0.035,0.004,105.983,0.537,-0.539
'[19:41:12.956 19/11/1995]',0.035,0.035,0.004,105.983,0.537,-0.539
'[19:41:12.958 19/11/1995]',0.032,0.034,0.004,105.983,0.537,-0.539
'[19:41:12.960 19/11/1995]',0.029,0.034,0.004,103.916,0.526,-0.541
'[19:41:12.962 19/11/1995]',0.026,0.034,0.004,103.916,0.526,-0.541
'[19:41:12.964 19/11/1995]',0.024,0.033,0.004,103.916,0.526,-0.541
'[19:41:12.966 19/11/1995]',0.021,0.032,0.004,103.916,0.526,-0.541
'[19:41:12.968 19/11/1995]',0.021,0.030,0.004,101.496,0.510,-0.543
'[19:41:12.970 19/11/1995]',0.021,0.028,0.004,101.496,0.510,-0.543
'[19:41:12.972 19/11/1995]',0.024,0.028,0.004,101.496,0.510,-0.543
'[19:41:12.974 19/11/1995]',0.026,0.028,0.046,101.496,0.510,-0.543
'[19:41:12.976 19/11/1995]',0.028,0.030,0.046,98.672,0.491,-0.546
'[19:41:12.978 19/11/1995]',0.030,0.032,0.004,98.672,0.491,-0.546
'[19:41:12.980 19/11/1995]',0.030,0.035,0.004,98.672,0.491,-0.546
'[19:41:12.982 19/11/1995]',0.031,0.037,0.004,98.672,0.491,-0.546
'[19:41:12.984 19/11/1995]',0.031,0.038,0.004,95.647,0.469,-0.549
'[19:41:12.986 19/11/1995]',0.031,0.039,0.004,95.647,0.469,-0.549
'[19:41:12.988 19/11/1995]',0.032,0.039,0.004,95.647,0.469,-0.549
'[19:41:12.990 19/11/1995]',0.033,0.039,0.004,95.647,0.469,-0.549
'[19:41:12.992 19/11/1995]',0.034,0.036,0.046,92.622,0.444,-0.552
'[19:41:12.994 19/11/1995]',0.035,0.034,0.004,92.622,0.444,-0.552
'[19:41:12.996 19/11/1995]',0.034,0.030,0.004,92.622,0.444,-0.552
'[19:41:12.998 19/11/1995]',0.033,0.026,0.004,92.622,0.444,-0.552
'[19:41:13.000 19/11/1995]',0.032,0.026,0.004,89.950,0.415,-0.555
'[19:41:13.002 19/11/1995]',0.031,0.026,0.004,89.950,0.415,-0.555
'[19:41:13.004 19/11/1995]',0.030,0.026,0.004,89.950,0.415,-0.555
'[19:41:13.006 19/11/1995]',0.029,0.026,0.004,89.950,0.415,-0.555
'[19:41:13.008 19/11/1995]',0.028,0.026,0.004,87.681,0.384,-0.558
'[19:41:13.010 19/11/1995]',0.027,0.026,0.004,87.681,0.384,-0.558
'[19:41:13.012 19/11/1995]',0.029,0.024,0.004,87.681,0.384,-0.558
'[19:41:13.014 19/11/1995]',0.031,0.022,0.004,87.681,0.384,-0.558
'[19:41:13.016 19/11/1995]',0.035,0.019,0.004,85.967,0.349,-0.561
'[19:41:13.018 19/11/1995]',0.038,0.015,0.004,85.967,0.349,-0.561
'[19:41:13.020 19/11/1995]',0.042,0.012,0.004,85.967,0.349,-0.561
'[19:41:13.022 19/11/1995]',0.045,0.009,0.004,85.967,0.349,-0.561
'[19:41:13.024 19/11/1995]',0.048,0.008,0.046,84.656,0.313,-0.565
'[19:41:13.026 19/11/1995]',0.050,0.007,0.046,84.656,0.313,-0.565
'[19:41:13.028 19/11/1995]',0.048,0.006,0.004,84.656,0.313,-0.565
'[19:41:13.030 19/11/1995]',0.047,0.004,0.004,84.656,0.313,-0.565
'[19:41:13.032 19/11/1995]',0.040,0.001,0.004,83.748,0.274,-0.567
'[19:41:13.034 19/11/1995]',0.033,-0.002,0.004,83.748,0.274,-0.567
'[19:41:13.036 19/11/1995]',0.024,-0.006,0.004,83.748,0.274,-0.567
'[19:41:13.038 19/11/1995]',0.016,-0.009,0.004,83.748,0.274,-0.567
'[19:41:13.040 19/11/1995]',0.007,-0.011,0.004,83.193,0.233,-0.569
'[19:41:13.042 19/11/1995]',-0.002,-0.013,0.004,83.193,0.233,-0.569
'[19:41:13.044 19/11/1995]',-0.010,-0.014,0.004,83.193,0.233,-0.569
'[19:41:13.046 19/11/1995]',-0.018,-0.015,0.004,83.193,0.233,-0.569
'[19:41:13.048 19/11/1995]',-0.023,-0.014,0.004,82.941,0.192,-0.571
'[19:41:13.050 19/11/1995]',-0.027,-0.013,-0.040,82.941,0.192,-0.571
'[19:41:13.052 19/11/1995]',-0.030,-0.010,0.004,82.941,0.192,-0.571
'[19:41:13.054 19/11/1995]',-0.032,-0.007,0.004,82.941,0.192,-0.571
'[19:41:13.056 19/11/1995]',-0.032,-0.007,0.004,82.891,0.152,-0.572
'[19:41:13.058 19/11/1995]',-0.031,-0.006,0.004,82.891,0.152,-0.572
'[19:41:13.060 19/11/1995]',-0.027,-0.003,0.004,82.891,0.152,-0.572
'[19:41:13.062 19/11/1995]',-0.024,0.000,0.004,82.891,0.152,-0.572
'[19:41:13.064 19/11/1995]',-0.018,0.003,0.004,82.992,0.113,-0.572
'[19:41:13.066 19/11/1995]',-0.012,0.006,0.004,82.992,0.113,-0.572
'[19:41:13.068 19/11/1995]',-0.005,0.007,0.004,82.992,0.113,-0.572
'[19:41:13.070 19/11/1995]',0.001,0.007,0.004,82.992,0.113,-0.572
'[19:41:13.072 19/11/1995]',0.005,0.006,0.004,83.244,0.077,-0.571
'[19:41:13.074 19/11/1995]',0.010,0.004,0.004,83.244,0.077,-0.571
'[19:41:13.076 19/11/1995]',0.011,0.001,0.004,83.244,0.077,-0.571
'[19:41:13.078 19/11/1995]',0.013,-0.002,0.004,83.244,0.077,-0.571
'[19:41:13.080 19/11/1995]',0.013,-0.005,0.004,83.446,0.043,-0.570
'[19:41:13.082 19/11/1995]',0.013,-0.007,0.004,83.446,0.043,-0.570
'[19:41:13.084 19/11/1995]',0.014,-0.008,0.004,83.446,0.043,-0.570
'[19:41:13.086 19/11/1995]',0.016,-0.009,0.004,83.446,0.043,-0.570
'[19:41:13.088 19/11/1995]',0.019,-0.011,0.004,83.597,0.011,-0.568
'[19:41:13.090 19/11/1995]',0.021,-0.013,0.004,83.597,0.011,-0.568
'[19:41:13.092 19/11/1995]',0.023,-0.015,0.046,83.597,0.011,-0.568
'[19:41:13.094 19/11/1995]',0.025,-0.017,0.004,83.597,0.011,-0.568
'[19:41:13.096 19/11/1995]',0.023,-0.019,0.004,83.798,-0.015,-0.566
'[19:41:13.098 19/11/1995]',0.020,-0.021,0.004,83.798,-0.015,-0.566
'[19:41:13.100 19/11/1995]',0.015,-0.020,0.004,83.798,-0.015,-0.566
'[19:41:13.102 19/11/1995]',0.010,-0.019,0.004,83.798,-0.015,-0.566
'[19:41:13.104 19/11/1995]',0.003,-0.017,0.004,83.899,-0.038,-0.564
'[19:41:13.106 19/11/1995]',-0.004,-0.015,0.004,83.899,-0.038,-0.564
'[19:41:13.108 19/11/1995]',-0.009,-0.013,0.004,83.899,-0.038,-0.564
'[19:41:13.110 19/11/1995]',-0.014,-0.011,0.004,83.899,-0.038,-0.564
'[19:41:13.112 19/11/1995]',-0.019,-0.010,0.004,83.950,-0.059,-0.560
'[19:41:13.114 19/11/1995]',-0.024,-0.009,0.004,83.950,-0.059,-0.560
'[19:41:13.116 19/11/1995]',-0.026,-0.012,0.004,83.950,-0.059,-0.560
'[19:41:13.118 19/11/1995]',-0.027,-0.015,0.004,83.950,-0.059,-0.560
'[19:41:13.120 19/11/1995]',-0.026,-0.020,0.004,83.899,-0.075,-0.558
'[19:41:13.122 19/11/1995]',-0.025,-0.024,0.004,83.899,-0.075,-0.558
'[19:41:13.124 19/11/1995]',-0.023,-0.031,0.004,83.899,-0.075,-0.558
'[19:41:13.126 19/11/1995]',-0.021,-0.037,0.004,83.899,-0.075,-0.558
'[19:41:13.128 19/11/1995]',-0.019,-0.045,0.004,83.798,-0.091,-0.556
'[19:41:13.130 19/11/1995]',-0.016,-0.052,0.004,83.798,-0.091,-0.556
'[19:41:13.132 19/11/1995]',-0.011,-0.057,0.004,83.798,-0.091,-0.556
'[19:41:13.134 19/11/1995]',-0.006,-0.062,0.004,83.798,-0.091,-0.556
'[19:41:13.136 19/11/1995]',-0.001,-0.062,0.004,83.546,-0.102,-0.555
'[19:41:13.138 19/11/1995]',0.005,-0.062,0.004,83.546,-0.102,-0.555
'[19:41:13.140 19/11/1995]',0.010,-0.057,0.004,83.546,-0.102,-0.555
'[19:41:13.142 19/11/1995]',0.014,-0.052,0.004,83.546,-0.102,-0.555
'[19:41:13.144 19/11/1995]',0.016,-0.046,0.004,83.244,-0.111,-0.554
'[19:41:13.146 19/11/1995]',0.018,-0.039,0.004,83.244,-0.111,-0.554
'[19:41:13.148 19/11/1995]',0.017,-0.033,0.004,83.244,-0.111,-0.554
'[19:41:13.150 19/11/1995]',0.017,-0.026,0.004,83.244,-0.111,-0.554
'[19:41:13.152 19/11/1995]',0.014,-0.023,0.004,82.891,-0.119,-0.554
'[19:41:13.154 19/11/1995]',0.011,-0.021,0.004,82.891,-0.119,-0.554
'[19:41:13.156 19/11/1995]',0.006,-0.021,0.004,82.891,-0.119,-0.554
'[19:41:13.158 19/11/1995]',0.001,-0.021,0.004,82.891,-0.119,-0.554
'[19:41:13.160 19/11/1995]',-0.005,-0.021,0.004,82.437,-0.127,-0.554
'[19:41:13.162 19/11/1995]',-0.011,-0.021,0.004,82.437,-0.127,-0.554
'[19:41:13.164 19/11/1995]',-0.014,-0.020,0.004,82.437,-0.127,-0.554
'[19:41:13.166 19/11/1995]',-0.018,-0.019,0.004,82.437,-0.127,-0.554
'[19:41:13.168 19/11/1995]',-0.017,-0.016,0.004,81.933,-0.132,-0.554
'[19:41:13.170 19/11/1995]',-0.017,-0.013,0.004,81.933,-0.132,-0.554
'[19:41:13.172 19/11/1995]',-0.013,-0.009,0.004,81.933,-0.132,-0.554
'[19:41:13.174 19/11/1995]',-0.010,-0.006,0.004,81.933,-0.132,-0.554
'[19:41:13.176 19/11/1995]',-0.007,-0.004,0.046,81.378,-0.138,-0.553
'[19:41:13.178 19/11/1995]',-0.005,-0.002,0.004,81.378,-0.138,-0.553
'[19:41:13.180 19/11/1995]',-0.005,-0.002,0.004,81.378,-0.138,-0.553
'[19:41:13.182 19/11/1995]',-0.005,-0.002,0.004,81.378,-0.138,-0.553
'[19:41:13.184 19/11/1995]',-0.007,-0.005,0.004,80.723,-0.144,-0.553
'[19:41:13.186 19/11/1995]',-0.010,-0.007,0.004,80.723,-0.144,-0.553
'[19:41:13.188 19/11/1995]',-0.012,-0.011,0.004,80.723,-0.144,-0.553
'[19:41:13.190 19/11/1995]',-0.014,-0.015,0.004,80.723,-0.144,-0.553
'[19:41:13.192 19/11/1995]',-0.015,-0.019,0.004,80.067,-0.152,-0.554
'[19:41:13.194 19/11/1995]',-0.016,-0.022,0.004,80.067,-0.152,-0.554
'[19:41:13.196 19/11/1995]',-0.012,-0.024,0.004,80.067,-0.152,-0.554
'[19:41:13.198 19/11/1995]',-0.008,-0.026,0.004,80.067,-0.152,-0.554
'[19:41:13.200 19/11/1995]',-0.004,-0.024,0.004,79.412,-0.159,-0.555
'[19:41:13.202 19/11/1995]',0.001,-0.022,0.004,79.412,-0.159,-0.555
'[19:41:13.204 19/11/1995]',0.006,-0.021,0.004,79.412,-0.159,-0.555
'[19:41:13.206 19/11/1995]',0.011,-0.019,0.004,79.412,-0.159,-0.555
'[19:41:13.208 19/11/1995]',0.014,-0.017,0.004,78.706,-0.168,-0.556
'[19:41:13.210 19/11/1995]',0.018,-0.015,0.004,78.706,-0.168,-0.556
'[19:41:13.212 19/11/1995]',0.020,-0.014,0.004,78.706,-0.168,-0.556
'[19:41:13.214 19/11/1995]',0.021,-0.013,0.004,78.706,-0.168,-0.556
'[19:41:13.216 19/11/1995]',0.022,-0.014,0.004,78.101,-0.177,-0.558
'[19:41:13.218 19/11/1995]',0.023,-0.015,0.004,78.101,-0.177,-0.558
'[19:41:13.220 19/11/1995]',0.022,-0.018,0.004,78.101,-0.177,-0.558
'[19:41:13.222 19/11/1995]',0.021,-0.021,0.004,78.101,-0.177,-0.558
'[19:41:13.224 19/11/1995]',0.022,-0.021,0.004,77.446,-0.186,-0.559
'[19:41:13.226 19/11/1995]',0.023,-0.022,0.004,77.446,-0.186,-0.559
'[19:41:13.228 19/11/1995]',0.024,-0.025,0.004,77.446,-0.186,-0.559
'[19:41:13.230 19/11/1995]',0.026,-0.028,0.004,77.446,-0.186,-0.559
'[19:41:13.232 19/11/1995]',0.029,-0.029,0.004,76.790,-0.197,-0.560
'[19:41:13.234 19/11/1995]',0.032,-0.030,0.004,76.790,-0.197,-0.560
'[19:41:13.236 19/11/1995]',0.035,-0.032,0.004,76.790,-0.197,-0.560
'[19:41:13.238 19/11/1995]',0.038,-0.034,0.004,76.790,-0.197,-0.560
'[19:41:13.240 19/11/1995]',0.038,-0.035,0.004,76.235,-0.206,-0.560
'[19:41:13.242 19/11/1995]',0.038,-0.037,0.004,76.235,-0.206,-0.560
'[19:41:13.244 19/11/1995]',0.035,-0.039,0.004,76.235,-0.206,-0.560
'[19:41:13.246 19/11/1995]',0.032,-0.041,0.004,76.235,-0.206,-0.560
'[19:41:13.248 19/11/1995]',0.027,-0.040,0.004,75.630,-0.218,-0.561
'[19:41:13.250 19/11/1995]',0.021,-0.039,0.004,75.630,-0.218,-0.561
'[19:41:13.252 19/11/1995]',0.017,-0.035,0.004,75.630,-0.218,-0.561
'[19:41:13.254 19/11/1995]',0.012,-0.032,0.004,75.630,-0.218,-0.561
'[19:41:13.256 19/11/1995]',0.009,-0.026,0.004,75.076,-0.228,-0.561
'[19:41:13.258 19/11/1995]',0.006,-0.021,0.004,75.076,-0.228,-0.561
'[19:41:13.260 19/11/1995]',0.005,-0.017,0.004,75.076,-0.228,-0.561
'[19:41:13.262 19/11/1995]',0.004,-0.013,0.004,75.076,-0.228,-0.561
'[19:41:13.264 19/11/1995]',0.003,-0.013,0.004,74.622,-0.239,-0.561
'[19:41:13.266 19/11/1995]',0.002,-0.013,0.004,74.622,-0.239,-0.561
'[19:41:13.268 19/11/1995]',0.000,-0.015,0.004,74.622,-0.239,-0.561
'[19:41:13.270 19/11/1995]',-0.002,-0.017,0.004,74.622,-0.239,-0.561
'[19:41:13.272 19/11/1995]',-0.007,-0.020,0.004,74.168,-0.248,-0.561
'[19:41:13.274 19/11/1995]',-0.011,-0.022,0.004,74.168,-0.248,-0.561
'[19:41:13.276 19/11/1995]',-0.015,-0.025,0.004,74.168,-0.248,-0.561
'[19:41:13.278 19/11/1995]',-0.019,-0.028,0.004,74.168,-0.248,-0.561
'[19:41:13.280 19/11/1995]',-0.022,-0.028,0.004,73.664,-0.260,-0.561
'[19:41:13.282 19/11/1995]',-0.025,-0.028,0.004,73.664,-0.260,-0.561
'[19:41:13.284 19/11/1995]',-0.027,-0.029,0.004,73.664,-0.260,-0.561
'[19:41:13.286 19/11/1995]',-0.030,-0.030,0.004,73.664,-0.260,-0.561
'[19:41:13.288 19/11/1995]',-0.031,-0.033,0.004,73.210,-0.269,-0.561
'[19:41:13.290 19/11/1995]',-0.032,-0.035,0.004,73.210,-0.269,-0.561
'[19:41:13.292 19/11/1995]',-0.031,-0.039,0.004,73.210,-0.269,-0.561
'[19:41:13.294 19/11/1995]',-0.030,-0.043,0.004,73.210,-0.269,-0.561
'[19:41:13.296 19/11/1995]',-0.027,-0.046,0.004,72.756,-0.280,-0.561
'[19:41:13.298 19/11/1995]',-0.024,-0.049,0.004,72.756,-0.280,-0.561
'[19:41:13.300 19/11/1995]',-0.017,-0.049,0.004,72.756,-0.280,-0.561
'[19:41:13.302 19/11/1995]',-0.011,-0.049,0.004,72.756,-0.280,-0.561
'[19:41:13.304 19/11/1995]',-0.002,-0.044,0.004,72.303,-0.289,-0.560
'[19:41:13.306 19/11/1995]',0.006,-0.039,0.046,72.303,-0.289,-0.560
'[19:41:13.308 19/11/1995]',0.013,-0.033,0.046,72.303,-0.289,-0.560
'[19:41:13.310 19/11/1995]',0.019,-0.026,0.046,72.303,-0.289,-0.560
'[19:41:13.312 19/11/1995]',0.021,-0.021,0.004,71.899,-0.298,-0.560
'[19:41:13.314 19/11/1995]',0.024,-0.015,0.004,71.899,-0.298,-0.560
'[19:41:13.316 19/11/1995]',0.025,-0.014,0.004,71.899,-0.298,-0.560
'[19:41:13.318 19/11/1995]',0.026,-0.013,0.004,71.899,-0.298,-0.560
'[19:41:13.320 19/11/1995]',0.026,-0.014,0.004,71.496,-0.307,-0.558
'[19:41:13.322 19/11/1995]',0.025,-0.015,0.004,71.496,-0.307,-0.558
'[19:41:13.324 19/11/1995]',0.024,-0.018,0.004,71.496,-0.307,-0.558
'[19:41:13.326 19/11/1995]',0.023,-0.021,0.004,71.496,-0.307,-0.558
'[19:41:13.328 19/11/1995]',0.021,-0.020,0.004,71.093,-0.315,-0.556
'[19:41:13.330 19/11/1995]',0.019,-0.019,0.004,71.093,-0.315,-0.556
'[19:41:13.332 19/11/1995]',0.017,-0.017,0.004,71.093,-0.315,-0.556
'[19:41:13.334 19/11/1995]',0.016,-0.015,0.004,71.093,-0.315,-0.556
'[19:41:13.336 19/11/1995]',0.011,-0.014,0.004,70.740,-0.323,-0.554
