'Time and date','II ','I ','V ','ABP ','PLETH ','RESP '
'[13:22:05.924 30/01/1995]',0.002,-0.062,0.003,76.229,0.000,-0.373
'[13:22:05.926 30/01/1995]',0.002,-0.095,0.003,76.229,0.000,-0.373
'[13:22:05.928 30/01/1995]',0.002,-0.095,0.003,76.056,0.000,-0.374
'[13:22:05.930 30/01/1995]',0.002,-0.095,0.003,76.056,0.000,-0.374
'[13:22:05.932 30/01/1995]',0.002,-0.062,0.003,76.056,0.000,-0.374
'[13:22:05.934 30/01/1995]',0.002,-0.062,0.003,76.056,0.000,-0.374
'[13:22:05.936 30/01/1995]',0.002,-0.062,0.003,75.826,0.000,-0.377
'[13:22:05.938 30/01/1995]',0.002,-0.062,0.003,75.826,0.000,-0.377
'[13:22:05.940 30/01/1995]',0.002,-0.062,0.003,75.826,0.000,-0.377
'[13:22:05.942 30/01/1995]',0.002,-0.062,0.033,75.826,0.000,-0.377
'[13:22:05.944 30/01/1995]',0.020,-0.062,0.003,75.422,0.000,-0.380
'[13:22:05.946 30/01/1995]',0.020,-0.062,0.003,75.422,0.000,-0.380
'[13:22:05.948 30/01/1995]',0.020,-0.062,0.003,75.422,0.000,-0.380
'[13:22:05.950 30/01/1995]',0.020,-0.062,0.003,75.422,0.000,-0.380
'[13:22:05.952 30/01/1995]',0.020,-0.030,0.033,75.019,0.000,-0.385
'[13:22:05.954 30/01/1995]',0.020,-0.030,0.033,75.019,0.000,-0.385
'[13:22:05.956 30/01/1995]',0.058,-0.030,0.033,75.019,0.000,-0.385
'[13:22:05.958 30/01/1995]',0.077,0.003,0.033,75.019,0.000,-0.385
'[13:22:05.960 30/01/1995]',0.096,0.003,0.033,74.500,0.000,-0.391
'[13:22:05.962 30/01/1995]',0.096,0.003,0.033,74.500,0.000,-0.391
'[13:22:05.964 30/01/1995]',0.114,0.003,0.033,74.500,0.000,-0.391
'[13:22:05.966 30/01/1995]',0.114,0.003,0.033,74.500,0.000,-0.391
'[13:22:05.968 30/01/1995]',0.114,0.003,0.033,73.982,0.000,-0.399
'[13:22:05.970 30/01/1995]',0.077,0.003,0.033,73.982,0.000,-0.399
'[13:22:05.972 30/01/1995]',0.039,-0.030,0.003,73.982,0.000,-0.399
'[13:22:05.974 30/01/1995]',0.020,-0.062,0.003,73.982,0.000,-0.399
'[13:22:05.976 30/01/1995]',0.002,-0.095,0.003,73.348,0.000,-0.409
'[13:22:05.978 30/01/1995]',0.002,-0.095,0.003,73.348,0.000,-0.409
'[13:22:05.980 30/01/1995]',0.002,-0.095,0.003,73.348,0.000,-0.409
'[13:22:05.982 30/01/1995]',0.002,-0.095,0.003,73.348,0.000,-0.409
'[13:22:05.984 30/01/1995]',0.002,-0.095,0.003,72.772,0.000,-0.422
'[13:22:05.986 30/01/1995]',0.020,-0.095,0.033,72.772,0.000,-0.422
'[13:22:05.988 30/01/1995]',0.020,-0.062,0.033,72.772,0.000,-0.422
'[13:22:05.990 30/01/1995]',0.020,-0.095,0.033,72.772,0.000,-0.422
'[13:22:05.992 30/01/1995]',0.020,-0.095,0.033,72.196,0.000,-0.437
'[13:22:05.994 30/01/1995]',0.020,-0.095,0.033,72.196,0.000,-0.437
'[13:22:05.996 30/01/1995]',0.020,-0.095,0.033,72.196,0.000,-0.437
'[13:22:05.998 30/01/1995]',0.002,-0.128,0.033,72.196,0.000,-0.437
'[13:22:06.000 30/01/1995]',0.002,-0.128,0.033,71.620,0.000,-0.453
'[13:22:06.002 30/01/1995]',0.002,-0.128,0.033,71.620,0.000,-0.453
'[13:22:06.004 30/01/1995]',0.002,-0.128,0.033,71.620,0.000,-0.453
'[13:22:06.006 30/01/1995]',0.002,-0.128,0.033,71.620,0.000,-0.453
'[13:22:06.008 30/01/1995]',0.020,-0.095,0.033,71.101,0.000,-0.468
'[13:22:06.010 30/01/1995]',0.020,-0.095,0.033,71.101,0.000,-0.468
'[13:22:06.012 30/01/1995]',0.039,-0.095,0.033,71.101,0.000,-0.468
'[13:22:06.014 30/01/1995]',0.058,-0.095,0.033,71.101,0.000,-0.468
'[13:22:06.016 30/01/1995]',0.058,-0.062,0.033,70.525,0.000,-0.482
'[13:22:06.018 30/01/1995]',0.058,-0.062,0.033,70.525,0.000,-0.482
'[13:22:06.020 30/01/1995]',0.039,-0.062,0.033,70.525,0.000,-0.482
'[13:22:06.022 30/01/1995]',0.039,-0.062,0.033,70.525,0.000,-0.482
'[13:22:06.024 30/01/1995]',0.039,-0.030,0.033,70.064,0.000,-0.497
'[13:22:06.026 30/01/1995]',0.039,-0.030,0.033,70.064,0.000,-0.497
'[13:22:06.028 30/01/1995]',0.039,-0.030,0.033,70.064,0.000,-0.497
'[13:22:06.030 30/01/1995]',0.039,-0.030,0.003,70.064,0.000,-0.497
'[13:22:06.032 30/01/1995]',0.039,-0.030,0.003,69.661,0.000,-0.509
'[13:22:06.034 30/01/1995]',0.020,-0.030,0.003,69.661,0.000,-0.509
'[13:22:06.036 30/01/1995]',0.020,-0.030,0.003,69.661,0.000,-0.509
'[13:22:06.038 30/01/1995]',0.002,-0.030,0.003,69.661,0.000,-0.509
'[13:22:06.040 30/01/1995]',0.002,-0.030,0.003,69.257,0.000,-0.518
'[13:22:06.042 30/01/1995]',0.002,-0.030,0.003,69.257,0.000,-0.518
'[13:22:06.044 30/01/1995]',0.002,-0.030,0.003,69.257,0.000,-0.518
'[13:22:06.046 30/01/1995]',0.002,-0.030,0.003,69.257,0.000,-0.518
'[13:22:06.048 30/01/1995]',0.002,-0.030,0.003,68.854,0.000,-0.524
'[13:22:06.050 30/01/1995]',0.002,-0.030,0.003,68.854,0.000,-0.524
'[13:22:06.052 30/01/1995]',0.002,-0.062,0.003,68.854,0.000,-0.524
'[13:22:06.054 30/01/1995]',-0.017,-0.062,0.003,68.854,0.000,-0.524
'[13:22:06.056 30/01/1995]',-0.017,-0.062,0.003,68.451,0.000,-0.526
'[13:22:06.058 30/01/1995]',-0.017,-0.062,0.003,68.451,0.000,-0.526
'[13:22:06.060 30/01/1995]',-0.036,-0.095,0.003,68.451,0.000,-0.526
'[13:22:06.062 30/01/1995]',-0.017,-0.095,0.003,68.451,0.000,-0.526
'[13:22:06.064 30/01/1995]',-0.017,-0.095,0.003,68.105,0.000,-0.526
'[13:22:06.066 30/01/1995]',-0.017,-0.095,0.003,68.105,0.000,-0.526
'[13:22:06.068 30/01/1995]',-0.017,-0.095,0.003,68.105,0.000,-0.526
'[13:22:06.070 30/01/1995]',-0.036,-0.095,0.003,68.105,0.000,-0.526
'[13:22:06.072 30/01/1995]',-0.055,-0.095,0.003,67.817,0.000,-0.524
'[13:22:06.074 30/01/1995]',-0.055,-0.095,0.003,67.817,0.000,-0.524
'[13:22:06.076 30/01/1995]',-0.036,-0.095,0.003,67.817,0.000,-0.524
'[13:22:06.078 30/01/1995]',-0.036,-0.062,0.003,67.817,0.000,-0.524
'[13:22:06.080 30/01/1995]',-0.017,-0.062,0.003,67.529,0.000,-0.520
'[13:22:06.082 30/01/1995]',-0.017,-0.062,0.003,67.529,0.000,-0.520
'[13:22:06.084 30/01/1995]',-0.017,-0.062,0.003,67.529,0.000,-0.520
'[13:22:06.086 30/01/1995]',-0.017,-0.062,0.003,67.529,0.000,-0.520
'[13:22:06.088 30/01/1995]',-0.017,-0.062,0.003,67.241,0.000,-0.513
'[13:22:06.090 30/01/1995]',-0.036,-0.062,-0.029,67.241,0.000,-0.513
'[13:22:06.092 30/01/1995]',-0.036,-0.062,0.003,67.241,0.000,-0.513
'[13:22:06.094 30/01/1995]',-0.036,-0.062,0.003,67.241,0.000,-0.513
'[13:22:06.096 30/01/1995]',-0.036,-0.062,0.003,67.010,0.000,-0.506
'[13:22:06.098 30/01/1995]',-0.017,-0.062,0.003,67.010,0.000,-0.506
'[13:22:06.100 30/01/1995]',-0.017,-0.062,0.003,67.010,0.000,-0.506
'[13:22:06.102 30/01/1995]',-0.017,-0.062,0.003,67.010,0.000,-0.506
'[13:22:06.104 30/01/1995]',-0.017,-0.030,0.065,66.780,0.000,-0.497
'[13:22:06.106 30/01/1995]',0.002,-0.030,0.129,66.780,0.000,-0.497
'[13:22:06.108 30/01/1995]',0.002,-0.030,0.193,66.780,0.000,-0.497
'[13:22:06.110 30/01/1995]',0.002,-0.030,0.225,66.780,0.000,-0.497
'[13:22:06.112 30/01/1995]',0.002,-0.030,0.193,66.607,0.000,-0.488
'[13:22:06.114 30/01/1995]',0.020,-0.030,0.129,66.607,0.000,-0.488
'[13:22:06.116 30/01/1995]',0.020,-0.030,0.065,66.607,0.000,-0.488
'[13:22:06.118 30/01/1995]',0.002,-0.030,-0.029,66.607,0.000,-0.488
'[13:22:06.120 30/01/1995]',0.002,0.003,-0.220,66.492,0.000,-0.479
'[13:22:06.122 30/01/1995]',-0.074,0.003,-0.474,66.492,0.000,-0.479
'[13:22:06.124 30/01/1995]',-0.150,0.034,-0.697,66.492,0.000,-0.479
'[13:22:06.126 30/01/1995]',-0.207,0.067,-0.951,66.492,0.000,-0.479
'[13:22:06.128 30/01/1995]',-0.281,0.132,-1.110,66.376,0.000,-0.469
'[13:22:06.130 30/01/1995]',-0.357,0.197,-1.364,66.376,0.000,-0.469
'[13:22:06.132 30/01/1995]',-0.452,0.295,-1.491,66.376,0.000,-0.469
'[13:22:06.134 30/01/1995]',-0.546,0.361,-1.619,66.376,0.000,-0.469
'[13:22:06.136 30/01/1995]',-0.602,0.426,-1.714,66.261,0.000,-0.459
'[13:22:06.138 30/01/1995]',-0.678,0.458,-1.841,66.261,0.000,-0.459
'[13:22:06.140 30/01/1995]',-0.754,0.490,-1.936,66.261,0.000,-0.459
'[13:22:06.142 30/01/1995]',-0.792,0.522,-2.000,66.261,0.000,-0.459
'[13:22:06.144 30/01/1995]',-0.829,0.588,-2.032,66.203,0.000,-0.449
'[13:22:06.146 30/01/1995]',-0.810,0.620,-2.000,66.203,0.000,-0.449
'[13:22:06.148 30/01/1995]',-0.754,0.653,-1.968,66.203,0.000,-0.449
'[13:22:06.150 30/01/1995]',-0.697,0.653,-1.904,66.203,0.000,-0.449
'[13:22:06.152 30/01/1995]',-0.621,0.653,-1.746,66.261,0.000,-0.439
'[13:22:06.154 30/01/1995]',-0.528,0.588,-1.619,66.261,0.000,-0.439
'[13:22:06.156 30/01/1995]',-0.433,0.522,-1.459,66.261,0.000,-0.439
'[13:22:06.158 30/01/1995]',-0.357,0.426,-1.270,66.261,0.000,-0.439
'[13:22:06.160 30/01/1995]',-0.281,0.295,-1.110,66.376,0.000,-0.429
'[13:22:06.162 30/01/1995]',-0.244,0.230,-0.951,66.376,0.000,-0.429
'[13:22:06.164 30/01/1995]',-0.188,0.197,-0.825,66.376,0.000,-0.429
'[13:22:06.166 30/01/1995]',-0.131,0.165,-0.665,66.376,0.000,-0.429
'[13:22:06.168 30/01/1995]',-0.093,0.132,-0.538,66.492,0.000,-0.420
'[13:22:06.170 30/01/1995]',-0.055,0.099,-0.412,66.492,0.000,-0.420
'[13:22:06.172 30/01/1995]',-0.036,0.067,-0.316,66.492,0.000,-0.420
'[13:22:06.174 30/01/1995]',-0.017,0.034,-0.188,66.492,0.000,-0.420
'[13:22:06.176 30/01/1995]',0.002,0.003,-0.125,66.664,0.000,-0.412
'[13:22:06.178 30/01/1995]',0.002,0.003,-0.061,66.664,0.000,-0.412
'[13:22:06.180 30/01/1995]',0.002,0.003,0.003,66.664,0.000,-0.412
'[13:22:06.182 30/01/1995]',0.002,-0.030,0.033,66.664,0.000,-0.412
'[13:22:06.184 30/01/1995]',0.002,-0.030,0.065,66.837,0.000,-0.404
'[13:22:06.186 30/01/1995]',0.020,-0.062,0.065,66.837,0.000,-0.404
'[13:22:06.188 30/01/1995]',0.039,-0.062,0.097,66.837,0.000,-0.404
'[13:22:06.190 30/01/1995]',0.058,-0.062,0.129,66.837,0.000,-0.404
'[13:22:06.192 30/01/1995]',0.058,-0.062,0.161,67.010,0.000,-0.395
'[13:22:06.194 30/01/1995]',0.058,-0.062,0.161,67.010,0.000,-0.395
'[13:22:06.196 30/01/1995]',0.077,-0.062,0.161,67.010,0.000,-0.395
'[13:22:06.198 30/01/1995]',0.077,-0.062,0.161,67.010,0.000,-0.395
'[13:22:06.200 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.387
'[13:22:06.202 30/01/1995]',0.077,-0.095,0.161,67.010,0.000,-0.387
'[13:22:06.204 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.387
'[13:22:06.206 30/01/1995]',0.077,-0.095,0.161,67.010,0.000,-0.387
'[13:22:06.208 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.378
'[13:22:06.210 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.378
'[13:22:06.212 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.378
'[13:22:06.214 30/01/1995]',0.096,-0.095,0.193,67.010,0.000,-0.378
'[13:22:06.216 30/01/1995]',0.096,-0.095,0.193,67.010,0.000,-0.369
'[13:22:06.218 30/01/1995]',0.077,-0.095,0.193,67.010,0.000,-0.369
'[13:22:06.220 30/01/1995]',0.077,-0.095,0.225,67.010,0.000,-0.369
'[13:22:06.222 30/01/1995]',0.077,-0.095,0.225,67.010,0.000,-0.369
'[13:22:06.224 30/01/1995]',0.077,-0.095,0.225,66.837,0.000,-0.361
'[13:22:06.226 30/01/1995]',0.077,-0.095,0.225,66.837,0.000,-0.361
'[13:22:06.228 30/01/1995]',0.077,-0.062,0.225,66.837,0.000,-0.361
'[13:22:06.230 30/01/1995]',0.077,-0.062,0.225,66.837,0.000,-0.361
'[13:22:06.232 30/01/1995]',0.096,-0.062,0.225,66.607,0.000,-0.355
'[13:22:06.234 30/01/1995]',0.077,-0.062,0.225,66.607,0.000,-0.355
'[13:22:06.236 30/01/1995]',0.077,-0.062,0.225,66.607,0.000,-0.355
'[13:22:06.238 30/01/1995]',0.077,-0.062,0.225,66.607,0.000,-0.355
'[13:22:06.240 30/01/1995]',0.077,-0.062,0.225,66.261,0.000,-0.350
'[13:22:06.242 30/01/1995]',0.077,-0.062,0.193,66.261,0.000,-0.350
'[13:22:06.244 30/01/1995]',0.077,-0.062,0.225,66.261,0.000,-0.350
'[13:22:06.246 30/01/1995]',0.077,-0.062,0.193,66.261,0.000,-0.350
'[13:22:06.248 30/01/1995]',0.077,-0.062,0.193,65.858,0.000,-0.346
'[13:22:06.250 30/01/1995]',0.077,-0.062,0.225,65.858,0.000,-0.346
'[13:22:06.252 30/01/1995]',0.077,-0.062,0.193,65.858,0.000,-0.346
'[13:22:06.254 30/01/1995]',0.077,-0.062,0.193,65.858,0.000,-0.346
'[13:22:06.256 30/01/1995]',0.077,-0.062,0.193,65.454,0.000,-0.344
'[13:22:06.258 30/01/1995]',0.077,-0.062,0.225,65.454,0.000,-0.344
'[13:22:06.260 30/01/1995]',0.077,-0.062,0.193,65.454,0.000,-0.344
'[13:22:06.262 30/01/1995]',0.077,-0.062,0.193,65.454,0.000,-0.344
'[13:22:06.264 30/01/1995]',0.096,-0.062,0.193,64.993,0.000,-0.346
'[13:22:06.266 30/01/1995]',0.096,-0.062,0.193,64.993,0.000,-0.346
'[13:22:06.268 30/01/1995]',0.096,-0.062,0.193,64.993,0.000,-0.346
'[13:22:06.270 30/01/1995]',0.077,-0.062,0.193,64.993,0.000,-0.346
'[13:22:06.272 30/01/1995]',0.077,-0.062,0.193,64.532,0.000,-0.350
'[13:22:06.274 30/01/1995]',0.077,-0.062,0.225,64.532,0.000,-0.350
'[13:22:06.276 30/01/1995]',0.077,-0.062,0.225,64.532,0.000,-0.350
'[13:22:06.278 30/01/1995]',0.077,-0.062,0.193,64.532,0.000,-0.350
'[13:22:06.280 30/01/1995]',0.096,-0.030,0.225,64.129,0.000,-0.356
'[13:22:06.282 30/01/1995]',0.096,-0.030,0.193,64.129,0.000,-0.356
'[13:22:06.284 30/01/1995]',0.096,-0.030,0.193,64.129,0.000,-0.356
'[13:22:06.286 30/01/1995]',0.096,-0.030,0.225,64.129,0.000,-0.356
'[13:22:06.288 30/01/1995]',0.096,-0.030,0.225,63.783,0.000,-0.364
'[13:22:06.290 30/01/1995]',0.096,-0.030,0.225,63.783,0.000,-0.364
'[13:22:06.292 30/01/1995]',0.096,-0.030,0.225,63.783,0.000,-0.364
'[13:22:06.294 30/01/1995]',0.096,-0.030,0.225,63.783,0.000,-0.364
'[13:22:06.296 30/01/1995]',0.096,-0.030,0.225,63.438,0.000,-0.374
'[13:22:06.298 30/01/1995]',0.096,-0.030,0.193,63.438,0.000,-0.374
'[13:22:06.300 30/01/1995]',0.096,-0.030,0.193,63.438,0.000,-0.374
'[13:22:06.302 30/01/1995]',0.096,-0.030,0.193,63.438,0.000,-0.374
'[13:22:06.304 30/01/1995]',0.096,-0.030,0.193,63.207,0.000,-0.385
'[13:22:06.306 30/01/1995]',0.096,-0.030,0.193,63.207,0.000,-0.385
'[13:22:06.308 30/01/1995]',0.077,-0.030,0.193,63.207,0.000,-0.385
'[13:22:06.310 30/01/1995]',0.096,-0.030,0.193,63.207,0.000,-0.385
'[13:22:06.312 30/01/1995]',0.096,-0.030,0.193,63.092,0.000,-0.396
'[13:22:06.314 30/01/1995]',0.096,-0.030,0.193,63.092,0.000,-0.396
'[13:22:06.316 30/01/1995]',0.096,0.003,0.193,63.092,0.000,-0.396
'[13:22:06.318 30/01/1995]',0.096,-0.030,0.193,63.092,0.000,-0.396
'[13:22:06.320 30/01/1995]',0.077,0.003,0.193,63.265,0.000,-0.407
'[13:22:06.322 30/01/1995]',0.077,0.003,0.193,63.265,0.000,-0.407
'[13:22:06.324 30/01/1995]',0.077,0.003,0.193,63.265,0.000,-0.407
'[13:22:06.326 30/01/1995]',0.096,0.003,0.193,63.265,0.000,-0.407
'[13:22:06.328 30/01/1995]',0.096,0.003,0.193,63.956,0.000,-0.418
'[13:22:06.330 30/01/1995]',0.096,0.003,0.193,63.956,0.000,-0.418
'[13:22:06.332 30/01/1995]',0.096,0.003,0.193,63.956,0.000,-0.418
'[13:22:06.334 30/01/1995]',0.096,0.003,0.193,63.956,0.000,-0.418
'[13:22:06.336 30/01/1995]',0.096,0.003,0.193,65.454,0.000,-0.428
'[13:22:06.338 30/01/1995]',0.077,0.003,0.193,65.454,0.000,-0.428
'[13:22:06.340 30/01/1995]',0.077,0.003,0.161,65.454,0.000,-0.428
'[13:22:06.342 30/01/1995]',0.096,0.003,0.193,65.454,0.000,-0.428
'[13:22:06.344 30/01/1995]',0.096,0.003,0.193,68.220,0.000,-0.437
'[13:22:06.346 30/01/1995]',0.096,0.003,0.161,68.220,0.000,-0.437
'[13:22:06.348 30/01/1995]',0.114,0.034,0.161,68.220,0.000,-0.437
'[13:22:06.350 30/01/1995]',0.114,0.034,0.193,68.220,0.000,-0.437
'[13:22:06.352 30/01/1995]',0.114,0.034,0.193,72.369,0.000,-0.445
'[13:22:06.354 30/01/1995]',0.096,0.034,0.161,72.369,0.000,-0.445
'[13:22:06.356 30/01/1995]',0.096,0.034,0.193,72.369,0.000,-0.445
'[13:22:06.358 30/01/1995]',0.096,0.034,0.161,72.369,0.000,-0.445
'[13:22:06.360 30/01/1995]',0.096,0.034,0.161,77.900,0.000,-0.452
'[13:22:06.362 30/01/1995]',0.114,0.067,0.161,77.900,0.000,-0.452
'[13:22:06.364 30/01/1995]',0.114,0.067,0.161,77.900,0.000,-0.452
'[13:22:06.366 30/01/1995]',0.114,0.067,0.161,77.900,0.000,-0.452
'[13:22:06.368 30/01/1995]',0.114,0.067,0.161,84.584,0.000,-0.459
'[13:22:06.370 30/01/1995]',0.114,0.067,0.161,84.584,0.000,-0.459
'[13:22:06.372 30/01/1995]',0.114,0.099,0.161,84.584,0.000,-0.459
'[13:22:06.374 30/01/1995]',0.096,0.099,0.161,84.584,0.000,-0.459
'[13:22:06.376 30/01/1995]',0.096,0.099,0.161,91.786,0.000,-0.464
'[13:22:06.378 30/01/1995]',0.096,0.099,0.129,91.786,0.000,-0.464
'[13:22:06.380 30/01/1995]',0.096,0.099,0.129,91.786,0.000,-0.464
'[13:22:06.382 30/01/1995]',0.114,0.099,0.129,91.786,0.000,-0.464
'[13:22:06.384 30/01/1995]',0.114,0.099,0.129,98.873,0.000,-0.469
'[13:22:06.386 30/01/1995]',0.096,0.099,0.129,98.873,0.000,-0.469
'[13:22:06.388 30/01/1995]',0.096,0.099,0.129,98.873,0.000,-0.469
'[13:22:06.390 30/01/1995]',0.077,0.099,0.097,98.873,0.000,-0.469
'[13:22:06.392 30/01/1995]',0.096,0.099,0.097,105.326,0.000,-0.471
'[13:22:06.394 30/01/1995]',0.096,0.099,0.097,105.326,0.000,-0.471
'[13:22:06.396 30/01/1995]',0.096,0.132,0.097,105.326,0.000,-0.471
'[13:22:06.398 30/01/1995]',0.096,0.132,0.097,105.326,0.000,-0.471
'[13:22:06.400 30/01/1995]',0.096,0.132,0.097,110.742,0.000,-0.473
'[13:22:06.402 30/01/1995]',0.096,0.132,0.065,110.742,0.000,-0.473
'[13:22:06.404 30/01/1995]',0.077,0.132,0.065,110.742,0.000,-0.473
'[13:22:06.406 30/01/1995]',0.077,0.132,0.065,110.742,0.000,-0.473
'[13:22:06.408 30/01/1995]',0.077,0.132,0.065,114.891,0.000,-0.473
'[13:22:06.410 30/01/1995]',0.077,0.132,0.065,114.891,0.000,-0.473
'[13:22:06.412 30/01/1995]',0.077,0.165,0.033,114.891,0.000,-0.473
'[13:22:06.414 30/01/1995]',0.096,0.165,0.033,114.891,0.000,-0.473
'[13:22:06.416 30/01/1995]',0.096,0.165,0.033,117.599,0.000,-0.473
'[13:22:06.418 30/01/1995]',0.096,0.165,0.033,117.599,0.000,-0.473
'[13:22:06.420 30/01/1995]',0.077,0.165,0.033,117.599,0.000,-0.473
'[13:22:06.422 30/01/1995]',0.077,0.165,0.033,117.599,0.000,-0.473
'[13:22:06.424 30/01/1995]',0.077,0.165,0.003,119.039,0.000,-0.472
'[13:22:06.426 30/01/1995]',0.077,0.165,0.003,119.039,0.000,-0.472
'[13:22:06.428 30/01/1995]',0.077,0.165,0.033,119.039,0.000,-0.472
'[13:22:06.430 30/01/1995]',0.077,0.165,0.003,119.039,0.000,-0.472
'[13:22:06.432 30/01/1995]',0.077,0.165,0.003,119.327,0.000,-0.470
'[13:22:06.434 30/01/1995]',0.077,0.132,0.003,119.327,0.000,-0.470
'[13:22:06.436 30/01/1995]',0.077,0.132,0.003,119.327,0.000,-0.470
'[13:22:06.438 30/01/1995]',0.058,0.132,0.003,119.327,0.000,-0.470
'[13:22:06.440 30/01/1995]',0.058,0.132,0.003,118.578,0.000,-0.469
'[13:22:06.442 30/01/1995]',0.058,0.099,0.003,118.578,0.000,-0.469
'[13:22:06.444 30/01/1995]',0.058,0.099,0.003,118.578,0.000,-0.469
'[13:22:06.446 30/01/1995]',0.058,0.099,0.003,118.578,0.000,-0.469
'[13:22:06.448 30/01/1995]',0.058,0.067,0.003,117.138,0.000,-0.468
'[13:22:06.450 30/01/1995]',0.058,0.067,0.003,117.138,0.000,-0.468
'[13:22:06.452 30/01/1995]',0.077,0.067,0.003,117.138,0.000,-0.468
'[13:22:06.454 30/01/1995]',0.058,0.034,0.003,117.138,0.000,-0.468
'[13:22:06.456 30/01/1995]',0.058,0.034,0.003,115.179,0.000,-0.466
'[13:22:06.458 30/01/1995]',0.058,0.034,0.003,115.179,0.000,-0.466
'[13:22:06.460 30/01/1995]',0.058,0.003,0.003,115.179,0.000,-0.466
'[13:22:06.462 30/01/1995]',0.058,0.003,0.003,115.179,0.000,-0.466
'[13:22:06.464 30/01/1995]',0.058,0.003,0.003,112.932,0.000,-0.464
'[13:22:06.466 30/01/1995]',0.058,0.003,0.003,112.932,0.000,-0.464
'[13:22:06.468 30/01/1995]',0.058,0.003,0.003,112.932,0.000,-0.464
'[13:22:06.470 30/01/1995]',0.039,0.003,0.003,112.932,0.000,-0.464
'[13:22:06.472 30/01/1995]',0.039,-0.030,0.003,110.627,0.000,-0.462
'[13:22:06.474 30/01/1995]',0.039,-0.030,0.003,110.627,0.000,-0.462
'[13:22:06.476 30/01/1995]',0.020,-0.030,0.003,110.627,0.000,-0.462
'[13:22:06.478 30/01/1995]',0.020,-0.030,0.003,110.627,0.000,-0.462
'[13:22:06.480 30/01/1995]',0.020,-0.062,0.003,108.380,0.000,-0.461
'[13:22:06.482 30/01/1995]',0.020,-0.062,0.003,108.380,0.000,-0.461
'[13:22:06.484 30/01/1995]',0.020,-0.062,0.003,108.380,0.000,-0.461
'[13:22:06.486 30/01/1995]',0.020,-0.062,0.003,108.380,0.000,-0.461
'[13:22:06.488 30/01/1995]',0.020,-0.062,0.003,106.248,0.000,-0.459
'[13:22:06.490 30/01/1995]',0.020,-0.062,0.003,106.248,0.000,-0.459
'[13:22:06.492 30/01/1995]',0.020,-0.062,0.003,106.248,0.000,-0.459
'[13:22:06.494 30/01/1995]',0.020,-0.095,0.003,106.248,0.000,-0.459
'[13:22:06.496 30/01/1995]',0.020,-0.095,0.003,104.231,0.000,-0.458
'[13:22:06.498 30/01/1995]',0.020,-0.095,0.003,104.231,0.000,-0.458
'[13:22:06.500 30/01/1995]',0.020,-0.095,0.003,104.231,0.000,-0.458
'[13:22:06.502 30/01/1995]',0.002,-0.095,0.003,104.231,0.000,-0.458
'[13:22:06.504 30/01/1995]',0.020,-0.095,0.003,102.215,0.000,-0.457
'[13:22:06.506 30/01/1995]',0.002,-0.095,0.003,102.215,0.000,-0.457
'[13:22:06.508 30/01/1995]',0.020,-0.095,0.003,102.215,0.000,-0.457
'[13:22:06.510 30/01/1995]',0.020,-0.095,0.003,102.215,0.000,-0.457
'[13:22:06.512 30/01/1995]',0.020,-0.095,0.003,100.313,0.000,-0.457
'[13:22:06.514 30/01/1995]',0.020,-0.095,0.003,100.313,0.000,-0.457
'[13:22:06.516 30/01/1995]',0.020,-0.095,0.003,100.313,0.000,-0.457
'[13:22:06.518 30/01/1995]',0.020,-0.095,0.003,100.313,0.000,-0.457
'[13:22:06.520 30/01/1995]',0.020,-0.095,0.033,98.585,0.000,-0.459
'[13:22:06.522 30/01/1995]',0.002,-0.095,0.003,98.585,0.000,-0.459
'[13:22:06.524 30/01/1995]',0.002,-0.095,0.003,98.585,0.000,-0.459
'[13:22:06.526 30/01/1995]',0.002,-0.095,0.003,98.585,0.000,-0.459
'[13:22:06.528 30/01/1995]',0.020,-0.095,0.003,96.856,0.000,-0.462
'[13:22:06.530 30/01/1995]',0.020,-0.095,0.003,96.856,0.000,-0.462
'[13:22:06.532 30/01/1995]',0.020,-0.095,0.003,96.856,0.000,-0.462
'[13:22:06.534 30/01/1995]',0.020,-0.095,0.033,96.856,0.000,-0.462
'[13:22:06.536 30/01/1995]',0.020,-0.095,0.003,95.128,0.000,-0.466
'[13:22:06.538 30/01/1995]',0.002,-0.095,0.003,95.128,0.000,-0.466
'[13:22:06.540 30/01/1995]',0.002,-0.095,0.003,95.128,0.000,-0.466
'[13:22:06.542 30/01/1995]',0.002,-0.095,0.003,95.128,0.000,-0.466
'[13:22:06.544 30/01/1995]',0.020,-0.095,0.003,93.399,0.000,-0.470
'[13:22:06.546 30/01/1995]',0.020,-0.095,0.003,93.399,0.000,-0.470
'[13:22:06.548 30/01/1995]',0.020,-0.095,0.003,93.399,0.000,-0.470
'[13:22:06.550 30/01/1995]',0.020,-0.095,0.003,93.399,0.000,-0.470
'[13:22:06.552 30/01/1995]',0.020,-0.095,0.033,91.671,0.000,-0.476
'[13:22:06.554 30/01/1995]',0.020,-0.095,0.003,91.671,0.000,-0.476
'[13:22:06.556 30/01/1995]',0.020,-0.095,0.033,91.671,0.000,-0.476
'[13:22:06.558 30/01/1995]',0.020,-0.095,0.003,91.671,0.000,-0.476
