'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:30.156 26/10/1995]',0.085,-0.069,-0.064,78.797,50.200,-0.466,-0.590
'[14:07:30.158 26/10/1995]',0.080,-0.062,-0.064,78.797,50.200,-0.466,-0.590
'[14:07:30.160 26/10/1995]',0.075,-0.041,-0.064,81.729,50.250,-0.434,-0.591
'[14:07:30.162 26/10/1995]',0.070,-0.034,-0.054,81.729,50.250,-0.434,-0.591
'[14:07:30.164 26/10/1995]',0.064,-0.034,-0.054,81.729,50.250,-0.434,-0.591
'[14:07:30.166 26/10/1995]',0.059,-0.048,-0.036,81.729,50.250,-0.434,-0.591
'[14:07:30.168 26/10/1995]',0.054,-0.069,-0.045,84.361,50.125,-0.397,-0.591
'[14:07:30.170 26/10/1995]',0.050,-0.062,-0.036,84.361,50.125,-0.397,-0.591
'[14:07:30.172 26/10/1995]',0.045,-0.048,-0.045,84.361,50.125,-0.397,-0.591
'[14:07:30.174 26/10/1995]',0.040,-0.034,-0.045,84.361,50.125,-0.397,-0.591
'[14:07:30.176 26/10/1995]',0.035,-0.020,-0.036,86.316,49.775,-0.344,-0.591
'[14:07:30.178 26/10/1995]',0.030,-0.013,-0.036,86.316,49.775,-0.344,-0.591
'[14:07:30.180 26/10/1995]',0.027,-0.013,-0.027,86.316,49.775,-0.344,-0.591
'[14:07:30.182 26/10/1995]',0.023,-0.020,-0.008,86.316,49.775,-0.344,-0.591
'[14:07:30.184 26/10/1995]',0.019,-0.034,-0.008,87.895,49.250,-0.290,-0.591
'[14:07:30.186 26/10/1995]',0.016,-0.034,-0.008,87.895,49.250,-0.290,-0.591
'[14:07:30.188 26/10/1995]',0.012,-0.027,-0.008,87.895,49.250,-0.290,-0.591
'[14:07:30.190 26/10/1995]',0.008,-0.013,-0.008,87.895,49.250,-0.290,-0.591
'[14:07:30.192 26/10/1995]',0.004,0.001,-0.008,89.023,48.600,-0.228,-0.591
'[14:07:30.194 26/10/1995]',0.001,0.007,0.001,89.023,48.600,-0.228,-0.591
'[14:07:30.196 26/10/1995]',-0.003,0.007,0.001,89.023,48.600,-0.228,-0.591
'[14:07:30.198 26/10/1995]',-0.006,0.001,0.001,89.023,48.600,-0.228,-0.591
'[14:07:30.200 26/10/1995]',-0.009,-0.006,0.001,89.925,48.075,-0.164,-0.592
'[14:07:30.202 26/10/1995]',-0.012,-0.013,0.010,89.925,48.075,-0.164,-0.592
'[14:07:30.204 26/10/1995]',-0.014,-0.013,0.001,89.925,48.075,-0.164,-0.592
'[14:07:30.206 26/10/1995]',-0.016,0.001,0.001,89.925,48.075,-0.164,-0.592
'[14:07:30.208 26/10/1995]',-0.018,0.014,0.001,90.526,47.625,-0.090,-0.592
'[14:07:30.210 26/10/1995]',-0.020,0.028,0.001,90.526,47.625,-0.090,-0.592
'[14:07:30.212 26/10/1995]',-0.021,0.028,0.010,90.526,47.625,-0.090,-0.592
'[14:07:30.214 26/10/1995]',-0.023,0.021,0.019,90.526,47.625,-0.090,-0.592
'[14:07:30.216 26/10/1995]',-0.024,0.007,0.028,90.827,47.025,-0.021,-0.593
'[14:07:30.218 26/10/1995]',-0.026,0.001,0.028,90.827,47.025,-0.021,-0.593
'[14:07:30.220 26/10/1995]',-0.027,0.001,0.037,90.827,47.025,-0.021,-0.593
'[14:07:30.222 26/10/1995]',-0.029,0.007,0.028,90.827,47.025,-0.021,-0.593
'[14:07:30.224 26/10/1995]',-0.030,0.014,0.019,90.602,46.325,0.052,-0.593
'[14:07:30.226 26/10/1995]',-0.030,0.035,0.028,90.602,46.325,0.052,-0.593
'[14:07:30.228 26/10/1995]',-0.031,0.042,0.028,90.602,46.325,0.052,-0.593
'[14:07:30.230 26/10/1995]',-0.032,0.035,0.037,90.602,46.325,0.052,-0.593
'[14:07:30.232 26/10/1995]',-0.032,0.014,0.046,90.150,45.450,0.121,-0.592
'[14:07:30.234 26/10/1995]',-0.032,0.007,0.046,90.150,45.450,0.121,-0.592
'[14:07:30.236 26/10/1995]',-0.032,0.001,0.046,90.150,45.450,0.121,-0.592
'[14:07:30.238 26/10/1995]',-0.032,0.007,0.037,90.150,45.450,0.121,-0.592
'[14:07:30.240 26/10/1995]',-0.032,0.021,0.037,89.474,44.450,0.185,-0.590
'[14:07:30.242 26/10/1995]',-0.032,0.028,0.028,89.474,44.450,0.185,-0.590
'[14:07:30.244 26/10/1995]',-0.031,0.035,0.037,89.474,44.450,0.185,-0.590
'[14:07:30.246 26/10/1995]',-0.030,0.035,0.037,89.474,44.450,0.185,-0.590
'[14:07:30.248 26/10/1995]',-0.030,0.028,0.046,88.647,43.275,0.242,-0.589
'[14:07:30.250 26/10/1995]',-0.029,0.007,0.056,88.647,43.275,0.242,-0.589
'[14:07:30.252 26/10/1995]',-0.029,0.007,0.056,88.647,43.275,0.242,-0.589
'[14:07:30.254 26/10/1995]',-0.028,0.007,0.046,88.647,43.275,0.242,-0.589
'[14:07:30.256 26/10/1995]',-0.028,0.014,0.037,87.669,41.825,0.297,-0.587
'[14:07:30.258 26/10/1995]',-0.027,0.028,0.046,87.669,41.825,0.297,-0.587
'[14:07:30.260 26/10/1995]',-0.026,0.035,0.037,87.669,41.825,0.297,-0.587
'[14:07:30.262 26/10/1995]',-0.025,0.028,0.037,87.669,41.825,0.297,-0.587
'[14:07:30.264 26/10/1995]',-0.024,0.028,0.046,86.541,40.175,0.342,-0.586
'[14:07:30.266 26/10/1995]',-0.023,0.007,0.056,86.541,40.175,0.342,-0.586
'[14:07:30.268 26/10/1995]',-0.022,0.001,0.046,86.541,40.175,0.342,-0.586
'[14:07:30.270 26/10/1995]',-0.020,-0.006,0.046,86.541,40.175,0.342,-0.586
'[14:07:30.272 26/10/1995]',-0.019,0.001,0.037,85.038,38.300,0.383,-0.584
'[14:07:30.274 26/10/1995]',-0.018,0.014,0.037,85.038,38.300,0.383,-0.584
'[14:07:30.276 26/10/1995]',-0.017,0.028,0.028,85.038,38.300,0.383,-0.584
'[14:07:30.278 26/10/1995]',-0.016,0.028,0.028,85.038,38.300,0.383,-0.584
'[14:07:30.280 26/10/1995]',-0.016,0.021,0.037,83.383,36.250,0.413,-0.583
'[14:07:30.282 26/10/1995]',-0.016,0.014,0.046,83.383,36.250,0.413,-0.583
'[14:07:30.284 26/10/1995]',-0.015,0.001,0.037,83.383,36.250,0.413,-0.583
'[14:07:30.286 26/10/1995]',-0.014,-0.006,0.046,83.383,36.250,0.413,-0.583
'[14:07:30.288 26/10/1995]',-0.013,0.001,0.037,81.429,34.025,0.434,-0.581
'[14:07:30.290 26/10/1995]',-0.013,0.014,0.028,81.429,34.025,0.434,-0.581
'[14:07:30.292 26/10/1995]',-0.012,0.021,0.028,81.429,34.025,0.434,-0.581
'[14:07:30.294 26/10/1995]',-0.011,0.035,0.028,81.429,34.025,0.434,-0.581
'[14:07:30.296 26/10/1995]',-0.011,0.028,0.028,79.474,31.675,0.449,-0.580
'[14:07:30.298 26/10/1995]',-0.010,0.014,0.037,79.474,31.675,0.449,-0.580
'[14:07:30.300 26/10/1995]',-0.010,0.001,0.037,79.474,31.675,0.449,-0.580
'[14:07:30.302 26/10/1995]',-0.009,-0.006,0.028,79.474,31.675,0.449,-0.580
'[14:07:30.304 26/10/1995]',-0.009,-0.006,0.028,77.594,29.575,0.459,-0.579
'[14:07:30.306 26/10/1995]',-0.009,0.001,0.019,77.594,29.575,0.459,-0.579
'[14:07:30.308 26/10/1995]',-0.008,0.014,0.019,77.594,29.575,0.459,-0.579
'[14:07:30.310 26/10/1995]',-0.008,0.021,0.019,77.594,29.575,0.459,-0.579
'[14:07:30.312 26/10/1995]',-0.008,0.021,0.019,75.865,28.150,0.461,-0.578
'[14:07:30.314 26/10/1995]',-0.008,0.014,0.028,75.865,28.150,0.461,-0.578
'[14:07:30.316 26/10/1995]',-0.008,0.001,0.028,75.865,28.150,0.461,-0.578
'[14:07:30.318 26/10/1995]',-0.008,-0.006,0.028,75.865,28.150,0.461,-0.578
'[14:07:30.320 26/10/1995]',-0.008,-0.006,0.028,74.361,27.400,0.456,-0.577
'[14:07:30.322 26/10/1995]',-0.008,-0.006,0.019,74.361,27.400,0.456,-0.577
'[14:07:30.324 26/10/1995]',-0.008,0.001,0.019,74.361,27.400,0.456,-0.577
'[14:07:30.326 26/10/1995]',-0.008,0.014,0.019,74.361,27.400,0.456,-0.577
'[14:07:30.328 26/10/1995]',-0.008,0.021,0.019,73.008,27.100,0.444,-0.576
'[14:07:30.330 26/10/1995]',-0.008,0.021,0.019,73.008,27.100,0.444,-0.576
'[14:07:30.332 26/10/1995]',-0.008,0.001,0.028,73.008,27.100,0.444,-0.576
'[14:07:30.334 26/10/1995]',-0.008,-0.013,0.019,73.008,27.100,0.444,-0.576
'[14:07:30.336 26/10/1995]',-0.008,-0.013,0.019,71.805,27.050,0.427,-0.575
'[14:07:30.338 26/10/1995]',-0.008,-0.006,0.019,71.805,27.050,0.427,-0.575
'[14:07:30.340 26/10/1995]',-0.008,0.001,0.019,71.805,27.050,0.427,-0.575
'[14:07:30.342 26/10/1995]',-0.008,0.014,0.010,71.805,27.050,0.427,-0.575
'[14:07:30.344 26/10/1995]',-0.009,0.014,0.010,70.752,27.225,0.404,-0.574
'[14:07:30.346 26/10/1995]',-0.009,0.021,0.019,70.752,27.225,0.404,-0.574
'[14:07:30.348 26/10/1995]',-0.010,0.007,0.028,70.752,27.225,0.404,-0.574
'[14:07:30.350 26/10/1995]',-0.011,0.001,0.028,70.752,27.225,0.404,-0.574
'[14:07:30.352 26/10/1995]',-0.012,-0.006,0.028,69.850,27.875,0.380,-0.573
'[14:07:30.354 26/10/1995]',-0.013,-0.006,0.019,69.850,27.875,0.380,-0.573
'[14:07:30.356 26/10/1995]',-0.013,0.001,0.019,69.850,27.875,0.380,-0.573
'[14:07:30.358 26/10/1995]',-0.013,0.014,0.019,69.850,27.875,0.380,-0.573
'[14:07:30.360 26/10/1995]',-0.013,0.021,0.019,69.023,28.700,0.349,-0.572
'[14:07:30.362 26/10/1995]',-0.013,0.021,0.019,69.023,28.700,0.349,-0.572
'[14:07:30.364 26/10/1995]',-0.013,0.014,0.019,69.023,28.700,0.349,-0.572
'[14:07:30.366 26/10/1995]',-0.013,0.007,0.028,69.023,28.700,0.349,-0.572
'[14:07:30.368 26/10/1995]',-0.013,-0.006,0.028,68.346,29.325,0.323,-0.571
'[14:07:30.370 26/10/1995]',-0.013,-0.006,0.028,68.346,29.325,0.323,-0.571
'[14:07:30.372 26/10/1995]',-0.014,0.001,0.028,68.346,29.325,0.323,-0.571
'[14:07:30.374 26/10/1995]',-0.014,0.014,0.019,68.346,29.325,0.323,-0.571
'[14:07:30.376 26/10/1995]',-0.014,0.028,0.019,67.820,29.450,0.287,-0.570
'[14:07:30.378 26/10/1995]',-0.015,0.028,0.028,67.820,29.450,0.287,-0.570
'[14:07:30.380 26/10/1995]',-0.015,0.021,0.028,67.820,29.450,0.287,-0.570
'[14:07:30.382 26/10/1995]',-0.015,0.007,0.028,67.820,29.450,0.287,-0.570
'[14:07:30.384 26/10/1995]',-0.016,-0.006,0.037,67.218,29.225,0.254,-0.569
'[14:07:30.386 26/10/1995]',-0.017,-0.006,0.028,67.218,29.225,0.254,-0.569
'[14:07:30.388 26/10/1995]',-0.018,-0.006,0.028,67.218,29.225,0.254,-0.569
'[14:07:30.390 26/10/1995]',-0.018,0.007,0.028,67.218,29.225,0.254,-0.569
'[14:07:30.392 26/10/1995]',-0.019,0.021,0.028,66.917,28.800,0.218,-0.568
'[14:07:30.394 26/10/1995]',-0.019,0.028,0.019,66.917,28.800,0.218,-0.568
'[14:07:30.396 26/10/1995]',-0.020,0.028,0.028,66.917,28.800,0.218,-0.568
'[14:07:30.398 26/10/1995]',-0.020,0.007,0.037,66.917,28.800,0.218,-0.568
'[14:07:30.400 26/10/1995]',-0.020,0.001,0.037,66.617,28.275,0.185,-0.567
'[14:07:30.402 26/10/1995]',-0.020,-0.006,0.037,66.617,28.275,0.185,-0.567
'[14:07:30.404 26/10/1995]',-0.020,0.001,0.028,66.617,28.275,0.185,-0.567
'[14:07:30.406 26/10/1995]',-0.020,0.007,0.028,66.617,28.275,0.185,-0.567
'[14:07:30.408 26/10/1995]',-0.021,0.014,0.028,66.241,27.700,0.154,-0.566
'[14:07:30.410 26/10/1995]',-0.021,0.028,0.019,66.241,27.700,0.154,-0.566
'[14:07:30.412 26/10/1995]',-0.022,0.035,0.028,66.241,27.700,0.154,-0.566
'[14:07:30.414 26/10/1995]',-0.022,0.021,0.037,66.241,27.700,0.154,-0.566
'[14:07:30.416 26/10/1995]',-0.022,0.007,0.037,65.940,27.050,0.118,-0.565
'[14:07:30.418 26/10/1995]',-0.022,0.001,0.037,65.940,27.050,0.118,-0.565
'[14:07:30.420 26/10/1995]',-0.021,0.007,0.037,65.940,27.050,0.118,-0.565
'[14:07:30.422 26/10/1995]',-0.020,0.007,0.037,65.940,27.050,0.118,-0.565
'[14:07:30.424 26/10/1995]',-0.018,0.014,0.037,65.414,26.400,0.088,-0.562
'[14:07:30.426 26/10/1995]',-0.016,0.021,0.028,65.414,26.400,0.088,-0.562
'[14:07:30.428 26/10/1995]',-0.013,0.028,0.037,65.414,26.400,0.088,-0.562
'[14:07:30.430 26/10/1995]',-0.010,0.021,0.037,65.414,26.400,0.088,-0.562
'[14:07:30.432 26/10/1995]',-0.006,0.007,0.046,64.887,25.875,0.057,-0.560
'[14:07:30.434 26/10/1995]',-0.002,-0.013,0.056,64.887,25.875,0.057,-0.560
'[14:07:30.436 26/10/1995]',0.001,-0.013,0.056,64.887,25.875,0.057,-0.560
'[14:07:30.438 26/10/1995]',0.004,-0.013,0.065,64.887,25.875,0.057,-0.560
'[14:07:30.440 26/10/1995]',0.006,-0.006,0.056,64.361,25.400,0.029,-0.557
'[14:07:30.442 26/10/1995]',0.008,0.001,0.056,64.361,25.400,0.029,-0.557
'[14:07:30.444 26/10/1995]',0.008,0.007,0.056,64.361,25.400,0.029,-0.557
'[14:07:30.446 26/10/1995]',0.009,0.007,0.065,64.361,25.400,0.029,-0.557
'[14:07:30.448 26/10/1995]',0.010,0.001,0.065,63.910,24.875,0.000,-0.555
'[14:07:30.450 26/10/1995]',0.011,-0.013,0.065,63.910,24.875,0.000,-0.555
'[14:07:30.452 26/10/1995]',0.014,-0.020,0.065,63.910,24.875,0.000,-0.555
'[14:07:30.454 26/10/1995]',0.017,-0.020,0.065,63.910,24.875,0.000,-0.555
'[14:07:30.456 26/10/1995]',0.021,-0.013,0.065,63.459,24.350,-0.024,-0.553
'[14:07:30.458 26/10/1995]',0.026,-0.006,0.065,63.459,24.350,-0.024,-0.553
'[14:07:30.460 26/10/1995]',0.030,0.001,0.056,63.459,24.350,-0.024,-0.553
'[14:07:30.462 26/10/1995]',0.035,-0.006,0.056,63.459,24.350,-0.024,-0.553
'[14:07:30.464 26/10/1995]',0.039,-0.013,0.056,63.008,23.950,-0.052,-0.552
'[14:07:30.466 26/10/1995]',0.043,-0.034,0.056,63.008,23.950,-0.052,-0.552
'[14:07:30.468 26/10/1995]',0.046,-0.041,0.046,63.008,23.950,-0.052,-0.552
'[14:07:30.470 26/10/1995]',0.049,-0.041,0.037,63.008,23.950,-0.052,-0.552
'[14:07:30.472 26/10/1995]',0.049,-0.048,0.028,62.556,23.650,-0.079,-0.550
'[14:07:30.474 26/10/1995]',0.049,-0.034,0.019,62.556,23.650,-0.079,-0.550
'[14:07:30.476 26/10/1995]',0.047,-0.027,0.019,62.556,23.650,-0.079,-0.550
'[14:07:30.478 26/10/1995]',0.044,-0.020,0.019,62.556,23.650,-0.079,-0.550
'[14:07:30.480 26/10/1995]',0.040,-0.020,0.019,62.180,23.475,-0.098,-0.549
'[14:07:30.482 26/10/1995]',0.035,-0.034,0.019,62.180,23.475,-0.098,-0.549
'[14:07:30.484 26/10/1995]',0.030,-0.041,0.019,62.180,23.475,-0.098,-0.549
'[14:07:30.486 26/10/1995]',0.025,-0.041,0.010,62.180,23.475,-0.098,-0.549
'[14:07:30.488 26/10/1995]',0.019,-0.034,0.010,61.805,23.350,-0.121,-0.548
'[14:07:30.490 26/10/1995]',0.013,-0.020,0.001,61.805,23.350,-0.121,-0.548
'[14:07:30.492 26/10/1995]',0.007,-0.006,0.001,61.805,23.350,-0.121,-0.548
'[14:07:30.494 26/10/1995]',0.002,0.007,0.001,61.805,23.350,-0.121,-0.548
'[14:07:30.496 26/10/1995]',-0.003,0.007,0.010,61.353,23.300,-0.140,-0.548
'[14:07:30.498 26/10/1995]',-0.008,0.001,0.010,61.353,23.300,-0.140,-0.548
'[14:07:30.500 26/10/1995]',-0.012,-0.013,0.010,61.353,23.300,-0.140,-0.548
'[14:07:30.502 26/10/1995]',-0.017,-0.013,0.010,61.353,23.300,-0.140,-0.548
'[14:07:30.504 26/10/1995]',-0.022,-0.006,0.010,60.977,23.300,-0.150,-0.547
'[14:07:30.506 26/10/1995]',-0.026,0.007,0.010,60.977,23.300,-0.150,-0.547
'[14:07:30.508 26/10/1995]',-0.031,0.021,0.010,60.977,23.300,-0.150,-0.547
'[14:07:30.510 26/10/1995]',-0.036,0.028,0.010,60.977,23.300,-0.150,-0.547
'[14:07:30.512 26/10/1995]',-0.039,0.042,0.010,60.526,23.350,-0.170,-0.546
'[14:07:30.514 26/10/1995]',-0.043,0.035,0.019,60.526,23.350,-0.170,-0.546
'[14:07:30.516 26/10/1995]',-0.046,0.021,0.028,60.526,23.350,-0.170,-0.546
'[14:07:30.518 26/10/1995]',-0.049,0.014,0.028,60.526,23.350,-0.170,-0.546
'[14:07:30.520 26/10/1995]',-0.051,0.021,0.028,60.226,23.475,-0.189,-0.545
'[14:07:30.522 26/10/1995]',-0.053,0.028,0.019,60.226,23.475,-0.189,-0.545
'[14:07:30.524 26/10/1995]',-0.054,0.035,0.019,60.226,23.475,-0.189,-0.545
'[14:07:30.526 26/10/1995]',-0.055,0.042,0.010,60.226,23.475,-0.189,-0.545
'[14:07:30.528 26/10/1995]',-0.055,0.049,0.019,59.850,23.525,-0.203,-0.543
'[14:07:30.530 26/10/1995]',-0.054,0.042,0.019,59.850,23.525,-0.203,-0.543
'[14:07:30.532 26/10/1995]',-0.054,0.028,0.028,59.850,23.525,-0.203,-0.543
'[14:07:30.534 26/10/1995]',-0.053,0.021,0.028,59.850,23.525,-0.203,-0.543
'[14:07:30.536 26/10/1995]',-0.051,0.014,0.028,59.474,23.475,-0.220,-0.541
'[14:07:30.538 26/10/1995]',-0.049,0.021,0.028,59.474,23.475,-0.220,-0.541
'[14:07:30.540 26/10/1995]',-0.048,0.035,0.019,59.474,23.475,-0.220,-0.541
'[14:07:30.542 26/10/1995]',-0.047,0.042,0.019,59.474,23.475,-0.220,-0.541
'[14:07:30.544 26/10/1995]',-0.046,0.063,0.028,59.173,23.425,-0.239,-0.539
'[14:07:30.546 26/10/1995]',-0.045,0.042,0.028,59.173,23.425,-0.239,-0.539
'[14:07:30.548 26/10/1995]',-0.045,0.035,0.028,59.173,23.425,-0.239,-0.539
'[14:07:30.550 26/10/1995]',-0.044,0.021,0.037,59.173,23.425,-0.239,-0.539
'[14:07:30.552 26/10/1995]',-0.045,0.014,0.037,58.872,23.300,-0.251,-0.538
'[14:07:30.554 26/10/1995]',-0.045,0.014,0.028,58.872,23.300,-0.251,-0.538
'[14:07:30.556 26/10/1995]',-0.045,0.021,0.019,58.872,23.300,-0.251,-0.538
'[14:07:30.558 26/10/1995]',-0.045,0.035,0.019,58.872,23.300,-0.251,-0.538
'[14:07:30.560 26/10/1995]',-0.046,0.049,0.019,58.496,23.125,-0.268,-0.536
'[14:07:30.562 26/10/1995]',-0.046,0.049,0.019,58.496,23.125,-0.268,-0.536
'[14:07:30.564 26/10/1995]',-0.049,0.035,0.028,58.496,23.125,-0.268,-0.536
'[14:07:30.566 26/10/1995]',-0.051,0.021,0.037,58.496,23.125,-0.268,-0.536
'[14:07:30.568 26/10/1995]',-0.056,0.021,0.028,58.195,22.950,-0.280,-0.535
'[14:07:30.570 26/10/1995]',-0.061,0.014,0.028,58.195,22.950,-0.280,-0.535
'[14:07:30.572 26/10/1995]',-0.067,0.021,0.028,58.195,22.950,-0.280,-0.535
'[14:07:30.574 26/10/1995]',-0.073,0.035,0.028,58.195,22.950,-0.280,-0.535
'[14:07:30.576 26/10/1995]',-0.074,0.049,0.028,57.970,22.775,-0.294,-0.533
'[14:07:30.578 26/10/1995]',-0.076,0.070,0.056,57.970,22.775,-0.294,-0.533
'[14:07:30.580 26/10/1995]',-0.066,0.077,0.083,57.970,22.775,-0.294,-0.533
'[14:07:30.582 26/10/1995]',-0.056,0.063,0.083,57.970,22.775,-0.294,-0.533
'[14:07:30.584 26/10/1995]',-0.025,0.042,0.083,57.669,22.650,-0.306,-0.531
'[14:07:30.586 26/10/1995]',0.005,0.042,0.074,57.669,22.650,-0.306,-0.531
'[14:07:30.588 26/10/1995]',0.059,0.035,0.065,57.669,22.650,-0.306,-0.531
'[14:07:30.590 26/10/1995]',0.113,0.028,0.056,57.669,22.650,-0.306,-0.531
'[14:07:30.592 26/10/1995]',0.183,0.001,0.037,57.368,22.650,-0.323,-0.529
'[14:07:30.594 26/10/1995]',0.252,-0.034,0.019,57.368,22.650,-0.323,-0.529
'[14:07:30.596 26/10/1995]',0.318,-0.089,-0.008,57.368,22.650,-0.323,-0.529
'[14:07:30.598 26/10/1995]',0.384,-0.158,-0.064,57.368,22.650,-0.323,-0.529
'[14:07:30.600 26/10/1995]',0.424,-0.227,-0.155,57.143,22.600,-0.332,-0.527
'[14:07:30.602 26/10/1995]',0.463,-0.276,-0.257,57.143,22.600,-0.332,-0.527
'[14:07:30.604 26/10/1995]',0.460,-0.310,-0.357,57.143,22.600,-0.332,-0.527
'[14:07:30.606 26/10/1995]',0.456,-0.317,-0.422,57.143,22.600,-0.332,-0.527
'[14:07:30.608 26/10/1995]',0.411,-0.296,-0.458,56.917,22.350,-0.344,-0.525
'[14:07:30.610 26/10/1995]',0.366,-0.269,-0.486,56.917,22.350,-0.344,-0.525
'[14:07:30.612 26/10/1995]',0.296,-0.227,-0.486,56.917,22.350,-0.344,-0.525
'[14:07:30.614 26/10/1995]',0.226,-0.172,-0.477,56.917,22.350,-0.344,-0.525
'[14:07:30.616 26/10/1995]',0.156,-0.131,-0.477,56.767,22.000,-0.358,-0.524
'[14:07:30.618 26/10/1995]',0.087,-0.083,-0.504,56.767,22.000,-0.358,-0.524
'[14:07:30.620 26/10/1995]',0.034,-0.027,-0.514,56.767,22.000,-0.358,-0.524
'[14:07:30.622 26/10/1995]',-0.018,0.028,-0.522,56.767,22.000,-0.358,-0.524
'[14:07:30.624 26/10/1995]',-0.048,0.083,-0.522,56.617,21.475,-0.368,-0.523
'[14:07:30.626 26/10/1995]',-0.078,0.111,-0.514,56.617,21.475,-0.368,-0.523
'[14:07:30.628 26/10/1995]',-0.090,0.139,-0.514,56.617,21.475,-0.368,-0.523
'[14:07:30.630 26/10/1995]',-0.103,0.132,-0.486,56.617,21.475,-0.368,-0.523
'[14:07:30.632 26/10/1995]',-0.105,0.111,-0.458,56.541,20.900,-0.378,-0.523
'[14:07:30.634 26/10/1995]',-0.108,0.097,-0.431,56.541,20.900,-0.378,-0.523
'[14:07:30.636 26/10/1995]',-0.106,0.090,-0.394,56.541,20.900,-0.378,-0.523
'[14:07:30.638 26/10/1995]',-0.104,0.083,-0.339,56.541,20.900,-0.378,-0.523
'[14:07:30.640 26/10/1995]',-0.102,0.097,-0.284,56.241,20.425,-0.387,-0.522
'[14:07:30.642 26/10/1995]',-0.099,0.104,-0.220,56.241,20.425,-0.387,-0.522
'[14:07:30.644 26/10/1995]',-0.098,0.104,-0.165,56.241,20.425,-0.387,-0.522
'[14:07:30.646 26/10/1995]',-0.096,0.090,-0.119,56.241,20.425,-0.387,-0.522
'[14:07:30.648 26/10/1995]',-0.095,0.070,-0.064,55.940,20.125,-0.394,-0.522
'[14:07:30.650 26/10/1995]',-0.094,0.049,-0.018,55.940,20.125,-0.394,-0.522
'[14:07:30.652 26/10/1995]',-0.093,0.035,0.001,55.940,20.125,-0.394,-0.522
'[14:07:30.654 26/10/1995]',-0.092,0.035,0.019,55.940,20.125,-0.394,-0.522
'[14:07:30.656 26/10/1995]',-0.092,0.042,0.037,55.564,20.025,-0.406,-0.521
'[14:07:30.658 26/10/1995]',-0.092,0.049,0.056,55.564,20.025,-0.406,-0.521
'[14:07:30.660 26/10/1995]',-0.092,0.077,0.065,55.564,20.025,-0.406,-0.521
'[14:07:30.662 26/10/1995]',-0.092,0.077,0.074,55.564,20.025,-0.406,-0.521
'[14:07:30.664 26/10/1995]',-0.092,0.063,0.093,55.188,20.125,-0.411,-0.521
'[14:07:30.666 26/10/1995]',-0.092,0.042,0.102,55.188,20.125,-0.411,-0.521
'[14:07:30.668 26/10/1995]',-0.091,0.028,0.102,55.188,20.125,-0.411,-0.521
'[14:07:30.670 26/10/1995]',-0.090,0.035,0.102,55.188,20.125,-0.411,-0.521
'[14:07:30.672 26/10/1995]',-0.088,0.035,0.102,54.887,20.375,-0.420,-0.520
'[14:07:30.674 26/10/1995]',-0.086,0.049,0.093,54.887,20.375,-0.420,-0.520
'[14:07:30.676 26/10/1995]',-0.083,0.063,0.093,54.887,20.375,-0.420,-0.520
'[14:07:30.678 26/10/1995]',-0.081,0.070,0.093,54.887,20.375,-0.420,-0.520
'[14:07:30.680 26/10/1995]',-0.078,0.063,0.102,54.662,20.600,-0.427,-0.520
'[14:07:30.682 26/10/1995]',-0.075,0.042,0.111,54.662,20.600,-0.427,-0.520
'[14:07:30.684 26/10/1995]',-0.073,0.028,0.102,54.662,20.600,-0.427,-0.520
'[14:07:30.686 26/10/1995]',-0.070,0.021,0.102,54.662,20.600,-0.427,-0.520
'[14:07:30.688 26/10/1995]',-0.068,0.028,0.093,54.361,20.775,-0.430,-0.519
'[14:07:30.690 26/10/1995]',-0.066,0.035,0.083,54.361,20.775,-0.430,-0.519
'[14:07:30.692 26/10/1995]',-0.064,0.049,0.093,54.361,20.775,-0.430,-0.519
'[14:07:30.694 26/10/1995]',-0.063,0.063,0.093,54.361,20.775,-0.430,-0.519
'[14:07:30.696 26/10/1995]',-0.061,0.063,0.093,54.135,21.125,-0.438,-0.519
'[14:07:30.698 26/10/1995]',-0.060,0.035,0.093,54.135,21.125,-0.438,-0.519
'[14:07:30.700 26/10/1995]',-0.058,0.028,0.093,54.135,21.125,-0.438,-0.519
'[14:07:30.702 26/10/1995]',-0.057,0.021,0.093,54.135,21.125,-0.438,-0.519
'[14:07:30.704 26/10/1995]',-0.055,0.014,0.083,53.910,21.775,-0.440,-0.520
'[14:07:30.706 26/10/1995]',-0.053,0.021,0.083,53.910,21.775,-0.440,-0.520
'[14:07:30.708 26/10/1995]',-0.051,0.035,0.074,53.910,21.775,-0.440,-0.520
'[14:07:30.710 26/10/1995]',-0.049,0.049,0.074,53.910,21.775,-0.440,-0.520
'[14:07:30.712 26/10/1995]',-0.046,0.042,0.074,53.609,22.900,-0.447,-0.521
'[14:07:30.714 26/10/1995]',-0.044,0.028,0.083,53.609,22.900,-0.447,-0.521
'[14:07:30.716 26/10/1995]',-0.042,0.014,0.083,53.609,22.900,-0.447,-0.521
'[14:07:30.718 26/10/1995]',-0.040,0.007,0.083,53.609,22.900,-0.447,-0.521
'[14:07:30.720 26/10/1995]',-0.038,0.007,0.083,53.383,24.400,-0.452,-0.522
'[14:07:30.722 26/10/1995]',-0.036,0.007,0.074,53.383,24.400,-0.452,-0.522
'[14:07:30.724 26/10/1995]',-0.033,0.021,0.065,53.383,24.400,-0.452,-0.522
'[14:07:30.726 26/10/1995]',-0.030,0.035,0.065,53.383,24.400,-0.452,-0.522
