'Time and date','MCL1','I','V','ABP','PAP','PLETH','RESP'
'[10:55:57.726 10/11/1995]',0.040,0.001,-0.021,84.250,45.000,-0.338,-0.361
'[10:55:57.728 10/11/1995]',0.040,0.001,-0.021,91.750,44.275,-0.321,-0.375
'[10:55:57.730 10/11/1995]',0.040,-0.010,-0.021,91.750,44.275,-0.321,-0.375
'[10:55:57.732 10/11/1995]',0.040,-0.010,-0.021,91.750,44.275,-0.321,-0.375
'[10:55:57.734 10/11/1995]',0.040,-0.010,-0.021,91.750,44.275,-0.321,-0.375
'[10:55:57.736 10/11/1995]',0.040,0.001,-0.021,99.350,42.175,-0.303,-0.387
'[10:55:57.738 10/11/1995]',0.021,0.001,-0.028,99.350,42.175,-0.303,-0.387
'[10:55:57.740 10/11/1995]',0.021,0.001,-0.028,99.350,42.175,-0.303,-0.387
'[10:55:57.742 10/11/1995]',0.021,0.001,-0.028,99.350,42.175,-0.303,-0.387
'[10:55:57.744 10/11/1995]',0.002,0.001,-0.028,106.900,39.900,-0.270,-0.399
'[10:55:57.746 10/11/1995]',0.002,0.001,-0.035,106.900,39.900,-0.270,-0.399
'[10:55:57.748 10/11/1995]',0.002,0.001,-0.028,106.900,39.900,-0.270,-0.399
'[10:55:57.750 10/11/1995]',0.002,0.001,-0.028,106.900,39.900,-0.270,-0.399
'[10:55:57.752 10/11/1995]',0.002,0.001,-0.028,114.150,37.800,-0.215,-0.408
'[10:55:57.754 10/11/1995]',0.002,0.001,-0.028,114.150,37.800,-0.215,-0.408
'[10:55:57.756 10/11/1995]',0.002,0.001,-0.028,114.150,37.800,-0.215,-0.408
'[10:55:57.758 10/11/1995]',0.002,0.001,-0.028,114.150,37.800,-0.215,-0.408
'[10:55:57.760 10/11/1995]',0.002,0.001,-0.021,120.550,36.100,-0.156,-0.415
'[10:55:57.762 10/11/1995]',0.002,-0.010,-0.021,120.550,36.100,-0.156,-0.415
'[10:55:57.764 10/11/1995]',0.002,-0.010,-0.014,120.550,36.100,-0.156,-0.415
'[10:55:57.766 10/11/1995]',0.002,0.001,-0.014,120.550,36.100,-0.156,-0.415
'[10:55:57.768 10/11/1995]',0.002,0.001,-0.007,125.550,34.750,-0.080,-0.421
'[10:55:57.770 10/11/1995]',0.002,0.001,-0.007,125.550,34.750,-0.080,-0.421
'[10:55:57.772 10/11/1995]',0.002,0.001,-0.007,125.550,34.750,-0.080,-0.421
'[10:55:57.774 10/11/1995]',0.002,0.001,-0.007,125.550,34.750,-0.080,-0.421
'[10:55:57.776 10/11/1995]',0.002,0.001,0.001,128.750,33.750,0.009,-0.425
'[10:55:57.778 10/11/1995]',0.002,-0.022,0.001,128.750,33.750,0.009,-0.425
'[10:55:57.780 10/11/1995]',0.021,-0.033,0.008,128.750,33.750,0.009,-0.425
'[10:55:57.782 10/11/1995]',0.040,-0.045,0.015,128.750,33.750,0.009,-0.425
'[10:55:57.784 10/11/1995]',0.040,-0.045,0.022,130.150,32.875,0.102,-0.427
'[10:55:57.786 10/11/1995]',0.060,-0.056,0.029,130.150,32.875,0.102,-0.427
'[10:55:57.788 10/11/1995]',0.060,-0.056,0.029,130.150,32.875,0.102,-0.427
'[10:55:57.790 10/11/1995]',0.060,-0.056,0.029,130.150,32.875,0.102,-0.427
'[10:55:57.792 10/11/1995]',0.060,-0.056,0.029,129.800,31.925,0.199,-0.428
'[10:55:57.794 10/11/1995]',0.060,-0.045,0.029,129.800,31.925,0.199,-0.428
'[10:55:57.796 10/11/1995]',0.060,-0.033,0.022,129.800,31.925,0.199,-0.428
'[10:55:57.798 10/11/1995]',0.060,-0.033,0.029,129.800,31.925,0.199,-0.428
'[10:55:57.800 10/11/1995]',0.060,-0.033,0.022,128.100,30.750,0.295,-0.428
'[10:55:57.802 10/11/1995]',0.060,-0.056,0.022,128.100,30.750,0.295,-0.428
'[10:55:57.804 10/11/1995]',0.060,-0.068,0.029,128.100,30.750,0.295,-0.428
'[10:55:57.806 10/11/1995]',0.080,-0.068,0.022,128.100,30.750,0.295,-0.428
'[10:55:57.808 10/11/1995]',0.080,-0.068,0.022,125.300,29.350,0.384,-0.426
'[10:55:57.810 10/11/1995]',0.080,-0.068,0.022,125.300,29.350,0.384,-0.426
'[10:55:57.812 10/11/1995]',0.080,-0.068,0.022,125.300,29.350,0.384,-0.426
'[10:55:57.814 10/11/1995]',0.080,-0.068,0.029,125.300,29.350,0.384,-0.426
'[10:55:57.816 10/11/1995]',0.099,-0.068,0.029,121.600,27.950,0.473,-0.424
'[10:55:57.818 10/11/1995]',0.099,-0.068,0.036,121.600,27.950,0.473,-0.424
'[10:55:57.820 10/11/1995]',0.080,-0.056,0.029,121.600,27.950,0.473,-0.424
'[10:55:57.822 10/11/1995]',0.080,-0.056,0.022,121.600,27.950,0.473,-0.424
'[10:55:57.824 10/11/1995]',0.080,-0.033,0.022,117.200,26.900,0.546,-0.421
'[10:55:57.826 10/11/1995]',0.060,-0.033,0.022,117.200,26.900,0.546,-0.421
'[10:55:57.828 10/11/1995]',0.080,-0.033,0.015,117.200,26.900,0.546,-0.421
'[10:55:57.830 10/11/1995]',0.080,-0.033,0.022,117.200,26.900,0.546,-0.421
'[10:55:57.832 10/11/1995]',0.080,-0.033,0.022,112.250,26.725,0.596,-0.418
'[10:55:57.834 10/11/1995]',0.080,-0.010,0.022,112.250,26.725,0.596,-0.418
'[10:55:57.836 10/11/1995]',0.060,0.001,0.022,112.250,26.725,0.596,-0.418
'[10:55:57.838 10/11/1995]',0.060,0.001,0.015,112.250,26.725,0.596,-0.418
'[10:55:57.840 10/11/1995]',0.060,0.001,0.015,106.950,27.650,0.632,-0.414
'[10:55:57.842 10/11/1995]',0.060,0.001,0.001,106.950,27.650,0.632,-0.414
'[10:55:57.844 10/11/1995]',0.060,0.001,0.001,106.950,27.650,0.632,-0.414
'[10:55:57.846 10/11/1995]',0.060,0.001,-0.007,106.950,27.650,0.632,-0.414
'[10:55:57.848 10/11/1995]',0.040,0.001,-0.014,101.450,29.825,0.656,-0.411
'[10:55:57.850 10/11/1995]',0.040,0.001,-0.021,101.450,29.825,0.656,-0.411
'[10:55:57.852 10/11/1995]',0.040,0.001,-0.021,101.450,29.825,0.656,-0.411
'[10:55:57.854 10/11/1995]',0.040,0.001,-0.021,101.450,29.825,0.656,-0.411
'[10:55:57.856 10/11/1995]',0.021,0.001,-0.021,95.950,32.625,0.665,-0.407
'[10:55:57.858 10/11/1995]',0.021,0.001,-0.028,95.950,32.625,0.665,-0.407
'[10:55:57.860 10/11/1995]',0.002,0.001,-0.028,95.950,32.625,0.665,-0.407
'[10:55:57.862 10/11/1995]',0.002,0.001,-0.028,95.950,32.625,0.665,-0.407
'[10:55:57.864 10/11/1995]',0.002,0.001,-0.028,90.550,35.100,0.665,-0.404
'[10:55:57.866 10/11/1995]',0.002,0.001,-0.028,90.550,35.100,0.665,-0.404
'[10:55:57.868 10/11/1995]',0.002,0.001,-0.028,90.550,35.100,0.665,-0.404
'[10:55:57.870 10/11/1995]',0.002,0.001,-0.028,90.550,35.100,0.665,-0.404
'[10:55:57.872 10/11/1995]',0.002,0.001,-0.021,85.450,36.450,0.640,-0.401
'[10:55:57.874 10/11/1995]',0.002,0.001,-0.028,85.450,36.450,0.640,-0.401
'[10:55:57.876 10/11/1995]',0.002,0.001,-0.021,85.450,36.450,0.640,-0.401
'[10:55:57.878 10/11/1995]',0.002,0.001,-0.021,85.450,36.450,0.640,-0.401
'[10:55:57.880 10/11/1995]',-0.018,0.024,-0.028,80.850,36.625,0.616,-0.398
'[10:55:57.882 10/11/1995]',-0.018,0.035,-0.028,80.850,36.625,0.616,-0.398
'[10:55:57.884 10/11/1995]',-0.018,0.047,-0.028,80.850,36.625,0.616,-0.398
'[10:55:57.886 10/11/1995]',-0.018,0.035,-0.028,80.850,36.625,0.616,-0.398
'[10:55:57.888 10/11/1995]',-0.038,0.024,-0.028,76.750,35.750,0.579,-0.395
'[10:55:57.890 10/11/1995]',-0.018,0.024,-0.028,76.750,35.750,0.579,-0.395
'[10:55:57.892 10/11/1995]',-0.018,0.001,-0.021,76.750,35.750,0.579,-0.395
'[10:55:57.894 10/11/1995]',-0.018,0.001,-0.028,76.750,35.750,0.579,-0.395
'[10:55:57.896 10/11/1995]',-0.018,0.001,-0.028,73.200,34.225,0.534,-0.393
'[10:55:57.898 10/11/1995]',-0.018,0.001,-0.028,73.200,34.225,0.534,-0.393
'[10:55:57.900 10/11/1995]',-0.018,0.001,-0.028,73.200,34.225,0.534,-0.393
'[10:55:57.902 10/11/1995]',-0.018,-0.010,-0.028,73.200,34.225,0.534,-0.393
'[10:55:57.904 10/11/1995]',-0.018,-0.010,-0.021,70.300,32.450,0.477,-0.392
'[10:55:57.906 10/11/1995]',-0.018,-0.010,-0.028,70.300,32.450,0.477,-0.392
'[10:55:57.908 10/11/1995]',-0.018,0.001,-0.028,70.300,32.450,0.477,-0.392
'[10:55:57.910 10/11/1995]',-0.018,0.001,-0.028,70.300,32.450,0.477,-0.392
'[10:55:57.912 10/11/1995]',-0.018,0.001,-0.028,67.850,30.750,0.424,-0.392
'[10:55:57.914 10/11/1995]',-0.038,0.001,-0.035,67.850,30.750,0.424,-0.392
'[10:55:57.916 10/11/1995]',-0.057,0.024,-0.035,67.850,30.750,0.424,-0.392
'[10:55:57.918 10/11/1995]',-0.057,0.024,-0.028,67.850,30.750,0.424,-0.392
'[10:55:57.920 10/11/1995]',-0.038,0.012,-0.028,65.900,29.300,0.367,-0.392
'[10:55:57.922 10/11/1995]',-0.038,0.001,-0.028,65.900,29.300,0.367,-0.392
'[10:55:57.924 10/11/1995]',-0.018,0.001,-0.028,65.900,29.300,0.367,-0.392
'[10:55:57.926 10/11/1995]',-0.038,0.001,-0.035,65.900,29.300,0.367,-0.392
'[10:55:57.928 10/11/1995]',-0.038,0.001,-0.028,64.300,28.175,0.306,-0.392
'[10:55:57.930 10/11/1995]',-0.038,0.001,-0.028,64.300,28.175,0.306,-0.392
'[10:55:57.932 10/11/1995]',-0.038,0.001,-0.035,64.300,28.175,0.306,-0.392
'[10:55:57.934 10/11/1995]',-0.038,0.001,-0.035,64.300,28.175,0.306,-0.392
'[10:55:57.936 10/11/1995]',-0.038,0.012,-0.028,63.100,27.375,0.249,-0.393
'[10:55:57.938 10/11/1995]',-0.057,0.012,-0.028,63.100,27.375,0.249,-0.393
'[10:55:57.940 10/11/1995]',-0.057,0.012,-0.028,63.100,27.375,0.249,-0.393
'[10:55:57.942 10/11/1995]',-0.038,0.001,-0.021,63.100,27.375,0.249,-0.393
'[10:55:57.944 10/11/1995]',-0.038,0.001,-0.021,62.150,26.900,0.188,-0.395
'[10:55:57.946 10/11/1995]',-0.038,0.001,-0.014,62.150,26.900,0.188,-0.395
'[10:55:57.948 10/11/1995]',-0.038,0.001,-0.014,62.150,26.900,0.188,-0.395
'[10:55:57.950 10/11/1995]',-0.038,0.001,-0.014,62.150,26.900,0.188,-0.395
'[10:55:57.952 10/11/1995]',-0.038,0.001,-0.007,61.500,26.650,0.135,-0.397
'[10:55:57.954 10/11/1995]',-0.018,-0.010,-0.007,61.500,26.650,0.135,-0.397
'[10:55:57.956 10/11/1995]',-0.018,-0.022,0.001,61.500,26.650,0.135,-0.397
'[10:55:57.958 10/11/1995]',0.002,-0.033,0.001,61.500,26.650,0.135,-0.397
'[10:55:57.960 10/11/1995]',0.002,-0.045,0.001,61.100,26.650,0.082,-0.400
'[10:55:57.962 10/11/1995]',0.002,-0.033,0.008,61.100,26.650,0.082,-0.400
'[10:55:57.964 10/11/1995]',0.002,-0.033,0.008,61.100,26.650,0.082,-0.400
'[10:55:57.966 10/11/1995]',0.002,-0.033,0.008,61.100,26.650,0.082,-0.400
'[10:55:57.968 10/11/1995]',0.002,-0.033,0.008,60.850,27.000,0.033,-0.403
'[10:55:57.970 10/11/1995]',0.002,-0.033,0.001,60.850,27.000,0.033,-0.403
'[10:55:57.972 10/11/1995]',0.002,-0.033,0.008,60.850,27.000,0.033,-0.403
'[10:55:57.974 10/11/1995]',0.002,-0.033,0.015,60.850,27.000,0.033,-0.403
'[10:55:57.976 10/11/1995]',0.002,-0.022,0.015,60.800,27.425,-0.008,-0.407
'[10:55:57.978 10/11/1995]',0.002,-0.022,0.015,60.800,27.425,-0.008,-0.407
'[10:55:57.980 10/11/1995]',0.021,-0.033,0.015,60.800,27.425,-0.008,-0.407
'[10:55:57.982 10/11/1995]',0.040,-0.033,0.015,60.800,27.425,-0.008,-0.407
'[10:55:57.984 10/11/1995]',0.021,-0.033,0.015,60.900,27.825,-0.053,-0.411
'[10:55:57.986 10/11/1995]',0.021,-0.033,0.008,60.900,27.825,-0.053,-0.411
'[10:55:57.988 10/11/1995]',0.021,-0.033,0.008,60.900,27.825,-0.053,-0.411
'[10:55:57.990 10/11/1995]',0.021,-0.022,0.008,60.900,27.825,-0.053,-0.411
'[10:55:57.992 10/11/1995]',0.021,-0.010,0.015,61.150,28.075,-0.086,-0.417
'[10:55:57.994 10/11/1995]',0.021,-0.010,0.008,61.150,28.075,-0.086,-0.417
'[10:55:57.996 10/11/1995]',0.021,-0.010,0.008,61.150,28.075,-0.086,-0.417
'[10:55:57.998 10/11/1995]',0.021,-0.022,0.001,61.150,28.075,-0.086,-0.417
'[10:55:58.000 10/11/1995]',0.021,-0.010,0.015,61.400,28.075,-0.114,-0.423
'[10:55:58.002 10/11/1995]',0.021,-0.010,0.008,61.400,28.075,-0.114,-0.423
'[10:55:58.004 10/11/1995]',0.040,0.001,0.015,61.400,28.075,-0.114,-0.423
'[10:55:58.006 10/11/1995]',0.021,0.001,0.008,61.400,28.075,-0.114,-0.423
'[10:55:58.008 10/11/1995]',0.040,0.001,0.008,61.650,27.950,-0.139,-0.429
'[10:55:58.010 10/11/1995]',0.040,0.001,0.008,61.650,27.950,-0.139,-0.429
'[10:55:58.012 10/11/1995]',0.040,0.001,0.015,61.650,27.950,-0.139,-0.429
'[10:55:58.014 10/11/1995]',0.040,0.001,0.015,61.650,27.950,-0.139,-0.429
'[10:55:58.016 10/11/1995]',0.060,0.001,0.015,61.950,27.550,-0.159,-0.437
'[10:55:58.018 10/11/1995]',0.060,-0.010,0.022,61.950,27.550,-0.159,-0.437
'[10:55:58.020 10/11/1995]',0.060,-0.022,0.029,61.950,27.550,-0.159,-0.437
'[10:55:58.022 10/11/1995]',0.080,-0.022,0.036,61.950,27.550,-0.159,-0.437
'[10:55:58.024 10/11/1995]',0.080,-0.033,0.029,62.300,26.900,-0.171,-0.445
'[10:55:58.026 10/11/1995]',0.080,-0.010,0.029,62.300,26.900,-0.171,-0.445
'[10:55:58.028 10/11/1995]',0.060,0.001,0.008,62.300,26.900,-0.171,-0.445
'[10:55:58.030 10/11/1995]',0.040,0.001,-0.014,62.300,26.900,-0.171,-0.445
'[10:55:58.032 10/11/1995]',0.021,0.001,-0.014,62.600,25.950,-0.183,-0.454
'[10:55:58.034 10/11/1995]',0.021,0.001,-0.021,62.600,25.950,-0.183,-0.454
'[10:55:58.036 10/11/1995]',0.021,0.001,-0.021,62.600,25.950,-0.183,-0.454
'[10:55:58.038 10/11/1995]',0.002,0.001,-0.028,62.600,25.950,-0.183,-0.454
'[10:55:58.040 10/11/1995]',0.002,0.001,-0.035,62.900,24.950,-0.196,-0.463
'[10:55:58.042 10/11/1995]',0.002,0.001,-0.043,62.900,24.950,-0.196,-0.463
'[10:55:58.044 10/11/1995]',0.002,0.001,-0.043,62.900,24.950,-0.196,-0.463
'[10:55:58.046 10/11/1995]',0.002,0.001,-0.043,62.900,24.950,-0.196,-0.463
'[10:55:58.048 10/11/1995]',0.002,0.012,-0.035,63.150,24.200,-0.200,-0.471
'[10:55:58.050 10/11/1995]',-0.018,0.012,-0.035,63.150,24.200,-0.200,-0.471
'[10:55:58.052 10/11/1995]',-0.018,0.012,-0.035,63.150,24.200,-0.200,-0.471
'[10:55:58.054 10/11/1995]',-0.018,0.024,-0.035,63.150,24.200,-0.200,-0.471
'[10:55:58.056 10/11/1995]',-0.038,0.035,-0.043,63.300,23.800,-0.208,-0.481
'[10:55:58.058 10/11/1995]',-0.038,0.035,-0.043,63.300,23.800,-0.208,-0.481
'[10:55:58.060 10/11/1995]',-0.038,0.024,-0.043,63.300,23.800,-0.208,-0.481
'[10:55:58.062 10/11/1995]',-0.038,0.035,-0.043,63.300,23.800,-0.208,-0.481
'[10:55:58.064 10/11/1995]',-0.038,0.035,-0.043,63.450,23.675,-0.208,-0.490
'[10:55:58.066 10/11/1995]',-0.038,0.035,-0.043,63.450,23.675,-0.208,-0.490
'[10:55:58.068 10/11/1995]',-0.038,0.035,-0.043,63.450,23.675,-0.208,-0.490
'[10:55:58.070 10/11/1995]',-0.038,0.024,-0.035,63.450,23.675,-0.208,-0.490
'[10:55:58.072 10/11/1995]',-0.038,0.024,-0.043,63.550,23.725,-0.212,-0.500
'[10:55:58.074 10/11/1995]',-0.038,0.035,-0.035,63.550,23.725,-0.212,-0.500
'[10:55:58.076 10/11/1995]',-0.038,0.035,-0.028,63.550,23.725,-0.212,-0.500
'[10:55:58.078 10/11/1995]',-0.038,0.035,-0.035,63.550,23.725,-0.212,-0.500
'[10:55:58.080 10/11/1995]',-0.038,0.024,-0.028,63.600,23.975,-0.208,-0.510
'[10:55:58.082 10/11/1995]',-0.038,0.024,-0.028,63.600,23.975,-0.208,-0.510
'[10:55:58.084 10/11/1995]',-0.057,0.035,-0.028,63.600,23.975,-0.208,-0.510
'[10:55:58.086 10/11/1995]',-0.057,0.035,-0.028,63.600,23.975,-0.208,-0.510
'[10:55:58.088 10/11/1995]',-0.057,0.035,-0.028,63.600,24.250,-0.208,-0.519
'[10:55:58.090 10/11/1995]',-0.057,0.024,-0.028,63.600,24.250,-0.208,-0.519
'[10:55:58.092 10/11/1995]',-0.057,0.012,-0.028,63.600,24.250,-0.208,-0.519
'[10:55:58.094 10/11/1995]',-0.057,0.012,-0.028,63.600,24.250,-0.208,-0.519
'[10:55:58.096 10/11/1995]',-0.038,0.012,-0.028,63.550,24.325,-0.208,-0.529
'[10:55:58.098 10/11/1995]',-0.038,0.001,-0.028,63.550,24.325,-0.208,-0.529
'[10:55:58.100 10/11/1995]',-0.038,0.001,-0.021,63.550,24.325,-0.208,-0.529
'[10:55:58.102 10/11/1995]',-0.038,0.001,-0.021,63.550,24.325,-0.208,-0.529
'[10:55:58.104 10/11/1995]',-0.018,0.001,-0.021,63.350,24.150,-0.208,-0.538
'[10:55:58.106 10/11/1995]',-0.018,0.012,-0.021,63.350,24.150,-0.208,-0.538
'[10:55:58.108 10/11/1995]',-0.038,0.012,-0.028,63.350,24.150,-0.208,-0.538
'[10:55:58.110 10/11/1995]',-0.018,0.001,-0.043,63.350,24.150,-0.208,-0.538
'[10:55:58.112 10/11/1995]',-0.018,0.001,-0.043,63.200,23.800,-0.212,-0.546
'[10:55:58.114 10/11/1995]',0.002,0.001,-0.043,63.200,23.800,-0.212,-0.546
'[10:55:58.116 10/11/1995]',0.002,-0.022,-0.043,63.200,23.800,-0.212,-0.546
'[10:55:58.118 10/11/1995]',0.002,-0.033,-0.050,63.200,23.800,-0.212,-0.546
'[10:55:58.120 10/11/1995]',0.002,-0.068,-0.064,62.900,23.250,-0.216,-0.555
'[10:55:58.122 10/11/1995]',0.002,-0.079,-0.079,62.900,23.250,-0.216,-0.555
'[10:55:58.124 10/11/1995]',0.002,-0.079,-0.093,62.900,23.250,-0.216,-0.555
'[10:55:58.126 10/11/1995]',-0.038,-0.056,-0.100,62.900,23.250,-0.216,-0.555
'[10:55:58.128 10/11/1995]',-0.097,-0.010,-0.136,62.600,22.725,-0.216,-0.563
'[10:55:58.130 10/11/1995]',-0.195,0.035,-0.158,62.600,22.725,-0.216,-0.563
'[10:55:58.132 10/11/1995]',-0.274,0.093,-0.194,62.600,22.725,-0.216,-0.563
'[10:55:58.134 10/11/1995]',-0.391,0.173,-0.222,62.600,22.725,-0.216,-0.563
'[10:55:58.136 10/11/1995]',-0.529,0.276,-0.259,62.250,22.375,-0.216,-0.571
'[10:55:58.138 10/11/1995]',-0.646,0.379,-0.273,62.250,22.375,-0.216,-0.571
'[10:55:58.140 10/11/1995]',-0.744,0.448,-0.280,62.250,22.375,-0.216,-0.571
'[10:55:58.142 10/11/1995]',-0.823,0.517,-0.287,62.250,22.375,-0.216,-0.571
'[10:55:58.144 10/11/1995]',-0.881,0.563,-0.287,61.850,22.325,-0.220,-0.577
'[10:55:58.146 10/11/1995]',-0.901,0.586,-0.287,61.850,22.325,-0.220,-0.577
'[10:55:58.148 10/11/1995]',-0.881,0.574,-0.273,61.850,22.325,-0.220,-0.577
'[10:55:58.150 10/11/1995]',-0.823,0.551,-0.259,61.850,22.325,-0.220,-0.577
'[10:55:58.152 10/11/1995]',-0.764,0.517,-0.230,61.500,22.375,-0.224,-0.583
'[10:55:58.154 10/11/1995]',-0.685,0.471,-0.201,61.500,22.375,-0.224,-0.583
'[10:55:58.156 10/11/1995]',-0.626,0.414,-0.172,61.500,22.375,-0.224,-0.583
'[10:55:58.158 10/11/1995]',-0.567,0.379,-0.143,61.500,22.375,-0.224,-0.583
'[10:55:58.160 10/11/1995]',-0.509,0.345,-0.107,61.050,22.375,-0.228,-0.588
'[10:55:58.162 10/11/1995]',-0.450,0.299,-0.093,61.050,22.375,-0.228,-0.588
'[10:55:58.164 10/11/1995]',-0.391,0.253,-0.064,61.050,22.375,-0.228,-0.588
'[10:55:58.166 10/11/1995]',-0.332,0.207,-0.035,61.050,22.375,-0.228,-0.588
'[10:55:58.168 10/11/1995]',-0.292,0.173,-0.021,60.550,22.275,-0.236,-0.593
'[10:55:58.170 10/11/1995]',-0.254,0.150,-0.014,60.550,22.275,-0.236,-0.593
'[10:55:58.172 10/11/1995]',-0.234,0.127,-0.007,60.550,22.275,-0.236,-0.593
'[10:55:58.174 10/11/1995]',-0.195,0.116,0.008,60.550,22.275,-0.236,-0.593
'[10:55:58.176 10/11/1995]',-0.156,0.081,0.008,60.050,22.025,-0.236,-0.596
'[10:55:58.178 10/11/1995]',-0.136,0.070,0.015,60.050,22.025,-0.236,-0.596
'[10:55:58.180 10/11/1995]',-0.077,0.035,0.022,60.050,22.025,-0.236,-0.596
'[10:55:58.182 10/11/1995]',-0.057,0.012,0.029,60.050,22.025,-0.236,-0.596
'[10:55:58.184 10/11/1995]',-0.018,0.001,0.036,59.450,21.925,-0.240,-0.599
'[10:55:58.186 10/11/1995]',0.002,-0.022,0.051,59.450,21.925,-0.240,-0.599
'[10:55:58.188 10/11/1995]',0.040,-0.033,0.065,59.450,21.925,-0.240,-0.599
'[10:55:58.190 10/11/1995]',0.060,-0.056,0.073,59.450,21.925,-0.240,-0.599
'[10:55:58.192 10/11/1995]',0.099,-0.056,0.080,58.850,21.750,-0.233,-0.602
'[10:55:58.194 10/11/1995]',0.099,-0.068,0.080,58.850,21.750,-0.233,-0.602
'[10:55:58.196 10/11/1995]',0.119,-0.068,0.087,58.850,21.750,-0.233,-0.602
'[10:55:58.198 10/11/1995]',0.139,-0.079,0.087,58.850,21.750,-0.233,-0.602
'[10:55:58.200 10/11/1995]',0.139,-0.091,0.087,58.200,21.325,-0.228,-0.604
'[10:55:58.202 10/11/1995]',0.139,-0.091,0.087,58.200,21.325,-0.228,-0.604
'[10:55:58.204 10/11/1995]',0.119,-0.079,0.080,58.200,21.325,-0.228,-0.604
'[10:55:58.206 10/11/1995]',0.139,-0.103,0.080,58.200,21.325,-0.228,-0.604
'[10:55:58.208 10/11/1995]',0.139,-0.079,0.080,57.650,20.575,-0.224,-0.606
'[10:55:58.210 10/11/1995]',0.139,-0.079,0.080,57.650,20.575,-0.224,-0.606
'[10:55:58.212 10/11/1995]',0.139,-0.091,0.087,57.650,20.575,-0.224,-0.606
'[10:55:58.214 10/11/1995]',0.139,-0.091,0.087,57.650,20.575,-0.224,-0.606
'[10:55:58.216 10/11/1995]',0.139,-0.091,0.080,57.000,19.500,-0.224,-0.609
'[10:55:58.218 10/11/1995]',0.158,-0.103,0.080,57.000,19.500,-0.224,-0.609
'[10:55:58.220 10/11/1995]',0.139,-0.091,0.073,57.000,19.500,-0.224,-0.609
'[10:55:58.222 10/11/1995]',0.139,-0.091,0.051,57.000,19.500,-0.224,-0.609
'[10:55:58.224 10/11/1995]',0.119,-0.103,0.051,56.400,18.625,-0.216,-0.612
'[10:55:58.226 10/11/1995]',0.139,-0.103,0.044,56.400,18.625,-0.216,-0.612
'[10:55:58.228 10/11/1995]',0.119,-0.103,0.044,56.400,18.625,-0.216,-0.612
'[10:55:58.230 10/11/1995]',0.119,-0.103,0.044,56.400,18.625,-0.216,-0.612
'[10:55:58.232 10/11/1995]',0.099,-0.103,0.036,55.800,18.750,-0.208,-0.616
'[10:55:58.234 10/11/1995]',0.099,-0.091,0.036,55.800,18.750,-0.208,-0.616
'[10:55:58.236 10/11/1995]',0.080,-0.079,0.036,55.800,18.750,-0.208,-0.616
'[10:55:58.238 10/11/1995]',0.099,-0.079,0.036,55.800,18.750,-0.208,-0.616
'[10:55:58.240 10/11/1995]',0.080,-0.079,0.036,55.300,20.325,-0.204,-0.624
'[10:55:58.242 10/11/1995]',0.080,-0.079,0.029,55.300,20.325,-0.204,-0.624
'[10:55:58.244 10/11/1995]',0.060,-0.068,0.022,55.300,20.325,-0.204,-0.624
'[10:55:58.246 10/11/1995]',0.060,-0.068,0.022,55.300,20.325,-0.204,-0.624
'[10:55:58.248 10/11/1995]',0.060,-0.068,0.022,54.750,22.850,-0.196,-0.634
'[10:55:58.250 10/11/1995]',0.060,-0.068,0.015,54.750,22.850,-0.196,-0.634
'[10:55:58.252 10/11/1995]',0.040,-0.068,0.015,54.750,22.850,-0.196,-0.634
'[10:55:58.254 10/11/1995]',0.060,-0.068,0.022,54.750,22.850,-0.196,-0.634
'[10:55:58.256 10/11/1995]',0.060,-0.056,0.029,54.350,24.900,-0.196,-0.646
'[10:55:58.258 10/11/1995]',0.040,-0.068,0.022,54.350,24.900,-0.196,-0.646
'[10:55:58.260 10/11/1995]',0.060,-0.068,0.029,54.350,24.900,-0.196,-0.646
'[10:55:58.262 10/11/1995]',0.040,-0.056,0.022,54.350,24.900,-0.196,-0.646
'[10:55:58.264 10/11/1995]',0.040,-0.056,0.015,53.950,25.200,-0.188,-0.661
'[10:55:58.266 10/11/1995]',0.040,-0.056,0.022,53.950,25.200,-0.188,-0.661
'[10:55:58.268 10/11/1995]',0.021,-0.045,0.015,53.950,25.200,-0.188,-0.661
'[10:55:58.270 10/11/1995]',0.021,-0.045,0.015,53.950,25.200,-0.188,-0.661
'[10:55:58.272 10/11/1995]',0.021,-0.033,0.015,53.550,23.800,-0.183,-0.678
'[10:55:58.274 10/11/1995]',0.040,-0.056,0.022,53.550,23.800,-0.183,-0.678
'[10:55:58.276 10/11/1995]',0.040,-0.056,0.022,53.550,23.800,-0.183,-0.678
'[10:55:58.278 10/11/1995]',0.021,-0.056,0.015,53.550,23.800,-0.183,-0.678
'[10:55:58.280 10/11/1995]',0.021,-0.045,0.015,53.200,21.850,-0.179,-0.698
'[10:55:58.282 10/11/1995]',0.040,-0.056,0.022,53.200,21.850,-0.179,-0.698
'[10:55:58.284 10/11/1995]',0.040,-0.068,0.022,53.200,21.850,-0.179,-0.698
'[10:55:58.286 10/11/1995]',0.040,-0.068,0.022,53.200,21.850,-0.179,-0.698
'[10:55:58.288 10/11/1995]',0.040,-0.068,0.022,52.850,21.025,-0.183,-0.719
'[10:55:58.290 10/11/1995]',0.040,-0.068,0.022,52.850,21.025,-0.183,-0.719
'[10:55:58.292 10/11/1995]',0.040,-0.068,0.029,52.850,21.025,-0.183,-0.719
'[10:55:58.294 10/11/1995]',0.040,-0.068,0.029,52.850,21.025,-0.183,-0.719
