'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:08:56.704 07/11/1995]',0.011,0.024,66.541,0.000,-0.249
'[11:08:56.706 07/11/1995]',0.011,0.023,66.541,0.000,-0.249
'[11:08:56.708 07/11/1995]',0.011,0.024,66.541,0.000,-0.249
'[11:08:56.710 07/11/1995]',0.001,0.024,66.541,0.000,-0.249
'[11:08:56.712 07/11/1995]',0.001,0.024,66.842,0.000,-0.257
'[11:08:56.714 07/11/1995]',0.001,0.023,66.842,0.000,-0.257
'[11:08:56.716 07/11/1995]',0.001,0.022,66.842,0.000,-0.257
'[11:08:56.718 07/11/1995]',0.001,0.022,66.842,0.000,-0.257
'[11:08:56.720 07/11/1995]',0.011,0.022,67.293,0.000,-0.265
'[11:08:56.722 07/11/1995]',0.011,0.022,67.293,0.000,-0.265
'[11:08:56.724 07/11/1995]',0.011,0.022,67.293,0.000,-0.265
'[11:08:56.726 07/11/1995]',0.001,0.022,67.293,0.000,-0.265
'[11:08:56.728 07/11/1995]',0.001,0.022,67.820,0.000,-0.275
'[11:08:56.730 07/11/1995]',0.001,0.023,67.820,0.000,-0.275
'[11:08:56.732 07/11/1995]',0.001,0.024,67.820,0.000,-0.275
'[11:08:56.734 07/11/1995]',0.001,0.024,67.820,0.000,-0.275
'[11:08:56.736 07/11/1995]',0.001,0.024,68.346,0.000,-0.285
'[11:08:56.738 07/11/1995]',0.011,0.024,68.346,0.000,-0.285
'[11:08:56.740 07/11/1995]',0.011,0.024,68.346,0.000,-0.285
'[11:08:56.742 07/11/1995]',0.011,0.024,68.346,0.000,-0.285
'[11:08:56.744 07/11/1995]',0.001,0.024,68.872,0.000,-0.296
'[11:08:56.746 07/11/1995]',0.001,0.023,68.872,0.000,-0.296
'[11:08:56.748 07/11/1995]',0.001,0.022,68.872,0.000,-0.296
'[11:08:56.750 07/11/1995]',0.001,0.022,68.872,0.000,-0.296
'[11:08:56.752 07/11/1995]',0.001,0.022,69.398,0.000,-0.307
'[11:08:56.754 07/11/1995]',0.011,0.022,69.398,0.000,-0.307
'[11:08:56.756 07/11/1995]',0.011,0.022,69.398,0.000,-0.307
'[11:08:56.758 07/11/1995]',0.011,0.022,69.398,0.000,-0.307
'[11:08:56.760 07/11/1995]',0.001,0.021,69.925,0.000,-0.319
'[11:08:56.762 07/11/1995]',0.001,0.021,69.925,0.000,-0.319
'[11:08:56.764 07/11/1995]',0.001,0.020,69.925,0.000,-0.319
'[11:08:56.766 07/11/1995]',0.001,0.019,69.925,0.000,-0.319
'[11:08:56.768 07/11/1995]',0.001,0.018,70.226,0.000,-0.330
'[11:08:56.770 07/11/1995]',0.001,0.017,70.226,0.000,-0.330
'[11:08:56.772 07/11/1995]',0.011,0.018,70.226,0.000,-0.330
'[11:08:56.774 07/11/1995]',0.011,0.019,70.226,0.000,-0.330
'[11:08:56.776 07/11/1995]',0.001,0.019,70.526,0.000,-0.342
'[11:08:56.778 07/11/1995]',0.001,0.020,70.526,0.000,-0.342
'[11:08:56.780 07/11/1995]',-0.010,0.020,70.526,0.000,-0.342
'[11:08:56.782 07/11/1995]',0.001,0.020,70.526,0.000,-0.342
'[11:08:56.784 07/11/1995]',0.001,0.020,70.602,0.000,-0.352
'[11:08:56.786 07/11/1995]',0.001,0.020,70.602,0.000,-0.352
'[11:08:56.788 07/11/1995]',0.011,0.020,70.602,0.000,-0.352
'[11:08:56.790 07/11/1995]',0.011,0.020,70.602,0.000,-0.352
'[11:08:56.792 07/11/1995]',0.001,0.020,70.602,0.000,-0.363
'[11:08:56.794 07/11/1995]',0.001,0.020,70.602,0.000,-0.363
'[11:08:56.796 07/11/1995]',0.001,0.019,70.602,0.000,-0.363
'[11:08:56.798 07/11/1995]',-0.010,0.019,70.602,0.000,-0.363
'[11:08:56.800 07/11/1995]',0.001,0.018,70.451,0.000,-0.373
'[11:08:56.802 07/11/1995]',0.001,0.018,70.451,0.000,-0.373
'[11:08:56.804 07/11/1995]',0.001,0.018,70.451,0.000,-0.373
'[11:08:56.806 07/11/1995]',0.001,0.019,70.451,0.000,-0.373
'[11:08:56.808 07/11/1995]',0.001,0.019,70.226,0.000,-0.383
'[11:08:56.810 07/11/1995]',0.001,0.020,70.226,0.000,-0.383
'[11:08:56.812 07/11/1995]',0.001,0.020,70.226,0.000,-0.383
'[11:08:56.814 07/11/1995]',-0.010,0.020,70.226,0.000,-0.383
'[11:08:56.816 07/11/1995]',0.001,0.020,69.850,0.000,-0.392
'[11:08:56.818 07/11/1995]',0.001,0.020,69.850,0.000,-0.392
'[11:08:56.820 07/11/1995]',0.001,0.020,69.850,0.000,-0.392
'[11:08:56.822 07/11/1995]',0.011,0.020,69.850,0.000,-0.392
'[11:08:56.824 07/11/1995]',0.011,0.021,69.398,0.000,-0.401
'[11:08:56.826 07/11/1995]',0.001,0.021,69.398,0.000,-0.401
'[11:08:56.828 07/11/1995]',0.001,0.021,69.398,0.000,-0.401
'[11:08:56.830 07/11/1995]',0.001,0.022,69.398,0.000,-0.401
'[11:08:56.832 07/11/1995]',0.001,0.022,68.872,0.000,-0.409
'[11:08:56.834 07/11/1995]',0.001,0.022,68.872,0.000,-0.409
'[11:08:56.836 07/11/1995]',0.011,0.022,68.872,0.000,-0.409
'[11:08:56.838 07/11/1995]',0.022,0.022,68.872,0.000,-0.409
'[11:08:56.840 07/11/1995]',0.022,0.021,68.346,0.000,-0.417
'[11:08:56.842 07/11/1995]',0.011,0.021,68.346,0.000,-0.417
'[11:08:56.844 07/11/1995]',0.001,0.020,68.346,0.000,-0.417
'[11:08:56.846 07/11/1995]',0.001,0.019,68.346,0.000,-0.417
'[11:08:56.848 07/11/1995]',0.001,0.018,67.669,0.000,-0.426
'[11:08:56.850 07/11/1995]',0.001,0.017,67.669,0.000,-0.426
'[11:08:56.852 07/11/1995]',0.001,0.018,67.669,0.000,-0.426
'[11:08:56.854 07/11/1995]',0.011,0.019,67.669,0.000,-0.426
'[11:08:56.856 07/11/1995]',0.011,0.021,67.068,0.000,-0.435
'[11:08:56.858 07/11/1995]',0.011,0.022,67.068,0.000,-0.435
'[11:08:56.860 07/11/1995]',0.001,0.024,67.068,0.000,-0.435
'[11:08:56.862 07/11/1995]',0.001,0.026,67.068,0.000,-0.435
'[11:08:56.864 07/11/1995]',0.001,0.028,66.391,0.000,-0.445
'[11:08:56.866 07/11/1995]',0.001,0.029,66.391,0.000,-0.445
'[11:08:56.868 07/11/1995]',0.011,0.029,66.391,0.000,-0.445
'[11:08:56.870 07/11/1995]',0.022,0.029,66.391,0.000,-0.445
'[11:08:56.872 07/11/1995]',0.022,0.029,65.639,0.000,-0.454
'[11:08:56.874 07/11/1995]',0.011,0.028,65.639,0.000,-0.454
'[11:08:56.876 07/11/1995]',0.011,0.026,65.639,0.000,-0.454
'[11:08:56.878 07/11/1995]',0.001,0.025,65.639,0.000,-0.454
'[11:08:56.880 07/11/1995]',0.001,0.024,65.038,0.000,-0.464
'[11:08:56.882 07/11/1995]',0.001,0.022,65.038,0.000,-0.464
'[11:08:56.884 07/11/1995]',0.001,0.021,65.038,0.000,-0.464
'[11:08:56.886 07/11/1995]',0.001,0.021,65.038,0.000,-0.464
'[11:08:56.888 07/11/1995]',0.001,0.021,64.361,0.000,-0.474
'[11:08:56.890 07/11/1995]',0.011,0.021,64.361,0.000,-0.474
'[11:08:56.892 07/11/1995]',0.001,0.019,64.361,0.000,-0.474
'[11:08:56.894 07/11/1995]',-0.010,0.018,64.361,0.000,-0.474
'[11:08:56.896 07/11/1995]',-0.010,0.016,63.759,0.000,-0.486
'[11:08:56.898 07/11/1995]',-0.010,0.014,63.759,0.000,-0.486
'[11:08:56.900 07/11/1995]',-0.010,0.014,63.759,0.000,-0.486
'[11:08:56.902 07/11/1995]',-0.010,0.014,63.759,0.000,-0.486
'[11:08:56.904 07/11/1995]',-0.010,0.015,63.083,0.000,-0.498
'[11:08:56.906 07/11/1995]',0.001,0.015,63.083,0.000,-0.498
'[11:08:56.908 07/11/1995]',-0.010,0.016,63.083,0.000,-0.498
'[11:08:56.910 07/11/1995]',-0.010,0.017,63.083,0.000,-0.498
'[11:08:56.912 07/11/1995]',-0.010,0.018,62.406,0.000,-0.510
'[11:08:56.914 07/11/1995]',-0.010,0.019,62.406,0.000,-0.510
'[11:08:56.916 07/11/1995]',-0.010,0.018,62.406,0.000,-0.510
'[11:08:56.918 07/11/1995]',-0.010,0.018,62.406,0.000,-0.510
'[11:08:56.920 07/11/1995]',0.001,0.018,61.805,0.000,-0.523
'[11:08:56.922 07/11/1995]',0.001,0.018,61.805,0.000,-0.523
'[11:08:56.924 07/11/1995]',0.001,0.018,61.805,0.000,-0.523
'[11:08:56.926 07/11/1995]',0.001,0.018,61.805,0.000,-0.523
'[11:08:56.928 07/11/1995]',0.001,0.018,61.128,0.000,-0.537
'[11:08:56.930 07/11/1995]',-0.010,0.018,61.128,0.000,-0.537
'[11:08:56.932 07/11/1995]',-0.010,0.018,61.128,0.000,-0.537
'[11:08:56.934 07/11/1995]',0.001,0.018,61.128,0.000,-0.537
'[11:08:56.936 07/11/1995]',0.001,0.019,60.526,0.000,-0.551
'[11:08:56.938 07/11/1995]',0.011,0.020,60.526,0.000,-0.551
'[11:08:56.940 07/11/1995]',0.011,0.025,60.526,0.000,-0.551
'[11:08:56.942 07/11/1995]',0.011,0.030,60.526,0.000,-0.551
'[11:08:56.944 07/11/1995]',0.011,0.044,59.850,0.000,-0.566
'[11:08:56.946 07/11/1995]',0.011,0.059,59.850,0.000,-0.566
'[11:08:56.948 07/11/1995]',0.011,0.089,59.850,0.000,-0.566
'[11:08:56.950 07/11/1995]',0.011,0.120,59.850,0.000,-0.566
'[11:08:56.952 07/11/1995]',0.034,0.172,59.248,0.000,-0.580
'[11:08:56.954 07/11/1995]',0.067,0.225,59.248,0.000,-0.580
'[11:08:56.956 07/11/1995]',0.111,0.296,59.248,0.000,-0.580
'[11:08:56.958 07/11/1995]',0.176,0.367,59.248,0.000,-0.580
'[11:08:56.960 07/11/1995]',0.253,0.440,58.647,0.000,-0.595
'[11:08:56.962 07/11/1995]',0.330,0.513,58.647,0.000,-0.595
'[11:08:56.964 07/11/1995]',0.406,0.568,58.647,0.000,-0.595
'[11:08:56.966 07/11/1995]',0.483,0.623,58.647,0.000,-0.595
'[11:08:56.968 07/11/1995]',0.549,0.643,58.120,0.000,-0.609
'[11:08:56.970 07/11/1995]',0.593,0.664,58.120,0.000,-0.609
'[11:08:56.972 07/11/1995]',0.615,0.647,58.120,0.000,-0.609
'[11:08:56.974 07/11/1995]',0.604,0.631,58.120,0.000,-0.609
'[11:08:56.976 07/11/1995]',0.571,0.584,57.594,0.000,-0.622
'[11:08:56.978 07/11/1995]',0.527,0.537,57.594,0.000,-0.622
'[11:08:56.980 07/11/1995]',0.462,0.473,57.594,0.000,-0.622
'[11:08:56.982 07/11/1995]',0.396,0.410,57.594,0.000,-0.622
'[11:08:56.984 07/11/1995]',0.297,0.344,56.992,0.000,-0.633
'[11:08:56.986 07/11/1995]',0.209,0.279,56.992,0.000,-0.633
'[11:08:56.988 07/11/1995]',0.143,0.222,56.992,0.000,-0.633
'[11:08:56.990 07/11/1995]',0.077,0.165,56.992,0.000,-0.633
'[11:08:56.992 07/11/1995]',0.011,0.122,56.466,0.000,-0.645
'[11:08:56.994 07/11/1995]',-0.043,0.079,56.466,0.000,-0.645
'[11:08:56.996 07/11/1995]',-0.087,0.050,56.466,0.000,-0.645
'[11:08:56.998 07/11/1995]',-0.109,0.021,56.466,0.000,-0.645
'[11:08:57.000 07/11/1995]',-0.109,0.004,55.940,0.000,-0.655
'[11:08:57.002 07/11/1995]',-0.087,-0.014,55.940,0.000,-0.655
'[11:08:57.004 07/11/1995]',-0.087,-0.024,55.940,0.000,-0.655
'[11:08:57.006 07/11/1995]',-0.076,-0.034,55.940,0.000,-0.655
'[11:08:57.008 07/11/1995]',-0.076,-0.038,55.414,0.000,-0.665
'[11:08:57.010 07/11/1995]',-0.076,-0.042,55.414,0.000,-0.665
'[11:08:57.012 07/11/1995]',-0.076,-0.043,55.414,0.000,-0.665
'[11:08:57.014 07/11/1995]',-0.076,-0.045,55.414,0.000,-0.665
'[11:08:57.016 07/11/1995]',-0.076,-0.045,54.962,0.000,-0.673
'[11:08:57.018 07/11/1995]',-0.054,-0.045,54.962,0.000,-0.673
'[11:08:57.020 07/11/1995]',-0.043,-0.044,54.962,0.000,-0.673
'[11:08:57.022 07/11/1995]',-0.043,-0.043,54.962,0.000,-0.673
'[11:08:57.024 07/11/1995]',-0.043,-0.042,54.662,0.000,-0.681
'[11:08:57.026 07/11/1995]',-0.054,-0.041,54.662,0.000,-0.681
'[11:08:57.028 07/11/1995]',-0.054,-0.041,54.662,0.000,-0.681
'[11:08:57.030 07/11/1995]',-0.054,-0.040,54.662,0.000,-0.681
'[11:08:57.032 07/11/1995]',-0.054,-0.040,54.286,0.000,-0.689
'[11:08:57.034 07/11/1995]',-0.054,-0.040,54.286,0.000,-0.689
'[11:08:57.036 07/11/1995]',-0.043,-0.041,54.286,0.000,-0.689
'[11:08:57.038 07/11/1995]',-0.032,-0.041,54.286,0.000,-0.689
'[11:08:57.040 07/11/1995]',-0.032,-0.042,53.910,0.000,-0.694
'[11:08:57.042 07/11/1995]',-0.043,-0.043,53.910,0.000,-0.694
'[11:08:57.044 07/11/1995]',-0.054,-0.043,53.910,0.000,-0.694
'[11:08:57.046 07/11/1995]',-0.054,-0.044,53.910,0.000,-0.694
'[11:08:57.048 07/11/1995]',-0.054,-0.044,53.534,0.000,-0.699
'[11:08:57.050 07/11/1995]',-0.054,-0.045,53.534,0.000,-0.699
'[11:08:57.052 07/11/1995]',-0.043,-0.044,53.534,0.000,-0.699
'[11:08:57.054 07/11/1995]',-0.032,-0.044,53.534,0.000,-0.699
'[11:08:57.056 07/11/1995]',-0.032,-0.044,53.308,0.000,-0.702
'[11:08:57.058 07/11/1995]',-0.032,-0.044,53.308,0.000,-0.702
'[11:08:57.060 07/11/1995]',-0.043,-0.044,53.308,0.000,-0.702
'[11:08:57.062 07/11/1995]',-0.054,-0.044,53.308,0.000,-0.702
'[11:08:57.064 07/11/1995]',-0.054,-0.044,53.008,0.000,-0.704
'[11:08:57.066 07/11/1995]',-0.054,-0.044,53.008,0.000,-0.704
'[11:08:57.068 07/11/1995]',-0.054,-0.044,53.008,0.000,-0.704
'[11:08:57.070 07/11/1995]',-0.043,-0.045,53.008,0.000,-0.704
'[11:08:57.072 07/11/1995]',-0.043,-0.046,52.782,0.000,-0.705
'[11:08:57.074 07/11/1995]',-0.043,-0.047,52.782,0.000,-0.705
'[11:08:57.076 07/11/1995]',-0.054,-0.048,52.782,0.000,-0.705
'[11:08:57.078 07/11/1995]',-0.054,-0.048,52.782,0.000,-0.705
'[11:08:57.080 07/11/1995]',-0.065,-0.048,52.556,0.000,-0.704
'[11:08:57.082 07/11/1995]',-0.054,-0.048,52.556,0.000,-0.704
'[11:08:57.084 07/11/1995]',-0.054,-0.048,52.556,0.000,-0.704
'[11:08:57.086 07/11/1995]',-0.043,-0.048,52.556,0.000,-0.704
'[11:08:57.088 07/11/1995]',-0.043,-0.048,52.331,0.000,-0.701
'[11:08:57.090 07/11/1995]',-0.043,-0.048,52.331,0.000,-0.701
'[11:08:57.092 07/11/1995]',-0.043,-0.048,52.331,0.000,-0.701
'[11:08:57.094 07/11/1995]',-0.054,-0.048,52.331,0.000,-0.701
'[11:08:57.096 07/11/1995]',-0.065,-0.048,52.180,0.000,-0.698
'[11:08:57.098 07/11/1995]',-0.065,-0.048,52.180,0.000,-0.698
'[11:08:57.100 07/11/1995]',-0.054,-0.049,52.180,0.000,-0.698
'[11:08:57.102 07/11/1995]',-0.054,-0.049,52.180,0.000,-0.698
'[11:08:57.104 07/11/1995]',-0.043,-0.050,51.955,0.000,-0.693
'[11:08:57.106 07/11/1995]',-0.032,-0.050,51.955,0.000,-0.693
'[11:08:57.108 07/11/1995]',-0.043,-0.050,51.955,0.000,-0.693
'[11:08:57.110 07/11/1995]',-0.054,-0.049,51.955,0.000,-0.693
'[11:08:57.112 07/11/1995]',-0.054,-0.049,51.880,0.000,-0.687
'[11:08:57.114 07/11/1995]',-0.054,-0.048,51.880,0.000,-0.687
'[11:08:57.116 07/11/1995]',-0.054,-0.048,51.880,0.000,-0.687
'[11:08:57.118 07/11/1995]',-0.054,-0.048,51.880,0.000,-0.687
'[11:08:57.120 07/11/1995]',-0.043,-0.048,51.729,0.000,-0.680
'[11:08:57.122 07/11/1995]',-0.032,-0.048,51.729,0.000,-0.680
'[11:08:57.124 07/11/1995]',-0.032,-0.048,51.729,0.000,-0.680
'[11:08:57.126 07/11/1995]',-0.043,-0.048,51.729,0.000,-0.680
'[11:08:57.128 07/11/1995]',-0.054,-0.048,51.654,0.000,-0.672
'[11:08:57.130 07/11/1995]',-0.054,-0.048,51.654,0.000,-0.672
'[11:08:57.132 07/11/1995]',-0.054,-0.049,51.654,0.000,-0.672
'[11:08:57.134 07/11/1995]',-0.043,-0.049,51.654,0.000,-0.672
'[11:08:57.136 07/11/1995]',-0.032,-0.050,51.504,0.000,-0.665
'[11:08:57.138 07/11/1995]',-0.032,-0.051,51.504,0.000,-0.665
'[11:08:57.140 07/11/1995]',-0.032,-0.051,51.504,0.000,-0.665
'[11:08:57.142 07/11/1995]',-0.032,-0.052,51.504,0.000,-0.665
'[11:08:57.144 07/11/1995]',-0.054,-0.052,51.579,0.000,-0.657
'[11:08:57.146 07/11/1995]',-0.054,-0.052,51.579,0.000,-0.657
'[11:08:57.148 07/11/1995]',-0.054,-0.052,51.579,0.000,-0.657
'[11:08:57.150 07/11/1995]',-0.043,-0.052,51.579,0.000,-0.657
'[11:08:57.152 07/11/1995]',-0.032,-0.053,52.030,0.000,-0.649
'[11:08:57.154 07/11/1995]',-0.032,-0.054,52.030,0.000,-0.649
'[11:08:57.156 07/11/1995]',-0.032,-0.054,52.030,0.000,-0.649
'[11:08:57.158 07/11/1995]',-0.032,-0.055,52.030,0.000,-0.649
'[11:08:57.160 07/11/1995]',-0.043,-0.056,53.534,0.000,-0.641
'[11:08:57.162 07/11/1995]',-0.043,-0.056,53.534,0.000,-0.641
'[11:08:57.164 07/11/1995]',-0.054,-0.058,53.534,0.000,-0.641
'[11:08:57.166 07/11/1995]',-0.043,-0.059,53.534,0.000,-0.641
'[11:08:57.168 07/11/1995]',-0.043,-0.059,56.617,0.000,-0.633
'[11:08:57.170 07/11/1995]',-0.032,-0.059,56.617,0.000,-0.633
'[11:08:57.172 07/11/1995]',-0.032,-0.059,56.617,0.000,-0.633
'[11:08:57.174 07/11/1995]',-0.021,-0.059,56.617,0.000,-0.633
'[11:08:57.176 07/11/1995]',-0.032,-0.059,61.429,0.000,-0.626
'[11:08:57.178 07/11/1995]',-0.032,-0.059,61.429,0.000,-0.626
'[11:08:57.180 07/11/1995]',-0.043,-0.059,61.429,0.000,-0.626
'[11:08:57.182 07/11/1995]',-0.043,-0.059,61.429,0.000,-0.626
'[11:08:57.184 07/11/1995]',-0.032,-0.059,67.444,0.000,-0.619
'[11:08:57.186 07/11/1995]',-0.032,-0.059,67.444,0.000,-0.619
'[11:08:57.188 07/11/1995]',-0.021,-0.059,67.444,0.000,-0.619
'[11:08:57.190 07/11/1995]',-0.021,-0.060,67.444,0.000,-0.619
'[11:08:57.192 07/11/1995]',-0.021,-0.061,73.985,0.000,-0.612
'[11:08:57.194 07/11/1995]',-0.032,-0.062,73.985,0.000,-0.612
'[11:08:57.196 07/11/1995]',-0.043,-0.063,73.985,0.000,-0.612
'[11:08:57.198 07/11/1995]',-0.043,-0.064,73.985,0.000,-0.612
'[11:08:57.200 07/11/1995]',-0.043,-0.065,80.677,0.000,-0.605
'[11:08:57.202 07/11/1995]',-0.032,-0.066,80.677,0.000,-0.605
'[11:08:57.204 07/11/1995]',-0.021,-0.066,80.677,0.000,-0.605
'[11:08:57.206 07/11/1995]',-0.021,-0.066,80.677,0.000,-0.605
'[11:08:57.208 07/11/1995]',-0.021,-0.066,87.368,0.000,-0.599
'[11:08:57.210 07/11/1995]',-0.032,-0.066,87.368,0.000,-0.599
'[11:08:57.212 07/11/1995]',-0.043,-0.066,87.368,0.000,-0.599
'[11:08:57.214 07/11/1995]',-0.043,-0.066,87.368,0.000,-0.599
'[11:08:57.216 07/11/1995]',-0.043,-0.066,93.985,0.000,-0.593
'[11:08:57.218 07/11/1995]',-0.032,-0.066,93.985,0.000,-0.593
'[11:08:57.220 07/11/1995]',-0.021,-0.066,93.985,0.000,-0.593
'[11:08:57.222 07/11/1995]',-0.021,-0.066,93.985,0.000,-0.593
'[11:08:57.224 07/11/1995]',-0.021,-0.066,100.226,0.000,-0.588
'[11:08:57.226 07/11/1995]',-0.032,-0.066,100.226,0.000,-0.588
'[11:08:57.228 07/11/1995]',-0.032,-0.067,100.226,0.000,-0.588
'[11:08:57.230 07/11/1995]',-0.043,-0.067,100.226,0.000,-0.588
'[11:08:57.232 07/11/1995]',-0.043,-0.068,105.714,0.000,-0.584
'[11:08:57.234 07/11/1995]',-0.032,-0.069,105.714,0.000,-0.584
'[11:08:57.236 07/11/1995]',-0.032,-0.069,105.714,0.000,-0.584
'[11:08:57.238 07/11/1995]',-0.021,-0.069,105.714,0.000,-0.584
'[11:08:57.240 07/11/1995]',-0.021,-0.068,110.301,0.000,-0.581
'[11:08:57.242 07/11/1995]',-0.032,-0.066,110.301,0.000,-0.581
'[11:08:57.244 07/11/1995]',-0.032,-0.064,110.301,0.000,-0.581
'[11:08:57.246 07/11/1995]',-0.043,-0.062,110.301,0.000,-0.581
'[11:08:57.248 07/11/1995]',-0.043,-0.060,113.835,0.000,-0.579
'[11:08:57.250 07/11/1995]',-0.032,-0.059,113.835,0.000,-0.579
'[11:08:57.252 07/11/1995]',-0.021,-0.058,113.835,0.000,-0.579
'[11:08:57.254 07/11/1995]',-0.010,-0.057,113.835,0.000,-0.579
'[11:08:57.256 07/11/1995]',-0.010,-0.057,116.316,0.000,-0.578
'[11:08:57.258 07/11/1995]',-0.021,-0.056,116.316,0.000,-0.578
'[11:08:57.260 07/11/1995]',-0.032,-0.056,116.316,0.000,-0.578
'[11:08:57.262 07/11/1995]',-0.043,-0.055,116.316,0.000,-0.578
'[11:08:57.264 07/11/1995]',-0.043,-0.054,117.820,0.000,-0.576
'[11:08:57.266 07/11/1995]',-0.043,-0.054,117.820,0.000,-0.576
'[11:08:57.268 07/11/1995]',-0.032,-0.052,117.820,0.000,-0.576
'[11:08:57.270 07/11/1995]',-0.032,-0.051,117.820,0.000,-0.576
'[11:08:57.272 07/11/1995]',-0.021,-0.049,118.571,0.000,-0.575
'[11:08:57.274 07/11/1995]',-0.021,-0.047,118.571,0.000,-0.575
'[11:08:57.276 07/11/1995]',-0.032,-0.044,118.571,0.000,-0.575
'[11:08:57.278 07/11/1995]',-0.032,-0.042,118.571,0.000,-0.575
'[11:08:57.280 07/11/1995]',-0.032,-0.040,118.722,0.000,-0.574
'[11:08:57.282 07/11/1995]',-0.032,-0.037,118.722,0.000,-0.574
'[11:08:57.284 07/11/1995]',-0.032,-0.034,118.722,0.000,-0.574
'[11:08:57.286 07/11/1995]',-0.021,-0.031,118.722,0.000,-0.574
'[11:08:57.288 07/11/1995]',-0.010,-0.028,118.271,0.000,-0.573
'[11:08:57.290 07/11/1995]',-0.010,-0.025,118.271,0.000,-0.573
'[11:08:57.292 07/11/1995]',-0.010,-0.023,118.271,0.000,-0.573
'[11:08:57.294 07/11/1995]',-0.021,-0.021,118.271,0.000,-0.573
'[11:08:57.296 07/11/1995]',-0.032,-0.019,117.444,0.000,-0.572
'[11:08:57.298 07/11/1995]',-0.032,-0.017,117.444,0.000,-0.572
'[11:08:57.300 07/11/1995]',-0.021,-0.014,117.444,0.000,-0.572
'[11:08:57.302 07/11/1995]',-0.010,-0.011,117.444,0.000,-0.572
'[11:08:57.304 07/11/1995]',0.001,-0.009,116.541,0.000,-0.570
'[11:08:57.306 07/11/1995]',0.001,-0.006,116.541,0.000,-0.570
'[11:08:57.308 07/11/1995]',-0.010,-0.004,116.541,0.000,-0.570
'[11:08:57.310 07/11/1995]',-0.010,-0.002,116.541,0.000,-0.570
'[11:08:57.312 07/11/1995]',-0.010,0.001,115.564,0.000,-0.568
'[11:08:57.314 07/11/1995]',-0.021,0.003,115.564,0.000,-0.568
'[11:08:57.316 07/11/1995]',-0.010,0.005,115.564,0.000,-0.568
'[11:08:57.318 07/11/1995]',-0.010,0.008,115.564,0.000,-0.568
'[11:08:57.320 07/11/1995]',0.001,0.009,114.436,0.000,-0.566
'[11:08:57.322 07/11/1995]',0.001,0.011,114.436,0.000,-0.566
'[11:08:57.324 07/11/1995]',0.001,0.011,114.436,0.000,-0.566
'[11:08:57.326 07/11/1995]',-0.010,0.012,114.436,0.000,-0.566
'[11:08:57.328 07/11/1995]',-0.010,0.013,113.158,0.000,-0.562
'[11:08:57.330 07/11/1995]',-0.010,0.014,113.158,0.000,-0.562
'[11:08:57.332 07/11/1995]',-0.010,0.015,113.158,0.000,-0.562
'[11:08:57.334 07/11/1995]',-0.010,0.015,113.158,0.000,-0.562
'[11:08:57.336 07/11/1995]',0.001,0.015,111.654,0.000,-0.557
'[11:08:57.338 07/11/1995]',0.001,0.015,111.654,0.000,-0.557
'[11:08:57.340 07/11/1995]',0.001,0.016,111.654,0.000,-0.557
'[11:08:57.342 07/11/1995]',0.001,0.017,111.654,0.000,-0.557
'[11:08:57.344 07/11/1995]',-0.010,0.018,109.925,0.000,-0.552
'[11:08:57.346 07/11/1995]',-0.010,0.019,109.925,0.000,-0.552
'[11:08:57.348 07/11/1995]',-0.010,0.018,109.925,0.000,-0.552
'[11:08:57.350 07/11/1995]',-0.010,0.018,109.925,0.000,-0.552
'[11:08:57.352 07/11/1995]',0.001,0.018,107.970,0.000,-0.547
'[11:08:57.354 07/11/1995]',0.001,0.018,107.970,0.000,-0.547
'[11:08:57.356 07/11/1995]',0.001,0.018,107.970,0.000,-0.547
'[11:08:57.358 07/11/1995]',0.001,0.019,107.970,0.000,-0.547
'[11:08:57.360 07/11/1995]',0.001,0.020,105.639,0.000,-0.540
'[11:08:57.362 07/11/1995]',-0.010,0.021,105.639,0.000,-0.540
'[11:08:57.364 07/11/1995]',-0.010,0.021,105.639,0.000,-0.540
'[11:08:57.366 07/11/1995]',-0.010,0.022,105.639,0.000,-0.540
'[11:08:57.368 07/11/1995]',0.001,0.022,103.158,0.000,-0.533
'[11:08:57.370 07/11/1995]',0.001,0.022,103.158,0.000,-0.533
'[11:08:57.372 07/11/1995]',0.001,0.022,103.158,0.000,-0.533
'[11:08:57.374 07/11/1995]',0.001,0.022,103.158,0.000,-0.533
'[11:08:57.376 07/11/1995]',0.001,0.022,100.376,0.000,-0.526
'[11:08:57.378 07/11/1995]',-0.010,0.022,100.376,0.000,-0.526
'[11:08:57.380 07/11/1995]',-0.010,0.022,100.376,0.000,-0.526
'[11:08:57.382 07/11/1995]',-0.010,0.023,100.376,0.000,-0.526
'[11:08:57.384 07/11/1995]',0.001,0.024,97.444,0.000,-0.518
'[11:08:57.386 07/11/1995]',0.001,0.024,97.444,0.000,-0.518
'[11:08:57.388 07/11/1995]',0.001,0.024,97.444,0.000,-0.518
'[11:08:57.390 07/11/1995]',0.011,0.024,97.444,0.000,-0.518
'[11:08:57.392 07/11/1995]',0.001,0.024,94.286,0.000,-0.511
'[11:08:57.394 07/11/1995]',0.001,0.024,94.286,0.000,-0.511
'[11:08:57.396 07/11/1995]',0.001,0.024,94.286,0.000,-0.511
'[11:08:57.398 07/11/1995]',0.001,0.023,94.286,0.000,-0.511
'[11:08:57.400 07/11/1995]',0.001,0.022,90.902,0.000,-0.504
