'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:36:57.824 02/03/1995]',0.135,0.113,0.176,99.900,33.625,-0.374,0.770
'[15:36:57.826 02/03/1995]',0.135,0.112,0.175,99.900,33.625,-0.374,0.770
'[15:36:57.828 02/03/1995]',0.135,0.111,0.173,99.900,33.625,-0.374,0.770
'[15:36:57.830 02/03/1995]',0.134,0.110,0.171,99.900,33.625,-0.374,0.770
'[15:36:57.832 02/03/1995]',0.133,0.110,0.169,103.550,34.850,-0.340,0.783
'[15:36:57.834 02/03/1995]',0.132,0.109,0.167,103.550,34.850,-0.340,0.783
'[15:36:57.836 02/03/1995]',0.131,0.108,0.165,103.550,34.850,-0.340,0.783
'[15:36:57.838 02/03/1995]',0.130,0.108,0.162,103.550,34.850,-0.340,0.783
'[15:36:57.840 02/03/1995]',0.128,0.107,0.159,106.950,35.725,-0.298,0.796
'[15:36:57.842 02/03/1995]',0.126,0.106,0.156,106.950,35.725,-0.298,0.796
'[15:36:57.844 02/03/1995]',0.122,0.105,0.151,106.950,35.725,-0.298,0.796
'[15:36:57.846 02/03/1995]',0.119,0.104,0.147,106.950,35.725,-0.298,0.796
'[15:36:57.848 02/03/1995]',0.115,0.102,0.142,110.000,36.200,-0.242,0.807
'[15:36:57.850 02/03/1995]',0.111,0.099,0.138,110.000,36.200,-0.242,0.807
'[15:36:57.852 02/03/1995]',0.107,0.097,0.133,110.000,36.200,-0.242,0.807
'[15:36:57.854 02/03/1995]',0.104,0.095,0.128,110.000,36.200,-0.242,0.807
'[15:36:57.856 02/03/1995]',0.101,0.091,0.123,112.600,36.200,-0.180,0.819
'[15:36:57.858 02/03/1995]',0.097,0.088,0.118,112.600,36.200,-0.180,0.819
'[15:36:57.860 02/03/1995]',0.093,0.085,0.112,112.600,36.200,-0.180,0.819
'[15:36:57.862 02/03/1995]',0.089,0.082,0.106,112.600,36.200,-0.180,0.819
'[15:36:57.864 02/03/1995]',0.084,0.081,0.100,114.550,35.975,-0.106,0.829
'[15:36:57.866 02/03/1995]',0.078,0.079,0.093,114.550,35.975,-0.106,0.829
'[15:36:57.868 02/03/1995]',0.072,0.077,0.086,114.550,35.975,-0.106,0.829
'[15:36:57.870 02/03/1995]',0.066,0.076,0.080,114.550,35.975,-0.106,0.829
'[15:36:57.872 02/03/1995]',0.061,0.074,0.073,115.750,35.425,-0.024,0.840
'[15:36:57.874 02/03/1995]',0.057,0.072,0.066,115.750,35.425,-0.024,0.840
'[15:36:57.876 02/03/1995]',0.053,0.070,0.059,115.750,35.425,-0.024,0.840
'[15:36:57.878 02/03/1995]',0.049,0.067,0.053,115.750,35.425,-0.024,0.840
'[15:36:57.880 02/03/1995]',0.045,0.065,0.047,116.300,34.725,0.064,0.850
'[15:36:57.882 02/03/1995]',0.042,0.062,0.041,116.300,34.725,0.064,0.850
'[15:36:57.884 02/03/1995]',0.038,0.059,0.035,116.300,34.725,0.064,0.850
'[15:36:57.886 02/03/1995]',0.034,0.057,0.030,116.300,34.725,0.064,0.850
'[15:36:57.888 02/03/1995]',0.030,0.056,0.025,116.050,33.925,0.156,0.861
'[15:36:57.890 02/03/1995]',0.027,0.054,0.021,116.050,33.925,0.156,0.861
'[15:36:57.892 02/03/1995]',0.024,0.052,0.018,116.050,33.925,0.156,0.861
'[15:36:57.894 02/03/1995]',0.021,0.050,0.016,116.050,33.925,0.156,0.861
'[15:36:57.896 02/03/1995]',0.019,0.048,0.015,115.250,32.975,0.246,0.872
'[15:36:57.898 02/03/1995]',0.018,0.045,0.013,115.250,32.975,0.246,0.872
'[15:36:57.900 02/03/1995]',0.017,0.043,0.011,115.250,32.975,0.246,0.872
'[15:36:57.902 02/03/1995]',0.016,0.041,0.010,115.250,32.975,0.246,0.872
'[15:36:57.904 02/03/1995]',0.015,0.040,0.007,113.800,31.975,0.332,0.882
'[15:36:57.906 02/03/1995]',0.015,0.038,0.005,113.800,31.975,0.332,0.882
'[15:36:57.908 02/03/1995]',0.014,0.037,0.002,113.800,31.975,0.332,0.882
'[15:36:57.910 02/03/1995]',0.013,0.036,-0.001,113.800,31.975,0.332,0.882
'[15:36:57.912 02/03/1995]',0.012,0.036,-0.003,111.950,30.800,0.414,0.892
'[15:36:57.914 02/03/1995]',0.011,0.036,-0.005,111.950,30.800,0.414,0.892
'[15:36:57.916 02/03/1995]',0.010,0.036,-0.006,111.950,30.800,0.414,0.892
'[15:36:57.918 02/03/1995]',0.009,0.036,-0.008,111.950,30.800,0.414,0.892
'[15:36:57.920 02/03/1995]',0.009,0.035,-0.009,109.650,29.700,0.482,0.900
'[15:36:57.922 02/03/1995]',0.008,0.035,-0.010,109.650,29.700,0.482,0.900
'[15:36:57.924 02/03/1995]',0.006,0.034,-0.009,109.650,29.700,0.482,0.900
'[15:36:57.926 02/03/1995]',0.005,0.033,-0.008,109.650,29.700,0.482,0.900
'[15:36:57.928 02/03/1995]',0.005,0.033,-0.007,106.950,28.700,0.540,0.908
'[15:36:57.930 02/03/1995]',0.005,0.032,-0.006,106.950,28.700,0.540,0.908
'[15:36:57.932 02/03/1995]',0.005,0.033,-0.004,106.950,28.700,0.540,0.908
'[15:36:57.934 02/03/1995]',0.006,0.033,-0.003,106.950,28.700,0.540,0.908
'[15:36:57.936 02/03/1995]',0.007,0.035,-0.002,103.850,27.700,0.586,0.916
'[15:36:57.938 02/03/1995]',0.008,0.037,-0.001,103.850,27.700,0.586,0.916
'[15:36:57.940 02/03/1995]',0.009,0.039,0.000,103.850,27.700,0.586,0.916
'[15:36:57.942 02/03/1995]',0.010,0.041,0.001,103.850,27.700,0.586,0.916
'[15:36:57.944 02/03/1995]',0.011,0.042,0.002,100.450,26.525,0.614,0.925
'[15:36:57.946 02/03/1995]',0.012,0.043,0.003,100.450,26.525,0.614,0.925
'[15:36:57.948 02/03/1995]',0.013,0.043,0.003,100.450,26.525,0.614,0.925
'[15:36:57.950 02/03/1995]',0.014,0.043,0.003,100.450,26.525,0.614,0.925
'[15:36:57.952 02/03/1995]',0.015,0.042,0.004,96.950,25.475,0.626,0.935
'[15:36:57.954 02/03/1995]',0.015,0.041,0.004,96.950,25.475,0.626,0.935
'[15:36:57.956 02/03/1995]',0.015,0.040,0.005,96.950,25.475,0.626,0.935
'[15:36:57.958 02/03/1995]',0.014,0.039,0.006,96.950,25.475,0.626,0.935
'[15:36:57.960 02/03/1995]',0.014,0.038,0.007,93.500,24.650,0.626,0.947
'[15:36:57.962 02/03/1995]',0.014,0.037,0.009,93.500,24.650,0.626,0.947
'[15:36:57.964 02/03/1995]',0.014,0.038,0.009,93.500,24.650,0.626,0.947
'[15:36:57.966 02/03/1995]',0.014,0.039,0.010,93.500,24.650,0.626,0.947
'[15:36:57.968 02/03/1995]',0.014,0.041,0.011,90.500,24.175,0.614,0.958
'[15:36:57.970 02/03/1995]',0.014,0.042,0.012,90.500,24.175,0.614,0.958
'[15:36:57.972 02/03/1995]',0.014,0.044,0.013,90.500,24.175,0.614,0.958
'[15:36:57.974 02/03/1995]',0.014,0.047,0.014,90.500,24.175,0.614,0.958
'[15:36:57.976 02/03/1995]',0.014,0.050,0.015,88.050,24.000,0.584,0.969
'[15:36:57.978 02/03/1995]',0.014,0.052,0.015,88.050,24.000,0.584,0.969
'[15:36:57.980 02/03/1995]',0.015,0.055,0.015,88.050,24.000,0.584,0.969
'[15:36:57.982 02/03/1995]',0.015,0.058,0.014,88.050,24.000,0.584,0.969
'[15:36:57.984 02/03/1995]',0.016,0.063,0.014,86.100,24.375,0.542,0.979
'[15:36:57.986 02/03/1995]',0.017,0.068,0.014,86.100,24.375,0.542,0.979
'[15:36:57.988 02/03/1995]',0.019,0.075,0.014,86.100,24.375,0.542,0.979
'[15:36:57.990 02/03/1995]',0.021,0.083,0.014,86.100,24.375,0.542,0.979
'[15:36:57.992 02/03/1995]',0.023,0.090,0.014,84.700,25.350,0.490,0.989
'[15:36:57.994 02/03/1995]',0.025,0.098,0.014,84.700,25.350,0.490,0.989
'[15:36:57.996 02/03/1995]',0.028,0.105,0.014,84.700,25.350,0.490,0.989
'[15:36:57.998 02/03/1995]',0.030,0.113,0.014,84.700,25.350,0.490,0.989
'[15:36:58.000 02/03/1995]',0.032,0.119,0.015,83.750,27.050,0.408,0.999
'[15:36:58.002 02/03/1995]',0.033,0.125,0.015,83.750,27.050,0.408,0.999
'[15:36:58.004 02/03/1995]',0.035,0.130,0.016,83.750,27.050,0.408,0.999
'[15:36:58.006 02/03/1995]',0.037,0.135,0.017,83.750,27.050,0.408,0.999
'[15:36:58.008 02/03/1995]',0.039,0.139,0.018,83.350,29.225,0.340,1.009
'[15:36:58.010 02/03/1995]',0.041,0.143,0.020,83.350,29.225,0.340,1.009
'[15:36:58.012 02/03/1995]',0.042,0.148,0.021,83.350,29.225,0.340,1.009
'[15:36:58.014 02/03/1995]',0.043,0.153,0.022,83.350,29.225,0.340,1.009
'[15:36:58.016 02/03/1995]',0.044,0.157,0.025,83.300,31.500,0.266,1.020
'[15:36:58.018 02/03/1995]',0.045,0.161,0.027,83.300,31.500,0.266,1.020
'[15:36:58.020 02/03/1995]',0.046,0.163,0.029,83.300,31.500,0.266,1.020
'[15:36:58.022 02/03/1995]',0.047,0.165,0.032,83.300,31.500,0.266,1.020
'[15:36:58.024 02/03/1995]',0.047,0.165,0.033,83.700,33.500,0.190,1.024
'[15:36:58.026 02/03/1995]',0.047,0.164,0.033,83.700,33.500,0.190,1.024
'[15:36:58.028 02/03/1995]',0.047,0.161,0.033,83.700,33.500,0.190,1.024
'[15:36:58.030 02/03/1995]',0.047,0.158,0.032,83.700,33.500,0.190,1.024
'[15:36:58.032 02/03/1995]',0.046,0.153,0.030,84.400,35.075,0.116,1.024
'[15:36:58.034 02/03/1995]',0.046,0.148,0.029,84.400,35.075,0.116,1.024
'[15:36:58.036 02/03/1995]',0.044,0.141,0.028,84.400,35.075,0.116,1.024
'[15:36:58.038 02/03/1995]',0.042,0.135,0.027,84.400,35.075,0.116,1.024
'[15:36:58.040 02/03/1995]',0.039,0.128,0.025,85.300,36.075,0.046,1.024
'[15:36:58.042 02/03/1995]',0.036,0.120,0.022,85.300,36.075,0.046,1.024
'[15:36:58.044 02/03/1995]',0.033,0.111,0.020,85.300,36.075,0.046,1.024
'[15:36:58.046 02/03/1995]',0.030,0.102,0.018,85.300,36.075,0.046,1.024
'[15:36:58.048 02/03/1995]',0.028,0.093,0.017,86.300,36.325,-0.018,1.024
'[15:36:58.050 02/03/1995]',0.025,0.085,0.016,86.300,36.325,-0.018,1.024
'[15:36:58.052 02/03/1995]',0.023,0.077,0.015,86.300,36.325,-0.018,1.024
'[15:36:58.054 02/03/1995]',0.021,0.070,0.015,86.300,36.325,-0.018,1.024
'[15:36:58.056 02/03/1995]',0.019,0.065,0.014,87.300,35.675,-0.074,1.024
'[15:36:58.058 02/03/1995]',0.017,0.060,0.013,87.300,35.675,-0.074,1.024
'[15:36:58.060 02/03/1995]',0.015,0.056,0.011,87.300,35.675,-0.074,1.024
'[15:36:58.062 02/03/1995]',0.013,0.052,0.010,87.300,35.675,-0.074,1.024
'[15:36:58.064 02/03/1995]',0.012,0.049,0.008,88.150,34.025,-0.120,1.024
'[15:36:58.066 02/03/1995]',0.011,0.045,0.006,88.150,34.025,-0.120,1.024
'[15:36:58.068 02/03/1995]',0.009,0.041,0.004,88.150,34.025,-0.120,1.024
'[15:36:58.070 02/03/1995]',0.008,0.036,0.001,88.150,34.025,-0.120,1.024
'[15:36:58.072 02/03/1995]',0.006,0.032,-0.002,89.000,31.875,-0.152,1.024
'[15:36:58.074 02/03/1995]',0.004,0.028,-0.004,89.000,31.875,-0.152,1.024
'[15:36:58.076 02/03/1995]',0.003,0.026,-0.006,89.000,31.875,-0.152,1.024
'[15:36:58.078 02/03/1995]',0.001,0.024,-0.008,89.000,31.875,-0.152,1.024
'[15:36:58.080 02/03/1995]',-0.001,0.022,-0.008,89.600,29.625,-0.174,1.024
'[15:36:58.082 02/03/1995]',-0.003,0.021,-0.008,89.600,29.625,-0.174,1.024
'[15:36:58.084 02/03/1995]',-0.004,0.020,-0.007,89.600,29.625,-0.174,1.024
'[15:36:58.086 02/03/1995]',-0.006,0.019,-0.007,89.600,29.625,-0.174,1.024
'[15:36:58.088 02/03/1995]',-0.006,0.018,-0.007,90.100,27.650,-0.184,1.024
'[15:36:58.090 02/03/1995]',-0.006,0.017,-0.007,90.100,27.650,-0.184,1.024
'[15:36:58.092 02/03/1995]',-0.006,0.018,-0.007,90.100,27.650,-0.184,1.024
'[15:36:58.094 02/03/1995]',-0.006,0.018,-0.008,90.100,27.650,-0.184,1.024
'[15:36:58.096 02/03/1995]',-0.006,0.018,-0.008,90.450,25.950,-0.188,1.024
'[15:36:58.098 02/03/1995]',-0.006,0.018,-0.008,90.450,25.950,-0.188,1.024
'[15:36:58.100 02/03/1995]',-0.005,0.018,-0.007,90.450,25.950,-0.188,1.024
'[15:36:58.102 02/03/1995]',-0.005,0.018,-0.007,90.450,25.950,-0.188,1.024
'[15:36:58.104 02/03/1995]',-0.004,0.018,-0.007,90.600,24.425,-0.182,1.024
'[15:36:58.106 02/03/1995]',-0.003,0.018,-0.007,90.600,24.425,-0.182,1.024
'[15:36:58.108 02/03/1995]',-0.002,0.018,-0.007,90.600,24.425,-0.182,1.024
'[15:36:58.110 02/03/1995]',-0.001,0.018,-0.008,90.600,24.425,-0.182,1.024
'[15:36:58.112 02/03/1995]',0.000,0.018,-0.007,90.750,23.300,-0.174,1.024
'[15:36:58.114 02/03/1995]',0.001,0.018,-0.007,90.750,23.300,-0.174,1.024
'[15:36:58.116 02/03/1995]',0.002,0.018,-0.005,90.750,23.300,-0.174,1.024
'[15:36:58.118 02/03/1995]',0.003,0.018,-0.003,90.750,23.300,-0.174,1.024
'[15:36:58.120 02/03/1995]',0.003,0.018,-0.002,90.700,22.725,-0.158,1.024
'[15:36:58.122 02/03/1995]',0.003,0.018,-0.001,90.700,22.725,-0.158,1.024
'[15:36:58.124 02/03/1995]',0.004,0.018,0.000,90.700,22.725,-0.158,1.024
'[15:36:58.126 02/03/1995]',0.004,0.017,0.001,90.700,22.725,-0.158,1.024
'[15:36:58.128 02/03/1995]',0.004,0.016,0.003,90.450,22.550,-0.142,1.024
'[15:36:58.130 02/03/1995]',0.005,0.015,0.004,90.450,22.550,-0.142,1.024
'[15:36:58.132 02/03/1995]',0.005,0.015,0.005,90.450,22.550,-0.142,1.024
'[15:36:58.134 02/03/1995]',0.006,0.014,0.006,90.450,22.550,-0.142,1.024
'[15:36:58.136 02/03/1995]',0.006,0.014,0.007,90.100,22.675,-0.128,1.024
'[15:36:58.138 02/03/1995]',0.006,0.014,0.009,90.100,22.675,-0.128,1.024
'[15:36:58.140 02/03/1995]',0.007,0.014,0.009,90.100,22.675,-0.128,1.024
'[15:36:58.142 02/03/1995]',0.008,0.014,0.010,90.100,22.675,-0.128,1.024
'[15:36:58.144 02/03/1995]',0.009,0.015,0.011,89.600,23.075,-0.118,1.024
'[15:36:58.146 02/03/1995]',0.011,0.015,0.012,89.600,23.075,-0.118,1.024
'[15:36:58.148 02/03/1995]',0.013,0.017,0.014,89.600,23.075,-0.118,1.024
'[15:36:58.150 02/03/1995]',0.016,0.019,0.016,89.600,23.075,-0.118,1.024
'[15:36:58.152 02/03/1995]',0.021,0.024,0.022,89.100,23.600,-0.110,1.024
'[15:36:58.154 02/03/1995]',0.025,0.028,0.028,89.100,23.600,-0.110,1.024
'[15:36:58.156 02/03/1995]',0.034,0.033,0.041,89.100,23.600,-0.110,1.024
'[15:36:58.158 02/03/1995]',0.043,0.037,0.054,89.100,23.600,-0.110,1.024
'[15:36:58.160 02/03/1995]',0.057,0.040,0.075,88.500,24.075,-0.102,1.024
'[15:36:58.162 02/03/1995]',0.071,0.042,0.096,88.500,24.075,-0.102,1.024
'[15:36:58.164 02/03/1995]',0.088,0.037,0.123,88.500,24.075,-0.102,1.024
'[15:36:58.166 02/03/1995]',0.106,0.033,0.150,88.500,24.075,-0.102,1.024
'[15:36:58.168 02/03/1995]',0.123,0.022,0.178,87.850,24.425,-0.104,1.024
'[15:36:58.170 02/03/1995]',0.141,0.012,0.207,87.850,24.425,-0.104,1.024
'[15:36:58.172 02/03/1995]',0.154,-0.004,0.229,87.850,24.425,-0.104,1.024
'[15:36:58.174 02/03/1995]',0.167,-0.020,0.250,87.850,24.425,-0.104,1.024
'[15:36:58.176 02/03/1995]',0.172,-0.039,0.261,87.200,24.775,-0.108,1.024
'[15:36:58.178 02/03/1995]',0.176,-0.058,0.272,87.200,24.775,-0.108,1.024
'[15:36:58.180 02/03/1995]',0.173,-0.078,0.274,87.200,24.775,-0.108,1.024
'[15:36:58.182 02/03/1995]',0.170,-0.098,0.276,87.200,24.775,-0.108,1.024
'[15:36:58.184 02/03/1995]',0.162,-0.117,0.273,86.500,25.125,-0.116,1.024
'[15:36:58.186 02/03/1995]',0.154,-0.136,0.269,86.500,25.125,-0.116,1.024
'[15:36:58.188 02/03/1995]',0.142,-0.154,0.259,86.500,25.125,-0.116,1.024
'[15:36:58.190 02/03/1995]',0.130,-0.173,0.248,86.500,25.125,-0.116,1.024
'[15:36:58.192 02/03/1995]',0.110,-0.188,0.223,85.850,25.425,-0.128,1.024
'[15:36:58.194 02/03/1995]',0.089,-0.203,0.198,85.850,25.425,-0.128,1.024
'[15:36:58.196 02/03/1995]',0.053,-0.213,0.146,85.850,25.425,-0.128,1.024
'[15:36:58.198 02/03/1995]',0.017,-0.224,0.094,85.850,25.425,-0.128,1.024
'[15:36:58.200 02/03/1995]',-0.036,-0.231,0.011,85.250,25.950,-0.142,1.024
'[15:36:58.202 02/03/1995]',-0.090,-0.237,-0.073,85.250,25.950,-0.142,1.024
'[15:36:58.204 02/03/1995]',-0.152,-0.240,-0.170,85.250,25.950,-0.142,1.024
'[15:36:58.206 02/03/1995]',-0.215,-0.244,-0.267,85.250,25.950,-0.142,1.024
'[15:36:58.208 02/03/1995]',-0.268,-0.246,-0.347,84.650,26.700,-0.162,1.024
'[15:36:58.210 02/03/1995]',-0.320,-0.248,-0.428,84.650,26.700,-0.162,1.024
'[15:36:58.212 02/03/1995]',-0.346,-0.246,-0.470,84.650,26.700,-0.162,1.024
'[15:36:58.214 02/03/1995]',-0.372,-0.245,-0.512,84.650,26.700,-0.162,1.024
'[15:36:58.216 02/03/1995]',-0.366,-0.239,-0.506,84.050,27.475,-0.180,1.024
'[15:36:58.218 02/03/1995]',-0.361,-0.233,-0.501,84.050,27.475,-0.180,1.024
'[15:36:58.220 02/03/1995]',-0.333,-0.221,-0.463,84.050,27.475,-0.180,1.024
'[15:36:58.222 02/03/1995]',-0.305,-0.208,-0.424,84.050,27.475,-0.180,1.024
'[15:36:58.224 02/03/1995]',-0.268,-0.188,-0.375,83.550,28.125,-0.200,1.024
'[15:36:58.226 02/03/1995]',-0.231,-0.168,-0.326,83.550,28.125,-0.200,1.024
'[15:36:58.228 02/03/1995]',-0.197,-0.144,-0.281,83.550,28.125,-0.200,1.024
'[15:36:58.230 02/03/1995]',-0.162,-0.120,-0.235,83.550,28.125,-0.200,1.024
'[15:36:58.232 02/03/1995]',-0.135,-0.096,-0.199,83.000,28.575,-0.222,1.024
'[15:36:58.234 02/03/1995]',-0.107,-0.072,-0.163,83.000,28.575,-0.222,1.024
'[15:36:58.236 02/03/1995]',-0.086,-0.051,-0.135,83.000,28.575,-0.222,1.024
'[15:36:58.238 02/03/1995]',-0.064,-0.031,-0.107,83.000,28.575,-0.222,1.024
'[15:36:58.240 02/03/1995]',-0.048,-0.015,-0.086,82.500,29.175,-0.246,1.024
'[15:36:58.242 02/03/1995]',-0.032,0.001,-0.065,82.500,29.175,-0.246,1.024
'[15:36:58.244 02/03/1995]',-0.021,0.012,-0.050,82.500,29.175,-0.246,1.024
'[15:36:58.246 02/03/1995]',-0.010,0.023,-0.034,82.500,29.175,-0.246,1.024
'[15:36:58.248 02/03/1995]',-0.004,0.031,-0.022,82.000,29.925,-0.268,1.024
'[15:36:58.250 02/03/1995]',0.003,0.039,-0.010,82.000,29.925,-0.268,1.024
'[15:36:58.252 02/03/1995]',0.007,0.045,-0.003,82.000,29.925,-0.268,1.024
'[15:36:58.254 02/03/1995]',0.011,0.051,0.005,82.000,29.925,-0.268,1.024
'[15:36:58.256 02/03/1995]',0.013,0.055,0.009,81.550,30.700,-0.288,1.024
'[15:36:58.258 02/03/1995]',0.016,0.059,0.013,81.550,30.700,-0.288,1.024
'[15:36:58.260 02/03/1995]',0.017,0.061,0.014,81.550,30.700,-0.288,1.024
'[15:36:58.262 02/03/1995]',0.018,0.063,0.015,81.550,30.700,-0.288,1.024
'[15:36:58.264 02/03/1995]',0.019,0.064,0.015,81.150,30.800,-0.312,1.024
'[15:36:58.266 02/03/1995]',0.020,0.065,0.014,81.150,30.800,-0.312,1.024
'[15:36:58.268 02/03/1995]',0.021,0.066,0.014,81.150,30.800,-0.312,1.024
'[15:36:58.270 02/03/1995]',0.022,0.066,0.014,81.150,30.800,-0.312,1.024
'[15:36:58.272 02/03/1995]',0.024,0.066,0.015,80.800,30.175,-0.332,1.024
'[15:36:58.274 02/03/1995]',0.025,0.065,0.015,80.800,30.175,-0.332,1.024
'[15:36:58.276 02/03/1995]',0.025,0.065,0.016,80.800,30.175,-0.332,1.024
'[15:36:58.278 02/03/1995]',0.026,0.065,0.017,80.800,30.175,-0.332,1.024
'[15:36:58.280 02/03/1995]',0.026,0.066,0.018,80.400,29.225,-0.352,1.024
'[15:36:58.282 02/03/1995]',0.026,0.066,0.020,80.400,29.225,-0.352,1.024
'[15:36:58.284 02/03/1995]',0.027,0.067,0.021,80.400,29.225,-0.352,1.024
'[15:36:58.286 02/03/1995]',0.028,0.068,0.022,80.400,29.225,-0.352,1.024
'[15:36:58.288 02/03/1995]',0.029,0.069,0.024,80.050,28.750,-0.370,1.024
'[15:36:58.290 02/03/1995]',0.029,0.069,0.025,80.050,28.750,-0.370,1.024
'[15:36:58.292 02/03/1995]',0.029,0.070,0.025,80.050,28.750,-0.370,1.024
'[15:36:58.294 02/03/1995]',0.030,0.070,0.026,80.050,28.750,-0.370,1.024
'[15:36:58.296 02/03/1995]',0.031,0.070,0.025,79.850,28.825,-0.388,1.024
'[15:36:58.298 02/03/1995]',0.032,0.069,0.025,79.850,28.825,-0.388,1.024
'[15:36:58.300 02/03/1995]',0.033,0.069,0.025,79.850,28.825,-0.388,1.024
'[15:36:58.302 02/03/1995]',0.034,0.069,0.025,79.850,28.825,-0.388,1.024
'[15:36:58.304 02/03/1995]',0.035,0.069,0.025,79.700,28.875,-0.404,1.024
'[15:36:58.306 02/03/1995]',0.036,0.068,0.026,79.700,28.875,-0.404,1.024
'[15:36:58.308 02/03/1995]',0.036,0.068,0.027,79.700,28.875,-0.404,1.024
'[15:36:58.310 02/03/1995]',0.036,0.067,0.028,79.700,28.875,-0.404,1.024
'[15:36:58.312 02/03/1995]',0.036,0.068,0.029,79.800,28.525,-0.418,1.024
'[15:36:58.314 02/03/1995]',0.036,0.068,0.030,79.800,28.525,-0.418,1.024
'[15:36:58.316 02/03/1995]',0.036,0.068,0.032,79.800,28.525,-0.418,1.024
'[15:36:58.318 02/03/1995]',0.037,0.068,0.034,79.800,28.525,-0.418,1.024
'[15:36:58.320 02/03/1995]',0.038,0.067,0.037,79.850,27.875,-0.430,1.024
'[15:36:58.322 02/03/1995]',0.040,0.066,0.040,79.850,27.875,-0.430,1.024
'[15:36:58.324 02/03/1995]',0.041,0.066,0.043,79.850,27.875,-0.430,1.024
'[15:36:58.326 02/03/1995]',0.041,0.065,0.045,79.850,27.875,-0.430,1.024
'[15:36:58.328 02/03/1995]',0.043,0.065,0.047,79.900,27.300,-0.440,1.024
'[15:36:58.330 02/03/1995]',0.044,0.065,0.049,79.900,27.300,-0.440,1.024
'[15:36:58.332 02/03/1995]',0.045,0.065,0.051,79.900,27.300,-0.440,1.024
'[15:36:58.334 02/03/1995]',0.047,0.065,0.052,79.900,27.300,-0.440,1.024
'[15:36:58.336 02/03/1995]',0.048,0.066,0.053,79.950,27.000,-0.448,1.024
'[15:36:58.338 02/03/1995]',0.049,0.066,0.055,79.950,27.000,-0.448,1.024
'[15:36:58.340 02/03/1995]',0.050,0.067,0.057,79.950,27.000,-0.448,1.024
'[15:36:58.342 02/03/1995]',0.051,0.068,0.059,79.950,27.000,-0.448,1.024
'[15:36:58.344 02/03/1995]',0.051,0.069,0.061,80.200,26.875,-0.454,1.024
'[15:36:58.346 02/03/1995]',0.052,0.069,0.064,80.200,26.875,-0.454,1.024
'[15:36:58.348 02/03/1995]',0.053,0.070,0.067,80.200,26.875,-0.454,1.024
'[15:36:58.350 02/03/1995]',0.055,0.070,0.070,80.200,26.875,-0.454,1.024
'[15:36:58.352 02/03/1995]',0.058,0.070,0.074,80.650,27.175,-0.462,1.024
'[15:36:58.354 02/03/1995]',0.060,0.070,0.078,80.650,27.175,-0.462,1.024
'[15:36:58.356 02/03/1995]',0.063,0.071,0.082,80.650,27.175,-0.462,1.024
'[15:36:58.358 02/03/1995]',0.066,0.073,0.086,80.650,27.175,-0.462,1.024
'[15:36:58.360 02/03/1995]',0.069,0.074,0.089,81.550,27.825,-0.462,1.024
'[15:36:58.362 02/03/1995]',0.072,0.076,0.093,81.550,27.825,-0.462,1.024
'[15:36:58.364 02/03/1995]',0.074,0.077,0.097,81.550,27.825,-0.462,1.024
'[15:36:58.366 02/03/1995]',0.077,0.078,0.100,81.550,27.825,-0.462,1.024
'[15:36:58.368 02/03/1995]',0.080,0.079,0.103,82.900,28.575,-0.462,1.024
'[15:36:58.370 02/03/1995]',0.083,0.080,0.107,82.900,28.575,-0.462,1.024
'[15:36:58.372 02/03/1995]',0.086,0.080,0.111,82.900,28.575,-0.462,1.024
'[15:36:58.374 02/03/1995]',0.088,0.080,0.115,82.900,28.575,-0.462,1.024
'[15:36:58.376 02/03/1995]',0.090,0.081,0.118,84.750,29.350,-0.460,1.024
'[15:36:58.378 02/03/1995]',0.093,0.081,0.122,84.750,29.350,-0.460,1.024
'[15:36:58.380 02/03/1995]',0.097,0.083,0.126,84.750,29.350,-0.460,1.024
'[15:36:58.382 02/03/1995]',0.100,0.085,0.129,84.750,29.350,-0.460,1.024
'[15:36:58.384 02/03/1995]',0.103,0.086,0.134,87.200,30.100,-0.454,1.024
'[15:36:58.386 02/03/1995]',0.107,0.088,0.138,87.200,30.100,-0.454,1.024
'[15:36:58.388 02/03/1995]',0.111,0.089,0.142,87.200,30.100,-0.454,1.024
'[15:36:58.390 02/03/1995]',0.114,0.091,0.146,87.200,30.100,-0.454,1.024
'[15:36:58.392 02/03/1995]',0.116,0.091,0.149,90.150,30.875,-0.446,1.024
'[15:36:58.394 02/03/1995]',0.118,0.092,0.152,90.150,30.875,-0.446,1.024
'[15:36:58.396 02/03/1995]',0.119,0.091,0.154,90.150,30.875,-0.446,1.024
'[15:36:58.398 02/03/1995]',0.121,0.090,0.157,90.150,30.875,-0.446,1.024
'[15:36:58.400 02/03/1995]',0.122,0.089,0.160,93.500,31.750,-0.432,1.024
'[15:36:58.402 02/03/1995]',0.124,0.088,0.162,93.500,31.750,-0.432,1.024
'[15:36:58.404 02/03/1995]',0.124,0.087,0.163,93.500,31.750,-0.432,1.024
'[15:36:58.406 02/03/1995]',0.125,0.087,0.164,93.500,31.750,-0.432,1.024
'[15:36:58.408 02/03/1995]',0.126,0.087,0.165,97.000,32.800,-0.414,1.024
'[15:36:58.410 02/03/1995]',0.126,0.088,0.165,97.000,32.800,-0.414,1.024
'[15:36:58.412 02/03/1995]',0.126,0.087,0.167,97.000,32.800,-0.414,1.024
