'Time and date','V','II','V','ABP','PAP','PLETH','RESP'
'[07:24:19.628 15/12/1995]',0.094,-0.078,0.075,77.344,42.800,0.000,-
'[07:24:19.630 15/12/1995]',0.094,-0.079,0.075,77.344,42.800,0.000,-
'[07:24:19.632 15/12/1995]',0.094,-0.079,0.087,75.844,41.500,0.000,-
'[07:24:19.634 15/12/1995]',0.093,-0.079,0.087,75.844,41.500,0.000,-
'[07:24:19.636 15/12/1995]',0.093,-0.079,0.087,75.844,41.500,0.000,-
'[07:24:19.638 15/12/1995]',0.092,-0.079,0.087,75.844,41.500,0.000,-
'[07:24:19.640 15/12/1995]',0.092,-0.078,0.075,74.194,40.150,0.000,-
'[07:24:19.642 15/12/1995]',0.091,-0.078,0.070,74.194,40.150,0.000,-
'[07:24:19.644 15/12/1995]',0.091,-0.076,0.075,74.194,40.150,0.000,-
'[07:24:19.646 15/12/1995]',0.090,-0.075,0.070,74.194,40.150,0.000,-
'[07:24:19.648 15/12/1995]',0.090,-0.072,0.075,72.318,38.750,0.000,-
'[07:24:19.650 15/12/1995]',0.089,-0.070,0.075,72.318,38.750,0.000,-
'[07:24:19.652 15/12/1995]',0.089,-0.068,0.075,72.318,38.750,0.000,-
'[07:24:19.654 15/12/1995]',0.088,-0.066,0.087,72.318,38.750,0.000,-
'[07:24:19.656 15/12/1995]',0.088,-0.065,0.087,70.068,37.350,0.000,-
'[07:24:19.658 15/12/1995]',0.087,-0.063,0.070,70.068,37.350,0.000,-
'[07:24:19.660 15/12/1995]',0.086,-0.062,0.064,70.068,37.350,0.000,-
'[07:24:19.662 15/12/1995]',0.085,-0.061,0.070,70.068,37.350,0.000,-
'[07:24:19.664 15/12/1995]',0.084,-0.060,0.064,67.367,36.150,0.000,-
'[07:24:19.666 15/12/1995]',0.083,-0.059,0.070,67.367,36.150,0.000,-
'[07:24:19.668 15/12/1995]',0.081,-0.057,0.070,67.367,36.150,0.000,-
'[07:24:19.670 15/12/1995]',0.079,-0.055,0.070,67.367,36.150,0.000,-
'[07:24:19.672 15/12/1995]',0.079,-0.054,0.075,64.366,35.250,0.000,-
'[07:24:19.674 15/12/1995]',0.078,-0.053,0.070,64.366,35.250,0.000,-
'[07:24:19.676 15/12/1995]',0.077,-0.051,0.064,64.366,35.250,0.000,-
'[07:24:19.678 15/12/1995]',0.077,-0.050,0.064,64.366,35.250,0.000,-
'[07:24:19.680 15/12/1995]',0.077,-0.048,0.064,60.990,34.550,0.000,-
'[07:24:19.682 15/12/1995]',0.076,-0.047,0.070,60.990,34.550,0.000,-
'[07:24:19.684 15/12/1995]',0.077,-0.046,0.070,60.990,34.550,0.000,-
'[07:24:19.686 15/12/1995]',0.077,-0.044,0.075,60.990,34.550,0.000,-
'[07:24:19.688 15/12/1995]',0.078,-0.043,0.075,57.539,34.050,0.000,-
'[07:24:19.690 15/12/1995]',0.078,-0.041,0.070,57.539,34.050,0.000,-
'[07:24:19.692 15/12/1995]',0.078,-0.039,0.070,57.539,34.050,0.000,-
'[07:24:19.694 15/12/1995]',0.078,-0.037,0.064,57.539,34.050,0.000,-
'[07:24:19.696 15/12/1995]',0.078,-0.034,0.064,54.239,33.850,0.000,-
'[07:24:19.698 15/12/1995]',0.077,-0.031,0.064,54.239,33.850,0.000,-
'[07:24:19.700 15/12/1995]',0.077,-0.029,0.070,54.239,33.850,0.000,-
'[07:24:19.702 15/12/1995]',0.076,-0.026,0.070,54.239,33.850,0.000,-
'[07:24:19.704 15/12/1995]',0.076,-0.024,0.070,51.238,33.700,0.000,-
'[07:24:19.706 15/12/1995]',0.075,-0.023,0.064,51.238,33.700,0.000,-
'[07:24:19.708 15/12/1995]',0.075,-0.023,0.064,51.238,33.700,0.000,-
'[07:24:19.710 15/12/1995]',0.074,-0.024,0.052,51.238,33.700,0.000,-
'[07:24:19.712 15/12/1995]',0.074,-0.026,0.052,48.912,33.850,0.000,-
'[07:24:19.714 15/12/1995]',0.073,-0.028,0.052,48.912,33.850,0.000,-
'[07:24:19.716 15/12/1995]',0.073,-0.030,0.064,48.912,33.850,0.000,-
'[07:24:19.718 15/12/1995]',0.072,-0.032,0.064,48.912,33.850,0.000,-
'[07:24:19.720 15/12/1995]',0.072,-0.033,0.070,47.112,34.050,0.000,-
'[07:24:19.722 15/12/1995]',0.072,-0.034,0.064,47.112,34.050,0.000,-
'[07:24:19.724 15/12/1995]',0.072,-0.035,0.064,47.112,34.050,0.000,-
'[07:24:19.726 15/12/1995]',0.072,-0.037,0.052,47.112,34.050,0.000,-
'[07:24:19.728 15/12/1995]',0.071,-0.037,0.052,45.986,34.350,0.000,-
'[07:24:19.730 15/12/1995]',0.071,-0.037,0.052,45.986,34.350,0.000,-
'[07:24:19.732 15/12/1995]',0.070,-0.038,0.052,45.986,34.350,0.000,-
'[07:24:19.734 15/12/1995]',0.069,-0.038,0.052,45.986,34.350,0.000,-
'[07:24:19.736 15/12/1995]',0.069,-0.038,0.064,45.386,34.650,0.000,-
'[07:24:19.738 15/12/1995]',0.068,-0.037,0.064,45.386,34.650,0.000,-
'[07:24:19.740 15/12/1995]',0.067,-0.037,0.052,45.386,34.650,0.000,-
'[07:24:19.742 15/12/1995]',0.066,-0.036,0.047,45.386,34.650,0.000,-
'[07:24:19.744 15/12/1995]',0.065,-0.035,0.047,45.011,34.950,0.000,-
'[07:24:19.746 15/12/1995]',0.064,-0.034,0.047,45.011,34.950,0.000,-
'[07:24:19.748 15/12/1995]',0.063,-0.035,0.047,45.011,34.950,0.000,-
'[07:24:19.750 15/12/1995]',0.063,-0.036,0.052,45.011,34.950,0.000,-
'[07:24:19.752 15/12/1995]',0.063,-0.036,0.064,44.861,35.300,0.000,-
'[07:24:19.754 15/12/1995]',0.063,-0.037,0.064,44.861,35.300,0.000,-
'[07:24:19.756 15/12/1995]',0.063,-0.037,0.052,44.861,35.300,0.000,-
'[07:24:19.758 15/12/1995]',0.064,-0.037,0.052,44.861,35.300,0.000,-
'[07:24:19.760 15/12/1995]',0.064,-0.037,0.047,44.636,35.500,0.000,-
'[07:24:19.762 15/12/1995]',0.064,-0.037,0.047,44.636,35.500,0.000,-
'[07:24:19.764 15/12/1995]',0.063,-0.037,0.052,44.636,35.500,0.000,-
'[07:24:19.766 15/12/1995]',0.063,-0.037,0.052,44.636,35.500,0.000,-
'[07:24:19.768 15/12/1995]',0.062,-0.037,0.052,44.636,35.700,0.000,-
'[07:24:19.770 15/12/1995]',0.061,-0.037,0.052,44.636,35.700,0.000,-
'[07:24:19.772 15/12/1995]',0.060,-0.039,0.052,44.636,35.700,0.000,-
'[07:24:19.774 15/12/1995]',0.060,-0.040,0.052,44.636,35.700,0.000,-
'[07:24:19.776 15/12/1995]',0.060,-0.042,0.052,44.786,35.750,0.000,-
'[07:24:19.778 15/12/1995]',0.060,-0.043,0.047,44.786,35.750,0.000,-
'[07:24:19.780 15/12/1995]',0.060,-0.046,0.047,44.786,35.750,0.000,-
'[07:24:19.782 15/12/1995]',0.061,-0.048,0.064,44.786,35.750,0.000,-
'[07:24:19.784 15/12/1995]',0.061,-0.049,0.064,45.011,35.800,0.000,-
'[07:24:19.786 15/12/1995]',0.061,-0.050,0.052,45.011,35.800,0.000,-
'[07:24:19.788 15/12/1995]',0.060,-0.051,0.052,45.011,35.800,0.000,-
'[07:24:19.790 15/12/1995]',0.060,-0.052,0.047,45.011,35.800,0.000,-
'[07:24:19.792 15/12/1995]',0.058,-0.052,0.035,45.311,35.700,0.000,-
'[07:24:19.794 15/12/1995]',0.057,-0.053,0.035,45.311,35.700,0.000,-
'[07:24:19.796 15/12/1995]',0.056,-0.053,0.035,45.311,35.700,0.000,-
'[07:24:19.798 15/12/1995]',0.055,-0.054,0.035,45.311,35.700,0.000,-
'[07:24:19.800 15/12/1995]',0.054,-0.055,0.047,45.536,35.600,0.000,-
'[07:24:19.802 15/12/1995]',0.053,-0.055,0.052,45.536,35.600,0.000,-
'[07:24:19.804 15/12/1995]',0.052,-0.054,0.052,45.536,35.600,0.000,-
'[07:24:19.806 15/12/1995]',0.052,-0.053,0.047,45.536,35.600,0.000,-
'[07:24:19.808 15/12/1995]',0.052,-0.051,0.047,45.836,35.300,0.000,-
'[07:24:19.810 15/12/1995]',0.051,-0.048,0.035,45.836,35.300,0.000,-
'[07:24:19.812 15/12/1995]',0.051,-0.044,0.035,45.836,35.300,0.000,-
'[07:24:19.814 15/12/1995]',0.050,-0.040,0.035,45.836,35.300,0.000,-
'[07:24:19.816 15/12/1995]',0.050,-0.034,0.035,45.986,35.000,0.000,-
'[07:24:19.818 15/12/1995]',0.050,-0.029,0.047,45.986,35.000,0.000,-
'[07:24:19.820 15/12/1995]',0.050,-0.023,0.047,45.986,35.000,0.000,-
'[07:24:19.822 15/12/1995]',0.050,-0.018,0.052,45.986,35.000,0.000,-
'[07:24:19.824 15/12/1995]',0.050,-0.014,0.047,46.137,34.650,0.000,-
'[07:24:19.826 15/12/1995]',0.050,-0.010,0.047,46.137,34.650,0.000,-
'[07:24:19.828 15/12/1995]',0.050,-0.007,0.035,46.137,34.650,0.000,-
'[07:24:19.830 15/12/1995]',0.050,-0.005,0.035,46.137,34.650,0.000,-
'[07:24:19.832 15/12/1995]',0.050,-0.002,0.047,46.137,34.300,0.000,-
'[07:24:19.834 15/12/1995]',0.049,0.000,0.047,46.137,34.300,0.000,-
'[07:24:19.836 15/12/1995]',0.047,0.002,0.035,46.137,34.300,0.000,-
'[07:24:19.838 15/12/1995]',0.046,0.005,0.035,46.137,34.300,0.000,-
'[07:24:19.840 15/12/1995]',0.043,0.008,0.029,45.986,33.950,0.000,-
'[07:24:19.842 15/12/1995]',0.041,0.011,0.023,45.986,33.950,0.000,-
'[07:24:19.844 15/12/1995]',0.039,0.013,0.012,45.986,33.950,0.000,-
'[07:24:19.846 15/12/1995]',0.037,0.015,0.012,45.986,33.950,0.000,-
'[07:24:19.848 15/12/1995]',0.035,0.016,0.012,45.836,33.550,0.000,-
'[07:24:19.850 15/12/1995]',0.034,0.016,0.023,45.836,33.550,0.000,-
'[07:24:19.852 15/12/1995]',0.033,0.014,0.023,45.836,33.550,0.000,-
'[07:24:19.854 15/12/1995]',0.032,0.013,0.029,45.836,33.550,0.000,-
'[07:24:19.856 15/12/1995]',0.032,0.009,0.029,45.536,33.100,0.000,-
'[07:24:19.858 15/12/1995]',0.032,0.005,0.029,45.536,33.100,0.000,-
'[07:24:19.860 15/12/1995]',0.033,0.000,0.029,45.536,33.100,0.000,-
'[07:24:19.862 15/12/1995]',0.034,-0.005,0.023,45.536,33.100,0.000,-
'[07:24:19.864 15/12/1995]',0.035,-0.009,0.029,45.236,32.650,0.000,-
'[07:24:19.866 15/12/1995]',0.036,-0.013,0.029,45.236,32.650,0.000,-
'[07:24:19.868 15/12/1995]',0.036,-0.015,0.029,45.236,32.650,0.000,-
'[07:24:19.870 15/12/1995]',0.035,-0.017,0.029,45.236,32.650,0.000,-
'[07:24:19.872 15/12/1995]',0.034,-0.016,0.029,44.861,32.150,0.000,-
'[07:24:19.874 15/12/1995]',0.032,-0.014,0.023,44.861,32.150,0.000,-
'[07:24:19.876 15/12/1995]',0.031,-0.012,0.012,44.861,32.150,0.000,-
'[07:24:19.878 15/12/1995]',0.030,-0.010,0.006,44.861,32.150,0.000,-
'[07:24:19.880 15/12/1995]',0.029,-0.008,0.012,44.411,31.600,0.000,-
'[07:24:19.882 15/12/1995]',0.029,-0.006,0.023,44.411,31.600,0.000,-
'[07:24:19.884 15/12/1995]',0.029,-0.006,0.023,44.411,31.600,0.000,-
'[07:24:19.886 15/12/1995]',0.029,-0.007,0.029,44.411,31.600,0.000,-
'[07:24:19.888 15/12/1995]',0.030,-0.010,0.029,43.886,31.150,0.000,-
'[07:24:19.890 15/12/1995]',0.031,-0.012,0.029,43.886,31.150,0.000,-
'[07:24:19.892 15/12/1995]',0.032,-0.017,0.023,43.886,31.150,0.000,-
'[07:24:19.894 15/12/1995]',0.033,-0.022,0.023,43.886,31.150,0.000,-
'[07:24:19.896 15/12/1995]',0.035,-0.028,0.023,43.286,30.650,0.000,-
'[07:24:19.898 15/12/1995]',0.036,-0.034,0.029,43.286,30.650,0.000,-
'[07:24:19.900 15/12/1995]',0.038,-0.040,0.035,43.286,30.650,0.000,-
'[07:24:19.902 15/12/1995]',0.040,-0.047,0.047,43.286,30.650,0.000,-
'[07:24:19.904 15/12/1995]',0.043,-0.053,0.052,42.686,30.250,0.000,-
'[07:24:19.906 15/12/1995]',0.045,-0.059,0.047,42.686,30.250,0.000,-
'[07:24:19.908 15/12/1995]',0.046,-0.066,0.035,42.686,30.250,0.000,-
'[07:24:19.910 15/12/1995]',0.048,-0.072,0.035,42.686,30.250,0.000,-
'[07:24:19.912 15/12/1995]',0.049,-0.078,0.035,42.161,29.900,0.000,-
'[07:24:19.914 15/12/1995]',0.049,-0.084,0.035,42.161,29.900,0.000,-
'[07:24:19.916 15/12/1995]',0.049,-0.090,0.047,42.161,29.900,0.000,-
'[07:24:19.918 15/12/1995]',0.049,-0.096,0.047,42.161,29.900,0.000,-
'[07:24:19.920 15/12/1995]',0.050,-0.102,0.047,41.560,29.550,0.000,-
'[07:24:19.922 15/12/1995]',0.050,-0.108,0.052,41.560,29.550,0.000,-
'[07:24:19.924 15/12/1995]',0.051,-0.114,0.047,41.560,29.550,0.000,-
'[07:24:19.926 15/12/1995]',0.051,-0.120,0.035,41.560,29.550,0.000,-
'[07:24:19.928 15/12/1995]',0.053,-0.124,0.035,41.035,29.200,0.000,-
'[07:24:19.930 15/12/1995]',0.054,-0.127,0.035,41.035,29.200,0.000,-
'[07:24:19.932 15/12/1995]',0.056,-0.130,0.052,41.035,29.200,0.000,-
'[07:24:19.934 15/12/1995]',0.058,-0.133,0.052,41.035,29.200,0.000,-
'[07:24:19.936 15/12/1995]',0.059,-0.135,0.064,40.435,28.900,0.000,-
'[07:24:19.938 15/12/1995]',0.061,-0.137,0.064,40.435,28.900,0.000,-
'[07:24:19.940 15/12/1995]',0.062,-0.138,0.047,40.435,28.900,0.000,-
'[07:24:19.942 15/12/1995]',0.062,-0.139,0.047,40.435,28.900,0.000,-
'[07:24:19.944 15/12/1995]',0.062,-0.141,0.047,39.910,28.650,0.000,-
'[07:24:19.946 15/12/1995]',0.061,-0.143,0.047,39.910,28.650,0.000,-
'[07:24:19.948 15/12/1995]',0.061,-0.145,0.047,39.910,28.650,0.000,-
'[07:24:19.950 15/12/1995]',0.060,-0.146,0.052,39.910,28.650,0.000,-
'[07:24:19.952 15/12/1995]',0.059,-0.147,0.052,39.385,28.450,0.000,-
'[07:24:19.954 15/12/1995]',0.059,-0.147,0.052,39.385,28.450,0.000,-
'[07:24:19.956 15/12/1995]',0.058,-0.146,0.052,39.385,28.450,0.000,-
'[07:24:19.958 15/12/1995]',0.058,-0.144,0.047,39.385,28.450,0.000,-
'[07:24:19.960 15/12/1995]',0.057,-0.141,0.035,38.935,28.250,0.000,-
'[07:24:19.962 15/12/1995]',0.057,-0.138,0.029,38.935,28.250,0.000,-
'[07:24:19.964 15/12/1995]',0.056,-0.134,0.035,38.935,28.250,0.000,-
'[07:24:19.966 15/12/1995]',0.055,-0.130,0.047,38.935,28.250,0.000,-
'[07:24:19.968 15/12/1995]',0.054,-0.126,0.047,38.485,28.150,0.000,-
'[07:24:19.970 15/12/1995]',0.053,-0.122,0.052,38.485,28.150,0.000,-
'[07:24:19.972 15/12/1995]',0.053,-0.119,0.047,38.485,28.150,0.000,-
'[07:24:19.974 15/12/1995]',0.053,-0.115,0.052,38.485,28.150,0.000,-
'[07:24:19.976 15/12/1995]',0.053,-0.110,0.052,38.185,28.000,0.000,-
'[07:24:19.978 15/12/1995]',0.052,-0.105,0.035,38.185,28.000,0.000,-
'[07:24:19.980 15/12/1995]',0.048,-0.095,0.035,38.185,28.000,0.000,-
'[07:24:19.982 15/12/1995]',0.044,-0.085,0.029,38.185,28.000,0.000,-
'[07:24:19.984 15/12/1995]',0.034,-0.066,0.012,37.809,27.900,0.000,-
'[07:24:19.986 15/12/1995]',0.024,-0.047,-0.005,37.809,27.900,0.000,-
'[07:24:19.988 15/12/1995]',0.007,-0.018,-0.028,37.809,27.900,0.000,-
'[07:24:19.990 15/12/1995]',-0.010,0.011,-0.063,37.809,27.900,0.000,-
'[07:24:19.992 15/12/1995]',-0.035,0.047,-0.092,37.584,27.800,0.000,-
'[07:24:19.994 15/12/1995]',-0.059,0.082,-0.132,37.584,27.800,0.000,-
'[07:24:19.996 15/12/1995]',-0.086,0.120,-0.161,37.584,27.800,0.000,-
'[07:24:19.998 15/12/1995]',-0.113,0.157,-0.196,37.584,27.800,0.000,-
'[07:24:20.000 15/12/1995]',-0.139,0.190,-0.213,37.359,27.650,0.000,-
'[07:24:20.002 15/12/1995]',-0.165,0.223,-0.224,37.359,27.650,0.000,-
'[07:24:20.004 15/12/1995]',-0.186,0.243,-0.236,37.359,27.650,0.000,-
'[07:24:20.006 15/12/1995]',-0.206,0.264,-0.242,37.359,27.650,0.000,-
'[07:24:20.008 15/12/1995]',-0.218,0.268,-0.259,37.284,27.550,0.000,-
'[07:24:20.010 15/12/1995]',-0.230,0.272,-0.259,37.284,27.550,0.000,-
'[07:24:20.012 15/12/1995]',-0.232,0.257,-0.259,37.284,27.550,0.000,-
'[07:24:20.014 15/12/1995]',-0.235,0.243,-0.253,37.284,27.550,0.000,-
'[07:24:20.016 15/12/1995]',-0.228,0.212,-0.236,37.209,27.500,0.000,-
'[07:24:20.018 15/12/1995]',-0.222,0.181,-0.201,37.209,27.500,0.000,-
'[07:24:20.020 15/12/1995]',-0.207,0.140,-0.172,37.209,27.500,0.000,-
'[07:24:20.022 15/12/1995]',-0.192,0.100,-0.150,37.209,27.500,0.000,-
'[07:24:20.024 15/12/1995]',-0.171,0.059,-0.126,37.134,27.450,0.000,-
'[07:24:20.026 15/12/1995]',-0.151,0.018,-0.109,37.134,27.450,0.000,-
'[07:24:20.028 15/12/1995]',-0.127,-0.018,-0.075,37.134,27.450,0.000,-
'[07:24:20.030 15/12/1995]',-0.104,-0.054,-0.052,37.134,27.450,0.000,-
'[07:24:20.032 15/12/1995]',-0.082,-0.084,-0.034,37.059,27.400,0.000,-
'[07:24:20.034 15/12/1995]',-0.060,-0.114,-0.023,37.059,27.400,0.000,-
'[07:24:20.036 15/12/1995]',-0.042,-0.139,-0.005,37.059,27.400,0.000,-
'[07:24:20.038 15/12/1995]',-0.023,-0.165,0.001,37.059,27.400,0.000,-
'[07:24:20.040 15/12/1995]',-0.009,-0.186,0.012,37.059,27.250,0.000,-
'[07:24:20.042 15/12/1995]',0.006,-0.207,0.012,37.059,27.250,0.000,-
'[07:24:20.044 15/12/1995]',0.016,-0.223,0.029,37.059,27.250,0.000,-
'[07:24:20.046 15/12/1995]',0.027,-0.240,0.035,37.059,27.250,0.000,-
'[07:24:20.048 15/12/1995]',0.035,-0.249,0.047,36.909,27.200,0.000,-0.260
'[07:24:20.050 15/12/1995]',0.043,-0.259,0.052,36.909,27.200,0.000,-0.260
'[07:24:20.052 15/12/1995]',0.049,-0.262,0.052,36.909,27.200,0.000,-0.260
'[07:24:20.054 15/12/1995]',0.055,-0.265,0.064,36.909,27.200,0.000,-0.260
'[07:24:20.056 15/12/1995]',0.058,-0.262,0.064,36.834,27.400,0.000,-0.271
'[07:24:20.058 15/12/1995]',0.062,-0.258,0.064,36.834,27.400,0.000,-0.271
'[07:24:20.060 15/12/1995]',0.063,-0.249,0.052,36.834,27.400,0.000,-0.271
'[07:24:20.062 15/12/1995]',0.064,-0.241,0.047,36.834,27.400,0.000,-0.271
'[07:24:20.064 15/12/1995]',0.064,-0.230,0.047,36.534,28.150,0.000,-0.289
'[07:24:20.066 15/12/1995]',0.064,-0.219,0.052,36.534,28.150,0.000,-0.289
'[07:24:20.068 15/12/1995]',0.064,-0.207,0.052,36.534,28.150,0.000,-0.289
'[07:24:20.070 15/12/1995]',0.063,-0.196,0.052,36.534,28.150,0.000,-0.289
'[07:24:20.072 15/12/1995]',0.062,-0.186,0.052,36.309,29.500,0.000,-0.314
'[07:24:20.074 15/12/1995]',0.062,-0.176,0.052,36.309,29.500,0.000,-0.314
'[07:24:20.076 15/12/1995]',0.062,-0.169,0.052,36.309,29.500,0.000,-0.314
'[07:24:20.078 15/12/1995]',0.061,-0.161,0.047,36.309,29.500,0.000,-0.314
'[07:24:20.080 15/12/1995]',0.062,-0.156,0.047,36.084,31.350,0.000,-0.343
'[07:24:20.082 15/12/1995]',0.062,-0.152,0.052,36.084,31.350,0.000,-0.343
'[07:24:20.084 15/12/1995]',0.063,-0.148,0.064,36.084,31.350,0.000,-0.343
'[07:24:20.086 15/12/1995]',0.063,-0.143,0.064,36.084,31.350,0.000,-0.343
'[07:24:20.088 15/12/1995]',0.063,-0.140,0.064,35.784,33.050,0.000,-0.376
'[07:24:20.090 15/12/1995]',0.062,-0.136,0.052,35.784,33.050,0.000,-0.376
'[07:24:20.092 15/12/1995]',0.061,-0.132,0.052,35.784,33.050,0.000,-0.376
'[07:24:20.094 15/12/1995]',0.060,-0.129,0.047,35.784,33.050,0.000,-0.376
'[07:24:20.096 15/12/1995]',0.059,-0.125,0.047,35.484,34.200,0.000,-0.412
'[07:24:20.098 15/12/1995]',0.058,-0.122,0.047,35.484,34.200,0.000,-0.412
'[07:24:20.100 15/12/1995]',0.056,-0.119,0.047,35.484,34.200,0.000,-0.412
'[07:24:20.102 15/12/1995]',0.055,-0.116,0.047,35.484,34.200,0.000,-0.412
'[07:24:20.104 15/12/1995]',0.054,-0.114,0.047,35.184,34.550,0.000,-0.453
'[07:24:20.106 15/12/1995]',0.052,-0.111,0.047,35.184,34.550,0.000,-0.453
'[07:24:20.108 15/12/1995]',0.051,-0.110,0.035,35.184,34.550,0.000,-0.453
'[07:24:20.110 15/12/1995]',0.050,-0.108,0.035,35.184,34.550,0.000,-0.453
'[07:24:20.112 15/12/1995]',0.050,-0.108,0.029,34.959,34.750,0.000,-0.496
'[07:24:20.114 15/12/1995]',0.049,-0.108,0.035,34.959,34.750,0.000,-0.496
'[07:24:20.116 15/12/1995]',0.049,-0.109,0.047,34.959,34.750,0.000,-0.496
'[07:24:20.118 15/12/1995]',0.049,-0.109,0.047,34.959,34.750,0.000,-0.496
'[07:24:20.120 15/12/1995]',0.050,-0.109,0.052,34.659,35.350,0.000,-0.544
'[07:24:20.122 15/12/1995]',0.051,-0.108,0.047,34.659,35.350,0.000,-0.544
'[07:24:20.124 15/12/1995]',0.051,-0.107,0.047,34.659,35.350,0.000,-0.544
'[07:24:20.126 15/12/1995]',0.052,-0.105,0.035,34.659,35.350,0.000,-0.544
'[07:24:20.128 15/12/1995]',0.052,-0.102,0.047,34.359,36.300,0.000,-0.596
'[07:24:20.130 15/12/1995]',0.052,-0.099,0.047,34.359,36.300,0.000,-0.596
'[07:24:20.132 15/12/1995]',0.051,-0.095,0.047,34.359,36.300,0.000,-0.596
'[07:24:20.134 15/12/1995]',0.051,-0.092,0.047,34.359,36.300,0.000,-0.596
'[07:24:20.136 15/12/1995]',0.049,-0.089,0.047,34.059,37.300,0.000,-0.650
'[07:24:20.138 15/12/1995]',0.048,-0.086,0.035,34.059,37.300,0.000,-0.650
'[07:24:20.140 15/12/1995]',0.046,-0.085,0.029,34.059,37.300,0.000,-0.650
'[07:24:20.142 15/12/1995]',0.044,-0.083,0.023,34.059,37.300,0.000,-0.650
'[07:24:20.144 15/12/1995]',0.042,-0.084,0.023,33.833,38.200,0.000,-0.706
'[07:24:20.146 15/12/1995]',0.040,-0.084,0.012,33.833,38.200,0.000,-0.706
'[07:24:20.148 15/12/1995]',0.039,-0.085,0.023,33.833,38.200,0.000,-0.706
'[07:24:20.150 15/12/1995]',0.038,-0.086,0.029,33.833,38.200,0.000,-0.706
'[07:24:20.152 15/12/1995]',0.037,-0.087,0.029,33.983,39.150,0.000,-0.760
'[07:24:20.154 15/12/1995]',0.036,-0.088,0.029,33.983,39.150,0.000,-0.760
'[07:24:20.156 15/12/1995]',0.036,-0.088,0.023,33.983,39.150,0.000,-0.760
'[07:24:20.158 15/12/1995]',0.036,-0.088,0.029,33.983,39.150,0.000,-0.760
'[07:24:20.160 15/12/1995]',0.037,-0.088,0.023,35.259,40.050,0.000,-0.813
'[07:24:20.162 15/12/1995]',0.038,-0.088,0.029,35.259,40.050,0.000,-0.813
'[07:24:20.164 15/12/1995]',0.039,-0.086,0.029,35.259,40.050,0.000,-0.813
'[07:24:20.166 15/12/1995]',0.040,-0.085,0.029,35.259,40.050,0.000,-0.813
'[07:24:20.168 15/12/1995]',0.041,-0.083,0.035,38.935,40.900,0.000,-0.865
'[07:24:20.170 15/12/1995]',0.042,-0.081,0.035,38.935,40.900,0.000,-0.865
'[07:24:20.172 15/12/1995]',0.041,-0.079,0.035,38.935,40.900,0.000,-0.865
'[07:24:20.174 15/12/1995]',0.041,-0.077,0.029,38.935,40.900,0.000,-0.865
'[07:24:20.176 15/12/1995]',0.040,-0.075,0.023,46.812,41.800,0.000,-0.913
'[07:24:20.178 15/12/1995]',0.038,-0.072,0.023,46.812,41.800,0.000,-0.913
'[07:24:20.180 15/12/1995]',0.036,-0.071,0.012,46.812,41.800,0.000,-0.913
'[07:24:20.182 15/12/1995]',0.034,-0.069,0.012,46.812,41.800,0.000,-0.913
'[07:24:20.184 15/12/1995]',0.032,-0.068,0.023,59.865,42.650,0.000,-0.957
'[07:24:20.186 15/12/1995]',0.030,-0.067,0.023,59.865,42.650,0.000,-0.957
'[07:24:20.188 15/12/1995]',0.028,-0.067,0.012,59.865,42.650,0.000,-0.957
'[07:24:20.190 15/12/1995]',0.027,-0.067,0.023,59.865,42.650,0.000,-0.957
'[07:24:20.192 15/12/1995]',0.026,-0.067,0.012,77.269,43.500,0.000,-0.996
'[07:24:20.194 15/12/1995]',0.025,-0.067,0.012,77.269,43.500,0.000,-0.996
'[07:24:20.196 15/12/1995]',0.026,-0.067,0.012,77.269,43.500,0.000,-0.996
'[07:24:20.198 15/12/1995]',0.026,-0.066,0.012,77.269,43.500,0.000,-0.996
'[07:24:20.200 15/12/1995]',0.026,-0.065,0.023,96.174,44.150,0.000,-
'[07:24:20.202 15/12/1995]',0.026,-0.064,0.023,96.174,44.150,0.000,-
'[07:24:20.204 15/12/1995]',0.025,-0.063,0.023,96.174,44.150,0.000,-
'[07:24:20.206 15/12/1995]',0.024,-0.061,0.012,96.174,44.150,0.000,-
'[07:24:20.208 15/12/1995]',0.023,-0.059,0.012,112.453,44.700,0.000,-
'[07:24:20.210 15/12/1995]',0.022,-0.057,0.012,112.453,44.700,0.000,-
'[07:24:20.212 15/12/1995]',0.021,-0.055,0.001,112.453,44.700,0.000,-
'[07:24:20.214 15/12/1995]',0.020,-0.053,0.006,112.453,44.700,0.000,-
'[07:24:20.216 15/12/1995]',0.019,-0.053,0.012,122.956,45.200,0.000,-
'[07:24:20.218 15/12/1995]',0.018,-0.052,0.012,122.956,45.200,0.000,-
'[07:24:20.220 15/12/1995]',0.018,-0.052,0.012,122.956,45.200,0.000,-
'[07:24:20.222 15/12/1995]',0.017,-0.052,0.012,122.956,45.200,0.000,-
'[07:24:20.224 15/12/1995]',0.017,-0.052,0.006,126.557,45.600,0.000,-
'[07:24:20.226 15/12/1995]',0.016,-0.053,0.001,126.557,45.600,0.000,-
'[07:24:20.228 15/12/1995]',0.015,-0.053,0.001,126.557,45.600,0.000,-
'[07:24:20.230 15/12/1995]',0.015,-0.054,0.001,126.557,45.600,0.000,-
'[07:24:20.232 15/12/1995]',0.014,-0.055,0.001,124.606,45.900,0.000,-
'[07:24:20.234 15/12/1995]',0.013,-0.056,0.001,124.606,45.900,0.000,-
