'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:46:07.690 22/05/1995]',0.002,0.002,0.002,96.931,29.198,-0.404
'[12:46:07.692 22/05/1995]',0.002,0.002,0.002,96.931,29.198,-0.404
'[12:46:07.694 22/05/1995]',0.002,0.002,0.002,96.931,29.198,-0.404
'[12:46:07.696 22/05/1995]',0.002,0.002,0.002,94.857,27.970,-0.412
'[12:46:07.698 22/05/1995]',0.002,0.002,0.002,94.857,27.970,-0.412
'[12:46:07.700 22/05/1995]',0.002,0.002,0.002,94.857,27.970,-0.412
'[12:46:07.702 22/05/1995]',0.002,0.002,0.002,94.857,27.970,-0.412
'[12:46:07.704 22/05/1995]',0.002,0.002,0.002,93.035,27.318,-0.420
'[12:46:07.706 22/05/1995]',0.002,0.002,0.002,93.035,27.318,-0.420
'[12:46:07.708 22/05/1995]',0.002,0.002,0.002,93.035,27.318,-0.420
'[12:46:07.710 22/05/1995]',0.002,0.002,0.002,93.035,27.318,-0.420
'[12:46:07.712 22/05/1995]',0.002,0.002,0.002,91.467,27.794,-0.429
'[12:46:07.714 22/05/1995]',0.002,0.002,0.002,91.467,27.794,-0.429
'[12:46:07.716 22/05/1995]',0.002,0.002,0.002,91.467,27.794,-0.429
'[12:46:07.718 22/05/1995]',0.002,0.002,0.002,91.467,27.794,-0.429
'[12:46:07.720 22/05/1995]',0.002,0.002,0.002,90.303,28.897,-0.438
'[12:46:07.722 22/05/1995]',0.002,0.002,0.002,90.303,28.897,-0.438
'[12:46:07.724 22/05/1995]',0.002,0.002,0.002,90.303,28.897,-0.438
'[12:46:07.726 22/05/1995]',0.002,0.002,0.002,90.303,28.897,-0.438
'[12:46:07.728 22/05/1995]',0.002,0.002,0.002,89.595,29.424,-0.446
'[12:46:07.730 22/05/1995]',0.002,-0.017,0.002,89.595,29.424,-0.446
'[12:46:07.732 22/05/1995]',0.002,-0.017,-0.016,89.595,29.424,-0.446
'[12:46:07.734 22/05/1995]',0.002,-0.017,0.002,89.595,29.424,-0.446
'[12:46:07.736 22/05/1995]',0.002,0.002,0.002,89.443,28.847,-0.454
'[12:46:07.738 22/05/1995]',0.002,-0.017,0.002,89.443,28.847,-0.454
'[12:46:07.740 22/05/1995]',0.002,-0.017,0.002,89.443,28.847,-0.454
'[12:46:07.742 22/05/1995]',0.002,-0.017,0.002,89.443,28.847,-0.454
'[12:46:07.744 22/05/1995]',0.002,-0.017,0.002,89.797,27.619,-0.461
'[12:46:07.746 22/05/1995]',0.002,-0.017,0.002,89.797,27.619,-0.461
'[12:46:07.748 22/05/1995]',0.002,-0.017,0.002,89.797,27.619,-0.461
'[12:46:07.750 22/05/1995]',0.002,-0.017,0.002,89.797,27.619,-0.461
'[12:46:07.752 22/05/1995]',0.002,-0.017,0.002,90.658,26.792,-0.469
'[12:46:07.754 22/05/1995]',0.002,0.002,0.002,90.658,26.792,-0.469
'[12:46:07.756 22/05/1995]',0.002,-0.017,0.002,90.658,26.792,-0.469
'[12:46:07.758 22/05/1995]',0.002,-0.017,0.002,90.658,26.792,-0.469
'[12:46:07.760 22/05/1995]',0.002,-0.017,0.002,92.074,26.967,-0.476
'[12:46:07.762 22/05/1995]',0.002,-0.017,-0.016,92.074,26.967,-0.476
'[12:46:07.764 22/05/1995]',0.002,-0.017,-0.016,92.074,26.967,-0.476
'[12:46:07.766 22/05/1995]',0.002,-0.017,-0.016,92.074,26.967,-0.476
'[12:46:07.768 22/05/1995]',0.002,-0.017,-0.016,94.148,28.070,-0.485
'[12:46:07.770 22/05/1995]',0.002,-0.017,0.002,94.148,28.070,-0.485
'[12:46:07.772 22/05/1995]',0.002,-0.017,0.002,94.148,28.070,-0.485
'[12:46:07.774 22/05/1995]',0.002,-0.017,0.002,94.148,28.070,-0.485
'[12:46:07.776 22/05/1995]',0.002,0.002,0.002,96.830,29.198,-0.494
'[12:46:07.778 22/05/1995]',0.002,0.002,0.002,96.830,29.198,-0.494
'[12:46:07.780 22/05/1995]',0.002,0.002,0.002,96.830,29.198,-0.494
'[12:46:07.782 22/05/1995]',0.002,0.002,0.002,96.830,29.198,-0.494
'[12:46:07.784 22/05/1995]',0.002,0.002,0.002,99.966,29.674,-0.503
'[12:46:07.786 22/05/1995]',0.002,0.002,0.002,99.966,29.674,-0.503
'[12:46:07.788 22/05/1995]',0.002,0.002,0.002,99.966,29.674,-0.503
'[12:46:07.790 22/05/1995]',0.002,0.002,0.002,99.966,29.674,-0.503
'[12:46:07.792 22/05/1995]',0.002,0.002,0.002,103.609,29.499,-0.511
'[12:46:07.794 22/05/1995]',0.002,0.002,0.002,103.609,29.499,-0.511
'[12:46:07.796 22/05/1995]',0.002,0.002,0.002,103.609,29.499,-0.511
'[12:46:07.798 22/05/1995]',0.002,0.002,0.002,103.609,29.499,-0.511
'[12:46:07.800 22/05/1995]',0.002,0.002,0.002,107.808,28.797,-0.520
'[12:46:07.802 22/05/1995]',0.019,0.002,0.002,107.808,28.797,-0.520
'[12:46:07.804 22/05/1995]',0.019,0.002,0.002,107.808,28.797,-0.520
'[12:46:07.806 22/05/1995]',0.019,0.002,0.002,107.808,28.797,-0.520
'[12:46:07.808 22/05/1995]',0.036,-0.017,-0.016,112.310,28.020,-0.528
'[12:46:07.810 22/05/1995]',0.054,-0.017,-0.016,112.310,28.020,-0.528
'[12:46:07.812 22/05/1995]',0.054,-0.036,-0.016,112.310,28.020,-0.528
'[12:46:07.814 22/05/1995]',0.072,-0.055,-0.034,112.310,28.020,-0.528
'[12:46:07.816 22/05/1995]',0.072,-0.055,-0.034,116.863,27.444,-0.536
'[12:46:07.818 22/05/1995]',0.072,-0.055,-0.034,116.863,27.444,-0.536
'[12:46:07.820 22/05/1995]',0.072,-0.073,-0.051,116.863,27.444,-0.536
'[12:46:07.822 22/05/1995]',0.072,-0.073,-0.051,116.863,27.444,-0.536
'[12:46:07.824 22/05/1995]',0.072,-0.073,-0.051,121.518,27.268,-0.544
'[12:46:07.826 22/05/1995]',0.072,-0.073,-0.051,121.518,27.268,-0.544
'[12:46:07.828 22/05/1995]',0.072,-0.073,-0.051,121.518,27.268,-0.544
'[12:46:07.830 22/05/1995]',0.072,-0.073,-0.051,121.518,27.268,-0.544
'[12:46:07.832 22/05/1995]',0.072,-0.073,-0.034,126.222,27.444,-0.551
'[12:46:07.834 22/05/1995]',0.054,-0.073,-0.034,126.222,27.444,-0.551
'[12:46:07.836 22/05/1995]',0.054,-0.073,-0.034,126.222,27.444,-0.551
'[12:46:07.838 22/05/1995]',0.054,-0.055,-0.034,126.222,27.444,-0.551
'[12:46:07.840 22/05/1995]',0.054,-0.055,-0.034,130.927,27.544,-0.558
'[12:46:07.842 22/05/1995]',0.054,-0.055,-0.034,130.927,27.544,-0.558
'[12:46:07.844 22/05/1995]',0.054,-0.055,-0.034,130.927,27.544,-0.558
'[12:46:07.846 22/05/1995]',0.054,-0.055,-0.034,130.927,27.544,-0.558
'[12:46:07.848 22/05/1995]',0.036,-0.055,-0.016,135.227,27.444,-0.565
'[12:46:07.850 22/05/1995]',0.019,-0.036,-0.016,135.227,27.444,-0.565
'[12:46:07.852 22/05/1995]',0.019,-0.017,-0.016,135.227,27.444,-0.565
'[12:46:07.854 22/05/1995]',0.002,-0.017,-0.016,135.227,27.444,-0.565
'[12:46:07.856 22/05/1995]',0.002,-0.017,-0.016,139.224,27.143,-0.570
'[12:46:07.858 22/05/1995]',0.002,-0.017,-0.016,139.224,27.143,-0.570
'[12:46:07.860 22/05/1995]',0.002,-0.017,-0.016,139.224,27.143,-0.570
'[12:46:07.862 22/05/1995]',0.002,-0.017,0.002,139.224,27.143,-0.570
'[12:46:07.864 22/05/1995]',0.002,-0.017,0.002,142.715,26.717,-0.576
'[12:46:07.866 22/05/1995]',0.002,-0.017,0.002,142.715,26.717,-0.576
'[12:46:07.868 22/05/1995]',0.002,-0.017,0.002,142.715,26.717,-0.576
'[12:46:07.870 22/05/1995]',0.002,-0.017,0.002,142.715,26.717,-0.576
'[12:46:07.872 22/05/1995]',0.002,-0.017,0.002,145.649,26.190,-0.581
'[12:46:07.874 22/05/1995]',0.002,-0.017,-0.016,145.649,26.190,-0.581
'[12:46:07.876 22/05/1995]',0.002,-0.017,-0.016,145.649,26.190,-0.581
'[12:46:07.878 22/05/1995]',0.002,-0.017,-0.016,145.649,26.190,-0.581
'[12:46:07.880 22/05/1995]',0.002,-0.017,-0.016,147.976,25.664,-0.585
'[12:46:07.882 22/05/1995]',0.002,-0.017,-0.016,147.976,25.664,-0.585
'[12:46:07.884 22/05/1995]',0.002,-0.017,0.002,147.976,25.664,-0.585
'[12:46:07.886 22/05/1995]',0.002,-0.017,-0.016,147.976,25.664,-0.585
'[12:46:07.888 22/05/1995]',0.002,-0.017,-0.016,149.747,25.138,-0.590
'[12:46:07.890 22/05/1995]',0.002,-0.017,-0.016,149.747,25.138,-0.590
'[12:46:07.892 22/05/1995]',0.002,-0.017,-0.016,149.747,25.138,-0.590
'[12:46:07.894 22/05/1995]',0.002,-0.017,0.002,149.747,25.138,-0.590
'[12:46:07.896 22/05/1995]',0.002,-0.017,-0.016,150.860,24.837,-0.594
'[12:46:07.898 22/05/1995]',0.002,-0.017,0.002,150.860,24.837,-0.594
'[12:46:07.900 22/05/1995]',0.002,-0.017,-0.016,150.860,24.837,-0.594
'[12:46:07.902 22/05/1995]',0.002,-0.017,-0.016,150.860,24.837,-0.594
'[12:46:07.904 22/05/1995]',0.002,-0.017,0.002,151.366,24.662,-0.599
'[12:46:07.906 22/05/1995]',0.002,-0.017,0.002,151.366,24.662,-0.599
'[12:46:07.908 22/05/1995]',0.002,-0.017,0.002,151.366,24.662,-0.599
'[12:46:07.910 22/05/1995]',0.002,0.002,0.002,151.366,24.662,-0.599
'[12:46:07.912 22/05/1995]',-0.016,0.002,0.002,151.163,24.561,-0.603
'[12:46:07.914 22/05/1995]',-0.034,0.020,0.002,151.163,24.561,-0.603
'[12:46:07.916 22/05/1995]',-0.070,0.076,0.036,151.163,24.561,-0.603
'[12:46:07.918 22/05/1995]',-0.123,0.132,0.054,151.163,24.561,-0.603
'[12:46:07.920 22/05/1995]',-0.159,0.170,0.071,150.404,24.787,-0.608
'[12:46:07.922 22/05/1995]',-0.177,0.188,0.071,150.404,24.787,-0.608
'[12:46:07.924 22/05/1995]',-0.159,0.170,0.071,150.404,24.787,-0.608
'[12:46:07.926 22/05/1995]',-0.141,0.132,0.054,150.404,24.787,-0.608
'[12:46:07.928 22/05/1995]',-0.105,0.095,0.018,148.887,25.439,-0.612
'[12:46:07.930 22/05/1995]',-0.052,0.038,0.002,148.887,25.439,-0.612
'[12:46:07.932 22/05/1995]',0.002,0.002,0.002,148.887,25.439,-0.612
'[12:46:07.934 22/05/1995]',0.054,-0.111,-0.051,148.887,25.439,-0.612
'[12:46:07.936 22/05/1995]',0.161,-0.242,-0.104,146.509,25.965,-0.617
'[12:46:07.938 22/05/1995]',0.285,-0.373,-0.174,146.509,25.965,-0.617
'[12:46:07.940 22/05/1995]',0.410,-0.523,-0.227,146.509,25.965,-0.617
'[12:46:07.942 22/05/1995]',0.570,-0.691,-0.297,146.509,25.965,-0.617
'[12:46:07.944 22/05/1995]',0.766,-0.934,-0.402,143.170,25.789,-0.621
'[12:46:07.946 22/05/1995]',1.015,-1.233,-0.542,143.170,25.789,-0.621
'[12:46:07.948 22/05/1995]',1.211,-1.476,-0.666,143.170,25.789,-0.621
'[12:46:07.950 22/05/1995]',1.281,-1.588,-0.718,143.170,25.789,-0.621
'[12:46:07.952 22/05/1995]',1.247,-1.569,-0.736,138.769,25.038,-0.625
'[12:46:07.954 22/05/1995]',1.139,-1.494,-0.718,138.769,25.038,-0.625
'[12:46:07.956 22/05/1995]',0.926,-1.270,-0.666,138.769,25.038,-0.625
'[12:46:07.958 22/05/1995]',0.731,-1.009,-0.613,138.769,25.038,-0.625
'[12:46:07.960 22/05/1995]',0.552,-0.784,-0.542,133.457,24.386,-0.630
'[12:46:07.962 22/05/1995]',0.410,-0.634,-0.490,133.457,24.386,-0.630
'[12:46:07.964 22/05/1995]',0.303,-0.523,-0.438,133.457,24.386,-0.630
'[12:46:07.966 22/05/1995]',0.233,-0.448,-0.367,133.457,24.386,-0.630
'[12:46:07.968 22/05/1995]',0.197,-0.391,-0.314,127.335,24.612,-0.634
'[12:46:07.970 22/05/1995]',0.144,-0.335,-0.279,127.335,24.612,-0.634
'[12:46:07.972 22/05/1995]',0.126,-0.279,-0.227,127.335,24.612,-0.634
'[12:46:07.974 22/05/1995]',0.090,-0.223,-0.192,127.335,24.612,-0.634
'[12:46:07.976 22/05/1995]',0.054,-0.186,-0.139,120.759,25.915,-0.639
'[12:46:07.978 22/05/1995]',0.002,-0.130,-0.086,120.759,25.915,-0.639
'[12:46:07.980 22/05/1995]',0.002,-0.055,-0.051,120.759,25.915,-0.639
'[12:46:07.982 22/05/1995]',-0.034,-0.017,-0.016,120.759,25.915,-0.639
'[12:46:07.984 22/05/1995]',-0.052,0.002,0.002,113.878,26.842,-0.643
'[12:46:07.986 22/05/1995]',-0.070,0.038,0.002,113.878,26.842,-0.643
'[12:46:07.988 22/05/1995]',-0.088,0.057,0.002,113.878,26.842,-0.643
'[12:46:07.990 22/05/1995]',-0.088,0.076,0.018,113.878,26.842,-0.643
'[12:46:07.992 22/05/1995]',-0.105,0.095,0.036,106.948,26.090,-0.648
'[12:46:07.994 22/05/1995]',-0.105,0.113,0.036,106.948,26.090,-0.648
'[12:46:07.996 22/05/1995]',-0.123,0.132,0.036,106.948,26.090,-0.648
'[12:46:07.998 22/05/1995]',-0.123,0.132,0.054,106.948,26.090,-0.648
'[12:46:08.000 22/05/1995]',-0.123,0.132,0.054,100.219,24.085,-0.652
'[12:46:08.002 22/05/1995]',-0.123,0.132,0.054,100.219,24.085,-0.652
'[12:46:08.004 22/05/1995]',-0.123,0.151,0.071,100.219,24.085,-0.652
'[12:46:08.006 22/05/1995]',-0.123,0.151,0.054,100.219,24.085,-0.652
'[12:46:08.008 22/05/1995]',-0.123,0.151,0.071,93.744,23.083,-0.656
'[12:46:08.010 22/05/1995]',-0.123,0.151,0.071,93.744,23.083,-0.656
'[12:46:08.012 22/05/1995]',-0.123,0.151,0.071,93.744,23.083,-0.656
'[12:46:08.014 22/05/1995]',-0.123,0.151,0.071,93.744,23.083,-0.656
'[12:46:08.016 22/05/1995]',-0.123,0.151,0.071,87.572,24.035,-0.660
'[12:46:08.018 22/05/1995]',-0.123,0.151,0.071,87.572,24.035,-0.660
'[12:46:08.020 22/05/1995]',-0.123,0.170,0.071,87.572,24.035,-0.660
'[12:46:08.022 22/05/1995]',-0.123,0.151,0.071,87.572,24.035,-0.660
'[12:46:08.024 22/05/1995]',-0.123,0.151,0.071,81.804,25.965,-0.664
'[12:46:08.026 22/05/1995]',-0.123,0.151,0.071,81.804,25.965,-0.664
'[12:46:08.028 22/05/1995]',-0.123,0.151,0.071,81.804,25.965,-0.664
'[12:46:08.030 22/05/1995]',-0.123,0.151,0.071,81.804,25.965,-0.664
'[12:46:08.032 22/05/1995]',-0.123,0.151,0.071,76.492,27.318,-0.667
'[12:46:08.034 22/05/1995]',-0.123,0.151,0.071,76.492,27.318,-0.667
'[12:46:08.036 22/05/1995]',-0.123,0.151,0.071,76.492,27.318,-0.667
'[12:46:08.038 22/05/1995]',-0.123,0.170,0.071,76.492,27.318,-0.667
'[12:46:08.040 22/05/1995]',-0.123,0.151,0.071,71.686,27.669,-0.671
'[12:46:08.042 22/05/1995]',-0.123,0.170,0.071,71.686,27.669,-0.671
'[12:46:08.044 22/05/1995]',-0.123,0.170,0.071,71.686,27.669,-0.671
'[12:46:08.046 22/05/1995]',-0.123,0.151,0.071,71.686,27.669,-0.671
'[12:46:08.048 22/05/1995]',-0.123,0.151,0.071,67.487,27.669,-0.676
'[12:46:08.050 22/05/1995]',-0.123,0.151,0.071,67.487,27.669,-0.676
'[12:46:08.052 22/05/1995]',-0.123,0.151,0.071,67.487,27.669,-0.676
'[12:46:08.054 22/05/1995]',-0.123,0.170,0.071,67.487,27.669,-0.676
'[12:46:08.056 22/05/1995]',-0.123,0.170,0.071,63.693,27.895,-0.682
'[12:46:08.058 22/05/1995]',-0.123,0.151,0.071,63.693,27.895,-0.682
'[12:46:08.060 22/05/1995]',-0.123,0.170,0.071,63.693,27.895,-0.682
'[12:46:08.062 22/05/1995]',-0.123,0.170,0.071,63.693,27.895,-0.682
'[12:46:08.064 22/05/1995]',-0.123,0.170,0.071,60.303,27.669,-0.689
'[12:46:08.066 22/05/1995]',-0.123,0.170,0.071,60.303,27.669,-0.689
'[12:46:08.068 22/05/1995]',-0.123,0.170,0.071,60.303,27.669,-0.689
'[12:46:08.070 22/05/1995]',-0.123,0.170,0.071,60.303,27.669,-0.689
'[12:46:08.072 22/05/1995]',-0.123,0.170,0.071,57.572,26.316,-0.695
'[12:46:08.074 22/05/1995]',-0.123,0.170,0.071,57.572,26.316,-0.695
'[12:46:08.076 22/05/1995]',-0.123,0.170,0.089,57.572,26.316,-0.695
'[12:46:08.078 22/05/1995]',-0.123,0.170,0.071,57.572,26.316,-0.695
'[12:46:08.080 22/05/1995]',-0.123,0.170,0.071,55.649,24.912,-0.702
'[12:46:08.082 22/05/1995]',-0.123,0.170,0.071,55.649,24.912,-0.702
'[12:46:08.084 22/05/1995]',-0.123,0.170,0.071,55.649,24.912,-0.702
'[12:46:08.086 22/05/1995]',-0.123,0.170,0.071,55.649,24.912,-0.702
'[12:46:08.088 22/05/1995]',-0.123,0.170,0.071,54.587,25.313,-0.708
'[12:46:08.090 22/05/1995]',-0.123,0.170,0.071,54.587,25.313,-0.708
'[12:46:08.092 22/05/1995]',-0.123,0.170,0.071,54.587,25.313,-0.708
'[12:46:08.094 22/05/1995]',-0.123,0.170,0.071,54.587,25.313,-0.708
'[12:46:08.096 22/05/1995]',-0.123,0.170,0.071,54.536,27.970,-0.715
'[12:46:08.098 22/05/1995]',-0.141,0.170,0.071,54.536,27.970,-0.715
'[12:46:08.100 22/05/1995]',-0.141,0.170,0.071,54.536,27.970,-0.715
'[12:46:08.102 22/05/1995]',-0.141,0.170,0.071,54.536,27.970,-0.715
'[12:46:08.104 22/05/1995]',-0.141,0.170,0.089,55.852,31.253,-0.721
'[12:46:08.106 22/05/1995]',-0.141,0.170,0.071,55.852,31.253,-0.721
'[12:46:08.108 22/05/1995]',-0.141,0.188,0.089,55.852,31.253,-0.721
'[12:46:08.110 22/05/1995]',-0.141,0.188,0.089,55.852,31.253,-0.721
'[12:46:08.112 22/05/1995]',-0.159,0.188,0.089,58.533,33.434,-0.726
'[12:46:08.114 22/05/1995]',-0.141,0.188,0.089,58.533,33.434,-0.726
'[12:46:08.116 22/05/1995]',-0.141,0.188,0.089,58.533,33.434,-0.726
'[12:46:08.118 22/05/1995]',-0.141,0.188,0.089,58.533,33.434,-0.726
'[12:46:08.120 22/05/1995]',-0.141,0.188,0.089,61.872,33.835,-0.730
'[12:46:08.122 22/05/1995]',-0.159,0.188,0.089,61.872,33.835,-0.730
'[12:46:08.124 22/05/1995]',-0.159,0.188,0.089,61.872,33.835,-0.730
'[12:46:08.126 22/05/1995]',-0.159,0.188,0.089,61.872,33.835,-0.730
'[12:46:08.128 22/05/1995]',-0.159,0.188,0.089,65.666,33.709,-0.734
'[12:46:08.130 22/05/1995]',-0.159,0.188,0.089,65.666,33.709,-0.734
'[12:46:08.132 22/05/1995]',-0.159,0.188,0.089,65.666,33.709,-0.734
'[12:46:08.134 22/05/1995]',-0.159,0.188,0.089,65.666,33.709,-0.734
'[12:46:08.136 22/05/1995]',-0.159,0.207,0.106,69.865,34.662,-0.738
'[12:46:08.138 22/05/1995]',-0.177,0.207,0.089,69.865,34.662,-0.738
'[12:46:08.140 22/05/1995]',-0.177,0.207,0.089,69.865,34.662,-0.738
'[12:46:08.142 22/05/1995]',-0.177,0.207,0.106,69.865,34.662,-0.738
'[12:46:08.144 22/05/1995]',-0.177,0.207,0.106,74.367,36.115,-0.741
'[12:46:08.146 22/05/1995]',-0.177,0.207,0.106,74.367,36.115,-0.741
'[12:46:08.148 22/05/1995]',-0.177,0.207,0.106,74.367,36.115,-0.741
'[12:46:08.150 22/05/1995]',-0.195,0.207,0.106,74.367,36.115,-0.741
'[12:46:08.152 22/05/1995]',-0.195,0.207,0.106,79.022,37.068,-0.744
'[12:46:08.154 22/05/1995]',-0.195,0.226,0.106,79.022,37.068,-0.744
'[12:46:08.156 22/05/1995]',-0.195,0.207,0.106,79.022,37.068,-0.744
'[12:46:08.158 22/05/1995]',-0.195,0.207,0.106,79.022,37.068,-0.744
'[12:46:08.160 22/05/1995]',-0.195,0.207,0.106,83.727,36.942,-0.747
'[12:46:08.162 22/05/1995]',-0.195,0.207,0.106,83.727,36.942,-0.747
'[12:46:08.164 22/05/1995]',-0.195,0.207,0.106,83.727,36.942,-0.747
'[12:46:08.166 22/05/1995]',-0.195,0.207,0.106,83.727,36.942,-0.747
'[12:46:08.168 22/05/1995]',-0.195,0.207,0.106,88.533,36.241,-0.750
'[12:46:08.170 22/05/1995]',-0.195,0.207,0.106,88.533,36.241,-0.750
'[12:46:08.172 22/05/1995]',-0.195,0.207,0.089,88.533,36.241,-0.750
'[12:46:08.174 22/05/1995]',-0.195,0.207,0.089,88.533,36.241,-0.750
'[12:46:08.176 22/05/1995]',-0.195,0.207,0.089,93.339,35.764,-0.752
'[12:46:08.178 22/05/1995]',-0.195,0.188,0.089,93.339,35.764,-0.752
'[12:46:08.180 22/05/1995]',-0.177,0.188,0.089,93.339,35.764,-0.752
'[12:46:08.182 22/05/1995]',-0.177,0.188,0.089,93.339,35.764,-0.752
'[12:46:08.184 22/05/1995]',-0.177,0.170,0.089,97.993,36.065,-0.755
'[12:46:08.186 22/05/1995]',-0.177,0.170,0.089,97.993,36.065,-0.755
'[12:46:08.188 22/05/1995]',-0.177,0.151,0.071,97.993,36.065,-0.755
'[12:46:08.190 22/05/1995]',-0.177,0.151,0.071,97.993,36.065,-0.755
'[12:46:08.192 22/05/1995]',-0.159,0.132,0.071,102.546,37.018,-0.758
'[12:46:08.194 22/05/1995]',-0.159,0.132,0.071,102.546,37.018,-0.758
'[12:46:08.196 22/05/1995]',-0.159,0.132,0.071,102.546,37.018,-0.758
'[12:46:08.198 22/05/1995]',-0.141,0.132,0.054,102.546,37.018,-0.758
'[12:46:08.200 22/05/1995]',-0.141,0.113,0.054,106.846,37.769,-0.761
'[12:46:08.202 22/05/1995]',-0.123,0.113,0.054,106.846,37.769,-0.761
'[12:46:08.204 22/05/1995]',-0.123,0.095,0.054,106.846,37.769,-0.761
'[12:46:08.206 22/05/1995]',-0.123,0.095,0.036,106.846,37.769,-0.761
'[12:46:08.208 22/05/1995]',-0.123,0.076,0.036,110.691,37.995,-0.764
'[12:46:08.210 22/05/1995]',-0.105,0.076,0.036,110.691,37.995,-0.764
'[12:46:08.212 22/05/1995]',-0.105,0.057,0.018,110.691,37.995,-0.764
'[12:46:08.214 22/05/1995]',-0.088,0.057,0.018,110.691,37.995,-0.764
'[12:46:08.216 22/05/1995]',-0.088,0.038,0.018,114.182,37.594,-0.766
'[12:46:08.218 22/05/1995]',-0.070,0.038,0.018,114.182,37.594,-0.766
'[12:46:08.220 22/05/1995]',-0.070,0.020,0.002,114.182,37.594,-0.766
'[12:46:08.222 22/05/1995]',-0.070,0.020,0.002,114.182,37.594,-0.766
'[12:46:08.224 22/05/1995]',-0.052,0.002,0.002,117.217,37.018,-0.768
'[12:46:08.226 22/05/1995]',-0.052,0.002,0.002,117.217,37.018,-0.768
'[12:46:08.228 22/05/1995]',-0.034,0.002,0.002,117.217,37.018,-0.768
'[12:46:08.230 22/05/1995]',-0.034,0.002,0.002,117.217,37.018,-0.768
'[12:46:08.232 22/05/1995]',-0.034,0.002,0.002,119.696,36.842,-0.769
'[12:46:08.234 22/05/1995]',-0.034,0.002,0.002,119.696,36.842,-0.769
'[12:46:08.236 22/05/1995]',-0.016,0.002,0.002,119.696,36.842,-0.769
'[12:46:08.238 22/05/1995]',-0.016,-0.017,0.002,119.696,36.842,-0.769
'[12:46:08.240 22/05/1995]',-0.016,-0.017,0.002,121.669,36.767,-0.770
'[12:46:08.242 22/05/1995]',-0.016,-0.017,0.002,121.669,36.767,-0.770
'[12:46:08.244 22/05/1995]',-0.016,-0.017,0.002,121.669,36.767,-0.770
'[12:46:08.246 22/05/1995]',0.002,-0.017,0.002,121.669,36.767,-0.770
'[12:46:08.248 22/05/1995]',0.002,-0.036,-0.016,123.086,36.491,-0.770
'[12:46:08.250 22/05/1995]',0.002,-0.017,-0.016,123.086,36.491,-0.770
'[12:46:08.252 22/05/1995]',0.002,-0.036,-0.016,123.086,36.491,-0.770
'[12:46:08.254 22/05/1995]',0.002,-0.017,-0.016,123.086,36.491,-0.770
'[12:46:08.256 22/05/1995]',0.002,-0.017,-0.016,123.946,36.115,-0.769
'[12:46:08.258 22/05/1995]',0.002,-0.017,-0.016,123.946,36.115,-0.769
'[12:46:08.260 22/05/1995]',0.002,-0.017,-0.016,123.946,36.115,-0.769
'[12:46:08.262 22/05/1995]',0.002,-0.017,-0.016,123.946,36.115,-0.769
'[12:46:08.264 22/05/1995]',0.002,-0.017,-0.016,124.401,36.015,-0.769
'[12:46:08.266 22/05/1995]',0.002,-0.017,-0.016,124.401,36.015,-0.769
'[12:46:08.268 22/05/1995]',0.002,-0.017,0.002,124.401,36.015,-0.769
'[12:46:08.270 22/05/1995]',0.002,-0.017,-0.016,124.401,36.015,-0.769
'[12:46:08.272 22/05/1995]',0.002,-0.017,-0.016,124.249,35.890,-0.768
'[12:46:08.274 22/05/1995]',0.002,-0.017,-0.016,124.249,35.890,-0.768
'[12:46:08.276 22/05/1995]',0.002,-0.017,0.002,124.249,35.890,-0.768
'[12:46:08.278 22/05/1995]',0.002,-0.017,-0.016,124.249,35.890,-0.768
'[12:46:08.280 22/05/1995]',0.002,-0.017,-0.016,123.693,35.664,-0.768
'[12:46:08.282 22/05/1995]',0.002,-0.017,-0.016,123.693,35.664,-0.768
'[12:46:08.284 22/05/1995]',0.002,-0.017,-0.016,123.693,35.664,-0.768
'[12:46:08.286 22/05/1995]',0.002,-0.017,-0.016,123.693,35.664,-0.768
'[12:46:08.288 22/05/1995]',0.002,-0.017,-0.016,122.580,35.363,-0.767
'[12:46:08.290 22/05/1995]',0.002,-0.017,-0.016,122.580,35.363,-0.767
'[12:46:08.292 22/05/1995]',0.002,-0.017,-0.016,122.580,35.363,-0.767
'[12:46:08.294 22/05/1995]',0.002,-0.017,-0.016,122.580,35.363,-0.767
'[12:46:08.296 22/05/1995]',0.002,-0.017,-0.016,121.062,34.887,-0.766
'[12:46:08.298 22/05/1995]',0.002,-0.017,-0.016,121.062,34.887,-0.766
'[12:46:08.300 22/05/1995]',0.002,-0.017,-0.016,121.062,34.887,-0.766
'[12:46:08.302 22/05/1995]',0.002,-0.017,-0.016,121.062,34.887,-0.766
'[12:46:08.304 22/05/1995]',0.002,-0.017,-0.016,119.089,34.060,-0.765
'[12:46:08.306 22/05/1995]',0.002,-0.017,-0.016,119.089,34.060,-0.765
'[12:46:08.308 22/05/1995]',0.002,-0.017,-0.016,119.089,34.060,-0.765
'[12:46:08.310 22/05/1995]',0.002,-0.017,-0.016,119.089,34.060,-0.765
'[12:46:08.312 22/05/1995]',0.002,-0.017,-0.016,116.661,32.957,-0.764
'[12:46:08.314 22/05/1995]',0.002,-0.017,-0.016,116.661,32.957,-0.764
'[12:46:08.316 22/05/1995]',0.002,0.002,-0.016,116.661,32.957,-0.764
'[12:46:08.318 22/05/1995]',0.002,-0.017,-0.016,116.661,32.957,-0.764
'[12:46:08.320 22/05/1995]',0.002,-0.017,-0.016,113.828,31.779,-0.762
