'Time and date','MCL1 ','II ','V ','ABP ','PAP ','PLETH ','RESP '
'[14:00:35.142 04/04/1995]',-0.006,0.001,0.013,58.700,22.136,0.000,-0.656
'[14:00:35.144 04/04/1995]',-0.012,0.001,0.006,58.550,21.910,0.000,-0.655
'[14:00:35.146 04/04/1995]',-0.006,0.001,0.006,58.550,21.910,0.000,-0.655
'[14:00:35.148 04/04/1995]',-0.006,0.001,0.013,58.550,21.910,0.000,-0.655
'[14:00:35.150 04/04/1995]',-0.012,0.001,0.006,58.550,21.910,0.000,-0.655
'[14:00:35.152 04/04/1995]',-0.012,0.001,0.006,58.400,21.658,0.000,-0.654
'[14:00:35.154 04/04/1995]',-0.012,0.001,0.006,58.400,21.658,0.000,-0.654
'[14:00:35.156 04/04/1995]',-0.012,0.001,0.006,58.400,21.658,0.000,-0.654
'[14:00:35.158 04/04/1995]',-0.012,0.001,0.006,58.400,21.658,0.000,-0.654
'[14:00:35.160 04/04/1995]',-0.012,0.001,0.006,58.350,21.382,0.000,-0.653
'[14:00:35.162 04/04/1995]',-0.012,0.001,0.006,58.350,21.382,0.000,-0.653
'[14:00:35.164 04/04/1995]',-0.012,0.001,0.013,58.350,21.382,0.000,-0.653
'[14:00:35.166 04/04/1995]',-0.012,0.001,0.006,58.350,21.382,0.000,-0.653
'[14:00:35.168 04/04/1995]',-0.012,0.001,0.006,58.400,21.131,0.000,-0.651
'[14:00:35.170 04/04/1995]',-0.012,0.001,0.006,58.400,21.131,0.000,-0.651
'[14:00:35.172 04/04/1995]',-0.012,0.001,0.001,58.400,21.131,0.000,-0.651
'[14:00:35.174 04/04/1995]',-0.012,0.001,0.001,58.400,21.131,0.000,-0.651
'[14:00:35.176 04/04/1995]',-0.006,0.001,0.001,58.400,20.905,0.000,-0.649
'[14:00:35.178 04/04/1995]',-0.006,0.001,0.001,58.400,20.905,0.000,-0.649
'[14:00:35.180 04/04/1995]',-0.006,0.001,0.001,58.400,20.905,0.000,-0.649
'[14:00:35.182 04/04/1995]',0.001,0.001,0.001,58.400,20.905,0.000,-0.649
'[14:00:35.184 04/04/1995]',0.001,0.001,0.006,58.400,20.427,0.000,-0.647
'[14:00:35.186 04/04/1995]',0.001,0.001,0.001,58.400,20.427,0.000,-0.647
'[14:00:35.188 04/04/1995]',0.001,0.001,0.001,58.400,20.427,0.000,-0.647
'[14:00:35.190 04/04/1995]',0.001,0.001,0.001,58.400,20.427,0.000,-0.647
'[14:00:35.192 04/04/1995]',0.007,0.001,0.001,58.350,19.497,0.000,-0.645
'[14:00:35.194 04/04/1995]',0.007,-0.008,0.001,58.350,19.497,0.000,-0.645
'[14:00:35.196 04/04/1995]',0.007,-0.008,0.001,58.350,19.497,0.000,-0.645
'[14:00:35.198 04/04/1995]',0.007,-0.017,0.001,58.350,19.497,0.000,-0.645
'[14:00:35.200 04/04/1995]',0.007,-0.008,0.001,58.300,18.191,0.000,-0.643
'[14:00:35.202 04/04/1995]',0.007,-0.008,0.001,58.300,18.191,0.000,-0.643
'[14:00:35.204 04/04/1995]',0.007,-0.008,0.001,58.300,18.191,0.000,-0.643
'[14:00:35.206 04/04/1995]',0.007,-0.008,0.001,58.300,18.191,0.000,-0.643
'[14:00:35.208 04/04/1995]',0.007,-0.008,0.001,58.200,16.533,0.000,-0.641
'[14:00:35.210 04/04/1995]',0.007,-0.017,0.001,58.200,16.533,0.000,-0.641
'[14:00:35.212 04/04/1995]',0.007,-0.008,0.001,58.200,16.533,0.000,-0.641
'[14:00:35.214 04/04/1995]',0.013,-0.008,0.006,58.200,16.533,0.000,-0.641
'[14:00:35.216 04/04/1995]',0.013,-0.008,0.001,58.000,14.899,0.000,-0.639
'[14:00:35.218 04/04/1995]',0.007,-0.008,0.001,58.000,14.899,0.000,-0.639
'[14:00:35.220 04/04/1995]',0.007,-0.017,0.001,58.000,14.899,0.000,-0.639
'[14:00:35.222 04/04/1995]',0.007,-0.008,0.001,58.000,14.899,0.000,-0.639
'[14:00:35.224 04/04/1995]',0.007,0.001,0.001,57.850,13.367,0.000,-0.636
'[14:00:35.226 04/04/1995]',0.007,0.001,0.001,57.850,13.367,0.000,-0.636
'[14:00:35.228 04/04/1995]',0.007,0.001,0.001,57.850,13.367,0.000,-0.636
'[14:00:35.230 04/04/1995]',0.007,0.001,0.001,57.850,13.367,0.000,-0.636
'[14:00:35.232 04/04/1995]',0.013,-0.008,0.001,57.600,11.960,0.000,-0.634
'[14:00:35.234 04/04/1995]',0.007,-0.008,0.001,57.600,11.960,0.000,-0.634
'[14:00:35.236 04/04/1995]',0.007,0.001,0.001,57.600,11.960,0.000,-0.634
'[14:00:35.238 04/04/1995]',0.007,-0.008,0.001,57.600,11.960,0.000,-0.634
'[14:00:35.240 04/04/1995]',0.013,-0.008,0.001,57.350,10.653,0.000,-0.631
'[14:00:35.242 04/04/1995]',0.013,-0.008,0.001,57.350,10.653,0.000,-0.631
'[14:00:35.244 04/04/1995]',0.007,-0.017,0.001,57.350,10.653,0.000,-0.631
'[14:00:35.246 04/04/1995]',0.013,-0.008,0.001,57.350,10.653,0.000,-0.631
'[14:00:35.248 04/04/1995]',0.007,0.001,0.006,57.150,9.523,0.000,-0.629
'[14:00:35.250 04/04/1995]',0.007,0.001,0.006,57.150,9.523,0.000,-0.629
'[14:00:35.252 04/04/1995]',0.007,0.001,0.001,57.150,9.523,0.000,-0.629
'[14:00:35.254 04/04/1995]',0.007,0.001,0.001,57.150,9.523,0.000,-0.629
'[14:00:35.256 04/04/1995]',0.013,0.001,0.006,56.900,8.593,0.000,-0.627
'[14:00:35.258 04/04/1995]',0.007,0.001,0.006,56.900,8.593,0.000,-0.627
'[14:00:35.260 04/04/1995]',0.013,-0.008,0.006,56.900,8.593,0.000,-0.627
'[14:00:35.262 04/04/1995]',0.013,0.001,0.006,56.900,8.593,0.000,-0.627
'[14:00:35.264 04/04/1995]',0.013,0.001,0.006,56.650,7.889,0.000,-0.625
'[14:00:35.266 04/04/1995]',0.007,-0.008,0.006,56.650,7.889,0.000,-0.625
'[14:00:35.268 04/04/1995]',0.007,0.001,0.006,56.650,7.889,0.000,-0.625
'[14:00:35.270 04/04/1995]',0.013,-0.008,0.006,56.650,7.889,0.000,-0.625
'[14:00:35.272 04/04/1995]',0.013,-0.008,0.013,56.350,7.362,0.000,-0.623
'[14:00:35.274 04/04/1995]',0.013,-0.008,0.006,56.350,7.362,0.000,-0.623
'[14:00:35.276 04/04/1995]',0.013,-0.008,0.013,56.350,7.362,0.000,-0.623
'[14:00:35.278 04/04/1995]',0.013,-0.008,0.013,56.350,7.362,0.000,-0.623
'[14:00:35.280 04/04/1995]',0.007,-0.017,0.006,56.000,7.060,0.000,-0.621
'[14:00:35.282 04/04/1995]',0.013,-0.008,0.013,56.000,7.060,0.000,-0.621
'[14:00:35.284 04/04/1995]',0.007,-0.008,0.006,56.000,7.060,0.000,-0.621
'[14:00:35.286 04/04/1995]',0.007,-0.008,0.006,56.000,7.060,0.000,-0.621
'[14:00:35.288 04/04/1995]',0.013,-0.008,0.013,55.650,7.010,0.000,-0.619
'[14:00:35.290 04/04/1995]',0.013,-0.008,0.013,55.650,7.010,0.000,-0.619
'[14:00:35.292 04/04/1995]',0.013,-0.017,0.013,55.650,7.010,0.000,-0.619
'[14:00:35.294 04/04/1995]',0.013,-0.017,0.013,55.650,7.010,0.000,-0.619
'[14:00:35.296 04/04/1995]',0.013,-0.017,0.013,55.300,7.060,0.000,-0.617
'[14:00:35.298 04/04/1995]',0.013,-0.008,0.013,55.300,7.060,0.000,-0.617
'[14:00:35.300 04/04/1995]',0.013,-0.017,0.006,55.300,7.060,0.000,-0.617
'[14:00:35.302 04/04/1995]',0.013,-0.017,0.013,55.300,7.060,0.000,-0.617
'[14:00:35.304 04/04/1995]',0.013,-0.008,0.013,54.950,7.236,0.000,-0.615
'[14:00:35.306 04/04/1995]',0.013,-0.008,0.013,54.950,7.236,0.000,-0.615
'[14:00:35.308 04/04/1995]',0.013,-0.017,0.013,54.950,7.236,0.000,-0.615
'[14:00:35.310 04/04/1995]',0.013,-0.017,0.013,54.950,7.236,0.000,-0.615
'[14:00:35.312 04/04/1995]',0.013,-0.017,0.013,54.600,7.462,0.000,-0.613
'[14:00:35.314 04/04/1995]',0.013,-0.008,0.006,54.600,7.462,0.000,-0.613
'[14:00:35.316 04/04/1995]',0.013,-0.008,0.006,54.600,7.462,0.000,-0.613
'[14:00:35.318 04/04/1995]',0.013,-0.008,0.006,54.600,7.462,0.000,-0.613
'[14:00:35.320 04/04/1995]',0.013,-0.008,0.006,54.250,7.839,0.000,-0.612
'[14:00:35.322 04/04/1995]',0.007,-0.008,0.006,54.250,7.839,0.000,-0.612
'[14:00:35.324 04/04/1995]',0.013,0.001,0.006,54.250,7.839,0.000,-0.612
'[14:00:35.326 04/04/1995]',0.013,-0.008,0.013,54.250,7.839,0.000,-0.612
'[14:00:35.328 04/04/1995]',0.013,-0.008,0.013,53.900,8.417,0.000,-0.610
'[14:00:35.330 04/04/1995]',0.007,0.001,0.006,53.900,8.417,0.000,-0.610
'[14:00:35.332 04/04/1995]',0.013,0.001,0.006,53.900,8.417,0.000,-0.610
'[14:00:35.334 04/04/1995]',0.007,0.001,0.006,53.900,8.417,0.000,-0.610
'[14:00:35.336 04/04/1995]',0.007,0.001,0.006,53.500,9.121,0.000,-0.607
'[14:00:35.338 04/04/1995]',0.013,0.001,0.006,53.500,9.121,0.000,-0.607
'[14:00:35.340 04/04/1995]',0.013,0.001,0.013,53.500,9.121,0.000,-0.607
'[14:00:35.342 04/04/1995]',0.007,-0.008,0.006,53.500,9.121,0.000,-0.607
'[14:00:35.344 04/04/1995]',0.013,-0.008,0.013,53.150,9.724,0.000,-0.605
'[14:00:35.346 04/04/1995]',0.013,-0.008,0.013,53.150,9.724,0.000,-0.605
'[14:00:35.348 04/04/1995]',0.013,-0.017,0.006,53.150,9.724,0.000,-0.605
'[14:00:35.350 04/04/1995]',0.007,-0.017,0.006,53.150,9.724,0.000,-0.605
'[14:00:35.352 04/04/1995]',0.007,-0.017,0.013,52.750,10.000,0.000,-0.602
'[14:00:35.354 04/04/1995]',0.007,-0.017,0.013,52.750,10.000,0.000,-0.602
'[14:00:35.356 04/04/1995]',0.007,-0.026,0.019,52.750,10.000,0.000,-0.602
'[14:00:35.358 04/04/1995]',0.001,-0.026,0.013,52.750,10.000,0.000,-0.602
'[14:00:35.360 04/04/1995]',-0.006,-0.026,0.019,52.400,10.126,0.000,-0.599
'[14:00:35.362 04/04/1995]',-0.018,-0.017,0.019,52.400,10.126,0.000,-0.599
'[14:00:35.364 04/04/1995]',-0.031,-0.008,0.019,52.400,10.126,0.000,-0.599
'[14:00:35.366 04/04/1995]',-0.037,0.001,0.019,52.400,10.126,0.000,-0.599
'[14:00:35.368 04/04/1995]',-0.037,0.001,0.013,52.050,10.302,0.000,-0.596
'[14:00:35.370 04/04/1995]',-0.031,0.009,0.013,52.050,10.302,0.000,-0.596
'[14:00:35.372 04/04/1995]',-0.012,0.018,0.001,52.050,10.302,0.000,-0.596
'[14:00:35.374 04/04/1995]',0.007,0.045,-0.006,52.050,10.302,0.000,-0.596
'[14:00:35.376 04/04/1995]',0.038,0.063,-0.018,51.700,10.528,0.000,-0.593
'[14:00:35.378 04/04/1995]',0.063,0.090,-0.043,51.700,10.528,0.000,-0.593
'[14:00:35.380 04/04/1995]',0.088,0.117,-0.061,51.700,10.528,0.000,-0.593
'[14:00:35.382 04/04/1995]',0.119,0.144,-0.086,51.700,10.528,0.000,-0.593
'[14:00:35.384 04/04/1995]',0.144,0.180,-0.116,51.300,10.829,0.000,-0.590
'[14:00:35.386 04/04/1995]',0.175,0.198,-0.135,51.300,10.829,0.000,-0.590
'[14:00:35.388 04/04/1995]',0.218,0.224,-0.159,51.300,10.829,0.000,-0.590
'[14:00:35.390 04/04/1995]',0.250,0.242,-0.184,51.300,10.829,0.000,-0.590
'[14:00:35.392 04/04/1995]',0.274,0.260,-0.196,50.900,10.879,0.000,-0.587
'[14:00:35.394 04/04/1995]',0.293,0.269,-0.215,50.900,10.879,0.000,-0.587
'[14:00:35.396 04/04/1995]',0.299,0.278,-0.215,50.900,10.879,0.000,-0.587
'[14:00:35.398 04/04/1995]',0.306,0.296,-0.221,50.900,10.879,0.000,-0.587
'[14:00:35.400 04/04/1995]',0.306,0.323,-0.239,50.550,10.829,0.000,-0.583
'[14:00:35.402 04/04/1995]',0.318,0.368,-0.258,50.550,10.829,0.000,-0.583
'[14:00:35.404 04/04/1995]',0.324,0.412,-0.276,50.550,10.829,0.000,-0.583
'[14:00:35.406 04/04/1995]',0.324,0.466,-0.301,50.550,10.829,0.000,-0.583
'[14:00:35.408 04/04/1995]',0.318,0.520,-0.319,50.300,10.704,0.000,-0.580
'[14:00:35.410 04/04/1995]',0.299,0.547,-0.325,50.300,10.704,0.000,-0.580
'[14:00:35.412 04/04/1995]',0.274,0.547,-0.325,50.300,10.704,0.000,-0.580
'[14:00:35.414 04/04/1995]',0.250,0.547,-0.325,50.300,10.704,0.000,-0.580
'[14:00:35.416 04/04/1995]',0.225,0.529,-0.313,50.100,10.528,0.000,-0.576
'[14:00:35.418 04/04/1995]',0.200,0.493,-0.288,50.100,10.528,0.000,-0.576
'[14:00:35.420 04/04/1995]',0.175,0.439,-0.264,50.100,10.528,0.000,-0.576
'[14:00:35.422 04/04/1995]',0.150,0.377,-0.233,50.100,10.528,0.000,-0.576
'[14:00:35.424 04/04/1995]',0.138,0.314,-0.196,49.850,10.352,0.000,-0.573
'[14:00:35.426 04/04/1995]',0.113,0.260,-0.159,49.850,10.352,0.000,-0.573
'[14:00:35.428 04/04/1995]',0.088,0.189,-0.129,49.850,10.352,0.000,-0.573
'[14:00:35.430 04/04/1995]',0.069,0.117,-0.092,49.850,10.352,0.000,-0.573
'[14:00:35.432 04/04/1995]',0.057,0.036,-0.055,49.650,10.075,0.000,-0.570
'[14:00:35.434 04/04/1995]',0.032,-0.008,-0.018,49.650,10.075,0.000,-0.570
'[14:00:35.436 04/04/1995]',0.019,-0.071,0.006,49.650,10.075,0.000,-0.570
'[14:00:35.438 04/04/1995]',0.007,-0.116,0.019,49.650,10.075,0.000,-0.570
'[14:00:35.440 04/04/1995]',0.007,-0.142,0.043,49.400,9.824,0.000,-0.567
'[14:00:35.442 04/04/1995]',0.001,-0.178,0.056,49.400,9.824,0.000,-0.567
'[14:00:35.444 04/04/1995]',-0.006,-0.178,0.062,49.400,9.824,0.000,-0.567
'[14:00:35.446 04/04/1995]',-0.012,-0.187,0.062,49.400,9.824,0.000,-0.567
'[14:00:35.448 04/04/1995]',-0.012,-0.178,0.068,49.100,9.648,0.000,-0.564
'[14:00:35.450 04/04/1995]',-0.018,-0.160,0.062,49.100,9.648,0.000,-0.564
'[14:00:35.452 04/04/1995]',-0.018,-0.151,0.062,49.100,9.648,0.000,-0.564
'[14:00:35.454 04/04/1995]',-0.018,-0.142,0.062,49.100,9.648,0.000,-0.564
'[14:00:35.456 04/04/1995]',-0.031,-0.133,0.062,48.850,9.774,0.000,-0.561
'[14:00:35.458 04/04/1995]',-0.031,-0.125,0.062,48.850,9.774,0.000,-0.561
'[14:00:35.460 04/04/1995]',-0.031,-0.116,0.062,48.850,9.774,0.000,-0.561
'[14:00:35.462 04/04/1995]',-0.037,-0.107,0.062,48.850,9.774,0.000,-0.561
'[14:00:35.464 04/04/1995]',-0.037,-0.098,0.068,48.650,10.251,0.000,-0.559
'[14:00:35.466 04/04/1995]',-0.043,-0.098,0.068,48.650,10.251,0.000,-0.559
'[14:00:35.468 04/04/1995]',-0.043,-0.098,0.062,48.650,10.251,0.000,-0.559
'[14:00:35.470 04/04/1995]',-0.037,-0.098,0.068,48.650,10.251,0.000,-0.559
'[14:00:35.472 04/04/1995]',-0.037,-0.098,0.080,48.400,11.231,0.000,-0.558
'[14:00:35.474 04/04/1995]',-0.037,-0.098,0.062,48.400,11.231,0.000,-0.558
'[14:00:35.476 04/04/1995]',-0.031,-0.098,0.062,48.400,11.231,0.000,-0.558
'[14:00:35.478 04/04/1995]',-0.037,-0.098,0.062,48.400,11.231,0.000,-0.558
'[14:00:35.480 04/04/1995]',-0.037,-0.107,0.068,48.150,12.663,0.000,-0.557
'[14:00:35.482 04/04/1995]',-0.037,-0.098,0.068,48.150,12.663,0.000,-0.557
'[14:00:35.484 04/04/1995]',-0.037,-0.098,0.068,48.150,12.663,0.000,-0.557
'[14:00:35.486 04/04/1995]',-0.037,-0.098,0.068,48.150,12.663,0.000,-0.557
'[14:00:35.488 04/04/1995]',-0.037,-0.098,0.062,47.950,14.296,0.000,-0.556
'[14:00:35.490 04/04/1995]',-0.031,-0.098,0.068,47.950,14.296,0.000,-0.556
'[14:00:35.492 04/04/1995]',-0.037,-0.107,0.068,47.950,14.296,0.000,-0.556
'[14:00:35.494 04/04/1995]',-0.037,-0.107,0.068,47.950,14.296,0.000,-0.556
'[14:00:35.496 04/04/1995]',-0.037,-0.107,0.068,47.700,16.080,0.000,-0.554
'[14:00:35.498 04/04/1995]',-0.037,-0.107,0.068,47.700,16.080,0.000,-0.554
'[14:00:35.500 04/04/1995]',-0.037,-0.107,0.062,47.700,16.080,0.000,-0.554
'[14:00:35.502 04/04/1995]',-0.037,-0.098,0.068,47.700,16.080,0.000,-0.554
'[14:00:35.504 04/04/1995]',-0.037,-0.098,0.068,47.550,18.015,0.000,-0.551
'[14:00:35.506 04/04/1995]',-0.037,-0.098,0.062,47.550,18.015,0.000,-0.551
'[14:00:35.508 04/04/1995]',-0.037,-0.107,0.062,47.550,18.015,0.000,-0.551
'[14:00:35.510 04/04/1995]',-0.037,-0.107,0.062,47.550,18.015,0.000,-0.551
'[14:00:35.512 04/04/1995]',-0.037,-0.107,0.068,47.350,20.025,0.000,-0.548
'[14:00:35.514 04/04/1995]',-0.031,-0.098,0.068,47.350,20.025,0.000,-0.548
'[14:00:35.516 04/04/1995]',-0.037,-0.098,0.062,47.350,20.025,0.000,-0.548
'[14:00:35.518 04/04/1995]',-0.031,-0.098,0.062,47.350,20.025,0.000,-0.548
'[14:00:35.520 04/04/1995]',-0.037,-0.098,0.062,47.150,21.834,0.000,-0.545
'[14:00:35.522 04/04/1995]',-0.031,-0.089,0.062,47.150,21.834,0.000,-0.545
'[14:00:35.524 04/04/1995]',-0.031,-0.089,0.062,47.150,21.834,0.000,-0.545
'[14:00:35.526 04/04/1995]',-0.031,-0.098,0.062,47.150,21.834,0.000,-0.545
'[14:00:35.528 04/04/1995]',-0.031,-0.089,0.062,47.000,23.367,0.000,-0.543
'[14:00:35.530 04/04/1995]',-0.031,-0.089,0.062,47.000,23.367,0.000,-0.543
'[14:00:35.532 04/04/1995]',-0.031,-0.089,0.062,47.000,23.367,0.000,-0.543
'[14:00:35.534 04/04/1995]',-0.031,-0.080,0.056,47.000,23.367,0.000,-0.543
'[14:00:35.536 04/04/1995]',-0.031,-0.080,0.056,46.800,24.598,0.000,-0.540
'[14:00:35.538 04/04/1995]',-0.031,-0.080,0.056,46.800,24.598,0.000,-0.540
'[14:00:35.540 04/04/1995]',-0.031,-0.080,0.056,46.800,24.598,0.000,-0.540
'[14:00:35.542 04/04/1995]',-0.031,-0.080,0.056,46.800,24.598,0.000,-0.540
'[14:00:35.544 04/04/1995]',-0.018,-0.080,0.043,46.700,25.427,0.000,-0.538
'[14:00:35.546 04/04/1995]',-0.031,-0.071,0.043,46.700,25.427,0.000,-0.538
'[14:00:35.548 04/04/1995]',-0.031,-0.062,0.043,46.700,25.427,0.000,-0.538
'[14:00:35.550 04/04/1995]',-0.031,-0.062,0.043,46.700,25.427,0.000,-0.538
'[14:00:35.552 04/04/1995]',-0.031,-0.062,0.043,46.650,25.905,0.000,-0.536
'[14:00:35.554 04/04/1995]',-0.031,-0.062,0.043,46.650,25.905,0.000,-0.536
'[14:00:35.556 04/04/1995]',-0.031,-0.053,0.037,46.650,25.905,0.000,-0.536
'[14:00:35.558 04/04/1995]',-0.018,-0.053,0.037,46.650,25.905,0.000,-0.536
'[14:00:35.560 04/04/1995]',-0.018,-0.044,0.037,46.600,26.131,0.000,-0.533
'[14:00:35.562 04/04/1995]',-0.018,-0.044,0.037,46.600,26.131,0.000,-0.533
'[14:00:35.564 04/04/1995]',-0.018,-0.044,0.037,46.600,26.131,0.000,-0.533
'[14:00:35.566 04/04/1995]',-0.018,-0.035,0.031,46.600,26.131,0.000,-0.533
'[14:00:35.568 04/04/1995]',-0.018,-0.035,0.031,46.650,26.382,0.000,-0.530
'[14:00:35.570 04/04/1995]',-0.018,-0.035,0.031,46.650,26.382,0.000,-0.530
'[14:00:35.572 04/04/1995]',-0.018,-0.035,0.019,46.650,26.382,0.000,-0.530
'[14:00:35.574 04/04/1995]',-0.018,-0.026,0.019,46.650,26.382,0.000,-0.530
'[14:00:35.576 04/04/1995]',-0.018,-0.026,0.019,46.750,26.482,0.000,-0.526
'[14:00:35.578 04/04/1995]',-0.018,-0.017,0.019,46.750,26.482,0.000,-0.526
'[14:00:35.580 04/04/1995]',-0.018,-0.008,0.031,46.750,26.482,0.000,-0.526
'[14:00:35.582 04/04/1995]',-0.018,-0.008,0.019,46.750,26.482,0.000,-0.526
'[14:00:35.584 04/04/1995]',-0.018,0.001,0.019,47.050,26.030,0.000,-0.522
'[14:00:35.586 04/04/1995]',-0.018,0.001,0.013,47.050,26.030,0.000,-0.522
'[14:00:35.588 04/04/1995]',-0.018,0.001,0.019,47.050,26.030,0.000,-0.522
'[14:00:35.590 04/04/1995]',-0.018,0.001,0.013,47.050,26.030,0.000,-0.522
'[14:00:35.592 04/04/1995]',-0.018,0.001,0.013,47.550,24.899,0.000,-0.518
'[14:00:35.594 04/04/1995]',-0.018,0.001,0.013,47.550,24.899,0.000,-0.518
'[14:00:35.596 04/04/1995]',-0.018,0.001,0.013,47.550,24.899,0.000,-0.518
'[14:00:35.598 04/04/1995]',-0.018,0.001,0.013,47.550,24.899,0.000,-0.518
'[14:00:35.600 04/04/1995]',-0.018,0.001,0.006,48.400,23.317,0.000,-0.514
'[14:00:35.602 04/04/1995]',-0.018,0.001,0.006,48.400,23.317,0.000,-0.514
'[14:00:35.604 04/04/1995]',-0.018,0.009,0.013,48.400,23.317,0.000,-0.514
'[14:00:35.606 04/04/1995]',-0.018,0.009,0.006,48.400,23.317,0.000,-0.514
'[14:00:35.608 04/04/1995]',-0.012,0.009,0.006,50.000,21.834,0.000,-0.511
'[14:00:35.610 04/04/1995]',-0.018,0.001,0.006,50.000,21.834,0.000,-0.511
'[14:00:35.612 04/04/1995]',-0.018,0.009,0.006,50.000,21.834,0.000,-0.511
'[14:00:35.614 04/04/1995]',-0.012,0.009,0.006,50.000,21.834,0.000,-0.511
'[14:00:35.616 04/04/1995]',-0.012,0.018,0.006,52.700,20.905,0.000,-0.507
'[14:00:35.618 04/04/1995]',-0.018,0.018,0.006,52.700,20.905,0.000,-0.507
'[14:00:35.620 04/04/1995]',-0.012,0.018,0.001,52.700,20.905,0.000,-0.507
'[14:00:35.622 04/04/1995]',-0.018,0.018,0.006,52.700,20.905,0.000,-0.507
'[14:00:35.624 04/04/1995]',-0.018,0.018,0.006,56.800,20.779,0.000,-0.504
'[14:00:35.626 04/04/1995]',-0.012,0.018,0.006,56.800,20.779,0.000,-0.504
'[14:00:35.628 04/04/1995]',-0.012,0.018,0.006,56.800,20.779,0.000,-0.504
'[14:00:35.630 04/04/1995]',-0.018,0.018,0.006,56.800,20.779,0.000,-0.504
'[14:00:35.632 04/04/1995]',-0.018,0.018,0.006,62.250,21.131,0.000,-0.500
'[14:00:35.634 04/04/1995]',-0.018,0.027,0.001,62.250,21.131,0.000,-0.500
'[14:00:35.636 04/04/1995]',-0.018,0.018,0.001,62.250,21.131,0.000,-0.500
'[14:00:35.638 04/04/1995]',-0.018,0.027,0.001,62.250,21.131,0.000,-0.500
'[14:00:35.640 04/04/1995]',-0.012,0.027,0.001,68.600,21.658,0.000,-0.497
'[14:00:35.642 04/04/1995]',-0.018,0.027,0.001,68.600,21.658,0.000,-0.497
'[14:00:35.644 04/04/1995]',-0.012,0.027,0.006,68.600,21.658,0.000,-0.497
'[14:00:35.646 04/04/1995]',-0.018,0.036,0.006,68.600,21.658,0.000,-0.497
'[14:00:35.648 04/04/1995]',-0.018,0.036,0.006,75.350,22.085,0.000,-0.493
'[14:00:35.650 04/04/1995]',-0.018,0.036,0.006,75.350,22.085,0.000,-0.493
'[14:00:35.652 04/04/1995]',-0.018,0.036,0.001,75.350,22.085,0.000,-0.493
'[14:00:35.654 04/04/1995]',-0.018,0.036,0.001,75.350,22.085,0.000,-0.493
'[14:00:35.656 04/04/1995]',-0.018,0.036,0.006,81.550,22.613,0.000,-0.489
'[14:00:35.658 04/04/1995]',-0.018,0.036,0.001,81.550,22.613,0.000,-0.489
'[14:00:35.660 04/04/1995]',-0.018,0.036,0.006,81.550,22.613,0.000,-0.489
'[14:00:35.662 04/04/1995]',-0.018,0.036,0.001,81.550,22.613,0.000,-0.489
'[14:00:35.664 04/04/1995]',-0.018,0.027,0.006,86.650,23.317,0.000,-0.485
'[14:00:35.666 04/04/1995]',-0.018,0.036,0.001,86.650,23.317,0.000,-0.485
'[14:00:35.668 04/04/1995]',-0.018,0.036,0.001,86.650,23.317,0.000,-0.485
'[14:00:35.670 04/04/1995]',-0.018,0.036,0.006,86.650,23.317,0.000,-0.485
'[14:00:35.672 04/04/1995]',-0.018,0.045,0.006,90.350,24.020,0.000,-0.481
'[14:00:35.674 04/04/1995]',-0.018,0.036,0.006,90.350,24.020,0.000,-0.481
'[14:00:35.676 04/04/1995]',-0.018,0.036,0.006,90.350,24.020,0.000,-0.481
'[14:00:35.678 04/04/1995]',-0.018,0.036,0.006,90.350,24.020,0.000,-0.481
'[14:00:35.680 04/04/1995]',-0.018,0.036,0.006,92.650,24.673,0.000,-0.476
'[14:00:35.682 04/04/1995]',-0.018,0.036,0.006,92.650,24.673,0.000,-0.476
'[14:00:35.684 04/04/1995]',-0.018,0.036,0.006,92.650,24.673,0.000,-0.476
'[14:00:35.686 04/04/1995]',-0.018,0.036,0.001,92.650,24.673,0.000,-0.476
'[14:00:35.688 04/04/1995]',-0.018,0.036,0.006,93.850,25.151,0.000,-0.472
'[14:00:35.690 04/04/1995]',-0.018,0.036,0.006,93.850,25.151,0.000,-0.472
'[14:00:35.692 04/04/1995]',-0.018,0.027,0.006,93.850,25.151,0.000,-0.472
'[14:00:35.694 04/04/1995]',-0.012,0.027,0.006,93.850,25.151,0.000,-0.472
'[14:00:35.696 04/04/1995]',-0.012,0.027,0.006,94.400,25.377,0.000,-0.468
'[14:00:35.698 04/04/1995]',-0.012,0.027,0.006,94.400,25.377,0.000,-0.468
'[14:00:35.700 04/04/1995]',-0.018,0.027,0.006,94.400,25.377,0.000,-0.468
'[14:00:35.702 04/04/1995]',-0.012,0.027,0.006,94.400,25.377,0.000,-0.468
'[14:00:35.704 04/04/1995]',-0.012,0.027,0.006,94.500,25.503,0.000,-0.464
'[14:00:35.706 04/04/1995]',-0.018,0.027,0.006,94.500,25.503,0.000,-0.464
'[14:00:35.708 04/04/1995]',-0.012,0.027,0.006,94.500,25.503,0.000,-0.464
'[14:00:35.710 04/04/1995]',-0.012,0.027,0.013,94.500,25.503,0.000,-0.464
'[14:00:35.712 04/04/1995]',-0.012,0.027,0.006,94.350,25.427,0.000,-0.459
'[14:00:35.714 04/04/1995]',-0.012,0.018,0.006,94.350,25.427,0.000,-0.459
'[14:00:35.716 04/04/1995]',-0.012,0.018,0.013,94.350,25.427,0.000,-0.459
'[14:00:35.718 04/04/1995]',-0.006,0.018,0.006,94.350,25.427,0.000,-0.459
