'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:14:22.578 01/01/1996]',0.083,0.162,-0.404,45.879,71.084,32.825,-0.121
'[15:14:22.580 01/01/1996]',0.084,0.162,-0.404,45.879,71.084,32.825,-0.121
'[15:14:22.582 01/01/1996]',0.085,0.162,-0.420,45.879,71.084,32.825,-0.121
'[15:14:22.584 01/01/1996]',0.085,0.170,-0.404,46.131,70.309,31.600,-0.120
'[15:14:22.586 01/01/1996]',0.085,0.162,-0.420,46.131,70.309,31.600,-0.120
'[15:14:22.588 01/01/1996]',0.084,0.170,-0.420,46.131,70.309,31.600,-0.120
'[15:14:22.590 01/01/1996]',0.083,0.162,-0.404,46.131,70.309,31.600,-0.120
'[15:14:22.592 01/01/1996]',0.081,0.170,-0.404,47.437,68.782,30.600,-0.119
'[15:14:22.594 01/01/1996]',0.079,0.170,-0.420,47.437,68.782,30.600,-0.119
'[15:14:22.596 01/01/1996]',0.077,0.170,-0.420,47.437,68.782,30.600,-0.119
'[15:14:22.598 01/01/1996]',0.075,0.170,-0.436,47.437,68.782,30.600,-0.119
'[15:14:22.600 01/01/1996]',0.075,0.170,-0.436,51.156,66.731,29.900,-0.119
'[15:14:22.602 01/01/1996]',0.075,0.170,-0.436,51.156,66.731,29.900,-0.119
'[15:14:22.604 01/01/1996]',0.076,0.162,-0.436,51.156,66.731,29.900,-0.119
'[15:14:22.606 01/01/1996]',0.077,0.162,-0.436,51.156,66.731,29.900,-0.119
'[15:14:22.608 01/01/1996]',0.077,0.162,-0.436,58.141,64.454,29.425,-0.117
'[15:14:22.610 01/01/1996]',0.078,0.170,-0.436,58.141,64.454,29.425,-0.117
'[15:14:22.612 01/01/1996]',0.078,0.178,-0.453,58.141,64.454,29.425,-0.117
'[15:14:22.614 01/01/1996]',0.078,0.178,-0.468,58.141,64.454,29.425,-0.117
'[15:14:22.616 01/01/1996]',0.078,0.178,-0.453,68.392,62.102,29.250,-0.115
'[15:14:22.618 01/01/1996]',0.078,0.170,-0.468,68.392,62.102,29.250,-0.115
'[15:14:22.620 01/01/1996]',0.078,0.178,-0.468,68.392,62.102,29.250,-0.115
'[15:14:22.622 01/01/1996]',0.078,0.170,-0.468,68.392,62.102,29.250,-0.115
'[15:14:22.624 01/01/1996]',0.078,0.170,-0.468,79.849,60.000,29.250,-0.113
'[15:14:22.626 01/01/1996]',0.078,0.170,-0.468,79.849,60.000,29.250,-0.113
'[15:14:22.628 01/01/1996]',0.079,0.178,-0.468,79.849,60.000,29.250,-0.113
'[15:14:22.630 01/01/1996]',0.080,0.178,-0.484,79.849,60.000,29.250,-0.113
'[15:14:22.632 01/01/1996]',0.082,0.186,-0.484,90.000,57.998,29.425,-0.110
'[15:14:22.634 01/01/1996]',0.083,0.186,-0.484,90.000,57.998,29.425,-0.110
'[15:14:22.636 01/01/1996]',0.083,0.186,-0.484,90.000,57.998,29.425,-0.110
'[15:14:22.638 01/01/1996]',0.083,0.186,-0.484,90.000,57.998,29.425,-0.110
'[15:14:22.640 01/01/1996]',0.081,0.193,-0.484,96.784,56.247,29.850,-0.104
'[15:14:22.642 01/01/1996]',0.080,0.193,-0.484,96.784,56.247,29.850,-0.104
'[15:14:22.644 01/01/1996]',0.078,0.186,-0.484,96.784,56.247,29.850,-0.104
'[15:14:22.646 01/01/1996]',0.077,0.186,-0.484,96.784,56.247,29.850,-0.104
'[15:14:22.648 01/01/1996]',0.075,0.186,-0.484,100.151,54.721,30.375,-0.097
'[15:14:22.650 01/01/1996]',0.074,0.178,-0.501,100.151,54.721,30.375,-0.097
'[15:14:22.652 01/01/1996]',0.073,0.178,-0.501,100.151,54.721,30.375,-0.097
'[15:14:22.654 01/01/1996]',0.072,0.170,-0.501,100.151,54.721,30.375,-0.097
'[15:14:22.656 01/01/1996]',0.074,0.170,-0.484,101.407,53.419,31.025,-0.088
'[15:14:22.658 01/01/1996]',0.075,0.170,-0.484,101.407,53.419,31.025,-0.088
'[15:14:22.660 01/01/1996]',0.076,0.178,-0.484,101.407,53.419,31.025,-0.088
'[15:14:22.662 01/01/1996]',0.078,0.178,-0.501,101.407,53.419,31.025,-0.088
'[15:14:22.664 01/01/1996]',0.080,0.170,-0.501,102.010,52.319,31.600,-0.077
'[15:14:22.666 01/01/1996]',0.081,0.170,-0.517,102.010,52.319,31.600,-0.077
'[15:14:22.668 01/01/1996]',0.084,0.170,-0.517,102.010,52.319,31.600,-0.077
'[15:14:22.670 01/01/1996]',0.086,0.170,-0.517,102.010,52.319,31.600,-0.077
'[15:14:22.672 01/01/1996]',0.089,0.178,-0.517,102.814,51.268,32.125,-0.062
'[15:14:22.674 01/01/1996]',0.091,0.170,-0.517,102.814,51.268,32.125,-0.062
'[15:14:22.676 01/01/1996]',0.093,0.170,-0.533,102.814,51.268,32.125,-0.062
'[15:14:22.678 01/01/1996]',0.094,0.170,-0.533,102.814,51.268,32.125,-0.062
'[15:14:22.680 01/01/1996]',0.094,0.170,-0.533,104.171,50.267,32.600,-0.046
'[15:14:22.682 01/01/1996]',0.094,0.170,-0.549,104.171,50.267,32.600,-0.046
'[15:14:22.684 01/01/1996]',0.095,0.162,-0.549,104.171,50.267,32.600,-0.046
'[15:14:22.686 01/01/1996]',0.097,0.162,-0.549,104.171,50.267,32.600,-0.046
'[15:14:22.688 01/01/1996]',0.097,0.162,-0.533,106.231,49.216,33.000,-0.030
'[15:14:22.690 01/01/1996]',0.098,0.162,-0.533,106.231,49.216,33.000,-0.030
'[15:14:22.692 01/01/1996]',0.099,0.162,-0.533,106.231,49.216,33.000,-0.030
'[15:14:22.694 01/01/1996]',0.100,0.155,-0.533,106.231,49.216,33.000,-0.030
'[15:14:22.696 01/01/1996]',0.101,0.162,-0.533,109.246,47.915,33.250,-0.011
'[15:14:22.698 01/01/1996]',0.101,0.155,-0.517,109.246,47.915,33.250,-0.011
'[15:14:22.700 01/01/1996]',0.101,0.147,-0.517,109.246,47.915,33.250,-0.011
'[15:14:22.702 01/01/1996]',0.102,0.147,-0.517,109.246,47.915,33.250,-0.011
'[15:14:22.704 01/01/1996]',0.102,0.139,-0.501,113.317,46.213,33.300,0.009
'[15:14:22.706 01/01/1996]',0.102,0.139,-0.484,113.317,46.213,33.300,0.009
'[15:14:22.708 01/01/1996]',0.104,0.131,-0.484,113.317,46.213,33.300,0.009
'[15:14:22.710 01/01/1996]',0.105,0.124,-0.484,113.317,46.213,33.300,0.009
'[15:14:22.712 01/01/1996]',0.106,0.131,-0.468,118.141,44.112,33.125,0.028
'[15:14:22.714 01/01/1996]',0.108,0.124,-0.468,118.141,44.112,33.125,0.028
'[15:14:22.716 01/01/1996]',0.111,0.124,-0.453,118.141,44.112,33.125,0.028
'[15:14:22.718 01/01/1996]',0.113,0.116,-0.436,118.141,44.112,33.125,0.028
'[15:14:22.720 01/01/1996]',0.114,0.109,-0.420,122.864,41.635,32.725,0.048
'[15:14:22.722 01/01/1996]',0.116,0.109,-0.404,122.864,41.635,32.725,0.048
'[15:14:22.724 01/01/1996]',0.117,0.109,-0.388,122.864,41.635,32.725,0.048
'[15:14:22.726 01/01/1996]',0.118,0.109,-0.371,122.864,41.635,32.725,0.048
'[15:14:22.728 01/01/1996]',0.119,0.109,-0.355,126.784,39.007,32.025,0.066
'[15:14:22.730 01/01/1996]',0.121,0.101,-0.355,126.784,39.007,32.025,0.066
'[15:14:22.732 01/01/1996]',0.122,0.101,-0.355,126.784,39.007,32.025,0.066
'[15:14:22.734 01/01/1996]',0.123,0.085,-0.339,126.784,39.007,32.025,0.066
'[15:14:22.736 01/01/1996]',0.123,0.078,-0.323,129.397,36.480,31.075,0.084
'[15:14:22.738 01/01/1996]',0.124,0.070,-0.290,129.397,36.480,31.075,0.084
'[15:14:22.740 01/01/1996]',0.124,0.062,-0.274,129.397,36.480,31.075,0.084
'[15:14:22.742 01/01/1996]',0.125,0.062,-0.258,129.397,36.480,31.075,0.084
'[15:14:22.744 01/01/1996]',0.126,0.062,-0.242,130.503,34.479,29.900,0.099
'[15:14:22.746 01/01/1996]',0.127,0.054,-0.242,130.503,34.479,29.900,0.099
'[15:14:22.748 01/01/1996]',0.128,0.047,-0.226,130.503,34.479,29.900,0.099
'[15:14:22.750 01/01/1996]',0.129,0.039,-0.210,130.503,34.479,29.900,0.099
'[15:14:22.752 01/01/1996]',0.130,0.031,-0.194,130.201,33.653,28.500,0.116
'[15:14:22.754 01/01/1996]',0.132,0.024,-0.177,130.201,33.653,28.500,0.116
'[15:14:22.756 01/01/1996]',0.135,0.016,-0.145,130.201,33.653,28.500,0.116
'[15:14:22.758 01/01/1996]',0.138,0.016,-0.129,130.201,33.653,28.500,0.116
'[15:14:22.760 01/01/1996]',0.141,0.008,-0.112,128.744,34.254,26.750,0.130
'[15:14:22.762 01/01/1996]',0.144,0.016,-0.112,128.744,34.254,26.750,0.130
'[15:14:22.764 01/01/1996]',0.145,0.016,-0.096,128.744,34.254,26.750,0.130
'[15:14:22.766 01/01/1996]',0.145,0.016,-0.080,128.744,34.254,26.750,0.130
'[15:14:22.768 01/01/1996]',0.143,0.008,-0.080,126.131,36.080,24.875,0.143
'[15:14:22.770 01/01/1996]',0.142,-0.007,-0.047,126.131,36.080,24.875,0.143
'[15:14:22.772 01/01/1996]',0.139,-0.007,-0.047,126.131,36.080,24.875,0.143
'[15:14:22.774 01/01/1996]',0.136,-0.015,-0.031,126.131,36.080,24.875,0.143
'[15:14:22.776 01/01/1996]',0.134,-0.015,-0.015,122.563,38.307,23.000,0.155
'[15:14:22.778 01/01/1996]',0.131,-0.030,-0.015,122.563,38.307,23.000,0.155
'[15:14:22.780 01/01/1996]',0.130,-0.022,0.001,122.563,38.307,23.000,0.155
'[15:14:22.782 01/01/1996]',0.130,-0.015,0.001,122.563,38.307,23.000,0.155
'[15:14:22.784 01/01/1996]',0.130,-0.030,0.001,117.990,40.183,21.225,0.167
'[15:14:22.786 01/01/1996]',0.130,-0.030,0.017,117.990,40.183,21.225,0.167
'[15:14:22.788 01/01/1996]',0.130,-0.038,0.033,117.990,40.183,21.225,0.167
'[15:14:22.790 01/01/1996]',0.130,-0.046,0.049,117.990,40.183,21.225,0.167
'[15:14:22.792 01/01/1996]',0.129,-0.046,0.066,112.563,41.460,19.525,0.176
'[15:14:22.794 01/01/1996]',0.128,-0.038,0.082,112.563,41.460,19.525,0.176
'[15:14:22.796 01/01/1996]',0.126,-0.038,0.082,112.563,41.460,19.525,0.176
'[15:14:22.798 01/01/1996]',0.124,-0.038,0.098,112.563,41.460,19.525,0.176
'[15:14:22.800 01/01/1996]',0.123,-0.046,0.098,106.583,42.285,18.000,0.183
'[15:14:22.802 01/01/1996]',0.121,-0.053,0.114,106.583,42.285,18.000,0.183
'[15:14:22.804 01/01/1996]',0.120,-0.061,0.114,106.583,42.285,18.000,0.183
'[15:14:22.806 01/01/1996]',0.119,-0.069,0.114,106.583,42.285,18.000,0.183
'[15:14:22.808 01/01/1996]',0.120,-0.061,0.131,100.704,42.510,16.550,0.190
'[15:14:22.810 01/01/1996]',0.121,-0.069,0.131,100.704,42.510,16.550,0.190
'[15:14:22.812 01/01/1996]',0.121,-0.061,0.131,100.704,42.510,16.550,0.190
'[15:14:22.814 01/01/1996]',0.122,-0.053,0.147,100.704,42.510,16.550,0.190
'[15:14:22.816 01/01/1996]',0.121,-0.053,0.147,95.176,42.235,15.325,0.191
'[15:14:22.818 01/01/1996]',0.120,-0.053,0.147,95.176,42.235,15.325,0.191
'[15:14:22.820 01/01/1996]',0.117,-0.053,0.147,95.176,42.235,15.325,0.191
'[15:14:22.822 01/01/1996]',0.115,-0.061,0.163,95.176,42.235,15.325,0.191
'[15:14:22.824 01/01/1996]',0.111,-0.069,0.163,90.402,41.585,14.250,0.192
'[15:14:22.826 01/01/1996]',0.107,-0.069,0.163,90.402,41.585,14.250,0.192
'[15:14:22.828 01/01/1996]',0.104,-0.069,0.163,90.402,41.585,14.250,0.192
'[15:14:22.830 01/01/1996]',0.100,-0.061,0.147,90.402,41.585,14.250,0.192
'[15:14:22.832 01/01/1996]',0.100,-0.061,0.147,86.884,40.634,13.450,0.189
'[15:14:22.834 01/01/1996]',0.100,-0.061,0.131,86.884,40.634,13.450,0.189
'[15:14:22.836 01/01/1996]',0.101,-0.077,0.131,86.884,40.634,13.450,0.189
'[15:14:22.838 01/01/1996]',0.103,-0.077,0.131,86.884,40.634,13.450,0.189
'[15:14:22.840 01/01/1996]',0.105,-0.069,0.131,84.774,39.358,12.800,0.184
'[15:14:22.842 01/01/1996]',0.108,-0.069,0.131,84.774,39.358,12.800,0.184
'[15:14:22.844 01/01/1996]',0.107,-0.053,0.131,84.774,39.358,12.800,0.184
'[15:14:22.846 01/01/1996]',0.107,-0.053,0.114,84.774,39.358,12.800,0.184
'[15:14:22.848 01/01/1996]',0.105,-0.053,0.114,84.070,37.656,12.325,0.174
'[15:14:22.850 01/01/1996]',0.102,-0.053,0.098,84.070,37.656,12.325,0.174
'[15:14:22.852 01/01/1996]',0.099,-0.061,0.098,84.070,37.656,12.325,0.174
'[15:14:22.854 01/01/1996]',0.096,-0.069,0.082,84.070,37.656,12.325,0.174
'[15:14:22.856 01/01/1996]',0.094,-0.077,0.066,84.171,35.780,11.925,0.164
'[15:14:22.858 01/01/1996]',0.092,-0.077,0.066,84.171,35.780,11.925,0.164
'[15:14:22.860 01/01/1996]',0.091,-0.061,0.049,84.171,35.780,11.925,0.164
'[15:14:22.862 01/01/1996]',0.091,-0.053,0.033,84.171,35.780,11.925,0.164
'[15:14:22.864 01/01/1996]',0.091,-0.061,0.017,84.573,34.003,11.625,0.152
'[15:14:22.866 01/01/1996]',0.091,-0.061,0.001,84.573,34.003,11.625,0.152
'[15:14:22.868 01/01/1996]',0.093,-0.069,0.001,84.573,34.003,11.625,0.152
'[15:14:22.870 01/01/1996]',0.095,-0.069,0.001,84.573,34.003,11.625,0.152
'[15:14:22.872 01/01/1996]',0.100,-0.069,-0.015,84.824,32.677,11.450,0.138
'[15:14:22.874 01/01/1996]',0.104,-0.084,-0.015,84.824,32.677,11.450,0.138
'[15:14:22.876 01/01/1996]',0.112,-0.077,-0.015,84.824,32.677,11.450,0.138
'[15:14:22.878 01/01/1996]',0.120,-0.084,-0.031,84.824,32.677,11.450,0.138
'[15:14:22.880 01/01/1996]',0.132,-0.092,-0.031,84.774,31.676,11.325,0.122
'[15:14:22.882 01/01/1996]',0.143,-0.084,-0.047,84.774,31.676,11.325,0.122
'[15:14:22.884 01/01/1996]',0.157,-0.092,-0.064,84.774,31.676,11.325,0.122
'[15:14:22.886 01/01/1996]',0.171,-0.108,-0.064,84.774,31.676,11.325,0.122
'[15:14:22.888 01/01/1996]',0.186,-0.130,-0.064,84.472,31.026,11.325,0.106
'[15:14:22.890 01/01/1996]',0.202,-0.154,-0.064,84.472,31.026,11.325,0.106
'[15:14:22.892 01/01/1996]',0.219,-0.169,-0.064,84.472,31.026,11.325,0.106
'[15:14:22.894 01/01/1996]',0.236,-0.185,-0.064,84.472,31.026,11.325,0.106
'[15:14:22.896 01/01/1996]',0.255,-0.200,-0.096,84.070,30.676,11.400,0.093
'[15:14:22.898 01/01/1996]',0.275,-0.215,-0.112,84.070,30.676,11.400,0.093
'[15:14:22.900 01/01/1996]',0.299,-0.246,-0.129,84.070,30.676,11.400,0.093
'[15:14:22.902 01/01/1996]',0.323,-0.277,-0.161,84.070,30.676,11.400,0.093
'[15:14:22.904 01/01/1996]',0.353,-0.285,-0.177,83.467,30.550,11.575,0.076
'[15:14:22.906 01/01/1996]',0.383,-0.323,-0.210,83.467,30.550,11.575,0.076
'[15:14:22.908 01/01/1996]',0.419,-0.354,-0.226,83.467,30.550,11.575,0.076
'[15:14:22.910 01/01/1996]',0.455,-0.393,-0.242,83.467,30.550,11.575,0.076
'[15:14:22.912 01/01/1996]',0.491,-0.424,-0.258,82.764,30.450,11.750,0.063
'[15:14:22.914 01/01/1996]',0.528,-0.477,-0.290,82.764,30.450,11.750,0.063
'[15:14:22.916 01/01/1996]',0.556,-0.524,-0.323,82.764,30.450,11.750,0.063
'[15:14:22.918 01/01/1996]',0.585,-0.585,-0.339,82.764,30.450,11.750,0.063
'[15:14:22.920 01/01/1996]',0.600,-0.647,-0.371,82.010,30.450,11.975,0.051
'[15:14:22.922 01/01/1996]',0.615,-0.709,-0.420,82.010,30.450,11.975,0.051
'[15:14:22.924 01/01/1996]',0.616,-,-0.484,82.010,30.450,11.975,0.051
'[15:14:22.926 01/01/1996]',0.616,-,-0.582,82.010,30.450,11.975,0.051
'[15:14:22.928 01/01/1996]',0.602,-,-0.695,81.307,30.726,12.275,0.039
'[15:14:22.930 01/01/1996]',0.588,-,-0.809,81.307,30.726,12.275,0.039
'[15:14:22.932 01/01/1996]',0.562,-,-0.922,81.307,30.726,12.275,0.039
'[15:14:22.934 01/01/1996]',0.536,-,-1.035,81.307,30.726,12.275,0.039
'[15:14:22.936 01/01/1996]',0.497,-,-1.117,80.553,31.501,12.675,0.028
'[15:14:22.938 01/01/1996]',0.459,-,-1.197,80.553,31.501,12.675,0.028
'[15:14:22.940 01/01/1996]',0.409,-,-1.246,80.553,31.501,12.675,0.028
'[15:14:22.942 01/01/1996]',0.359,-,-1.295,80.553,31.501,12.675,0.028
'[15:14:22.944 01/01/1996]',0.302,-,-1.343,79.950,32.377,13.100,0.018
'[15:14:22.946 01/01/1996]',0.245,-,-1.376,79.950,32.377,13.100,0.018
'[15:14:22.948 01/01/1996]',0.192,-0.716,-1.408,79.950,32.377,13.100,0.018
'[15:14:22.950 01/01/1996]',0.140,-0.685,-1.408,79.950,32.377,13.100,0.018
'[15:14:22.952 01/01/1996]',0.098,-0.662,-1.391,79.296,33.128,13.500,0.008
'[15:14:22.954 01/01/1996]',0.057,-0.632,-1.360,79.296,33.128,13.500,0.008
'[15:14:22.956 01/01/1996]',0.030,-0.616,-1.327,79.296,33.128,13.500,0.008
'[15:14:22.958 01/01/1996]',0.002,-0.601,-1.278,79.296,33.128,13.500,0.008
'[15:14:22.960 01/01/1996]',-0.015,-0.578,-1.213,78.643,33.653,13.975,0.001
'[15:14:22.962 01/01/1996]',-0.031,-0.562,-1.165,78.643,33.653,13.975,0.001
'[15:14:22.964 01/01/1996]',-0.042,-0.554,-1.100,78.643,33.653,13.975,0.001
'[15:14:22.966 01/01/1996]',-0.053,-0.547,-1.035,78.643,33.653,13.975,0.001
'[15:14:22.968 01/01/1996]',-0.062,-0.524,-0.970,77.990,34.128,14.425,-0.007
'[15:14:22.970 01/01/1996]',-0.070,-0.493,-0.938,77.990,34.128,14.425,-0.007
'[15:14:22.972 01/01/1996]',-0.078,-0.462,-0.890,77.990,34.128,14.425,-0.007
'[15:14:22.974 01/01/1996]',-0.085,-0.431,-0.841,77.990,34.128,14.425,-0.007
'[15:14:22.976 01/01/1996]',-0.093,-0.400,-0.809,77.387,34.654,14.900,-0.015
'[15:14:22.978 01/01/1996]',-0.100,-0.385,-0.760,77.387,34.654,14.900,-0.015
'[15:14:22.980 01/01/1996]',-0.111,-0.362,-0.744,77.387,34.654,14.900,-0.015
'[15:14:22.982 01/01/1996]',-0.121,-0.338,-0.727,77.387,34.654,14.900,-0.015
'[15:14:22.984 01/01/1996]',-0.135,-0.331,-0.711,76.784,35.079,15.500,-0.021
'[15:14:22.986 01/01/1996]',-0.148,-0.308,-0.679,76.784,35.079,15.500,-0.021
'[15:14:22.988 01/01/1996]',-0.163,-0.277,-0.663,76.784,35.079,15.500,-0.021
'[15:14:22.990 01/01/1996]',-0.179,-0.246,-0.614,76.784,35.079,15.500,-0.021
'[15:14:22.992 01/01/1996]',-0.195,-0.200,-0.582,76.281,35.304,16.200,-0.028
'[15:14:22.994 01/01/1996]',-0.211,-0.161,-0.549,76.281,35.304,16.200,-0.028
'[15:14:22.996 01/01/1996]',-0.226,-0.123,-0.501,76.281,35.304,16.200,-0.028
'[15:14:22.998 01/01/1996]',-0.241,-0.092,-0.468,76.281,35.304,16.200,-0.028
'[15:14:23.000 01/01/1996]',-0.253,-0.069,-0.420,75.678,35.004,16.950,-0.034
'[15:14:23.002 01/01/1996]',-0.265,-0.038,-0.371,75.678,35.004,16.950,-0.034
'[15:14:23.004 01/01/1996]',-0.274,0.008,-0.323,75.678,35.004,16.950,-0.034
'[15:14:23.006 01/01/1996]',-0.282,0.039,-0.274,75.678,35.004,16.950,-0.034
'[15:14:23.008 01/01/1996]',-0.291,0.078,-0.242,75.176,34.003,17.825,-0.040
'[15:14:23.010 01/01/1996]',-0.299,0.109,-0.210,75.176,34.003,17.825,-0.040
'[15:14:23.012 01/01/1996]',-0.309,0.139,-0.177,75.176,34.003,17.825,-0.040
'[15:14:23.014 01/01/1996]',-0.319,0.162,-0.145,75.176,34.003,17.825,-0.040
'[15:14:23.016 01/01/1996]',-0.331,0.186,-0.112,74.724,32.377,18.725,-0.045
'[15:14:23.018 01/01/1996]',-0.342,0.201,-0.096,74.724,32.377,18.725,-0.045
'[15:14:23.020 01/01/1996]',-0.353,0.209,-0.064,74.724,32.377,18.725,-0.045
'[15:14:23.022 01/01/1996]',-0.364,0.224,-0.031,74.724,32.377,18.725,-0.045
'[15:14:23.024 01/01/1996]',-0.371,0.239,-0.015,74.372,30.550,19.700,-0.051
'[15:14:23.026 01/01/1996]',-0.377,0.255,0.001,74.372,30.550,19.700,-0.051
'[15:14:23.028 01/01/1996]',-0.374,0.263,0.001,74.372,30.550,19.700,-0.051
'[15:14:23.030 01/01/1996]',-0.371,0.270,0.017,74.372,30.550,19.700,-0.051
'[15:14:23.032 01/01/1996]',-0.357,0.278,0.049,74.121,28.974,20.700,-0.056
'[15:14:23.034 01/01/1996]',-0.343,0.278,0.066,74.121,28.974,20.700,-0.056
'[15:14:23.036 01/01/1996]',-0.322,0.286,0.098,74.121,28.974,20.700,-0.056
'[15:14:23.038 01/01/1996]',-0.300,0.286,0.131,74.121,28.974,20.700,-0.056
'[15:14:23.040 01/01/1996]',-0.277,0.278,0.163,73.819,27.623,21.650,-0.061
'[15:14:23.042 01/01/1996]',-0.253,0.270,0.196,73.819,27.623,21.650,-0.061
'[15:14:23.044 01/01/1996]',-0.232,0.263,0.212,73.819,27.623,21.650,-0.061
'[15:14:23.046 01/01/1996]',-0.211,0.263,0.228,73.819,27.623,21.650,-0.061
'[15:14:23.048 01/01/1996]',-0.194,0.255,0.244,73.618,26.447,22.575,-0.067
'[15:14:23.050 01/01/1996]',-0.177,0.247,0.260,73.618,26.447,22.575,-0.067
'[15:14:23.052 01/01/1996]',-0.164,0.239,0.292,73.618,26.447,22.575,-0.067
'[15:14:23.054 01/01/1996]',-0.150,0.232,0.309,73.618,26.447,22.575,-0.067
'[15:14:23.056 01/01/1996]',-0.139,0.232,0.341,73.518,25.872,23.525,-0.071
'[15:14:23.058 01/01/1996]',-0.129,0.224,0.357,73.518,25.872,23.525,-0.071
'[15:14:23.060 01/01/1996]',-0.121,0.232,0.357,73.518,25.872,23.525,-0.071
'[15:14:23.062 01/01/1996]',-0.114,0.232,0.357,73.518,25.872,23.525,-0.071
'[15:14:23.064 01/01/1996]',-0.111,0.239,0.374,73.467,26.497,24.400,-0.076
'[15:14:23.066 01/01/1996]',-0.107,0.232,0.374,73.467,26.497,24.400,-0.076
'[15:14:23.068 01/01/1996]',-0.106,0.232,0.374,73.467,26.497,24.400,-0.076
'[15:14:23.070 01/01/1996]',-0.105,0.232,0.390,73.467,26.497,24.400,-0.076
'[15:14:23.072 01/01/1996]',-0.104,0.232,0.406,73.317,28.499,25.275,-0.082
'[15:14:23.074 01/01/1996]',-0.104,0.232,0.422,73.317,28.499,25.275,-0.082
'[15:14:23.076 01/01/1996]',-0.104,0.239,0.439,73.317,28.499,25.275,-0.082
'[15:14:23.078 01/01/1996]',-0.104,0.232,0.439,73.317,28.499,25.275,-0.082
'[15:14:23.080 01/01/1996]',-0.103,0.239,0.455,73.116,31.551,26.150,-0.084
'[15:14:23.082 01/01/1996]',-0.102,0.232,0.455,73.116,31.551,26.150,-0.084
'[15:14:23.084 01/01/1996]',-0.102,0.232,0.470,73.116,31.551,26.150,-0.084
'[15:14:23.086 01/01/1996]',-0.101,0.232,0.487,73.116,31.551,26.150,-0.084
'[15:14:23.088 01/01/1996]',-0.100,0.232,0.487,72.764,35.079,27.025,-0.090
'[15:14:23.090 01/01/1996]',-0.099,0.232,0.503,72.764,35.079,27.025,-0.090
'[15:14:23.092 01/01/1996]',-0.098,0.224,0.503,72.764,35.079,27.025,-0.090
'[15:14:23.094 01/01/1996]',-0.097,0.232,0.519,72.764,35.079,27.025,-0.090
'[15:14:23.096 01/01/1996]',-0.097,0.239,0.519,72.261,38.532,27.725,-0.095
'[15:14:23.098 01/01/1996]',-0.097,0.239,0.519,72.261,38.532,27.725,-0.095
'[15:14:23.100 01/01/1996]',-0.097,0.239,0.535,72.261,38.532,27.725,-0.095
'[15:14:23.102 01/01/1996]',-0.098,0.239,0.552,72.261,38.532,27.725,-0.095
'[15:14:23.104 01/01/1996]',-0.100,0.239,0.568,71.709,41.334,28.275,-0.099
'[15:14:23.106 01/01/1996]',-0.102,0.239,0.584,71.709,41.334,28.275,-0.099
'[15:14:23.108 01/01/1996]',-0.104,0.239,0.600,71.709,41.334,28.275,-0.099
'[15:14:23.110 01/01/1996]',-0.105,0.247,0.617,71.709,41.334,28.275,-0.099
'[15:14:23.112 01/01/1996]',-0.107,0.247,0.617,71.055,42.811,28.550,-0.102
'[15:14:23.114 01/01/1996]',-0.108,0.247,0.633,71.055,42.811,28.550,-0.102
'[15:14:23.116 01/01/1996]',-0.109,0.247,0.633,71.055,42.811,28.550,-0.102
'[15:14:23.118 01/01/1996]',-0.110,0.247,0.649,71.055,42.811,28.550,-0.102
'[15:14:23.120 01/01/1996]',-0.109,0.247,0.665,70.251,42.335,28.675,-0.108
'[15:14:23.122 01/01/1996]',-0.109,0.247,0.682,70.251,42.335,28.675,-0.108
'[15:14:23.124 01/01/1996]',-0.108,0.247,0.697,70.251,42.335,28.675,-0.108
'[15:14:23.126 01/01/1996]',-0.108,0.247,0.713,70.251,42.335,28.675,-0.108
'[15:14:23.128 01/01/1996]',-0.108,0.263,0.730,69.497,40.709,28.500,-0.114
'[15:14:23.130 01/01/1996]',-0.108,0.255,0.730,69.497,40.709,28.500,-0.114
'[15:14:23.132 01/01/1996]',-0.109,0.263,0.746,69.497,40.709,28.500,-0.114
'[15:14:23.134 01/01/1996]',-0.110,0.263,0.746,69.497,40.709,28.500,-0.114
'[15:14:23.136 01/01/1996]',-0.110,0.263,0.778,68.693,39.583,28.150,-0.117
'[15:14:23.138 01/01/1996]',-0.111,0.263,0.778,68.693,39.583,28.150,-0.117
'[15:14:23.140 01/01/1996]',-0.110,0.263,0.795,68.693,39.583,28.150,-0.117
'[15:14:23.142 01/01/1996]',-0.110,0.255,0.811,68.693,39.583,28.150,-0.117
'[15:14:23.144 01/01/1996]',-0.110,0.263,0.811,67.990,39.533,27.550,-0.121
'[15:14:23.146 01/01/1996]',-0.110,0.270,0.827,67.990,39.533,27.550,-0.121
'[15:14:23.148 01/01/1996]',-0.109,0.270,0.827,67.990,39.533,27.550,-0.121
'[15:14:23.150 01/01/1996]',-0.109,0.270,0.843,67.990,39.533,27.550,-0.121
'[15:14:23.152 01/01/1996]',-0.108,0.270,0.860,67.387,40.008,26.850,-0.126
'[15:14:23.154 01/01/1996]',-0.108,0.270,0.860,67.387,40.008,26.850,-0.126
'[15:14:23.156 01/01/1996]',-0.106,0.263,0.876,67.387,40.008,26.850,-0.126
'[15:14:23.158 01/01/1996]',-0.105,0.263,0.892,67.387,40.008,26.850,-0.126
'[15:14:23.160 01/01/1996]',-0.104,0.270,0.892,66.935,40.584,26.100,-0.130
