'Time and date','MCL1 ','ABP ','RESP '
'[11:28:14.676 14/08/1994]',-0.088,77.181,-0.806
'[11:28:14.678 14/08/1994]',-0.088,77.181,-0.806
'[11:28:14.680 14/08/1994]',-0.096,75.000,-0.786
'[11:28:14.682 14/08/1994]',-0.096,75.000,-0.786
'[11:28:14.684 14/08/1994]',-0.103,75.000,-0.786
'[11:28:14.686 14/08/1994]',-0.103,75.000,-0.786
'[11:28:14.688 14/08/1994]',-0.096,72.819,-0.766
'[11:28:14.690 14/08/1994]',-0.096,72.819,-0.766
'[11:28:14.692 14/08/1994]',-0.088,72.819,-0.766
'[11:28:14.694 14/08/1994]',-0.081,72.819,-0.766
'[11:28:14.696 14/08/1994]',-0.074,70.561,-0.747
'[11:28:14.698 14/08/1994]',-0.081,70.561,-0.747
'[11:28:14.700 14/08/1994]',-0.074,70.561,-0.747
'[11:28:14.702 14/08/1994]',-0.074,70.561,-0.747
'[11:28:14.704 14/08/1994]',-0.081,68.380,-0.730
'[11:28:14.706 14/08/1994]',-0.088,68.380,-0.730
'[11:28:14.708 14/08/1994]',-0.096,68.380,-0.730
'[11:28:14.710 14/08/1994]',-0.103,68.380,-0.730
'[11:28:14.712 14/08/1994]',-0.118,66.199,-0.714
'[11:28:14.714 14/08/1994]',-0.140,66.199,-0.714
'[11:28:14.716 14/08/1994]',-0.155,66.199,-0.714
'[11:28:14.718 14/08/1994]',-0.155,66.199,-0.714
'[11:28:14.720 14/08/1994]',-0.133,64.252,-0.699
'[11:28:14.722 14/08/1994]',-0.103,64.252,-0.699
'[11:28:14.724 14/08/1994]',-0.074,64.252,-0.699
'[11:28:14.726 14/08/1994]',-0.066,64.252,-0.699
'[11:28:14.728 14/08/1994]',-0.044,62.695,-0.683
'[11:28:14.730 14/08/1994]',-0.036,62.695,-0.683
'[11:28:14.732 14/08/1994]',-0.029,62.695,-0.683
'[11:28:14.734 14/08/1994]',-0.029,62.695,-0.683
'[11:28:14.736 14/08/1994]',-0.022,61.682,-0.666
'[11:28:14.738 14/08/1994]',-0.022,61.682,-0.666
'[11:28:14.740 14/08/1994]',-0.022,61.682,-0.666
'[11:28:14.742 14/08/1994]',-0.029,61.682,-0.666
'[11:28:14.744 14/08/1994]',-0.036,61.293,-0.647
'[11:28:14.746 14/08/1994]',-0.036,61.293,-0.647
'[11:28:14.748 14/08/1994]',-0.036,61.293,-0.647
'[11:28:14.750 14/08/1994]',-0.029,61.293,-0.647
'[11:28:14.752 14/08/1994]',-0.029,61.215,-0.627
'[11:28:14.754 14/08/1994]',-0.036,61.215,-0.627
'[11:28:14.756 14/08/1994]',-0.029,61.215,-0.627
'[11:28:14.758 14/08/1994]',-0.036,61.215,-0.627
'[11:28:14.760 14/08/1994]',-0.044,61.371,-0.606
'[11:28:14.762 14/08/1994]',-0.036,61.371,-0.606
'[11:28:14.764 14/08/1994]',-0.036,61.371,-0.606
'[11:28:14.766 14/08/1994]',-0.029,61.371,-0.606
'[11:28:14.768 14/08/1994]',-0.029,61.526,-0.583
'[11:28:14.770 14/08/1994]',-0.029,61.526,-0.583
'[11:28:14.772 14/08/1994]',-0.029,61.526,-0.583
'[11:28:14.774 14/08/1994]',-0.036,61.526,-0.583
'[11:28:14.776 14/08/1994]',-0.036,61.604,-0.559
'[11:28:14.778 14/08/1994]',-0.036,61.604,-0.559
'[11:28:14.780 14/08/1994]',-0.044,61.604,-0.559
'[11:28:14.782 14/08/1994]',-0.051,61.604,-0.559
'[11:28:14.784 14/08/1994]',-0.051,61.526,-0.535
'[11:28:14.786 14/08/1994]',-0.051,61.526,-0.535
'[11:28:14.788 14/08/1994]',-0.066,61.526,-0.535
'[11:28:14.790 14/08/1994]',-0.081,61.526,-0.535
'[11:28:14.792 14/08/1994]',-0.074,61.293,-0.511
'[11:28:14.794 14/08/1994]',-0.066,61.293,-0.511
'[11:28:14.796 14/08/1994]',-0.044,61.293,-0.511
'[11:28:14.798 14/08/1994]',-0.029,61.293,-0.511
'[11:28:14.800 14/08/1994]',-0.029,61.059,-0.488
'[11:28:14.802 14/08/1994]',-0.022,61.059,-0.488
'[11:28:14.804 14/08/1994]',-0.022,61.059,-0.488
'[11:28:14.806 14/08/1994]',-0.022,61.059,-0.488
'[11:28:14.808 14/08/1994]',-0.029,60.748,-0.466
'[11:28:14.810 14/08/1994]',-0.036,60.748,-0.466
'[11:28:14.812 14/08/1994]',-0.051,60.748,-0.466
'[11:28:14.814 14/08/1994]',-0.088,60.748,-0.466
'[11:28:14.816 14/08/1994]',-0.133,60.514,-0.445
'[11:28:14.818 14/08/1994]',-0.199,60.514,-0.445
'[11:28:14.820 14/08/1994]',-0.266,60.514,-0.445
'[11:28:14.822 14/08/1994]',-0.347,60.514,-0.445
'[11:28:14.824 14/08/1994]',-0.436,60.280,-0.424
'[11:28:14.826 14/08/1994]',-0.518,60.280,-0.424
'[11:28:14.828 14/08/1994]',-0.599,60.280,-0.424
'[11:28:14.830 14/08/1994]',-0.643,60.280,-0.424
'[11:28:14.832 14/08/1994]',-,60.047,-0.403
'[11:28:14.834 14/08/1994]',-,60.047,-0.403
'[11:28:14.836 14/08/1994]',-,60.047,-0.403
'[11:28:14.838 14/08/1994]',-,60.047,-0.403
'[11:28:14.840 14/08/1994]',-,59.735,-0.382
'[11:28:14.842 14/08/1994]',-,59.735,-0.382
'[11:28:14.844 14/08/1994]',-,59.735,-0.382
'[11:28:14.846 14/08/1994]',-,59.735,-0.382
'[11:28:14.848 14/08/1994]',-,59.346,-0.359
'[11:28:14.850 14/08/1994]',-,59.346,-0.359
'[11:28:14.852 14/08/1994]',-,59.346,-0.359
'[11:28:14.854 14/08/1994]',-,59.346,-0.359
'[11:28:14.856 14/08/1994]',-,59.034,-0.334
'[11:28:14.858 14/08/1994]',-,59.034,-0.334
'[11:28:14.860 14/08/1994]',-0.606,59.034,-0.334
'[11:28:14.862 14/08/1994]',-0.503,59.034,-0.334
'[11:28:14.864 14/08/1994]',-0.436,58.567,-0.303
'[11:28:14.866 14/08/1994]',-0.369,58.567,-0.303
'[11:28:14.868 14/08/1994]',-0.303,58.567,-0.303
'[11:28:14.870 14/08/1994]',-0.266,58.567,-0.303
'[11:28:14.872 14/08/1994]',-0.214,58.178,-0.267
'[11:28:14.874 14/08/1994]',-0.199,58.178,-0.267
'[11:28:14.876 14/08/1994]',-0.162,58.178,-0.267
'[11:28:14.878 14/08/1994]',-0.140,58.178,-0.267
'[11:28:14.880 14/08/1994]',-0.103,57.632,-0.227
'[11:28:14.882 14/08/1994]',-0.081,57.632,-0.227
'[11:28:14.884 14/08/1994]',-0.066,57.632,-0.227
'[11:28:14.886 14/08/1994]',-0.036,57.632,-0.227
'[11:28:14.888 14/08/1994]',-0.022,57.243,-0.183
'[11:28:14.890 14/08/1994]',0.001,57.243,-0.183
'[11:28:14.892 14/08/1994]',0.015,57.243,-0.183
'[11:28:14.894 14/08/1994]',0.023,57.243,-0.183
'[11:28:14.896 14/08/1994]',0.030,56.854,-0.138
'[11:28:14.898 14/08/1994]',0.023,56.854,-0.138
'[11:28:14.900 14/08/1994]',0.023,56.854,-0.138
'[11:28:14.902 14/08/1994]',0.030,56.854,-0.138
'[11:28:14.904 14/08/1994]',0.045,56.386,-0.091
'[11:28:14.906 14/08/1994]',0.067,56.386,-0.091
'[11:28:14.908 14/08/1994]',0.089,56.386,-0.091
'[11:28:14.910 14/08/1994]',0.097,56.386,-0.091
'[11:28:14.912 14/08/1994]',0.134,55.997,-0.043
'[11:28:14.914 14/08/1994]',0.156,55.997,-0.043
'[11:28:14.916 14/08/1994]',0.171,55.997,-0.043
'[11:28:14.918 14/08/1994]',0.178,55.997,-0.043
'[11:28:14.920 14/08/1994]',0.178,55.530,0.008
'[11:28:14.922 14/08/1994]',0.171,55.530,0.008
'[11:28:14.924 14/08/1994]',0.171,55.530,0.008
'[11:28:14.926 14/08/1994]',0.171,55.530,0.008
'[11:28:14.928 14/08/1994]',0.171,54.984,0.060
'[11:28:14.930 14/08/1994]',0.171,54.984,0.060
'[11:28:14.932 14/08/1994]',0.163,54.984,0.060
'[11:28:14.934 14/08/1994]',0.163,54.984,0.060
'[11:28:14.936 14/08/1994]',0.163,54.439,0.114
'[11:28:14.938 14/08/1994]',0.156,54.439,0.114
'[11:28:14.940 14/08/1994]',0.156,54.439,0.114
'[11:28:14.942 14/08/1994]',0.148,54.439,0.114
'[11:28:14.944 14/08/1994]',0.141,53.894,0.169
'[11:28:14.946 14/08/1994]',0.141,53.894,0.169
'[11:28:14.948 14/08/1994]',0.141,53.894,0.169
'[11:28:14.950 14/08/1994]',0.141,53.894,0.169
'[11:28:14.952 14/08/1994]',0.148,53.427,0.225
'[11:28:14.954 14/08/1994]',0.163,53.427,0.225
'[11:28:14.956 14/08/1994]',0.171,53.427,0.225
'[11:28:14.958 14/08/1994]',0.186,53.427,0.225
'[11:28:14.960 14/08/1994]',0.200,53.037,0.281
'[11:28:14.962 14/08/1994]',0.186,53.037,0.281
'[11:28:14.964 14/08/1994]',0.186,53.037,0.281
'[11:28:14.966 14/08/1994]',0.186,53.037,0.281
'[11:28:14.968 14/08/1994]',0.200,52.726,0.340
'[11:28:14.970 14/08/1994]',0.200,52.726,0.340
'[11:28:14.972 14/08/1994]',0.200,52.726,0.340
'[11:28:14.974 14/08/1994]',0.200,52.726,0.340
'[11:28:14.976 14/08/1994]',0.186,52.492,0.398
'[11:28:14.978 14/08/1994]',0.186,52.492,0.398
'[11:28:14.980 14/08/1994]',0.200,52.492,0.398
'[11:28:14.982 14/08/1994]',0.200,52.492,0.398
'[11:28:14.984 14/08/1994]',0.178,52.181,0.457
'[11:28:14.986 14/08/1994]',0.186,52.181,0.457
'[11:28:14.988 14/08/1994]',0.178,52.181,0.457
'[11:28:14.990 14/08/1994]',0.178,52.181,0.457
'[11:28:14.992 14/08/1994]',0.178,52.103,0.514
'[11:28:14.994 14/08/1994]',0.178,52.103,0.514
'[11:28:14.996 14/08/1994]',0.171,52.103,0.514
'[11:28:14.998 14/08/1994]',0.163,52.103,0.514
'[11:28:15.000 14/08/1994]',0.163,52.103,0.572
'[11:28:15.002 14/08/1994]',0.163,52.103,0.572
'[11:28:15.004 14/08/1994]',0.171,52.103,0.572
'[11:28:15.006 14/08/1994]',0.171,52.103,0.572
'[11:28:15.008 14/08/1994]',0.186,52.804,0.629
'[11:28:15.010 14/08/1994]',0.200,52.804,0.629
'[11:28:15.012 14/08/1994]',0.200,52.804,0.629
'[11:28:15.014 14/08/1994]',0.215,52.804,0.629
'[11:28:15.016 14/08/1994]',0.222,54.829,0.684
'[11:28:15.018 14/08/1994]',0.230,54.829,0.684
'[11:28:15.020 14/08/1994]',0.237,54.829,0.684
'[11:28:15.022 14/08/1994]',0.237,54.829,0.684
'[11:28:15.024 14/08/1994]',0.245,58.879,0.739
'[11:28:15.026 14/08/1994]',0.252,58.879,0.739
'[11:28:15.028 14/08/1994]',0.274,58.879,0.739
'[11:28:15.030 14/08/1994]',0.289,58.879,0.739
'[11:28:15.032 14/08/1994]',0.289,64.875,0.791
'[11:28:15.034 14/08/1994]',0.297,64.875,0.791
'[11:28:15.036 14/08/1994]',0.297,64.875,0.791
'[11:28:15.038 14/08/1994]',0.297,64.875,0.791
'[11:28:15.040 14/08/1994]',0.304,71.262,0.843
'[11:28:15.042 14/08/1994]',0.297,71.262,0.843
'[11:28:15.044 14/08/1994]',0.297,71.262,0.843
'[11:28:15.046 14/08/1994]',0.304,71.262,0.843
'[11:28:15.048 14/08/1994]',0.319,76.636,0.890
'[11:28:15.050 14/08/1994]',0.333,76.636,0.890
'[11:28:15.052 14/08/1994]',0.333,76.636,0.890
'[11:28:15.054 14/08/1994]',0.333,76.636,0.890
'[11:28:15.056 14/08/1994]',0.333,80.452,0.931
'[11:28:15.058 14/08/1994]',0.341,80.452,0.931
'[11:28:15.060 14/08/1994]',0.356,80.452,0.931
'[11:28:15.062 14/08/1994]',0.363,80.452,0.931
'[11:28:15.064 14/08/1994]',0.363,82.944,0.967
'[11:28:15.066 14/08/1994]',0.356,82.944,0.967
'[11:28:15.068 14/08/1994]',0.348,82.944,0.967
'[11:28:15.070 14/08/1994]',0.341,82.944,0.967
'[11:28:15.072 14/08/1994]',0.333,84.346,0.997
'[11:28:15.074 14/08/1994]',0.333,84.346,0.997
'[11:28:15.076 14/08/1994]',0.341,84.346,0.997
'[11:28:15.078 14/08/1994]',0.341,84.346,0.997
'[11:28:15.080 14/08/1994]',0.341,85.202,1.024
'[11:28:15.082 14/08/1994]',0.341,85.202,1.024
'[11:28:15.084 14/08/1994]',0.341,85.202,1.024
'[11:28:15.086 14/08/1994]',0.333,85.202,1.024
'[11:28:15.088 14/08/1994]',0.319,85.592,1.024
'[11:28:15.090 14/08/1994]',0.304,85.592,1.024
'[11:28:15.092 14/08/1994]',0.282,85.592,1.024
'[11:28:15.094 14/08/1994]',0.282,85.592,1.024
'[11:28:15.096 14/08/1994]',0.267,85.748,1.024
'[11:28:15.098 14/08/1994]',0.245,85.748,1.024
'[11:28:15.100 14/08/1994]',0.237,85.748,1.024
'[11:28:15.102 14/08/1994]',0.222,85.748,1.024
'[11:28:15.104 14/08/1994]',0.215,85.748,1.024
'[11:28:15.106 14/08/1994]',0.186,85.748,1.024
'[11:28:15.108 14/08/1994]',0.156,85.748,1.024
'[11:28:15.110 14/08/1994]',0.119,85.748,1.024
'[11:28:15.112 14/08/1994]',0.097,85.436,1.024
'[11:28:15.114 14/08/1994]',0.075,85.436,1.024
'[11:28:15.116 14/08/1994]',0.045,85.436,1.024
'[11:28:15.118 14/08/1994]',0.023,85.436,1.024
'[11:28:15.120 14/08/1994]',0.023,84.735,1.024
'[11:28:15.122 14/08/1994]',0.037,84.735,1.024
'[11:28:15.124 14/08/1994]',0.067,84.735,1.024
'[11:28:15.126 14/08/1994]',0.089,84.735,1.024
'[11:28:15.128 14/08/1994]',0.089,83.723,1.024
'[11:28:15.130 14/08/1994]',0.082,83.723,1.024
'[11:28:15.132 14/08/1994]',0.067,83.723,1.024
'[11:28:15.134 14/08/1994]',0.052,83.723,1.024
'[11:28:15.136 14/08/1994]',0.045,82.477,1.024
'[11:28:15.138 14/08/1994]',0.030,82.477,1.024
'[11:28:15.140 14/08/1994]',0.023,82.477,1.024
'[11:28:15.142 14/08/1994]',0.023,82.477,1.024
'[11:28:15.144 14/08/1994]',0.015,81.075,1.024
'[11:28:15.146 14/08/1994]',0.015,81.075,1.024
'[11:28:15.148 14/08/1994]',0.015,81.075,1.024
'[11:28:15.150 14/08/1994]',0.015,81.075,1.024
'[11:28:15.152 14/08/1994]',0.015,79.595,1.024
'[11:28:15.154 14/08/1994]',0.008,79.595,1.024
'[11:28:15.156 14/08/1994]',0.001,79.595,1.024
'[11:28:15.158 14/08/1994]',0.001,79.595,1.024
'[11:28:15.160 14/08/1994]',0.001,78.037,1.024
'[11:28:15.162 14/08/1994]',0.001,78.037,1.024
'[11:28:15.164 14/08/1994]',-0.007,78.037,1.024
'[11:28:15.166 14/08/1994]',-0.014,78.037,1.024
'[11:28:15.168 14/08/1994]',-0.022,76.168,1.024
'[11:28:15.170 14/08/1994]',-0.029,76.168,1.024
'[11:28:15.172 14/08/1994]',-0.036,76.168,1.024
'[11:28:15.174 14/08/1994]',-0.036,76.168,1.024
'[11:28:15.176 14/08/1994]',-0.036,73.988,1.024
'[11:28:15.178 14/08/1994]',-0.029,73.988,1.024
'[11:28:15.180 14/08/1994]',-0.036,73.988,1.024
'[11:28:15.182 14/08/1994]',-0.044,73.988,1.024
'[11:28:15.184 14/08/1994]',-0.044,71.807,1.024
'[11:28:15.186 14/08/1994]',-0.051,71.807,1.024
'[11:28:15.188 14/08/1994]',-0.036,71.807,1.024
'[11:28:15.190 14/08/1994]',-0.022,71.807,1.024
'[11:28:15.192 14/08/1994]',0.001,69.626,1.024
'[11:28:15.194 14/08/1994]',0.008,69.626,1.024
'[11:28:15.196 14/08/1994]',0.015,69.626,1.024
'[11:28:15.198 14/08/1994]',0.023,69.626,1.024
'[11:28:15.200 14/08/1994]',0.030,67.679,1.000
'[11:28:15.202 14/08/1994]',0.023,67.679,1.000
'[11:28:15.204 14/08/1994]',0.023,67.679,1.000
'[11:28:15.206 14/08/1994]',0.015,67.679,1.000
'[11:28:15.208 14/08/1994]',0.023,65.888,0.967
'[11:28:15.210 14/08/1994]',0.023,65.888,0.967
'[11:28:15.212 14/08/1994]',0.015,65.888,0.967
'[11:28:15.214 14/08/1994]',0.008,65.888,0.967
'[11:28:15.216 14/08/1994]',0.008,64.564,0.927
'[11:28:15.218 14/08/1994]',0.001,64.564,0.927
'[11:28:15.220 14/08/1994]',-0.007,64.564,0.927
'[11:28:15.222 14/08/1994]',-0.007,64.564,0.927
'[11:28:15.224 14/08/1994]',-0.007,63.785,0.883
'[11:28:15.226 14/08/1994]',-0.007,63.785,0.883
'[11:28:15.228 14/08/1994]',0.001,63.785,0.883
'[11:28:15.230 14/08/1994]',0.001,63.785,0.883
'[11:28:15.232 14/08/1994]',0.001,63.474,0.835
'[11:28:15.234 14/08/1994]',0.001,63.474,0.835
'[11:28:15.236 14/08/1994]',0.001,63.474,0.835
'[11:28:15.238 14/08/1994]',0.001,63.474,0.835
'[11:28:15.240 14/08/1994]',0.001,63.863,0.783
'[11:28:15.242 14/08/1994]',0.001,63.863,0.783
'[11:28:15.244 14/08/1994]',0.001,63.863,0.783
'[11:28:15.246 14/08/1994]',0.001,63.863,0.783
'[11:28:15.248 14/08/1994]',0.001,64.642,0.729
'[11:28:15.250 14/08/1994]',0.001,64.642,0.729
'[11:28:15.252 14/08/1994]',0.008,64.642,0.729
'[11:28:15.254 14/08/1994]',0.015,64.642,0.729
'[11:28:15.256 14/08/1994]',0.015,65.421,0.671
'[11:28:15.258 14/08/1994]',0.023,65.421,0.671
'[11:28:15.260 14/08/1994]',0.030,65.421,0.671
'[11:28:15.262 14/08/1994]',0.030,65.421,0.671
'[11:28:15.264 14/08/1994]',0.023,66.044,0.613
'[11:28:15.266 14/08/1994]',0.030,66.044,0.613
'[11:28:15.268 14/08/1994]',0.023,66.044,0.613
'[11:28:15.270 14/08/1994]',0.023,66.044,0.613
'[11:28:15.272 14/08/1994]',0.023,66.589,0.553
'[11:28:15.274 14/08/1994]',0.030,66.589,0.553
'[11:28:15.276 14/08/1994]',0.030,66.589,0.553
'[11:28:15.278 14/08/1994]',0.023,66.589,0.553
'[11:28:15.280 14/08/1994]',0.023,66.900,0.493
'[11:28:15.282 14/08/1994]',0.023,66.900,0.493
'[11:28:15.284 14/08/1994]',0.030,66.900,0.493
'[11:28:15.286 14/08/1994]',0.037,66.900,0.493
'[11:28:15.288 14/08/1994]',0.045,67.290,0.434
'[11:28:15.290 14/08/1994]',0.052,67.290,0.434
'[11:28:15.292 14/08/1994]',0.067,67.290,0.434
'[11:28:15.294 14/08/1994]',0.067,67.290,0.434
'[11:28:15.296 14/08/1994]',0.067,67.523,0.376
'[11:28:15.298 14/08/1994]',0.052,67.523,0.376
'[11:28:15.300 14/08/1994]',0.030,67.523,0.376
'[11:28:15.302 14/08/1994]',0.001,67.523,0.376
'[11:28:15.304 14/08/1994]',-0.029,67.679,0.318
'[11:28:15.306 14/08/1994]',-0.081,67.679,0.318
'[11:28:15.308 14/08/1994]',-0.133,67.679,0.318
'[11:28:15.310 14/08/1994]',-0.199,67.679,0.318
'[11:28:15.312 14/08/1994]',-0.266,67.835,0.261
'[11:28:15.314 14/08/1994]',-0.347,67.835,0.261
'[11:28:15.316 14/08/1994]',-0.421,67.835,0.261
'[11:28:15.318 14/08/1994]',-0.495,67.835,0.261
'[11:28:15.320 14/08/1994]',-0.562,67.913,0.205
'[11:28:15.322 14/08/1994]',-0.643,67.913,0.205
'[11:28:15.324 14/08/1994]',-,67.913,0.205
'[11:28:15.326 14/08/1994]',-,67.913,0.205
'[11:28:15.328 14/08/1994]',-,67.913,0.151
'[11:28:15.330 14/08/1994]',-,67.913,0.151
'[11:28:15.332 14/08/1994]',-,67.913,0.151
'[11:28:15.334 14/08/1994]',-,67.913,0.151
'[11:28:15.336 14/08/1994]',-,67.913,0.098
'[11:28:15.338 14/08/1994]',-,67.913,0.098
'[11:28:15.340 14/08/1994]',-,67.913,0.098
'[11:28:15.342 14/08/1994]',-,67.913,0.098
'[11:28:15.344 14/08/1994]',-,67.757,0.045
'[11:28:15.346 14/08/1994]',-,67.757,0.045
'[11:28:15.348 14/08/1994]',-,67.757,0.045
'[11:28:15.350 14/08/1994]',-0.599,67.757,0.045
'[11:28:15.352 14/08/1994]',-0.495,67.679,-0.008
'[11:28:15.354 14/08/1994]',-0.421,67.679,-0.008
'[11:28:15.356 14/08/1994]',-0.362,67.679,-0.008
'[11:28:15.358 14/08/1994]',-0.296,67.679,-0.008
'[11:28:15.360 14/08/1994]',-0.229,67.601,-0.061
'[11:28:15.362 14/08/1994]',-0.199,67.601,-0.061
'[11:28:15.364 14/08/1994]',-0.155,67.601,-0.061
'[11:28:15.366 14/08/1994]',-0.118,67.601,-0.061
'[11:28:15.368 14/08/1994]',-0.096,67.523,-0.112
'[11:28:15.370 14/08/1994]',-0.081,67.523,-0.112
'[11:28:15.372 14/08/1994]',-0.051,67.523,-0.112
'[11:28:15.374 14/08/1994]',-0.036,67.523,-0.112
'[11:28:15.376 14/08/1994]',-0.029,67.368,-0.159
'[11:28:15.378 14/08/1994]',-0.022,67.368,-0.159
'[11:28:15.380 14/08/1994]',-0.022,67.368,-0.159
'[11:28:15.382 14/08/1994]',-0.014,67.368,-0.159
'[11:28:15.384 14/08/1994]',0.001,67.212,-0.202
'[11:28:15.386 14/08/1994]',0.008,67.212,-0.202
'[11:28:15.388 14/08/1994]',0.030,67.212,-0.202
'[11:28:15.390 14/08/1994]',0.067,67.212,-0.202
'[11:28:15.392 14/08/1994]',0.111,67.056,-0.242
'[11:28:15.394 14/08/1994]',0.134,67.056,-0.242
'[11:28:15.396 14/08/1994]',0.163,67.056,-0.242
'[11:28:15.398 14/08/1994]',0.178,67.056,-0.242
'[11:28:15.400 14/08/1994]',0.186,66.745,-0.281
'[11:28:15.402 14/08/1994]',0.208,66.745,-0.281
'[11:28:15.404 14/08/1994]',0.215,66.745,-0.281
'[11:28:15.406 14/08/1994]',0.215,66.745,-0.281
'[11:28:15.408 14/08/1994]',0.208,66.277,-0.321
'[11:28:15.410 14/08/1994]',0.208,66.277,-0.321
'[11:28:15.412 14/08/1994]',0.208,66.277,-0.321
'[11:28:15.414 14/08/1994]',0.215,66.277,-0.321
'[11:28:15.416 14/08/1994]',0.215,65.732,-0.359
'[11:28:15.418 14/08/1994]',0.215,65.732,-0.359
'[11:28:15.420 14/08/1994]',0.208,65.732,-0.359
'[11:28:15.422 14/08/1994]',0.215,65.732,-0.359
'[11:28:15.424 14/08/1994]',0.215,65.187,-0.399
'[11:28:15.426 14/08/1994]',0.215,65.187,-0.399
'[11:28:15.428 14/08/1994]',0.215,65.187,-0.399
'[11:28:15.430 14/08/1994]',0.215,65.187,-0.399
'[11:28:15.432 14/08/1994]',0.208,64.642,-0.435
'[11:28:15.434 14/08/1994]',0.208,64.642,-0.435
'[11:28:15.436 14/08/1994]',0.200,64.642,-0.435
'[11:28:15.438 14/08/1994]',0.200,64.642,-0.435
'[11:28:15.440 14/08/1994]',0.208,64.019,-0.468
'[11:28:15.442 14/08/1994]',0.200,64.019,-0.468
'[11:28:15.444 14/08/1994]',0.200,64.019,-0.468
'[11:28:15.446 14/08/1994]',0.200,64.019,-0.468
'[11:28:15.448 14/08/1994]',0.186,63.474,-0.497
'[11:28:15.450 14/08/1994]',0.186,63.474,-0.497
'[11:28:15.452 14/08/1994]',0.200,63.474,-0.497
'[11:28:15.454 14/08/1994]',0.200,63.474,-0.497
'[11:28:15.456 14/08/1994]',0.208,63.006,-0.524
'[11:28:15.458 14/08/1994]',0.222,63.006,-0.524
'[11:28:15.460 14/08/1994]',0.230,63.006,-0.524
'[11:28:15.462 14/08/1994]',0.237,63.006,-0.524
'[11:28:15.464 14/08/1994]',0.230,62.539,-0.549
'[11:28:15.466 14/08/1994]',0.230,62.539,-0.549
'[11:28:15.468 14/08/1994]',0.230,62.539,-0.549
'[11:28:15.470 14/08/1994]',0.222,62.539,-0.549
'[11:28:15.472 14/08/1994]',0.222,62.150,-0.571
'[11:28:15.474 14/08/1994]',0.222,62.150,-0.571
'[11:28:15.476 14/08/1994]',0.230,62.150,-0.571
'[11:28:15.478 14/08/1994]',0.230,62.150,-0.571
'[11:28:15.480 14/08/1994]',0.237,61.916,-0.591
'[11:28:15.482 14/08/1994]',0.237,61.916,-0.591
'[11:28:15.484 14/08/1994]',0.245,61.916,-0.591
'[11:28:15.486 14/08/1994]',0.237,61.916,-0.591
'[11:28:15.488 14/08/1994]',0.245,61.994,-0.610
'[11:28:15.490 14/08/1994]',0.245,61.994,-0.610
'[11:28:15.492 14/08/1994]',0.252,61.994,-0.610
'[11:28:15.494 14/08/1994]',0.252,61.994,-0.610
'[11:28:15.496 14/08/1994]',0.252,62.695,-0.626
'[11:28:15.498 14/08/1994]',0.252,62.695,-0.626
'[11:28:15.500 14/08/1994]',0.252,62.695,-0.626
'[11:28:15.502 14/08/1994]',0.245,62.695,-0.626
'[11:28:15.504 14/08/1994]',0.252,64.720,-0.640
'[11:28:15.506 14/08/1994]',0.252,64.720,-0.640
'[11:28:15.508 14/08/1994]',0.267,64.720,-0.640
'[11:28:15.510 14/08/1994]',0.267,64.720,-0.640
'[11:28:15.512 14/08/1994]',0.274,68.692,-0.653
'[11:28:15.514 14/08/1994]',0.282,68.692,-0.653
'[11:28:15.516 14/08/1994]',0.282,68.692,-0.653
'[11:28:15.518 14/08/1994]',0.282,68.692,-0.653
'[11:28:15.520 14/08/1994]',0.289,74.299,-0.665
'[11:28:15.522 14/08/1994]',0.297,74.299,-0.665
'[11:28:15.524 14/08/1994]',0.304,74.299,-0.665
'[11:28:15.526 14/08/1994]',0.311,74.299,-0.665
'[11:28:15.528 14/08/1994]',0.319,80.452,-0.674
'[11:28:15.530 14/08/1994]',0.333,80.452,-0.674
'[11:28:15.532 14/08/1994]',0.341,80.452,-0.674
'[11:28:15.534 14/08/1994]',0.333,80.452,-0.674
'[11:28:15.536 14/08/1994]',0.341,85.903,-0.680
'[11:28:15.538 14/08/1994]',0.341,85.903,-0.680
'[11:28:15.540 14/08/1994]',0.341,85.903,-0.680
'[11:28:15.542 14/08/1994]',0.341,85.903,-0.680
'[11:28:15.544 14/08/1994]',0.341,89.720,-0.684
'[11:28:15.546 14/08/1994]',0.333,89.720,-0.684
'[11:28:15.548 14/08/1994]',0.333,89.720,-0.684
'[11:28:15.550 14/08/1994]',0.333,89.720,-0.684
'[11:28:15.552 14/08/1994]',0.341,92.134,-0.686
'[11:28:15.554 14/08/1994]',0.341,92.134,-0.686
'[11:28:15.556 14/08/1994]',0.348,92.134,-0.686
'[11:28:15.558 14/08/1994]',0.348,92.134,-0.686
'[11:28:15.560 14/08/1994]',0.356,93.536,-0.687
'[11:28:15.562 14/08/1994]',0.348,93.536,-0.687
'[11:28:15.564 14/08/1994]',0.333,93.536,-0.687
'[11:28:15.566 14/08/1994]',0.333,93.536,-0.687
'[11:28:15.568 14/08/1994]',0.319,94.470,-0.688
'[11:28:15.570 14/08/1994]',0.304,94.470,-0.688
'[11:28:15.572 14/08/1994]',0.297,94.470,-0.688
'[11:28:15.574 14/08/1994]',0.297,94.470,-0.688
'[11:28:15.576 14/08/1994]',0.297,95.016,-0.688
'[11:28:15.578 14/08/1994]',0.297,95.016,-0.688
'[11:28:15.580 14/08/1994]',0.304,95.016,-0.688
'[11:28:15.582 14/08/1994]',0.304,95.016,-0.688
'[11:28:15.584 14/08/1994]',0.304,95.171,-0.687
