'Time and date','V','II','ABP','RESP'
'[10:41:18.344 04/04/1996]',0.047,-0.160,65.323,-0.845
'[10:41:18.346 04/04/1996]',0.058,-0.160,65.323,-0.845
'[10:41:18.348 04/04/1996]',0.070,-0.187,65.323,-0.845
'[10:41:18.350 04/04/1996]',0.070,-0.160,65.323,-0.845
'[10:41:18.352 04/04/1996]',0.058,-0.133,65.121,-0.852
'[10:41:18.354 04/04/1996]',0.035,-0.079,65.121,-0.852
'[10:41:18.356 04/04/1996]',0.001,0.002,65.121,-0.852
'[10:41:18.358 04/04/1996]',-0.045,0.137,65.121,-0.852
'[10:41:18.360 04/04/1996]',-0.103,0.327,65.171,-0.858
'[10:41:18.362 04/04/1996]',-0.183,0.543,65.171,-0.858
'[10:41:18.364 04/04/1996]',-0.264,0.732,65.171,-0.858
'[10:41:18.366 04/04/1996]',-0.345,0.921,65.171,-0.858
'[10:41:18.368 04/04/1996]',-0.426,1.084,65.474,-0.863
'[10:41:18.370 04/04/1996]',-0.484,1.164,65.474,-0.863
'[10:41:18.372 04/04/1996]',-0.529,1.218,65.474,-0.863
'[10:41:18.374 04/04/1996]',-0.529,1.218,65.474,-0.863
'[10:41:18.376 04/04/1996]',-0.529,1.191,65.978,-0.868
'[10:41:18.378 04/04/1996]',-0.484,1.084,65.978,-0.868
'[10:41:18.380 04/04/1996]',-0.403,0.840,65.978,-0.868
'[10:41:18.382 04/04/1996]',-0.299,0.543,65.978,-0.868
'[10:41:18.384 04/04/1996]',-0.195,0.245,66.633,-0.872
'[10:41:18.386 04/04/1996]',-0.103,0.002,66.633,-0.872
'[10:41:18.388 04/04/1996]',-0.034,-0.133,66.633,-0.872
'[10:41:18.390 04/04/1996]',0.001,-0.215,66.633,-0.872
'[10:41:18.392 04/04/1996]',0.024,-0.269,67.440,-0.874
'[10:41:18.394 04/04/1996]',0.035,-0.269,67.440,-0.874
'[10:41:18.396 04/04/1996]',0.035,-0.269,67.440,-0.874
'[10:41:18.398 04/04/1996]',0.047,-0.269,67.440,-0.874
'[10:41:18.400 04/04/1996]',0.047,-0.242,68.296,-0.876
'[10:41:18.402 04/04/1996]',0.058,-0.215,68.296,-0.876
'[10:41:18.404 04/04/1996]',0.058,-0.187,68.296,-0.876
'[10:41:18.406 04/04/1996]',0.058,-0.187,68.296,-0.876
'[10:41:18.408 04/04/1996]',0.058,-0.160,69.002,-0.877
'[10:41:18.410 04/04/1996]',0.047,-0.160,69.002,-0.877
'[10:41:18.412 04/04/1996]',0.047,-0.160,69.002,-0.877
'[10:41:18.414 04/04/1996]',0.047,-0.133,69.002,-0.877
'[10:41:18.416 04/04/1996]',0.047,-0.133,69.657,-0.877
'[10:41:18.418 04/04/1996]',0.058,-0.133,69.657,-0.877
'[10:41:18.420 04/04/1996]',0.058,-0.133,69.657,-0.877
'[10:41:18.422 04/04/1996]',0.058,-0.133,69.657,-0.877
'[10:41:18.424 04/04/1996]',0.047,-0.133,70.161,-0.876
'[10:41:18.426 04/04/1996]',0.047,-0.106,70.161,-0.876
'[10:41:18.428 04/04/1996]',0.047,-0.106,70.161,-0.876
'[10:41:18.430 04/04/1996]',0.047,-0.106,70.161,-0.876
'[10:41:18.432 04/04/1996]',0.047,-0.106,70.615,-0.875
'[10:41:18.434 04/04/1996]',0.047,-0.106,70.615,-0.875
'[10:41:18.436 04/04/1996]',0.047,-0.106,70.615,-0.875
'[10:41:18.438 04/04/1996]',0.047,-0.079,70.615,-0.875
'[10:41:18.440 04/04/1996]',0.047,-0.079,70.867,-0.874
'[10:41:18.442 04/04/1996]',0.035,-0.079,70.867,-0.874
'[10:41:18.444 04/04/1996]',0.035,-0.079,70.867,-0.874
'[10:41:18.446 04/04/1996]',0.035,-0.079,70.867,-0.874
'[10:41:18.448 04/04/1996]',0.035,-0.052,71.069,-0.873
'[10:41:18.450 04/04/1996]',0.035,-0.052,71.069,-0.873
'[10:41:18.452 04/04/1996]',0.024,-0.052,71.069,-0.873
'[10:41:18.454 04/04/1996]',0.035,-0.052,71.069,-0.873
'[10:41:18.456 04/04/1996]',0.024,-0.025,71.119,-0.872
'[10:41:18.458 04/04/1996]',0.024,-0.025,71.119,-0.872
'[10:41:18.460 04/04/1996]',0.024,-0.025,71.119,-0.872
'[10:41:18.462 04/04/1996]',0.024,-0.025,71.119,-0.872
'[10:41:18.464 04/04/1996]',0.024,0.002,71.069,-0.872
'[10:41:18.466 04/04/1996]',0.012,0.002,71.069,-0.872
'[10:41:18.468 04/04/1996]',0.024,0.002,71.069,-0.872
'[10:41:18.470 04/04/1996]',0.024,0.002,71.069,-0.872
'[10:41:18.472 04/04/1996]',0.012,0.002,70.867,-0.873
'[10:41:18.474 04/04/1996]',0.012,0.002,70.867,-0.873
'[10:41:18.476 04/04/1996]',0.012,0.002,70.867,-0.873
'[10:41:18.478 04/04/1996]',0.001,0.028,70.867,-0.873
'[10:41:18.480 04/04/1996]',0.012,0.028,70.615,-0.874
'[10:41:18.482 04/04/1996]',0.001,0.028,70.615,-0.874
'[10:41:18.484 04/04/1996]',0.001,0.055,70.615,-0.874
'[10:41:18.486 04/04/1996]',0.001,0.055,70.615,-0.874
'[10:41:18.488 04/04/1996]',0.001,0.055,70.262,-0.875
'[10:41:18.490 04/04/1996]',0.001,0.083,70.262,-0.875
'[10:41:18.492 04/04/1996]',0.001,0.083,70.262,-0.875
'[10:41:18.494 04/04/1996]',0.001,0.083,70.262,-0.875
'[10:41:18.496 04/04/1996]',0.001,0.083,69.758,-0.877
'[10:41:18.498 04/04/1996]',0.001,0.110,69.758,-0.877
'[10:41:18.500 04/04/1996]',0.001,0.110,69.758,-0.877
'[10:41:18.502 04/04/1996]',0.001,0.110,69.758,-0.877
'[10:41:18.504 04/04/1996]',0.001,0.110,69.254,-0.879
'[10:41:18.506 04/04/1996]',0.001,0.137,69.254,-0.879
'[10:41:18.508 04/04/1996]',0.001,0.137,69.254,-0.879
'[10:41:18.510 04/04/1996]',0.001,0.110,69.254,-0.879
'[10:41:18.512 04/04/1996]',0.001,0.137,68.700,-0.882
'[10:41:18.514 04/04/1996]',0.001,0.137,68.700,-0.882
'[10:41:18.516 04/04/1996]',0.001,0.137,68.700,-0.882
'[10:41:18.518 04/04/1996]',0.001,0.110,68.700,-0.882
'[10:41:18.520 04/04/1996]',0.001,0.110,68.246,-0.884
'[10:41:18.522 04/04/1996]',0.001,0.110,68.246,-0.884
'[10:41:18.524 04/04/1996]',0.001,0.110,68.246,-0.884
'[10:41:18.526 04/04/1996]',0.001,0.110,68.246,-0.884
'[10:41:18.528 04/04/1996]',0.001,0.110,68.095,-0.886
'[10:41:18.530 04/04/1996]',0.001,0.083,68.095,-0.886
'[10:41:18.532 04/04/1996]',0.001,0.083,68.095,-0.886
'[10:41:18.534 04/04/1996]',0.001,0.083,68.095,-0.886
'[10:41:18.536 04/04/1996]',0.001,0.055,68.599,-0.887
'[10:41:18.538 04/04/1996]',0.012,0.055,68.599,-0.887
'[10:41:18.540 04/04/1996]',0.012,0.028,68.599,-0.887
'[10:41:18.542 04/04/1996]',0.012,0.028,68.599,-0.887
'[10:41:18.544 04/04/1996]',0.012,0.028,70.111,-0.888
'[10:41:18.546 04/04/1996]',0.012,0.002,70.111,-0.888
'[10:41:18.548 04/04/1996]',0.012,0.002,70.111,-0.888
'[10:41:18.550 04/04/1996]',0.012,0.002,70.111,-0.888
'[10:41:18.552 04/04/1996]',0.024,0.002,72.681,-0.888
'[10:41:18.554 04/04/1996]',0.024,0.002,72.681,-0.888
'[10:41:18.556 04/04/1996]',0.012,0.002,72.681,-0.888
'[10:41:18.558 04/04/1996]',0.024,0.002,72.681,-0.888
'[10:41:18.560 04/04/1996]',0.024,0.002,76.260,-0.887
'[10:41:18.562 04/04/1996]',0.024,0.002,76.260,-0.887
'[10:41:18.564 04/04/1996]',0.012,-0.025,76.260,-0.887
'[10:41:18.566 04/04/1996]',0.012,-0.025,76.260,-0.887
'[10:41:18.568 04/04/1996]',0.012,-0.025,80.696,-0.885
'[10:41:18.570 04/04/1996]',0.012,-0.025,80.696,-0.885
'[10:41:18.572 04/04/1996]',0.012,-0.025,80.696,-0.885
'[10:41:18.574 04/04/1996]',0.012,-0.025,80.696,-0.885
'[10:41:18.576 04/04/1996]',0.012,-0.025,85.585,-0.884
'[10:41:18.578 04/04/1996]',0.012,-0.052,85.585,-0.884
'[10:41:18.580 04/04/1996]',0.012,-0.052,85.585,-0.884
'[10:41:18.582 04/04/1996]',0.012,-0.052,85.585,-0.884
'[10:41:18.584 04/04/1996]',0.012,-0.052,90.625,-0.882
'[10:41:18.586 04/04/1996]',0.012,-0.052,90.625,-0.882
'[10:41:18.588 04/04/1996]',0.012,-0.052,90.625,-0.882
'[10:41:18.590 04/04/1996]',0.001,-0.052,90.625,-0.882
'[10:41:18.592 04/04/1996]',0.012,-0.052,95.363,-0.879
'[10:41:18.594 04/04/1996]',0.001,-0.052,95.363,-0.879
'[10:41:18.596 04/04/1996]',0.001,-0.052,95.363,-0.879
'[10:41:18.598 04/04/1996]',0.001,-0.052,95.363,-0.879
'[10:41:18.600 04/04/1996]',0.012,-0.052,99.395,-0.877
'[10:41:18.602 04/04/1996]',0.001,-0.052,99.395,-0.877
'[10:41:18.604 04/04/1996]',0.012,-0.052,99.395,-0.877
'[10:41:18.606 04/04/1996]',0.001,-0.052,99.395,-0.877
'[10:41:18.608 04/04/1996]',0.001,-0.052,102.571,-0.876
'[10:41:18.610 04/04/1996]',0.001,-0.052,102.571,-0.876
'[10:41:18.612 04/04/1996]',0.001,-0.052,102.571,-0.876
'[10:41:18.614 04/04/1996]',0.001,-0.052,102.571,-0.876
'[10:41:18.616 04/04/1996]',0.001,-0.052,104.486,-0.876
'[10:41:18.618 04/04/1996]',0.001,-0.052,104.486,-0.876
'[10:41:18.620 04/04/1996]',0.001,-0.052,104.486,-0.876
'[10:41:18.622 04/04/1996]',0.001,-0.052,104.486,-0.876
'[10:41:18.624 04/04/1996]',0.001,-0.052,105.141,-0.876
'[10:41:18.626 04/04/1996]',0.001,-0.052,105.141,-0.876
'[10:41:18.628 04/04/1996]',0.001,-0.025,105.141,-0.876
'[10:41:18.630 04/04/1996]',0.001,-0.025,105.141,-0.876
'[10:41:18.632 04/04/1996]',0.001,-0.025,104.637,-0.877
'[10:41:18.634 04/04/1996]',0.001,-0.025,104.637,-0.877
'[10:41:18.636 04/04/1996]',0.001,-0.025,104.637,-0.877
'[10:41:18.638 04/04/1996]',0.001,-0.025,104.637,-0.877
'[10:41:18.640 04/04/1996]',0.001,-0.025,103.024,-0.879
'[10:41:18.642 04/04/1996]',0.001,-0.025,103.024,-0.879
'[10:41:18.644 04/04/1996]',0.001,-0.025,103.024,-0.879
'[10:41:18.646 04/04/1996]',0.001,-0.025,103.024,-0.879
'[10:41:18.648 04/04/1996]',0.001,-0.025,100.655,-0.883
'[10:41:18.650 04/04/1996]',0.001,-0.025,100.655,-0.883
'[10:41:18.652 04/04/1996]',0.001,-0.025,100.655,-0.883
'[10:41:18.654 04/04/1996]',0.001,-0.025,100.655,-0.883
'[10:41:18.656 04/04/1996]',0.001,-0.025,97.833,-0.887
'[10:41:18.658 04/04/1996]',0.001,-0.052,97.833,-0.887
'[10:41:18.660 04/04/1996]',0.001,-0.052,97.833,-0.887
'[10:41:18.662 04/04/1996]',0.001,-0.052,97.833,-0.887
'[10:41:18.664 04/04/1996]',0.012,-0.052,94.708,-0.892
'[10:41:18.666 04/04/1996]',0.024,-0.052,94.708,-0.892
'[10:41:18.668 04/04/1996]',0.024,-0.052,94.708,-0.892
'[10:41:18.670 04/04/1996]',0.024,-0.052,94.708,-0.892
'[10:41:18.672 04/04/1996]',0.024,-0.052,91.431,-0.896
'[10:41:18.674 04/04/1996]',0.024,-0.052,91.431,-0.896
'[10:41:18.676 04/04/1996]',0.024,-0.052,91.431,-0.896
'[10:41:18.678 04/04/1996]',0.012,-0.025,91.431,-0.896
'[10:41:18.680 04/04/1996]',0.024,-0.025,88.206,-0.900
'[10:41:18.682 04/04/1996]',0.012,-0.025,88.206,-0.900
'[10:41:18.684 04/04/1996]',0.012,-0.025,88.206,-0.900
'[10:41:18.686 04/04/1996]',0.012,-0.025,88.206,-0.900
'[10:41:18.688 04/04/1996]',0.012,-0.025,84.879,-0.903
'[10:41:18.690 04/04/1996]',0.001,-0.025,84.879,-0.903
'[10:41:18.692 04/04/1996]',0.001,0.002,84.879,-0.903
'[10:41:18.694 04/04/1996]',0.001,0.002,84.879,-0.903
'[10:41:18.696 04/04/1996]',0.001,0.002,81.653,-0.907
'[10:41:18.698 04/04/1996]',0.001,0.002,81.653,-0.907
'[10:41:18.700 04/04/1996]',0.001,0.002,81.653,-0.907
'[10:41:18.702 04/04/1996]',0.001,0.002,81.653,-0.907
'[10:41:18.704 04/04/1996]',0.001,0.002,78.528,-0.910
'[10:41:18.706 04/04/1996]',0.001,0.002,78.528,-0.910
'[10:41:18.708 04/04/1996]',0.001,0.002,78.528,-0.910
'[10:41:18.710 04/04/1996]',-0.011,0.002,78.528,-0.910
'[10:41:18.712 04/04/1996]',-0.011,0.002,75.554,-0.914
'[10:41:18.714 04/04/1996]',-0.022,0.002,75.554,-0.914
'[10:41:18.716 04/04/1996]',-0.022,0.002,75.554,-0.914
'[10:41:18.718 04/04/1996]',-0.011,0.002,75.554,-0.914
'[10:41:18.720 04/04/1996]',-0.011,0.002,72.883,-0.918
'[10:41:18.722 04/04/1996]',0.001,0.002,72.883,-0.918
'[10:41:18.724 04/04/1996]',0.001,-0.025,72.883,-0.918
'[10:41:18.726 04/04/1996]',0.001,-0.025,72.883,-0.918
'[10:41:18.728 04/04/1996]',0.001,-0.052,70.615,-0.922
'[10:41:18.730 04/04/1996]',0.001,-0.052,70.615,-0.922
'[10:41:18.732 04/04/1996]',0.012,-0.052,70.615,-0.922
'[10:41:18.734 04/04/1996]',0.024,-0.079,70.615,-0.922
'[10:41:18.736 04/04/1996]',0.024,-0.079,68.649,-0.925
'[10:41:18.738 04/04/1996]',0.024,-0.079,68.649,-0.925
'[10:41:18.740 04/04/1996]',0.024,-0.106,68.649,-0.925
'[10:41:18.742 04/04/1996]',0.024,-0.106,68.649,-0.925
'[10:41:18.744 04/04/1996]',0.024,-0.106,67.036,-0.927
'[10:41:18.746 04/04/1996]',0.024,-0.106,67.036,-0.927
'[10:41:18.748 04/04/1996]',0.024,-0.106,67.036,-0.927
'[10:41:18.750 04/04/1996]',0.024,-0.133,67.036,-0.927
'[10:41:18.752 04/04/1996]',0.024,-0.133,65.827,-0.929
'[10:41:18.754 04/04/1996]',0.024,-0.133,65.827,-0.929
'[10:41:18.756 04/04/1996]',0.035,-0.133,65.827,-0.929
'[10:41:18.758 04/04/1996]',0.035,-0.133,65.827,-0.929
'[10:41:18.760 04/04/1996]',0.035,-0.133,64.970,-0.931
'[10:41:18.762 04/04/1996]',0.047,-0.160,64.970,-0.931
'[10:41:18.764 04/04/1996]',0.058,-0.160,64.970,-0.931
'[10:41:18.766 04/04/1996]',0.070,-0.187,64.970,-0.931
'[10:41:18.768 04/04/1996]',0.081,-0.187,64.466,-0.932
'[10:41:18.770 04/04/1996]',0.081,-0.187,64.466,-0.932
'[10:41:18.772 04/04/1996]',0.070,-0.160,64.466,-0.932
'[10:41:18.774 04/04/1996]',0.047,-0.079,64.466,-0.932
'[10:41:18.776 04/04/1996]',0.012,0.002,64.315,-0.932
'[10:41:18.778 04/04/1996]',-0.022,0.110,64.315,-0.932
'[10:41:18.780 04/04/1996]',-0.103,0.300,64.315,-0.932
'[10:41:18.782 04/04/1996]',-0.183,0.515,64.315,-0.932
'[10:41:18.784 04/04/1996]',-0.264,0.732,64.415,-0.931
'[10:41:18.786 04/04/1996]',-0.345,0.921,64.415,-0.931
'[10:41:18.788 04/04/1996]',-0.426,1.084,64.415,-0.931
'[10:41:18.790 04/04/1996]',-0.495,1.191,64.415,-0.931
'[10:41:18.792 04/04/1996]',-0.529,1.245,64.819,-0.930
'[10:41:18.794 04/04/1996]',-0.541,1.273,64.819,-0.930
'[10:41:18.796 04/04/1996]',-0.529,1.218,64.819,-0.930
'[10:41:18.798 04/04/1996]',-0.495,1.138,64.819,-0.930
'[10:41:18.800 04/04/1996]',-0.403,0.894,65.323,-0.929
'[10:41:18.802 04/04/1996]',-0.311,0.597,65.323,-0.929
'[10:41:18.804 04/04/1996]',-0.195,0.273,65.323,-0.929
'[10:41:18.806 04/04/1996]',-0.103,0.028,65.323,-0.929
'[10:41:18.808 04/04/1996]',-0.034,-0.133,66.079,-0.927
'[10:41:18.810 04/04/1996]',0.001,-0.215,66.079,-0.927
'[10:41:18.812 04/04/1996]',0.024,-0.269,66.079,-0.927
'[10:41:18.814 04/04/1996]',0.035,-0.269,66.079,-0.927
'[10:41:18.816 04/04/1996]',0.047,-0.269,67.036,-0.924
'[10:41:18.818 04/04/1996]',0.047,-0.269,67.036,-0.924
'[10:41:18.820 04/04/1996]',0.058,-0.242,67.036,-0.924
'[10:41:18.822 04/04/1996]',0.058,-0.215,67.036,-0.924
'[10:41:18.824 04/04/1996]',0.058,-0.215,68.044,-0.921
'[10:41:18.826 04/04/1996]',0.058,-0.187,68.044,-0.921
'[10:41:18.828 04/04/1996]',0.058,-0.160,68.044,-0.921
'[10:41:18.830 04/04/1996]',0.058,-0.160,68.044,-0.921
'[10:41:18.832 04/04/1996]',0.058,-0.160,69.002,-0.918
'[10:41:18.834 04/04/1996]',0.058,-0.133,69.002,-0.918
'[10:41:18.836 04/04/1996]',0.058,-0.133,69.002,-0.918
'[10:41:18.838 04/04/1996]',0.058,-0.133,69.002,-0.918
'[10:41:18.840 04/04/1996]',0.058,-0.133,69.758,-0.914
'[10:41:18.842 04/04/1996]',0.058,-0.133,69.758,-0.914
'[10:41:18.844 04/04/1996]',0.058,-0.133,69.758,-0.914
'[10:41:18.846 04/04/1996]',0.058,-0.133,69.758,-0.914
'[10:41:18.848 04/04/1996]',0.058,-0.133,70.363,-0.909
'[10:41:18.850 04/04/1996]',0.058,-0.133,70.363,-0.909
'[10:41:18.852 04/04/1996]',0.058,-0.106,70.363,-0.909
'[10:41:18.854 04/04/1996]',0.047,-0.106,70.363,-0.909
'[10:41:18.856 04/04/1996]',0.047,-0.106,70.716,-0.905
'[10:41:18.858 04/04/1996]',0.058,-0.106,70.716,-0.905
'[10:41:18.860 04/04/1996]',0.058,-0.079,70.716,-0.905
'[10:41:18.862 04/04/1996]',0.047,-0.079,70.716,-0.905
'[10:41:18.864 04/04/1996]',0.047,-0.079,70.867,-0.902
'[10:41:18.866 04/04/1996]',0.058,-0.079,70.867,-0.902
'[10:41:18.868 04/04/1996]',0.058,-0.079,70.867,-0.902
'[10:41:18.870 04/04/1996]',0.047,-0.079,70.867,-0.902
'[10:41:18.872 04/04/1996]',0.035,-0.052,70.968,-0.900
'[10:41:18.874 04/04/1996]',0.035,-0.052,70.968,-0.900
'[10:41:18.876 04/04/1996]',0.035,-0.052,70.968,-0.900
'[10:41:18.878 04/04/1996]',0.024,-0.052,70.968,-0.900
'[10:41:18.880 04/04/1996]',0.035,-0.025,70.817,-0.899
'[10:41:18.882 04/04/1996]',0.035,-0.025,70.817,-0.899
'[10:41:18.884 04/04/1996]',0.024,-0.025,70.817,-0.899
'[10:41:18.886 04/04/1996]',0.024,-0.025,70.817,-0.899
'[10:41:18.888 04/04/1996]',0.024,-0.025,70.665,-0.899
'[10:41:18.890 04/04/1996]',0.024,0.002,70.665,-0.899
'[10:41:18.892 04/04/1996]',0.024,0.002,70.665,-0.899
'[10:41:18.894 04/04/1996]',0.024,0.002,70.665,-0.899
'[10:41:18.896 04/04/1996]',0.024,0.002,70.413,-0.900
'[10:41:18.898 04/04/1996]',0.024,0.002,70.413,-0.900
'[10:41:18.900 04/04/1996]',0.024,0.002,70.413,-0.900
'[10:41:18.902 04/04/1996]',0.024,0.002,70.413,-0.900
'[10:41:18.904 04/04/1996]',0.024,0.028,70.111,-0.901
'[10:41:18.906 04/04/1996]',0.012,0.028,70.111,-0.901
'[10:41:18.908 04/04/1996]',0.012,0.028,70.111,-0.901
'[10:41:18.910 04/04/1996]',0.012,0.028,70.111,-0.901
'[10:41:18.912 04/04/1996]',0.012,0.055,69.808,-0.903
'[10:41:18.914 04/04/1996]',0.012,0.055,69.808,-0.903
'[10:41:18.916 04/04/1996]',0.012,0.055,69.808,-0.903
'[10:41:18.918 04/04/1996]',0.001,0.055,69.808,-0.903
'[10:41:18.920 04/04/1996]',0.001,0.055,69.405,-0.905
'[10:41:18.922 04/04/1996]',0.001,0.083,69.405,-0.905
'[10:41:18.924 04/04/1996]',0.012,0.083,69.405,-0.905
'[10:41:18.926 04/04/1996]',0.024,0.083,69.405,-0.905
'[10:41:18.928 04/04/1996]',0.012,0.083,68.952,-0.906
'[10:41:18.930 04/04/1996]',0.001,0.083,68.952,-0.906
'[10:41:18.932 04/04/1996]',0.001,0.083,68.952,-0.906
'[10:41:18.934 04/04/1996]',0.001,0.083,68.952,-0.906
'[10:41:18.936 04/04/1996]',0.001,0.083,68.448,-0.906
'[10:41:18.938 04/04/1996]',0.001,0.083,68.448,-0.906
'[10:41:18.940 04/04/1996]',0.001,0.083,68.448,-0.906
'[10:41:18.942 04/04/1996]',0.001,0.083,68.448,-0.906
'[10:41:18.944 04/04/1996]',0.001,0.083,68.196,-0.905
'[10:41:18.946 04/04/1996]',0.001,0.083,68.196,-0.905
'[10:41:18.948 04/04/1996]',0.012,0.055,68.196,-0.905
'[10:41:18.950 04/04/1996]',0.012,0.055,68.196,-0.905
'[10:41:18.952 04/04/1996]',0.024,0.055,68.296,-0.904
'[10:41:18.954 04/04/1996]',0.012,0.055,68.296,-0.904
'[10:41:18.956 04/04/1996]',0.024,0.055,68.296,-0.904
'[10:41:18.958 04/04/1996]',0.012,0.028,68.296,-0.904
'[10:41:18.960 04/04/1996]',0.012,0.028,69.304,-0.903
'[10:41:18.962 04/04/1996]',0.024,0.028,69.304,-0.903
'[10:41:18.964 04/04/1996]',0.024,0.002,69.304,-0.903
'[10:41:18.966 04/04/1996]',0.024,0.002,69.304,-0.903
'[10:41:18.968 04/04/1996]',0.024,0.002,71.421,-0.902
'[10:41:18.970 04/04/1996]',0.024,0.002,71.421,-0.902
'[10:41:18.972 04/04/1996]',0.024,0.002,71.421,-0.902
'[10:41:18.974 04/04/1996]',0.024,0.002,71.421,-0.902
'[10:41:18.976 04/04/1996]',0.024,0.002,74.647,-0.900
'[10:41:18.978 04/04/1996]',0.024,-0.025,74.647,-0.900
'[10:41:18.980 04/04/1996]',0.024,0.002,74.647,-0.900
'[10:41:18.982 04/04/1996]',0.024,-0.025,74.647,-0.900
'[10:41:18.984 04/04/1996]',0.024,-0.025,78.881,-0.897
'[10:41:18.986 04/04/1996]',0.024,-0.025,78.881,-0.897
'[10:41:18.988 04/04/1996]',0.024,-0.025,78.881,-0.897
'[10:41:18.990 04/04/1996]',0.024,-0.052,78.881,-0.897
'[10:41:18.992 04/04/1996]',0.024,-0.052,83.770,-0.893
'[10:41:18.994 04/04/1996]',0.024,-0.052,83.770,-0.893
'[10:41:18.996 04/04/1996]',0.024,-0.052,83.770,-0.893
'[10:41:18.998 04/04/1996]',0.024,-0.052,83.770,-0.893
'[10:41:19.000 04/04/1996]',0.024,-0.052,88.962,-0.888
'[10:41:19.002 04/04/1996]',0.024,-0.052,88.962,-0.888
'[10:41:19.004 04/04/1996]',0.024,-0.079,88.962,-0.888
'[10:41:19.006 04/04/1996]',0.024,-0.079,88.962,-0.888
'[10:41:19.008 04/04/1996]',0.024,-0.079,94.103,-0.883
'[10:41:19.010 04/04/1996]',0.024,-0.079,94.103,-0.883
'[10:41:19.012 04/04/1996]',0.024,-0.079,94.103,-0.883
'[10:41:19.014 04/04/1996]',0.024,-0.079,94.103,-0.883
'[10:41:19.016 04/04/1996]',0.024,-0.079,98.690,-0.877
'[10:41:19.018 04/04/1996]',0.024,-0.079,98.690,-0.877
'[10:41:19.020 04/04/1996]',0.024,-0.079,98.690,-0.877
'[10:41:19.022 04/04/1996]',0.024,-0.079,98.690,-0.877
'[10:41:19.024 04/04/1996]',0.024,-0.079,102.369,-0.873
'[10:41:19.026 04/04/1996]',0.024,-0.079,102.369,-0.873
'[10:41:19.028 04/04/1996]',0.024,-0.079,102.369,-0.873
'[10:41:19.030 04/04/1996]',0.024,-0.079,102.369,-0.873
'[10:41:19.032 04/04/1996]',0.024,-0.079,104.839,-0.870
'[10:41:19.034 04/04/1996]',0.024,-0.079,104.839,-0.870
'[10:41:19.036 04/04/1996]',0.024,-0.079,104.839,-0.870
'[10:41:19.038 04/04/1996]',0.012,-0.079,104.839,-0.870
'[10:41:19.040 04/04/1996]',0.024,-0.079,106.048,-0.868
'[10:41:19.042 04/04/1996]',0.012,-0.079,106.048,-0.868
'[10:41:19.044 04/04/1996]',0.012,-0.079,106.048,-0.868
'[10:41:19.046 04/04/1996]',0.024,-0.052,106.048,-0.868
'[10:41:19.048 04/04/1996]',0.012,-0.052,105.897,-0.867
'[10:41:19.050 04/04/1996]',0.024,-0.052,105.897,-0.867
'[10:41:19.052 04/04/1996]',0.012,-0.052,105.897,-0.867
'[10:41:19.054 04/04/1996]',0.012,-0.052,105.897,-0.867
'[10:41:19.056 04/04/1996]',0.012,-0.052,104.788,-0.865
'[10:41:19.058 04/04/1996]',0.012,-0.052,104.788,-0.865
'[10:41:19.060 04/04/1996]',0.012,-0.052,104.788,-0.865
'[10:41:19.062 04/04/1996]',0.024,-0.052,104.788,-0.865
'[10:41:19.064 04/04/1996]',0.012,-0.052,102.823,-0.863
'[10:41:19.066 04/04/1996]',0.012,-0.052,102.823,-0.863
'[10:41:19.068 04/04/1996]',0.001,-0.052,102.823,-0.863
'[10:41:19.070 04/04/1996]',0.012,-0.025,102.823,-0.863
'[10:41:19.072 04/04/1996]',0.012,-0.025,100.252,-0.862
'[10:41:19.074 04/04/1996]',0.001,-0.025,100.252,-0.862
'[10:41:19.076 04/04/1996]',0.012,-0.025,100.252,-0.862
'[10:41:19.078 04/04/1996]',0.012,-0.025,100.252,-0.862
'[10:41:19.080 04/04/1996]',0.001,-0.025,97.127,-0.860
'[10:41:19.082 04/04/1996]',0.012,-0.025,97.127,-0.860
'[10:41:19.084 04/04/1996]',0.012,-0.025,97.127,-0.860
'[10:41:19.086 04/04/1996]',0.012,-0.025,97.127,-0.860
'[10:41:19.088 04/04/1996]',0.001,-0.025,93.800,-0.859
'[10:41:19.090 04/04/1996]',0.012,-0.025,93.800,-0.859
'[10:41:19.092 04/04/1996]',0.012,-0.025,93.800,-0.859
'[10:41:19.094 04/04/1996]',0.012,-0.025,93.800,-0.859
'[10:41:19.096 04/04/1996]',0.001,0.002,90.474,-0.859
'[10:41:19.098 04/04/1996]',0.012,0.002,90.474,-0.859
'[10:41:19.100 04/04/1996]',0.001,0.002,90.474,-0.859
'[10:41:19.102 04/04/1996]',0.001,0.002,90.474,-0.859
'[10:41:19.104 04/04/1996]',0.012,0.002,87.248,-0.859
'[10:41:19.106 04/04/1996]',0.001,0.002,87.248,-0.859
'[10:41:19.108 04/04/1996]',0.001,0.002,87.248,-0.859
'[10:41:19.110 04/04/1996]',0.001,0.002,87.248,-0.859
'[10:41:19.112 04/04/1996]',0.001,0.002,84.073,-0.859
'[10:41:19.114 04/04/1996]',0.001,0.002,84.073,-0.859
'[10:41:19.116 04/04/1996]',0.001,0.002,84.073,-0.859
'[10:41:19.118 04/04/1996]',0.001,0.002,84.073,-0.859
'[10:41:19.120 04/04/1996]',0.001,0.002,80.948,-0.858
'[10:41:19.122 04/04/1996]',0.001,0.002,80.948,-0.858
'[10:41:19.124 04/04/1996]',0.001,0.002,80.948,-0.858
