'Time and date','II','MCL1','V','ABP','PAP'
'[09:39:28.506 20/12/1995]',-0.039,0.063,0.046,97.109,18.800
'[09:39:28.508 20/12/1995]',-0.039,0.076,0.046,97.109,18.800
'[09:39:28.510 20/12/1995]',-0.039,0.063,0.046,97.109,18.800
'[09:39:28.512 20/12/1995]',-0.039,0.063,0.046,97.062,19.050
'[09:39:28.514 20/12/1995]',-0.039,0.051,0.037,97.062,19.050
'[09:39:28.516 20/12/1995]',-0.019,0.051,0.037,97.062,19.050
'[09:39:28.518 20/12/1995]',0.002,0.063,0.037,97.062,19.050
'[09:39:28.520 20/12/1995]',0.002,0.063,0.037,96.730,19.275
'[09:39:28.522 20/12/1995]',-0.019,0.063,0.037,96.730,19.275
'[09:39:28.524 20/12/1995]',-0.019,0.063,0.046,96.730,19.275
'[09:39:28.526 20/12/1995]',-0.019,0.076,0.056,96.730,19.275
'[09:39:28.528 20/12/1995]',-0.019,0.076,0.046,96.114,19.450
'[09:39:28.530 20/12/1995]',-0.039,0.076,0.046,96.114,19.450
'[09:39:28.532 20/12/1995]',-0.019,0.076,0.046,96.114,19.450
'[09:39:28.534 20/12/1995]',-0.019,0.063,0.046,96.114,19.450
'[09:39:28.536 20/12/1995]',-0.019,0.051,0.037,95.213,19.625
'[09:39:28.538 20/12/1995]',-0.019,0.051,0.037,95.213,19.625
'[09:39:28.540 20/12/1995]',-0.019,0.051,0.046,95.213,19.625
'[09:39:28.542 20/12/1995]',-0.019,0.051,0.046,95.213,19.625
'[09:39:28.544 20/12/1995]',-0.019,0.038,0.037,94.171,19.750
'[09:39:28.546 20/12/1995]',0.002,0.051,0.028,94.171,19.750
'[09:39:28.548 20/12/1995]',-0.019,0.038,0.037,94.171,19.750
'[09:39:28.550 20/12/1995]',-0.019,0.051,0.037,94.171,19.750
'[09:39:28.552 20/12/1995]',0.002,0.038,0.028,92.938,19.875
'[09:39:28.554 20/12/1995]',-0.019,0.026,0.028,92.938,19.875
'[09:39:28.556 20/12/1995]',0.002,0.026,0.028,92.938,19.875
'[09:39:28.558 20/12/1995]',-0.019,0.026,0.019,92.938,19.875
'[09:39:28.560 20/12/1995]',-0.019,0.013,0.019,91.564,19.875
'[09:39:28.562 20/12/1995]',-0.019,0.013,0.019,91.564,19.875
'[09:39:28.564 20/12/1995]',-0.039,0.013,0.019,91.564,19.875
'[09:39:28.566 20/12/1995]',-0.039,0.001,0.019,91.564,19.875
'[09:39:28.568 20/12/1995]',-0.039,0.013,0.010,90.047,19.700
'[09:39:28.570 20/12/1995]',-0.019,0.013,0.010,90.047,19.700
'[09:39:28.572 20/12/1995]',-0.019,0.026,0.019,90.047,19.700
'[09:39:28.574 20/12/1995]',-0.019,0.038,0.028,90.047,19.700
'[09:39:28.576 20/12/1995]',-0.039,0.038,0.028,88.436,19.400
'[09:39:28.578 20/12/1995]',-0.060,0.026,0.028,88.436,19.400
'[09:39:28.580 20/12/1995]',-0.060,0.026,0.028,88.436,19.400
'[09:39:28.582 20/12/1995]',-0.060,0.013,0.028,88.436,19.400
'[09:39:28.584 20/12/1995]',-0.060,0.013,0.019,86.777,18.975
'[09:39:28.586 20/12/1995]',-0.060,0.013,0.019,86.777,18.975
'[09:39:28.588 20/12/1995]',-0.039,0.013,0.028,86.777,18.975
'[09:39:28.590 20/12/1995]',-0.039,0.001,0.019,86.777,18.975
'[09:39:28.592 20/12/1995]',-0.039,0.001,0.019,85.118,18.700
'[09:39:28.594 20/12/1995]',-0.039,0.001,0.010,85.118,18.700
'[09:39:28.596 20/12/1995]',-0.039,0.013,0.019,85.118,18.700
'[09:39:28.598 20/12/1995]',-0.039,0.026,0.010,85.118,18.700
'[09:39:28.600 20/12/1995]',-0.039,0.013,0.010,83.460,18.400
'[09:39:28.602 20/12/1995]',-0.039,0.013,0.010,83.460,18.400
'[09:39:28.604 20/12/1995]',-0.060,0.001,0.010,83.460,18.400
'[09:39:28.606 20/12/1995]',-0.060,0.013,0.019,83.460,18.400
'[09:39:28.608 20/12/1995]',-0.060,0.001,0.019,81.848,18.100
'[09:39:28.610 20/12/1995]',-0.060,0.001,0.019,81.848,18.100
'[09:39:28.612 20/12/1995]',-0.039,0.001,0.010,81.848,18.100
'[09:39:28.614 20/12/1995]',-0.039,0.001,0.010,81.848,18.100
'[09:39:28.616 20/12/1995]',-0.019,0.013,0.010,80.237,17.875
'[09:39:28.618 20/12/1995]',-0.019,0.013,0.010,80.237,17.875
'[09:39:28.620 20/12/1995]',-0.019,0.026,0.019,80.237,17.875
'[09:39:28.622 20/12/1995]',-0.019,0.026,0.019,80.237,17.875
'[09:39:28.624 20/12/1995]',-0.019,0.038,0.028,78.673,17.700
'[09:39:28.626 20/12/1995]',-0.019,0.051,0.037,78.673,17.700
'[09:39:28.628 20/12/1995]',-0.039,0.051,0.028,78.673,17.700
'[09:39:28.630 20/12/1995]',-0.019,0.051,0.028,78.673,17.700
'[09:39:28.632 20/12/1995]',-0.019,0.063,0.037,77.109,17.575
'[09:39:28.634 20/12/1995]',-0.039,0.063,0.037,77.109,17.575
'[09:39:28.636 20/12/1995]',-0.039,0.051,0.028,77.109,17.575
'[09:39:28.638 20/12/1995]',-0.039,0.063,0.028,77.109,17.575
'[09:39:28.640 20/12/1995]',-0.019,0.063,0.028,75.498,17.575
'[09:39:28.642 20/12/1995]',-0.039,0.063,0.028,75.498,17.575
'[09:39:28.644 20/12/1995]',-0.039,0.063,0.037,75.498,17.575
'[09:39:28.646 20/12/1995]',-0.060,0.051,0.028,75.498,17.575
'[09:39:28.648 20/12/1995]',-0.060,0.051,0.037,73.791,17.625
'[09:39:28.650 20/12/1995]',-0.039,0.063,0.037,73.791,17.625
'[09:39:28.652 20/12/1995]',-0.039,0.063,0.037,73.791,17.625
'[09:39:28.654 20/12/1995]',-0.039,0.051,0.037,73.791,17.625
'[09:39:28.656 20/12/1995]',-0.039,0.051,0.037,71.991,17.750
'[09:39:28.658 20/12/1995]',-0.039,0.063,0.037,71.991,17.750
'[09:39:28.660 20/12/1995]',-0.039,0.063,0.037,71.991,17.750
'[09:39:28.662 20/12/1995]',-0.039,0.063,0.037,71.991,17.750
'[09:39:28.664 20/12/1995]',-0.039,0.063,0.028,70.237,17.750
'[09:39:28.666 20/12/1995]',-0.039,0.063,0.028,70.237,17.750
'[09:39:28.668 20/12/1995]',-0.019,0.063,0.028,70.237,17.750
'[09:39:28.670 20/12/1995]',-0.039,0.051,0.028,70.237,17.750
'[09:39:28.672 20/12/1995]',-0.039,0.051,0.019,68.389,17.625
'[09:39:28.674 20/12/1995]',-0.019,0.063,0.028,68.389,17.625
'[09:39:28.676 20/12/1995]',-0.019,0.051,0.028,68.389,17.625
'[09:39:28.678 20/12/1995]',-0.019,0.051,0.028,68.389,17.625
'[09:39:28.680 20/12/1995]',-0.039,0.051,0.028,66.588,17.350
'[09:39:28.682 20/12/1995]',-0.039,0.051,0.028,66.588,17.350
'[09:39:28.684 20/12/1995]',-0.060,0.051,0.037,66.588,17.350
'[09:39:28.686 20/12/1995]',-0.039,0.051,0.028,66.588,17.350
'[09:39:28.688 20/12/1995]',-0.060,0.051,0.037,64.739,16.925
'[09:39:28.690 20/12/1995]',-0.060,0.051,0.037,64.739,16.925
'[09:39:28.692 20/12/1995]',-0.101,0.038,0.037,64.739,16.925
'[09:39:28.694 20/12/1995]',-0.121,0.013,0.037,64.739,16.925
'[09:39:28.696 20/12/1995]',-0.142,0.001,0.037,62.938,16.525
'[09:39:28.698 20/12/1995]',-0.142,-0.024,0.028,62.938,16.525
'[09:39:28.700 20/12/1995]',-0.121,-0.036,0.019,62.938,16.525
'[09:39:28.702 20/12/1995]',-0.060,-0.049,0.001,62.938,16.525
'[09:39:28.704 20/12/1995]',0.002,-0.074,-0.008,61.280,16.125
'[09:39:28.706 20/12/1995]',0.103,-0.099,-0.045,61.280,16.125
'[09:39:28.708 20/12/1995]',0.206,-0.136,-0.073,61.280,16.125
'[09:39:28.710 20/12/1995]',0.288,-0.161,-0.100,61.280,16.125
'[09:39:28.712 20/12/1995]',0.390,-0.186,-0.128,59.668,15.700
'[09:39:28.714 20/12/1995]',0.492,-0.211,-0.164,59.668,15.700
'[09:39:28.716 20/12/1995]',0.594,-0.223,-0.192,59.668,15.700
'[09:39:28.718 20/12/1995]',0.696,-0.236,-0.229,59.668,15.700
'[09:39:28.720 20/12/1995]',0.819,-0.273,-0.265,58.246,15.350
'[09:39:28.722 20/12/1995]',0.921,-0.298,-0.302,58.246,15.350
'[09:39:28.724 20/12/1995]',1.003,-0.298,-0.348,58.246,15.350
'[09:39:28.726 20/12/1995]',1.064,-0.311,-0.357,58.246,15.350
'[09:39:28.728 20/12/1995]',1.064,-0.298,-0.366,56.777,15.175
'[09:39:28.730 20/12/1995]',0.982,-0.261,-0.348,56.777,15.175
'[09:39:28.732 20/12/1995]',0.860,-0.223,-0.311,56.777,15.175
'[09:39:28.734 20/12/1995]',0.717,-0.174,-0.274,56.777,15.175
'[09:39:28.736 20/12/1995]',0.574,-0.124,-0.229,55.450,15.300
'[09:39:28.738 20/12/1995]',0.431,-0.086,-0.173,55.450,15.300
'[09:39:28.740 20/12/1995]',0.267,-0.036,-0.128,55.450,15.300
'[09:39:28.742 20/12/1995]',0.124,0.026,-0.054,55.450,15.300
'[09:39:28.744 20/12/1995]',0.002,0.101,0.001,54.218,15.700
'[09:39:28.746 20/12/1995]',-0.080,0.151,0.056,54.218,15.700
'[09:39:28.748 20/12/1995]',-0.162,0.176,0.083,54.218,15.700
'[09:39:28.750 20/12/1995]',-0.224,0.200,0.120,54.218,15.700
'[09:39:28.752 20/12/1995]',-0.244,0.213,0.138,53.128,16.175
'[09:39:28.754 20/12/1995]',-0.265,0.213,0.147,53.128,16.175
'[09:39:28.756 20/12/1995]',-0.265,0.200,0.147,53.128,16.175
'[09:39:28.758 20/12/1995]',-0.244,0.188,0.147,53.128,16.175
'[09:39:28.760 20/12/1995]',-0.224,0.176,0.138,52.085,16.575
'[09:39:28.762 20/12/1995]',-0.183,0.163,0.129,52.085,16.575
'[09:39:28.764 20/12/1995]',-0.162,0.151,0.111,52.085,16.575
'[09:39:28.766 20/12/1995]',-0.142,0.138,0.111,52.085,16.575
'[09:39:28.768 20/12/1995]',-0.121,0.126,0.102,51.280,16.750
'[09:39:28.770 20/12/1995]',-0.101,0.113,0.092,51.280,16.750
'[09:39:28.772 20/12/1995]',-0.080,0.101,0.083,51.280,16.750
'[09:39:28.774 20/12/1995]',-0.039,0.101,0.083,51.280,16.750
'[09:39:28.776 20/12/1995]',-0.019,0.101,0.074,50.664,16.825
'[09:39:28.778 20/12/1995]',0.002,0.088,0.065,50.664,16.825
'[09:39:28.780 20/12/1995]',0.002,0.101,0.065,50.664,16.825
'[09:39:28.782 20/12/1995]',0.002,0.088,0.056,50.664,16.825
'[09:39:28.784 20/12/1995]',0.002,0.088,0.056,50.190,16.750
'[09:39:28.786 20/12/1995]',0.002,0.076,0.056,50.190,16.750
'[09:39:28.788 20/12/1995]',0.002,0.076,0.046,50.190,16.750
'[09:39:28.790 20/12/1995]',0.002,0.088,0.046,50.190,16.750
'[09:39:28.792 20/12/1995]',0.002,0.088,0.046,49.858,16.700
'[09:39:28.794 20/12/1995]',0.002,0.088,0.046,49.858,16.700
'[09:39:28.796 20/12/1995]',0.002,0.076,0.046,49.858,16.700
'[09:39:28.798 20/12/1995]',0.002,0.076,0.046,49.858,16.700
'[09:39:28.800 20/12/1995]',0.002,0.076,0.046,49.526,16.650
'[09:39:28.802 20/12/1995]',0.002,0.076,0.046,49.526,16.650
'[09:39:28.804 20/12/1995]',0.021,0.076,0.046,49.526,16.650
'[09:39:28.806 20/12/1995]',0.002,0.063,0.046,49.526,16.650
'[09:39:28.808 20/12/1995]',0.021,0.076,0.046,49.336,16.575
'[09:39:28.810 20/12/1995]',0.021,0.076,0.046,49.336,16.575
'[09:39:28.812 20/12/1995]',0.021,0.076,0.046,49.336,16.575
'[09:39:28.814 20/12/1995]',0.021,0.076,0.037,49.336,16.575
'[09:39:28.816 20/12/1995]',0.021,0.076,0.046,49.194,16.475
'[09:39:28.818 20/12/1995]',0.021,0.051,0.037,49.194,16.475
'[09:39:28.820 20/12/1995]',0.021,0.063,0.037,49.194,16.475
'[09:39:28.822 20/12/1995]',0.042,0.063,0.028,49.194,16.475
'[09:39:28.824 20/12/1995]',0.021,0.063,0.028,49.052,16.400
'[09:39:28.826 20/12/1995]',0.021,0.051,0.028,49.052,16.400
'[09:39:28.828 20/12/1995]',0.021,0.051,0.028,49.052,16.400
'[09:39:28.830 20/12/1995]',0.021,0.051,0.019,49.052,16.400
'[09:39:28.832 20/12/1995]',0.042,0.051,0.019,49.052,16.575
'[09:39:28.834 20/12/1995]',0.042,0.051,0.019,49.052,16.575
'[09:39:28.836 20/12/1995]',0.062,0.051,0.019,49.052,16.575
'[09:39:28.838 20/12/1995]',0.042,0.051,0.010,49.052,16.575
'[09:39:28.840 20/12/1995]',0.062,0.051,0.019,49.242,17.175
'[09:39:28.842 20/12/1995]',0.062,0.051,0.010,49.242,17.175
'[09:39:28.844 20/12/1995]',0.062,0.051,0.010,49.242,17.175
'[09:39:28.846 20/12/1995]',0.062,0.051,0.001,49.242,17.175
'[09:39:28.848 20/12/1995]',0.062,0.051,0.010,49.384,17.875
'[09:39:28.850 20/12/1995]',0.062,0.051,0.010,49.384,17.875
'[09:39:28.852 20/12/1995]',0.062,0.038,0.019,49.384,17.875
'[09:39:28.854 20/12/1995]',0.062,0.038,0.010,49.384,17.875
'[09:39:28.856 20/12/1995]',0.062,0.038,0.010,49.763,18.350
'[09:39:28.858 20/12/1995]',0.062,0.038,0.010,49.763,18.350
'[09:39:28.860 20/12/1995]',0.062,0.038,0.010,49.763,18.350
'[09:39:28.862 20/12/1995]',0.062,0.038,0.010,49.763,18.350
'[09:39:28.864 20/12/1995]',0.062,0.038,0.001,50.190,18.800
'[09:39:28.866 20/12/1995]',0.062,0.026,0.001,50.190,18.800
'[09:39:28.868 20/12/1995]',0.062,0.026,0.001,50.190,18.800
'[09:39:28.870 20/12/1995]',0.062,0.026,0.001,50.190,18.800
'[09:39:28.872 20/12/1995]',0.062,0.026,0.001,50.853,19.875
'[09:39:28.874 20/12/1995]',0.083,0.026,0.001,50.853,19.875
'[09:39:28.876 20/12/1995]',0.062,0.026,0.001,50.853,19.875
'[09:39:28.878 20/12/1995]',0.062,0.038,0.001,50.853,19.875
'[09:39:28.880 20/12/1995]',0.062,0.026,0.001,51.943,21.925
'[09:39:28.882 20/12/1995]',0.062,0.026,0.001,51.943,21.925
'[09:39:28.884 20/12/1995]',0.062,0.026,0.001,51.943,21.925
'[09:39:28.886 20/12/1995]',0.062,0.026,0.001,51.943,21.925
'[09:39:28.888 20/12/1995]',0.062,0.026,0.001,53.507,24.900
'[09:39:28.890 20/12/1995]',0.083,0.013,0.001,53.507,24.900
'[09:39:28.892 20/12/1995]',0.083,0.001,0.001,53.507,24.900
'[09:39:28.894 20/12/1995]',0.083,0.001,0.001,53.507,24.900
'[09:39:28.896 20/12/1995]',0.083,0.001,0.001,55.592,28.300
'[09:39:28.898 20/12/1995]',0.083,0.001,0.001,55.592,28.300
'[09:39:28.900 20/12/1995]',0.083,0.001,0.001,55.592,28.300
'[09:39:28.902 20/12/1995]',0.103,0.001,0.001,55.592,28.300
'[09:39:28.904 20/12/1995]',0.083,0.001,0.001,58.104,31.475
'[09:39:28.906 20/12/1995]',0.083,0.001,-0.008,58.104,31.475
'[09:39:28.908 20/12/1995]',0.083,0.001,-0.008,58.104,31.475
'[09:39:28.910 20/12/1995]',0.083,0.001,-0.008,58.104,31.475
'[09:39:28.912 20/12/1995]',0.083,0.001,-0.008,60.995,34.325
'[09:39:28.914 20/12/1995]',0.083,0.001,-0.008,60.995,34.325
'[09:39:28.916 20/12/1995]',0.103,-0.011,-0.008,60.995,34.325
'[09:39:28.918 20/12/1995]',0.103,-0.011,-0.018,60.995,34.325
'[09:39:28.920 20/12/1995]',0.103,-0.024,-0.018,64.123,36.850
'[09:39:28.922 20/12/1995]',0.124,-0.024,-0.018,64.123,36.850
'[09:39:28.924 20/12/1995]',0.124,-0.024,-0.018,64.123,36.850
'[09:39:28.926 20/12/1995]',0.124,-0.024,-0.018,64.123,36.850
'[09:39:28.928 20/12/1995]',0.124,-0.024,-0.027,67.393,39.025
'[09:39:28.930 20/12/1995]',0.124,-0.024,-0.027,67.393,39.025
'[09:39:28.932 20/12/1995]',0.124,-0.036,-0.036,67.393,39.025
'[09:39:28.934 20/12/1995]',0.124,-0.036,-0.036,67.393,39.025
'[09:39:28.936 20/12/1995]',0.124,-0.036,-0.036,70.616,40.525
'[09:39:28.938 20/12/1995]',0.144,-0.036,-0.036,70.616,40.525
'[09:39:28.940 20/12/1995]',0.144,-0.036,-0.027,70.616,40.525
'[09:39:28.942 20/12/1995]',0.144,-0.049,-0.036,70.616,40.525
'[09:39:28.944 20/12/1995]',0.144,-0.049,-0.036,73.791,40.950
'[09:39:28.946 20/12/1995]',0.165,-0.049,-0.045,73.791,40.950
'[09:39:28.948 20/12/1995]',0.165,-0.061,-0.045,73.791,40.950
'[09:39:28.950 20/12/1995]',0.165,-0.074,-0.054,73.791,40.950
'[09:39:28.952 20/12/1995]',0.165,-0.074,-0.054,76.825,40.175
'[09:39:28.954 20/12/1995]',0.165,-0.074,-0.045,76.825,40.175
'[09:39:28.956 20/12/1995]',0.165,-0.086,-0.045,76.825,40.175
'[09:39:28.958 20/12/1995]',0.165,-0.086,-0.054,76.825,40.175
'[09:39:28.960 20/12/1995]',0.165,-0.099,-0.054,79.716,38.725
'[09:39:28.962 20/12/1995]',0.165,-0.099,-0.064,79.716,38.725
'[09:39:28.964 20/12/1995]',0.165,-0.124,-0.064,79.716,38.725
'[09:39:28.966 20/12/1995]',0.165,-0.111,-0.064,79.716,38.725
'[09:39:28.968 20/12/1995]',0.165,-0.124,-0.064,82.464,37.200
'[09:39:28.970 20/12/1995]',0.165,-0.136,-0.073,82.464,37.200
'[09:39:28.972 20/12/1995]',0.185,-0.136,-0.064,82.464,37.200
'[09:39:28.974 20/12/1995]',0.165,-0.136,-0.073,82.464,37.200
'[09:39:28.976 20/12/1995]',0.165,-0.136,-0.073,85.024,36.150
'[09:39:28.978 20/12/1995]',0.165,-0.136,-0.073,85.024,36.150
'[09:39:28.980 20/12/1995]',0.165,-0.149,-0.082,85.024,36.150
'[09:39:28.982 20/12/1995]',0.185,-0.161,-0.082,85.024,36.150
'[09:39:28.984 20/12/1995]',0.185,-0.161,-0.091,87.346,35.800
'[09:39:28.986 20/12/1995]',0.185,-0.161,-0.082,87.346,35.800
'[09:39:28.988 20/12/1995]',0.165,-0.161,-0.082,87.346,35.800
'[09:39:28.990 20/12/1995]',0.165,-0.174,-0.082,87.346,35.800
'[09:39:28.992 20/12/1995]',0.165,-0.174,-0.082,89.431,35.975
'[09:39:28.994 20/12/1995]',0.165,-0.174,-0.082,89.431,35.975
'[09:39:28.996 20/12/1995]',0.144,-0.174,-0.082,89.431,35.975
'[09:39:28.998 20/12/1995]',0.144,-0.186,-0.091,89.431,35.975
'[09:39:29.000 20/12/1995]',0.144,-0.174,-0.091,91.374,36.450
'[09:39:29.002 20/12/1995]',0.144,-0.186,-0.091,91.374,36.450
'[09:39:29.004 20/12/1995]',0.144,-0.186,-0.082,91.374,36.450
'[09:39:29.006 20/12/1995]',0.144,-0.186,-0.082,91.374,36.450
'[09:39:29.008 20/12/1995]',0.144,-0.198,-0.082,93.081,37.100
'[09:39:29.010 20/12/1995]',0.124,-0.198,-0.091,93.081,37.100
'[09:39:29.012 20/12/1995]',0.124,-0.211,-0.091,93.081,37.100
'[09:39:29.014 20/12/1995]',0.144,-0.198,-0.091,93.081,37.100
'[09:39:29.016 20/12/1995]',0.144,-0.198,-0.091,94.455,37.725
'[09:39:29.018 20/12/1995]',0.124,-0.198,-0.091,94.455,37.725
'[09:39:29.020 20/12/1995]',0.124,-0.198,-0.091,94.455,37.725
'[09:39:29.022 20/12/1995]',0.124,-0.198,-0.091,94.455,37.725
'[09:39:29.024 20/12/1995]',0.124,-0.186,-0.091,95.592,38.450
'[09:39:29.026 20/12/1995]',0.103,-0.186,-0.082,95.592,38.450
'[09:39:29.028 20/12/1995]',0.103,-0.174,-0.082,95.592,38.450
'[09:39:29.030 20/12/1995]',0.083,-0.161,-0.073,95.592,38.450
'[09:39:29.032 20/12/1995]',0.083,-0.161,-0.073,96.493,39.200
'[09:39:29.034 20/12/1995]',0.062,-0.161,-0.073,96.493,39.200
'[09:39:29.036 20/12/1995]',0.062,-0.149,-0.064,96.493,39.200
'[09:39:29.038 20/12/1995]',0.062,-0.136,-0.064,96.493,39.200
'[09:39:29.040 20/12/1995]',0.062,-0.136,-0.054,97.062,39.950
'[09:39:29.042 20/12/1995]',0.062,-0.111,-0.054,97.062,39.950
'[09:39:29.044 20/12/1995]',0.042,-0.124,-0.045,97.062,39.950
'[09:39:29.046 20/12/1995]',0.021,-0.099,-0.045,97.062,39.950
'[09:39:29.048 20/12/1995]',0.021,-0.099,-0.036,97.393,40.650
'[09:39:29.050 20/12/1995]',0.021,-0.086,-0.027,97.393,40.650
'[09:39:29.052 20/12/1995]',0.021,-0.074,-0.027,97.393,40.650
'[09:39:29.054 20/12/1995]',0.002,-0.061,-0.018,97.393,40.650
'[09:39:29.056 20/12/1995]',0.002,-0.049,-0.008,97.393,41.175
'[09:39:29.058 20/12/1995]',0.002,-0.049,-0.008,97.393,41.175
'[09:39:29.060 20/12/1995]',0.002,-0.049,-0.008,97.393,41.175
'[09:39:29.062 20/12/1995]',0.002,-0.036,0.001,97.393,41.175
'[09:39:29.064 20/12/1995]',0.002,-0.024,0.001,97.156,41.475
'[09:39:29.066 20/12/1995]',0.002,-0.024,0.001,97.156,41.475
'[09:39:29.068 20/12/1995]',0.002,0.001,0.001,97.156,41.475
'[09:39:29.070 20/12/1995]',0.002,0.001,0.001,97.156,41.475
'[09:39:29.072 20/12/1995]',0.002,0.001,0.001,96.730,41.600
'[09:39:29.074 20/12/1995]',-0.019,0.001,0.010,96.730,41.600
'[09:39:29.076 20/12/1995]',-0.019,0.001,0.010,96.730,41.600
'[09:39:29.078 20/12/1995]',-0.019,0.013,0.019,96.730,41.600
'[09:39:29.080 20/12/1995]',-0.039,0.026,0.019,96.161,41.600
'[09:39:29.082 20/12/1995]',-0.039,0.026,0.019,96.161,41.600
'[09:39:29.084 20/12/1995]',-0.039,0.026,0.019,96.161,41.600
'[09:39:29.086 20/12/1995]',-0.039,0.026,0.019,96.161,41.600
'[09:39:29.088 20/12/1995]',-0.039,0.038,0.028,95.403,41.425
'[09:39:29.090 20/12/1995]',-0.039,0.026,0.028,95.403,41.425
'[09:39:29.092 20/12/1995]',-0.060,0.038,0.028,95.403,41.425
'[09:39:29.094 20/12/1995]',-0.060,0.038,0.028,95.403,41.425
'[09:39:29.096 20/12/1995]',-0.060,0.051,0.037,94.408,41.050
'[09:39:29.098 20/12/1995]',-0.060,0.051,0.028,94.408,41.050
'[09:39:29.100 20/12/1995]',-0.060,0.051,0.028,94.408,41.050
'[09:39:29.102 20/12/1995]',-0.060,0.051,0.028,94.408,41.050
'[09:39:29.104 20/12/1995]',-0.060,0.051,0.028,93.223,40.600
'[09:39:29.106 20/12/1995]',-0.060,0.051,0.028,93.223,40.600
'[09:39:29.108 20/12/1995]',-0.060,0.051,0.037,93.223,40.600
'[09:39:29.110 20/12/1995]',-0.060,0.051,0.028,93.223,40.600
'[09:39:29.112 20/12/1995]',-0.060,0.051,0.028,91.896,39.850
'[09:39:29.114 20/12/1995]',-0.060,0.051,0.028,91.896,39.850
'[09:39:29.116 20/12/1995]',-0.060,0.051,0.028,91.896,39.850
'[09:39:29.118 20/12/1995]',-0.060,0.051,0.037,91.896,39.850
'[09:39:29.120 20/12/1995]',0.002,0.001,0.001,90.474,38.850
'[09:39:29.122 20/12/1995]',0.002,0.001,0.001,90.474,38.850
'[09:39:29.124 20/12/1995]',0.002,0.001,0.001,90.474,38.850
'[09:39:29.126 20/12/1995]',0.002,0.001,0.001,90.474,38.850
'[09:39:29.128 20/12/1995]',0.002,0.001,0.001,88.910,37.550
'[09:39:29.130 20/12/1995]',0.002,0.001,0.001,88.910,37.550
'[09:39:29.132 20/12/1995]',0.002,0.001,0.001,88.910,37.550
'[09:39:29.134 20/12/1995]',0.002,0.001,0.001,88.910,37.550
'[09:39:29.136 20/12/1995]',0.002,0.001,0.001,87.393,36.275
'[09:39:29.138 20/12/1995]',0.002,0.001,0.001,87.393,36.275
'[09:39:29.140 20/12/1995]',0.002,0.001,0.001,87.393,36.275
'[09:39:29.142 20/12/1995]',0.002,0.001,0.001,87.393,36.275
'[09:39:29.144 20/12/1995]',0.002,0.001,0.001,85.877,35.050
'[09:39:29.146 20/12/1995]',0.002,0.001,0.001,85.877,35.050
'[09:39:29.148 20/12/1995]',0.002,0.001,0.001,85.877,35.050
'[09:39:29.150 20/12/1995]',0.002,0.001,0.001,85.877,35.050
'[09:39:29.152 20/12/1995]',0.002,0.001,0.001,84.502,34.050
'[09:39:29.154 20/12/1995]',0.002,0.001,0.001,84.502,34.050
'[09:39:29.156 20/12/1995]',0.002,0.001,0.001,84.502,34.050
'[09:39:29.158 20/12/1995]',0.002,0.001,0.001,84.502,34.050
'[09:39:29.160 20/12/1995]',0.002,0.001,0.001,83.223,33.100
'[09:39:29.162 20/12/1995]',0.002,0.001,0.001,83.223,33.100
'[09:39:29.164 20/12/1995]',0.002,0.001,0.001,83.223,33.100
'[09:39:29.166 20/12/1995]',0.002,0.001,0.001,83.223,33.100
'[09:39:29.168 20/12/1995]',0.002,0.001,0.001,82.133,32.100
'[09:39:29.170 20/12/1995]',0.002,0.001,0.001,82.133,32.100
'[09:39:29.172 20/12/1995]',0.002,0.001,0.001,82.133,32.100
'[09:39:29.174 20/12/1995]',0.002,0.001,0.001,82.133,32.100
'[09:39:29.176 20/12/1995]',0.002,0.001,0.001,81.280,31.225
'[09:39:29.178 20/12/1995]',0.002,0.001,0.001,81.280,31.225
'[09:39:29.180 20/12/1995]',0.002,0.001,0.001,81.280,31.225
'[09:39:29.182 20/12/1995]',0.002,0.001,0.001,81.280,31.225
'[09:39:29.184 20/12/1995]',0.002,0.001,0.001,80.664,31.000
'[09:39:29.186 20/12/1995]',0.002,0.001,0.001,80.664,31.000
'[09:39:29.188 20/12/1995]',0.002,0.001,0.001,80.664,31.000
'[09:39:29.190 20/12/1995]',0.002,0.001,0.001,80.664,31.000
'[09:39:29.192 20/12/1995]',0.002,0.001,0.001,80.474,31.650
'[09:39:29.194 20/12/1995]',0.002,0.001,0.001,80.474,31.650
'[09:39:29.196 20/12/1995]',0.002,0.001,0.001,80.474,31.650
'[09:39:29.198 20/12/1995]',0.002,0.001,0.001,80.474,31.650
'[09:39:29.200 20/12/1995]',0.002,0.001,0.001,80.521,32.575
'[09:39:29.202 20/12/1995]',0.002,0.001,0.001,80.521,32.575
'[09:39:29.204 20/12/1995]',0.002,0.001,0.001,80.521,32.575
'[09:39:29.206 20/12/1995]',0.002,0.001,0.001,80.521,32.575
'[09:39:29.208 20/12/1995]',0.002,0.001,0.001,80.806,33.175
'[09:39:29.210 20/12/1995]',0.002,0.001,0.001,80.806,33.175
'[09:39:29.212 20/12/1995]',0.002,0.001,0.001,80.806,33.175
'[09:39:29.214 20/12/1995]',0.002,0.001,0.001,80.806,33.175
'[09:39:29.216 20/12/1995]',0.002,0.001,0.001,81.327,33.225
'[09:39:29.218 20/12/1995]',0.002,0.001,0.001,81.327,33.225
'[09:39:29.220 20/12/1995]',0.002,0.001,0.001,81.327,33.225
'[09:39:29.222 20/12/1995]',0.002,0.001,0.001,81.327,33.225
