'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:35.248 08/02/1996]',0.029,-0.070,67.820,-0.009,-0.502
'[12:32:35.250 08/02/1996]',0.029,-0.070,67.820,-0.009,-0.502
'[12:32:35.252 08/02/1996]',0.029,-0.058,67.820,-0.009,-0.502
'[12:32:35.254 08/02/1996]',0.030,-0.046,67.820,-0.009,-0.502
'[12:32:35.256 08/02/1996]',0.031,-0.046,67.594,-0.044,-0.514
'[12:32:35.258 08/02/1996]',0.031,-0.058,67.594,-0.044,-0.514
'[12:32:35.260 08/02/1996]',0.032,-0.058,67.594,-0.044,-0.514
'[12:32:35.262 08/02/1996]',0.032,-0.058,67.594,-0.044,-0.514
'[12:32:35.264 08/02/1996]',0.033,-0.070,67.293,-0.078,-0.526
'[12:32:35.266 08/02/1996]',0.033,-0.058,67.293,-0.078,-0.526
'[12:32:35.268 08/02/1996]',0.033,-0.058,67.293,-0.078,-0.526
'[12:32:35.270 08/02/1996]',0.033,-0.034,67.293,-0.078,-0.526
'[12:32:35.272 08/02/1996]',0.033,-0.034,67.068,-0.108,-0.537
'[12:32:35.274 08/02/1996]',0.032,-0.034,67.068,-0.108,-0.537
'[12:32:35.276 08/02/1996]',0.031,-0.046,67.068,-0.108,-0.537
'[12:32:35.278 08/02/1996]',0.030,-0.046,67.068,-0.108,-0.537
'[12:32:35.280 08/02/1996]',0.028,-0.058,66.767,-0.136,-0.547
'[12:32:35.282 08/02/1996]',0.026,-0.058,66.767,-0.136,-0.547
'[12:32:35.284 08/02/1996]',0.025,-0.058,66.767,-0.136,-0.547
'[12:32:35.286 08/02/1996]',0.024,-0.058,66.767,-0.136,-0.547
'[12:32:35.288 08/02/1996]',0.022,-0.034,66.541,-0.163,-0.554
'[12:32:35.290 08/02/1996]',0.021,-0.046,66.541,-0.163,-0.554
'[12:32:35.292 08/02/1996]',0.019,-0.058,66.541,-0.163,-0.554
'[12:32:35.294 08/02/1996]',0.018,-0.058,66.541,-0.163,-0.554
'[12:32:35.296 08/02/1996]',0.016,-0.070,66.241,-0.188,-0.557
'[12:32:35.298 08/02/1996]',0.015,-0.070,66.241,-0.188,-0.557
'[12:32:35.300 08/02/1996]',0.016,-0.058,66.241,-0.188,-0.557
'[12:32:35.302 08/02/1996]',0.017,-0.058,66.241,-0.188,-0.557
'[12:32:35.304 08/02/1996]',0.018,-0.058,65.789,-0.209,-0.556
'[12:32:35.306 08/02/1996]',0.019,-0.058,65.789,-0.209,-0.556
'[12:32:35.308 08/02/1996]',0.019,-0.058,65.789,-0.209,-0.556
'[12:32:35.310 08/02/1996]',0.019,-0.058,65.789,-0.209,-0.556
'[12:32:35.312 08/02/1996]',0.020,-0.070,65.414,-0.230,-0.552
'[12:32:35.314 08/02/1996]',0.021,-0.070,65.414,-0.230,-0.552
'[12:32:35.316 08/02/1996]',0.021,-0.070,65.414,-0.230,-0.552
'[12:32:35.318 08/02/1996]',0.021,-0.058,65.414,-0.230,-0.552
'[12:32:35.320 08/02/1996]',0.020,-0.046,65.038,-0.247,-0.543
'[12:32:35.322 08/02/1996]',0.019,-0.046,65.038,-0.247,-0.543
'[12:32:35.324 08/02/1996]',0.017,-0.046,65.038,-0.247,-0.543
'[12:32:35.326 08/02/1996]',0.016,-0.046,65.038,-0.247,-0.543
'[12:32:35.328 08/02/1996]',0.015,-0.046,64.662,-0.264,-0.528
'[12:32:35.330 08/02/1996]',0.015,-0.058,64.662,-0.264,-0.528
'[12:32:35.332 08/02/1996]',0.014,-0.058,64.662,-0.264,-0.528
'[12:32:35.334 08/02/1996]',0.014,-0.058,64.662,-0.264,-0.528
'[12:32:35.336 08/02/1996]',0.013,-0.046,64.286,-0.279,-0.508
'[12:32:35.338 08/02/1996]',0.013,-0.034,64.286,-0.279,-0.508
'[12:32:35.340 08/02/1996]',0.012,-0.034,64.286,-0.279,-0.508
'[12:32:35.342 08/02/1996]',0.011,-0.034,64.286,-0.279,-0.508
'[12:32:35.344 08/02/1996]',0.010,-0.034,63.835,-0.294,-0.484
'[12:32:35.346 08/02/1996]',0.010,-0.034,63.835,-0.294,-0.484
'[12:32:35.348 08/02/1996]',0.010,-0.034,63.835,-0.294,-0.484
'[12:32:35.350 08/02/1996]',0.011,-0.034,63.835,-0.294,-0.484
'[12:32:35.352 08/02/1996]',0.011,-0.022,63.383,-0.307,-0.460
'[12:32:35.354 08/02/1996]',0.011,-0.011,63.383,-0.307,-0.460
'[12:32:35.356 08/02/1996]',0.011,0.001,63.383,-0.307,-0.460
'[12:32:35.358 08/02/1996]',0.012,-0.011,63.383,-0.307,-0.460
'[12:32:35.360 08/02/1996]',0.013,-0.022,62.932,-0.320,-0.438
'[12:32:35.362 08/02/1996]',0.014,-0.034,62.932,-0.320,-0.438
'[12:32:35.364 08/02/1996]',0.014,-0.034,62.932,-0.320,-0.438
'[12:32:35.366 08/02/1996]',0.014,-0.034,62.932,-0.320,-0.438
'[12:32:35.368 08/02/1996]',0.012,-0.034,62.481,-0.331,-0.418
'[12:32:35.370 08/02/1996]',0.011,-0.034,62.481,-0.331,-0.418
'[12:32:35.372 08/02/1996]',0.010,-0.034,62.481,-0.331,-0.418
'[12:32:35.374 08/02/1996]',0.009,-0.034,62.481,-0.331,-0.418
'[12:32:35.376 08/02/1996]',0.008,-0.034,62.105,-0.342,-0.401
'[12:32:35.378 08/02/1996]',0.008,-0.034,62.105,-0.342,-0.401
'[12:32:35.380 08/02/1996]',0.006,-0.058,62.105,-0.342,-0.401
'[12:32:35.382 08/02/1996]',0.005,-0.058,62.105,-0.342,-0.401
'[12:32:35.384 08/02/1996]',0.005,-0.034,61.654,-0.351,-0.389
'[12:32:35.386 08/02/1996]',0.006,-0.034,61.654,-0.351,-0.389
'[12:32:35.388 08/02/1996]',0.008,-0.022,61.654,-0.351,-0.389
'[12:32:35.390 08/02/1996]',0.010,-0.011,61.654,-0.351,-0.389
'[12:32:35.392 08/02/1996]',0.012,-0.011,61.203,-0.361,-0.382
'[12:32:35.394 08/02/1996]',0.015,-0.011,61.203,-0.361,-0.382
'[12:32:35.396 08/02/1996]',0.017,-0.022,61.203,-0.361,-0.382
'[12:32:35.398 08/02/1996]',0.019,-0.022,61.203,-0.361,-0.382
'[12:32:35.400 08/02/1996]',0.020,-0.022,60.902,-0.370,-0.381
'[12:32:35.402 08/02/1996]',0.022,-0.022,60.902,-0.370,-0.381
'[12:32:35.404 08/02/1996]',0.021,-0.034,60.902,-0.370,-0.381
'[12:32:35.406 08/02/1996]',0.021,-0.046,60.902,-0.370,-0.381
'[12:32:35.408 08/02/1996]',0.020,-0.046,60.451,-0.379,-0.385
'[12:32:35.410 08/02/1996]',0.020,-0.058,60.451,-0.379,-0.385
'[12:32:35.412 08/02/1996]',0.020,-0.058,60.451,-0.379,-0.385
'[12:32:35.414 08/02/1996]',0.020,-0.058,60.451,-0.379,-0.385
'[12:32:35.416 08/02/1996]',0.021,-0.070,60.075,-0.387,-0.392
'[12:32:35.418 08/02/1996]',0.022,-0.058,60.075,-0.387,-0.392
'[12:32:35.420 08/02/1996]',0.022,-0.046,60.075,-0.387,-0.392
'[12:32:35.422 08/02/1996]',0.022,-0.046,60.075,-0.387,-0.392
'[12:32:35.424 08/02/1996]',0.022,-0.046,59.774,-0.394,-0.400
'[12:32:35.426 08/02/1996]',0.022,-0.046,59.774,-0.394,-0.400
'[12:32:35.428 08/02/1996]',0.021,-0.058,59.774,-0.394,-0.400
'[12:32:35.430 08/02/1996]',0.021,-0.058,59.774,-0.394,-0.400
'[12:32:35.432 08/02/1996]',0.020,-0.058,59.398,-0.403,-0.410
'[12:32:35.434 08/02/1996]',0.019,-0.070,59.398,-0.403,-0.410
'[12:32:35.436 08/02/1996]',0.017,-0.070,59.398,-0.403,-0.410
'[12:32:35.438 08/02/1996]',0.016,-0.070,59.398,-0.403,-0.410
'[12:32:35.440 08/02/1996]',0.015,-0.046,59.023,-0.410,-0.421
'[12:32:35.442 08/02/1996]',0.015,-0.058,59.023,-0.410,-0.421
'[12:32:35.444 08/02/1996]',0.015,-0.058,59.023,-0.410,-0.421
'[12:32:35.446 08/02/1996]',0.015,-0.070,59.023,-0.410,-0.421
'[12:32:35.448 08/02/1996]',0.016,-0.081,58.647,-0.418,-0.432
'[12:32:35.450 08/02/1996]',0.017,-0.058,58.647,-0.418,-0.432
'[12:32:35.452 08/02/1996]',0.018,-0.058,58.647,-0.418,-0.432
'[12:32:35.454 08/02/1996]',0.019,-0.046,58.647,-0.418,-0.432
'[12:32:35.456 08/02/1996]',0.019,-0.046,58.195,-0.426,-0.443
'[12:32:35.458 08/02/1996]',0.019,-0.046,58.195,-0.426,-0.443
'[12:32:35.460 08/02/1996]',0.020,-0.046,58.195,-0.426,-0.443
'[12:32:35.462 08/02/1996]',0.021,-0.058,58.195,-0.426,-0.443
'[12:32:35.464 08/02/1996]',0.022,-0.058,57.895,-0.433,-0.451
'[12:32:35.466 08/02/1996]',0.023,-0.070,57.895,-0.433,-0.451
'[12:32:35.468 08/02/1996]',0.023,-0.046,57.895,-0.433,-0.451
'[12:32:35.470 08/02/1996]',0.024,-0.046,57.895,-0.433,-0.451
'[12:32:35.472 08/02/1996]',0.022,-0.046,57.594,-0.440,-0.459
'[12:32:35.474 08/02/1996]',0.020,-0.046,57.594,-0.440,-0.459
'[12:32:35.476 08/02/1996]',0.012,-0.046,57.594,-0.440,-0.459
'[12:32:35.478 08/02/1996]',0.005,-0.034,57.594,-0.440,-0.459
'[12:32:35.480 08/02/1996]',-0.009,-0.034,57.218,-0.447,-0.465
'[12:32:35.482 08/02/1996]',-0.023,0.001,57.218,-0.447,-0.465
'[12:32:35.484 08/02/1996]',-0.044,0.036,57.218,-0.447,-0.465
'[12:32:35.486 08/02/1996]',-0.066,0.083,57.218,-0.447,-0.465
'[12:32:35.488 08/02/1996]',-0.094,0.165,56.917,-0.453,-0.469
'[12:32:35.490 08/02/1996]',-0.122,0.224,56.917,-0.453,-0.469
'[12:32:35.492 08/02/1996]',-0.157,0.259,56.917,-0.453,-0.469
'[12:32:35.494 08/02/1996]',-0.192,0.259,56.917,-0.453,-0.469
'[12:32:35.496 08/02/1996]',-0.233,0.224,56.692,-0.458,-0.470
'[12:32:35.498 08/02/1996]',-0.275,0.177,56.692,-0.458,-0.470
'[12:32:35.500 08/02/1996]',-0.322,0.130,56.692,-0.458,-0.470
'[12:32:35.502 08/02/1996]',-0.369,0.106,56.692,-0.458,-0.470
'[12:32:35.504 08/02/1996]',-0.420,0.071,56.466,-0.464,-0.471
'[12:32:35.506 08/02/1996]',-0.471,0.036,56.466,-0.464,-0.471
'[12:32:35.508 08/02/1996]',-0.520,0.036,56.466,-0.464,-0.471
'[12:32:35.510 08/02/1996]',-0.569,0.012,56.466,-0.464,-0.471
'[12:32:35.512 08/02/1996]',-0.604,-0.034,56.241,-0.469,-0.469
'[12:32:35.514 08/02/1996]',-0.640,-0.093,56.241,-0.469,-0.469
'[12:32:35.516 08/02/1996]',-0.651,-0.164,56.241,-0.469,-0.469
'[12:32:35.518 08/02/1996]',-0.662,-0.246,56.241,-0.469,-0.469
'[12:32:35.520 08/02/1996]',-0.641,-0.316,55.940,-0.475,-0.461
'[12:32:35.522 08/02/1996]',-0.620,-0.386,55.940,-0.475,-0.461
'[12:32:35.524 08/02/1996]',-0.567,-0.480,55.940,-0.475,-0.461
'[12:32:35.526 08/02/1996]',-0.514,-0.539,55.940,-0.475,-0.461
'[12:32:35.528 08/02/1996]',-0.442,-0.621,55.714,-0.480,-0.449
'[12:32:35.530 08/02/1996]',-0.370,-0.668,55.714,-0.480,-0.449
'[12:32:35.532 08/02/1996]',-0.296,-0.691,55.714,-0.480,-0.449
'[12:32:35.534 08/02/1996]',-0.222,-0.691,55.714,-0.480,-0.449
'[12:32:35.536 08/02/1996]',-0.163,-0.668,55.489,-0.485,-0.433
'[12:32:35.538 08/02/1996]',-0.103,-0.645,55.489,-0.485,-0.433
'[12:32:35.540 08/02/1996]',-0.065,-0.609,55.489,-0.485,-0.433
'[12:32:35.542 08/02/1996]',-0.027,-0.586,55.489,-0.485,-0.433
'[12:32:35.544 08/02/1996]',-0.004,-0.539,55.263,-0.489,-0.415
'[12:32:35.546 08/02/1996]',0.018,-0.492,55.263,-0.489,-0.415
'[12:32:35.548 08/02/1996]',0.030,-0.457,55.263,-0.489,-0.415
'[12:32:35.550 08/02/1996]',0.041,-0.422,55.263,-0.489,-0.415
'[12:32:35.552 08/02/1996]',0.049,-0.386,54.962,-0.493,-0.396
'[12:32:35.554 08/02/1996]',0.056,-0.339,54.962,-0.493,-0.396
'[12:32:35.556 08/02/1996]',0.061,-0.316,54.962,-0.493,-0.396
'[12:32:35.558 08/02/1996]',0.067,-0.281,54.962,-0.493,-0.396
'[12:32:35.560 08/02/1996]',0.070,-0.246,54.812,-0.494,-0.376
'[12:32:35.562 08/02/1996]',0.073,-0.222,54.812,-0.494,-0.376
'[12:32:35.564 08/02/1996]',0.074,-0.199,54.812,-0.494,-0.376
'[12:32:35.566 08/02/1996]',0.076,-0.175,54.812,-0.494,-0.376
'[12:32:35.568 08/02/1996]',0.076,-0.140,54.586,-0.497,-0.355
'[12:32:35.570 08/02/1996]',0.076,-0.117,54.586,-0.497,-0.355
'[12:32:35.572 08/02/1996]',0.075,-0.081,54.586,-0.497,-0.355
'[12:32:35.574 08/02/1996]',0.075,-0.058,54.586,-0.497,-0.355
'[12:32:35.576 08/02/1996]',0.075,-0.058,54.436,-0.499,-0.338
'[12:32:35.578 08/02/1996]',0.076,-0.034,54.436,-0.499,-0.338
'[12:32:35.580 08/02/1996]',0.078,-0.034,54.436,-0.499,-0.338
'[12:32:35.582 08/02/1996]',0.080,-0.022,54.436,-0.499,-0.338
'[12:32:35.584 08/02/1996]',0.082,-0.011,54.135,-0.502,-0.325
'[12:32:35.586 08/02/1996]',0.084,0.001,54.135,-0.502,-0.325
'[12:32:35.588 08/02/1996]',0.085,0.001,54.135,-0.502,-0.325
'[12:32:35.590 08/02/1996]',0.086,0.012,54.135,-0.502,-0.325
'[12:32:35.592 08/02/1996]',0.087,0.024,53.910,-0.504,-0.318
'[12:32:35.594 08/02/1996]',0.088,0.024,53.910,-0.504,-0.318
'[12:32:35.596 08/02/1996]',0.089,0.012,53.910,-0.504,-0.318
'[12:32:35.598 08/02/1996]',0.090,0.012,53.910,-0.504,-0.318
'[12:32:35.600 08/02/1996]',0.090,0.036,53.609,-0.505,-0.315
'[12:32:35.602 08/02/1996]',0.090,0.036,53.609,-0.505,-0.315
'[12:32:35.604 08/02/1996]',0.090,0.036,53.609,-0.505,-0.315
'[12:32:35.606 08/02/1996]',0.090,0.036,53.609,-0.505,-0.315
'[12:32:35.608 08/02/1996]',0.090,0.036,53.308,-0.507,-0.315
'[12:32:35.610 08/02/1996]',0.090,0.036,53.308,-0.507,-0.315
'[12:32:35.612 08/02/1996]',0.090,0.024,53.308,-0.507,-0.315
'[12:32:35.614 08/02/1996]',0.090,0.024,53.308,-0.507,-0.315
'[12:32:35.616 08/02/1996]',0.089,0.024,53.008,-0.507,-0.317
'[12:32:35.618 08/02/1996]',0.089,0.024,53.008,-0.507,-0.317
'[12:32:35.620 08/02/1996]',0.088,0.036,53.008,-0.507,-0.317
'[12:32:35.622 08/02/1996]',0.087,0.036,53.008,-0.507,-0.317
'[12:32:35.624 08/02/1996]',0.086,0.036,52.632,-0.508,-0.321
'[12:32:35.626 08/02/1996]',0.086,0.036,52.632,-0.508,-0.321
'[12:32:35.628 08/02/1996]',0.086,0.036,52.632,-0.508,-0.321
'[12:32:35.630 08/02/1996]',0.086,0.036,52.632,-0.508,-0.321
'[12:32:35.632 08/02/1996]',0.085,0.036,52.331,-0.510,-0.326
'[12:32:35.634 08/02/1996]',0.084,0.036,52.331,-0.510,-0.326
'[12:32:35.636 08/02/1996]',0.083,0.036,52.331,-0.510,-0.326
'[12:32:35.638 08/02/1996]',0.083,0.036,52.331,-0.510,-0.326
'[12:32:35.640 08/02/1996]',0.082,0.048,52.105,-0.510,-0.331
'[12:32:35.642 08/02/1996]',0.082,0.036,52.105,-0.510,-0.331
'[12:32:35.644 08/02/1996]',0.082,0.036,52.105,-0.510,-0.331
'[12:32:35.646 08/02/1996]',0.082,0.036,52.105,-0.510,-0.331
'[12:32:35.648 08/02/1996]',0.080,0.036,51.880,-0.510,-0.332
'[12:32:35.650 08/02/1996]',0.079,0.036,51.880,-0.510,-0.332
'[12:32:35.652 08/02/1996]',0.077,0.036,51.880,-0.510,-0.332
'[12:32:35.654 08/02/1996]',0.076,0.048,51.880,-0.510,-0.332
'[12:32:35.656 08/02/1996]',0.075,0.048,51.729,-0.509,-0.330
'[12:32:35.658 08/02/1996]',0.075,0.059,51.729,-0.509,-0.330
'[12:32:35.660 08/02/1996]',0.075,0.048,51.729,-0.509,-0.330
'[12:32:35.662 08/02/1996]',0.076,0.036,51.729,-0.509,-0.330
'[12:32:35.664 08/02/1996]',0.077,0.036,51.729,-0.510,-0.326
'[12:32:35.666 08/02/1996]',0.079,0.036,51.729,-0.510,-0.326
'[12:32:35.668 08/02/1996]',0.079,0.059,51.729,-0.510,-0.326
'[12:32:35.670 08/02/1996]',0.079,0.059,51.729,-0.510,-0.326
'[12:32:35.672 08/02/1996]',0.078,0.083,52.180,-0.509,-0.322
'[12:32:35.674 08/02/1996]',0.078,0.071,52.180,-0.509,-0.322
'[12:32:35.676 08/02/1996]',0.076,0.071,52.180,-0.509,-0.322
'[12:32:35.678 08/02/1996]',0.075,0.059,52.180,-0.509,-0.322
'[12:32:35.680 08/02/1996]',0.073,0.048,53.308,-0.508,-0.320
'[12:32:35.682 08/02/1996]',0.071,0.048,53.308,-0.508,-0.320
'[12:32:35.684 08/02/1996]',0.069,0.048,53.308,-0.508,-0.320
'[12:32:35.686 08/02/1996]',0.067,0.059,53.308,-0.508,-0.320
'[12:32:35.688 08/02/1996]',0.065,0.083,55.338,-0.508,-0.320
'[12:32:35.690 08/02/1996]',0.064,0.083,55.338,-0.508,-0.320
'[12:32:35.692 08/02/1996]',0.062,0.083,55.338,-0.508,-0.320
'[12:32:35.694 08/02/1996]',0.061,0.083,55.338,-0.508,-0.320
'[12:32:35.696 08/02/1996]',0.060,0.083,58.571,-0.508,-0.322
'[12:32:35.698 08/02/1996]',0.059,0.071,58.571,-0.508,-0.322
'[12:32:35.700 08/02/1996]',0.059,0.071,58.571,-0.508,-0.322
'[12:32:35.702 08/02/1996]',0.058,0.083,58.571,-0.508,-0.322
'[12:32:35.704 08/02/1996]',0.057,0.083,62.857,-0.507,-0.327
'[12:32:35.706 08/02/1996]',0.056,0.095,62.857,-0.507,-0.327
'[12:32:35.708 08/02/1996]',0.055,0.095,62.857,-0.507,-0.327
'[12:32:35.710 08/02/1996]',0.054,0.083,62.857,-0.507,-0.327
'[12:32:35.712 08/02/1996]',0.053,0.083,68.120,-0.506,-0.334
'[12:32:35.714 08/02/1996]',0.052,0.083,68.120,-0.506,-0.334
'[12:32:35.716 08/02/1996]',0.051,0.083,68.120,-0.506,-0.334
'[12:32:35.718 08/02/1996]',0.050,0.083,68.120,-0.506,-0.334
'[12:32:35.720 08/02/1996]',0.048,0.106,74.060,-0.504,-0.343
'[12:32:35.722 08/02/1996]',0.045,0.118,74.060,-0.504,-0.343
'[12:32:35.724 08/02/1996]',0.044,0.118,74.060,-0.504,-0.343
'[12:32:35.726 08/02/1996]',0.043,0.118,74.060,-0.504,-0.343
'[12:32:35.728 08/02/1996]',0.042,0.118,80.451,-0.501,-0.353
'[12:32:35.730 08/02/1996]',0.041,0.118,80.451,-0.501,-0.353
'[12:32:35.732 08/02/1996]',0.041,0.118,80.451,-0.501,-0.353
'[12:32:35.734 08/02/1996]',0.040,0.130,80.451,-0.501,-0.353
'[12:32:35.736 08/02/1996]',0.039,0.142,86.917,-0.495,-0.366
'[12:32:35.738 08/02/1996]',0.038,0.154,86.917,-0.495,-0.366
'[12:32:35.740 08/02/1996]',0.036,0.154,86.917,-0.495,-0.366
'[12:32:35.742 08/02/1996]',0.033,0.165,86.917,-0.495,-0.366
'[12:32:35.744 08/02/1996]',0.031,0.165,93.308,-0.487,-0.380
'[12:32:35.746 08/02/1996]',0.029,0.165,93.308,-0.487,-0.380
'[12:32:35.748 08/02/1996]',0.026,0.165,93.308,-0.487,-0.380
'[12:32:35.750 08/02/1996]',0.024,0.177,93.308,-0.487,-0.380
'[12:32:35.752 08/02/1996]',0.022,0.188,99.173,-0.474,-0.395
'[12:32:35.754 08/02/1996]',0.020,0.200,99.173,-0.474,-0.395
'[12:32:35.756 08/02/1996]',0.018,0.212,99.173,-0.474,-0.395
'[12:32:35.758 08/02/1996]',0.017,0.212,99.173,-0.474,-0.395
'[12:32:35.760 08/02/1996]',0.016,0.224,104.586,-0.457,-0.410
'[12:32:35.762 08/02/1996]',0.015,0.235,104.586,-0.457,-0.410
'[12:32:35.764 08/02/1996]',0.014,0.235,104.586,-0.457,-0.410
'[12:32:35.766 08/02/1996]',0.014,0.247,104.586,-0.457,-0.410
'[12:32:35.768 08/02/1996]',0.014,0.247,109.398,-0.434,-0.426
'[12:32:35.770 08/02/1996]',0.014,0.271,109.398,-0.434,-0.426
'[12:32:35.772 08/02/1996]',0.013,0.294,109.398,-0.434,-0.426
'[12:32:35.774 08/02/1996]',0.012,0.294,109.398,-0.434,-0.426
'[12:32:35.776 08/02/1996]',0.009,0.294,113.534,-0.405,-0.440
'[12:32:35.778 08/02/1996]',0.007,0.294,113.534,-0.405,-0.440
'[12:32:35.780 08/02/1996]',0.004,0.294,113.534,-0.405,-0.440
'[12:32:35.782 08/02/1996]',0.001,0.306,113.534,-0.405,-0.440
'[12:32:35.784 08/02/1996]',-0.001,0.318,116.842,-0.367,-0.452
'[12:32:35.786 08/02/1996]',-0.004,0.330,116.842,-0.367,-0.452
'[12:32:35.788 08/02/1996]',-0.006,0.341,116.842,-0.367,-0.452
'[12:32:35.790 08/02/1996]',-0.009,0.353,116.842,-0.367,-0.452
'[12:32:35.792 08/02/1996]',-0.010,0.353,119.549,-0.323,-0.463
'[12:32:35.794 08/02/1996]',-0.011,0.353,119.549,-0.323,-0.463
'[12:32:35.796 08/02/1996]',-0.011,0.353,119.549,-0.323,-0.463
'[12:32:35.798 08/02/1996]',-0.012,0.364,119.549,-0.323,-0.463
'[12:32:35.800 08/02/1996]',-0.013,0.376,121.579,-0.272,-0.469
'[12:32:35.802 08/02/1996]',-0.015,0.364,121.579,-0.272,-0.469
'[12:32:35.804 08/02/1996]',-0.015,0.376,121.579,-0.272,-0.469
'[12:32:35.806 08/02/1996]',-0.016,0.376,121.579,-0.272,-0.469
'[12:32:35.808 08/02/1996]',-0.017,0.376,123.233,-0.214,-0.469
'[12:32:35.810 08/02/1996]',-0.018,0.376,123.233,-0.214,-0.469
'[12:32:35.812 08/02/1996]',-0.019,0.364,123.233,-0.214,-0.469
'[12:32:35.814 08/02/1996]',-0.021,0.353,123.233,-0.214,-0.469
'[12:32:35.816 08/02/1996]',-0.023,0.341,124.511,-0.153,-0.462
'[12:32:35.818 08/02/1996]',-0.025,0.353,124.511,-0.153,-0.462
'[12:32:35.820 08/02/1996]',-0.026,0.353,124.511,-0.153,-0.462
'[12:32:35.822 08/02/1996]',-0.027,0.341,124.511,-0.153,-0.462
'[12:32:35.824 08/02/1996]',-0.026,0.330,125.414,-0.090,-0.449
'[12:32:35.826 08/02/1996]',-0.025,0.330,125.414,-0.090,-0.449
'[12:32:35.828 08/02/1996]',-0.023,0.306,125.414,-0.090,-0.449
'[12:32:35.830 08/02/1996]',-0.022,0.294,125.414,-0.090,-0.449
'[12:32:35.832 08/02/1996]',-0.019,0.283,126.165,-0.025,-0.433
'[12:32:35.834 08/02/1996]',-0.016,0.271,126.165,-0.025,-0.433
'[12:32:35.836 08/02/1996]',-0.012,0.271,126.165,-0.025,-0.433
'[12:32:35.838 08/02/1996]',-0.008,0.259,126.165,-0.025,-0.433
'[12:32:35.840 08/02/1996]',-0.004,0.247,126.466,0.040,-0.417
'[12:32:35.842 08/02/1996]',0.000,0.235,126.466,0.040,-0.417
'[12:32:35.844 08/02/1996]',0.003,0.212,126.466,0.040,-0.417
'[12:32:35.846 08/02/1996]',0.006,0.200,126.466,0.040,-0.417
'[12:32:35.848 08/02/1996]',0.008,0.177,126.466,0.101,-0.399
'[12:32:35.850 08/02/1996]',0.010,0.165,126.466,0.101,-0.399
'[12:32:35.852 08/02/1996]',0.011,0.165,126.466,0.101,-0.399
'[12:32:35.854 08/02/1996]',0.013,0.154,126.466,0.101,-0.399
'[12:32:35.856 08/02/1996]',0.014,0.142,126.241,0.161,-0.380
'[12:32:35.858 08/02/1996]',0.016,0.118,126.241,0.161,-0.380
'[12:32:35.860 08/02/1996]',0.017,0.118,126.241,0.161,-0.380
'[12:32:35.862 08/02/1996]',0.018,0.083,126.241,0.161,-0.380
'[12:32:35.864 08/02/1996]',0.020,0.071,125.639,0.215,-0.360
'[12:32:35.866 08/02/1996]',0.023,0.071,125.639,0.215,-0.360
'[12:32:35.868 08/02/1996]',0.024,0.059,125.639,0.215,-0.360
'[12:32:35.870 08/02/1996]',0.026,0.048,125.639,0.215,-0.360
'[12:32:35.872 08/02/1996]',0.028,0.048,124.812,0.268,-0.341
'[12:32:35.874 08/02/1996]',0.030,0.036,124.812,0.268,-0.341
'[12:32:35.876 08/02/1996]',0.031,0.024,124.812,0.268,-0.341
'[12:32:35.878 08/02/1996]',0.032,0.001,124.812,0.268,-0.341
'[12:32:35.880 08/02/1996]',0.034,0.001,123.534,0.313,-0.321
'[12:32:35.882 08/02/1996]',0.036,-0.011,123.534,0.313,-0.321
'[12:32:35.884 08/02/1996]',0.038,-0.022,123.534,0.313,-0.321
'[12:32:35.886 08/02/1996]',0.040,-0.022,123.534,0.313,-0.321
'[12:32:35.888 08/02/1996]',0.042,-0.022,122.030,0.354,-0.300
'[12:32:35.890 08/02/1996]',0.043,-0.034,122.030,0.354,-0.300
'[12:32:35.892 08/02/1996]',0.045,-0.034,122.030,0.354,-0.300
'[12:32:35.894 08/02/1996]',0.047,-0.034,122.030,0.354,-0.300
'[12:32:35.896 08/02/1996]',0.049,-0.058,120.075,0.390,-0.281
'[12:32:35.898 08/02/1996]',0.051,-0.070,120.075,0.390,-0.281
'[12:32:35.900 08/02/1996]',0.053,-0.081,120.075,0.390,-0.281
'[12:32:35.902 08/02/1996]',0.054,-0.070,120.075,0.390,-0.281
'[12:32:35.904 08/02/1996]',0.055,-0.058,117.820,0.421,-0.264
'[12:32:35.906 08/02/1996]',0.055,-0.070,117.820,0.421,-0.264
'[12:32:35.908 08/02/1996]',0.056,-0.070,117.820,0.421,-0.264
'[12:32:35.910 08/02/1996]',0.057,-0.081,117.820,0.421,-0.264
'[12:32:35.912 08/02/1996]',0.058,-0.081,115.113,0.447,-0.248
'[12:32:35.914 08/02/1996]',0.058,-0.093,115.113,0.447,-0.248
'[12:32:35.916 08/02/1996]',0.058,-0.093,115.113,0.447,-0.248
'[12:32:35.918 08/02/1996]',0.057,-0.093,115.113,0.447,-0.248
'[12:32:35.920 08/02/1996]',0.057,-0.093,111.880,0.469,-0.234
'[12:32:35.922 08/02/1996]',0.057,-0.081,111.880,0.469,-0.234
'[12:32:35.924 08/02/1996]',0.057,-0.081,111.880,0.469,-0.234
'[12:32:35.926 08/02/1996]',0.057,-0.093,111.880,0.469,-0.234
'[12:32:35.928 08/02/1996]',0.057,-0.105,108.346,0.485,-0.222
'[12:32:35.930 08/02/1996]',0.057,-0.105,108.346,0.485,-0.222
'[12:32:35.932 08/02/1996]',0.057,-0.105,108.346,0.485,-0.222
'[12:32:35.934 08/02/1996]',0.057,-0.105,108.346,0.485,-0.222
