'Time and date','III ','ABP ','PLETH ','RESP '
'[01:29:59.950 22/10/1994]',0.363,77.850,-0.355,-0.418
'[01:29:59.952 22/10/1994]',0.294,78.550,-0.380,-0.414
'[01:29:59.954 22/10/1994]',0.226,78.550,-0.380,-0.414
'[01:29:59.956 22/10/1994]',0.170,78.550,-0.380,-0.414
'[01:29:59.958 22/10/1994]',0.113,78.550,-0.380,-0.414
'[01:29:59.960 22/10/1994]',0.071,79.000,-0.390,-0.410
'[01:29:59.962 22/10/1994]',0.030,79.000,-0.390,-0.410
'[01:29:59.964 22/10/1994]',0.002,79.000,-0.390,-0.410
'[01:29:59.966 22/10/1994]',-0.026,79.000,-0.390,-0.410
'[01:29:59.968 22/10/1994]',-0.044,79.050,-0.400,-0.405
'[01:29:59.970 22/10/1994]',-0.063,79.050,-0.400,-0.405
'[01:29:59.972 22/10/1994]',-0.074,79.050,-0.400,-0.405
'[01:29:59.974 22/10/1994]',-0.085,79.050,-0.400,-0.405
'[01:29:59.976 22/10/1994]',-0.091,79.000,-0.395,-0.400
'[01:29:59.978 22/10/1994]',-0.098,79.000,-0.395,-0.400
'[01:29:59.980 22/10/1994]',-0.102,79.000,-0.395,-0.400
'[01:29:59.982 22/10/1994]',-0.105,79.000,-0.395,-0.400
'[01:29:59.984 22/10/1994]',-0.108,78.600,-0.385,-0.396
'[01:29:59.986 22/10/1994]',-0.111,78.600,-0.385,-0.396
'[01:29:59.988 22/10/1994]',-0.113,78.600,-0.385,-0.396
'[01:29:59.990 22/10/1994]',-0.114,78.600,-0.385,-0.396
'[01:29:59.992 22/10/1994]',-0.114,78.150,-0.360,-0.392
'[01:29:59.994 22/10/1994]',-0.113,78.150,-0.360,-0.392
'[01:29:59.996 22/10/1994]',-0.112,78.150,-0.360,-0.392
'[01:29:59.998 22/10/1994]',-0.110,78.150,-0.360,-0.392
'[01:30:00.000 22/10/1994]',-0.107,77.650,-0.336,-0.389
'[01:30:00.002 22/10/1994]',-0.105,77.650,-0.336,-0.389
'[01:30:00.004 22/10/1994]',-0.103,77.650,-0.336,-0.389
'[01:30:00.006 22/10/1994]',-0.102,77.650,-0.336,-0.389
'[01:30:00.008 22/10/1994]',-0.101,76.950,-0.316,-0.386
'[01:30:00.010 22/10/1994]',-0.099,76.950,-0.316,-0.386
'[01:30:00.012 22/10/1994]',-0.100,76.950,-0.316,-0.386
'[01:30:00.014 22/10/1994]',-0.100,76.950,-0.316,-0.386
'[01:30:00.016 22/10/1994]',-0.101,76.300,-0.286,-0.383
'[01:30:00.018 22/10/1994]',-0.102,76.300,-0.286,-0.383
'[01:30:00.020 22/10/1994]',-0.102,76.300,-0.286,-0.383
'[01:30:00.022 22/10/1994]',-0.103,76.300,-0.286,-0.383
'[01:30:00.024 22/10/1994]',-0.103,75.550,-0.257,-0.379
'[01:30:00.026 22/10/1994]',-0.103,75.550,-0.257,-0.379
'[01:30:00.028 22/10/1994]',-0.102,75.550,-0.257,-0.379
'[01:30:00.030 22/10/1994]',-0.102,75.550,-0.257,-0.379
'[01:30:00.032 22/10/1994]',-0.101,74.700,-0.237,-0.375
'[01:30:00.034 22/10/1994]',-0.099,74.700,-0.237,-0.375
'[01:30:00.036 22/10/1994]',-0.097,74.700,-0.237,-0.375
'[01:30:00.038 22/10/1994]',-0.094,74.700,-0.237,-0.375
'[01:30:00.040 22/10/1994]',-0.091,73.900,-0.217,-0.371
'[01:30:00.042 22/10/1994]',-0.088,73.900,-0.217,-0.371
'[01:30:00.044 22/10/1994]',-0.086,73.900,-0.217,-0.371
'[01:30:00.046 22/10/1994]',-0.083,73.900,-0.217,-0.371
'[01:30:00.048 22/10/1994]',-0.081,73.050,-0.207,-0.368
'[01:30:00.050 22/10/1994]',-0.079,73.050,-0.207,-0.368
'[01:30:00.052 22/10/1994]',-0.077,73.050,-0.207,-0.368
'[01:30:00.054 22/10/1994]',-0.076,73.050,-0.207,-0.368
'[01:30:00.056 22/10/1994]',-0.074,72.300,-0.198,-0.366
'[01:30:00.058 22/10/1994]',-0.072,72.300,-0.198,-0.366
'[01:30:00.060 22/10/1994]',-0.070,72.300,-0.198,-0.366
'[01:30:00.062 22/10/1994]',-0.067,72.300,-0.198,-0.366
'[01:30:00.064 22/10/1994]',-0.066,71.550,-0.193,-0.364
'[01:30:00.066 22/10/1994]',-0.064,71.550,-0.193,-0.364
'[01:30:00.068 22/10/1994]',-0.064,71.550,-0.193,-0.364
'[01:30:00.070 22/10/1994]',-0.063,71.550,-0.193,-0.364
'[01:30:00.072 22/10/1994]',-0.062,71.050,-0.222,-0.362
'[01:30:00.074 22/10/1994]',-0.062,71.050,-0.222,-0.362
'[01:30:00.076 22/10/1994]',-0.062,71.050,-0.222,-0.362
'[01:30:00.078 22/10/1994]',-0.063,71.050,-0.222,-0.362
'[01:30:00.080 22/10/1994]',-0.062,70.950,-0.232,-0.361
'[01:30:00.082 22/10/1994]',-0.061,70.950,-0.232,-0.361
'[01:30:00.084 22/10/1994]',-0.058,70.950,-0.232,-0.361
'[01:30:00.086 22/10/1994]',-0.055,70.950,-0.232,-0.361
'[01:30:00.088 22/10/1994]',-0.050,71.500,-0.246,-0.360
'[01:30:00.090 22/10/1994]',-0.045,71.500,-0.246,-0.360
'[01:30:00.092 22/10/1994]',-0.040,71.500,-0.246,-0.360
'[01:30:00.094 22/10/1994]',-0.035,71.500,-0.246,-0.360
'[01:30:00.096 22/10/1994]',-0.029,73.150,-0.261,-0.359
'[01:30:00.098 22/10/1994]',-0.022,73.150,-0.261,-0.359
'[01:30:00.100 22/10/1994]',-0.015,73.150,-0.261,-0.359
'[01:30:00.102 22/10/1994]',-0.009,73.150,-0.261,-0.359
'[01:30:00.104 22/10/1994]',-0.004,76.600,-0.284,-0.359
'[01:30:00.106 22/10/1994]',0.002,76.600,-0.284,-0.359
'[01:30:00.108 22/10/1994]',0.007,76.600,-0.284,-0.359
'[01:30:00.110 22/10/1994]',0.013,76.600,-0.284,-0.359
'[01:30:00.112 22/10/1994]',0.018,82.250,-0.304,-0.360
'[01:30:00.114 22/10/1994]',0.024,82.250,-0.304,-0.360
'[01:30:00.116 22/10/1994]',0.030,82.250,-0.304,-0.360
'[01:30:00.118 22/10/1994]',0.036,82.250,-0.304,-0.360
'[01:30:00.120 22/10/1994]',0.043,90.000,-0.324,-0.361
'[01:30:00.122 22/10/1994]',0.049,90.000,-0.324,-0.361
'[01:30:00.124 22/10/1994]',0.056,90.000,-0.324,-0.361
'[01:30:00.126 22/10/1994]',0.063,90.000,-0.324,-0.361
'[01:30:00.128 22/10/1994]',0.071,98.750,-0.338,-0.363
'[01:30:00.130 22/10/1994]',0.079,98.750,-0.338,-0.363
'[01:30:00.132 22/10/1994]',0.086,98.750,-0.338,-0.363
'[01:30:00.134 22/10/1994]',0.094,98.750,-0.338,-0.363
'[01:30:00.136 22/10/1994]',0.100,107.100,-0.347,-0.365
'[01:30:00.138 22/10/1994]',0.106,107.100,-0.347,-0.365
'[01:30:00.140 22/10/1994]',0.112,107.100,-0.347,-0.365
'[01:30:00.142 22/10/1994]',0.118,107.100,-0.347,-0.365
'[01:30:00.144 22/10/1994]',0.122,113.700,-0.347,-0.366
'[01:30:00.146 22/10/1994]',0.126,113.700,-0.347,-0.366
'[01:30:00.148 22/10/1994]',0.129,113.700,-0.347,-0.366
'[01:30:00.150 22/10/1994]',0.131,113.700,-0.347,-0.366
'[01:30:00.152 22/10/1994]',0.132,117.950,-0.343,-0.368
'[01:30:00.154 22/10/1994]',0.133,117.950,-0.343,-0.368
'[01:30:00.156 22/10/1994]',0.134,117.950,-0.343,-0.368
'[01:30:00.158 22/10/1994]',0.134,117.950,-0.343,-0.368
'[01:30:00.160 22/10/1994]',0.132,120.000,-0.319,-0.369
'[01:30:00.162 22/10/1994]',0.130,120.000,-0.319,-0.369
'[01:30:00.164 22/10/1994]',0.127,120.000,-0.319,-0.369
'[01:30:00.166 22/10/1994]',0.123,120.000,-0.319,-0.369
'[01:30:00.168 22/10/1994]',0.118,120.150,-0.280,-0.371
'[01:30:00.170 22/10/1994]',0.114,120.150,-0.280,-0.371
'[01:30:00.172 22/10/1994]',0.109,120.150,-0.280,-0.371
'[01:30:00.174 22/10/1994]',0.104,120.150,-0.280,-0.371
'[01:30:00.176 22/10/1994]',0.099,119.000,-0.227,-0.373
'[01:30:00.178 22/10/1994]',0.093,119.000,-0.227,-0.373
'[01:30:00.180 22/10/1994]',0.089,119.000,-0.227,-0.373
'[01:30:00.182 22/10/1994]',0.085,119.000,-0.227,-0.373
'[01:30:00.184 22/10/1994]',0.079,117.050,-0.149,-0.376
'[01:30:00.186 22/10/1994]',0.073,117.050,-0.149,-0.376
'[01:30:00.188 22/10/1994]',0.067,117.050,-0.149,-0.376
'[01:30:00.190 22/10/1994]',0.060,117.050,-0.149,-0.376
'[01:30:00.192 22/10/1994]',0.053,114.600,-0.062,-0.378
'[01:30:00.194 22/10/1994]',0.047,114.600,-0.062,-0.378
'[01:30:00.196 22/10/1994]',0.041,114.600,-0.062,-0.378
'[01:30:00.198 22/10/1994]',0.034,114.600,-0.062,-0.378
'[01:30:00.200 22/10/1994]',0.029,111.750,0.043,-0.381
'[01:30:00.202 22/10/1994]',0.024,111.750,0.043,-0.381
'[01:30:00.204 22/10/1994]',0.020,111.750,0.043,-0.381
'[01:30:00.206 22/10/1994]',0.016,111.750,0.043,-0.381
'[01:30:00.208 22/10/1994]',0.013,108.750,0.150,-0.383
'[01:30:00.210 22/10/1994]',0.009,108.750,0.150,-0.383
'[01:30:00.212 22/10/1994]',0.005,108.750,0.150,-0.383
'[01:30:00.214 22/10/1994]',0.001,108.750,0.150,-0.383
'[01:30:00.216 22/10/1994]',-0.004,105.750,0.246,-0.386
'[01:30:00.218 22/10/1994]',-0.010,105.750,0.246,-0.386
'[01:30:00.220 22/10/1994]',-0.015,105.750,0.246,-0.386
'[01:30:00.222 22/10/1994]',-0.019,105.750,0.246,-0.386
'[01:30:00.224 22/10/1994]',-0.021,103.050,0.352,-0.388
'[01:30:00.226 22/10/1994]',-0.024,103.050,0.352,-0.388
'[01:30:00.228 22/10/1994]',-0.025,103.050,0.352,-0.388
'[01:30:00.230 22/10/1994]',-0.027,103.050,0.352,-0.388
'[01:30:00.232 22/10/1994]',-0.029,100.400,0.434,-0.391
'[01:30:00.234 22/10/1994]',-0.030,100.400,0.434,-0.391
'[01:30:00.236 22/10/1994]',-0.033,100.400,0.434,-0.391
'[01:30:00.238 22/10/1994]',-0.035,100.400,0.434,-0.391
'[01:30:00.240 22/10/1994]',-0.038,98.000,0.497,-0.393
'[01:30:00.242 22/10/1994]',-0.042,98.000,0.497,-0.393
'[01:30:00.244 22/10/1994]',-0.045,98.000,0.497,-0.393
'[01:30:00.246 22/10/1994]',-0.049,98.000,0.497,-0.393
'[01:30:00.248 22/10/1994]',-0.051,95.600,0.550,-0.395
'[01:30:00.250 22/10/1994]',-0.052,95.600,0.550,-0.395
'[01:30:00.252 22/10/1994]',-0.052,95.600,0.550,-0.395
'[01:30:00.254 22/10/1994]',-0.052,95.600,0.550,-0.395
'[01:30:00.256 22/10/1994]',-0.051,93.350,0.575,-0.397
'[01:30:00.258 22/10/1994]',-0.050,93.350,0.575,-0.397
'[01:30:00.260 22/10/1994]',-0.049,93.350,0.575,-0.397
'[01:30:00.262 22/10/1994]',-0.047,93.350,0.575,-0.397
'[01:30:00.264 22/10/1994]',-0.045,91.050,0.585,-0.399
'[01:30:00.266 22/10/1994]',-0.043,91.050,0.585,-0.399
'[01:30:00.268 22/10/1994]',-0.042,91.050,0.585,-0.399
'[01:30:00.270 22/10/1994]',-0.041,91.050,0.585,-0.399
'[01:30:00.272 22/10/1994]',-0.040,88.700,0.575,-0.402
'[01:30:00.274 22/10/1994]',-0.039,88.700,0.575,-0.402
'[01:30:00.276 22/10/1994]',-0.037,88.700,0.575,-0.402
'[01:30:00.278 22/10/1994]',-0.035,88.700,0.575,-0.402
'[01:30:00.280 22/10/1994]',-0.032,86.400,0.545,-0.406
'[01:30:00.282 22/10/1994]',-0.029,86.400,0.545,-0.406
'[01:30:00.284 22/10/1994]',-0.025,86.400,0.545,-0.406
'[01:30:00.286 22/10/1994]',-0.022,86.400,0.545,-0.406
'[01:30:00.288 22/10/1994]',-0.020,83.900,0.507,-0.410
'[01:30:00.290 22/10/1994]',-0.018,83.900,0.507,-0.410
'[01:30:00.292 22/10/1994]',-0.019,83.900,0.507,-0.410
'[01:30:00.294 22/10/1994]',-0.020,83.900,0.507,-0.410
'[01:30:00.296 22/10/1994]',-0.024,81.300,0.454,-0.414
'[01:30:00.298 22/10/1994]',-0.027,81.300,0.454,-0.414
'[01:30:00.300 22/10/1994]',-0.031,81.300,0.454,-0.414
'[01:30:00.302 22/10/1994]',-0.035,81.300,0.454,-0.414
'[01:30:00.304 22/10/1994]',-0.038,78.750,0.406,-0.417
'[01:30:00.306 22/10/1994]',-0.042,78.750,0.406,-0.417
'[01:30:00.308 22/10/1994]',-0.045,78.750,0.406,-0.417
'[01:30:00.310 22/10/1994]',-0.049,78.750,0.406,-0.417
'[01:30:00.312 22/10/1994]',-0.051,76.300,0.343,-0.421
'[01:30:00.314 22/10/1994]',-0.052,76.300,0.343,-0.421
'[01:30:00.316 22/10/1994]',-0.052,76.300,0.343,-0.421
'[01:30:00.318 22/10/1994]',-0.052,76.300,0.343,-0.421
'[01:30:00.320 22/10/1994]',-0.052,74.250,0.276,-0.424
'[01:30:00.322 22/10/1994]',-0.052,74.250,0.276,-0.424
'[01:30:00.324 22/10/1994]',-0.053,74.250,0.276,-0.424
'[01:30:00.326 22/10/1994]',-0.054,74.250,0.276,-0.424
'[01:30:00.328 22/10/1994]',-0.054,72.750,0.207,-0.426
'[01:30:00.330 22/10/1994]',-0.055,72.750,0.207,-0.426
'[01:30:00.332 22/10/1994]',-0.055,72.750,0.207,-0.426
'[01:30:00.334 22/10/1994]',-0.055,72.750,0.207,-0.426
'[01:30:00.336 22/10/1994]',-0.055,71.700,0.140,-0.429
'[01:30:00.338 22/10/1994]',-0.055,71.700,0.140,-0.429
'[01:30:00.340 22/10/1994]',-0.056,71.700,0.140,-0.429
'[01:30:00.342 22/10/1994]',-0.056,71.700,0.140,-0.429
'[01:30:00.344 22/10/1994]',-0.058,71.100,0.072,-0.431
'[01:30:00.346 22/10/1994]',-0.059,71.100,0.072,-0.431
'[01:30:00.348 22/10/1994]',-0.059,71.100,0.072,-0.431
'[01:30:00.350 22/10/1994]',-0.060,71.100,0.072,-0.431
'[01:30:00.352 22/10/1994]',-0.061,70.950,0.010,-0.433
'[01:30:00.354 22/10/1994]',-0.062,70.950,0.010,-0.433
'[01:30:00.356 22/10/1994]',-0.062,70.950,0.010,-0.433
'[01:30:00.358 22/10/1994]',-0.062,70.950,0.010,-0.433
'[01:30:00.360 22/10/1994]',-0.059,71.250,-0.058,-0.434
'[01:30:00.362 22/10/1994]',-0.057,71.250,-0.058,-0.434
'[01:30:00.364 22/10/1994]',-0.051,71.250,-0.058,-0.434
'[01:30:00.366 22/10/1994]',-0.045,71.250,-0.058,-0.434
'[01:30:00.368 22/10/1994]',-0.037,71.950,-0.116,-0.434
'[01:30:00.370 22/10/1994]',-0.030,71.950,-0.116,-0.434
'[01:30:00.372 22/10/1994]',-0.021,71.950,-0.116,-0.434
'[01:30:00.374 22/10/1994]',-0.011,71.950,-0.116,-0.434
'[01:30:00.376 22/10/1994]',0.003,72.850,-0.178,-0.433
'[01:30:00.378 22/10/1994]',0.017,72.850,-0.178,-0.433
'[01:30:00.380 22/10/1994]',0.035,72.850,-0.178,-0.433
'[01:30:00.382 22/10/1994]',0.054,72.850,-0.178,-0.433
'[01:30:00.384 22/10/1994]',0.081,74.100,-0.232,-0.432
'[01:30:00.386 22/10/1994]',0.108,74.100,-0.232,-0.432
'[01:30:00.388 22/10/1994]',0.151,74.100,-0.232,-0.432
'[01:30:00.390 22/10/1994]',0.194,74.100,-0.232,-0.432
'[01:30:00.392 22/10/1994]',0.256,75.400,-0.280,-0.429
'[01:30:00.394 22/10/1994]',0.318,75.400,-0.280,-0.429
'[01:30:00.396 22/10/1994]',0.389,75.400,-0.280,-0.429
'[01:30:00.398 22/10/1994]',0.460,75.400,-0.280,-0.429
'[01:30:00.400 22/10/1994]',0.519,76.650,-0.319,-0.427
'[01:30:00.402 22/10/1994]',0.578,76.650,-0.319,-0.427
'[01:30:00.404 22/10/1994]',0.603,76.650,-0.319,-0.427
'[01:30:00.406 22/10/1994]',0.628,76.650,-0.319,-0.427
'[01:30:00.408 22/10/1994]',0.609,77.800,-0.357,-0.424
'[01:30:00.410 22/10/1994]',0.590,77.800,-0.357,-0.424
'[01:30:00.412 22/10/1994]',0.535,77.800,-0.357,-0.424
'[01:30:00.414 22/10/1994]',0.481,77.800,-0.357,-0.424
'[01:30:00.416 22/10/1994]',0.410,78.700,-0.386,-0.420
'[01:30:00.418 22/10/1994]',0.340,78.700,-0.386,-0.420
'[01:30:00.420 22/10/1994]',0.273,78.700,-0.386,-0.420
'[01:30:00.422 22/10/1994]',0.206,78.700,-0.386,-0.420
'[01:30:00.424 22/10/1994]',0.153,79.300,-0.410,-0.417
'[01:30:00.426 22/10/1994]',0.100,79.300,-0.410,-0.417
'[01:30:00.428 22/10/1994]',0.060,79.300,-0.410,-0.417
'[01:30:00.430 22/10/1994]',0.021,79.300,-0.410,-0.417
'[01:30:00.432 22/10/1994]',-0.005,79.500,-0.424,-0.413
'[01:30:00.434 22/10/1994]',-0.031,79.500,-0.424,-0.413
'[01:30:00.436 22/10/1994]',-0.048,79.500,-0.424,-0.413
'[01:30:00.438 22/10/1994]',-0.064,79.500,-0.424,-0.413
'[01:30:00.440 22/10/1994]',-0.074,79.600,-0.424,-0.409
'[01:30:00.442 22/10/1994]',-0.084,79.600,-0.424,-0.409
'[01:30:00.444 22/10/1994]',-0.089,79.600,-0.424,-0.409
'[01:30:00.446 22/10/1994]',-0.094,79.600,-0.424,-0.409
'[01:30:00.448 22/10/1994]',-0.097,79.350,-0.415,-0.405
'[01:30:00.450 22/10/1994]',-0.099,79.350,-0.415,-0.405
'[01:30:00.452 22/10/1994]',-0.100,79.350,-0.415,-0.405
'[01:30:00.454 22/10/1994]',-0.100,79.350,-0.415,-0.405
'[01:30:00.456 22/10/1994]',-0.099,79.000,-0.410,-0.400
'[01:30:00.458 22/10/1994]',-0.098,79.000,-0.410,-0.400
'[01:30:00.460 22/10/1994]',-0.098,79.000,-0.410,-0.400
'[01:30:00.462 22/10/1994]',-0.097,79.000,-0.410,-0.400
'[01:30:00.464 22/10/1994]',-0.098,78.450,-0.386,-0.396
'[01:30:00.466 22/10/1994]',-0.098,78.450,-0.386,-0.396
'[01:30:00.468 22/10/1994]',-0.099,78.450,-0.386,-0.396
'[01:30:00.470 22/10/1994]',-0.099,78.450,-0.386,-0.396
'[01:30:00.472 22/10/1994]',-0.099,77.850,-0.367,-0.392
'[01:30:00.474 22/10/1994]',-0.099,77.850,-0.367,-0.392
'[01:30:00.476 22/10/1994]',-0.100,77.850,-0.367,-0.392
'[01:30:00.478 22/10/1994]',-0.100,77.850,-0.367,-0.392
'[01:30:00.480 22/10/1994]',-0.101,77.100,-0.333,-0.388
'[01:30:00.482 22/10/1994]',-0.102,77.100,-0.333,-0.388
'[01:30:00.484 22/10/1994]',-0.102,77.100,-0.333,-0.388
'[01:30:00.486 22/10/1994]',-0.103,77.100,-0.333,-0.388
'[01:30:00.488 22/10/1994]',-0.103,76.350,-0.309,-0.385
'[01:30:00.490 22/10/1994]',-0.103,76.350,-0.309,-0.385
'[01:30:00.492 22/10/1994]',-0.102,76.350,-0.309,-0.385
'[01:30:00.494 22/10/1994]',-0.102,76.350,-0.309,-0.385
'[01:30:00.496 22/10/1994]',-0.100,75.700,-0.289,-0.382
'[01:30:00.498 22/10/1994]',-0.098,75.700,-0.289,-0.382
'[01:30:00.500 22/10/1994]',-0.095,75.700,-0.289,-0.382
'[01:30:00.502 22/10/1994]',-0.091,75.700,-0.289,-0.382
'[01:30:00.504 22/10/1994]',-0.087,74.950,-0.266,-0.379
'[01:30:00.506 22/10/1994]',-0.083,74.950,-0.266,-0.379
'[01:30:00.508 22/10/1994]',-0.080,74.950,-0.266,-0.379
'[01:30:00.510 22/10/1994]',-0.076,74.950,-0.266,-0.379
'[01:30:00.512 22/10/1994]',-0.074,74.200,-0.251,-0.377
'[01:30:00.514 22/10/1994]',-0.073,74.200,-0.251,-0.377
'[01:30:00.516 22/10/1994]',-0.073,74.200,-0.251,-0.377
'[01:30:00.518 22/10/1994]',-0.073,74.200,-0.251,-0.377
'[01:30:00.520 22/10/1994]',-0.073,73.500,-0.241,-0.374
'[01:30:00.522 22/10/1994]',-0.073,73.500,-0.241,-0.374
'[01:30:00.524 22/10/1994]',-0.072,73.500,-0.241,-0.374
'[01:30:00.526 22/10/1994]',-0.072,73.500,-0.241,-0.374
'[01:30:00.528 22/10/1994]',-0.071,72.750,-0.236,-0.372
'[01:30:00.530 22/10/1994]',-0.070,72.750,-0.236,-0.372
'[01:30:00.532 22/10/1994]',-0.070,72.750,-0.236,-0.372
'[01:30:00.534 22/10/1994]',-0.069,72.750,-0.236,-0.372
'[01:30:00.536 22/10/1994]',-0.069,72.100,-0.232,-0.370
'[01:30:00.538 22/10/1994]',-0.069,72.100,-0.232,-0.370
'[01:30:00.540 22/10/1994]',-0.068,72.100,-0.232,-0.370
'[01:30:00.542 22/10/1994]',-0.066,72.100,-0.232,-0.370
'[01:30:00.544 22/10/1994]',-0.064,71.700,-0.241,-0.368
'[01:30:00.546 22/10/1994]',-0.062,71.700,-0.241,-0.368
'[01:30:00.548 22/10/1994]',-0.059,71.700,-0.241,-0.368
'[01:30:00.550 22/10/1994]',-0.057,71.700,-0.241,-0.368
'[01:30:00.552 22/10/1994]',-0.053,71.800,-0.246,-0.367
'[01:30:00.554 22/10/1994]',-0.050,71.800,-0.246,-0.367
'[01:30:00.556 22/10/1994]',-0.045,71.800,-0.246,-0.367
'[01:30:00.558 22/10/1994]',-0.041,71.800,-0.246,-0.367
'[01:30:00.560 22/10/1994]',-0.036,72.850,-0.261,-0.366
'[01:30:00.562 22/10/1994]',-0.031,72.850,-0.261,-0.366
'[01:30:00.564 22/10/1994]',-0.025,72.850,-0.261,-0.366
'[01:30:00.566 22/10/1994]',-0.019,72.850,-0.261,-0.366
'[01:30:00.568 22/10/1994]',-0.013,75.550,-0.284,-0.366
'[01:30:00.570 22/10/1994]',-0.006,75.550,-0.284,-0.366
'[01:30:00.572 22/10/1994]',-0.001,75.550,-0.284,-0.366
'[01:30:00.574 22/10/1994]',0.005,75.550,-0.284,-0.366
'[01:30:00.576 22/10/1994]',0.009,80.300,-0.304,-0.367
'[01:30:00.578 22/10/1994]',0.014,80.300,-0.304,-0.367
'[01:30:00.580 22/10/1994]',0.019,80.300,-0.304,-0.367
'[01:30:00.582 22/10/1994]',0.025,80.300,-0.304,-0.367
'[01:30:00.584 22/10/1994]',0.032,87.450,-0.360,-0.368
'[01:30:00.586 22/10/1994]',0.039,87.450,-0.360,-0.368
'[01:30:00.588 22/10/1994]',0.046,87.450,-0.360,-0.368
'[01:30:00.590 22/10/1994]',0.054,87.450,-0.360,-0.368
'[01:30:00.592 22/10/1994]',0.062,96.050,-0.374,-0.369
'[01:30:00.594 22/10/1994]',0.070,96.050,-0.374,-0.369
'[01:30:00.596 22/10/1994]',0.079,96.050,-0.374,-0.369
'[01:30:00.598 22/10/1994]',0.087,96.050,-0.374,-0.369
'[01:30:00.600 22/10/1994]',0.094,104.850,-0.389,-0.371
'[01:30:00.602 22/10/1994]',0.101,104.850,-0.389,-0.371
'[01:30:00.604 22/10/1994]',0.107,104.850,-0.389,-0.371
'[01:30:00.606 22/10/1994]',0.113,104.850,-0.389,-0.371
'[01:30:00.608 22/10/1994]',0.117,112.350,-0.394,-0.374
'[01:30:00.610 22/10/1994]',0.122,112.350,-0.394,-0.374
'[01:30:00.612 22/10/1994]',0.125,112.350,-0.394,-0.374
'[01:30:00.614 22/10/1994]',0.128,112.350,-0.394,-0.374
'[01:30:00.616 22/10/1994]',0.130,117.600,-0.389,-0.377
'[01:30:00.618 22/10/1994]',0.132,117.600,-0.389,-0.377
'[01:30:00.620 22/10/1994]',0.133,117.600,-0.389,-0.377
'[01:30:00.622 22/10/1994]',0.134,117.600,-0.389,-0.377
'[01:30:00.624 22/10/1994]',0.133,120.450,-0.374,-0.380
'[01:30:00.626 22/10/1994]',0.132,120.450,-0.374,-0.380
'[01:30:00.628 22/10/1994]',0.130,120.450,-0.374,-0.380
'[01:30:00.630 22/10/1994]',0.127,120.450,-0.374,-0.380
'[01:30:00.632 22/10/1994]',0.124,121.050,-0.336,-0.383
'[01:30:00.634 22/10/1994]',0.122,121.050,-0.336,-0.383
'[01:30:00.636 22/10/1994]',0.118,121.050,-0.336,-0.383
'[01:30:00.638 22/10/1994]',0.115,121.050,-0.336,-0.383
'[01:30:00.640 22/10/1994]',0.110,120.200,-0.283,-0.387
'[01:30:00.642 22/10/1994]',0.104,120.200,-0.283,-0.387
'[01:30:00.644 22/10/1994]',0.098,120.200,-0.283,-0.387
'[01:30:00.646 22/10/1994]',0.092,120.200,-0.283,-0.387
'[01:30:00.648 22/10/1994]',0.086,118.350,-0.221,-0.391
'[01:30:00.650 22/10/1994]',0.080,118.350,-0.221,-0.391
'[01:30:00.652 22/10/1994]',0.073,118.350,-0.221,-0.391
'[01:30:00.654 22/10/1994]',0.066,118.350,-0.221,-0.391
'[01:30:00.656 22/10/1994]',0.059,115.850,-0.130,-0.394
'[01:30:00.658 22/10/1994]',0.053,115.850,-0.130,-0.394
'[01:30:00.660 22/10/1994]',0.046,115.850,-0.130,-0.394
'[01:30:00.662 22/10/1994]',0.040,115.850,-0.130,-0.394
'[01:30:00.664 22/10/1994]',0.034,113.000,-0.038,-0.397
'[01:30:00.666 22/10/1994]',0.028,113.000,-0.038,-0.397
'[01:30:00.668 22/10/1994]',0.024,113.000,-0.038,-0.397
'[01:30:00.670 22/10/1994]',0.020,113.000,-0.038,-0.397
'[01:30:00.672 22/10/1994]',0.018,110.000,0.071,-0.399
'[01:30:00.674 22/10/1994]',0.017,110.000,0.071,-0.399
'[01:30:00.676 22/10/1994]',0.015,110.000,0.071,-0.399
'[01:30:00.678 22/10/1994]',0.013,110.000,0.071,-0.399
'[01:30:00.680 22/10/1994]',0.009,106.950,0.168,-0.401
'[01:30:00.682 22/10/1994]',0.006,106.950,0.168,-0.401
'[01:30:00.684 22/10/1994]',0.001,106.950,0.168,-0.401
'[01:30:00.686 22/10/1994]',-0.004,106.950,0.168,-0.401
'[01:30:00.688 22/10/1994]',-0.011,104.150,0.269,-0.403
'[01:30:00.690 22/10/1994]',-0.017,104.150,0.269,-0.403
'[01:30:00.692 22/10/1994]',-0.023,104.150,0.269,-0.403
'[01:30:00.694 22/10/1994]',-0.029,104.150,0.269,-0.403
'[01:30:00.696 22/10/1994]',-0.033,101.550,0.359,-0.406
'[01:30:00.698 22/10/1994]',-0.037,101.550,0.359,-0.406
'[01:30:00.700 22/10/1994]',-0.040,101.550,0.359,-0.406
'[01:30:00.702 22/10/1994]',-0.043,101.550,0.359,-0.406
'[01:30:00.704 22/10/1994]',-0.045,99.200,0.431,-0.408
'[01:30:00.706 22/10/1994]',-0.047,99.200,0.431,-0.408
'[01:30:00.708 22/10/1994]',-0.048,99.200,0.431,-0.408
'[01:30:00.710 22/10/1994]',-0.049,99.200,0.431,-0.408
'[01:30:00.712 22/10/1994]',-0.049,96.950,0.484,-0.411
'[01:30:00.714 22/10/1994]',-0.048,96.950,0.484,-0.411
'[01:30:00.716 22/10/1994]',-0.047,96.950,0.484,-0.411
