'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:13:44.684 02/02/1995]',-0.020,58.200,4.862,49.700,46.450
'[12:13:44.686 02/02/1995]',-0.042,58.200,4.862,49.700,46.450
'[12:13:44.688 02/02/1995]',-0.042,56.800,4.562,48.900,45.900
'[12:13:44.690 02/02/1995]',-0.042,56.800,4.562,48.900,45.900
'[12:13:44.692 02/02/1995]',-0.064,56.800,4.562,48.900,45.900
'[12:13:44.694 02/02/1995]',-0.064,56.800,4.562,48.900,45.900
'[12:13:44.696 02/02/1995]',-0.064,55.250,4.388,48.350,45.450
'[12:13:44.698 02/02/1995]',-0.064,55.250,4.388,48.350,45.450
'[12:13:44.700 02/02/1995]',-0.064,55.250,4.388,48.350,45.450
'[12:13:44.702 02/02/1995]',-0.064,55.250,4.388,48.350,45.450
'[12:13:44.704 02/02/1995]',-0.042,53.650,4.325,48.100,45.050
'[12:13:44.706 02/02/1995]',-0.042,53.650,4.325,48.100,45.050
'[12:13:44.708 02/02/1995]',-0.042,53.650,4.325,48.100,45.050
'[12:13:44.710 02/02/1995]',-0.042,53.650,4.325,48.100,45.050
'[12:13:44.712 02/02/1995]',-0.042,52.250,4.388,47.900,44.700
'[12:13:44.714 02/02/1995]',-0.042,52.250,4.388,47.900,44.700
'[12:13:44.716 02/02/1995]',-0.064,52.250,4.388,47.900,44.700
'[12:13:44.718 02/02/1995]',-0.042,52.250,4.388,47.900,44.700
'[12:13:44.720 02/02/1995]',-0.020,51.150,4.500,47.750,44.400
'[12:13:44.722 02/02/1995]',-0.042,51.150,4.500,47.750,44.400
'[12:13:44.724 02/02/1995]',-0.042,51.150,4.500,47.750,44.400
'[12:13:44.726 02/02/1995]',-0.042,51.150,4.500,47.750,44.400
'[12:13:44.728 02/02/1995]',-0.042,50.350,4.800,47.550,44.100
'[12:13:44.730 02/02/1995]',-0.020,50.350,4.800,47.550,44.100
'[12:13:44.732 02/02/1995]',0.002,50.350,4.800,47.550,44.100
'[12:13:44.734 02/02/1995]',0.023,50.350,4.800,47.550,44.100
'[12:13:44.736 02/02/1995]',0.023,49.950,5.150,47.250,43.900
'[12:13:44.738 02/02/1995]',0.023,49.950,5.150,47.250,43.900
'[12:13:44.740 02/02/1995]',0.045,49.950,5.150,47.250,43.900
'[12:13:44.742 02/02/1995]',0.045,49.950,5.150,47.250,43.900
'[12:13:44.744 02/02/1995]',0.045,49.700,5.500,46.900,43.750
'[12:13:44.746 02/02/1995]',0.045,49.700,5.500,46.900,43.750
'[12:13:44.748 02/02/1995]',0.045,49.700,5.500,46.900,43.750
'[12:13:44.750 02/02/1995]',0.045,49.700,5.500,46.900,43.750
'[12:13:44.752 02/02/1995]',0.045,49.700,5.737,46.500,43.500
'[12:13:44.754 02/02/1995]',0.067,49.700,5.737,46.500,43.500
'[12:13:44.756 02/02/1995]',0.089,49.700,5.737,46.500,43.500
'[12:13:44.758 02/02/1995]',0.089,49.700,5.737,46.500,43.500
'[12:13:44.760 02/02/1995]',0.089,49.700,5.737,46.150,43.350
'[12:13:44.762 02/02/1995]',0.089,49.700,5.737,46.150,43.350
'[12:13:44.764 02/02/1995]',0.089,49.700,5.737,46.150,43.350
'[12:13:44.766 02/02/1995]',0.111,49.700,5.737,46.150,43.350
'[12:13:44.768 02/02/1995]',0.089,49.800,5.500,45.800,43.150
'[12:13:44.770 02/02/1995]',0.089,49.800,5.500,45.800,43.150
'[12:13:44.772 02/02/1995]',0.089,49.800,5.500,45.800,43.150
'[12:13:44.774 02/02/1995]',0.089,49.800,5.500,45.800,43.150
'[12:13:44.776 02/02/1995]',0.089,49.800,5.088,45.550,43.000
'[12:13:44.778 02/02/1995]',0.089,49.800,5.088,45.550,43.000
'[12:13:44.780 02/02/1995]',0.111,49.800,5.088,45.550,43.000
'[12:13:44.782 02/02/1995]',0.089,49.800,5.088,45.550,43.000
'[12:13:44.784 02/02/1995]',0.111,49.700,4.737,45.350,42.750
'[12:13:44.786 02/02/1995]',0.111,49.700,4.737,45.350,42.750
'[12:13:44.788 02/02/1995]',0.111,49.700,4.737,45.350,42.750
'[12:13:44.790 02/02/1995]',0.111,49.700,4.737,45.350,42.750
'[12:13:44.792 02/02/1995]',0.089,49.600,4.562,45.100,42.550
'[12:13:44.794 02/02/1995]',0.089,49.600,4.562,45.100,42.550
'[12:13:44.796 02/02/1995]',0.111,49.600,4.562,45.100,42.550
'[12:13:44.798 02/02/1995]',0.111,49.600,4.562,45.100,42.550
'[12:13:44.800 02/02/1995]',0.111,49.450,4.325,44.900,42.400
'[12:13:44.802 02/02/1995]',0.089,49.450,4.325,44.900,42.400
'[12:13:44.804 02/02/1995]',0.111,49.450,4.325,44.900,42.400
'[12:13:44.806 02/02/1995]',0.111,49.450,4.325,44.900,42.400
'[12:13:44.808 02/02/1995]',0.111,49.250,4.150,44.700,42.200
'[12:13:44.810 02/02/1995]',0.111,49.250,4.150,44.700,42.200
'[12:13:44.812 02/02/1995]',0.155,49.250,4.150,44.700,42.200
'[12:13:44.814 02/02/1995]',0.111,49.250,4.150,44.700,42.200
'[12:13:44.816 02/02/1995]',0.111,48.950,4.037,44.500,42.000
'[12:13:44.818 02/02/1995]',0.111,48.950,4.037,44.500,42.000
'[12:13:44.820 02/02/1995]',0.089,48.950,4.037,44.500,42.000
'[12:13:44.822 02/02/1995]',0.089,48.950,4.037,44.500,42.000
'[12:13:44.824 02/02/1995]',0.111,48.600,4.037,44.250,41.750
'[12:13:44.826 02/02/1995]',0.111,48.600,4.037,44.250,41.750
'[12:13:44.828 02/02/1995]',0.111,48.600,4.037,44.250,41.750
'[12:13:44.830 02/02/1995]',0.111,48.600,4.037,44.250,41.750
'[12:13:44.832 02/02/1995]',0.111,48.300,4.037,44.100,41.600
'[12:13:44.834 02/02/1995]',0.089,48.300,4.037,44.100,41.600
'[12:13:44.836 02/02/1995]',0.155,48.300,4.037,44.100,41.600
'[12:13:44.838 02/02/1995]',0.155,48.300,4.037,44.100,41.600
'[12:13:44.840 02/02/1995]',0.111,47.950,4.037,44.000,41.300
'[12:13:44.842 02/02/1995]',0.111,47.950,4.037,44.000,41.300
'[12:13:44.844 02/02/1995]',0.111,47.950,4.037,44.000,41.300
'[12:13:44.846 02/02/1995]',0.111,47.950,4.037,44.000,41.300
'[12:13:44.848 02/02/1995]',0.111,47.600,4.275,43.850,41.100
'[12:13:44.850 02/02/1995]',0.089,47.600,4.275,43.850,41.100
'[12:13:44.852 02/02/1995]',0.089,47.600,4.275,43.850,41.100
'[12:13:44.854 02/02/1995]',0.089,47.600,4.275,43.850,41.100
'[12:13:44.856 02/02/1995]',0.111,47.200,4.688,43.750,40.850
'[12:13:44.858 02/02/1995]',0.111,47.200,4.688,43.750,40.850
'[12:13:44.860 02/02/1995]',0.155,47.200,4.688,43.750,40.850
'[12:13:44.862 02/02/1995]',0.155,47.200,4.688,43.750,40.850
'[12:13:44.864 02/02/1995]',0.199,46.850,5.263,43.700,40.650
'[12:13:44.866 02/02/1995]',0.221,46.850,5.263,43.700,40.650
'[12:13:44.868 02/02/1995]',0.221,46.850,5.263,43.700,40.650
'[12:13:44.870 02/02/1995]',0.177,46.850,5.263,43.700,40.650
'[12:13:44.872 02/02/1995]',0.111,46.550,5.975,43.550,40.400
'[12:13:44.874 02/02/1995]',0.067,46.550,5.975,43.550,40.400
'[12:13:44.876 02/02/1995]',-0.020,46.550,5.975,43.550,40.400
'[12:13:44.878 02/02/1995]',-0.196,46.550,5.975,43.550,40.400
'[12:13:44.880 02/02/1995]',-0.371,46.250,6.850,43.450,40.150
'[12:13:44.882 02/02/1995]',-0.569,46.250,6.850,43.450,40.150
'[12:13:44.884 02/02/1995]',-0.722,46.250,6.850,43.450,40.150
'[12:13:44.886 02/02/1995]',-0.788,46.250,6.850,43.450,40.150
'[12:13:44.888 02/02/1995]',-0.854,46.100,7.725,43.300,40.000
'[12:13:44.890 02/02/1995]',-0.920,46.100,7.725,43.300,40.000
'[12:13:44.892 02/02/1995]',-0.920,46.100,7.725,43.300,40.000
'[12:13:44.894 02/02/1995]',-0.941,46.100,7.725,43.300,40.000
'[12:13:44.896 02/02/1995]',-0.876,45.900,8.488,43.150,39.800
'[12:13:44.898 02/02/1995]',-0.744,45.900,8.488,43.150,39.800
'[12:13:44.900 02/02/1995]',-0.591,45.900,8.488,43.150,39.800
'[12:13:44.902 02/02/1995]',-0.481,45.900,8.488,43.150,39.800
'[12:13:44.904 02/02/1995]',-0.371,45.750,9.012,43.050,39.650
'[12:13:44.906 02/02/1995]',-0.349,45.750,9.012,43.050,39.650
'[12:13:44.908 02/02/1995]',-0.284,45.750,9.012,43.050,39.650
'[12:13:44.910 02/02/1995]',-0.240,45.750,9.012,43.050,39.650
'[12:13:44.912 02/02/1995]',-0.196,45.600,9.375,42.850,39.400
'[12:13:44.914 02/02/1995]',-0.174,45.600,9.375,42.850,39.400
'[12:13:44.916 02/02/1995]',-0.152,45.600,9.375,42.850,39.400
'[12:13:44.918 02/02/1995]',-0.086,45.600,9.375,42.850,39.400
'[12:13:44.920 02/02/1995]',-0.064,45.500,9.550,42.700,39.250
'[12:13:44.922 02/02/1995]',-0.042,45.500,9.550,42.700,39.250
'[12:13:44.924 02/02/1995]',-0.042,45.500,9.550,42.700,39.250
'[12:13:44.926 02/02/1995]',-0.020,45.500,9.550,42.700,39.250
'[12:13:44.928 02/02/1995]',0.002,45.450,9.425,42.450,38.950
'[12:13:44.930 02/02/1995]',0.023,45.450,9.425,42.450,38.950
'[12:13:44.932 02/02/1995]',0.045,45.450,9.425,42.450,38.950
'[12:13:44.934 02/02/1995]',0.067,45.450,9.425,42.450,38.950
'[12:13:44.936 02/02/1995]',0.067,45.350,9.137,42.200,38.700
'[12:13:44.938 02/02/1995]',0.067,45.350,9.137,42.200,38.700
'[12:13:44.940 02/02/1995]',0.089,45.350,9.137,42.200,38.700
'[12:13:44.942 02/02/1995]',0.089,45.350,9.137,42.200,38.700
'[12:13:44.944 02/02/1995]',0.111,45.150,8.613,42.000,38.400
'[12:13:44.946 02/02/1995]',0.089,45.150,8.613,42.000,38.400
'[12:13:44.948 02/02/1995]',0.089,45.150,8.613,42.000,38.400
'[12:13:44.950 02/02/1995]',0.089,45.150,8.613,42.000,38.400
'[12:13:44.952 02/02/1995]',0.089,44.900,8.075,41.750,38.200
'[12:13:44.954 02/02/1995]',0.111,44.900,8.075,41.750,38.200
'[12:13:44.956 02/02/1995]',0.089,44.900,8.075,41.750,38.200
'[12:13:44.958 02/02/1995]',0.089,44.900,8.075,41.750,38.200
'[12:13:44.960 02/02/1995]',0.089,44.550,7.550,41.450,37.950
'[12:13:44.962 02/02/1995]',0.111,44.550,7.550,41.450,37.950
'[12:13:44.964 02/02/1995]',0.089,44.550,7.550,41.450,37.950
'[12:13:44.966 02/02/1995]',0.111,44.550,7.550,41.450,37.950
'[12:13:44.968 02/02/1995]',0.089,44.200,7.312,41.300,37.650
'[12:13:44.970 02/02/1995]',0.089,44.200,7.312,41.300,37.650
'[12:13:44.972 02/02/1995]',0.089,44.200,7.312,41.300,37.650
'[12:13:44.974 02/02/1995]',0.089,44.200,7.312,41.300,37.650
'[12:13:44.976 02/02/1995]',0.089,43.900,7.375,41.050,37.400
'[12:13:44.978 02/02/1995]',0.067,43.900,7.375,41.050,37.400
'[12:13:44.980 02/02/1995]',0.067,43.900,7.375,41.050,37.400
'[12:13:44.982 02/02/1995]',0.089,43.900,7.375,41.050,37.400
'[12:13:44.984 02/02/1995]',0.089,43.550,7.900,40.950,37.100
'[12:13:44.986 02/02/1995]',0.089,43.550,7.900,40.950,37.100
'[12:13:44.988 02/02/1995]',0.067,43.550,7.900,40.950,37.100
'[12:13:44.990 02/02/1995]',0.067,43.550,7.900,40.950,37.100
'[12:13:44.992 02/02/1995]',0.089,43.200,8.963,40.800,36.950
'[12:13:44.994 02/02/1995]',0.089,43.200,8.963,40.800,36.950
'[12:13:44.996 02/02/1995]',0.089,43.200,8.963,40.800,36.950
'[12:13:44.998 02/02/1995]',0.111,43.200,8.963,40.800,36.950
'[12:13:45.000 02/02/1995]',0.111,42.900,10.488,40.650,36.700
'[12:13:45.002 02/02/1995]',0.089,42.900,10.488,40.650,36.700
'[12:13:45.004 02/02/1995]',0.089,42.900,10.488,40.650,36.700
'[12:13:45.006 02/02/1995]',0.089,42.900,10.488,40.650,36.700
'[12:13:45.008 02/02/1995]',0.089,42.750,12.188,40.450,36.550
'[12:13:45.010 02/02/1995]',0.089,42.750,12.188,40.450,36.550
'[12:13:45.012 02/02/1995]',0.089,42.750,12.188,40.450,36.550
'[12:13:45.014 02/02/1995]',0.089,42.750,12.188,40.450,36.550
'[12:13:45.016 02/02/1995]',0.089,42.550,13.825,40.350,36.350
'[12:13:45.018 02/02/1995]',0.089,42.550,13.825,40.350,36.350
'[12:13:45.020 02/02/1995]',0.067,42.550,13.825,40.350,36.350
'[12:13:45.022 02/02/1995]',0.067,42.550,13.825,40.350,36.350
'[12:13:45.024 02/02/1995]',0.045,42.450,15.463,40.250,36.250
'[12:13:45.026 02/02/1995]',0.045,42.450,15.463,40.250,36.250
'[12:13:45.028 02/02/1995]',0.067,42.450,15.463,40.250,36.250
'[12:13:45.030 02/02/1995]',0.067,42.450,15.463,40.250,36.250
'[12:13:45.032 02/02/1995]',0.045,42.350,17.163,40.250,36.150
'[12:13:45.034 02/02/1995]',0.067,42.350,17.163,40.250,36.150
'[12:13:45.036 02/02/1995]',0.045,42.350,17.163,40.250,36.150
'[12:13:45.038 02/02/1995]',0.045,42.350,17.163,40.250,36.150
'[12:13:45.040 02/02/1995]',0.045,42.150,18.688,40.350,36.050
'[12:13:45.042 02/02/1995]',0.023,42.150,18.688,40.350,36.050
'[12:13:45.044 02/02/1995]',0.045,42.150,18.688,40.350,36.050
'[12:13:45.046 02/02/1995]',0.002,42.150,18.688,40.350,36.050
'[12:13:45.048 02/02/1995]',0.045,42.100,19.625,40.650,36.200
'[12:13:45.050 02/02/1995]',0.045,42.100,19.625,40.650,36.200
'[12:13:45.052 02/02/1995]',0.045,42.100,19.625,40.650,36.200
'[12:13:45.054 02/02/1995]',0.045,42.100,19.625,40.650,36.200
'[12:13:45.056 02/02/1995]',0.045,42.100,20.087,41.450,36.550
'[12:13:45.058 02/02/1995]',0.045,42.100,20.087,41.450,36.550
'[12:13:45.060 02/02/1995]',0.067,42.100,20.087,41.450,36.550
'[12:13:45.062 02/02/1995]',0.045,42.100,20.087,41.450,36.550
'[12:13:45.064 02/02/1995]',0.067,42.100,20.262,43.100,37.300
'[12:13:45.066 02/02/1995]',0.045,42.100,20.262,43.100,37.300
'[12:13:45.068 02/02/1995]',0.045,42.100,20.262,43.100,37.300
'[12:13:45.070 02/02/1995]',0.045,42.100,20.262,43.100,37.300
'[12:13:45.072 02/02/1995]',0.023,42.200,20.087,45.850,38.600
'[12:13:45.074 02/02/1995]',0.023,42.200,20.087,45.850,38.600
'[12:13:45.076 02/02/1995]',0.023,42.200,20.087,45.850,38.600
'[12:13:45.078 02/02/1995]',0.023,42.200,20.087,45.850,38.600
'[12:13:45.080 02/02/1995]',0.023,42.550,19.625,49.550,40.500
'[12:13:45.082 02/02/1995]',0.023,42.550,19.625,49.550,40.500
'[12:13:45.084 02/02/1995]',0.023,42.550,19.625,49.550,40.500
'[12:13:45.086 02/02/1995]',0.023,42.550,19.625,49.550,40.500
'[12:13:45.088 02/02/1995]',0.023,43.300,18.750,53.400,42.900
'[12:13:45.090 02/02/1995]',0.023,43.300,18.750,53.400,42.900
'[12:13:45.092 02/02/1995]',0.023,43.300,18.750,53.400,42.900
'[12:13:45.094 02/02/1995]',0.023,43.300,18.750,53.400,42.900
'[12:13:45.096 02/02/1995]',0.023,44.550,17.688,56.650,45.550
'[12:13:45.098 02/02/1995]',0.023,44.550,17.688,56.650,45.550
'[12:13:45.100 02/02/1995]',0.023,44.550,17.688,56.650,45.550
'[12:13:45.102 02/02/1995]',0.023,44.550,17.688,56.650,45.550
'[12:13:45.104 02/02/1995]',0.023,46.600,16.575,58.700,48.150
'[12:13:45.106 02/02/1995]',0.023,46.600,16.575,58.700,48.150
'[12:13:45.108 02/02/1995]',0.023,46.600,16.575,58.700,48.150
'[12:13:45.110 02/02/1995]',0.002,46.600,16.575,58.700,48.150
'[12:13:45.112 02/02/1995]',0.002,49.300,15.525,59.550,50.350
'[12:13:45.114 02/02/1995]',0.023,49.300,15.525,59.550,50.350
'[12:13:45.116 02/02/1995]',0.023,49.300,15.525,59.550,50.350
'[12:13:45.118 02/02/1995]',0.023,49.300,15.525,59.550,50.350
'[12:13:45.120 02/02/1995]',0.023,52.500,14.637,59.700,52.100
'[12:13:45.122 02/02/1995]',0.023,52.500,14.637,59.700,52.100
'[12:13:45.124 02/02/1995]',0.023,52.500,14.637,59.700,52.100
'[12:13:45.126 02/02/1995]',0.002,52.500,14.637,59.700,52.100
'[12:13:45.128 02/02/1995]',0.002,55.700,14.062,59.500,53.400
'[12:13:45.130 02/02/1995]',0.002,55.700,14.062,59.500,53.400
'[12:13:45.132 02/02/1995]',0.002,55.700,14.062,59.500,53.400
'[12:13:45.134 02/02/1995]',0.023,55.700,14.062,59.500,53.400
'[12:13:45.136 02/02/1995]',0.023,58.550,13.875,59.450,54.150
'[12:13:45.138 02/02/1995]',0.023,58.550,13.875,59.450,54.150
'[12:13:45.140 02/02/1995]',0.023,58.550,13.875,59.450,54.150
'[12:13:45.142 02/02/1995]',0.023,58.550,13.875,59.450,54.150
'[12:13:45.144 02/02/1995]',0.023,60.800,14.000,59.550,54.650
'[12:13:45.146 02/02/1995]',0.002,60.800,14.000,59.550,54.650
'[12:13:45.148 02/02/1995]',0.023,60.800,14.000,59.550,54.650
'[12:13:45.150 02/02/1995]',0.002,60.800,14.000,59.550,54.650
'[12:13:45.152 02/02/1995]',0.002,62.400,14.463,60.000,54.950
'[12:13:45.154 02/02/1995]',-0.020,62.400,14.463,60.000,54.950
'[12:13:45.156 02/02/1995]',0.002,62.400,14.463,60.000,54.950
'[12:13:45.158 02/02/1995]',0.002,62.400,14.463,60.000,54.950
'[12:13:45.160 02/02/1995]',0.002,63.300,15.113,60.450,55.100
'[12:13:45.162 02/02/1995]',0.002,63.300,15.113,60.450,55.100
'[12:13:45.164 02/02/1995]',0.002,63.300,15.113,60.450,55.100
'[12:13:45.166 02/02/1995]',0.002,63.300,15.113,60.450,55.100
'[12:13:45.168 02/02/1995]',0.023,63.750,15.938,60.950,55.100
'[12:13:45.170 02/02/1995]',0.002,63.750,15.938,60.950,55.100
'[12:13:45.172 02/02/1995]',0.002,63.750,15.938,60.950,55.100
'[12:13:45.174 02/02/1995]',0.002,63.750,15.938,60.950,55.100
'[12:13:45.176 02/02/1995]',0.002,63.650,16.812,61.450,55.050
'[12:13:45.178 02/02/1995]',-0.020,63.650,16.812,61.450,55.050
'[12:13:45.180 02/02/1995]',-0.020,63.650,16.812,61.450,55.050
'[12:13:45.182 02/02/1995]',0.002,63.650,16.812,61.450,55.050
'[12:13:45.184 02/02/1995]',0.002,63.300,17.512,61.900,54.900
'[12:13:45.186 02/02/1995]',0.002,63.300,17.512,61.900,54.900
'[12:13:45.188 02/02/1995]',0.002,63.300,17.512,61.900,54.900
'[12:13:45.190 02/02/1995]',0.002,63.300,17.512,61.900,54.900
'[12:13:45.192 02/02/1995]',0.002,62.800,18.100,62.250,54.650
'[12:13:45.194 02/02/1995]',0.002,62.800,18.100,62.250,54.650
'[12:13:45.196 02/02/1995]',0.002,62.800,18.100,62.250,54.650
'[12:13:45.198 02/02/1995]',0.002,62.800,18.100,62.250,54.650
'[12:13:45.200 02/02/1995]',0.002,62.250,18.562,62.500,54.300
'[12:13:45.202 02/02/1995]',0.002,62.250,18.562,62.500,54.300
'[12:13:45.204 02/02/1995]',0.023,62.250,18.562,62.500,54.300
'[12:13:45.206 02/02/1995]',0.023,62.250,18.562,62.500,54.300
'[12:13:45.208 02/02/1995]',0.023,61.650,18.863,62.650,53.950
'[12:13:45.210 02/02/1995]',0.023,61.650,18.863,62.650,53.950
'[12:13:45.212 02/02/1995]',0.002,61.650,18.863,62.650,53.950
'[12:13:45.214 02/02/1995]',0.002,61.650,18.863,62.650,53.950
'[12:13:45.216 02/02/1995]',0.002,61.200,19.038,63.000,53.450
'[12:13:45.218 02/02/1995]',0.002,61.200,19.038,63.000,53.450
'[12:13:45.220 02/02/1995]',0.002,61.200,19.038,63.000,53.450
'[12:13:45.222 02/02/1995]',0.002,61.200,19.038,63.000,53.450
'[12:13:45.224 02/02/1995]',-0.020,60.900,19.038,63.650,53.000
'[12:13:45.226 02/02/1995]',-0.020,60.900,19.038,63.650,53.000
'[12:13:45.228 02/02/1995]',-0.020,60.900,19.038,63.650,53.000
'[12:13:45.230 02/02/1995]',-0.020,60.900,19.038,63.650,53.000
'[12:13:45.232 02/02/1995]',-0.020,60.800,18.925,64.500,52.550
'[12:13:45.234 02/02/1995]',-0.020,60.800,18.925,64.500,52.550
'[12:13:45.236 02/02/1995]',-0.020,60.800,18.925,64.500,52.550
'[12:13:45.238 02/02/1995]',0.002,60.800,18.925,64.500,52.550
'[12:13:45.240 02/02/1995]',0.023,60.800,18.625,65.200,52.000
'[12:13:45.242 02/02/1995]',0.002,60.800,18.625,65.200,52.000
'[12:13:45.244 02/02/1995]',0.002,60.800,18.625,65.200,52.000
'[12:13:45.246 02/02/1995]',0.023,60.800,18.625,65.200,52.000
'[12:13:45.248 02/02/1995]',0.023,60.950,18.212,65.500,51.400
'[12:13:45.250 02/02/1995]',0.023,60.950,18.212,65.500,51.400
'[12:13:45.252 02/02/1995]',0.023,60.950,18.212,65.500,51.400
'[12:13:45.254 02/02/1995]',0.023,60.950,18.212,65.500,51.400
'[12:13:45.256 02/02/1995]',0.045,61.200,17.750,65.350,50.800
'[12:13:45.258 02/02/1995]',0.023,61.200,17.750,65.350,50.800
'[12:13:45.260 02/02/1995]',0.023,61.200,17.750,65.350,50.800
'[12:13:45.262 02/02/1995]',0.002,61.200,17.750,65.350,50.800
'[12:13:45.264 02/02/1995]',0.002,61.250,17.337,65.200,50.050
'[12:13:45.266 02/02/1995]',0.002,61.250,17.337,65.200,50.050
'[12:13:45.268 02/02/1995]',-0.020,61.250,17.337,65.200,50.050
'[12:13:45.270 02/02/1995]',-0.020,61.250,17.337,65.200,50.050
'[12:13:45.272 02/02/1995]',-0.020,61.200,16.875,65.150,49.500
'[12:13:45.274 02/02/1995]',-0.042,61.200,16.875,65.150,49.500
'[12:13:45.276 02/02/1995]',-0.064,61.200,16.875,65.150,49.500
'[12:13:45.278 02/02/1995]',-0.064,61.200,16.875,65.150,49.500
'[12:13:45.280 02/02/1995]',-0.064,60.950,16.337,65.400,48.950
'[12:13:45.282 02/02/1995]',-0.086,60.950,16.337,65.400,48.950
'[12:13:45.284 02/02/1995]',-0.064,60.950,16.337,65.400,48.950
'[12:13:45.286 02/02/1995]',-0.064,60.950,16.337,65.400,48.950
'[12:13:45.288 02/02/1995]',-0.042,60.700,15.875,65.900,48.750
'[12:13:45.290 02/02/1995]',-0.064,60.700,15.875,65.900,48.750
'[12:13:45.292 02/02/1995]',-0.064,60.700,15.875,65.900,48.750
'[12:13:45.294 02/02/1995]',-0.086,60.700,15.875,65.900,48.750
'[12:13:45.296 02/02/1995]',-0.086,60.100,15.750,66.400,48.800
'[12:13:45.298 02/02/1995]',-0.108,60.100,15.750,66.400,48.800
'[12:13:45.300 02/02/1995]',-0.108,60.100,15.750,66.400,48.800
'[12:13:45.302 02/02/1995]',-0.108,60.100,15.750,66.400,48.800
'[12:13:45.304 02/02/1995]',-0.108,59.100,16.113,66.750,49.200
'[12:13:45.306 02/02/1995]',-0.152,59.100,16.113,66.750,49.200
'[12:13:45.308 02/02/1995]',-0.152,59.100,16.113,66.750,49.200
'[12:13:45.310 02/02/1995]',-0.152,59.100,16.113,66.750,49.200
'[12:13:45.312 02/02/1995]',-0.108,57.650,16.750,66.900,50.050
'[12:13:45.314 02/02/1995]',-0.108,57.650,16.750,66.900,50.050
'[12:13:45.316 02/02/1995]',-0.108,57.650,16.750,66.900,50.050
'[12:13:45.318 02/02/1995]',-0.108,57.650,16.750,66.900,50.050
'[12:13:45.320 02/02/1995]',-0.108,56.000,17.625,66.750,51.350
'[12:13:45.322 02/02/1995]',-0.086,56.000,17.625,66.750,51.350
'[12:13:45.324 02/02/1995]',-0.086,56.000,17.625,66.750,51.350
'[12:13:45.326 02/02/1995]',-0.108,56.000,17.625,66.750,51.350
'[12:13:45.328 02/02/1995]',-0.108,54.950,18.688,66.500,53.000
'[12:13:45.330 02/02/1995]',-0.086,54.950,18.688,66.500,53.000
'[12:13:45.332 02/02/1995]',-0.086,54.950,18.688,66.500,53.000
'[12:13:45.334 02/02/1995]',-0.086,54.950,18.688,66.500,53.000
'[12:13:45.336 02/02/1995]',-0.086,54.950,19.863,66.200,55.050
'[12:13:45.338 02/02/1995]',-0.064,54.950,19.863,66.200,55.050
'[12:13:45.340 02/02/1995]',-0.064,54.950,19.863,66.200,55.050
'[12:13:45.342 02/02/1995]',-0.064,54.950,19.863,66.200,55.050
'[12:13:45.344 02/02/1995]',-0.042,56.150,21.025,66.000,57.350
'[12:13:45.346 02/02/1995]',-0.042,56.150,21.025,66.000,57.350
'[12:13:45.348 02/02/1995]',-0.020,56.150,21.025,66.000,57.350
'[12:13:45.350 02/02/1995]',0.002,56.150,21.025,66.000,57.350
'[12:13:45.352 02/02/1995]',0.002,58.300,22.087,65.900,59.700
'[12:13:45.354 02/02/1995]',0.002,58.300,22.087,65.900,59.700
'[12:13:45.356 02/02/1995]',-0.020,58.300,22.087,65.900,59.700
'[12:13:45.358 02/02/1995]',0.002,58.300,22.087,65.900,59.700
'[12:13:45.360 02/02/1995]',0.002,60.900,22.900,66.000,61.900
'[12:13:45.362 02/02/1995]',0.023,60.900,22.900,66.000,61.900
'[12:13:45.364 02/02/1995]',0.023,60.900,22.900,66.000,61.900
'[12:13:45.366 02/02/1995]',0.023,60.900,22.900,66.000,61.900
'[12:13:45.368 02/02/1995]',0.023,63.600,23.550,65.950,63.900
'[12:13:45.370 02/02/1995]',0.023,63.600,23.550,65.950,63.900
'[12:13:45.372 02/02/1995]',0.023,63.600,23.550,65.950,63.900
'[12:13:45.374 02/02/1995]',0.023,63.600,23.550,65.950,63.900
'[12:13:45.376 02/02/1995]',0.023,66.050,23.900,65.300,65.600
'[12:13:45.378 02/02/1995]',0.023,66.050,23.900,65.300,65.600
'[12:13:45.380 02/02/1995]',0.023,66.050,23.900,65.300,65.600
'[12:13:45.382 02/02/1995]',0.023,66.050,23.900,65.300,65.600
'[12:13:45.384 02/02/1995]',0.023,68.100,24.075,63.500,67.000
'[12:13:45.386 02/02/1995]',0.023,68.100,24.075,63.500,67.000
'[12:13:45.388 02/02/1995]',0.023,68.100,24.075,63.500,67.000
'[12:13:45.390 02/02/1995]',0.002,68.100,24.075,63.500,67.000
'[12:13:45.392 02/02/1995]',0.045,69.650,24.012,60.550,68.100
'[12:13:45.394 02/02/1995]',0.023,69.650,24.012,60.550,68.100
'[12:13:45.396 02/02/1995]',0.023,69.650,24.012,60.550,68.100
'[12:13:45.398 02/02/1995]',0.023,69.650,24.012,60.550,68.100
'[12:13:45.400 02/02/1995]',0.023,70.800,23.837,57.150,69.000
'[12:13:45.402 02/02/1995]',0.023,70.800,23.837,57.150,69.000
'[12:13:45.404 02/02/1995]',0.023,70.800,23.837,57.150,69.000
