'Time and date','II','V','ABP','PAP','UAP','PLETH','RESP'
'[09:06:24.788 05/12/1995]',0.001,0.001,54.001,55.875,72.150,0.220,-0.512
'[09:06:24.790 05/12/1995]',0.001,0.001,54.001,55.875,72.150,0.220,-0.512
'[09:06:24.792 05/12/1995]',0.001,0.001,53.026,44.450,72.200,0.209,-0.512
'[09:06:24.794 05/12/1995]',0.001,0.001,53.026,44.450,72.200,0.209,-0.512
'[09:06:24.796 05/12/1995]',0.001,0.001,53.026,44.450,72.200,0.209,-0.512
'[09:06:24.798 05/12/1995]',0.001,0.001,53.026,44.450,72.200,0.209,-0.512
'[09:06:24.800 05/12/1995]',0.001,0.001,52.051,33.625,72.000,0.198,-0.512
'[09:06:24.802 05/12/1995]',0.001,0.001,52.051,33.625,72.000,0.198,-0.512
'[09:06:24.804 05/12/1995]',0.001,0.001,52.051,33.625,72.000,0.198,-0.512
'[09:06:24.806 05/12/1995]',0.001,0.001,52.051,33.625,72.000,0.198,-0.512
'[09:06:24.808 05/12/1995]',0.001,0.001,51.301,25.950,71.450,0.183,-0.512
'[09:06:24.810 05/12/1995]',0.001,0.001,51.301,25.950,71.450,0.183,-0.512
'[09:06:24.812 05/12/1995]',0.001,0.001,51.301,25.950,71.450,0.183,-0.512
'[09:06:24.814 05/12/1995]',0.001,0.001,51.301,25.950,71.450,0.183,-0.512
'[09:06:24.816 05/12/1995]',0.001,0.001,50.626,22.675,71.100,0.170,-0.512
'[09:06:24.818 05/12/1995]',0.001,0.001,50.626,22.675,71.100,0.170,-0.512
'[09:06:24.820 05/12/1995]',0.001,0.001,50.626,22.675,71.100,0.170,-0.512
'[09:06:24.822 05/12/1995]',0.001,0.001,50.626,22.675,71.100,0.170,-0.512
'[09:06:24.824 05/12/1995]',0.001,0.001,50.026,23.475,71.050,0.155,-0.512
'[09:06:24.826 05/12/1995]',0.001,0.001,50.026,23.475,71.050,0.155,-0.512
'[09:06:24.828 05/12/1995]',0.001,0.001,50.026,23.475,71.050,0.155,-0.512
'[09:06:24.830 05/12/1995]',0.001,0.001,50.026,23.475,71.050,0.155,-0.512
'[09:06:24.832 05/12/1995]',0.001,0.001,49.426,27.175,71.150,0.140,-0.512
'[09:06:24.834 05/12/1995]',0.001,0.001,49.426,27.175,71.150,0.140,-0.512
'[09:06:24.836 05/12/1995]',0.001,0.001,49.426,27.175,71.150,0.140,-0.512
'[09:06:24.838 05/12/1995]',0.001,0.001,49.426,27.175,71.150,0.140,-0.512
'[09:06:24.840 05/12/1995]',0.001,0.001,48.901,31.925,71.350,0.123,-0.512
'[09:06:24.842 05/12/1995]',0.001,0.001,48.901,31.925,71.350,0.123,-0.512
'[09:06:24.844 05/12/1995]',0.001,0.001,48.901,31.925,71.350,0.123,-0.512
'[09:06:24.846 05/12/1995]',0.001,0.001,48.901,31.925,71.350,0.123,-0.512
'[09:06:24.848 05/12/1995]',0.001,0.001,48.301,36.375,71.500,0.110,-0.512
'[09:06:24.850 05/12/1995]',0.001,0.001,48.301,36.375,71.500,0.110,-0.512
'[09:06:24.852 05/12/1995]',0.001,0.001,48.301,36.375,71.500,0.110,-0.512
'[09:06:24.854 05/12/1995]',0.001,0.001,48.301,36.375,71.500,0.110,-0.512
'[09:06:24.856 05/12/1995]',0.001,0.001,47.851,39.425,71.700,0.093,-0.512
'[09:06:24.858 05/12/1995]',0.001,0.001,47.851,39.425,71.700,0.093,-0.512
'[09:06:24.860 05/12/1995]',0.001,0.001,47.851,39.425,71.700,0.093,-0.512
'[09:06:24.862 05/12/1995]',0.001,0.001,47.851,39.425,71.700,0.093,-0.512
'[09:06:24.864 05/12/1995]',0.001,0.001,47.401,40.525,71.800,0.077,-0.512
'[09:06:24.866 05/12/1995]',0.001,0.001,47.401,40.525,71.800,0.077,-0.512
'[09:06:24.868 05/12/1995]',0.001,0.001,47.401,40.525,71.800,0.077,-0.512
'[09:06:24.870 05/12/1995]',0.001,0.001,47.401,40.525,71.800,0.077,-0.512
'[09:06:24.872 05/12/1995]',0.001,0.001,46.876,39.725,72.000,0.064,-0.512
'[09:06:24.874 05/12/1995]',0.001,0.001,46.876,39.725,72.000,0.064,-0.512
'[09:06:24.876 05/12/1995]',0.001,0.001,46.876,39.725,72.000,0.064,-0.512
'[09:06:24.878 05/12/1995]',0.001,0.001,46.876,39.725,72.000,0.064,-0.512
'[09:06:24.880 05/12/1995]',0.001,0.001,46.426,37.375,72.100,0.044,-0.512
'[09:06:24.882 05/12/1995]',0.001,0.001,46.426,37.375,72.100,0.044,-0.512
'[09:06:24.884 05/12/1995]',0.001,0.001,46.426,37.375,72.100,0.044,-0.512
'[09:06:24.886 05/12/1995]',0.001,0.001,46.426,37.375,72.100,0.044,-0.512
'[09:06:24.888 05/12/1995]',0.001,0.001,46.051,34.375,72.200,0.030,-0.512
'[09:06:24.890 05/12/1995]',0.001,0.001,46.051,34.375,72.200,0.030,-0.512
'[09:06:24.892 05/12/1995]',0.001,0.001,46.051,34.375,72.200,0.030,-0.512
'[09:06:24.894 05/12/1995]',0.001,0.001,46.051,34.375,72.200,0.030,-0.512
'[09:06:24.896 05/12/1995]',0.001,0.001,45.676,31.450,72.350,0.015,-0.512
'[09:06:24.898 05/12/1995]',0.001,0.001,45.676,31.450,72.350,0.015,-0.512
'[09:06:24.900 05/12/1995]',0.001,0.001,45.676,31.450,72.350,0.015,-0.512
'[09:06:24.902 05/12/1995]',0.001,0.001,45.676,31.450,72.350,0.015,-0.512
'[09:06:24.904 05/12/1995]',0.001,0.001,45.226,29.175,72.450,-0.002,-0.512
'[09:06:24.906 05/12/1995]',0.001,0.001,45.226,29.175,72.450,-0.002,-0.512
'[09:06:24.908 05/12/1995]',0.001,0.001,45.226,29.175,72.450,-0.002,-0.512
'[09:06:24.910 05/12/1995]',0.001,0.001,45.226,29.175,72.450,-0.002,-0.512
'[09:06:24.912 05/12/1995]',0.001,0.001,45.001,27.825,72.650,-0.021,-0.512
'[09:06:24.914 05/12/1995]',0.001,0.001,45.001,27.825,72.650,-0.021,-0.512
'[09:06:24.916 05/12/1995]',0.001,0.001,45.001,27.825,72.650,-0.021,-0.512
'[09:06:24.918 05/12/1995]',0.001,0.001,45.001,27.825,72.650,-0.021,-0.512
'[09:06:24.920 05/12/1995]',0.001,0.001,44.701,27.475,72.750,-0.036,-0.512
'[09:06:24.922 05/12/1995]',0.001,0.001,44.701,27.475,72.750,-0.036,-0.512
'[09:06:24.924 05/12/1995]',0.001,0.001,44.701,27.475,72.750,-0.036,-0.512
'[09:06:24.926 05/12/1995]',0.001,0.001,44.701,27.475,72.750,-0.036,-0.512
'[09:06:24.928 05/12/1995]',0.001,0.001,44.476,28.000,72.900,-0.049,-0.512
'[09:06:24.930 05/12/1995]',0.001,0.001,44.476,28.000,72.900,-0.049,-0.512
'[09:06:24.932 05/12/1995]',0.001,0.001,44.476,28.000,72.900,-0.049,-0.512
'[09:06:24.934 05/12/1995]',0.001,0.001,44.476,28.000,72.900,-0.049,-0.512
'[09:06:24.936 05/12/1995]',0.001,0.001,44.326,29.100,73.050,-0.067,-0.512
'[09:06:24.938 05/12/1995]',0.001,0.001,44.326,29.100,73.050,-0.067,-0.512
'[09:06:24.940 05/12/1995]',0.001,0.001,44.326,29.100,73.050,-0.067,-0.512
'[09:06:24.942 05/12/1995]',0.001,0.001,44.326,29.100,73.050,-0.067,-0.512
'[09:06:24.944 05/12/1995]',0.001,0.001,44.101,30.350,73.200,-0.082,-0.512
'[09:06:24.946 05/12/1995]',0.001,0.001,44.101,30.350,73.200,-0.082,-0.512
'[09:06:24.948 05/12/1995]',0.001,0.001,44.101,30.350,73.200,-0.082,-0.512
'[09:06:24.950 05/12/1995]',0.001,0.001,44.101,30.350,73.200,-0.082,-0.512
'[09:06:24.952 05/12/1995]',0.001,0.001,43.876,31.450,73.350,-0.098,-0.512
'[09:06:24.954 05/12/1995]',0.001,0.001,43.876,31.450,73.350,-0.098,-0.512
'[09:06:24.956 05/12/1995]',0.001,0.001,43.876,31.450,73.350,-0.098,-0.512
'[09:06:24.958 05/12/1995]',0.001,0.001,43.876,31.450,73.350,-0.098,-0.512
'[09:06:24.960 05/12/1995]',0.001,0.001,43.651,32.325,73.450,-0.111,-0.512
'[09:06:24.962 05/12/1995]',0.001,0.001,43.651,32.325,73.450,-0.111,-0.512
'[09:06:24.964 05/12/1995]',0.001,0.001,43.651,32.325,73.450,-0.111,-0.512
'[09:06:24.966 05/12/1995]',0.001,0.001,43.651,32.325,73.450,-0.111,-0.512
'[09:06:24.968 05/12/1995]',0.001,0.001,43.426,32.925,73.650,-0.125,-0.512
'[09:06:24.970 05/12/1995]',0.001,0.001,43.426,32.925,73.650,-0.125,-0.512
'[09:06:24.972 05/12/1995]',0.001,0.001,43.426,32.925,73.650,-0.125,-0.512
'[09:06:24.974 05/12/1995]',0.001,0.001,43.426,32.925,73.650,-0.125,-0.512
'[09:06:24.976 05/12/1995]',0.001,0.001,43.276,33.375,73.750,-0.141,-0.512
'[09:06:24.978 05/12/1995]',0.001,0.001,43.276,33.375,73.750,-0.141,-0.512
'[09:06:24.980 05/12/1995]',0.001,0.001,43.276,33.375,73.750,-0.141,-0.512
'[09:06:24.982 05/12/1995]',0.001,0.001,43.276,33.375,73.750,-0.141,-0.512
'[09:06:24.984 05/12/1995]',0.001,0.001,43.051,33.750,73.850,-0.151,-0.512
'[09:06:24.986 05/12/1995]',0.001,0.001,43.051,33.750,73.850,-0.151,-0.512
'[09:06:24.988 05/12/1995]',0.001,0.001,43.051,33.750,73.850,-0.151,-0.512
'[09:06:24.990 05/12/1995]',0.001,0.001,43.051,33.750,73.850,-0.151,-0.512
'[09:06:24.992 05/12/1995]',0.001,0.001,42.826,33.800,74.000,-0.166,-0.512
'[09:06:24.994 05/12/1995]',0.001,0.001,42.826,33.800,74.000,-0.166,-0.512
'[09:06:24.996 05/12/1995]',0.001,0.001,42.826,33.800,74.000,-0.166,-0.512
'[09:06:24.998 05/12/1995]',0.001,0.001,42.826,33.800,74.000,-0.166,-0.512
'[09:06:25.000 05/12/1995]',0.001,0.001,42.526,33.150,74.150,-0.178,-0.512
'[09:06:25.002 05/12/1995]',0.001,0.001,42.526,33.150,74.150,-0.178,-0.512
'[09:06:25.004 05/12/1995]',0.001,0.001,42.526,33.150,74.150,-0.178,-0.512
'[09:06:25.006 05/12/1995]',0.001,0.001,42.526,33.150,74.150,-0.178,-0.512
'[09:06:25.008 05/12/1995]',0.001,0.001,42.301,31.750,74.250,-0.193,-0.512
'[09:06:25.010 05/12/1995]',0.001,0.001,42.301,31.750,74.250,-0.193,-0.512
'[09:06:25.012 05/12/1995]',0.001,0.001,42.301,31.750,74.250,-0.193,-0.512
'[09:06:25.014 05/12/1995]',0.001,0.001,42.301,31.750,74.250,-0.193,-0.512
'[09:06:25.016 05/12/1995]',0.001,0.001,41.476,29.575,73.300,-0.204,-0.512
'[09:06:25.018 05/12/1995]',0.001,0.001,41.476,29.575,73.300,-0.204,-0.512
'[09:06:25.020 05/12/1995]',0.001,0.001,41.476,29.575,73.300,-0.204,-0.512
'[09:06:25.022 05/12/1995]',0.001,0.001,41.476,29.575,73.300,-0.204,-0.512
'[09:06:25.024 05/12/1995]',0.001,0.001,37.426,25.650,66.350,-0.215,-0.512
'[09:06:25.026 05/12/1995]',0.001,0.001,37.426,25.650,66.350,-0.215,-0.512
'[09:06:25.028 05/12/1995]',0.001,0.001,37.426,25.650,66.350,-0.215,-0.512
'[09:06:25.030 05/12/1995]',0.001,0.001,37.426,25.650,66.350,-0.215,-0.512
'[09:06:25.032 05/12/1995]',0.001,0.001,27.526,18.450,48.900,-0.226,-0.512
'[09:06:25.034 05/12/1995]',0.001,0.001,27.526,18.450,48.900,-0.226,-0.512
'[09:06:25.036 05/12/1995]',0.001,0.001,27.526,18.450,48.900,-0.226,-0.512
'[09:06:25.038 05/12/1995]',0.001,0.001,27.526,18.450,48.900,-0.226,-0.512
'[09:06:25.040 05/12/1995]',0.001,0.001,14.400,9.550,25.600,-0.237,-0.512
'[09:06:25.042 05/12/1995]',0.001,0.001,14.400,9.550,25.600,-0.237,-0.512
'[09:06:25.044 05/12/1995]',0.001,0.001,14.400,9.550,25.600,-0.237,-0.512
'[09:06:25.046 05/12/1995]',0.001,0.001,14.400,9.550,25.600,-0.237,-0.512
'[09:06:25.048 05/12/1995]',0.001,0.001,4.575,2.975,8.100,-0.246,-0.512
'[09:06:25.050 05/12/1995]',0.001,0.001,4.575,2.975,8.100,-0.246,-0.512
'[09:06:25.052 05/12/1995]',0.001,0.001,4.575,2.975,8.100,-0.246,-0.512
'[09:06:25.054 05/12/1995]',0.001,0.001,4.575,2.975,8.100,-0.246,-0.512
'[09:06:25.056 05/12/1995]',0.001,0.001,0.675,0.350,1.150,-0.246,-0.512
'[09:06:25.058 05/12/1995]',0.001,0.001,0.675,0.350,1.150,-0.246,-0.512
'[09:06:25.060 05/12/1995]',0.001,0.001,0.675,0.350,1.150,-0.246,-0.512
'[09:06:25.062 05/12/1995]',0.001,0.001,0.675,0.350,1.150,-0.246,-0.512
'[09:06:25.064 05/12/1995]',0.001,0.001,0.000,-0.050,0.000,-0.256,-0.512
'[09:06:25.066 05/12/1995]',0.001,0.001,0.000,-0.050,0.000,-0.256,-0.512
'[09:06:25.068 05/12/1995]',0.001,0.001,0.000,-0.050,0.000,-0.256,-0.512
'[09:06:25.070 05/12/1995]',0.001,0.001,0.000,-0.050,0.000,-0.256,-0.512
'[09:06:25.072 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.265,-0.512
'[09:06:25.074 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.265,-0.512
'[09:06:25.076 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.265,-0.512
'[09:06:25.078 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.265,-0.512
'[09:06:25.080 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.273,-0.512
'[09:06:25.082 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.273,-0.512
'[09:06:25.084 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.273,-0.512
'[09:06:25.086 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.273,-0.512
'[09:06:25.088 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.281,-0.512
'[09:06:25.090 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.281,-0.512
'[09:06:25.092 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.281,-0.512
'[09:06:25.094 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.281,-0.512
'[09:06:25.096 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.291,-0.512
'[09:06:25.098 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.291,-0.512
'[09:06:25.100 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.291,-0.512
'[09:06:25.102 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.291,-0.512
'[09:06:25.104 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.298,-0.512
'[09:06:25.106 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.298,-0.512
'[09:06:25.108 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.298,-0.512
'[09:06:25.110 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.298,-0.512
'[09:06:25.112 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.305,-0.512
'[09:06:25.114 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.305,-0.512
'[09:06:25.116 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.305,-0.512
'[09:06:25.118 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.305,-0.512
'[09:06:25.120 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.312,-0.512
'[09:06:25.122 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.312,-0.512
'[09:06:25.124 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.312,-0.512
'[09:06:25.126 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.312,-0.512
'[09:06:25.128 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.319,-0.512
'[09:06:25.130 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.319,-0.512
'[09:06:25.132 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.319,-0.512
'[09:06:25.134 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.319,-0.512
'[09:06:25.136 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.327,-0.512
'[09:06:25.138 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.327,-0.512
'[09:06:25.140 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.327,-0.512
'[09:06:25.142 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.327,-0.512
'[09:06:25.144 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.333,-0.512
'[09:06:25.146 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.333,-0.512
'[09:06:25.148 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.333,-0.512
'[09:06:25.150 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.333,-0.512
'[09:06:25.152 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.338,-0.512
'[09:06:25.154 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.338,-0.512
'[09:06:25.156 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.338,-0.512
'[09:06:25.158 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.338,-0.512
'[09:06:25.160 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.343,-0.512
'[09:06:25.162 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.343,-0.512
'[09:06:25.164 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.343,-0.512
'[09:06:25.166 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.343,-0.512
'[09:06:25.168 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.351,-0.512
'[09:06:25.170 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.351,-0.512
'[09:06:25.172 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.351,-0.512
'[09:06:25.174 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.351,-0.512
'[09:06:25.176 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.356,-0.512
'[09:06:25.178 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.356,-0.512
'[09:06:25.180 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.356,-0.512
'[09:06:25.182 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.356,-0.512
'[09:06:25.184 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.359,-0.512
'[09:06:25.186 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.359,-0.512
'[09:06:25.188 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.359,-0.512
'[09:06:25.190 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.359,-0.512
'[09:06:25.192 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.364,-0.512
'[09:06:25.194 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.364,-0.512
'[09:06:25.196 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.364,-0.512
'[09:06:25.198 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.364,-0.512
'[09:06:25.200 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.368,-0.512
'[09:06:25.202 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.368,-0.512
'[09:06:25.204 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.368,-0.512
'[09:06:25.206 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.368,-0.512
'[09:06:25.208 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.371,-0.512
'[09:06:25.210 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.371,-0.512
'[09:06:25.212 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.371,-0.512
'[09:06:25.214 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.371,-0.512
'[09:06:25.216 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.374,-0.512
'[09:06:25.218 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.374,-0.512
'[09:06:25.220 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.374,-0.512
'[09:06:25.222 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.374,-0.512
'[09:06:25.224 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.382,-0.512
'[09:06:25.226 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.382,-0.512
'[09:06:25.228 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.382,-0.512
'[09:06:25.230 05/12/1995]',0.001,0.001,0.000,-0.050,0.050,-0.382,-0.512
'[09:06:25.232 05/12/1995]',0.238,0.206,0.000,-0.050,0.050,-0.385,-0.512
'[09:06:25.234 05/12/1995]',0.228,0.200,0.000,-0.050,0.050,-0.385,-0.512
'[09:06:25.236 05/12/1995]',0.228,0.200,0.000,-0.050,0.050,-0.385,-0.512
'[09:06:25.238 05/12/1995]',0.228,0.200,0.000,-0.050,0.050,-0.385,-0.512
'[09:06:25.240 05/12/1995]',0.228,0.195,0.450,0.400,0.500,-0.387,-0.512
'[09:06:25.242 05/12/1995]',0.228,0.195,0.450,0.400,0.500,-0.387,-0.512
'[09:06:25.244 05/12/1995]',0.228,0.200,0.450,0.400,0.500,-0.387,-0.512
'[09:06:25.246 05/12/1995]',0.228,0.195,0.450,0.400,0.500,-0.387,-0.512
'[09:06:25.248 05/12/1995]',0.217,0.195,3.225,3.200,3.300,-0.388,-0.512
'[09:06:25.250 05/12/1995]',0.217,0.195,3.225,3.200,3.300,-0.388,-0.512
'[09:06:25.252 05/12/1995]',0.217,0.195,3.225,3.200,3.300,-0.388,-0.512
'[09:06:25.254 05/12/1995]',0.217,0.195,3.225,3.200,3.300,-0.388,-0.512
'[09:06:25.256 05/12/1995]',0.217,0.183,10.200,10.250,10.350,-0.388,-0.512
'[09:06:25.258 05/12/1995]',0.228,0.183,10.200,10.250,10.350,-0.388,-0.512
'[09:06:25.260 05/12/1995]',0.217,0.183,10.200,10.250,10.350,-0.388,-0.512
'[09:06:25.262 05/12/1995]',0.217,0.195,10.200,10.250,10.350,-0.388,-0.512
'[09:06:25.264 05/12/1995]',0.217,0.183,19.575,19.625,19.700,-0.390,-0.512
'[09:06:25.266 05/12/1995]',0.217,0.195,19.575,19.625,19.700,-0.390,-0.512
'[09:06:25.268 05/12/1995]',0.217,0.183,19.575,19.625,19.700,-0.390,-0.512
'[09:06:25.270 05/12/1995]',0.217,0.177,19.575,19.625,19.700,-0.390,-0.512
'[09:06:25.272 05/12/1995]',0.217,0.183,26.551,26.700,26.750,-0.390,-0.512
'[09:06:25.274 05/12/1995]',0.217,0.177,26.551,26.700,26.750,-0.390,-0.512
'[09:06:25.276 05/12/1995]',0.217,0.183,26.551,26.700,26.750,-0.390,-0.512
'[09:06:25.278 05/12/1995]',0.217,0.177,26.551,26.700,26.750,-0.390,-0.512
'[09:06:25.280 05/12/1995]',0.207,0.183,29.401,29.525,29.550,-0.390,-0.512
'[09:06:25.282 05/12/1995]',0.217,0.183,29.401,29.525,29.550,-0.390,-0.512
'[09:06:25.284 05/12/1995]',0.197,0.177,29.401,29.525,29.550,-0.390,-0.512
'[09:06:25.286 05/12/1995]',0.197,0.177,29.401,29.525,29.550,-0.390,-0.512
'[09:06:25.288 05/12/1995]',0.197,0.177,29.851,30.000,30.050,-0.390,-0.512
'[09:06:25.290 05/12/1995]',0.197,0.177,29.851,30.000,30.050,-0.390,-0.512
'[09:06:25.292 05/12/1995]',0.197,0.165,29.851,30.000,30.050,-0.390,-0.512
'[09:06:25.294 05/12/1995]',0.186,0.165,29.851,30.000,30.050,-0.390,-0.512
'[09:06:25.296 05/12/1995]',0.197,0.177,29.926,30.050,30.050,-0.392,-0.512
'[09:06:25.298 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.392,-0.512
'[09:06:25.300 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.392,-0.512
'[09:06:25.302 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.392,-0.512
'[09:06:25.304 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.306 05/12/1995]',0.176,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.308 05/12/1995]',0.186,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.310 05/12/1995]',0.186,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.312 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.314 05/12/1995]',0.186,0.165,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.316 05/12/1995]',0.176,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.318 05/12/1995]',0.176,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.320 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.322 05/12/1995]',0.176,0.159,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.324 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.326 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.388,-0.512
'[09:06:25.328 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.383,-0.512
'[09:06:25.330 05/12/1995]',0.176,0.159,29.926,30.050,30.050,-0.383,-0.512
'[09:06:25.332 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.383,-0.512
'[09:06:25.334 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.383,-0.512
'[09:06:25.336 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.382,-0.512
'[09:06:25.338 05/12/1995]',0.176,0.142,29.926,30.050,30.050,-0.382,-0.512
'[09:06:25.340 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.382,-0.512
'[09:06:25.342 05/12/1995]',0.176,0.142,29.926,30.050,30.050,-0.382,-0.512
'[09:06:25.344 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.377,-0.512
'[09:06:25.346 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.377,-0.512
'[09:06:25.348 05/12/1995]',0.176,0.153,29.926,30.050,30.050,-0.377,-0.512
'[09:06:25.350 05/12/1995]',0.165,0.153,29.926,30.050,30.050,-0.377,-0.512
'[09:06:25.352 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.368,-0.512
'[09:06:25.354 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.368,-0.512
'[09:06:25.356 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.368,-0.512
'[09:06:25.358 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.368,-0.512
'[09:06:25.360 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.356,-0.512
'[09:06:25.362 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.356,-0.512
'[09:06:25.364 05/12/1995]',0.165,0.142,29.926,30.050,30.050,-0.356,-0.512
'[09:06:25.366 05/12/1995]',0.165,0.136,29.926,30.050,30.050,-0.356,-0.512
