'Time and date','II','aVF','V','ABP','PAP','CVP','PLETH'
'[14:49:27.976 29/04/1996]',0.054,0.069,0.017,109.550,24.325,14.512,0.439
'[14:49:27.978 29/04/1996]',0.054,0.069,0.017,109.550,24.325,14.512,0.439
'[14:49:27.980 29/04/1996]',0.070,0.069,0.017,109.550,24.325,14.512,0.439
'[14:49:27.982 29/04/1996]',0.070,0.069,0.017,109.550,24.325,14.512,0.439
'[14:49:27.984 29/04/1996]',0.078,0.069,0.033,106.500,24.775,14.812,0.376
'[14:49:27.986 29/04/1996]',0.078,0.069,0.017,106.500,24.775,14.812,0.376
'[14:49:27.988 29/04/1996]',0.085,0.085,0.033,106.500,24.775,14.812,0.376
'[14:49:27.990 29/04/1996]',0.101,0.085,0.033,106.500,24.775,14.812,0.376
'[14:49:27.992 29/04/1996]',0.085,0.085,0.033,104.750,25.550,15.162,0.324
'[14:49:27.994 29/04/1996]',0.085,0.085,0.033,104.750,25.550,15.162,0.324
'[14:49:27.996 29/04/1996]',0.085,0.085,0.033,104.750,25.550,15.162,0.324
'[14:49:27.998 29/04/1996]',0.101,0.085,0.033,104.750,25.550,15.162,0.324
'[14:49:28.000 29/04/1996]',0.108,0.102,0.033,104.050,26.425,15.575,0.282
'[14:49:28.002 29/04/1996]',0.108,0.102,0.033,104.050,26.425,15.575,0.282
'[14:49:28.004 29/04/1996]',0.101,0.085,0.033,104.050,26.425,15.575,0.282
'[14:49:28.006 29/04/1996]',0.108,0.085,0.049,104.050,26.425,15.575,0.282
'[14:49:28.008 29/04/1996]',0.108,0.102,0.049,103.800,27.425,16.038,0.220
'[14:49:28.010 29/04/1996]',0.116,0.102,0.049,103.800,27.425,16.038,0.220
'[14:49:28.012 29/04/1996]',0.131,0.119,0.065,103.800,27.425,16.038,0.220
'[14:49:28.014 29/04/1996]',0.147,0.136,0.065,103.800,27.425,16.038,0.220
'[14:49:28.016 29/04/1996]',0.147,0.136,0.065,103.550,28.300,16.512,0.157
'[14:49:28.018 29/04/1996]',0.147,0.136,0.065,103.550,28.300,16.512,0.157
'[14:49:28.020 29/04/1996]',0.124,0.119,0.065,103.550,28.300,16.512,0.157
'[14:49:28.022 29/04/1996]',0.108,0.102,0.049,103.550,28.300,16.512,0.157
'[14:49:28.024 29/04/1996]',0.085,0.085,0.049,103.150,28.950,16.925,0.104
'[14:49:28.026 29/04/1996]',0.062,0.069,0.033,103.150,28.950,16.925,0.104
'[14:49:28.028 29/04/1996]',0.039,0.052,0.017,103.150,28.950,16.925,0.104
'[14:49:28.030 29/04/1996]',0.024,0.035,0.001,103.150,28.950,16.925,0.104
'[14:49:28.032 29/04/1996]',0.008,0.018,0.001,102.550,29.175,17.275,0.062
'[14:49:28.034 29/04/1996]',0.001,0.018,-0.015,102.550,29.175,17.275,0.062
'[14:49:28.036 29/04/1996]',-0.015,0.002,-0.015,102.550,29.175,17.275,0.062
'[14:49:28.038 29/04/1996]',-0.030,-0.015,-0.031,102.550,29.175,17.275,0.062
'[14:49:28.040 29/04/1996]',-0.030,-0.015,-0.031,101.850,28.950,17.625,0.011
'[14:49:28.042 29/04/1996]',-0.053,-0.032,-0.031,101.850,28.950,17.625,0.011
'[14:49:28.044 29/04/1996]',-0.061,-0.032,-0.031,101.850,28.950,17.625,0.011
'[14:49:28.046 29/04/1996]',-0.069,-0.032,-0.031,101.850,28.950,17.625,0.011
'[14:49:28.048 29/04/1996]',-0.069,-0.032,-0.047,101.050,28.250,17.913,-0.031
'[14:49:28.050 29/04/1996]',-0.076,-0.032,-0.047,101.050,28.250,17.913,-0.031
'[14:49:28.052 29/04/1996]',-0.076,-0.049,-0.047,101.050,28.250,17.913,-0.031
'[14:49:28.054 29/04/1996]',-0.076,-0.049,-0.047,101.050,28.250,17.913,-0.031
'[14:49:28.056 29/04/1996]',-0.076,-0.049,-0.047,100.150,27.300,18.087,-0.084
'[14:49:28.058 29/04/1996]',-0.069,-0.049,-0.047,100.150,27.300,18.087,-0.084
'[14:49:28.060 29/04/1996]',-0.069,-0.049,-0.047,100.150,27.300,18.087,-0.084
'[14:49:28.062 29/04/1996]',-0.061,-0.032,-0.047,100.150,27.300,18.087,-0.084
'[14:49:28.064 29/04/1996]',-0.069,-0.049,-0.063,99.250,26.375,18.262,-0.115
'[14:49:28.066 29/04/1996]',-0.069,-0.049,-0.047,99.250,26.375,18.262,-0.115
'[14:49:28.068 29/04/1996]',-0.076,-0.049,-0.047,99.250,26.375,18.262,-0.115
'[14:49:28.070 29/04/1996]',-0.069,-0.049,-0.047,99.250,26.375,18.262,-0.115
'[14:49:28.072 29/04/1996]',-0.061,-0.032,-0.047,98.300,25.475,18.387,-0.146
'[14:49:28.074 29/04/1996]',-0.069,-0.049,-0.047,98.300,25.475,18.387,-0.146
'[14:49:28.076 29/04/1996]',-0.069,-0.032,-0.047,98.300,25.475,18.387,-0.146
'[14:49:28.078 29/04/1996]',-0.069,-0.049,-0.047,98.300,25.475,18.387,-0.146
'[14:49:28.080 29/04/1996]',-0.069,-0.049,-0.047,97.350,24.600,18.438,-0.167
'[14:49:28.082 29/04/1996]',-0.076,-0.049,-0.047,97.350,24.600,18.438,-0.167
'[14:49:28.084 29/04/1996]',-0.084,-0.049,-0.047,97.350,24.600,18.438,-0.167
'[14:49:28.086 29/04/1996]',-0.076,-0.049,-0.047,97.350,24.600,18.438,-0.167
'[14:49:28.088 29/04/1996]',-0.076,-0.049,-0.047,96.550,23.775,18.438,-0.198
'[14:49:28.090 29/04/1996]',-0.076,-0.049,-0.031,96.550,23.775,18.438,-0.198
'[14:49:28.092 29/04/1996]',-0.076,-0.049,-0.047,96.550,23.775,18.438,-0.198
'[14:49:28.094 29/04/1996]',-0.069,-0.049,-0.047,96.550,23.775,18.438,-0.198
'[14:49:28.096 29/04/1996]',-0.061,-0.049,-0.047,95.850,23.075,18.387,-0.240
'[14:49:28.098 29/04/1996]',-0.069,-0.049,-0.031,95.850,23.075,18.387,-0.240
'[14:49:28.100 29/04/1996]',-0.069,-0.049,-0.047,95.850,23.075,18.387,-0.240
'[14:49:28.102 29/04/1996]',-0.069,-0.049,-0.047,95.850,23.075,18.387,-0.240
'[14:49:28.104 29/04/1996]',-0.069,-0.049,-0.031,95.250,22.450,18.325,-0.261
'[14:49:28.106 29/04/1996]',-0.069,-0.049,-0.047,95.250,22.450,18.325,-0.261
'[14:49:28.108 29/04/1996]',-0.061,-0.032,-0.031,95.250,22.450,18.325,-0.261
'[14:49:28.110 29/04/1996]',-0.061,-0.032,-0.031,95.250,22.450,18.325,-0.261
'[14:49:28.112 29/04/1996]',-0.061,-0.032,-0.047,94.800,22.075,18.150,-0.302
'[14:49:28.114 29/04/1996]',-0.061,-0.032,-0.047,94.800,22.075,18.150,-0.302
'[14:49:28.116 29/04/1996]',-0.061,-0.032,-0.047,94.800,22.075,18.150,-0.302
'[14:49:28.118 29/04/1996]',-0.061,-0.032,-0.047,94.800,22.075,18.150,-0.302
'[14:49:28.120 29/04/1996]',-0.069,-0.049,-0.047,94.300,21.900,17.975,-0.324
'[14:49:28.122 29/04/1996]',-0.069,-0.049,-0.047,94.300,21.900,17.975,-0.324
'[14:49:28.124 29/04/1996]',-0.069,-0.049,-0.047,94.300,21.900,17.975,-0.324
'[14:49:28.126 29/04/1996]',-0.069,-0.049,-0.047,94.300,21.900,17.975,-0.324
'[14:49:28.128 29/04/1996]',-0.069,-0.049,-0.047,93.800,21.975,17.863,-0.376
'[14:49:28.130 29/04/1996]',-0.084,-0.066,-0.047,93.800,21.975,17.863,-0.376
'[14:49:28.132 29/04/1996]',-0.107,-0.100,-0.063,93.800,21.975,17.863,-0.376
'[14:49:28.134 29/04/1996]',-0.130,-0.117,-0.079,93.800,21.975,17.863,-0.376
'[14:49:28.136 29/04/1996]',-0.146,-0.134,-0.079,93.200,22.150,17.738,-0.407
'[14:49:28.138 29/04/1996]',-0.130,-0.134,-0.079,93.200,22.150,17.738,-0.407
'[14:49:28.140 29/04/1996]',-0.115,-0.117,-0.063,93.200,22.150,17.738,-0.407
'[14:49:28.142 29/04/1996]',-0.084,-0.100,-0.031,93.200,22.150,17.738,-0.407
'[14:49:28.144 29/04/1996]',-0.038,-0.066,-0.015,92.400,22.550,17.625,-0.449
'[14:49:28.146 29/04/1996]',0.001,-0.032,0.017,92.400,22.550,17.625,-0.449
'[14:49:28.148 29/04/1996]',0.054,0.002,0.065,92.400,22.550,17.625,-0.449
'[14:49:28.150 29/04/1996]',0.116,0.035,0.113,92.400,22.550,17.625,-0.449
'[14:49:28.152 29/04/1996]',0.170,0.069,0.161,91.400,22.975,17.500,-0.469
'[14:49:28.154 29/04/1996]',0.216,0.085,0.177,91.400,22.975,17.500,-0.469
'[14:49:28.156 29/04/1996]',0.247,0.102,0.209,91.400,22.975,17.500,-0.469
'[14:49:28.158 29/04/1996]',0.262,0.119,0.209,91.400,22.975,17.500,-0.469
'[14:49:28.160 29/04/1996]',0.293,0.136,0.225,90.250,23.425,17.450,-0.511
'[14:49:28.162 29/04/1996]',0.308,0.170,0.240,90.250,23.425,17.450,-0.511
'[14:49:28.164 29/04/1996]',0.324,0.170,0.240,90.250,23.425,17.450,-0.511
'[14:49:28.166 29/04/1996]',0.324,0.187,0.240,90.250,23.425,17.450,-0.511
'[14:49:28.168 29/04/1996]',0.347,0.238,0.272,89.050,23.850,17.387,-0.532
'[14:49:28.170 29/04/1996]',0.324,0.238,0.240,89.050,23.850,17.387,-0.532
'[14:49:28.172 29/04/1996]',0.308,0.254,0.225,89.050,23.850,17.387,-0.532
'[14:49:28.174 29/04/1996]',0.316,0.288,0.225,89.050,23.850,17.387,-0.532
'[14:49:28.176 29/04/1996]',0.316,0.305,0.209,87.850,24.200,17.325,-0.553
'[14:49:28.178 29/04/1996]',0.324,0.305,0.209,87.850,24.200,17.325,-0.553
'[14:49:28.180 29/04/1996]',0.316,0.305,0.193,87.850,24.200,17.325,-0.553
'[14:49:28.182 29/04/1996]',0.324,0.322,0.209,87.850,24.200,17.325,-0.553
'[14:49:28.184 29/04/1996]',0.347,0.339,0.209,86.800,24.425,17.275,-0.574
'[14:49:28.186 29/04/1996]',0.347,0.339,0.209,86.800,24.425,17.275,-0.574
'[14:49:28.188 29/04/1996]',0.331,0.322,0.209,86.800,24.425,17.275,-0.574
'[14:49:28.190 29/04/1996]',0.308,0.288,0.193,86.800,24.425,17.275,-0.574
'[14:49:28.192 29/04/1996]',0.278,0.254,0.177,85.850,24.550,17.150,-0.595
'[14:49:28.194 29/04/1996]',0.231,0.204,0.145,85.850,24.550,17.150,-0.595
'[14:49:28.196 29/04/1996]',0.170,0.153,0.097,85.850,24.550,17.150,-0.595
'[14:49:28.198 29/04/1996]',0.124,0.085,0.065,85.850,24.550,17.150,-0.595
'[14:49:28.200 29/04/1996]',0.085,0.052,0.033,85.050,24.600,17.038,-0.616
'[14:49:28.202 29/04/1996]',0.062,0.035,0.017,85.050,24.600,17.038,-0.616
'[14:49:28.204 29/04/1996]',0.039,0.018,0.017,85.050,24.600,17.038,-0.616
'[14:49:28.206 29/04/1996]',0.024,0.002,0.001,85.050,24.600,17.038,-0.616
'[14:49:28.208 29/04/1996]',0.016,0.002,0.001,84.400,24.775,16.863,-0.616
'[14:49:28.210 29/04/1996]',0.008,-0.015,0.001,84.400,24.775,16.863,-0.616
'[14:49:28.212 29/04/1996]',0.001,-0.015,0.001,84.400,24.775,16.863,-0.616
'[14:49:28.214 29/04/1996]',-0.015,-0.032,-0.015,84.400,24.775,16.863,-0.616
'[14:49:28.216 29/04/1996]',-0.022,-0.032,-0.015,83.800,25.250,16.688,-0.636
'[14:49:28.218 29/04/1996]',-0.030,-0.049,-0.015,83.800,25.250,16.688,-0.636
'[14:49:28.220 29/04/1996]',-0.030,-0.049,-0.031,83.800,25.250,16.688,-0.636
'[14:49:28.222 29/04/1996]',-0.038,-0.049,-0.031,83.800,25.250,16.688,-0.636
'[14:49:28.224 29/04/1996]',-0.038,-0.049,-0.031,83.350,26.000,16.450,-0.668
'[14:49:28.226 29/04/1996]',-0.053,-0.049,-0.031,83.350,26.000,16.450,-0.668
'[14:49:28.228 29/04/1996]',-0.061,-0.066,-0.031,83.350,26.000,16.450,-0.668
'[14:49:28.230 29/04/1996]',-0.061,-0.066,-0.047,83.350,26.000,16.450,-0.668
'[14:49:28.232 29/04/1996]',-0.069,-0.066,-0.047,82.900,26.950,16.275,-0.668
'[14:49:28.234 29/04/1996]',-0.076,-0.083,-0.047,82.900,26.950,16.275,-0.668
'[14:49:28.236 29/04/1996]',-0.076,-0.083,-0.063,82.900,26.950,16.275,-0.668
'[14:49:28.238 29/04/1996]',-0.076,-0.083,-0.047,82.900,26.950,16.275,-0.668
'[14:49:28.240 29/04/1996]',-0.076,-0.083,-0.047,82.350,27.875,16.100,-0.699
'[14:49:28.242 29/04/1996]',-0.084,-0.083,-0.047,82.350,27.875,16.100,-0.699
'[14:49:28.244 29/04/1996]',-0.084,-0.083,-0.047,82.350,27.875,16.100,-0.699
'[14:49:28.246 29/04/1996]',-0.100,-0.083,-0.047,82.350,27.875,16.100,-0.699
'[14:49:28.248 29/04/1996]',-0.100,-0.100,-0.063,81.850,28.650,15.925,-0.710
'[14:49:28.250 29/04/1996]',-0.100,-0.100,-0.063,81.850,28.650,15.925,-0.710
'[14:49:28.252 29/04/1996]',-0.100,-0.100,-0.063,81.850,28.650,15.925,-0.710
'[14:49:28.254 29/04/1996]',-0.100,-0.100,-0.063,81.850,28.650,15.925,-0.710
'[14:49:28.256 29/04/1996]',-0.100,-0.100,-0.063,81.300,28.950,15.800,-0.741
'[14:49:28.258 29/04/1996]',-0.100,-0.100,-0.063,81.300,28.950,15.800,-0.741
'[14:49:28.260 29/04/1996]',-0.100,-0.100,-0.063,81.300,28.950,15.800,-0.741
'[14:49:28.262 29/04/1996]',-0.100,-0.100,-0.063,81.300,28.950,15.800,-0.741
'[14:49:28.264 29/04/1996]',-0.100,-0.100,-0.063,80.900,28.600,15.688,-0.751
'[14:49:28.266 29/04/1996]',-0.107,-0.100,-0.063,80.900,28.600,15.688,-0.751
'[14:49:28.268 29/04/1996]',-0.100,-0.100,-0.047,80.900,28.600,15.688,-0.751
'[14:49:28.270 29/04/1996]',-0.107,-0.100,-0.047,80.900,28.600,15.688,-0.751
'[14:49:28.272 29/04/1996]',-0.100,-0.100,-0.047,80.650,27.700,15.575,-0.772
'[14:49:28.274 29/04/1996]',-0.084,-0.083,-0.047,80.650,27.700,15.575,-0.772
'[14:49:28.276 29/04/1996]',-0.076,-0.083,-0.047,80.650,27.700,15.575,-0.772
'[14:49:28.278 29/04/1996]',-0.076,-0.083,-0.047,80.650,27.700,15.575,-0.772
'[14:49:28.280 29/04/1996]',-0.076,-0.083,-0.047,80.850,27.075,15.400,-0.782
'[14:49:28.282 29/04/1996]',-0.076,-0.083,-0.047,80.850,27.075,15.400,-0.782
'[14:49:28.284 29/04/1996]',-0.076,-0.083,-0.047,80.850,27.075,15.400,-0.782
'[14:49:28.286 29/04/1996]',-0.076,-0.083,-0.047,80.850,27.075,15.400,-0.782
'[14:49:28.288 29/04/1996]',-0.076,-0.083,-0.047,81.750,27.475,15.162,-0.782
'[14:49:28.290 29/04/1996]',-0.076,-0.083,-0.047,81.750,27.475,15.162,-0.782
'[14:49:28.292 29/04/1996]',-0.084,-0.083,-0.063,81.750,27.475,15.162,-0.782
'[14:49:28.294 29/04/1996]',-0.076,-0.083,-0.047,81.750,27.475,15.162,-0.782
'[14:49:28.296 29/04/1996]',-0.076,-0.083,-0.047,84.550,29.125,14.925,-0.782
'[14:49:28.298 29/04/1996]',-0.076,-0.083,-0.047,84.550,29.125,14.925,-0.782
'[14:49:28.300 29/04/1996]',-0.076,-0.083,-0.047,84.550,29.125,14.925,-0.782
'[14:49:28.302 29/04/1996]',-0.076,-0.083,-0.047,84.550,29.125,14.925,-0.782
'[14:49:28.304 29/04/1996]',-0.076,-0.083,-0.047,90.200,31.575,14.637,-0.772
'[14:49:28.306 29/04/1996]',-0.076,-0.083,-0.047,90.200,31.575,14.637,-0.772
'[14:49:28.308 29/04/1996]',-0.076,-0.083,-0.047,90.200,31.575,14.637,-0.772
'[14:49:28.310 29/04/1996]',-0.069,-0.083,-0.047,90.200,31.575,14.637,-0.772
'[14:49:28.312 29/04/1996]',-0.069,-0.083,-0.047,99.550,34.450,14.287,-0.762
'[14:49:28.314 29/04/1996]',-0.076,-0.083,-0.047,99.550,34.450,14.287,-0.762
'[14:49:28.316 29/04/1996]',-0.076,-0.083,-0.047,99.550,34.450,14.287,-0.762
'[14:49:28.318 29/04/1996]',-0.076,-0.083,-0.047,99.550,34.450,14.287,-0.762
'[14:49:28.320 29/04/1996]',-0.076,-0.083,-0.047,111.500,37.450,13.875,-0.741
'[14:49:28.322 29/04/1996]',-0.076,-0.083,-0.047,111.500,37.450,13.875,-0.741
'[14:49:28.324 29/04/1996]',-0.084,-0.100,-0.047,111.500,37.450,13.875,-0.741
'[14:49:28.326 29/04/1996]',-0.069,-0.083,-0.047,111.500,37.450,13.875,-0.741
'[14:49:28.328 29/04/1996]',-0.076,-0.083,-0.031,123.850,40.250,13.525,-0.689
'[14:49:28.330 29/04/1996]',-0.069,-0.083,-0.047,123.850,40.250,13.525,-0.689
'[14:49:28.332 29/04/1996]',-0.069,-0.066,-0.047,123.850,40.250,13.525,-0.689
'[14:49:28.334 29/04/1996]',-0.061,-0.066,-0.047,123.850,40.250,13.525,-0.689
'[14:49:28.336 29/04/1996]',-0.061,-0.066,-0.047,134.150,42.525,13.113,-0.636
'[14:49:28.338 29/04/1996]',-0.053,-0.066,-0.047,134.150,42.525,13.113,-0.636
'[14:49:28.340 29/04/1996]',-0.053,-0.049,-0.047,134.150,42.525,13.113,-0.636
'[14:49:28.342 29/04/1996]',-0.038,-0.049,-0.047,134.150,42.525,13.113,-0.636
'[14:49:28.344 29/04/1996]',-0.053,-0.049,-0.047,141.650,44.050,12.700,-0.574
'[14:49:28.346 29/04/1996]',-0.053,-0.049,-0.047,141.650,44.050,12.700,-0.574
'[14:49:28.348 29/04/1996]',-0.053,-0.049,-0.047,141.650,44.050,12.700,-0.574
'[14:49:28.350 29/04/1996]',-0.053,-0.066,-0.047,141.650,44.050,12.700,-0.574
'[14:49:28.352 29/04/1996]',-0.053,-0.066,-0.047,146.950,44.575,12.287,-0.490
'[14:49:28.354 29/04/1996]',-0.053,-0.049,-0.047,146.950,44.575,12.287,-0.490
'[14:49:28.356 29/04/1996]',-0.061,-0.049,-0.047,146.950,44.575,12.287,-0.490
'[14:49:28.358 29/04/1996]',-0.061,-0.049,-0.047,146.950,44.575,12.287,-0.490
'[14:49:28.360 29/04/1996]',-0.038,-0.032,-0.047,150.950,44.050,11.875,-0.407
'[14:49:28.362 29/04/1996]',-0.053,-0.049,-0.047,150.950,44.050,11.875,-0.407
'[14:49:28.364 29/04/1996]',-0.038,-0.032,-0.047,150.950,44.050,11.875,-0.407
'[14:49:28.366 29/04/1996]',-0.053,-0.049,-0.047,150.950,44.050,11.875,-0.407
'[14:49:28.368 29/04/1996]',-0.053,-0.032,-0.047,154.500,42.775,11.588,-0.302
'[14:49:28.370 29/04/1996]',-0.038,-0.032,-0.047,154.500,42.775,11.588,-0.302
'[14:49:28.372 29/04/1996]',-0.053,-0.032,-0.047,154.500,42.775,11.588,-0.302
'[14:49:28.374 29/04/1996]',-0.038,-0.032,-0.047,154.500,42.775,11.588,-0.302
'[14:49:28.376 29/04/1996]',-0.030,-0.015,-0.047,157.050,40.950,11.300,-0.198
'[14:49:28.378 29/04/1996]',-0.030,-0.015,-0.031,157.050,40.950,11.300,-0.198
'[14:49:28.380 29/04/1996]',-0.030,-0.015,-0.031,157.050,40.950,11.300,-0.198
'[14:49:28.382 29/04/1996]',-0.030,-0.015,-0.031,157.050,40.950,11.300,-0.198
'[14:49:28.384 29/04/1996]',-0.030,-0.015,-0.031,158.250,38.900,11.113,-0.104
'[14:49:28.386 29/04/1996]',-0.030,-0.015,-0.031,158.250,38.900,11.113,-0.104
'[14:49:28.388 29/04/1996]',-0.030,-0.032,-0.031,158.250,38.900,11.113,-0.104
'[14:49:28.390 29/04/1996]',-0.030,-0.015,-0.031,158.250,38.900,11.113,-0.104
'[14:49:28.392 29/04/1996]',-0.030,-0.015,-0.031,157.700,36.725,11.062,0.011
'[14:49:28.394 29/04/1996]',-0.030,-0.015,-0.031,157.700,36.725,11.062,0.011
'[14:49:28.396 29/04/1996]',-0.022,0.002,-0.015,157.700,36.725,11.062,0.011
'[14:49:28.398 29/04/1996]',-0.022,0.002,-0.015,157.700,36.725,11.062,0.011
'[14:49:28.400 29/04/1996]',-0.015,0.002,-0.015,155.800,34.675,11.062,0.094
'[14:49:28.402 29/04/1996]',-0.015,-0.015,-0.015,155.800,34.675,11.062,0.094
'[14:49:28.404 29/04/1996]',-0.015,0.002,-0.015,155.800,34.675,11.062,0.094
'[14:49:28.406 29/04/1996]',-0.015,0.002,-0.015,155.800,34.675,11.062,0.094
'[14:49:28.408 29/04/1996]',-0.015,0.002,-0.015,152.900,32.750,11.113,0.188
'[14:49:28.410 29/04/1996]',-0.015,0.002,-0.015,152.900,32.750,11.113,0.188
'[14:49:28.412 29/04/1996]',-0.015,0.002,-0.015,152.900,32.750,11.113,0.188
'[14:49:28.414 29/04/1996]',-0.015,0.002,-0.015,152.900,32.750,11.113,0.188
'[14:49:28.416 29/04/1996]',-0.015,0.002,-0.015,149.550,30.925,11.300,0.272
'[14:49:28.418 29/04/1996]',-0.007,0.002,-0.015,149.550,30.925,11.300,0.272
'[14:49:28.420 29/04/1996]',-0.015,0.002,-0.015,149.550,30.925,11.300,0.272
'[14:49:28.422 29/04/1996]',-0.015,0.002,-0.015,149.550,30.925,11.300,0.272
'[14:49:28.424 29/04/1996]',-0.015,0.002,0.001,146.000,29.175,11.412,0.344
'[14:49:28.426 29/04/1996]',-0.015,0.002,0.001,146.000,29.175,11.412,0.344
'[14:49:28.428 29/04/1996]',-0.007,0.002,0.001,146.000,29.175,11.412,0.344
'[14:49:28.430 29/04/1996]',0.001,0.002,0.001,146.000,29.175,11.412,0.344
'[14:49:28.432 29/04/1996]',-0.007,0.002,0.001,142.250,27.475,11.525,0.387
'[14:49:28.434 29/04/1996]',-0.007,0.002,0.001,142.250,27.475,11.525,0.387
'[14:49:28.436 29/04/1996]',-0.007,0.002,-0.015,142.250,27.475,11.525,0.387
'[14:49:28.438 29/04/1996]',-0.015,0.002,-0.015,142.250,27.475,11.525,0.387
'[14:49:28.440 29/04/1996]',-0.007,0.002,0.001,138.350,25.950,11.650,0.428
'[14:49:28.442 29/04/1996]',-0.015,0.002,0.001,138.350,25.950,11.650,0.428
'[14:49:28.444 29/04/1996]',-0.007,0.002,0.001,138.350,25.950,11.650,0.428
'[14:49:28.446 29/04/1996]',-0.007,0.018,-0.015,138.350,25.950,11.650,0.428
'[14:49:28.448 29/04/1996]',-0.007,0.002,-0.015,134.250,24.550,11.700,0.449
'[14:49:28.450 29/04/1996]',-0.007,0.002,-0.015,134.250,24.550,11.700,0.449
'[14:49:28.452 29/04/1996]',-0.007,0.002,-0.015,134.250,24.550,11.700,0.449
'[14:49:28.454 29/04/1996]',-0.007,0.002,-0.015,134.250,24.550,11.700,0.449
'[14:49:28.456 29/04/1996]',-0.007,0.018,-0.015,130.000,23.375,11.762,0.460
'[14:49:28.458 29/04/1996]',-0.007,0.002,-0.015,130.000,23.375,11.762,0.460
'[14:49:28.460 29/04/1996]',0.001,0.002,-0.015,130.000,23.375,11.762,0.460
'[14:49:28.462 29/04/1996]',-0.007,0.018,-0.015,130.000,23.375,11.762,0.460
'[14:49:28.464 29/04/1996]',-0.007,0.002,-0.031,125.500,22.450,11.938,0.439
'[14:49:28.466 29/04/1996]',-0.007,0.002,-0.031,125.500,22.450,11.938,0.439
'[14:49:28.468 29/04/1996]',-0.007,0.002,-0.031,125.500,22.450,11.938,0.439
'[14:49:28.470 29/04/1996]',-0.007,0.002,-0.015,125.500,22.450,11.938,0.439
'[14:49:28.472 29/04/1996]',0.001,0.002,-0.015,120.750,21.800,12.238,0.407
'[14:49:28.474 29/04/1996]',0.001,0.018,-0.015,120.750,21.800,12.238,0.407
'[14:49:28.476 29/04/1996]',0.001,0.018,-0.015,120.750,21.800,12.238,0.407
'[14:49:28.478 29/04/1996]',0.008,0.018,-0.015,120.750,21.800,12.238,0.407
'[14:49:28.480 29/04/1996]',0.008,0.018,-0.015,115.850,21.450,12.588,0.365
'[14:49:28.482 29/04/1996]',0.016,0.018,-0.015,115.850,21.450,12.588,0.365
'[14:49:28.484 29/04/1996]',0.024,0.018,-0.015,115.850,21.450,12.588,0.365
'[14:49:28.486 29/04/1996]',0.031,0.035,0.001,115.850,21.450,12.588,0.365
'[14:49:28.488 29/04/1996]',0.039,0.035,0.001,111.050,21.375,13.113,0.303
'[14:49:28.490 29/04/1996]',0.039,0.052,0.001,111.050,21.375,13.113,0.303
'[14:49:28.492 29/04/1996]',0.054,0.052,0.001,111.050,21.375,13.113,0.303
'[14:49:28.494 29/04/1996]',0.054,0.052,0.001,111.050,21.375,13.113,0.303
'[14:49:28.496 29/04/1996]',0.054,0.052,0.001,107.050,21.675,13.637,0.240
'[14:49:28.498 29/04/1996]',0.054,0.069,0.001,107.050,21.675,13.637,0.240
'[14:49:28.500 29/04/1996]',0.054,0.069,0.001,107.050,21.675,13.637,0.240
'[14:49:28.502 29/04/1996]',0.062,0.069,0.017,107.050,21.675,13.637,0.240
'[14:49:28.504 29/04/1996]',0.070,0.069,0.017,104.150,22.200,14.162,0.177
'[14:49:28.506 29/04/1996]',0.070,0.085,0.017,104.150,22.200,14.162,0.177
'[14:49:28.508 29/04/1996]',0.078,0.085,0.033,104.150,22.200,14.162,0.177
'[14:49:28.510 29/04/1996]',0.085,0.085,0.017,104.150,22.200,14.162,0.177
'[14:49:28.512 29/04/1996]',0.085,0.085,0.033,102.550,23.150,14.750,0.094
'[14:49:28.514 29/04/1996]',0.101,0.085,0.033,102.550,23.150,14.750,0.094
'[14:49:28.516 29/04/1996]',0.085,0.085,0.033,102.550,23.150,14.750,0.094
'[14:49:28.518 29/04/1996]',0.101,0.085,0.033,102.550,23.150,14.750,0.094
'[14:49:28.520 29/04/1996]',0.101,0.102,0.033,101.750,24.325,15.338,0.032
'[14:49:28.522 29/04/1996]',0.108,0.085,0.033,101.750,24.325,15.338,0.032
'[14:49:28.524 29/04/1996]',0.108,0.102,0.033,101.750,24.325,15.338,0.032
'[14:49:28.526 29/04/1996]',0.108,0.102,0.049,101.750,24.325,15.338,0.032
'[14:49:28.528 29/04/1996]',0.116,0.102,0.049,101.250,25.550,15.863,-0.052
'[14:49:28.530 29/04/1996]',0.116,0.102,0.049,101.250,25.550,15.863,-0.052
'[14:49:28.532 29/04/1996]',0.124,0.102,0.049,101.250,25.550,15.863,-0.052
'[14:49:28.534 29/04/1996]',0.124,0.102,0.049,101.250,25.550,15.863,-0.052
'[14:49:28.536 29/04/1996]',0.131,0.119,0.065,100.700,26.650,16.275,-0.115
'[14:49:28.538 29/04/1996]',0.147,0.136,0.065,100.700,26.650,16.275,-0.115
'[14:49:28.540 29/04/1996]',0.154,0.153,0.081,100.700,26.650,16.275,-0.115
'[14:49:28.542 29/04/1996]',0.154,0.153,0.065,100.700,26.650,16.275,-0.115
'[14:49:28.544 29/04/1996]',0.131,0.136,0.065,100.050,27.525,16.625,-0.157
'[14:49:28.546 29/04/1996]',0.116,0.119,0.049,100.050,27.525,16.625,-0.157
'[14:49:28.548 29/04/1996]',0.078,0.085,0.033,100.050,27.525,16.625,-0.157
'[14:49:28.550 29/04/1996]',0.062,0.069,0.017,100.050,27.525,16.625,-0.157
