'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:49:55.678 01/03/1996]',0.018,-0.035,0.003,133.609,0.465,-0.228
'[14:49:55.680 01/03/1996]',0.019,-0.035,0.003,128.647,0.445,-0.228
'[14:49:55.682 01/03/1996]',0.020,-0.035,0.003,128.647,0.445,-0.228
'[14:49:55.684 01/03/1996]',0.022,-0.035,0.003,128.647,0.445,-0.228
'[14:49:55.686 01/03/1996]',0.023,-0.017,0.003,128.647,0.445,-0.228
'[14:49:55.688 01/03/1996]',0.024,-0.017,0.003,123.835,0.418,-0.228
'[14:49:55.690 01/03/1996]',0.025,-0.017,0.003,123.835,0.418,-0.228
'[14:49:55.692 01/03/1996]',0.024,-0.035,0.003,123.835,0.418,-0.228
'[14:49:55.694 01/03/1996]',0.023,-0.035,0.003,123.835,0.418,-0.228
'[14:49:55.696 01/03/1996]',0.023,-0.035,0.003,119.323,0.388,-0.229
'[14:49:55.698 01/03/1996]',0.023,-0.017,0.003,119.323,0.388,-0.229
'[14:49:55.700 01/03/1996]',0.024,0.002,0.003,119.323,0.388,-0.229
'[14:49:55.702 01/03/1996]',0.025,0.002,0.003,119.323,0.388,-0.229
'[14:49:55.704 01/03/1996]',0.028,0.002,0.003,115.263,0.353,-0.229
'[14:49:55.706 01/03/1996]',0.030,0.002,0.003,115.263,0.353,-0.229
'[14:49:55.708 01/03/1996]',0.034,0.002,0.003,115.263,0.353,-0.229
'[14:49:55.710 01/03/1996]',0.038,0.002,0.038,115.263,0.353,-0.229
'[14:49:55.712 01/03/1996]',0.042,0.002,0.038,111.729,0.315,-0.230
'[14:49:55.714 01/03/1996]',0.045,0.002,0.038,111.729,0.315,-0.230
'[14:49:55.716 01/03/1996]',0.051,0.019,0.038,111.729,0.315,-0.230
'[14:49:55.718 01/03/1996]',0.057,0.037,0.038,111.729,0.315,-0.230
'[14:49:55.720 01/03/1996]',0.062,0.037,0.003,108.722,0.274,-0.230
'[14:49:55.722 01/03/1996]',0.068,0.037,0.038,108.722,0.274,-0.230
'[14:49:55.724 01/03/1996]',0.072,0.037,0.003,108.722,0.274,-0.230
'[14:49:55.726 01/03/1996]',0.075,0.037,0.003,108.722,0.274,-0.230
'[14:49:55.728 01/03/1996]',0.077,0.037,0.003,106.241,0.230,-0.230
'[14:49:55.730 01/03/1996]',0.080,0.037,0.003,106.241,0.230,-0.230
'[14:49:55.732 01/03/1996]',0.082,0.056,0.003,106.241,0.230,-0.230
'[14:49:55.734 01/03/1996]',0.083,0.074,0.003,106.241,0.230,-0.230
'[14:49:55.736 01/03/1996]',0.085,0.092,0.003,104.135,0.184,-0.230
'[14:49:55.738 01/03/1996]',0.087,0.092,0.003,104.135,0.184,-0.230
'[14:49:55.740 01/03/1996]',0.085,0.074,0.003,104.135,0.184,-0.230
'[14:49:55.742 01/03/1996]',0.083,0.074,0.003,104.135,0.184,-0.230
'[14:49:55.744 01/03/1996]',0.082,0.056,-0.033,102.331,0.138,-0.231
'[14:49:55.746 01/03/1996]',0.080,0.056,-0.033,102.331,0.138,-0.231
'[14:49:55.748 01/03/1996]',0.077,0.056,-0.033,102.331,0.138,-0.231
'[14:49:55.750 01/03/1996]',0.075,0.056,-0.033,102.331,0.138,-0.231
'[14:49:55.752 01/03/1996]',0.070,0.074,-0.033,100.827,0.092,-0.231
'[14:49:55.754 01/03/1996]',0.065,0.074,-0.033,100.827,0.092,-0.231
'[14:49:55.756 01/03/1996]',0.059,0.074,-0.033,100.827,0.092,-0.231
'[14:49:55.758 01/03/1996]',0.053,0.056,-0.033,100.827,0.092,-0.231
'[14:49:55.760 01/03/1996]',0.049,0.037,-0.033,99.474,0.046,-0.232
'[14:49:55.762 01/03/1996]',0.045,0.019,0.003,99.474,0.046,-0.232
'[14:49:55.764 01/03/1996]',0.041,0.002,0.003,99.474,0.046,-0.232
'[14:49:55.766 01/03/1996]',0.037,0.002,-0.033,99.474,0.046,-0.232
'[14:49:55.768 01/03/1996]',0.033,0.002,0.003,98.195,0.003,-0.233
'[14:49:55.770 01/03/1996]',0.030,0.002,0.003,98.195,0.003,-0.233
'[14:49:55.772 01/03/1996]',0.028,0.002,0.003,98.195,0.003,-0.233
'[14:49:55.774 01/03/1996]',0.027,0.002,0.003,98.195,0.003,-0.233
'[14:49:55.776 01/03/1996]',0.026,-0.017,0.003,97.143,-0.037,-0.234
'[14:49:55.778 01/03/1996]',0.025,-0.035,0.003,97.143,-0.037,-0.234
'[14:49:55.780 01/03/1996]',0.024,-0.035,-0.033,97.143,-0.037,-0.234
'[14:49:55.782 01/03/1996]',0.023,-0.035,-0.033,97.143,-0.037,-0.234
'[14:49:55.784 01/03/1996]',0.023,-0.017,-0.033,96.090,-0.076,-0.235
'[14:49:55.786 01/03/1996]',0.023,-0.017,-0.033,96.090,-0.076,-0.235
'[14:49:55.788 01/03/1996]',0.023,-0.017,-0.033,96.090,-0.076,-0.235
'[14:49:55.790 01/03/1996]',0.023,-0.017,-0.033,96.090,-0.076,-0.235
'[14:49:55.792 01/03/1996]',0.023,-0.035,-0.033,95.263,-0.111,-0.236
'[14:49:55.794 01/03/1996]',0.023,-0.035,-0.033,95.263,-0.111,-0.236
'[14:49:55.796 01/03/1996]',0.023,-0.035,0.003,95.263,-0.111,-0.236
'[14:49:55.798 01/03/1996]',0.023,-0.035,-0.033,95.263,-0.111,-0.236
'[14:49:55.800 01/03/1996]',0.023,-0.035,-0.033,94.361,-0.142,-0.236
'[14:49:55.802 01/03/1996]',0.023,-0.017,-0.033,94.361,-0.142,-0.236
'[14:49:55.804 01/03/1996]',0.023,-0.017,-0.033,94.361,-0.142,-0.236
'[14:49:55.806 01/03/1996]',0.023,-0.035,-0.033,94.361,-0.142,-0.236
'[14:49:55.808 01/03/1996]',0.023,-0.035,-0.033,93.534,-0.169,-0.237
'[14:49:55.810 01/03/1996]',0.023,-0.035,-0.033,93.534,-0.169,-0.237
'[14:49:55.812 01/03/1996]',0.024,-0.053,-0.033,93.534,-0.169,-0.237
'[14:49:55.814 01/03/1996]',0.025,-0.053,-0.033,93.534,-0.169,-0.237
'[14:49:55.816 01/03/1996]',0.029,-0.035,-0.033,92.782,-0.193,-0.237
'[14:49:55.818 01/03/1996]',0.033,-0.035,-0.033,92.782,-0.193,-0.237
'[14:49:55.820 01/03/1996]',0.047,-0.017,0.003,92.782,-0.193,-0.237
'[14:49:55.822 01/03/1996]',0.060,0.002,0.003,92.782,-0.193,-0.237
'[14:49:55.824 01/03/1996]',0.085,0.002,0.003,92.030,-0.214,-0.237
'[14:49:55.826 01/03/1996]',0.110,0.002,0.003,92.030,-0.214,-0.237
'[14:49:55.828 01/03/1996]',0.147,0.037,-0.143,92.030,-0.214,-0.237
'[14:49:55.830 01/03/1996]',0.185,0.074,-0.363,92.030,-0.214,-0.237
'[14:49:55.832 01/03/1996]',0.232,0.111,-0.618,91.203,-0.232,-0.237
'[14:49:55.834 01/03/1996]',0.278,0.184,-0.875,91.203,-0.232,-0.237
'[14:49:55.836 01/03/1996]',0.328,0.239,-1.130,91.203,-0.232,-0.237
'[14:49:55.838 01/03/1996]',0.378,0.275,-1.387,91.203,-0.232,-0.237
'[14:49:55.840 01/03/1996]',0.427,0.312,-1.605,90.451,-0.248,-0.237
'[14:49:55.842 01/03/1996]',0.477,0.348,-1.825,90.451,-0.248,-0.237
'[14:49:55.844 01/03/1996]',0.522,0.403,-2.045,90.451,-0.248,-0.237
'[14:49:55.846 01/03/1996]',0.568,0.440,-2.263,90.451,-0.248,-0.237
'[14:49:55.848 01/03/1996]',0.608,0.495,-2.483,89.699,-0.263,-0.237
'[14:49:55.850 01/03/1996]',0.648,0.549,-2.665,89.699,-0.263,-0.237
'[14:49:55.852 01/03/1996]',0.681,0.604,-2.812,89.699,-0.263,-0.237
'[14:49:55.854 01/03/1996]',0.713,0.659,-2.885,89.699,-0.263,-0.237
'[14:49:55.856 01/03/1996]',0.736,0.696,-2.922,88.947,-0.275,-0.237
'[14:49:55.858 01/03/1996]',0.758,0.714,-2.922,88.947,-0.275,-0.237
'[14:49:55.860 01/03/1996]',0.774,0.733,-2.922,88.947,-0.275,-0.237
'[14:49:55.862 01/03/1996]',0.790,0.787,-2.885,88.947,-0.275,-0.237
'[14:49:55.864 01/03/1996]',0.798,0.823,-2.848,88.271,-0.288,-0.238
'[14:49:55.866 01/03/1996]',0.807,0.842,-2.775,88.271,-0.288,-0.238
'[14:49:55.868 01/03/1996]',0.808,0.860,-2.702,88.271,-0.288,-0.238
'[14:49:55.870 01/03/1996]',0.810,0.860,-2.593,88.271,-0.288,-0.238
'[14:49:55.872 01/03/1996]',0.805,0.860,-2.520,87.444,-0.300,-0.238
'[14:49:55.874 01/03/1996]',0.800,0.860,-2.373,87.444,-0.300,-0.238
'[14:49:55.876 01/03/1996]',0.788,0.842,-2.263,87.444,-0.300,-0.238
'[14:49:55.878 01/03/1996]',0.777,0.823,-2.153,87.444,-0.300,-0.238
'[14:49:55.880 01/03/1996]',0.761,0.823,-2.080,86.692,-0.312,-0.239
'[14:49:55.882 01/03/1996]',0.745,0.842,-1.972,86.692,-0.312,-0.239
'[14:49:55.884 01/03/1996]',0.725,0.842,-1.898,86.692,-0.312,-0.239
'[14:49:55.886 01/03/1996]',0.705,0.823,-1.788,86.692,-0.312,-0.239
'[14:49:55.888 01/03/1996]',0.680,0.805,-1.678,85.940,-0.322,-0.239
'[14:49:55.890 01/03/1996]',0.655,0.787,-1.568,85.940,-0.322,-0.239
'[14:49:55.892 01/03/1996]',0.625,0.733,-1.460,85.940,-0.322,-0.239
'[14:49:55.894 01/03/1996]',0.595,0.696,-1.350,85.940,-0.322,-0.239
'[14:49:55.896 01/03/1996]',0.560,0.677,-1.203,85.188,-0.333,-0.240
'[14:49:55.898 01/03/1996]',0.525,0.641,-1.093,85.188,-0.333,-0.240
'[14:49:55.900 01/03/1996]',0.487,0.641,-1.022,85.188,-0.333,-0.240
'[14:49:55.902 01/03/1996]',0.448,0.623,-0.912,85.188,-0.333,-0.240
'[14:49:55.904 01/03/1996]',0.405,0.568,-0.802,84.511,-0.342,-0.240
'[14:49:55.906 01/03/1996]',0.362,0.531,-0.692,84.511,-0.342,-0.240
'[14:49:55.908 01/03/1996]',0.313,0.477,-0.545,84.511,-0.342,-0.240
'[14:49:55.910 01/03/1996]',0.265,0.422,-0.437,84.511,-0.342,-0.240
'[14:49:55.912 01/03/1996]',0.215,0.367,-0.327,83.684,-0.352,-0.241
'[14:49:55.914 01/03/1996]',0.165,0.312,-0.253,83.684,-0.352,-0.241
'[14:49:55.916 01/03/1996]',0.119,0.258,-0.143,83.684,-0.352,-0.241
'[14:49:55.918 01/03/1996]',0.073,0.203,-0.070,83.684,-0.352,-0.241
'[14:49:55.920 01/03/1996]',0.035,0.129,0.003,82.932,-0.361,-0.241
'[14:49:55.922 01/03/1996]',-0.003,0.074,0.075,82.932,-0.361,-0.241
'[14:49:55.924 01/03/1996]',-0.033,0.002,0.148,82.932,-0.361,-0.241
'[14:49:55.926 01/03/1996]',-0.062,-0.053,0.258,82.932,-0.361,-0.241
'[14:49:55.928 01/03/1996]',-0.083,-0.090,0.332,82.256,-0.368,-0.242
'[14:49:55.930 01/03/1996]',-0.105,-0.127,0.368,82.256,-0.368,-0.242
'[14:49:55.932 01/03/1996]',-0.119,-0.163,0.442,82.256,-0.368,-0.242
'[14:49:55.934 01/03/1996]',-0.133,-0.163,0.442,82.256,-0.368,-0.242
'[14:49:55.936 01/03/1996]',-0.142,-0.182,0.515,81.579,-0.378,-0.243
'[14:49:55.938 01/03/1996]',-0.152,-0.182,0.515,81.579,-0.378,-0.243
'[14:49:55.940 01/03/1996]',-0.156,-0.200,0.550,81.579,-0.378,-0.243
'[14:49:55.942 01/03/1996]',-0.160,-0.218,0.587,81.579,-0.378,-0.243
'[14:49:55.944 01/03/1996]',-0.163,-0.237,0.587,80.902,-0.385,-0.244
'[14:49:55.946 01/03/1996]',-0.167,-0.237,0.587,80.902,-0.385,-0.244
'[14:49:55.948 01/03/1996]',-0.168,-0.237,0.587,80.902,-0.385,-0.244
'[14:49:55.950 01/03/1996]',-0.170,-0.237,0.587,80.902,-0.385,-0.244
'[14:49:55.952 01/03/1996]',-0.171,-0.218,0.587,80.150,-0.391,-0.245
'[14:49:55.954 01/03/1996]',-0.172,-0.237,0.587,80.150,-0.391,-0.245
'[14:49:55.956 01/03/1996]',-0.172,-0.218,0.587,80.150,-0.391,-0.245
'[14:49:55.958 01/03/1996]',-0.172,-0.237,0.623,80.150,-0.391,-0.245
'[14:49:55.960 01/03/1996]',-0.172,-0.237,0.623,79.398,-0.399,-0.246
'[14:49:55.962 01/03/1996]',-0.172,-0.237,0.623,79.398,-0.399,-0.246
'[14:49:55.964 01/03/1996]',-0.172,-0.237,0.623,79.398,-0.399,-0.246
'[14:49:55.966 01/03/1996]',-0.173,-0.237,0.623,79.398,-0.399,-0.246
'[14:49:55.968 01/03/1996]',-0.175,-0.218,0.623,78.571,-0.406,-0.248
'[14:49:55.970 01/03/1996]',-0.177,-0.218,0.623,78.571,-0.406,-0.248
'[14:49:55.972 01/03/1996]',-0.177,-0.237,0.623,78.571,-0.406,-0.248
'[14:49:55.974 01/03/1996]',-0.177,-0.237,0.623,78.571,-0.406,-0.248
'[14:49:55.976 01/03/1996]',-0.177,-0.237,0.623,77.970,-0.411,-0.251
'[14:49:55.978 01/03/1996]',-0.178,-0.255,0.660,77.970,-0.411,-0.251
'[14:49:55.980 01/03/1996]',-0.180,-0.255,0.660,77.970,-0.411,-0.251
'[14:49:55.982 01/03/1996]',-0.182,-0.255,0.660,77.970,-0.411,-0.251
'[14:49:55.984 01/03/1996]',-0.183,-0.237,0.660,77.293,-0.415,-0.253
'[14:49:55.986 01/03/1996]',-0.185,-0.237,0.660,77.293,-0.415,-0.253
'[14:49:55.988 01/03/1996]',-0.185,-0.237,0.660,77.293,-0.415,-0.253
'[14:49:55.990 01/03/1996]',-0.185,-0.237,0.660,77.293,-0.415,-0.253
'[14:49:55.992 01/03/1996]',-0.187,-0.255,0.697,76.692,-0.421,-0.256
'[14:49:55.994 01/03/1996]',-0.188,-0.255,0.697,76.692,-0.421,-0.256
'[14:49:55.996 01/03/1996]',-0.190,-0.255,0.697,76.692,-0.421,-0.256
'[14:49:55.998 01/03/1996]',-0.192,-0.255,0.697,76.692,-0.421,-0.256
'[14:49:56.000 01/03/1996]',-0.195,-0.237,0.733,76.241,-0.425,-0.258
'[14:49:56.002 01/03/1996]',-0.198,-0.237,0.733,76.241,-0.425,-0.258
'[14:49:56.004 01/03/1996]',-0.204,-0.218,0.733,76.241,-0.425,-0.258
'[14:49:56.006 01/03/1996]',-0.210,-0.237,0.770,76.241,-0.425,-0.258
'[14:49:56.008 01/03/1996]',-0.216,-0.255,0.770,76.090,-0.430,-0.260
'[14:49:56.010 01/03/1996]',-0.222,-0.255,0.807,76.090,-0.430,-0.260
'[14:49:56.012 01/03/1996]',-0.226,-0.273,0.807,76.090,-0.430,-0.260
'[14:49:56.014 01/03/1996]',-0.230,-0.273,0.843,76.090,-0.430,-0.260
'[14:49:56.016 01/03/1996]',-0.234,-0.273,0.843,76.617,-0.434,-0.262
'[14:49:56.018 01/03/1996]',-0.238,-0.273,0.880,76.617,-0.434,-0.262
'[14:49:56.020 01/03/1996]',-0.243,-0.273,0.880,76.617,-0.434,-0.262
'[14:49:56.022 01/03/1996]',-0.248,-0.273,0.917,76.617,-0.434,-0.262
'[14:49:56.024 01/03/1996]',-0.254,-0.291,0.953,78.346,-0.438,-0.264
'[14:49:56.026 01/03/1996]',-0.260,-0.309,0.953,78.346,-0.438,-0.264
'[14:49:56.028 01/03/1996]',-0.267,-0.328,0.990,78.346,-0.438,-0.264
'[14:49:56.030 01/03/1996]',-0.273,-0.328,1.027,78.346,-0.438,-0.264
'[14:49:56.032 01/03/1996]',-0.281,-0.328,1.062,81.654,-0.440,-0.266
'[14:49:56.034 01/03/1996]',-0.288,-0.309,1.062,81.654,-0.440,-0.266
'[14:49:56.036 01/03/1996]',-0.296,-0.328,1.098,81.654,-0.440,-0.266
'[14:49:56.038 01/03/1996]',-0.303,-0.328,1.135,81.654,-0.440,-0.266
'[14:49:56.040 01/03/1996]',-0.312,-0.346,1.135,86.692,-0.441,-0.268
'[14:49:56.042 01/03/1996]',-0.322,-0.346,1.172,86.692,-0.441,-0.268
'[14:49:56.044 01/03/1996]',-0.330,-0.383,1.208,86.692,-0.441,-0.268
'[14:49:56.046 01/03/1996]',-0.338,-0.383,1.208,86.692,-0.441,-0.268
'[14:49:56.048 01/03/1996]',-0.344,-0.383,1.245,92.932,-0.442,-0.270
'[14:49:56.050 01/03/1996]',-0.350,-0.383,1.245,92.932,-0.442,-0.270
'[14:49:56.052 01/03/1996]',-0.353,-0.383,1.282,92.932,-0.442,-0.270
'[14:49:56.054 01/03/1996]',-0.357,-0.383,1.282,92.932,-0.442,-0.270
'[14:49:56.056 01/03/1996]',-0.358,-0.383,1.318,100.000,-0.438,-0.272
'[14:49:56.058 01/03/1996]',-0.360,-0.401,1.318,100.000,-0.438,-0.272
'[14:49:56.060 01/03/1996]',-0.362,-0.401,1.318,100.000,-0.438,-0.272
'[14:49:56.062 01/03/1996]',-0.363,-0.419,1.318,100.000,-0.438,-0.272
'[14:49:56.064 01/03/1996]',-0.363,-0.419,1.318,107.519,-0.428,-0.274
'[14:49:56.066 01/03/1996]',-0.363,-0.401,1.318,107.519,-0.428,-0.274
'[14:49:56.068 01/03/1996]',-0.360,-0.401,1.318,107.519,-0.428,-0.274
'[14:49:56.070 01/03/1996]',-0.357,-0.383,1.282,107.519,-0.428,-0.274
'[14:49:56.072 01/03/1996]',-0.347,-0.383,1.282,115.113,-0.408,-0.275
'[14:49:56.074 01/03/1996]',-0.338,-0.383,1.245,115.113,-0.408,-0.275
'[14:49:56.076 01/03/1996]',-0.325,-0.383,1.208,115.113,-0.408,-0.275
'[14:49:56.078 01/03/1996]',-0.312,-0.383,1.172,115.113,-0.408,-0.275
'[14:49:56.080 01/03/1996]',-0.296,-0.364,1.135,122.632,-0.380,-0.275
'[14:49:56.082 01/03/1996]',-0.280,-0.346,1.098,122.632,-0.380,-0.275
'[14:49:56.084 01/03/1996]',-0.264,-0.309,1.027,122.632,-0.380,-0.275
'[14:49:56.086 01/03/1996]',-0.248,-0.273,0.990,122.632,-0.380,-0.275
'[14:49:56.088 01/03/1996]',-0.231,-0.255,0.953,129.850,-0.338,-0.276
'[14:49:56.090 01/03/1996]',-0.213,-0.237,0.880,129.850,-0.338,-0.276
'[14:49:56.092 01/03/1996]',-0.198,-0.237,0.843,129.850,-0.338,-0.276
'[14:49:56.094 01/03/1996]',-0.182,-0.218,0.807,129.850,-0.338,-0.276
'[14:49:56.096 01/03/1996]',-0.166,-0.200,0.733,136.541,-0.283,-0.276
'[14:49:56.098 01/03/1996]',-0.150,-0.182,0.697,136.541,-0.283,-0.276
'[14:49:56.100 01/03/1996]',-0.133,-0.163,0.623,136.541,-0.283,-0.276
'[14:49:56.102 01/03/1996]',-0.117,-0.127,0.587,136.541,-0.283,-0.276
'[14:49:56.104 01/03/1996]',-0.102,-0.108,0.515,142.782,-0.216,-0.277
'[14:49:56.106 01/03/1996]',-0.087,-0.108,0.478,142.782,-0.216,-0.277
'[14:49:56.108 01/03/1996]',-0.073,-0.090,0.442,142.782,-0.216,-0.277
'[14:49:56.110 01/03/1996]',-0.060,-0.072,0.405,142.782,-0.216,-0.277
'[14:49:56.112 01/03/1996]',-0.047,-0.072,0.332,148.496,-0.140,-0.277
'[14:49:56.114 01/03/1996]',-0.033,-0.053,0.295,148.496,-0.140,-0.277
'[14:49:56.116 01/03/1996]',-0.023,-0.035,0.258,148.496,-0.140,-0.277
'[14:49:56.118 01/03/1996]',-0.013,-0.017,0.222,148.496,-0.140,-0.277
'[14:49:56.120 01/03/1996]',-0.007,-0.017,0.185,153.609,-0.058,-0.278
'[14:49:56.122 01/03/1996]',0.000,-0.017,0.185,153.609,-0.058,-0.278
'[14:49:56.124 01/03/1996]',0.004,0.002,0.148,153.609,-0.058,-0.278
'[14:49:56.126 01/03/1996]',0.008,-0.017,0.112,153.609,-0.058,-0.278
'[14:49:56.128 01/03/1996]',0.010,-0.017,0.112,157.970,0.029,-0.279
'[14:49:56.130 01/03/1996]',0.012,-0.017,0.075,157.970,0.029,-0.279
'[14:49:56.132 01/03/1996]',0.013,-0.017,0.075,157.970,0.029,-0.279
'[14:49:56.134 01/03/1996]',0.013,0.002,0.075,157.970,0.029,-0.279
'[14:49:56.136 01/03/1996]',0.015,0.002,0.038,161.654,0.114,-0.281
'[14:49:56.138 01/03/1996]',0.017,-0.017,0.038,161.654,0.114,-0.281
'[14:49:56.140 01/03/1996]',0.018,-0.017,0.003,161.654,0.114,-0.281
'[14:49:56.142 01/03/1996]',0.018,-0.017,0.003,161.654,0.114,-0.281
'[14:49:56.144 01/03/1996]',0.018,-0.035,0.003,164.511,0.194,-0.282
'[14:49:56.146 01/03/1996]',0.018,-0.035,0.003,164.511,0.194,-0.282
'[14:49:56.148 01/03/1996]',0.018,-0.017,0.003,164.511,0.194,-0.282
'[14:49:56.150 01/03/1996]',0.018,-0.017,0.003,164.511,0.194,-0.282
'[14:49:56.152 01/03/1996]',0.018,0.002,0.003,166.617,0.266,-0.284
'[14:49:56.154 01/03/1996]',0.018,0.002,0.003,166.617,0.266,-0.284
'[14:49:56.156 01/03/1996]',0.018,-0.017,0.003,166.617,0.266,-0.284
'[14:49:56.158 01/03/1996]',0.018,-0.017,0.003,166.617,0.266,-0.284
'[14:49:56.160 01/03/1996]',0.018,-0.017,0.003,167.744,0.326,-0.286
'[14:49:56.162 01/03/1996]',0.018,-0.035,0.003,167.744,0.326,-0.286
'[14:49:56.164 01/03/1996]',0.018,-0.035,0.003,167.744,0.326,-0.286
'[14:49:56.166 01/03/1996]',0.018,-0.017,0.003,167.744,0.326,-0.286
'[14:49:56.168 01/03/1996]',0.018,-0.017,0.003,168.195,0.377,-0.288
'[14:49:56.170 01/03/1996]',0.018,-0.017,0.003,168.195,0.377,-0.288
'[14:49:56.172 01/03/1996]',0.018,-0.017,0.003,168.195,0.377,-0.288
'[14:49:56.174 01/03/1996]',0.017,-0.035,0.003,168.195,0.377,-0.288
'[14:49:56.176 01/03/1996]',0.015,-0.035,0.003,167.744,0.416,-0.289
'[14:49:56.178 01/03/1996]',0.013,-0.035,0.003,167.744,0.416,-0.289
'[14:49:56.180 01/03/1996]',0.012,-0.035,0.003,167.744,0.416,-0.289
'[14:49:56.182 01/03/1996]',0.010,-0.035,0.003,167.744,0.416,-0.289
'[14:49:56.184 01/03/1996]',0.010,-0.017,0.003,166.391,0.445,-0.291
'[14:49:56.186 01/03/1996]',0.010,-0.017,0.003,166.391,0.445,-0.291
'[14:49:56.188 01/03/1996]',0.008,-0.017,0.003,166.391,0.445,-0.291
'[14:49:56.190 01/03/1996]',0.007,-0.035,0.003,166.391,0.445,-0.291
'[14:49:56.192 01/03/1996]',0.006,-0.035,0.003,164.286,0.463,-0.292
'[14:49:56.194 01/03/1996]',0.005,-0.053,0.003,164.286,0.463,-0.292
'[14:49:56.196 01/03/1996]',0.006,-0.053,0.003,164.286,0.463,-0.292
'[14:49:56.198 01/03/1996]',0.007,-0.053,0.003,164.286,0.463,-0.292
'[14:49:56.200 01/03/1996]',0.007,-0.035,0.003,161.429,0.475,-0.293
'[14:49:56.202 01/03/1996]',0.008,-0.035,0.003,161.429,0.475,-0.293
'[14:49:56.204 01/03/1996]',0.008,-0.035,0.003,161.429,0.475,-0.293
'[14:49:56.206 01/03/1996]',0.008,-0.035,0.003,161.429,0.475,-0.293
'[14:49:56.208 01/03/1996]',0.007,-0.035,0.003,158.120,0.479,-0.294
'[14:49:56.210 01/03/1996]',0.005,-0.053,0.003,158.120,0.479,-0.294
'[14:49:56.212 01/03/1996]',0.004,-0.053,0.003,158.120,0.479,-0.294
'[14:49:56.214 01/03/1996]',0.003,-0.053,0.003,158.120,0.479,-0.294
'[14:49:56.216 01/03/1996]',0.002,-0.035,0.003,154.286,0.520,-0.295
'[14:49:56.218 01/03/1996]',0.000,-0.035,0.003,154.286,0.520,-0.295
'[14:49:56.220 01/03/1996]',-0.001,-0.035,0.003,154.286,0.520,-0.295
'[14:49:56.222 01/03/1996]',-0.002,-0.035,0.003,154.286,0.520,-0.295
'[14:49:56.224 01/03/1996]',-0.001,-0.035,0.003,150.000,0.510,-0.296
'[14:49:56.226 01/03/1996]',0.000,-0.035,0.003,150.000,0.510,-0.296
'[14:49:56.228 01/03/1996]',0.000,-0.053,0.003,150.000,0.510,-0.296
'[14:49:56.230 01/03/1996]',0.000,-0.053,0.003,150.000,0.510,-0.296
'[14:49:56.232 01/03/1996]',0.000,-0.053,0.003,145.489,0.495,-0.297
'[14:49:56.234 01/03/1996]',0.000,-0.035,0.003,145.489,0.495,-0.297
'[14:49:56.236 01/03/1996]',0.000,-0.035,0.003,145.489,0.495,-0.297
'[14:49:56.238 01/03/1996]',0.000,-0.035,0.003,145.489,0.495,-0.297
'[14:49:56.240 01/03/1996]',0.000,-0.035,0.003,140.752,0.474,-0.298
'[14:49:56.242 01/03/1996]',0.000,-0.053,0.003,140.752,0.474,-0.298
'[14:49:56.244 01/03/1996]',0.001,-0.053,0.003,140.752,0.474,-0.298
'[14:49:56.246 01/03/1996]',0.002,-0.053,0.003,140.752,0.474,-0.298
'[14:49:56.248 01/03/1996]',0.003,-0.053,0.003,135.789,0.447,-0.299
'[14:49:56.250 01/03/1996]',0.005,-0.035,0.003,135.789,0.447,-0.299
'[14:49:56.252 01/03/1996]',0.005,-0.035,0.003,135.789,0.447,-0.299
'[14:49:56.254 01/03/1996]',0.005,-0.035,0.003,135.789,0.447,-0.299
'[14:49:56.256 01/03/1996]',0.005,-0.035,0.003,130.977,0.417,-0.301
'[14:49:56.258 01/03/1996]',0.005,-0.035,0.003,130.977,0.417,-0.301
'[14:49:56.260 01/03/1996]',0.005,-0.053,0.003,130.977,0.417,-0.301
'[14:49:56.262 01/03/1996]',0.005,-0.053,0.003,130.977,0.417,-0.301
'[14:49:56.264 01/03/1996]',0.006,-0.035,0.003,126.165,0.384,-0.303
'[14:49:56.266 01/03/1996]',0.007,-0.035,0.003,126.165,0.384,-0.303
'[14:49:56.268 01/03/1996]',0.009,-0.035,0.003,126.165,0.384,-0.303
'[14:49:56.270 01/03/1996]',0.012,-0.017,0.003,126.165,0.384,-0.303
'[14:49:56.272 01/03/1996]',0.016,0.002,0.038,121.654,0.346,-0.305
'[14:49:56.274 01/03/1996]',0.020,-0.017,0.038,121.654,0.346,-0.305
'[14:49:56.276 01/03/1996]',0.022,-0.017,0.038,121.654,0.346,-0.305
'[14:49:56.278 01/03/1996]',0.023,-0.017,0.038,121.654,0.346,-0.305
'[14:49:56.280 01/03/1996]',0.025,0.002,0.038,117.519,0.304,-0.307
'[14:49:56.282 01/03/1996]',0.027,0.002,0.038,117.519,0.304,-0.307
'[14:49:56.284 01/03/1996]',0.028,0.019,0.038,117.519,0.304,-0.307
'[14:49:56.286 01/03/1996]',0.030,0.019,0.038,117.519,0.304,-0.307
'[14:49:56.288 01/03/1996]',0.034,0.019,0.038,114.060,0.262,-0.309
'[14:49:56.290 01/03/1996]',0.038,0.019,0.038,114.060,0.262,-0.309
'[14:49:56.292 01/03/1996]',0.041,0.019,0.038,114.060,0.262,-0.309
'[14:49:56.294 01/03/1996]',0.043,0.019,0.038,114.060,0.262,-0.309
'[14:49:56.296 01/03/1996]',0.047,0.019,0.038,111.053,0.216,-0.311
'[14:49:56.298 01/03/1996]',0.050,0.019,0.038,111.053,0.216,-0.311
