'Time and date','III','MCL1'
'[09:32:59.032 04/12/1995]',0.041,0.003
'[09:32:59.034 04/12/1995]',0.045,0.003
'[09:32:59.036 04/12/1995]',0.051,0.003
'[09:32:59.038 04/12/1995]',0.057,0.003
'[09:32:59.040 04/12/1995]',0.063,0.003
'[09:32:59.042 04/12/1995]',0.068,0.003
'[09:32:59.044 04/12/1995]',0.072,0.003
'[09:32:59.046 04/12/1995]',0.076,0.003
'[09:32:59.048 04/12/1995]',0.078,-0.030
'[09:32:59.050 04/12/1995]',0.081,-0.030
'[09:32:59.052 04/12/1995]',0.080,-0.030
'[09:32:59.054 04/12/1995]',0.080,-0.030
'[09:32:59.056 04/12/1995]',0.074,-0.030
'[09:32:59.058 04/12/1995]',0.068,-0.030
'[09:32:59.060 04/12/1995]',0.060,-0.030
'[09:32:59.062 04/12/1995]',0.053,-0.030
'[09:32:59.064 04/12/1995]',0.047,-0.030
'[09:32:59.066 04/12/1995]',0.041,-0.030
'[09:32:59.068 04/12/1995]',0.040,-0.064
'[09:32:59.070 04/12/1995]',0.038,-0.064
'[09:32:59.072 04/12/1995]',0.038,-0.064
'[09:32:59.074 04/12/1995]',0.037,-0.064
'[09:32:59.076 04/12/1995]',0.035,-0.064
'[09:32:59.078 04/12/1995]',0.033,-0.030
'[09:32:59.080 04/12/1995]',0.028,-0.030
'[09:32:59.082 04/12/1995]',0.024,-0.030
'[09:32:59.084 04/12/1995]',0.019,-0.030
'[09:32:59.086 04/12/1995]',0.015,-0.030
'[09:32:59.088 04/12/1995]',0.012,-0.064
'[09:32:59.090 04/12/1995]',0.010,-0.064
'[09:32:59.092 04/12/1995]',0.010,-0.064
'[09:32:59.094 04/12/1995]',0.009,-0.064
'[09:32:59.096 04/12/1995]',0.008,-0.064
'[09:32:59.098 04/12/1995]',0.007,-0.030
'[09:32:59.100 04/12/1995]',0.004,-0.064
'[09:32:59.102 04/12/1995]',0.001,-0.064
'[09:32:59.104 04/12/1995]',-0.003,-0.064
'[09:32:59.106 04/12/1995]',-0.006,-0.064
'[09:32:59.108 04/12/1995]',-0.008,-0.064
'[09:32:59.110 04/12/1995]',-0.009,-0.064
'[09:32:59.112 04/12/1995]',-0.008,-0.030
'[09:32:59.114 04/12/1995]',-0.007,-0.064
'[09:32:59.116 04/12/1995]',-0.004,-0.030
'[09:32:59.118 04/12/1995]',0.000,-0.030
'[09:32:59.120 04/12/1995]',0.002,-0.064
'[09:32:59.122 04/12/1995]',0.005,-0.064
'[09:32:59.124 04/12/1995]',0.004,-0.064
'[09:32:59.126 04/12/1995]',0.003,-0.064
'[09:32:59.128 04/12/1995]',-0.000,-0.064
'[09:32:59.130 04/12/1995]',-0.004,-0.064
'[09:32:59.132 04/12/1995]',-0.008,-0.064
'[09:32:59.134 04/12/1995]',-0.012,-0.064
'[09:32:59.136 04/12/1995]',-0.014,-0.030
'[09:32:59.138 04/12/1995]',-0.015,-0.030
'[09:32:59.140 04/12/1995]',-0.014,-0.064
'[09:32:59.142 04/12/1995]',-0.012,-0.064
'[09:32:59.144 04/12/1995]',-0.009,-0.064
'[09:32:59.146 04/12/1995]',-0.006,-0.064
'[09:32:59.148 04/12/1995]',-0.003,-0.030
'[09:32:59.150 04/12/1995]',0.000,-0.030
'[09:32:59.152 04/12/1995]',0.001,-0.064
'[09:32:59.154 04/12/1995]',0.002,-0.064
'[09:32:59.156 04/12/1995]',0.001,-0.064
'[09:32:59.158 04/12/1995]',0.000,-0.030
'[09:32:59.160 04/12/1995]',-0.002,-0.030
'[09:32:59.162 04/12/1995]',-0.004,-0.030
'[09:32:59.164 04/12/1995]',-0.005,-0.030
'[09:32:59.166 04/12/1995]',-0.006,-0.030
'[09:32:59.168 04/12/1995]',-0.006,-0.030
'[09:32:59.170 04/12/1995]',-0.007,-0.030
'[09:32:59.172 04/12/1995]',-0.006,-0.030
'[09:32:59.174 04/12/1995]',-0.006,-0.030
'[09:32:59.176 04/12/1995]',-0.004,-0.030
'[09:32:59.178 04/12/1995]',-0.003,-0.030
'[09:32:59.180 04/12/1995]',-0.002,-0.030
'[09:32:59.182 04/12/1995]',-0.002,-0.030
'[09:32:59.184 04/12/1995]',-0.001,-0.064
'[09:32:59.186 04/12/1995]',-0.001,-0.064
'[09:32:59.188 04/12/1995]',0.001,-0.030
'[09:32:59.190 04/12/1995]',0.004,-0.030
'[09:32:59.192 04/12/1995]',0.009,-0.030
'[09:32:59.194 04/12/1995]',0.015,-0.030
'[09:32:59.196 04/12/1995]',0.028,-0.064
'[09:32:59.198 04/12/1995]',0.040,-0.064
'[09:32:59.200 04/12/1995]',0.061,-0.064
'[09:32:59.202 04/12/1995]',0.082,-0.064
'[09:32:59.204 04/12/1995]',0.111,-0.064
'[09:32:59.206 04/12/1995]',0.141,-0.097
'[09:32:59.208 04/12/1995]',0.177,-0.097
'[09:32:59.210 04/12/1995]',0.213,-0.131
'[09:32:59.212 04/12/1995]',0.253,-0.164
'[09:32:59.214 04/12/1995]',0.293,-0.231
'[09:32:59.216 04/12/1995]',0.332,-0.298
'[09:32:59.218 04/12/1995]',0.372,-0.399
'[09:32:59.220 04/12/1995]',0.402,-0.498
'[09:32:59.222 04/12/1995]',0.433,-0.632
'[09:32:59.224 04/12/1995]',0.451,-0.766
'[09:32:59.226 04/12/1995]',0.469,-0.900
'[09:32:59.228 04/12/1995]',0.473,-1.032
'[09:32:59.230 04/12/1995]',0.478,-1.132
'[09:32:59.232 04/12/1995]',0.472,-1.233
'[09:32:59.234 04/12/1995]',0.466,-1.333
'[09:32:59.236 04/12/1995]',0.454,-1.400
'[09:32:59.238 04/12/1995]',0.443,-1.400
'[09:32:59.240 04/12/1995]',0.433,-1.400
'[09:32:59.242 04/12/1995]',0.423,-1.367
'[09:32:59.244 04/12/1995]',0.418,-1.367
'[09:32:59.246 04/12/1995]',0.413,-1.333
'[09:32:59.248 04/12/1995]',0.417,-1.300
'[09:32:59.250 04/12/1995]',0.422,-1.233
'[09:32:59.252 04/12/1995]',0.435,-1.199
'[09:32:59.254 04/12/1995]',0.449,-1.099
'[09:32:59.256 04/12/1995]',0.467,-0.998
'[09:32:59.258 04/12/1995]',0.484,-0.900
'[09:32:59.260 04/12/1995]',0.497,-0.799
'[09:32:59.262 04/12/1995]',0.510,-0.665
'[09:32:59.264 04/12/1995]',0.508,-0.531
'[09:32:59.266 04/12/1995]',0.505,-0.432
'[09:32:59.268 04/12/1995]',0.482,-0.332
'[09:32:59.270 04/12/1995]',0.459,-0.298
'[09:32:59.272 04/12/1995]',0.419,-0.231
'[09:32:59.274 04/12/1995]',0.380,-0.164
'[09:32:59.276 04/12/1995]',0.333,-0.097
'[09:32:59.278 04/12/1995]',0.287,-0.030
'[09:32:59.280 04/12/1995]',0.243,0.003
'[09:32:59.282 04/12/1995]',0.200,0.035
'[09:32:59.284 04/12/1995]',0.165,0.068
'[09:32:59.286 04/12/1995]',0.129,0.068
'[09:32:59.288 04/12/1995]',0.103,0.102
'[09:32:59.290 04/12/1995]',0.076,0.135
'[09:32:59.292 04/12/1995]',0.055,0.169
'[09:32:59.294 04/12/1995]',0.035,0.169
'[09:32:59.296 04/12/1995]',0.019,0.202
'[09:32:59.298 04/12/1995]',0.003,0.202
'[09:32:59.300 04/12/1995]',-0.011,0.202
'[09:32:59.302 04/12/1995]',-0.025,0.202
'[09:32:59.304 04/12/1995]',-0.036,0.202
'[09:32:59.306 04/12/1995]',-0.048,0.202
'[09:32:59.308 04/12/1995]',-0.056,0.202
'[09:32:59.310 04/12/1995]',-0.064,0.202
'[09:32:59.312 04/12/1995]',-0.068,0.202
'[09:32:59.314 04/12/1995]',-0.073,0.202
'[09:32:59.316 04/12/1995]',-0.074,0.202
'[09:32:59.318 04/12/1995]',-0.076,0.202
'[09:32:59.320 04/12/1995]',-0.074,0.202
'[09:32:59.322 04/12/1995]',-0.071,0.202
'[09:32:59.324 04/12/1995]',-0.066,0.202
'[09:32:59.326 04/12/1995]',-0.061,0.202
'[09:32:59.328 04/12/1995]',-0.055,0.202
'[09:32:59.330 04/12/1995]',-0.049,0.236
'[09:32:59.332 04/12/1995]',-0.043,0.236
'[09:32:59.334 04/12/1995]',-0.037,0.236
'[09:32:59.336 04/12/1995]',-0.031,0.236
'[09:32:59.338 04/12/1995]',-0.025,0.236
'[09:32:59.340 04/12/1995]',-0.021,0.236
'[09:32:59.342 04/12/1995]',-0.017,0.236
'[09:32:59.344 04/12/1995]',-0.014,0.269
'[09:32:59.346 04/12/1995]',-0.012,0.269
'[09:32:59.348 04/12/1995]',-0.010,0.269
'[09:32:59.350 04/12/1995]',-0.008,0.269
'[09:32:59.352 04/12/1995]',-0.007,0.269
'[09:32:59.354 04/12/1995]',-0.006,0.269
'[09:32:59.356 04/12/1995]',-0.006,0.269
'[09:32:59.358 04/12/1995]',-0.006,0.269
'[09:32:59.360 04/12/1995]',-0.006,0.269
'[09:32:59.362 04/12/1995]',-0.005,0.269
'[09:32:59.364 04/12/1995]',-0.005,0.269
'[09:32:59.366 04/12/1995]',-0.005,0.269
'[09:32:59.368 04/12/1995]',-0.005,0.269
'[09:32:59.370 04/12/1995]',-0.005,0.269
'[09:32:59.372 04/12/1995]',-0.006,0.269
'[09:32:59.374 04/12/1995]',-0.006,0.269
'[09:32:59.376 04/12/1995]',-0.007,0.269
'[09:32:59.378 04/12/1995]',-0.008,0.303
'[09:32:59.380 04/12/1995]',-0.008,0.303
'[09:32:59.382 04/12/1995]',-0.008,0.303
'[09:32:59.384 04/12/1995]',-0.006,0.303
'[09:32:59.386 04/12/1995]',-0.005,0.303
'[09:32:59.388 04/12/1995]',-0.002,0.303
'[09:32:59.390 04/12/1995]',0.000,0.303
'[09:32:59.392 04/12/1995]',0.003,0.003
'[09:32:59.394 04/12/1995]',0.005,0.003
'[09:32:59.396 04/12/1995]',0.007,0.003
'[09:32:59.398 04/12/1995]',0.009,0.003
'[09:32:59.400 04/12/1995]',0.009,0.003
'[09:32:59.402 04/12/1995]',0.009,0.003
'[09:32:59.404 04/12/1995]',0.009,0.003
'[09:32:59.406 04/12/1995]',0.008,0.003
'[09:32:59.408 04/12/1995]',0.008,0.003
'[09:32:59.410 04/12/1995]',0.008,0.003
'[09:32:59.412 04/12/1995]',0.008,0.003
'[09:32:59.414 04/12/1995]',0.008,0.003
'[09:32:59.416 04/12/1995]',0.008,0.003
'[09:32:59.418 04/12/1995]',0.008,0.003
'[09:32:59.420 04/12/1995]',0.008,0.003
'[09:32:59.422 04/12/1995]',0.008,0.003
'[09:32:59.424 04/12/1995]',0.008,0.003
'[09:32:59.426 04/12/1995]',0.008,0.003
'[09:32:59.428 04/12/1995]',0.008,0.003
'[09:32:59.430 04/12/1995]',0.008,0.003
'[09:32:59.432 04/12/1995]',0.008,0.003
'[09:32:59.434 04/12/1995]',0.008,0.003
'[09:32:59.436 04/12/1995]',0.008,0.003
'[09:32:59.438 04/12/1995]',0.008,0.003
'[09:32:59.440 04/12/1995]',0.008,0.003
'[09:32:59.442 04/12/1995]',0.008,0.003
'[09:32:59.444 04/12/1995]',0.008,0.003
'[09:32:59.446 04/12/1995]',0.008,0.003
'[09:32:59.448 04/12/1995]',0.008,0.003
'[09:32:59.450 04/12/1995]',0.008,0.003
'[09:32:59.452 04/12/1995]',0.008,0.003
'[09:32:59.454 04/12/1995]',0.008,0.003
'[09:32:59.456 04/12/1995]',0.008,0.003
'[09:32:59.458 04/12/1995]',0.008,0.003
'[09:32:59.460 04/12/1995]',0.008,0.003
'[09:32:59.462 04/12/1995]',0.008,0.003
'[09:32:59.464 04/12/1995]',0.008,0.003
'[09:32:59.466 04/12/1995]',0.008,0.003
'[09:32:59.468 04/12/1995]',0.008,0.003
'[09:32:59.470 04/12/1995]',0.008,0.003
'[09:32:59.472 04/12/1995]',0.008,0.003
'[09:32:59.474 04/12/1995]',0.008,0.003
'[09:32:59.476 04/12/1995]',0.008,0.003
'[09:32:59.478 04/12/1995]',0.008,0.003
'[09:32:59.480 04/12/1995]',0.008,0.003
'[09:32:59.482 04/12/1995]',0.008,0.003
'[09:32:59.484 04/12/1995]',0.008,0.003
'[09:32:59.486 04/12/1995]',0.008,0.003
'[09:32:59.488 04/12/1995]',0.008,0.003
'[09:32:59.490 04/12/1995]',0.008,0.003
'[09:32:59.492 04/12/1995]',0.008,0.003
'[09:32:59.494 04/12/1995]',0.008,0.003
'[09:32:59.496 04/12/1995]',0.008,0.003
'[09:32:59.498 04/12/1995]',0.008,0.003
'[09:32:59.500 04/12/1995]',0.008,0.003
'[09:32:59.502 04/12/1995]',0.008,0.003
'[09:32:59.504 04/12/1995]',0.008,0.003
'[09:32:59.506 04/12/1995]',0.008,0.003
'[09:32:59.508 04/12/1995]',0.008,0.003
'[09:32:59.510 04/12/1995]',0.008,0.003
'[09:32:59.512 04/12/1995]',0.008,0.003
'[09:32:59.514 04/12/1995]',0.008,0.003
'[09:32:59.516 04/12/1995]',0.008,0.003
'[09:32:59.518 04/12/1995]',0.008,0.003
'[09:32:59.520 04/12/1995]',0.008,0.003
'[09:32:59.522 04/12/1995]',0.008,0.003
'[09:32:59.524 04/12/1995]',0.008,0.003
'[09:32:59.526 04/12/1995]',0.008,0.003
'[09:32:59.528 04/12/1995]',0.008,0.003
'[09:32:59.530 04/12/1995]',0.008,0.003
'[09:32:59.532 04/12/1995]',0.008,0.003
'[09:32:59.534 04/12/1995]',0.008,0.003
'[09:32:59.536 04/12/1995]',0.008,0.003
'[09:32:59.538 04/12/1995]',0.008,0.003
'[09:32:59.540 04/12/1995]',0.008,0.003
'[09:32:59.542 04/12/1995]',0.008,0.003
'[09:32:59.544 04/12/1995]',0.008,0.003
'[09:32:59.546 04/12/1995]',0.008,0.003
'[09:32:59.548 04/12/1995]',0.008,0.003
'[09:32:59.550 04/12/1995]',0.008,0.003
'[09:32:59.552 04/12/1995]',0.008,0.003
'[09:32:59.554 04/12/1995]',0.008,0.003
'[09:32:59.556 04/12/1995]',0.008,0.003
'[09:32:59.558 04/12/1995]',0.008,0.003
'[09:32:59.560 04/12/1995]',0.008,0.003
'[09:32:59.562 04/12/1995]',0.008,0.003
'[09:32:59.564 04/12/1995]',0.008,0.003
'[09:32:59.566 04/12/1995]',0.008,0.003
'[09:32:59.568 04/12/1995]',0.008,0.003
'[09:32:59.570 04/12/1995]',0.008,0.003
'[09:32:59.572 04/12/1995]',0.008,0.003
'[09:32:59.574 04/12/1995]',0.008,0.003
'[09:32:59.576 04/12/1995]',0.008,0.003
'[09:32:59.578 04/12/1995]',0.008,0.003
'[09:32:59.580 04/12/1995]',0.008,0.003
'[09:32:59.582 04/12/1995]',0.008,0.003
'[09:32:59.584 04/12/1995]',0.008,0.003
'[09:32:59.586 04/12/1995]',0.008,0.003
'[09:32:59.588 04/12/1995]',0.008,0.003
'[09:32:59.590 04/12/1995]',0.008,0.003
'[09:32:59.592 04/12/1995]',0.008,0.003
'[09:32:59.594 04/12/1995]',0.008,0.003
'[09:32:59.596 04/12/1995]',0.008,0.003
'[09:32:59.598 04/12/1995]',0.008,0.003
'[09:32:59.600 04/12/1995]',0.008,0.003
'[09:32:59.602 04/12/1995]',0.008,0.003
'[09:32:59.604 04/12/1995]',0.008,0.003
'[09:32:59.606 04/12/1995]',0.008,0.003
'[09:32:59.608 04/12/1995]',0.008,0.003
'[09:32:59.610 04/12/1995]',0.008,0.003
'[09:32:59.612 04/12/1995]',0.008,0.003
'[09:32:59.614 04/12/1995]',0.008,0.003
'[09:32:59.616 04/12/1995]',0.008,0.003
'[09:32:59.618 04/12/1995]',0.008,0.003
'[09:32:59.620 04/12/1995]',0.008,0.003
'[09:32:59.622 04/12/1995]',0.008,0.003
'[09:32:59.624 04/12/1995]',0.008,0.003
'[09:32:59.626 04/12/1995]',0.008,0.003
'[09:32:59.628 04/12/1995]',0.008,0.003
'[09:32:59.630 04/12/1995]',0.008,0.003
'[09:32:59.632 04/12/1995]',0.008,0.003
'[09:32:59.634 04/12/1995]',0.008,0.003
'[09:32:59.636 04/12/1995]',0.008,0.003
'[09:32:59.638 04/12/1995]',0.008,0.003
'[09:32:59.640 04/12/1995]',0.008,0.003
'[09:32:59.642 04/12/1995]',0.008,0.003
'[09:32:59.644 04/12/1995]',0.008,0.003
'[09:32:59.646 04/12/1995]',0.008,0.003
'[09:32:59.648 04/12/1995]',0.008,0.003
'[09:32:59.650 04/12/1995]',0.008,0.003
'[09:32:59.652 04/12/1995]',0.008,0.003
'[09:32:59.654 04/12/1995]',0.008,0.003
'[09:32:59.656 04/12/1995]',0.008,0.003
'[09:32:59.658 04/12/1995]',0.008,0.003
'[09:32:59.660 04/12/1995]',0.008,0.003
'[09:32:59.662 04/12/1995]',0.008,0.003
'[09:32:59.664 04/12/1995]',0.008,0.003
'[09:32:59.666 04/12/1995]',0.008,0.003
'[09:32:59.668 04/12/1995]',0.008,0.003
'[09:32:59.670 04/12/1995]',0.008,0.003
'[09:32:59.672 04/12/1995]',0.008,0.003
'[09:32:59.674 04/12/1995]',0.008,0.003
'[09:32:59.676 04/12/1995]',0.008,0.003
'[09:32:59.678 04/12/1995]',0.008,0.003
'[09:32:59.680 04/12/1995]',0.008,0.003
'[09:32:59.682 04/12/1995]',0.008,0.003
'[09:32:59.684 04/12/1995]',0.008,0.003
'[09:32:59.686 04/12/1995]',0.008,0.003
'[09:32:59.688 04/12/1995]',0.008,0.003
'[09:32:59.690 04/12/1995]',0.008,0.003
'[09:32:59.692 04/12/1995]',0.008,0.003
'[09:32:59.694 04/12/1995]',0.008,0.003
'[09:32:59.696 04/12/1995]',0.008,0.003
'[09:32:59.698 04/12/1995]',0.008,0.003
'[09:32:59.700 04/12/1995]',0.008,0.003
'[09:32:59.702 04/12/1995]',0.008,0.003
'[09:32:59.704 04/12/1995]',0.008,0.003
'[09:32:59.706 04/12/1995]',0.008,0.003
'[09:32:59.708 04/12/1995]',0.008,0.003
'[09:32:59.710 04/12/1995]',0.008,0.003
'[09:32:59.712 04/12/1995]',0.008,0.003
'[09:32:59.714 04/12/1995]',0.008,0.003
'[09:32:59.716 04/12/1995]',0.008,0.003
'[09:32:59.718 04/12/1995]',0.008,0.003
'[09:32:59.720 04/12/1995]',0.008,0.003
'[09:32:59.722 04/12/1995]',0.008,0.003
'[09:32:59.724 04/12/1995]',0.008,0.003
'[09:32:59.726 04/12/1995]',0.008,0.003
'[09:32:59.728 04/12/1995]',0.008,0.003
'[09:32:59.730 04/12/1995]',0.008,0.003
'[09:32:59.732 04/12/1995]',0.008,0.003
'[09:32:59.734 04/12/1995]',0.008,0.003
'[09:32:59.736 04/12/1995]',0.008,0.003
'[09:32:59.738 04/12/1995]',0.008,0.003
'[09:32:59.740 04/12/1995]',0.008,0.003
'[09:32:59.742 04/12/1995]',0.008,0.003
'[09:32:59.744 04/12/1995]',0.008,0.003
'[09:32:59.746 04/12/1995]',0.008,0.003
'[09:32:59.748 04/12/1995]',0.008,0.003
'[09:32:59.750 04/12/1995]',0.008,0.003
'[09:32:59.752 04/12/1995]',0.008,0.003
'[09:32:59.754 04/12/1995]',0.008,0.003
'[09:32:59.756 04/12/1995]',0.008,0.003
'[09:32:59.758 04/12/1995]',0.008,0.003
'[09:32:59.760 04/12/1995]',0.008,0.003
'[09:32:59.762 04/12/1995]',0.008,0.003
'[09:32:59.764 04/12/1995]',0.008,0.003
'[09:32:59.766 04/12/1995]',0.008,0.003
'[09:32:59.768 04/12/1995]',0.008,0.003
'[09:32:59.770 04/12/1995]',0.008,0.003
'[09:32:59.772 04/12/1995]',0.008,0.003
'[09:32:59.774 04/12/1995]',0.008,0.003
'[09:32:59.776 04/12/1995]',0.008,0.003
'[09:32:59.778 04/12/1995]',0.008,0.003
'[09:32:59.780 04/12/1995]',0.008,0.003
'[09:32:59.782 04/12/1995]',0.008,0.003
'[09:32:59.784 04/12/1995]',0.008,0.003
'[09:32:59.786 04/12/1995]',0.008,0.003
'[09:32:59.788 04/12/1995]',0.008,0.003
'[09:32:59.790 04/12/1995]',0.008,0.003
'[09:32:59.792 04/12/1995]',0.008,0.003
'[09:32:59.794 04/12/1995]',0.008,0.003
'[09:32:59.796 04/12/1995]',0.008,0.003
'[09:32:59.798 04/12/1995]',0.008,0.003
'[09:32:59.800 04/12/1995]',0.008,0.003
'[09:32:59.802 04/12/1995]',0.008,0.003
'[09:32:59.804 04/12/1995]',0.008,0.003
'[09:32:59.806 04/12/1995]',0.008,0.003
'[09:32:59.808 04/12/1995]',0.008,0.003
'[09:32:59.810 04/12/1995]',0.008,0.003
'[09:32:59.812 04/12/1995]',0.008,0.003
'[09:32:59.814 04/12/1995]',0.008,0.003
'[09:32:59.816 04/12/1995]',0.008,0.003
'[09:32:59.818 04/12/1995]',0.008,0.003
'[09:32:59.820 04/12/1995]',0.008,0.003
'[09:32:59.822 04/12/1995]',0.008,0.003
'[09:32:59.824 04/12/1995]',0.008,0.003
'[09:32:59.826 04/12/1995]',0.008,0.003
'[09:32:59.828 04/12/1995]',0.008,0.003
'[09:32:59.830 04/12/1995]',0.008,0.003
'[09:32:59.832 04/12/1995]',0.008,0.003
'[09:32:59.834 04/12/1995]',0.008,0.003
'[09:32:59.836 04/12/1995]',0.008,0.003
'[09:32:59.838 04/12/1995]',0.008,0.003
'[09:32:59.840 04/12/1995]',0.008,0.003
'[09:32:59.842 04/12/1995]',0.008,0.003
'[09:32:59.844 04/12/1995]',0.008,0.003
'[09:32:59.846 04/12/1995]',0.008,0.003
'[09:32:59.848 04/12/1995]',0.008,0.003
'[09:32:59.850 04/12/1995]',0.008,0.003
'[09:32:59.852 04/12/1995]',0.008,0.003
'[09:32:59.854 04/12/1995]',0.008,0.003
'[09:32:59.856 04/12/1995]',0.008,0.003
'[09:32:59.858 04/12/1995]',0.008,0.003
'[09:32:59.860 04/12/1995]',0.008,0.003
'[09:32:59.862 04/12/1995]',0.008,0.003
'[09:32:59.864 04/12/1995]',0.008,0.003
'[09:32:59.866 04/12/1995]',0.008,0.003
'[09:32:59.868 04/12/1995]',0.008,0.003
'[09:32:59.870 04/12/1995]',0.008,0.003
'[09:32:59.872 04/12/1995]',0.008,0.003
'[09:32:59.874 04/12/1995]',0.008,0.003
'[09:32:59.876 04/12/1995]',0.008,0.003
'[09:32:59.878 04/12/1995]',0.008,0.003
'[09:32:59.880 04/12/1995]',0.008,0.003
'[09:32:59.882 04/12/1995]',0.008,0.003
'[09:32:59.884 04/12/1995]',0.008,0.003
'[09:32:59.886 04/12/1995]',0.008,0.003
'[09:32:59.888 04/12/1995]',0.009,0.003
'[09:32:59.890 04/12/1995]',0.010,0.003
'[09:32:59.892 04/12/1995]',0.013,0.003
'[09:32:59.894 04/12/1995]',0.016,0.003
'[09:32:59.896 04/12/1995]',0.020,0.003
'[09:32:59.898 04/12/1995]',0.024,0.003
'[09:32:59.900 04/12/1995]',0.030,0.003
'[09:32:59.902 04/12/1995]',0.035,0.003
'[09:32:59.904 04/12/1995]',0.039,-0.030
'[09:32:59.906 04/12/1995]',0.043,-0.030
'[09:32:59.908 04/12/1995]',0.045,-0.030
'[09:32:59.910 04/12/1995]',0.047,-0.030
'[09:32:59.912 04/12/1995]',0.048,-0.030
'[09:32:59.914 04/12/1995]',0.048,-0.030
'[09:32:59.916 04/12/1995]',0.048,-0.030
'[09:32:59.918 04/12/1995]',0.048,-0.030
'[09:32:59.920 04/12/1995]',0.048,-0.064
'[09:32:59.922 04/12/1995]',0.048,-0.064
'[09:32:59.924 04/12/1995]',0.048,-0.064
'[09:32:59.926 04/12/1995]',0.048,-0.064
'[09:32:59.928 04/12/1995]',0.047,-0.064
'[09:32:59.930 04/12/1995]',0.047,-0.064
'[09:32:59.932 04/12/1995]',0.046,-0.064
'[09:32:59.934 04/12/1995]',0.045,-0.064
'[09:32:59.936 04/12/1995]',0.045,-0.064
'[09:32:59.938 04/12/1995]',0.045,-0.064
'[09:32:59.940 04/12/1995]',0.045,-0.064
'[09:32:59.942 04/12/1995]',0.045,-0.064
'[09:32:59.944 04/12/1995]',0.045,-0.064
'[09:32:59.946 04/12/1995]',0.046,-0.030
'[09:32:59.948 04/12/1995]',0.047,-0.030
'[09:32:59.950 04/12/1995]',0.047,-0.030
'[09:32:59.952 04/12/1995]',0.047,-0.030
'[09:32:59.954 04/12/1995]',0.047,-0.030
'[09:32:59.956 04/12/1995]',0.047,-0.030
'[09:32:59.958 04/12/1995]',0.047,-0.030
'[09:32:59.960 04/12/1995]',0.047,-0.030
'[09:32:59.962 04/12/1995]',0.047,-0.030
'[09:32:59.964 04/12/1995]',0.046,-0.030
'[09:32:59.966 04/12/1995]',0.045,-0.030
'[09:32:59.968 04/12/1995]',0.045,-0.030
'[09:32:59.970 04/12/1995]',0.044,-0.030
'[09:32:59.972 04/12/1995]',0.043,-0.030
'[09:32:59.974 04/12/1995]',0.043,-0.030
'[09:32:59.976 04/12/1995]',0.042,-0.030
'[09:32:59.978 04/12/1995]',0.041,-0.030
'[09:32:59.980 04/12/1995]',0.041,-0.030
'[09:32:59.982 04/12/1995]',0.041,-0.030
'[09:32:59.984 04/12/1995]',0.040,-0.030
'[09:32:59.986 04/12/1995]',0.040,-0.030
'[09:32:59.988 04/12/1995]',0.039,-0.030
'[09:32:59.990 04/12/1995]',0.038,-0.030
'[09:32:59.992 04/12/1995]',0.037,-0.030
'[09:32:59.994 04/12/1995]',0.036,0.003
'[09:32:59.996 04/12/1995]',0.035,0.003
'[09:32:59.998 04/12/1995]',0.034,0.003
'[09:33:00.000 04/12/1995]',0.034,0.003
'[09:33:00.002 04/12/1995]',0.034,-0.030
'[09:33:00.004 04/12/1995]',0.033,0.003
'[09:33:00.006 04/12/1995]',0.032,-0.030
'[09:33:00.008 04/12/1995]',0.032,0.003
'[09:33:00.010 04/12/1995]',0.032,-0.030
'[09:33:00.012 04/12/1995]',0.032,0.003
'[09:33:00.014 04/12/1995]',0.032,0.003
'[09:33:00.016 04/12/1995]',0.032,0.003
'[09:33:00.018 04/12/1995]',0.032,0.003
'[09:33:00.020 04/12/1995]',0.031,0.003
'[09:33:00.022 04/12/1995]',0.030,-0.030
'[09:33:00.024 04/12/1995]',0.029,0.003
'[09:33:00.026 04/12/1995]',0.028,-0.030
'[09:33:00.028 04/12/1995]',0.028,0.003
'[09:33:00.030 04/12/1995]',0.028,0.003
'[09:33:00.032 04/12/1995]',0.028,0.003
'[09:33:00.034 04/12/1995]',0.028,0.003
'[09:33:00.036 04/12/1995]',0.028,-0.030
'[09:33:00.038 04/12/1995]',0.028,0.003
'[09:33:00.040 04/12/1995]',0.028,-0.030
'[09:33:00.042 04/12/1995]',0.028,-0.030
'[09:33:00.044 04/12/1995]',0.028,0.003
'[09:33:00.046 04/12/1995]',0.028,0.003
'[09:33:00.048 04/12/1995]',0.028,0.003
'[09:33:00.050 04/12/1995]',0.028,0.003
'[09:33:00.052 04/12/1995]',0.028,-0.030
'[09:33:00.054 04/12/1995]',0.028,-0.030
'[09:33:00.056 04/12/1995]',0.028,-0.030
'[09:33:00.058 04/12/1995]',0.028,0.003
'[09:33:00.060 04/12/1995]',0.028,-0.030
'[09:33:00.062 04/12/1995]',0.028,0.003
'[09:33:00.064 04/12/1995]',0.028,0.003
'[09:33:00.066 04/12/1995]',0.028,0.003
'[09:33:00.068 04/12/1995]',0.028,0.003
'[09:33:00.070 04/12/1995]',0.028,-0.030
'[09:33:00.072 04/12/1995]',0.028,0.003
'[09:33:00.074 04/12/1995]',0.028,0.003
'[09:33:00.076 04/12/1995]',0.028,0.003
'[09:33:00.078 04/12/1995]',0.028,0.003
'[09:33:00.080 04/12/1995]',0.027,0.003
'[09:33:00.082 04/12/1995]',0.027,0.003
'[09:33:00.084 04/12/1995]',0.027,0.003
'[09:33:00.086 04/12/1995]',0.026,0.003
