'Time and date','MCL1','III','V','ABP','PAP','CVP','PLETH'
'[13:30:20.194 11/01/1996]',-0.153,-0.098,-0.131,62.325,25.450,21.875,-
'[13:30:20.196 11/01/1996]',-0.142,-0.098,-0.131,62.325,25.450,21.875,-
'[13:30:20.198 11/01/1996]',-0.153,-0.098,-0.120,62.325,25.450,21.875,-
'[13:30:20.200 11/01/1996]',-0.131,-0.098,-0.120,62.475,25.450,22.050,-
'[13:30:20.202 11/01/1996]',-0.131,-0.109,-0.109,62.475,25.450,22.050,-
'[13:30:20.204 11/01/1996]',-0.098,-0.153,-0.032,62.475,25.450,22.050,-
'[13:30:20.206 11/01/1996]',-0.010,-0.164,0.034,62.475,25.450,22.050,-
'[13:30:20.208 11/01/1996]',0.001,-0.153,0.056,62.475,25.450,22.050,-
'[13:30:20.210 11/01/1996]',0.001,-0.164,0.034,62.475,25.450,22.050,-
'[13:30:20.212 11/01/1996]',0.001,-0.153,0.034,62.475,25.450,22.050,-
'[13:30:20.214 11/01/1996]',0.001,-0.142,0.011,62.475,25.450,22.050,-
'[13:30:20.216 11/01/1996]',0.001,-0.142,-0.010,62.475,25.325,21.988,-
'[13:30:20.218 11/01/1996]',-0.010,-0.131,-0.021,62.475,25.325,21.988,-
'[13:30:20.220 11/01/1996]',-0.021,-0.120,-0.043,62.475,25.325,21.988,-
'[13:30:20.222 11/01/1996]',-0.065,-0.098,-0.098,62.475,25.325,21.988,-
'[13:30:20.224 11/01/1996]',-0.109,-0.087,-0.153,62.475,25.050,21.812,-
'[13:30:20.226 11/01/1996]',-0.142,-0.076,-0.174,62.475,25.050,21.812,-
'[13:30:20.228 11/01/1996]',-0.164,-0.076,-0.197,62.475,25.050,21.812,-
'[13:30:20.230 11/01/1996]',-0.164,-0.065,-0.197,62.475,25.050,21.812,-
'[13:30:20.232 11/01/1996]',-0.174,-0.076,-0.174,62.475,24.700,21.575,-
'[13:30:20.234 11/01/1996]',-0.174,-0.076,-0.174,62.475,24.700,21.575,-
'[13:30:20.236 11/01/1996]',-0.174,-0.076,-0.174,62.475,24.700,21.575,-
'[13:30:20.238 11/01/1996]',-0.174,-0.087,-0.174,62.475,24.700,21.575,-
'[13:30:20.240 11/01/1996]',-0.174,-0.076,-0.164,62.550,24.450,21.337,-
'[13:30:20.242 11/01/1996]',-0.174,-0.087,-0.174,62.550,24.450,21.337,-
'[13:30:20.244 11/01/1996]',-0.185,-0.087,-0.164,62.550,24.450,21.337,-
'[13:30:20.246 11/01/1996]',-0.185,-0.087,-0.164,62.550,24.450,21.337,-
'[13:30:20.248 11/01/1996]',-0.185,-0.076,-0.164,62.625,24.400,21.050,-1.012
'[13:30:20.250 11/01/1996]',-0.185,-0.065,-0.174,62.625,24.400,21.050,-1.012
'[13:30:20.252 11/01/1996]',-0.174,-0.054,-0.164,62.625,24.400,21.050,-1.012
'[13:30:20.254 11/01/1996]',-0.142,-0.043,-0.142,62.625,24.400,21.050,-1.012
'[13:30:20.256 11/01/1996]',-0.098,-0.032,-0.109,62.850,24.450,20.762,-1.006
'[13:30:20.258 11/01/1996]',-0.021,-0.010,-0.043,62.850,24.450,20.762,-1.006
'[13:30:20.260 11/01/1996]',0.067,0.022,0.044,62.850,24.450,20.762,-1.006
'[13:30:20.262 11/01/1996]',0.198,0.056,0.165,62.850,24.450,20.762,-1.006
'[13:30:20.264 11/01/1996]',0.341,0.100,0.297,63.000,24.575,20.462,-0.996
'[13:30:20.266 11/01/1996]',0.505,0.143,0.440,63.000,24.575,20.462,-0.996
'[13:30:20.268 11/01/1996]',0.658,0.165,0.560,63.000,24.575,20.462,-0.996
'[13:30:20.270 11/01/1996]',0.812,0.209,0.703,63.000,24.575,20.462,-0.996
'[13:30:20.272 11/01/1996]',0.944,0.231,0.812,63.150,24.750,20.288,-0.989
'[13:30:20.274 11/01/1996]',1.024,0.242,0.867,63.150,24.750,20.288,-0.989
'[13:30:20.276 11/01/1996]',1.024,0.253,0.922,63.150,24.750,20.288,-0.989
'[13:30:20.278 11/01/1996]',1.024,0.242,0.933,63.150,24.750,20.288,-0.989
'[13:30:20.280 11/01/1996]',1.024,0.220,0.889,63.150,24.875,20.175,-0.982
'[13:30:20.282 11/01/1996]',0.933,0.198,0.768,63.150,24.875,20.175,-0.982
'[13:30:20.284 11/01/1996]',0.736,0.165,0.604,63.150,24.875,20.175,-0.982
'[13:30:20.286 11/01/1996]',0.527,0.133,0.406,63.150,24.875,20.175,-0.982
'[13:30:20.288 11/01/1996]',0.286,0.100,0.209,63.000,24.800,20.175,-0.972
'[13:30:20.290 11/01/1996]',0.100,0.088,0.034,63.000,24.800,20.175,-0.972
'[13:30:20.292 11/01/1996]',-0.021,0.088,-0.065,63.000,24.800,20.175,-0.972
'[13:30:20.294 11/01/1996]',-0.109,0.100,-0.142,63.000,24.800,20.175,-0.972
'[13:30:20.296 11/01/1996]',-0.153,0.133,-0.164,62.850,24.750,20.225,-0.968
'[13:30:20.298 11/01/1996]',-0.153,0.187,-0.164,62.850,24.750,20.225,-0.968
'[13:30:20.300 11/01/1996]',-0.164,0.187,-0.197,62.850,24.750,20.225,-0.968
'[13:30:20.302 11/01/1996]',-0.174,0.187,-0.197,62.850,24.750,20.225,-0.968
'[13:30:20.304 11/01/1996]',-0.185,0.165,-0.207,62.625,24.975,20.462,-0.958
'[13:30:20.306 11/01/1996]',-0.207,0.143,-0.218,62.625,24.975,20.462,-0.958
'[13:30:20.308 11/01/1996]',-0.207,0.143,-0.218,62.625,24.975,20.462,-0.958
'[13:30:20.310 11/01/1996]',-0.207,0.121,-0.218,62.625,24.975,20.462,-0.958
'[13:30:20.312 11/01/1996]',-0.207,0.100,-0.230,62.250,25.750,20.700,-0.951
'[13:30:20.314 11/01/1996]',-0.207,0.088,-0.218,62.250,25.750,20.700,-0.951
'[13:30:20.316 11/01/1996]',-0.207,0.077,-0.218,62.250,25.750,20.700,-0.951
'[13:30:20.318 11/01/1996]',-0.207,0.077,-0.218,62.250,25.750,20.700,-0.951
'[13:30:20.320 11/01/1996]',-0.207,0.077,-0.218,61.950,27.150,20.988,-0.938
'[13:30:20.322 11/01/1996]',-0.207,0.077,-0.207,61.950,27.150,20.988,-0.938
'[13:30:20.324 11/01/1996]',-0.207,0.067,-0.207,61.950,27.150,20.988,-0.938
'[13:30:20.326 11/01/1996]',-0.197,0.067,-0.207,61.950,27.150,20.988,-0.938
'[13:30:20.328 11/01/1996]',-0.197,0.056,-0.197,61.650,28.975,21.337,-0.934
'[13:30:20.330 11/01/1996]',-0.185,0.056,-0.174,61.650,28.975,21.337,-0.934
'[13:30:20.332 11/01/1996]',-0.164,0.044,-0.174,61.650,28.975,21.337,-0.934
'[13:30:20.334 11/01/1996]',-0.164,0.034,-0.164,61.650,28.975,21.337,-0.934
'[13:30:20.336 11/01/1996]',-0.153,0.044,-0.164,61.500,30.500,21.700,-0.930
'[13:30:20.338 11/01/1996]',-0.164,0.022,-0.164,61.500,30.500,21.700,-0.930
'[13:30:20.340 11/01/1996]',-0.153,0.034,-0.153,61.500,30.500,21.700,-0.930
'[13:30:20.342 11/01/1996]',-0.153,0.011,-0.153,61.500,30.500,21.700,-0.930
'[13:30:20.344 11/01/1996]',-0.153,0.001,-0.142,61.275,31.125,22.050,-0.923
'[13:30:20.346 11/01/1996]',-0.142,0.001,-0.142,61.275,31.125,22.050,-0.923
'[13:30:20.348 11/01/1996]',-0.153,-0.021,-0.131,61.275,31.125,22.050,-0.923
'[13:30:20.350 11/01/1996]',-0.131,-0.021,-0.131,61.275,31.125,22.050,-0.923
'[13:30:20.352 11/01/1996]',-0.131,-0.032,-0.120,60.975,30.850,22.225,-0.920
'[13:30:20.354 11/01/1996]',-0.120,-0.032,-0.120,60.975,30.850,22.225,-0.920
'[13:30:20.356 11/01/1996]',-0.120,-0.032,-0.120,60.975,30.850,22.225,-0.920
'[13:30:20.358 11/01/1996]',-0.120,-0.032,-0.120,60.975,30.850,22.225,-0.920
'[13:30:20.360 11/01/1996]',-0.120,-0.032,-0.120,60.675,30.075,22.337,-0.913
'[13:30:20.362 11/01/1996]',-0.120,-0.043,-0.109,60.675,30.075,22.337,-0.913
'[13:30:20.364 11/01/1996]',-0.109,-0.054,-0.109,60.675,30.075,22.337,-0.913
'[13:30:20.366 11/01/1996]',-0.109,-0.054,-0.109,60.675,30.075,22.337,-0.913
'[13:30:20.368 11/01/1996]',-0.109,-0.054,-0.109,60.300,28.900,22.225,-0.917
'[13:30:20.370 11/01/1996]',-0.109,-0.054,-0.120,60.300,28.900,22.225,-0.917
'[13:30:20.372 11/01/1996]',-0.109,-0.043,-0.109,60.300,28.900,22.225,-0.917
'[13:30:20.374 11/01/1996]',-0.109,-0.043,-0.109,60.300,28.900,22.225,-0.917
'[13:30:20.376 11/01/1996]',-0.109,-0.043,-0.109,59.850,27.850,22.100,-0.920
'[13:30:20.378 11/01/1996]',-0.098,-0.043,-0.098,59.850,27.850,22.100,-0.920
'[13:30:20.380 11/01/1996]',-0.098,-0.043,-0.098,59.850,27.850,22.100,-0.920
'[13:30:20.382 11/01/1996]',-0.098,-0.043,-0.076,59.850,27.850,22.100,-0.920
'[13:30:20.384 11/01/1996]',-0.098,-0.043,-0.098,59.400,27.500,21.875,-0.923
'[13:30:20.386 11/01/1996]',-0.098,-0.043,-0.098,59.400,27.500,21.875,-0.923
'[13:30:20.388 11/01/1996]',-0.098,-0.043,-0.098,59.400,27.500,21.875,-0.923
'[13:30:20.390 11/01/1996]',-0.098,-0.043,-0.098,59.400,27.500,21.875,-0.923
'[13:30:20.392 11/01/1996]',-0.098,-0.032,-0.098,58.875,28.675,21.700,-0.930
'[13:30:20.394 11/01/1996]',-0.087,-0.043,-0.076,58.875,28.675,21.700,-0.930
'[13:30:20.396 11/01/1996]',-0.087,-0.043,-0.076,58.875,28.675,21.700,-0.930
'[13:30:20.398 11/01/1996]',-0.076,-0.054,-0.065,58.875,28.675,21.700,-0.930
'[13:30:20.400 11/01/1996]',-0.010,-0.087,0.034,58.425,30.900,21.525,-0.934
'[13:30:20.402 11/01/1996]',0.056,-0.098,0.100,58.425,30.900,21.525,-0.934
'[13:30:20.404 11/01/1996]',0.088,-0.098,0.111,58.425,30.900,21.525,-0.934
'[13:30:20.406 11/01/1996]',0.088,-0.098,0.111,58.425,30.900,21.525,-0.934
'[13:30:20.408 11/01/1996]',0.100,-0.087,0.077,57.975,33.125,21.400,-0.945
'[13:30:20.410 11/01/1996]',0.088,-0.087,0.077,57.975,33.125,21.400,-0.945
'[13:30:20.412 11/01/1996]',0.077,-0.087,0.056,57.975,33.125,21.400,-0.945
'[13:30:20.414 11/01/1996]',0.077,-0.076,0.044,57.975,33.125,21.400,-0.945
'[13:30:20.416 11/01/1996]',0.067,-0.065,0.034,57.525,34.775,21.288,-0.951
'[13:30:20.418 11/01/1996]',0.044,-0.065,0.001,57.525,34.775,21.288,-0.951
'[13:30:20.420 11/01/1996]',0.022,-0.054,-0.021,57.525,34.775,21.288,-0.951
'[13:30:20.422 11/01/1996]',0.001,-0.032,-0.054,57.525,34.775,21.288,-0.951
'[13:30:20.424 11/01/1996]',-0.043,-0.010,-0.109,57.375,36.050,21.163,-0.958
'[13:30:20.426 11/01/1996]',-0.087,0.001,-0.153,57.375,36.050,21.163,-0.958
'[13:30:20.428 11/01/1996]',-0.098,-0.010,-0.164,57.375,36.050,21.163,-0.958
'[13:30:20.430 11/01/1996]',-0.098,0.001,-0.142,57.375,36.050,21.163,-0.958
'[13:30:20.432 11/01/1996]',-0.098,0.001,-0.120,57.600,37.050,21.113,-0.965
'[13:30:20.434 11/01/1996]',-0.098,-0.010,-0.120,57.600,37.050,21.113,-0.965
'[13:30:20.436 11/01/1996]',-0.076,-0.010,-0.109,57.600,37.050,21.113,-0.965
'[13:30:20.438 11/01/1996]',-0.065,-0.010,-0.098,57.600,37.050,21.113,-0.965
'[13:30:20.440 11/01/1996]',-0.065,-0.010,-0.076,58.950,38.000,21.050,-0.965
'[13:30:20.442 11/01/1996]',-0.054,-0.010,-0.065,58.950,38.000,21.050,-0.965
'[13:30:20.444 11/01/1996]',-0.054,-0.010,-0.054,58.950,38.000,21.050,-0.965
'[13:30:20.446 11/01/1996]',-0.043,-0.021,-0.043,58.950,38.000,21.050,-0.965
'[13:30:20.448 11/01/1996]',-0.032,-0.010,-0.043,62.175,39.225,21.113,-0.955
'[13:30:20.450 11/01/1996]',-0.021,-0.010,-0.032,62.175,39.225,21.113,-0.955
'[13:30:20.452 11/01/1996]',-0.021,-0.021,-0.032,62.175,39.225,21.113,-0.955
'[13:30:20.454 11/01/1996]',-0.021,-0.010,-0.032,62.175,39.225,21.113,-0.955
'[13:30:20.456 11/01/1996]',-0.021,-0.010,-0.032,67.125,40.800,21.288,-0.927
'[13:30:20.458 11/01/1996]',-0.010,-0.010,-0.032,67.125,40.800,21.288,-0.927
'[13:30:20.460 11/01/1996]',-0.021,-0.010,-0.032,67.125,40.800,21.288,-0.927
'[13:30:20.462 11/01/1996]',-0.010,-0.010,-0.021,67.125,40.800,21.288,-0.927
'[13:30:20.464 11/01/1996]',0.001,-0.010,-0.010,73.200,42.675,21.525,-0.886
'[13:30:20.466 11/01/1996]',0.001,-0.010,-0.010,73.200,42.675,21.525,-0.886
'[13:30:20.468 11/01/1996]',0.001,0.001,0.001,73.200,42.675,21.525,-0.886
'[13:30:20.470 11/01/1996]',0.001,0.001,0.001,73.200,42.675,21.525,-0.886
'[13:30:20.472 11/01/1996]',0.001,0.001,0.001,79.275,44.600,21.875,-0.814
'[13:30:20.474 11/01/1996]',0.001,0.011,0.001,79.275,44.600,21.875,-0.814
'[13:30:20.476 11/01/1996]',0.011,0.011,0.011,79.275,44.600,21.875,-0.814
'[13:30:20.478 11/01/1996]',0.022,0.011,0.011,79.275,44.600,21.875,-0.814
'[13:30:20.480 11/01/1996]',0.034,0.011,0.022,84.975,46.475,22.225,-0.719
'[13:30:20.482 11/01/1996]',0.044,0.011,0.034,84.975,46.475,22.225,-0.719
'[13:30:20.484 11/01/1996]',0.044,0.022,0.034,84.975,46.475,22.225,-0.719
'[13:30:20.486 11/01/1996]',0.044,0.034,0.034,84.975,46.475,22.225,-0.719
'[13:30:20.488 11/01/1996]',0.044,0.034,0.034,90.675,47.950,22.637,-0.582
'[13:30:20.490 11/01/1996]',0.067,0.044,0.034,90.675,47.950,22.637,-0.582
'[13:30:20.492 11/01/1996]',0.067,0.034,0.044,90.675,47.950,22.637,-0.582
'[13:30:20.494 11/01/1996]',0.100,-0.010,0.111,90.675,47.950,22.637,-0.582
'[13:30:20.496 11/01/1996]',0.198,-0.010,0.220,96.675,48.775,23.038,-0.424
'[13:30:20.498 11/01/1996]',0.220,-0.010,0.231,96.675,48.775,23.038,-0.424
'[13:30:20.500 11/01/1996]',0.231,0.011,0.220,96.675,48.775,23.038,-0.424
'[13:30:20.502 11/01/1996]',0.209,0.022,0.176,96.675,48.775,23.038,-0.424
'[13:30:20.504 11/01/1996]',0.209,0.034,0.165,102.750,48.900,23.337,-0.233
'[13:30:20.506 11/01/1996]',0.187,0.044,0.133,102.750,48.900,23.337,-0.233
'[13:30:20.508 11/01/1996]',0.154,0.056,0.111,102.750,48.900,23.337,-0.233
'[13:30:20.510 11/01/1996]',0.143,0.067,0.077,102.750,48.900,23.337,-0.233
'[13:30:20.512 11/01/1996]',0.121,0.077,0.067,108.225,48.250,23.575,-0.027
'[13:30:20.514 11/01/1996]',0.111,0.088,0.044,108.225,48.250,23.575,-0.027
'[13:30:20.516 11/01/1996]',0.100,0.088,0.044,108.225,48.250,23.575,-0.027
'[13:30:20.518 11/01/1996]',0.100,0.100,0.044,108.225,48.250,23.575,-0.027
'[13:30:20.520 11/01/1996]',0.100,0.111,0.034,112.725,47.025,23.688,0.192
'[13:30:20.522 11/01/1996]',0.100,0.111,0.044,112.725,47.025,23.688,0.192
'[13:30:20.524 11/01/1996]',0.100,0.111,0.044,112.725,47.025,23.688,0.192
'[13:30:20.526 11/01/1996]',0.100,0.111,0.044,112.725,47.025,23.688,0.192
'[13:30:20.528 11/01/1996]',0.100,0.111,0.067,116.325,45.500,23.800,0.411
'[13:30:20.530 11/01/1996]',0.111,0.100,0.056,116.325,45.500,23.800,0.411
'[13:30:20.532 11/01/1996]',0.121,0.111,0.077,116.325,45.500,23.800,0.411
'[13:30:20.534 11/01/1996]',0.111,0.121,0.067,116.325,45.500,23.800,0.411
'[13:30:20.536 11/01/1996]',0.100,0.121,0.056,118.800,43.900,23.863,0.623
'[13:30:20.538 11/01/1996]',0.088,0.121,0.034,118.800,43.900,23.863,0.623
'[13:30:20.540 11/01/1996]',0.088,0.133,0.034,118.800,43.900,23.863,0.623
'[13:30:20.542 11/01/1996]',0.088,0.133,0.034,118.800,43.900,23.863,0.623
'[13:30:20.544 11/01/1996]',0.088,0.121,0.022,120.150,42.375,23.925,0.811
'[13:30:20.546 11/01/1996]',0.088,0.133,0.044,120.150,42.375,23.925,0.811
'[13:30:20.548 11/01/1996]',0.088,0.133,0.034,120.150,42.375,23.925,0.811
'[13:30:20.550 11/01/1996]',0.088,0.133,0.044,120.150,42.375,23.925,0.811
'[13:30:20.552 11/01/1996]',0.088,0.121,0.034,120.750,40.975,23.925,0.982
'[13:30:20.554 11/01/1996]',0.077,0.111,0.034,120.750,40.975,23.925,0.982
'[13:30:20.556 11/01/1996]',0.067,0.111,0.022,120.750,40.975,23.925,0.982
'[13:30:20.558 11/01/1996]',0.067,0.100,0.022,120.750,40.975,23.925,0.982
'[13:30:20.560 11/01/1996]',0.067,0.100,0.022,120.675,39.700,23.925,1.024
'[13:30:20.562 11/01/1996]',0.056,0.088,0.011,120.675,39.700,23.925,1.024
'[13:30:20.564 11/01/1996]',0.044,0.088,0.022,120.675,39.700,23.925,1.024
'[13:30:20.566 11/01/1996]',0.044,0.077,0.022,120.675,39.700,23.925,1.024
'[13:30:20.568 11/01/1996]',0.034,0.077,0.022,119.850,38.400,23.925,1.024
'[13:30:20.570 11/01/1996]',0.022,0.067,0.011,119.850,38.400,23.925,1.024
'[13:30:20.572 11/01/1996]',0.022,0.067,0.001,119.850,38.400,23.925,1.024
'[13:30:20.574 11/01/1996]',0.011,0.056,0.001,119.850,38.400,23.925,1.024
'[13:30:20.576 11/01/1996]',0.001,0.056,0.001,118.200,37.000,23.863,1.024
'[13:30:20.578 11/01/1996]',0.001,0.056,0.001,118.200,37.000,23.863,1.024
'[13:30:20.580 11/01/1996]',0.001,0.044,0.001,118.200,37.000,23.863,1.024
'[13:30:20.582 11/01/1996]',0.001,0.044,0.001,118.200,37.000,23.863,1.024
'[13:30:20.584 11/01/1996]',0.001,0.034,0.001,116.025,35.525,23.800,1.024
'[13:30:20.586 11/01/1996]',0.001,0.022,0.001,116.025,35.525,23.800,1.024
'[13:30:20.588 11/01/1996]',0.056,-0.032,0.067,116.025,35.525,23.800,1.024
'[13:30:20.590 11/01/1996]',0.121,-0.043,0.154,116.025,35.525,23.800,1.024
'[13:30:20.592 11/01/1996]',0.165,-0.043,0.176,113.250,34.350,23.688,1.024
'[13:30:20.594 11/01/1996]',0.165,-0.054,0.165,113.250,34.350,23.688,1.024
'[13:30:20.596 11/01/1996]',0.165,-0.054,0.165,113.250,34.350,23.688,1.024
'[13:30:20.598 11/01/1996]',0.154,-0.054,0.154,113.250,34.350,23.688,1.024
'[13:30:20.600 11/01/1996]',0.143,-0.043,0.133,110.025,34.075,23.688,1.024
'[13:30:20.602 11/01/1996]',0.121,-0.043,0.111,110.025,34.075,23.688,1.024
'[13:30:20.604 11/01/1996]',0.111,-0.043,0.100,110.025,34.075,23.688,1.024
'[13:30:20.606 11/01/1996]',0.111,-0.043,0.077,110.025,34.075,23.688,1.024
'[13:30:20.608 11/01/1996]',0.100,-0.043,0.067,106.575,35.000,23.625,1.024
'[13:30:20.610 11/01/1996]',0.100,-0.043,0.056,106.575,35.000,23.625,1.024
'[13:30:20.612 11/01/1996]',0.100,-0.043,0.056,106.575,35.000,23.625,1.024
'[13:30:20.614 11/01/1996]',0.088,-0.043,0.044,106.575,35.000,23.625,1.024
'[13:30:20.616 11/01/1996]',0.077,-0.043,0.044,102.675,36.750,23.625,1.024
'[13:30:20.618 11/01/1996]',0.077,-0.043,0.034,102.675,36.750,23.625,1.024
'[13:30:20.620 11/01/1996]',0.056,-0.043,0.011,102.675,36.750,23.625,1.024
'[13:30:20.622 11/01/1996]',0.034,-0.010,-0.032,102.675,36.750,23.625,1.024
'[13:30:20.624 11/01/1996]',-0.032,0.011,-0.120,98.700,38.100,23.512,1.024
'[13:30:20.626 11/01/1996]',-0.098,0.011,-0.174,98.700,38.100,23.512,1.024
'[13:30:20.628 11/01/1996]',-0.109,0.011,-0.174,98.700,38.100,23.512,1.024
'[13:30:20.630 11/01/1996]',-0.120,0.011,-0.164,98.700,38.100,23.512,1.024
'[13:30:20.632 11/01/1996]',-0.109,0.011,-0.153,94.725,38.525,23.450,1.024
'[13:30:20.634 11/01/1996]',-0.109,0.001,-0.142,94.725,38.525,23.450,1.024
'[13:30:20.636 11/01/1996]',-0.109,-0.010,-0.131,94.725,38.525,23.450,1.024
'[13:30:20.638 11/01/1996]',-0.098,-0.010,-0.120,94.725,38.525,23.450,1.024
'[13:30:20.640 11/01/1996]',-0.098,-0.010,-0.109,90.900,38.350,23.400,1.024
'[13:30:20.642 11/01/1996]',-0.098,-0.021,-0.109,90.900,38.350,23.400,1.024
'[13:30:20.644 11/01/1996]',-0.098,-0.021,-0.098,90.900,38.350,23.400,1.024
'[13:30:20.646 11/01/1996]',-0.098,-0.032,-0.098,90.900,38.350,23.400,1.024
'[13:30:20.648 11/01/1996]',-0.098,-0.021,-0.076,87.375,37.875,23.275,0.982
'[13:30:20.650 11/01/1996]',-0.087,-0.032,-0.076,87.375,37.875,23.275,0.982
'[13:30:20.652 11/01/1996]',-0.098,-0.043,-0.098,87.375,37.875,23.275,0.982
'[13:30:20.654 11/01/1996]',-0.098,-0.043,-0.098,87.375,37.875,23.275,0.982
'[13:30:20.656 11/01/1996]',-0.098,-0.043,-0.098,84.075,37.225,23.100,0.863
'[13:30:20.658 11/01/1996]',-0.098,-0.043,-0.098,84.075,37.225,23.100,0.863
'[13:30:20.660 11/01/1996]',-0.098,-0.043,-0.098,84.075,37.225,23.100,0.863
'[13:30:20.662 11/01/1996]',-0.098,-0.054,-0.076,84.075,37.225,23.100,0.863
'[13:30:20.664 11/01/1996]',-0.098,-0.054,-0.076,81.225,36.400,22.925,0.740
'[13:30:20.666 11/01/1996]',-0.087,-0.054,-0.076,81.225,36.400,22.925,0.740
'[13:30:20.668 11/01/1996]',-0.098,-0.054,-0.076,81.225,36.400,22.925,0.740
'[13:30:20.670 11/01/1996]',-0.098,-0.054,-0.098,81.225,36.400,22.925,0.740
'[13:30:20.672 11/01/1996]',-0.098,-0.054,-0.098,78.375,35.525,22.637,0.610
'[13:30:20.674 11/01/1996]',-0.098,-0.054,-0.098,78.375,35.525,22.637,0.610
'[13:30:20.676 11/01/1996]',-0.098,-0.054,-0.098,78.375,35.525,22.637,0.610
'[13:30:20.678 11/01/1996]',-0.098,-0.054,-0.098,78.375,35.525,22.637,0.610
'[13:30:20.680 11/01/1996]',-0.098,-0.065,-0.098,75.900,34.650,22.275,0.469
'[13:30:20.682 11/01/1996]',-0.098,-0.065,-0.098,75.900,34.650,22.275,0.469
'[13:30:20.684 11/01/1996]',-0.098,-0.076,-0.109,75.900,34.650,22.275,0.469
'[13:30:20.686 11/01/1996]',-0.098,-0.065,-0.109,75.900,34.650,22.275,0.469
'[13:30:20.688 11/01/1996]',-0.098,-0.065,-0.109,73.725,33.950,21.925,0.343
'[13:30:20.690 11/01/1996]',-0.109,-0.065,-0.109,73.725,33.950,21.925,0.343
'[13:30:20.692 11/01/1996]',-0.109,-0.054,-0.109,73.725,33.950,21.925,0.343
'[13:30:20.694 11/01/1996]',-0.109,-0.054,-0.109,73.725,33.950,21.925,0.343
'[13:30:20.696 11/01/1996]',-0.098,-0.065,-0.109,71.775,33.425,21.575,0.182
'[13:30:20.698 11/01/1996]',-0.109,-0.076,-0.098,71.775,33.425,21.575,0.182
'[13:30:20.700 11/01/1996]',-0.109,-0.065,-0.098,71.775,33.425,21.575,0.182
'[13:30:20.702 11/01/1996]',-0.109,-0.076,-0.109,71.775,33.425,21.575,0.182
'[13:30:20.704 11/01/1996]',-0.120,-0.076,-0.109,70.125,33.175,21.288,0.056
'[13:30:20.706 11/01/1996]',-0.120,-0.076,-0.109,70.125,33.175,21.288,0.056
'[13:30:20.708 11/01/1996]',-0.109,-0.076,-0.109,70.125,33.175,21.288,0.056
'[13:30:20.710 11/01/1996]',-0.120,-0.065,-0.109,70.125,33.175,21.288,0.056
'[13:30:20.712 11/01/1996]',-0.109,-0.065,-0.109,68.775,33.075,21.050,-0.068
'[13:30:20.714 11/01/1996]',-0.109,-0.065,-0.098,68.775,33.075,21.050,-0.068
'[13:30:20.716 11/01/1996]',-0.109,-0.076,-0.109,68.775,33.075,21.050,-0.068
'[13:30:20.718 11/01/1996]',-0.120,-0.076,-0.109,68.775,33.075,21.050,-0.068
'[13:30:20.720 11/01/1996]',-0.109,-0.076,-0.109,67.650,33.125,20.875,-0.177
'[13:30:20.722 11/01/1996]',-0.120,-0.076,-0.120,67.650,33.125,20.875,-0.177
'[13:30:20.724 11/01/1996]',-0.120,-0.065,-0.120,67.650,33.125,20.875,-0.177
'[13:30:20.726 11/01/1996]',-0.120,-0.065,-0.109,67.650,33.125,20.875,-0.177
'[13:30:20.728 11/01/1996]',-0.120,-0.065,-0.109,66.675,33.125,20.762,-0.283
'[13:30:20.730 11/01/1996]',-0.109,-0.065,-0.109,66.675,33.125,20.762,-0.283
'[13:30:20.732 11/01/1996]',-0.109,-0.065,-0.098,66.675,33.125,20.762,-0.283
'[13:30:20.734 11/01/1996]',-0.109,-0.065,-0.109,66.675,33.125,20.762,-0.283
'[13:30:20.736 11/01/1996]',-0.109,-0.065,-0.109,65.925,33.075,20.700,-0.382
'[13:30:20.738 11/01/1996]',-0.120,-0.065,-0.120,65.925,33.075,20.700,-0.382
'[13:30:20.740 11/01/1996]',-0.120,-0.065,-0.109,65.925,33.075,20.700,-0.382
'[13:30:20.742 11/01/1996]',-0.131,-0.065,-0.109,65.925,33.075,20.700,-0.382
'[13:30:20.744 11/01/1996]',-0.120,-0.054,-0.109,65.250,32.900,20.587,-0.471
'[13:30:20.746 11/01/1996]',-0.109,-0.065,-0.109,65.250,32.900,20.587,-0.471
'[13:30:20.748 11/01/1996]',-0.120,-0.076,-0.109,65.250,32.900,20.587,-0.471
'[13:30:20.750 11/01/1996]',-0.120,-0.065,-0.109,65.250,32.900,20.587,-0.471
'[13:30:20.752 11/01/1996]',-0.109,-0.065,-0.109,64.725,32.600,20.525,-0.553
'[13:30:20.754 11/01/1996]',-0.120,-0.065,-0.120,64.725,32.600,20.525,-0.553
'[13:30:20.756 11/01/1996]',-0.109,-0.054,-0.109,64.725,32.600,20.525,-0.553
'[13:30:20.758 11/01/1996]',-0.109,-0.054,-0.109,64.725,32.600,20.525,-0.553
'[13:30:20.760 11/01/1996]',-0.109,-0.054,-0.098,64.275,32.300,20.525,-0.628
'[13:30:20.762 11/01/1996]',-0.098,-0.054,-0.098,64.275,32.300,20.525,-0.628
'[13:30:20.764 11/01/1996]',-0.098,-0.054,-0.109,64.275,32.300,20.525,-0.628
'[13:30:20.766 11/01/1996]',-0.098,-0.054,-0.098,64.275,32.300,20.525,-0.628
'[13:30:20.768 11/01/1996]',-0.098,-0.054,-0.098,64.050,32.025,20.525,-0.694
'[13:30:20.770 11/01/1996]',-0.098,-0.043,-0.098,64.050,32.025,20.525,-0.694
