'Time and date','II','aVR','V','ABP','PAP','CVP','PLETH'
'[15:26:54.618 06/04/1996]',0.247,-0.163,-0.064,67.950,26.750,11.125,0.000
'[15:26:54.620 06/04/1996]',0.257,-0.163,-0.064,67.950,26.750,11.125,0.000
'[15:26:54.622 06/04/1996]',0.265,-0.163,-0.064,67.950,26.750,11.125,0.000
'[15:26:54.624 06/04/1996]',0.265,-0.163,-0.086,67.425,26.625,10.775,0.000
'[15:26:54.626 06/04/1996]',0.257,-0.163,-0.086,67.425,26.625,10.775,0.000
'[15:26:54.628 06/04/1996]',0.257,-0.163,-0.086,67.425,26.625,10.775,0.000
'[15:26:54.630 06/04/1996]',0.257,-0.163,-0.086,67.425,26.625,10.775,0.000
'[15:26:54.632 06/04/1996]',0.257,-0.163,-0.086,67.125,26.525,10.425,0.000
'[15:26:54.634 06/04/1996]',0.257,-0.163,-0.086,67.125,26.525,10.425,0.000
'[15:26:54.636 06/04/1996]',0.247,-0.163,-0.086,67.125,26.525,10.425,0.000
'[15:26:54.638 06/04/1996]',0.247,-0.145,-0.086,67.125,26.525,10.425,0.000
'[15:26:54.640 06/04/1996]',0.238,-0.145,-0.086,66.750,26.400,10.125,0.000
'[15:26:54.642 06/04/1996]',0.247,-0.145,-0.086,66.750,26.400,10.125,0.000
'[15:26:54.644 06/04/1996]',0.238,-0.163,-0.108,66.750,26.400,10.125,0.000
'[15:26:54.646 06/04/1996]',0.238,-0.163,-0.086,66.750,26.400,10.125,0.000
'[15:26:54.648 06/04/1996]',0.238,-0.145,-0.086,66.300,26.325,9.950,0.000
'[15:26:54.650 06/04/1996]',0.229,-0.163,-0.108,66.300,26.325,9.950,0.000
'[15:26:54.652 06/04/1996]',0.238,-0.145,-0.086,66.300,26.325,9.950,0.000
'[15:26:54.654 06/04/1996]',0.238,-0.145,-0.086,66.300,26.325,9.950,0.000
'[15:26:54.656 06/04/1996]',0.247,-0.145,-0.086,65.925,26.400,9.900,0.000
'[15:26:54.658 06/04/1996]',0.247,-0.145,-0.086,65.925,26.400,9.900,0.000
'[15:26:54.660 06/04/1996]',0.247,-0.145,-0.086,65.925,26.400,9.900,0.000
'[15:26:54.662 06/04/1996]',0.238,-0.145,-0.086,65.925,26.400,9.900,0.000
'[15:26:54.664 06/04/1996]',0.238,-0.145,-0.086,65.475,26.525,9.900,0.000
'[15:26:54.666 06/04/1996]',0.238,-0.145,-0.086,65.475,26.525,9.900,0.000
'[15:26:54.668 06/04/1996]',0.247,-0.145,-0.108,65.475,26.525,9.900,0.000
'[15:26:54.670 06/04/1996]',0.247,-0.145,-0.086,65.475,26.525,9.900,0.000
'[15:26:54.672 06/04/1996]',0.247,-0.163,-0.086,64.950,26.925,9.900,0.000
'[15:26:54.674 06/04/1996]',0.247,-0.145,-0.086,64.950,26.925,9.900,0.000
'[15:26:54.676 06/04/1996]',0.247,-0.163,-0.108,64.950,26.925,9.900,0.000
'[15:26:54.678 06/04/1996]',0.238,-0.145,-0.108,64.950,26.925,9.900,0.000
'[15:26:54.680 06/04/1996]',0.238,-0.145,-0.086,64.650,27.500,10.012,0.000
'[15:26:54.682 06/04/1996]',0.238,-0.145,-0.108,64.650,27.500,10.012,0.000
'[15:26:54.684 06/04/1996]',0.247,-0.145,-0.086,64.650,27.500,10.012,0.000
'[15:26:54.686 06/04/1996]',0.257,-0.145,-0.086,64.650,27.500,10.012,0.000
'[15:26:54.688 06/04/1996]',0.247,-0.145,-0.086,64.275,28.100,10.188,0.000
'[15:26:54.690 06/04/1996]',0.247,-0.145,-0.086,64.275,28.100,10.188,0.000
'[15:26:54.692 06/04/1996]',0.247,-0.145,-0.086,64.275,28.100,10.188,0.000
'[15:26:54.694 06/04/1996]',0.247,-0.145,-0.086,64.275,28.100,10.188,0.000
'[15:26:54.696 06/04/1996]',0.247,-0.145,-0.108,64.200,28.450,10.300,0.000
'[15:26:54.698 06/04/1996]',0.247,-0.145,-0.086,64.200,28.450,10.300,0.000
'[15:26:54.700 06/04/1996]',0.238,-0.145,-0.086,64.200,28.450,10.300,0.000
'[15:26:54.702 06/04/1996]',0.247,-0.145,-0.108,64.200,28.450,10.300,0.000
'[15:26:54.704 06/04/1996]',0.247,-0.145,-0.086,64.500,28.575,10.425,0.000
'[15:26:54.706 06/04/1996]',0.257,-0.145,-0.086,64.500,28.575,10.425,0.000
'[15:26:54.708 06/04/1996]',0.247,-0.145,-0.108,64.500,28.575,10.425,0.000
'[15:26:54.710 06/04/1996]',0.247,-0.145,-0.108,64.500,28.575,10.425,0.000
'[15:26:54.712 06/04/1996]',0.257,-0.145,-0.086,65.700,28.675,10.475,0.000
'[15:26:54.714 06/04/1996]',0.247,-0.145,-0.108,65.700,28.675,10.475,0.000
'[15:26:54.716 06/04/1996]',0.257,-0.145,-0.108,65.700,28.675,10.475,0.000
'[15:26:54.718 06/04/1996]',0.257,-0.145,-0.108,65.700,28.675,10.475,0.000
'[15:26:54.720 06/04/1996]',0.265,-0.145,-0.086,68.175,29.025,10.425,0.000
'[15:26:54.722 06/04/1996]',0.275,-0.145,-0.086,68.175,29.025,10.425,0.000
'[15:26:54.724 06/04/1996]',0.275,-0.145,-0.086,68.175,29.025,10.425,0.000
'[15:26:54.726 06/04/1996]',0.275,-0.145,-0.086,68.175,29.025,10.425,0.000
'[15:26:54.728 06/04/1996]',0.275,-0.145,-0.086,72.375,29.450,10.250,0.000
'[15:26:54.730 06/04/1996]',0.275,-0.145,-0.086,72.375,29.450,10.250,0.000
'[15:26:54.732 06/04/1996]',0.275,-0.145,-0.086,72.375,29.450,10.250,0.000
'[15:26:54.734 06/04/1996]',0.275,-0.145,-0.086,72.375,29.450,10.250,0.000
'[15:26:54.736 06/04/1996]',0.275,-0.145,-0.086,77.925,30.025,10.012,0.000
'[15:26:54.738 06/04/1996]',0.275,-0.163,-0.108,77.925,30.025,10.012,0.000
'[15:26:54.740 06/04/1996]',0.275,-0.163,-0.108,77.925,30.025,10.012,0.000
'[15:26:54.742 06/04/1996]',0.275,-0.163,-0.108,77.925,30.025,10.012,0.000
'[15:26:54.744 06/04/1996]',0.284,-0.163,-0.086,84.000,30.675,9.838,0.000
'[15:26:54.746 06/04/1996]',0.275,-0.182,-0.086,84.000,30.675,9.838,0.000
'[15:26:54.748 06/04/1996]',0.284,-0.163,-0.086,84.000,30.675,9.838,0.000
'[15:26:54.750 06/04/1996]',0.284,-0.163,-0.086,84.000,30.675,9.838,0.000
'[15:26:54.752 06/04/1996]',0.284,-0.163,-0.086,89.475,31.500,9.662,0.000
'[15:26:54.754 06/04/1996]',0.284,-0.163,-0.086,89.475,31.500,9.662,0.000
'[15:26:54.756 06/04/1996]',0.284,-0.163,-0.086,89.475,31.500,9.662,0.000
'[15:26:54.758 06/04/1996]',0.284,-0.163,-0.086,89.475,31.500,9.662,0.000
'[15:26:54.760 06/04/1996]',0.284,-0.163,-0.086,93.900,32.850,9.488,0.000
'[15:26:54.762 06/04/1996]',0.275,-0.182,-0.086,93.900,32.850,9.488,0.000
'[15:26:54.764 06/04/1996]',0.284,-0.182,-0.064,93.900,32.850,9.488,0.000
'[15:26:54.766 06/04/1996]',0.275,-0.182,-0.064,93.900,32.850,9.488,0.000
'[15:26:54.768 06/04/1996]',0.275,-0.182,-0.064,97.350,34.775,9.363,0.000
'[15:26:54.770 06/04/1996]',0.275,-0.163,-0.064,97.350,34.775,9.363,0.000
'[15:26:54.772 06/04/1996]',0.265,-0.182,-0.064,97.350,34.775,9.363,0.000
'[15:26:54.774 06/04/1996]',0.265,-0.182,-0.064,97.350,34.775,9.363,0.000
'[15:26:54.776 06/04/1996]',0.265,-0.163,-0.064,100.425,37.300,9.137,0.000
'[15:26:54.778 06/04/1996]',0.257,-0.182,-0.064,100.425,37.300,9.137,0.000
'[15:26:54.780 06/04/1996]',0.257,-0.182,-0.042,100.425,37.300,9.137,0.000
'[15:26:54.782 06/04/1996]',0.257,-0.182,-0.042,100.425,37.300,9.137,0.000
'[15:26:54.784 06/04/1996]',0.247,-0.163,-0.042,103.725,40.100,8.963,0.000
'[15:26:54.786 06/04/1996]',0.247,-0.182,-0.042,103.725,40.100,8.963,0.000
'[15:26:54.788 06/04/1996]',0.238,-0.163,-0.042,103.725,40.100,8.963,0.000
'[15:26:54.790 06/04/1996]',0.238,-0.163,-0.042,103.725,40.100,8.963,0.000
'[15:26:54.792 06/04/1996]',0.238,-0.163,-0.042,107.025,43.200,8.787,0.000
'[15:26:54.794 06/04/1996]',0.238,-0.163,-0.042,107.025,43.200,8.787,0.000
'[15:26:54.796 06/04/1996]',0.229,-0.163,-0.042,107.025,43.200,8.787,0.000
'[15:26:54.798 06/04/1996]',0.238,-0.182,-0.042,107.025,43.200,8.787,0.000
'[15:26:54.800 06/04/1996]',0.238,-0.182,-0.042,109.950,46.325,8.725,0.000
'[15:26:54.802 06/04/1996]',0.229,-0.163,-0.042,109.950,46.325,8.725,0.000
'[15:26:54.804 06/04/1996]',0.220,-0.182,-0.042,109.950,46.325,8.725,0.000
'[15:26:54.806 06/04/1996]',0.229,-0.182,-0.042,109.950,46.325,8.725,0.000
'[15:26:54.808 06/04/1996]',0.229,-0.163,-0.042,112.200,49.375,8.787,0.000
'[15:26:54.810 06/04/1996]',0.220,-0.182,-0.042,112.200,49.375,8.787,0.000
'[15:26:54.812 06/04/1996]',0.229,-0.182,-0.042,112.200,49.375,8.787,0.000
'[15:26:54.814 06/04/1996]',0.229,-0.182,-0.042,112.200,49.375,8.787,0.000
'[15:26:54.816 06/04/1996]',0.220,-0.163,-0.042,114.150,51.950,8.838,0.000
'[15:26:54.818 06/04/1996]',0.220,-0.163,-0.042,114.150,51.950,8.838,0.000
'[15:26:54.820 06/04/1996]',0.220,-0.163,-0.042,114.150,51.950,8.838,0.000
'[15:26:54.822 06/04/1996]',0.220,-0.163,-0.042,114.150,51.950,8.838,0.000
'[15:26:54.824 06/04/1996]',0.220,-0.163,-0.042,116.175,53.925,8.963,0.000
'[15:26:54.826 06/04/1996]',0.220,-0.163,-0.042,116.175,53.925,8.963,0.000
'[15:26:54.828 06/04/1996]',0.220,-0.163,-0.020,116.175,53.925,8.963,0.000
'[15:26:54.830 06/04/1996]',0.211,-0.163,-0.020,116.175,53.925,8.963,0.000
'[15:26:54.832 06/04/1996]',0.211,-0.163,-0.020,118.200,55.225,9.188,0.000
'[15:26:54.834 06/04/1996]',0.211,-0.182,-0.042,118.200,55.225,9.188,0.000
'[15:26:54.836 06/04/1996]',0.211,-0.182,-0.042,118.200,55.225,9.188,0.000
'[15:26:54.838 06/04/1996]',0.211,-0.182,-0.042,118.200,55.225,9.188,0.000
'[15:26:54.840 06/04/1996]',0.211,-0.163,-0.020,120.225,55.800,9.363,0.000
'[15:26:54.842 06/04/1996]',0.211,-0.163,-0.042,120.225,55.800,9.363,0.000
'[15:26:54.844 06/04/1996]',0.193,-0.163,-0.020,120.225,55.800,9.363,0.000
'[15:26:54.846 06/04/1996]',0.202,-0.163,-0.020,120.225,55.800,9.363,0.000
'[15:26:54.848 06/04/1996]',0.202,-0.163,-0.020,121.875,55.875,9.488,0.000
'[15:26:54.850 06/04/1996]',0.202,-0.163,-0.020,121.875,55.875,9.488,0.000
'[15:26:54.852 06/04/1996]',0.193,-0.163,-0.042,121.875,55.875,9.488,0.000
'[15:26:54.854 06/04/1996]',0.193,-0.145,-0.042,121.875,55.875,9.488,0.000
'[15:26:54.856 06/04/1996]',0.193,-0.145,-0.020,123.075,55.400,9.662,0.000
'[15:26:54.858 06/04/1996]',0.193,-0.145,-0.020,123.075,55.400,9.662,0.000
'[15:26:54.860 06/04/1996]',0.202,-0.163,-0.020,123.075,55.400,9.662,0.000
'[15:26:54.862 06/04/1996]',0.202,-0.163,-0.020,123.075,55.400,9.662,0.000
'[15:26:54.864 06/04/1996]',0.202,-0.163,-0.020,123.825,54.650,9.838,0.000
'[15:26:54.866 06/04/1996]',0.202,-0.163,-0.020,123.825,54.650,9.838,0.000
'[15:26:54.868 06/04/1996]',0.202,-0.163,-0.042,123.825,54.650,9.838,0.000
'[15:26:54.870 06/04/1996]',0.202,-0.182,-0.042,123.825,54.650,9.838,0.000
'[15:26:54.872 06/04/1996]',0.211,-0.163,-0.020,124.200,53.525,10.012,0.000
'[15:26:54.874 06/04/1996]',0.211,-0.163,-0.042,124.200,53.525,10.012,0.000
'[15:26:54.876 06/04/1996]',0.211,-0.163,-0.020,124.200,53.525,10.012,0.000
'[15:26:54.878 06/04/1996]',0.211,-0.163,-0.020,124.200,53.525,10.012,0.000
'[15:26:54.880 06/04/1996]',0.202,-0.163,-0.020,124.200,52.175,10.188,0.000
'[15:26:54.882 06/04/1996]',0.202,-0.163,-0.020,124.200,52.175,10.188,0.000
'[15:26:54.884 06/04/1996]',0.202,-0.163,-0.020,124.200,52.175,10.188,0.000
'[15:26:54.886 06/04/1996]',0.202,-0.163,-0.042,124.200,52.175,10.188,0.000
'[15:26:54.888 06/04/1996]',0.211,-0.163,-0.020,123.900,50.600,10.363,0.000
'[15:26:54.890 06/04/1996]',0.211,-0.163,-0.020,123.900,50.600,10.363,0.000
'[15:26:54.892 06/04/1996]',0.202,-0.163,-0.020,123.900,50.600,10.363,0.000
'[15:26:54.894 06/04/1996]',0.202,-0.145,-0.020,123.900,50.600,10.363,0.000
'[15:26:54.896 06/04/1996]',0.202,-0.163,-0.020,123.300,48.825,10.537,0.000
'[15:26:54.898 06/04/1996]',0.202,-0.163,-0.020,123.300,48.825,10.537,0.000
'[15:26:54.900 06/04/1996]',0.193,-0.163,-0.020,123.300,48.825,10.537,0.000
'[15:26:54.902 06/04/1996]',0.202,-0.163,-0.020,123.300,48.825,10.537,0.000
'[15:26:54.904 06/04/1996]',0.211,-0.163,-0.020,122.400,46.950,10.775,0.000
'[15:26:54.906 06/04/1996]',0.211,-0.163,-0.020,122.400,46.950,10.775,0.000
'[15:26:54.908 06/04/1996]',0.220,-0.145,-0.020,122.400,46.950,10.775,0.000
'[15:26:54.910 06/04/1996]',0.211,-0.163,-0.020,122.400,46.950,10.775,0.000
'[15:26:54.912 06/04/1996]',0.220,-0.163,-0.020,121.275,45.025,11.062,0.000
'[15:26:54.914 06/04/1996]',0.220,-0.163,-0.020,121.275,45.025,11.062,0.000
'[15:26:54.916 06/04/1996]',0.211,-0.163,-0.020,121.275,45.025,11.062,0.000
'[15:26:54.918 06/04/1996]',0.211,-0.163,-0.020,121.275,45.025,11.062,0.000
'[15:26:54.920 06/04/1996]',0.211,-0.163,-0.020,119.925,43.025,11.300,0.000
'[15:26:54.922 06/04/1996]',0.220,-0.163,-0.020,119.925,43.025,11.300,0.000
'[15:26:54.924 06/04/1996]',0.211,-0.163,-0.020,119.925,43.025,11.300,0.000
'[15:26:54.926 06/04/1996]',0.211,-0.163,0.002,119.925,43.025,11.300,0.000
'[15:26:54.928 06/04/1996]',0.211,-0.163,0.002,118.050,41.150,11.475,0.000
'[15:26:54.930 06/04/1996]',0.211,-0.163,-0.020,118.050,41.150,11.475,0.000
'[15:26:54.932 06/04/1996]',0.202,-0.163,-0.020,118.050,41.150,11.475,0.000
'[15:26:54.934 06/04/1996]',0.202,-0.163,-0.020,118.050,41.150,11.475,0.000
'[15:26:54.936 06/04/1996]',0.211,-0.163,-0.020,115.500,39.350,11.537,0.000
'[15:26:54.938 06/04/1996]',0.211,-0.182,-0.020,115.500,39.350,11.537,0.000
'[15:26:54.940 06/04/1996]',0.229,-0.163,0.002,115.500,39.350,11.537,0.000
'[15:26:54.942 06/04/1996]',0.229,-0.182,0.002,115.500,39.350,11.537,0.000
'[15:26:54.944 06/04/1996]',0.229,-0.163,0.002,112.200,37.700,11.537,0.000
'[15:26:54.946 06/04/1996]',0.229,-0.182,0.002,112.200,37.700,11.537,0.000
'[15:26:54.948 06/04/1996]',0.220,-0.182,0.002,112.200,37.700,11.537,0.000
'[15:26:54.950 06/04/1996]',0.238,-0.182,-0.020,112.200,37.700,11.537,0.000
'[15:26:54.952 06/04/1996]',0.238,-0.182,-0.020,108.375,36.300,11.600,0.000
'[15:26:54.954 06/04/1996]',0.247,-0.182,0.002,108.375,36.300,11.600,0.000
'[15:26:54.956 06/04/1996]',0.257,-0.182,0.002,108.375,36.300,11.600,0.000
'[15:26:54.958 06/04/1996]',0.257,-0.182,0.002,108.375,36.300,11.600,0.000
'[15:26:54.960 06/04/1996]',0.265,-0.200,0.002,104.475,35.125,11.650,0.000
'[15:26:54.962 06/04/1996]',0.257,-0.200,0.002,104.475,35.125,11.650,0.000
'[15:26:54.964 06/04/1996]',0.257,-0.200,0.002,104.475,35.125,11.650,0.000
'[15:26:54.966 06/04/1996]',0.257,-0.200,-0.020,104.475,35.125,11.650,0.000
'[15:26:54.968 06/04/1996]',0.265,-0.200,0.002,101.025,34.125,11.713,0.000
'[15:26:54.970 06/04/1996]',0.257,-0.218,0.002,101.025,34.125,11.713,0.000
'[15:26:54.972 06/04/1996]',0.265,-0.200,0.002,101.025,34.125,11.713,0.000
'[15:26:54.974 06/04/1996]',0.265,-0.200,0.002,101.025,34.125,11.713,0.000
'[15:26:54.976 06/04/1996]',0.257,-0.200,0.002,98.625,33.125,11.775,0.000
'[15:26:54.978 06/04/1996]',0.257,-0.200,0.002,98.625,33.125,11.775,0.000
'[15:26:54.980 06/04/1996]',0.257,-0.200,0.002,98.625,33.125,11.775,0.000
'[15:26:54.982 06/04/1996]',0.257,-0.200,0.002,98.625,33.125,11.775,0.000
'[15:26:54.984 06/04/1996]',0.265,-0.200,0.002,97.125,32.200,11.825,0.000
'[15:26:54.986 06/04/1996]',0.265,-0.218,0.002,97.125,32.200,11.825,0.000
'[15:26:54.988 06/04/1996]',0.275,-0.218,0.002,97.125,32.200,11.825,0.000
'[15:26:54.990 06/04/1996]',0.275,-0.218,0.002,97.125,32.200,11.825,0.000
'[15:26:54.992 06/04/1996]',0.275,-0.200,0.002,96.225,31.375,11.825,0.000
'[15:26:54.994 06/04/1996]',0.265,-0.200,0.002,96.225,31.375,11.825,0.000
'[15:26:54.996 06/04/1996]',0.247,-0.200,0.002,96.225,31.375,11.825,0.000
'[15:26:54.998 06/04/1996]',0.247,-0.200,0.002,96.225,31.375,11.825,0.000
'[15:26:55.000 06/04/1996]',0.238,-0.200,0.002,95.250,30.675,11.825,0.000
'[15:26:55.002 06/04/1996]',0.238,-0.200,0.002,95.250,30.675,11.825,0.000
'[15:26:55.004 06/04/1996]',0.229,-0.182,0.002,95.250,30.675,11.825,0.000
'[15:26:55.006 06/04/1996]',0.220,-0.182,0.002,95.250,30.675,11.825,0.000
'[15:26:55.008 06/04/1996]',0.211,-0.182,0.002,94.125,29.975,11.825,0.000
'[15:26:55.010 06/04/1996]',0.211,-0.182,0.002,94.125,29.975,11.825,0.000
'[15:26:55.012 06/04/1996]',0.202,-0.163,0.002,94.125,29.975,11.825,0.000
'[15:26:55.014 06/04/1996]',0.202,-0.182,0.002,94.125,29.975,11.825,0.000
'[15:26:55.016 06/04/1996]',0.211,-0.182,0.002,92.700,29.375,11.825,0.000
'[15:26:55.018 06/04/1996]',0.211,-0.182,0.002,92.700,29.375,11.825,0.000
'[15:26:55.020 06/04/1996]',0.211,-0.182,0.002,92.700,29.375,11.825,0.000
'[15:26:55.022 06/04/1996]',0.211,-0.182,0.002,92.700,29.375,11.825,0.000
'[15:26:55.024 06/04/1996]',0.211,-0.182,0.002,91.275,28.975,11.825,0.000
'[15:26:55.026 06/04/1996]',0.211,-0.182,0.002,91.275,28.975,11.825,0.000
'[15:26:55.028 06/04/1996]',0.202,-0.182,0.002,91.275,28.975,11.825,0.000
'[15:26:55.030 06/04/1996]',0.202,-0.182,0.002,91.275,28.975,11.825,0.000
'[15:26:55.032 06/04/1996]',0.211,-0.182,0.002,90.075,28.750,11.775,0.000
'[15:26:55.034 06/04/1996]',0.202,-0.182,0.002,90.075,28.750,11.775,0.000
'[15:26:55.036 06/04/1996]',0.211,-0.182,0.002,90.075,28.750,11.775,0.000
'[15:26:55.038 06/04/1996]',0.202,-0.182,0.002,90.075,28.750,11.775,0.000
'[15:26:55.040 06/04/1996]',0.202,-0.163,0.002,88.950,28.850,11.713,0.000
'[15:26:55.042 06/04/1996]',0.211,-0.163,0.002,88.950,28.850,11.713,0.000
'[15:26:55.044 06/04/1996]',0.202,-0.163,0.002,88.950,28.850,11.713,0.000
'[15:26:55.046 06/04/1996]',0.202,-0.163,0.002,88.950,28.850,11.713,0.000
'[15:26:55.048 06/04/1996]',0.202,-0.163,0.002,87.900,29.325,11.650,0.000
'[15:26:55.050 06/04/1996]',0.193,-0.163,0.002,87.900,29.325,11.650,0.000
'[15:26:55.052 06/04/1996]',0.193,-0.163,0.002,87.900,29.325,11.650,0.000
'[15:26:55.054 06/04/1996]',0.193,-0.163,0.002,87.900,29.325,11.650,0.000
'[15:26:55.056 06/04/1996]',0.183,-0.163,0.002,86.775,30.075,11.600,0.000
'[15:26:55.058 06/04/1996]',0.193,-0.163,0.002,86.775,30.075,11.600,0.000
'[15:26:55.060 06/04/1996]',0.183,-0.163,0.002,86.775,30.075,11.600,0.000
'[15:26:55.062 06/04/1996]',0.183,-0.163,0.002,86.775,30.075,11.600,0.000
'[15:26:55.064 06/04/1996]',0.193,-0.163,0.002,85.725,31.150,11.600,0.000
'[15:26:55.066 06/04/1996]',0.183,-0.163,0.002,85.725,31.150,11.600,0.000
'[15:26:55.068 06/04/1996]',0.193,-0.163,0.002,85.725,31.150,11.600,0.000
'[15:26:55.070 06/04/1996]',0.202,-0.163,0.002,85.725,31.150,11.600,0.000
'[15:26:55.072 06/04/1996]',0.193,-0.163,0.002,84.750,32.375,11.650,0.000
'[15:26:55.074 06/04/1996]',0.193,-0.163,0.002,84.750,32.375,11.650,0.000
'[15:26:55.076 06/04/1996]',0.193,-0.145,0.002,84.750,32.375,11.650,0.000
'[15:26:55.078 06/04/1996]',0.193,-0.145,0.002,84.750,32.375,11.650,0.000
'[15:26:55.080 06/04/1996]',0.193,-0.163,0.002,83.775,33.600,11.713,0.000
'[15:26:55.082 06/04/1996]',0.183,-0.163,0.002,83.775,33.600,11.713,0.000
'[15:26:55.084 06/04/1996]',0.193,-0.163,0.002,83.775,33.600,11.713,0.000
'[15:26:55.086 06/04/1996]',0.193,-0.163,0.002,83.775,33.600,11.713,0.000
'[15:26:55.088 06/04/1996]',0.193,-0.163,0.002,82.875,34.725,11.887,0.000
'[15:26:55.090 06/04/1996]',0.202,-0.145,0.002,82.875,34.725,11.887,0.000
'[15:26:55.092 06/04/1996]',0.183,-0.163,0.002,82.875,34.725,11.887,0.000
'[15:26:55.094 06/04/1996]',0.183,-0.163,0.002,82.875,34.725,11.887,0.000
'[15:26:55.096 06/04/1996]',0.183,-0.145,0.002,81.975,35.600,12.000,0.000
'[15:26:55.098 06/04/1996]',0.183,-0.145,0.002,81.975,35.600,12.000,0.000
'[15:26:55.100 06/04/1996]',0.193,-0.145,0.002,81.975,35.600,12.000,0.000
'[15:26:55.102 06/04/1996]',0.183,-0.145,0.002,81.975,35.600,12.000,0.000
'[15:26:55.104 06/04/1996]',0.183,-0.145,0.002,81.150,36.075,12.238,0.000
'[15:26:55.106 06/04/1996]',0.193,-0.145,0.002,81.150,36.075,12.238,0.000
'[15:26:55.108 06/04/1996]',0.193,-0.145,0.002,81.150,36.075,12.238,0.000
'[15:26:55.110 06/04/1996]',0.193,-0.145,0.002,81.150,36.075,12.238,0.000
'[15:26:55.112 06/04/1996]',0.183,-0.145,0.002,80.400,36.075,12.475,0.000
'[15:26:55.114 06/04/1996]',0.183,-0.145,0.002,80.400,36.075,12.475,0.000
'[15:26:55.116 06/04/1996]',0.183,-0.145,0.002,80.400,36.075,12.475,0.000
'[15:26:55.118 06/04/1996]',0.193,-0.145,0.002,80.400,36.075,12.475,0.000
'[15:26:55.120 06/04/1996]',0.193,-0.163,0.002,79.650,35.600,12.713,0.000
'[15:26:55.122 06/04/1996]',0.193,-0.145,0.002,79.650,35.600,12.713,0.000
'[15:26:55.124 06/04/1996]',0.183,-0.163,0.002,79.650,35.600,12.713,0.000
'[15:26:55.126 06/04/1996]',0.183,-0.145,0.002,79.650,35.600,12.713,0.000
'[15:26:55.128 06/04/1996]',0.193,-0.145,0.002,78.900,34.650,12.938,0.000
'[15:26:55.130 06/04/1996]',0.183,-0.163,0.002,78.900,34.650,12.938,0.000
'[15:26:55.132 06/04/1996]',0.193,-0.145,0.002,78.900,34.650,12.938,0.000
'[15:26:55.134 06/04/1996]',0.193,-0.145,0.002,78.900,34.650,12.938,0.000
'[15:26:55.136 06/04/1996]',0.202,-0.145,0.002,78.075,33.375,13.113,0.000
'[15:26:55.138 06/04/1996]',0.202,-0.145,0.002,78.075,33.375,13.113,0.000
'[15:26:55.140 06/04/1996]',0.211,-0.145,0.002,78.075,33.375,13.113,0.000
'[15:26:55.142 06/04/1996]',0.220,-0.145,0.002,78.075,33.375,13.113,0.000
'[15:26:55.144 06/04/1996]',0.229,-0.145,0.002,77.400,31.950,13.175,0.000
'[15:26:55.146 06/04/1996]',0.238,-0.145,-0.020,77.400,31.950,13.175,0.000
'[15:26:55.148 06/04/1996]',0.247,-0.163,-0.020,77.400,31.950,13.175,0.000
'[15:26:55.150 06/04/1996]',0.247,-0.163,-0.042,77.400,31.950,13.175,0.000
'[15:26:55.152 06/04/1996]',0.265,-0.163,-0.042,76.800,30.500,13.238,0.000
'[15:26:55.154 06/04/1996]',0.275,-0.182,-0.042,76.800,30.500,13.238,0.000
'[15:26:55.156 06/04/1996]',0.284,-0.200,-0.042,76.800,30.500,13.238,0.000
'[15:26:55.158 06/04/1996]',0.293,-0.218,-0.020,76.800,30.500,13.238,0.000
'[15:26:55.160 06/04/1996]',0.320,-0.237,0.002,76.275,29.150,13.287,0.000
'[15:26:55.162 06/04/1996]',0.330,-0.273,0.023,76.275,29.150,13.287,0.000
'[15:26:55.164 06/04/1996]',0.339,-0.291,0.045,76.275,29.150,13.287,0.000
'[15:26:55.166 06/04/1996]',0.357,-0.328,0.089,76.275,29.150,13.287,0.000
'[15:26:55.168 06/04/1996]',0.385,-0.364,0.089,75.750,28.100,13.287,0.000
'[15:26:55.170 06/04/1996]',0.403,-0.401,0.133,75.750,28.100,13.287,0.000
'[15:26:55.172 06/04/1996]',0.412,-0.438,0.199,75.750,28.100,13.287,0.000
'[15:26:55.174 06/04/1996]',0.421,-0.474,0.243,75.750,28.100,13.287,0.000
'[15:26:55.176 06/04/1996]',0.403,-0.511,0.287,75.225,27.275,13.175,0.000
'[15:26:55.178 06/04/1996]',0.366,-0.511,0.330,75.225,27.275,13.175,0.000
'[15:26:55.180 06/04/1996]',0.311,-0.511,0.374,75.225,27.275,13.175,0.000
'[15:26:55.182 06/04/1996]',0.257,-0.511,0.418,75.225,27.275,13.175,0.000
'[15:26:55.184 06/04/1996]',0.202,-0.492,0.440,74.775,26.525,13.062,0.000
'[15:26:55.186 06/04/1996]',0.147,-0.474,0.440,74.775,26.525,13.062,0.000
'[15:26:55.188 06/04/1996]',0.120,-0.456,0.418,74.775,26.525,13.062,0.000
'[15:26:55.190 06/04/1996]',0.083,-0.419,0.418,74.775,26.525,13.062,0.000
'[15:26:55.192 06/04/1996]',0.065,-0.383,0.396,74.325,25.925,12.887,0.000
'[15:26:55.194 06/04/1996]',0.037,-0.364,0.374,74.325,25.925,12.887,0.000
'[15:26:55.196 06/04/1996]',0.019,-0.328,0.352,74.325,25.925,12.887,0.000
'[15:26:55.198 06/04/1996]',0.019,-0.309,0.330,74.325,25.925,12.887,0.000
'[15:26:55.200 06/04/1996]',0.019,-0.273,0.287,73.800,25.450,12.650,0.000
'[15:26:55.202 06/04/1996]',0.019,-0.237,0.221,73.800,25.450,12.650,0.000
