'Time and date','II ','MCL1 ','V ','ABP ','PLETH ','RESP '
'[13:14:49.998 19/05/1995]',0.114,0.095,0.040,106.327,-0.138,-0.754
'[13:14:50.000 19/05/1995]',0.114,0.086,0.040,108.931,-0.084,-0.761
'[13:14:50.002 19/05/1995]',0.114,0.086,0.040,108.931,-0.084,-0.761
'[13:14:50.004 19/05/1995]',0.114,0.078,0.040,108.931,-0.084,-0.761
'[13:14:50.006 19/05/1995]',0.100,0.069,0.040,108.931,-0.084,-0.761
'[13:14:50.008 19/05/1995]',0.086,0.069,0.040,110.784,-0.029,-0.768
'[13:14:50.010 19/05/1995]',0.072,0.069,0.040,110.784,-0.029,-0.768
'[13:14:50.012 19/05/1995]',0.072,0.061,0.040,110.784,-0.029,-0.768
'[13:14:50.014 19/05/1995]',0.072,0.052,0.040,110.784,-0.029,-0.768
'[13:14:50.016 19/05/1995]',0.086,0.052,0.040,111.836,0.036,-0.775
'[13:14:50.018 19/05/1995]',0.072,0.052,0.040,111.836,0.036,-0.775
'[13:14:50.020 19/05/1995]',0.057,0.052,0.030,111.836,0.036,-0.775
'[13:14:50.022 19/05/1995]',0.057,0.043,0.030,111.836,0.036,-0.775
'[13:14:50.024 19/05/1995]',0.072,0.035,0.020,112.037,0.099,-0.781
'[13:14:50.026 19/05/1995]',0.072,0.035,0.020,112.037,0.099,-0.781
'[13:14:50.028 19/05/1995]',0.072,0.035,0.020,112.037,0.099,-0.781
'[13:14:50.030 19/05/1995]',0.072,0.035,0.020,112.037,0.099,-0.781
'[13:14:50.032 19/05/1995]',0.072,0.026,0.010,111.536,0.158,-0.787
'[13:14:50.034 19/05/1995]',0.072,0.026,0.020,111.536,0.158,-0.787
'[13:14:50.036 19/05/1995]',0.086,0.018,0.010,111.536,0.158,-0.787
'[13:14:50.038 19/05/1995]',0.072,0.018,0.010,111.536,0.158,-0.787
'[13:14:50.040 19/05/1995]',0.072,0.009,0.010,110.284,0.220,-0.793
'[13:14:50.042 19/05/1995]',0.072,0.009,0.001,110.284,0.220,-0.793
'[13:14:50.044 19/05/1995]',0.072,0.009,0.010,110.284,0.220,-0.793
'[13:14:50.046 19/05/1995]',0.072,0.009,0.010,110.284,0.220,-0.793
'[13:14:50.048 19/05/1995]',0.072,0.018,0.020,108.481,0.275,-0.798
'[13:14:50.050 19/05/1995]',0.057,0.018,0.020,108.481,0.275,-0.798
'[13:14:50.052 19/05/1995]',0.057,0.018,0.020,108.481,0.275,-0.798
'[13:14:50.054 19/05/1995]',0.072,0.018,0.020,108.481,0.275,-0.798
'[13:14:50.056 19/05/1995]',0.072,0.009,0.010,106.177,0.321,-0.804
'[13:14:50.058 19/05/1995]',0.072,0.009,0.001,106.177,0.321,-0.804
'[13:14:50.060 19/05/1995]',0.072,0.001,0.001,106.177,0.321,-0.804
'[13:14:50.062 19/05/1995]',0.086,0.001,0.001,106.177,0.321,-0.804
'[13:14:50.064 19/05/1995]',0.086,-0.008,0.001,103.472,0.360,-0.809
'[13:14:50.066 19/05/1995]',0.086,-0.008,-0.009,103.472,0.360,-0.809
'[13:14:50.068 19/05/1995]',0.072,-0.008,-0.009,103.472,0.360,-0.809
'[13:14:50.070 19/05/1995]',0.072,-0.016,-0.019,103.472,0.360,-0.809
'[13:14:50.072 19/05/1995]',0.072,-0.008,-0.009,100.417,0.392,-0.814
'[13:14:50.074 19/05/1995]',0.072,-0.016,-0.009,100.417,0.392,-0.814
'[13:14:50.076 19/05/1995]',0.072,-0.016,-0.019,100.417,0.392,-0.814
'[13:14:50.078 19/05/1995]',0.086,0.001,0.001,100.417,0.392,-0.814
'[13:14:50.080 19/05/1995]',0.072,0.001,0.001,97.212,0.408,-0.818
'[13:14:50.082 19/05/1995]',0.072,0.001,0.001,97.212,0.408,-0.818
'[13:14:50.084 19/05/1995]',0.043,0.001,0.001,97.212,0.408,-0.818
'[13:14:50.086 19/05/1995]',0.043,0.001,0.001,97.212,0.408,-0.818
'[13:14:50.088 19/05/1995]',0.043,-0.008,-0.009,93.956,0.417,-0.821
'[13:14:50.090 19/05/1995]',0.015,-0.016,0.001,93.956,0.417,-0.821
'[13:14:50.092 19/05/1995]',0.015,-0.016,-0.009,93.956,0.417,-0.821
'[13:14:50.094 19/05/1995]',0.001,-0.016,-0.009,93.956,0.417,-0.821
'[13:14:50.096 19/05/1995]',0.015,-0.016,0.001,90.851,0.417,-0.822
'[13:14:50.098 19/05/1995]',0.001,-0.016,0.001,90.851,0.417,-0.822
'[13:14:50.100 19/05/1995]',0.001,-0.025,-0.009,90.851,0.417,-0.822
'[13:14:50.102 19/05/1995]',-0.013,-0.025,-0.019,90.851,0.417,-0.822
'[13:14:50.104 19/05/1995]',-0.027,-0.025,-0.019,88.147,0.405,-0.822
'[13:14:50.106 19/05/1995]',-0.041,-0.016,-0.009,88.147,0.405,-0.822
'[13:14:50.108 19/05/1995]',-0.027,-0.008,0.001,88.147,0.405,-0.822
'[13:14:50.110 19/05/1995]',-0.041,0.001,0.001,88.147,0.405,-0.822
'[13:14:50.112 19/05/1995]',-0.041,0.001,0.001,85.943,0.386,-0.820
'[13:14:50.114 19/05/1995]',-0.041,0.001,0.001,85.943,0.386,-0.820
'[13:14:50.116 19/05/1995]',-0.041,0.001,0.001,85.943,0.386,-0.820
'[13:14:50.118 19/05/1995]',-0.041,0.009,0.001,85.943,0.386,-0.820
'[13:14:50.120 19/05/1995]',-0.041,0.026,0.010,84.040,0.356,-0.818
'[13:14:50.122 19/05/1995]',-0.041,0.009,0.010,84.040,0.356,-0.818
'[13:14:50.124 19/05/1995]',-0.041,0.018,0.001,84.040,0.356,-0.818
'[13:14:50.126 19/05/1995]',-0.041,0.009,0.001,84.040,0.356,-0.818
'[13:14:50.128 19/05/1995]',-0.041,0.018,0.020,82.588,0.321,-0.814
'[13:14:50.130 19/05/1995]',-0.055,0.018,0.010,82.588,0.321,-0.814
'[13:14:50.132 19/05/1995]',-0.070,0.001,0.001,82.588,0.321,-0.814
'[13:14:50.134 19/05/1995]',-0.070,0.001,0.010,82.588,0.321,-0.814
'[13:14:50.136 19/05/1995]',-0.070,0.001,0.010,81.235,0.283,-0.809
'[13:14:50.138 19/05/1995]',-0.055,0.009,0.001,81.235,0.283,-0.809
'[13:14:50.140 19/05/1995]',-0.055,0.001,0.001,81.235,0.283,-0.809
'[13:14:50.142 19/05/1995]',-0.041,0.001,0.001,81.235,0.283,-0.809
'[13:14:50.144 19/05/1995]',-0.027,0.001,0.001,80.083,0.239,-0.805
'[13:14:50.146 19/05/1995]',-0.013,0.001,0.001,80.083,0.239,-0.805
'[13:14:50.148 19/05/1995]',-0.027,0.001,0.001,80.083,0.239,-0.805
'[13:14:50.150 19/05/1995]',-0.041,0.001,0.001,80.083,0.239,-0.805
'[13:14:50.152 19/05/1995]',-0.055,0.001,0.001,79.082,0.193,-0.801
'[13:14:50.154 19/05/1995]',-0.070,0.001,0.001,79.082,0.193,-0.801
'[13:14:50.156 19/05/1995]',-0.070,0.001,0.001,79.082,0.193,-0.801
'[13:14:50.158 19/05/1995]',-0.070,0.001,0.001,79.082,0.193,-0.801
'[13:14:50.160 19/05/1995]',-0.070,-0.008,0.001,78.180,0.147,-0.797
'[13:14:50.162 19/05/1995]',-0.070,-0.008,0.001,78.180,0.147,-0.797
'[13:14:50.164 19/05/1995]',-0.070,-0.016,0.001,78.180,0.147,-0.797
'[13:14:50.166 19/05/1995]',-0.070,-0.016,0.001,78.180,0.147,-0.797
'[13:14:50.168 19/05/1995]',-0.070,-0.016,0.001,77.529,0.103,-0.794
'[13:14:50.170 19/05/1995]',-0.055,-0.016,0.001,77.529,0.103,-0.794
'[13:14:50.172 19/05/1995]',-0.041,-0.016,0.001,77.529,0.103,-0.794
'[13:14:50.174 19/05/1995]',-0.041,-0.016,0.001,77.529,0.103,-0.794
'[13:14:50.176 19/05/1995]',-0.041,-0.016,0.001,77.078,0.054,-0.792
'[13:14:50.178 19/05/1995]',-0.041,-0.008,0.001,77.078,0.054,-0.792
'[13:14:50.180 19/05/1995]',-0.041,-0.008,0.001,77.078,0.054,-0.792
'[13:14:50.182 19/05/1995]',-0.041,-0.008,0.001,77.078,0.054,-0.792
'[13:14:50.184 19/05/1995]',-0.041,0.001,0.001,76.778,0.013,-0.790
'[13:14:50.186 19/05/1995]',-0.027,0.001,0.001,76.778,0.013,-0.790
'[13:14:50.188 19/05/1995]',-0.027,0.001,0.001,76.778,0.013,-0.790
'[13:14:50.190 19/05/1995]',-0.041,0.001,0.001,76.778,0.013,-0.790
'[13:14:50.192 19/05/1995]',-0.027,0.001,0.001,76.527,-0.025,-0.788
'[13:14:50.194 19/05/1995]',-0.027,0.001,0.001,76.527,-0.025,-0.788
'[13:14:50.196 19/05/1995]',-0.027,0.001,0.001,76.527,-0.025,-0.788
'[13:14:50.198 19/05/1995]',-0.027,0.001,0.001,76.527,-0.025,-0.788
'[13:14:50.200 19/05/1995]',-0.013,0.001,0.001,76.377,-0.062,-0.786
'[13:14:50.202 19/05/1995]',-0.027,0.001,0.001,76.377,-0.062,-0.786
'[13:14:50.204 19/05/1995]',-0.027,0.001,0.001,76.377,-0.062,-0.786
'[13:14:50.206 19/05/1995]',-0.027,0.001,0.001,76.377,-0.062,-0.786
'[13:14:50.208 19/05/1995]',-0.041,0.001,0.001,76.327,-0.156,-0.785
'[13:14:50.210 19/05/1995]',-0.027,0.001,-0.009,76.327,-0.156,-0.785
'[13:14:50.212 19/05/1995]',-0.041,-0.008,0.001,76.327,-0.156,-0.785
'[13:14:50.214 19/05/1995]',-0.027,-0.008,0.001,76.327,-0.156,-0.785
'[13:14:50.216 19/05/1995]',-0.027,0.001,0.001,76.327,-0.194,-0.785
'[13:14:50.218 19/05/1995]',-0.013,0.001,0.001,76.327,-0.194,-0.785
'[13:14:50.220 19/05/1995]',-0.013,-0.016,0.001,76.327,-0.194,-0.785
'[13:14:50.222 19/05/1995]',-0.027,-0.016,-0.009,76.327,-0.194,-0.785
'[13:14:50.224 19/05/1995]',-0.027,-0.016,-0.009,76.327,-0.229,-0.784
'[13:14:50.226 19/05/1995]',-0.027,-0.016,-0.009,76.327,-0.229,-0.784
'[13:14:50.228 19/05/1995]',-0.027,-0.016,-0.009,76.327,-0.229,-0.784
'[13:14:50.230 19/05/1995]',-0.041,-0.016,0.001,76.327,-0.229,-0.784
'[13:14:50.232 19/05/1995]',-0.013,-0.008,0.001,76.327,-0.262,-0.784
'[13:14:50.234 19/05/1995]',-0.013,0.001,0.001,76.327,-0.262,-0.784
'[13:14:50.236 19/05/1995]',-0.013,0.001,0.001,76.327,-0.262,-0.784
'[13:14:50.238 19/05/1995]',-0.013,0.001,0.001,76.327,-0.262,-0.784
'[13:14:50.240 19/05/1995]',-0.027,-0.008,0.001,76.327,-0.294,-0.784
'[13:14:50.242 19/05/1995]',-0.041,-0.016,0.001,76.327,-0.294,-0.784
'[13:14:50.244 19/05/1995]',-0.041,-0.016,0.001,76.327,-0.294,-0.784
'[13:14:50.246 19/05/1995]',-0.027,-0.016,0.001,76.327,-0.294,-0.784
'[13:14:50.248 19/05/1995]',-0.027,-0.025,0.001,76.327,-0.320,-0.784
'[13:14:50.250 19/05/1995]',-0.041,-0.034,0.001,76.327,-0.320,-0.784
'[13:14:50.252 19/05/1995]',-0.041,-0.034,0.001,76.327,-0.320,-0.784
'[13:14:50.254 19/05/1995]',-0.055,-0.034,0.001,76.327,-0.320,-0.784
'[13:14:50.256 19/05/1995]',-0.070,-0.042,0.001,76.327,-0.345,-0.783
'[13:14:50.258 19/05/1995]',-0.070,-0.051,-0.009,76.327,-0.345,-0.783
'[13:14:50.260 19/05/1995]',-0.070,-0.051,0.001,76.327,-0.345,-0.783
'[13:14:50.262 19/05/1995]',-0.070,-0.051,0.001,76.327,-0.345,-0.783
'[13:14:50.264 19/05/1995]',-0.098,-0.059,0.001,76.427,-0.367,-0.782
'[13:14:50.266 19/05/1995]',-0.098,-0.068,0.001,76.427,-0.367,-0.782
'[13:14:50.268 19/05/1995]',-0.112,-0.094,-0.019,76.427,-0.367,-0.782
'[13:14:50.270 19/05/1995]',-0.141,-0.128,-0.049,76.427,-0.367,-0.782
'[13:14:50.272 19/05/1995]',-0.183,-0.179,-0.089,76.477,-0.390,-0.780
'[13:14:50.274 19/05/1995]',-0.225,-0.240,-0.129,76.477,-0.390,-0.780
'[13:14:50.276 19/05/1995]',-0.268,-0.282,-0.159,76.477,-0.390,-0.780
'[13:14:50.278 19/05/1995]',-0.296,-0.325,-0.179,76.477,-0.390,-0.780
'[13:14:50.280 19/05/1995]',-0.324,-0.351,-0.199,76.477,-0.407,-0.774
'[13:14:50.282 19/05/1995]',-0.353,-0.368,-0.209,76.477,-0.407,-0.774
'[13:14:50.284 19/05/1995]',-0.395,-0.376,-0.209,76.477,-0.407,-0.774
'[13:14:50.286 19/05/1995]',-0.423,-0.385,-0.219,76.477,-0.407,-0.774
'[13:14:50.288 19/05/1995]',-0.466,-0.402,-0.239,76.377,-0.423,-0.766
'[13:14:50.290 19/05/1995]',-0.480,-0.428,-0.249,76.377,-0.423,-0.766
'[13:14:50.292 19/05/1995]',-0.508,-0.462,-0.259,76.377,-0.423,-0.766
'[13:14:50.294 19/05/1995]',-0.536,-0.513,-0.298,76.377,-0.423,-0.766
'[13:14:50.296 19/05/1995]',-0.565,-0.565,-0.328,76.177,-0.438,-0.756
'[13:14:50.298 19/05/1995]',-0.579,-0.625,-0.369,76.177,-0.438,-0.756
'[13:14:50.300 19/05/1995]',-0.607,-0.676,-0.399,76.177,-0.438,-0.756
'[13:14:50.302 19/05/1995]',-0.635,-0.711,-0.428,76.177,-0.438,-0.756
'[13:14:50.304 19/05/1995]',-0.635,-0.745,-0.448,75.826,-0.453,-0.743
'[13:14:50.306 19/05/1995]',-0.621,-0.762,-0.448,75.826,-0.453,-0.743
'[13:14:50.308 19/05/1995]',-0.607,-0.771,-0.448,75.826,-0.453,-0.743
'[13:14:50.310 19/05/1995]',-0.593,-0.762,-0.448,75.826,-0.453,-0.743
'[13:14:50.312 19/05/1995]',-0.593,-0.753,-0.428,75.426,-0.458,-0.725
'[13:14:50.314 19/05/1995]',-0.579,-0.745,-0.409,75.426,-0.458,-0.725
'[13:14:50.316 19/05/1995]',-0.579,-0.719,-0.389,75.426,-0.458,-0.725
'[13:14:50.318 19/05/1995]',-0.579,-0.685,-0.369,75.426,-0.458,-0.725
'[13:14:50.320 19/05/1995]',-0.579,-0.659,-0.338,74.825,-0.466,-0.702
'[13:14:50.322 19/05/1995]',-0.565,-0.633,-0.328,74.825,-0.466,-0.702
'[13:14:50.324 19/05/1995]',-0.551,-0.599,-0.308,74.825,-0.466,-0.702
'[13:14:50.326 19/05/1995]',-0.551,-0.574,-0.298,74.825,-0.466,-0.702
'[13:14:50.328 19/05/1995]',-0.551,-0.556,-0.279,74.123,-0.473,-0.675
'[13:14:50.330 19/05/1995]',-0.551,-0.531,-0.259,74.123,-0.473,-0.675
'[13:14:50.332 19/05/1995]',-0.551,-0.513,-0.249,74.123,-0.473,-0.675
'[13:14:50.334 19/05/1995]',-0.536,-0.479,-0.209,74.123,-0.473,-0.675
'[13:14:50.336 19/05/1995]',-0.522,-0.454,-0.199,73.322,-0.480,-0.646
'[13:14:50.338 19/05/1995]',-0.536,-0.428,-0.179,73.322,-0.480,-0.646
'[13:14:50.340 19/05/1995]',-0.536,-0.402,-0.169,73.322,-0.480,-0.646
'[13:14:50.342 19/05/1995]',-0.536,-0.376,-0.149,73.322,-0.480,-0.646
'[13:14:50.344 19/05/1995]',-0.508,-0.342,-0.129,72.521,-0.485,-0.616
'[13:14:50.346 19/05/1995]',-0.494,-0.325,-0.119,72.521,-0.485,-0.616
'[13:14:50.348 19/05/1995]',-0.480,-0.308,-0.109,72.521,-0.485,-0.616
'[13:14:50.350 19/05/1995]',-0.466,-0.282,-0.089,72.521,-0.485,-0.616
'[13:14:50.352 19/05/1995]',-0.437,-0.248,-0.079,71.569,-0.498,-0.584
'[13:14:50.354 19/05/1995]',-0.423,-0.222,-0.059,71.569,-0.498,-0.584
'[13:14:50.356 19/05/1995]',-0.381,-0.197,-0.049,71.569,-0.498,-0.584
'[13:14:50.358 19/05/1995]',-0.338,-0.179,-0.039,71.569,-0.498,-0.584
'[13:14:50.360 19/05/1995]',-0.296,-0.145,-0.039,70.567,-0.508,-0.550
'[13:14:50.362 19/05/1995]',-0.282,-0.136,-0.039,70.567,-0.508,-0.550
'[13:14:50.364 19/05/1995]',-0.253,-0.111,-0.029,70.567,-0.508,-0.550
'[13:14:50.366 19/05/1995]',-0.225,-0.085,-0.019,70.567,-0.508,-0.550
'[13:14:50.368 19/05/1995]',-0.211,-0.059,0.001,69.566,-0.526,-0.518
'[13:14:50.370 19/05/1995]',-0.169,-0.025,0.001,69.566,-0.526,-0.518
'[13:14:50.372 19/05/1995]',-0.141,0.001,0.030,69.566,-0.526,-0.518
'[13:14:50.374 19/05/1995]',-0.098,0.018,0.030,69.566,-0.526,-0.518
'[13:14:50.376 19/05/1995]',-0.084,0.026,0.040,68.614,-0.546,-0.487
'[13:14:50.378 19/05/1995]',-0.070,0.043,0.040,68.614,-0.546,-0.487
'[13:14:50.380 19/05/1995]',-0.070,0.061,0.040,68.614,-0.546,-0.487
'[13:14:50.382 19/05/1995]',-0.041,0.061,0.040,68.614,-0.546,-0.487
'[13:14:50.384 19/05/1995]',-0.041,0.069,0.040,67.663,-0.566,-0.459
'[13:14:50.386 19/05/1995]',-0.027,0.086,0.051,67.663,-0.566,-0.459
'[13:14:50.388 19/05/1995]',-0.013,0.104,0.061,67.663,-0.566,-0.459
'[13:14:50.390 19/05/1995]',0.001,0.121,0.071,67.663,-0.566,-0.459
'[13:14:50.392 19/05/1995]',0.015,0.138,0.081,66.761,-0.592,-0.432
'[13:14:50.394 19/05/1995]',0.043,0.146,0.081,66.761,-0.592,-0.432
'[13:14:50.396 19/05/1995]',0.072,0.163,0.081,66.761,-0.592,-0.432
'[13:14:50.398 19/05/1995]',0.086,0.172,0.081,66.761,-0.592,-0.432
'[13:14:50.400 19/05/1995]',0.128,0.189,0.091,65.810,-0.617,-0.407
'[13:14:50.402 19/05/1995]',0.157,0.198,0.091,65.810,-0.617,-0.407
'[13:14:50.404 19/05/1995]',0.157,0.206,0.081,65.810,-0.617,-0.407
'[13:14:50.406 19/05/1995]',0.171,0.224,0.101,65.810,-0.617,-0.407
'[13:14:50.408 19/05/1995]',0.199,0.224,0.101,64.908,-0.641,-0.384
'[13:14:50.410 19/05/1995]',0.213,0.241,0.101,64.908,-0.641,-0.384
'[13:14:50.412 19/05/1995]',0.227,0.232,0.101,64.908,-0.641,-0.384
'[13:14:50.414 19/05/1995]',0.213,0.232,0.101,64.908,-0.641,-0.384
'[13:14:50.416 19/05/1995]',0.213,0.232,0.101,64.057,-0.664,-0.362
'[13:14:50.418 19/05/1995]',0.213,0.232,0.101,64.057,-0.664,-0.362
'[13:14:50.420 19/05/1995]',0.227,0.232,0.091,64.057,-0.664,-0.362
'[13:14:50.422 19/05/1995]',0.227,0.224,0.091,64.057,-0.664,-0.362
'[13:14:50.424 19/05/1995]',0.241,0.224,0.091,63.305,-0.687,-0.341
'[13:14:50.426 19/05/1995]',0.241,0.232,0.091,63.305,-0.687,-0.341
'[13:14:50.428 19/05/1995]',0.255,0.232,0.101,63.305,-0.687,-0.341
'[13:14:50.430 19/05/1995]',0.270,0.241,0.101,63.305,-0.687,-0.341
'[13:14:50.432 19/05/1995]',0.284,0.241,0.101,62.704,-0.710,-0.321
'[13:14:50.434 19/05/1995]',0.284,0.249,0.111,62.704,-0.710,-0.321
'[13:14:50.436 19/05/1995]',0.284,0.249,0.111,62.704,-0.710,-0.321
'[13:14:50.438 19/05/1995]',0.298,0.249,0.111,62.704,-0.710,-0.321
'[13:14:50.440 19/05/1995]',0.284,0.241,0.091,62.304,-0.727,-0.301
'[13:14:50.442 19/05/1995]',0.284,0.241,0.091,62.304,-0.727,-0.301
'[13:14:50.444 19/05/1995]',0.284,0.241,0.101,62.304,-0.727,-0.301
'[13:14:50.446 19/05/1995]',0.270,0.232,0.101,62.304,-0.727,-0.301
'[13:14:50.448 19/05/1995]',0.284,0.232,0.091,62.003,-0.745,-0.282
'[13:14:50.450 19/05/1995]',0.284,0.232,0.091,62.003,-0.745,-0.282
'[13:14:50.452 19/05/1995]',0.298,0.241,0.101,62.003,-0.745,-0.282
'[13:14:50.454 19/05/1995]',0.298,0.249,0.111,62.003,-0.745,-0.282
'[13:14:50.456 19/05/1995]',0.298,0.249,0.101,61.803,-0.765,-0.264
'[13:14:50.458 19/05/1995]',0.298,0.241,0.101,61.803,-0.765,-0.264
'[13:14:50.460 19/05/1995]',0.284,0.232,0.091,61.803,-0.765,-0.264
'[13:14:50.462 19/05/1995]',0.298,0.241,0.101,61.803,-0.765,-0.264
'[13:14:50.464 19/05/1995]',0.298,0.241,0.111,61.703,-0.782,-0.246
'[13:14:50.466 19/05/1995]',0.298,0.241,0.111,61.703,-0.782,-0.246
'[13:14:50.468 19/05/1995]',0.298,0.232,0.101,61.703,-0.782,-0.246
'[13:14:50.470 19/05/1995]',0.298,0.232,0.101,61.703,-0.782,-0.246
'[13:14:50.472 19/05/1995]',0.298,0.241,0.101,61.653,-0.797,-0.229
'[13:14:50.474 19/05/1995]',0.312,0.241,0.101,61.653,-0.797,-0.229
'[13:14:50.476 19/05/1995]',0.326,0.249,0.111,61.653,-0.797,-0.229
'[13:14:50.478 19/05/1995]',0.326,0.249,0.111,61.653,-0.797,-0.229
'[13:14:50.480 19/05/1995]',0.326,0.258,0.101,61.703,-0.815,-0.211
'[13:14:50.482 19/05/1995]',0.326,0.241,0.101,61.703,-0.815,-0.211
'[13:14:50.484 19/05/1995]',0.312,0.249,0.111,61.703,-0.815,-0.211
'[13:14:50.486 19/05/1995]',0.326,0.241,0.101,61.703,-0.815,-0.211
'[13:14:50.488 19/05/1995]',0.326,0.241,0.101,62.053,-0.828,-0.195
'[13:14:50.490 19/05/1995]',0.312,0.241,0.111,62.053,-0.828,-0.195
'[13:14:50.492 19/05/1995]',0.312,0.241,0.111,62.053,-0.828,-0.195
'[13:14:50.494 19/05/1995]',0.312,0.241,0.111,62.053,-0.828,-0.195
'[13:14:50.496 19/05/1995]',0.298,0.241,0.111,62.754,-0.843,-0.179
'[13:14:50.498 19/05/1995]',0.298,0.249,0.121,62.754,-0.843,-0.179
'[13:14:50.500 19/05/1995]',0.298,0.232,0.101,62.754,-0.843,-0.179
'[13:14:50.502 19/05/1995]',0.312,0.224,0.101,62.754,-0.843,-0.179
'[13:14:50.504 19/05/1995]',0.312,0.224,0.101,64.057,-0.851,-0.165
'[13:14:50.506 19/05/1995]',0.312,0.224,0.101,64.057,-0.851,-0.165
'[13:14:50.508 19/05/1995]',0.312,0.224,0.091,64.057,-0.851,-0.165
'[13:14:50.510 19/05/1995]',0.298,0.206,0.091,64.057,-0.851,-0.165
'[13:14:50.512 19/05/1995]',0.298,0.215,0.101,66.110,-0.858,-0.151
'[13:14:50.514 19/05/1995]',0.298,0.215,0.101,66.110,-0.858,-0.151
'[13:14:50.516 19/05/1995]',0.298,0.206,0.091,66.110,-0.858,-0.151
'[13:14:50.518 19/05/1995]',0.284,0.206,0.081,66.110,-0.858,-0.151
'[13:14:50.520 19/05/1995]',0.284,0.198,0.081,69.015,-0.858,-0.139
'[13:14:50.522 19/05/1995]',0.284,0.198,0.081,69.015,-0.858,-0.139
'[13:14:50.524 19/05/1995]',0.284,0.189,0.081,69.015,-0.858,-0.139
'[13:14:50.526 19/05/1995]',0.284,0.189,0.081,69.015,-0.858,-0.139
'[13:14:50.528 19/05/1995]',0.284,0.189,0.081,72.671,-0.851,-0.128
'[13:14:50.530 19/05/1995]',0.284,0.189,0.081,72.671,-0.851,-0.128
'[13:14:50.532 19/05/1995]',0.284,0.189,0.091,72.671,-0.851,-0.128
'[13:14:50.534 19/05/1995]',0.284,0.181,0.081,72.671,-0.851,-0.128
'[13:14:50.536 19/05/1995]',0.284,0.189,0.081,76.878,-0.836,-0.118
'[13:14:50.538 19/05/1995]',0.255,0.189,0.081,76.878,-0.836,-0.118
'[13:14:50.540 19/05/1995]',0.255,0.172,0.071,76.878,-0.836,-0.118
'[13:14:50.542 19/05/1995]',0.255,0.163,0.071,76.878,-0.836,-0.118
'[13:14:50.544 19/05/1995]',0.255,0.163,0.071,81.436,-0.810,-0.111
'[13:14:50.546 19/05/1995]',0.255,0.155,0.071,81.436,-0.810,-0.111
'[13:14:50.548 19/05/1995]',0.255,0.155,0.081,81.436,-0.810,-0.111
'[13:14:50.550 19/05/1995]',0.241,0.146,0.071,81.436,-0.810,-0.111
'[13:14:50.552 19/05/1995]',0.241,0.146,0.061,85.993,-0.777,-0.103
'[13:14:50.554 19/05/1995]',0.227,0.138,0.051,85.993,-0.777,-0.103
'[13:14:50.556 19/05/1995]',0.227,0.129,0.051,85.993,-0.777,-0.103
'[13:14:50.558 19/05/1995]',0.227,0.138,0.051,85.993,-0.777,-0.103
'[13:14:50.560 19/05/1995]',0.227,0.138,0.051,90.401,-0.732,-0.098
'[13:14:50.562 19/05/1995]',0.213,0.129,0.051,90.401,-0.732,-0.098
'[13:14:50.564 19/05/1995]',0.213,0.129,0.051,90.401,-0.732,-0.098
'[13:14:50.566 19/05/1995]',0.213,0.129,0.051,90.401,-0.732,-0.098
'[13:14:50.568 19/05/1995]',0.199,0.121,0.051,94.457,-0.679,-0.092
'[13:14:50.570 19/05/1995]',0.199,0.121,0.040,94.457,-0.679,-0.092
'[13:14:50.572 19/05/1995]',0.185,0.104,0.030,94.457,-0.679,-0.092
'[13:14:50.574 19/05/1995]',0.185,0.095,0.030,94.457,-0.679,-0.092
'[13:14:50.576 19/05/1995]',0.171,0.095,0.040,97.863,-0.614,-0.087
'[13:14:50.578 19/05/1995]',0.171,0.095,0.030,97.863,-0.614,-0.087
'[13:14:50.580 19/05/1995]',0.171,0.086,0.030,97.863,-0.614,-0.087
'[13:14:50.582 19/05/1995]',0.171,0.086,0.030,97.863,-0.614,-0.087
'[13:14:50.584 19/05/1995]',0.171,0.086,0.030,100.618,-0.541,-0.083
'[13:14:50.586 19/05/1995]',0.157,0.069,0.020,100.618,-0.541,-0.083
'[13:14:50.588 19/05/1995]',0.157,0.061,0.010,100.618,-0.541,-0.083
'[13:14:50.590 19/05/1995]',0.157,0.043,0.010,100.618,-0.541,-0.083
'[13:14:50.592 19/05/1995]',0.157,0.043,0.010,102.421,-0.461,-0.079
'[13:14:50.594 19/05/1995]',0.128,0.043,0.001,102.421,-0.461,-0.079
'[13:14:50.596 19/05/1995]',0.114,0.043,0.001,102.421,-0.461,-0.079
'[13:14:50.598 19/05/1995]',0.114,0.035,0.001,102.421,-0.461,-0.079
'[13:14:50.600 19/05/1995]',0.100,0.035,0.001,103.372,-0.378,-0.074
'[13:14:50.602 19/05/1995]',0.100,0.043,0.010,103.372,-0.378,-0.074
'[13:14:50.604 19/05/1995]',0.114,0.035,0.010,103.372,-0.378,-0.074
'[13:14:50.606 19/05/1995]',0.114,0.035,0.010,103.372,-0.378,-0.074
'[13:14:50.608 19/05/1995]',0.114,0.035,0.010,103.372,-0.289,-0.070
'[13:14:50.610 19/05/1995]',0.114,0.026,0.001,103.372,-0.289,-0.070
'[13:14:50.612 19/05/1995]',0.114,0.026,0.001,103.372,-0.289,-0.070
'[13:14:50.614 19/05/1995]',0.100,0.026,0.001,103.372,-0.289,-0.070
'[13:14:50.616 19/05/1995]',0.114,0.018,0.001,102.671,-0.204,-0.067
'[13:14:50.618 19/05/1995]',0.100,0.026,0.001,102.671,-0.204,-0.067
'[13:14:50.620 19/05/1995]',0.100,0.018,0.001,102.671,-0.204,-0.067
