'Time and date','MCL1','II','ABP','PAP','CVP','PLETH'
'[10:39:01.410 09/02/1996]',-0.064,-0.070,123.668,33.653,13.525,-0.151
'[10:39:01.412 09/02/1996]',-0.061,-0.062,123.668,33.653,13.525,-0.151
'[10:39:01.414 09/02/1996]',-0.059,-0.054,123.668,33.653,13.525,-0.151
'[10:39:01.416 09/02/1996]',-0.057,-0.044,124.070,34.053,13.412,-0.066
'[10:39:01.418 09/02/1996]',-0.054,-0.034,124.070,34.053,13.412,-0.066
'[10:39:01.420 09/02/1996]',-0.052,-0.024,124.070,34.053,13.412,-0.066
'[10:39:01.422 09/02/1996]',-0.051,-0.014,124.070,34.053,13.412,-0.066
'[10:39:01.424 09/02/1996]',-0.050,-0.006,122.965,34.178,13.287,0.030
'[10:39:01.426 09/02/1996]',-0.049,0.002,122.965,34.178,13.287,0.030
'[10:39:01.428 09/02/1996]',-0.050,0.007,122.965,34.178,13.287,0.030
'[10:39:01.430 09/02/1996]',-0.050,0.012,122.965,34.178,13.287,0.030
'[10:39:01.432 09/02/1996]',-0.050,0.015,120.955,34.178,13.225,0.131
'[10:39:01.434 09/02/1996]',-0.049,0.017,120.955,34.178,13.225,0.131
'[10:39:01.436 09/02/1996]',-0.048,0.019,120.955,34.178,13.225,0.131
'[10:39:01.438 09/02/1996]',-0.046,0.021,120.955,34.178,13.225,0.131
'[10:39:01.440 09/02/1996]',-0.043,0.021,118.543,34.053,13.175,0.241
'[10:39:01.442 09/02/1996]',-0.039,0.022,118.543,34.053,13.175,0.241
'[10:39:01.444 09/02/1996]',-0.035,0.022,118.543,34.053,13.175,0.241
'[10:39:01.446 09/02/1996]',-0.032,0.022,118.543,34.053,13.175,0.241
'[10:39:01.448 09/02/1996]',-0.029,0.022,116.080,33.953,13.175,0.349
'[10:39:01.450 09/02/1996]',-0.025,0.022,116.080,33.953,13.175,0.349
'[10:39:01.452 09/02/1996]',-0.021,0.022,116.080,33.953,13.175,0.349
'[10:39:01.454 09/02/1996]',-0.018,0.023,116.080,33.953,13.175,0.349
'[10:39:01.456 09/02/1996]',-0.015,0.024,113.668,33.653,13.175,0.450
'[10:39:01.458 09/02/1996]',-0.013,0.025,113.668,33.653,13.175,0.450
'[10:39:01.460 09/02/1996]',-0.013,0.026,113.668,33.653,13.175,0.450
'[10:39:01.462 09/02/1996]',-0.012,0.027,113.668,33.653,13.175,0.450
'[10:39:01.464 09/02/1996]',-0.013,0.028,111.106,33.128,13.113,0.543
'[10:39:01.466 09/02/1996]',-0.014,0.029,111.106,33.128,13.113,0.543
'[10:39:01.468 09/02/1996]',-0.015,0.030,111.106,33.128,13.113,0.543
'[10:39:01.470 09/02/1996]',-0.017,0.032,111.106,33.128,13.113,0.543
'[10:39:01.472 09/02/1996]',-0.019,0.033,108.543,32.427,13.175,0.626
'[10:39:01.474 09/02/1996]',-0.021,0.033,108.543,32.427,13.175,0.626
'[10:39:01.476 09/02/1996]',-0.022,0.033,108.543,32.427,13.175,0.626
'[10:39:01.478 09/02/1996]',-0.024,0.033,108.543,32.427,13.175,0.626
'[10:39:01.480 09/02/1996]',-0.025,0.033,105.578,31.701,13.225,0.694
'[10:39:01.482 09/02/1996]',-0.026,0.032,105.578,31.701,13.225,0.694
'[10:39:01.484 09/02/1996]',-0.025,0.032,105.578,31.701,13.225,0.694
'[10:39:01.486 09/02/1996]',-0.025,0.032,105.578,31.701,13.225,0.694
'[10:39:01.488 09/02/1996]',-0.024,0.033,102.261,31.126,13.287,0.754
'[10:39:01.490 09/02/1996]',-0.022,0.033,102.261,31.126,13.287,0.754
'[10:39:01.492 09/02/1996]',-0.021,0.033,102.261,31.126,13.287,0.754
'[10:39:01.494 09/02/1996]',-0.019,0.032,102.261,31.126,13.287,0.754
'[10:39:01.496 09/02/1996]',-0.018,0.030,98.492,30.600,13.287,0.792
'[10:39:01.498 09/02/1996]',-0.017,0.029,98.492,30.600,13.287,0.792
'[10:39:01.500 09/02/1996]',-0.016,0.029,98.492,30.600,13.287,0.792
'[10:39:01.502 09/02/1996]',-0.015,0.028,98.492,30.600,13.287,0.792
'[10:39:01.504 09/02/1996]',-0.012,0.028,94.221,30.075,13.287,0.823
'[10:39:01.506 09/02/1996]',-0.009,0.027,94.221,30.075,13.287,0.823
'[10:39:01.508 09/02/1996]',-0.006,0.028,94.221,30.075,13.287,0.823
'[10:39:01.510 09/02/1996]',-0.003,0.028,94.221,30.075,13.287,0.823
'[10:39:01.512 09/02/1996]',0.001,0.029,89.497,29.550,13.287,0.838
'[10:39:01.514 09/02/1996]',0.005,0.030,89.497,29.550,13.287,0.838
'[10:39:01.516 09/02/1996]',0.008,0.032,89.497,29.550,13.287,0.838
'[10:39:01.518 09/02/1996]',0.011,0.033,89.497,29.550,13.287,0.838
'[10:39:01.520 09/02/1996]',0.013,0.035,84.623,28.949,13.350,0.838
'[10:39:01.522 09/02/1996]',0.015,0.037,84.623,28.949,13.350,0.838
'[10:39:01.524 09/02/1996]',0.017,0.038,84.623,28.949,13.350,0.838
'[10:39:01.526 09/02/1996]',0.018,0.040,84.623,28.949,13.350,0.838
'[10:39:01.528 09/02/1996]',0.018,0.041,79.799,28.374,13.463,0.828
'[10:39:01.530 09/02/1996]',0.018,0.041,79.799,28.374,13.463,0.828
'[10:39:01.532 09/02/1996]',0.016,0.042,79.799,28.374,13.463,0.828
'[10:39:01.534 09/02/1996]',0.014,0.043,79.799,28.374,13.463,0.828
'[10:39:01.536 09/02/1996]',0.013,0.044,75.427,28.023,13.588,0.799
'[10:39:01.538 09/02/1996]',0.011,0.045,75.427,28.023,13.588,0.799
'[10:39:01.540 09/02/1996]',0.010,0.046,75.427,28.023,13.588,0.799
'[10:39:01.542 09/02/1996]',0.009,0.048,75.427,28.023,13.588,0.799
'[10:39:01.544 09/02/1996]',0.009,0.051,71.960,27.848,13.700,0.767
'[10:39:01.546 09/02/1996]',0.009,0.053,71.960,27.848,13.700,0.767
'[10:39:01.548 09/02/1996]',0.009,0.058,71.960,27.848,13.700,0.767
'[10:39:01.550 09/02/1996]',0.010,0.063,71.960,27.848,13.700,0.767
'[10:39:01.552 09/02/1996]',0.011,0.066,69.648,27.898,13.812,0.725
'[10:39:01.554 09/02/1996]',0.011,0.069,69.648,27.898,13.812,0.725
'[10:39:01.556 09/02/1996]',0.011,0.069,69.648,27.898,13.812,0.725
'[10:39:01.558 09/02/1996]',0.010,0.068,69.648,27.898,13.812,0.725
'[10:39:01.560 09/02/1996]',0.009,0.064,68.543,28.023,13.875,0.671
'[10:39:01.562 09/02/1996]',0.007,0.059,68.543,28.023,13.875,0.671
'[10:39:01.564 09/02/1996]',0.004,0.052,68.543,28.023,13.875,0.671
'[10:39:01.566 09/02/1996]',0.002,0.045,68.543,28.023,13.875,0.671
'[10:39:01.568 09/02/1996]',0.001,0.038,68.442,28.073,13.812,0.616
'[10:39:01.570 09/02/1996]',0.000,0.032,68.442,28.073,13.812,0.616
'[10:39:01.572 09/02/1996]',0.003,0.032,68.442,28.073,13.812,0.616
'[10:39:01.574 09/02/1996]',0.005,0.031,68.442,28.073,13.812,0.616
'[10:39:01.576 09/02/1996]',0.018,0.042,69.045,28.123,13.588,0.553
'[10:39:01.578 09/02/1996]',0.030,0.052,69.045,28.123,13.588,0.553
'[10:39:01.580 09/02/1996]',0.055,0.075,69.045,28.123,13.588,0.553
'[10:39:01.582 09/02/1996]',0.080,0.099,69.045,28.123,13.588,0.553
'[10:39:01.584 09/02/1996]',0.117,0.140,69.899,28.123,13.287,0.488
'[10:39:01.586 09/02/1996]',0.155,0.181,69.899,28.123,13.287,0.488
'[10:39:01.588 09/02/1996]',0.204,0.241,69.899,28.123,13.287,0.488
'[10:39:01.590 09/02/1996]',0.253,0.302,69.899,28.123,13.287,0.488
'[10:39:01.592 09/02/1996]',0.306,0.378,70.754,28.123,12.875,0.422
'[10:39:01.594 09/02/1996]',0.360,0.454,70.754,28.123,12.875,0.422
'[10:39:01.596 09/02/1996]',0.404,0.534,70.754,28.123,12.875,0.422
'[10:39:01.598 09/02/1996]',0.447,0.615,70.754,28.123,12.875,0.422
'[10:39:01.600 09/02/1996]',0.464,0.683,71.256,28.073,12.412,0.354
'[10:39:01.602 09/02/1996]',0.481,0.751,71.256,28.073,12.412,0.354
'[10:39:01.604 09/02/1996]',0.461,0.794,71.256,28.073,12.412,0.354
'[10:39:01.606 09/02/1996]',0.441,0.837,71.256,28.073,12.412,0.354
'[10:39:01.608 09/02/1996]',0.390,0.849,71.508,28.073,11.825,0.289
'[10:39:01.610 09/02/1996]',0.338,0.860,71.508,28.073,11.825,0.289
'[10:39:01.612 09/02/1996]',0.272,0.842,71.508,28.073,11.825,0.289
'[10:39:01.614 09/02/1996]',0.205,0.824,71.508,28.073,11.825,0.289
'[10:39:01.616 09/02/1996]',0.142,0.784,71.357,27.948,11.175,0.201
'[10:39:01.618 09/02/1996]',0.079,0.744,71.357,27.948,11.175,0.201
'[10:39:01.620 09/02/1996]',0.031,0.688,71.357,27.948,11.175,0.201
'[10:39:01.622 09/02/1996]',-0.017,0.632,71.357,27.948,11.175,0.201
'[10:39:01.624 09/02/1996]',-0.045,0.568,70.955,27.773,10.650,0.142
'[10:39:01.626 09/02/1996]',-0.074,0.504,70.955,27.773,10.650,0.142
'[10:39:01.628 09/02/1996]',-0.086,0.443,70.955,27.773,10.650,0.142
'[10:39:01.630 09/02/1996]',-0.098,0.381,70.955,27.773,10.650,0.142
'[10:39:01.632 09/02/1996]',-0.098,0.329,70.452,27.548,10.125,0.085
'[10:39:01.634 09/02/1996]',-0.098,0.277,70.452,27.548,10.125,0.085
'[10:39:01.636 09/02/1996]',-0.090,0.237,70.452,27.548,10.125,0.085
'[10:39:01.638 09/02/1996]',-0.082,0.198,70.452,27.548,10.125,0.085
'[10:39:01.640 09/02/1996]',-0.073,0.169,69.849,27.323,9.600,0.029
'[10:39:01.642 09/02/1996]',-0.064,0.140,69.849,27.323,9.600,0.029
'[10:39:01.644 09/02/1996]',-0.059,0.116,69.849,27.323,9.600,0.029
'[10:39:01.646 09/02/1996]',-0.054,0.092,69.849,27.323,9.600,0.029
'[10:39:01.648 09/02/1996]',-0.052,0.073,69.196,26.972,9.125,-0.021
'[10:39:01.650 09/02/1996]',-0.050,0.055,69.196,26.972,9.125,-0.021
'[10:39:01.652 09/02/1996]',-0.051,0.042,69.196,26.972,9.125,-0.021
'[10:39:01.654 09/02/1996]',-0.052,0.028,69.196,26.972,9.125,-0.021
'[10:39:01.656 09/02/1996]',-0.054,0.019,68.593,26.497,8.725,-0.065
'[10:39:01.658 09/02/1996]',-0.057,0.010,68.593,26.497,8.725,-0.065
'[10:39:01.660 09/02/1996]',-0.060,0.004,68.593,26.497,8.725,-0.065
'[10:39:01.662 09/02/1996]',-0.064,-0.003,68.593,26.497,8.725,-0.065
'[10:39:01.664 09/02/1996]',-0.067,-0.009,68.141,26.022,8.425,-0.111
'[10:39:01.666 09/02/1996]',-0.070,-0.014,68.141,26.022,8.425,-0.111
'[10:39:01.668 09/02/1996]',-0.072,-0.019,68.141,26.022,8.425,-0.111
'[10:39:01.670 09/02/1996]',-0.074,-0.024,68.141,26.022,8.425,-0.111
'[10:39:01.672 09/02/1996]',-0.075,-0.028,67.789,25.496,8.250,-0.149
'[10:39:01.674 09/02/1996]',-0.077,-0.032,67.789,25.496,8.250,-0.149
'[10:39:01.676 09/02/1996]',-0.077,-0.034,67.789,25.496,8.250,-0.149
'[10:39:01.678 09/02/1996]',-0.077,-0.036,67.789,25.496,8.250,-0.149
'[10:39:01.680 09/02/1996]',-0.074,-0.037,67.437,25.021,8.137,-0.183
'[10:39:01.682 09/02/1996]',-0.072,-0.039,67.437,25.021,8.137,-0.183
'[10:39:01.684 09/02/1996]',-0.069,-0.042,67.437,25.021,8.137,-0.183
'[10:39:01.686 09/02/1996]',-0.066,-0.045,67.437,25.021,8.137,-0.183
'[10:39:01.688 09/02/1996]',-0.064,-0.049,67.035,24.570,8.137,-0.217
'[10:39:01.690 09/02/1996]',-0.061,-0.053,67.035,24.570,8.137,-0.217
'[10:39:01.692 09/02/1996]',-0.060,-0.056,67.035,24.570,8.137,-0.217
'[10:39:01.694 09/02/1996]',-0.059,-0.058,67.035,24.570,8.137,-0.217
'[10:39:01.696 09/02/1996]',-0.058,-0.057,66.533,24.145,8.312,-0.246
'[10:39:01.698 09/02/1996]',-0.057,-0.056,66.533,24.145,8.312,-0.246
'[10:39:01.700 09/02/1996]',-0.057,-0.053,66.533,24.145,8.312,-0.246
'[10:39:01.702 09/02/1996]',-0.057,-0.050,66.533,24.145,8.312,-0.246
'[10:39:01.704 09/02/1996]',-0.057,-0.048,66.080,23.970,8.600,-0.278
'[10:39:01.706 09/02/1996]',-0.057,-0.045,66.080,23.970,8.600,-0.278
'[10:39:01.708 09/02/1996]',-0.057,-0.046,66.080,23.970,8.600,-0.278
'[10:39:01.710 09/02/1996]',-0.057,-0.047,66.080,23.970,8.600,-0.278
'[10:39:01.712 09/02/1996]',-0.058,-0.050,65.477,24.020,8.950,-0.301
'[10:39:01.714 09/02/1996]',-0.058,-0.053,65.477,24.020,8.950,-0.301
'[10:39:01.716 09/02/1996]',-0.059,-0.057,65.477,24.020,8.950,-0.301
'[10:39:01.718 09/02/1996]',-0.059,-0.061,65.477,24.020,8.950,-0.301
'[10:39:01.720 09/02/1996]',-0.059,-0.064,64.774,24.320,9.300,-0.326
'[10:39:01.722 09/02/1996]',-0.059,-0.067,64.774,24.320,9.300,-0.326
'[10:39:01.724 09/02/1996]',-0.059,-0.069,64.774,24.320,9.300,-0.326
'[10:39:01.726 09/02/1996]',-0.059,-0.071,64.774,24.320,9.300,-0.326
'[10:39:01.728 09/02/1996]',-0.059,-0.071,64.020,24.495,9.600,-0.350
'[10:39:01.730 09/02/1996]',-0.059,-0.072,64.020,24.495,9.600,-0.350
'[10:39:01.732 09/02/1996]',-0.059,-0.071,64.020,24.495,9.600,-0.350
'[10:39:01.734 09/02/1996]',-0.058,-0.071,64.020,24.495,9.600,-0.350
'[10:39:01.736 09/02/1996]',-0.057,-0.070,63.216,24.270,9.887,-0.374
'[10:39:01.738 09/02/1996]',-0.056,-0.070,63.216,24.270,9.887,-0.374
'[10:39:01.740 09/02/1996]',-0.055,-0.072,63.216,24.270,9.887,-0.374
'[10:39:01.742 09/02/1996]',-0.054,-0.075,63.216,24.270,9.887,-0.374
'[10:39:01.744 09/02/1996]',-0.053,-0.079,62.412,23.394,10.363,-0.401
'[10:39:01.746 09/02/1996]',-0.052,-0.082,62.412,23.394,10.363,-0.401
'[10:39:01.748 09/02/1996]',-0.052,-0.086,62.412,23.394,10.363,-0.401
'[10:39:01.750 09/02/1996]',-0.052,-0.089,62.412,23.394,10.363,-0.401
'[10:39:01.752 09/02/1996]',-0.053,-0.090,61.960,22.093,11.000,-0.422
'[10:39:01.754 09/02/1996]',-0.055,-0.092,61.960,22.093,11.000,-0.422
'[10:39:01.756 09/02/1996]',-0.057,-0.091,61.960,22.093,11.000,-0.422
'[10:39:01.758 09/02/1996]',-0.059,-0.091,61.960,22.093,11.000,-0.422
'[10:39:01.760 09/02/1996]',-0.062,-0.088,61.910,21.168,11.650,-0.447
'[10:39:01.762 09/02/1996]',-0.065,-0.086,61.910,21.168,11.650,-0.447
'[10:39:01.764 09/02/1996]',-0.068,-0.085,61.910,21.168,11.650,-0.447
'[10:39:01.766 09/02/1996]',-0.070,-0.083,61.910,21.168,11.650,-0.447
'[10:39:01.768 09/02/1996]',-0.072,-0.084,62.412,21.168,12.238,-0.468
'[10:39:01.770 09/02/1996]',-0.074,-0.084,62.412,21.168,12.238,-0.468
'[10:39:01.772 09/02/1996]',-0.075,-0.087,62.412,21.168,12.238,-0.468
'[10:39:01.774 09/02/1996]',-0.077,-0.091,62.412,21.168,12.238,-0.468
'[10:39:01.776 09/02/1996]',-0.078,-0.095,63.769,22.218,12.475,-0.490
'[10:39:01.778 09/02/1996]',-0.079,-0.099,63.769,22.218,12.475,-0.490
'[10:39:01.780 09/02/1996]',-0.081,-0.102,63.769,22.218,12.475,-0.490
'[10:39:01.782 09/02/1996]',-0.082,-0.105,63.769,22.218,12.475,-0.490
'[10:39:01.784 09/02/1996]',-0.086,-0.107,66.432,23.620,12.350,-0.507
'[10:39:01.786 09/02/1996]',-0.089,-0.109,66.432,23.620,12.350,-0.507
'[10:39:01.788 09/02/1996]',-0.093,-0.109,66.432,23.620,12.350,-0.507
'[10:39:01.790 09/02/1996]',-0.098,-0.109,66.432,23.620,12.350,-0.507
'[10:39:01.792 09/02/1996]',-0.102,-0.109,70.804,24.846,11.938,-0.521
'[10:39:01.794 09/02/1996]',-0.106,-0.109,70.804,24.846,11.938,-0.521
'[10:39:01.796 09/02/1996]',-0.109,-0.111,70.804,24.846,11.938,-0.521
'[10:39:01.798 09/02/1996]',-0.112,-0.113,70.804,24.846,11.938,-0.521
'[10:39:01.800 09/02/1996]',-0.113,-0.117,77.035,25.446,11.300,-0.528
'[10:39:01.802 09/02/1996]',-0.114,-0.122,77.035,25.446,11.300,-0.528
'[10:39:01.804 09/02/1996]',-0.114,-0.127,77.035,25.446,11.300,-0.528
'[10:39:01.806 09/02/1996]',-0.113,-0.132,77.035,25.446,11.300,-0.528
'[10:39:01.808 09/02/1996]',-0.112,-0.135,84.824,25.671,10.650,-0.531
'[10:39:01.810 09/02/1996]',-0.111,-0.137,84.824,25.671,10.650,-0.531
'[10:39:01.812 09/02/1996]',-0.110,-0.137,84.824,25.671,10.650,-0.531
'[10:39:01.814 09/02/1996]',-0.109,-0.136,84.824,25.671,10.650,-0.531
'[10:39:01.816 09/02/1996]',-0.110,-0.134,93.166,25.897,10.012,-0.521
'[10:39:01.818 09/02/1996]',-0.110,-0.132,93.166,25.897,10.012,-0.521
'[10:39:01.820 09/02/1996]',-0.111,-0.129,93.166,25.897,10.012,-0.521
'[10:39:01.822 09/02/1996]',-0.111,-0.125,93.166,25.897,10.012,-0.521
'[10:39:01.824 09/02/1996]',-0.112,-0.121,101.106,26.447,9.475,-0.497
'[10:39:01.826 09/02/1996]',-0.113,-0.117,101.106,26.447,9.475,-0.497
'[10:39:01.828 09/02/1996]',-0.114,-0.114,101.106,26.447,9.475,-0.497
'[10:39:01.830 09/02/1996]',-0.114,-0.110,101.106,26.447,9.475,-0.497
'[10:39:01.832 09/02/1996]',-0.114,-0.106,107.739,27.073,9.075,-0.468
'[10:39:01.834 09/02/1996]',-0.113,-0.102,107.739,27.073,9.075,-0.468
'[10:39:01.836 09/02/1996]',-0.112,-0.098,107.739,27.073,9.075,-0.468
'[10:39:01.838 09/02/1996]',-0.111,-0.094,107.739,27.073,9.075,-0.468
'[10:39:01.840 09/02/1996]',-0.110,-0.091,112.261,27.548,8.900,-0.422
'[10:39:01.842 09/02/1996]',-0.109,-0.088,112.261,27.548,8.900,-0.422
'[10:39:01.844 09/02/1996]',-0.109,-0.086,112.261,27.548,8.900,-0.422
'[10:39:01.846 09/02/1996]',-0.109,-0.084,112.261,27.548,8.900,-0.422
'[10:39:01.848 09/02/1996]',-0.106,-0.082,114.673,27.723,8.950,-0.362
'[10:39:01.850 09/02/1996]',-0.104,-0.079,114.673,27.723,8.950,-0.362
'[10:39:01.852 09/02/1996]',-0.100,-0.076,114.673,27.723,8.950,-0.362
'[10:39:01.854 09/02/1996]',-0.095,-0.073,114.673,27.723,8.950,-0.362
'[10:39:01.856 09/02/1996]',-0.089,-0.070,115.126,27.598,9.188,-0.294
'[10:39:01.858 09/02/1996]',-0.084,-0.068,115.126,27.598,9.188,-0.294
'[10:39:01.860 09/02/1996]',-0.079,-0.065,115.126,27.598,9.188,-0.294
'[10:39:01.862 09/02/1996]',-0.074,-0.061,115.126,27.598,9.188,-0.294
'[10:39:01.864 09/02/1996]',-0.071,-0.058,114.171,27.373,9.713,-0.214
'[10:39:01.866 09/02/1996]',-0.068,-0.055,114.171,27.373,9.713,-0.214
'[10:39:01.868 09/02/1996]',-0.067,-0.053,114.171,27.373,9.713,-0.214
'[10:39:01.870 09/02/1996]',-0.066,-0.051,114.171,27.373,9.713,-0.214
'[10:39:01.872 09/02/1996]',-0.066,-0.049,112.261,27.248,10.363,-0.130
'[10:39:01.874 09/02/1996]',-0.065,-0.046,112.261,27.248,10.363,-0.130
'[10:39:01.876 09/02/1996]',-0.064,-0.044,112.261,27.248,10.363,-0.130
'[10:39:01.878 09/02/1996]',-0.063,-0.042,112.261,27.248,10.363,-0.130
'[10:39:01.880 09/02/1996]',-0.061,-0.043,109.799,27.073,11.175,-0.041
'[10:39:01.882 09/02/1996]',-0.060,-0.044,109.799,27.073,11.175,-0.041
'[10:39:01.884 09/02/1996]',-0.058,-0.048,109.799,27.073,11.175,-0.041
'[10:39:01.886 09/02/1996]',-0.055,-0.051,109.799,27.073,11.175,-0.041
'[10:39:01.888 09/02/1996]',-0.051,-0.053,107.186,26.722,12.000,0.046
'[10:39:01.890 09/02/1996]',-0.047,-0.056,107.186,26.722,12.000,0.046
'[10:39:01.892 09/02/1996]',-0.045,-0.058,107.186,26.722,12.000,0.046
'[10:39:01.894 09/02/1996]',-0.043,-0.059,107.186,26.722,12.000,0.046
'[10:39:01.896 09/02/1996]',-0.042,-0.059,104.472,26.022,12.650,0.133
'[10:39:01.898 09/02/1996]',-0.041,-0.058,104.472,26.022,12.650,0.133
'[10:39:01.900 09/02/1996]',-0.040,-0.057,104.472,26.022,12.650,0.133
'[10:39:01.902 09/02/1996]',-0.039,-0.056,104.472,26.022,12.650,0.133
'[10:39:01.904 09/02/1996]',-0.038,-0.056,101.759,25.096,13.050,0.210
'[10:39:01.906 09/02/1996]',-0.037,-0.056,101.759,25.096,13.050,0.210
'[10:39:01.908 09/02/1996]',-0.037,-0.058,101.759,25.096,13.050,0.210
'[10:39:01.910 09/02/1996]',-0.037,-0.060,101.759,25.096,13.050,0.210
'[10:39:01.912 09/02/1996]',-0.037,-0.063,98.945,23.970,13.225,0.280
'[10:39:01.914 09/02/1996]',-0.037,-0.066,98.945,23.970,13.225,0.280
'[10:39:01.916 09/02/1996]',-0.037,-0.068,98.945,23.970,13.225,0.280
'[10:39:01.918 09/02/1996]',-0.037,-0.069,98.945,23.970,13.225,0.280
'[10:39:01.920 09/02/1996]',-0.037,-0.068,95.829,22.919,13.175,0.338
'[10:39:01.922 09/02/1996]',-0.037,-0.066,95.829,22.919,13.175,0.338
'[10:39:01.924 09/02/1996]',-0.036,-0.064,95.829,22.919,13.175,0.338
'[10:39:01.926 09/02/1996]',-0.036,-0.061,95.829,22.919,13.175,0.338
'[10:39:01.928 09/02/1996]',-0.035,-0.058,92.211,22.043,12.875,0.384
'[10:39:01.930 09/02/1996]',-0.034,-0.055,92.211,22.043,12.875,0.384
'[10:39:01.932 09/02/1996]',-0.034,-0.051,92.211,22.043,12.875,0.384
'[10:39:01.934 09/02/1996]',-0.033,-0.048,92.211,22.043,12.875,0.384
'[10:39:01.936 09/02/1996]',-0.033,-0.045,88.090,21.218,12.287,0.418
'[10:39:01.938 09/02/1996]',-0.033,-0.042,88.090,21.218,12.287,0.418
'[10:39:01.940 09/02/1996]',-0.033,-0.041,88.090,21.218,12.287,0.418
'[10:39:01.942 09/02/1996]',-0.033,-0.039,88.090,21.218,12.287,0.418
'[10:39:01.944 09/02/1996]',-0.033,-0.041,83.568,20.567,11.713,0.434
'[10:39:01.946 09/02/1996]',-0.032,-0.042,83.568,20.567,11.713,0.434
'[10:39:01.948 09/02/1996]',-0.031,-0.044,83.568,20.567,11.713,0.434
'[10:39:01.950 09/02/1996]',-0.030,-0.047,83.568,20.567,11.713,0.434
'[10:39:01.952 09/02/1996]',-0.029,-0.048,78.643,20.092,11.238,0.447
'[10:39:01.954 09/02/1996]',-0.029,-0.048,78.643,20.092,11.238,0.447
'[10:39:01.956 09/02/1996]',-0.029,-0.045,78.643,20.092,11.238,0.447
'[10:39:01.958 09/02/1996]',-0.030,-0.043,78.643,20.092,11.238,0.447
'[10:39:01.960 09/02/1996]',-0.030,-0.039,73.668,19.917,10.775,0.442
'[10:39:01.962 09/02/1996]',-0.030,-0.035,73.668,19.917,10.775,0.442
'[10:39:01.964 09/02/1996]',-0.030,-0.033,73.668,19.917,10.775,0.442
'[10:39:01.966 09/02/1996]',-0.030,-0.030,73.668,19.917,10.775,0.442
'[10:39:01.968 09/02/1996]',-0.029,-0.029,69.246,19.992,10.300,0.427
'[10:39:01.970 09/02/1996]',-0.029,-0.029,69.246,19.992,10.300,0.427
'[10:39:01.972 09/02/1996]',-0.028,-0.030,69.246,19.992,10.300,0.427
'[10:39:01.974 09/02/1996]',-0.027,-0.031,69.246,19.992,10.300,0.427
'[10:39:01.976 09/02/1996]',-0.026,-0.033,65.829,20.267,9.838,0.401
'[10:39:01.978 09/02/1996]',-0.026,-0.034,65.829,20.267,9.838,0.401
'[10:39:01.980 09/02/1996]',-0.028,-0.035,65.829,20.267,9.838,0.401
'[10:39:01.982 09/02/1996]',-0.029,-0.037,65.829,20.267,9.838,0.401
'[10:39:01.984 09/02/1996]',-0.030,-0.037,63.719,20.567,9.475,0.369
'[10:39:01.986 09/02/1996]',-0.031,-0.037,63.719,20.567,9.475,0.369
'[10:39:01.988 09/02/1996]',-0.032,-0.036,63.719,20.567,9.475,0.369
'[10:39:01.990 09/02/1996]',-0.032,-0.036,63.719,20.567,9.475,0.369
'[10:39:01.992 09/02/1996]',-0.032,-0.035,62.915,20.867,9.250,0.329
'[10:39:01.994 09/02/1996]',-0.031,-0.035,62.915,20.867,9.250,0.329
'[10:39:01.996 09/02/1996]',-0.030,-0.035,62.915,20.867,9.250,0.329
'[10:39:01.998 09/02/1996]',-0.029,-0.036,62.915,20.867,9.250,0.329
'[10:39:02.000 09/02/1996]',-0.030,-0.037,63.116,21.043,9.075,0.285
'[10:39:02.002 09/02/1996]',-0.031,-0.039,63.116,21.043,9.075,0.285
'[10:39:02.004 09/02/1996]',-0.033,-0.040,63.116,21.043,9.075,0.285
'[10:39:02.006 09/02/1996]',-0.035,-0.041,63.116,21.043,9.075,0.285
'[10:39:02.008 09/02/1996]',-0.038,-0.040,63.970,21.093,8.900,0.232
'[10:39:02.010 09/02/1996]',-0.041,-0.038,63.970,21.093,8.900,0.232
'[10:39:02.012 09/02/1996]',-0.043,-0.035,63.970,21.093,8.900,0.232
'[10:39:02.014 09/02/1996]',-0.046,-0.032,63.970,21.093,8.900,0.232
'[10:39:02.016 09/02/1996]',-0.047,-0.032,64.975,21.043,8.725,0.176
'[10:39:02.018 09/02/1996]',-0.048,-0.031,64.975,21.043,8.725,0.176
'[10:39:02.020 09/02/1996]',-0.048,-0.032,64.975,21.043,8.725,0.176
'[10:39:02.022 09/02/1996]',-0.047,-0.033,64.975,21.043,8.725,0.176
'[10:39:02.024 09/02/1996]',-0.045,-0.035,65.779,20.917,8.600,0.118
'[10:39:02.026 09/02/1996]',-0.043,-0.038,65.779,20.917,8.600,0.118
'[10:39:02.028 09/02/1996]',-0.042,-0.039,65.779,20.917,8.600,0.118
'[10:39:02.030 09/02/1996]',-0.040,-0.040,65.779,20.917,8.600,0.118
'[10:39:02.032 09/02/1996]',-0.038,-0.040,66.332,20.692,8.537,0.060
'[10:39:02.034 09/02/1996]',-0.037,-0.040,66.332,20.692,8.537,0.060
'[10:39:02.036 09/02/1996]',-0.036,-0.038,66.332,20.692,8.537,0.060
'[10:39:02.038 09/02/1996]',-0.035,-0.037,66.332,20.692,8.537,0.060
'[10:39:02.040 09/02/1996]',-0.034,-0.036,66.482,20.392,8.537,0.003
'[10:39:02.042 09/02/1996]',-0.033,-0.036,66.482,20.392,8.537,0.003
'[10:39:02.044 09/02/1996]',-0.031,-0.036,66.482,20.392,8.537,0.003
