'Time and date','II','aVF','V','ABP','PLETH','RESP'
'[13:39:48.750 02/12/1995]',0.088,-0.054,-0.048,90.300,0.755,-0.541
'[13:39:48.752 02/12/1995]',0.077,-0.087,-0.038,87.997,0.755,-0.540
'[13:39:48.754 02/12/1995]',0.066,-0.098,-0.029,87.997,0.755,-0.540
'[13:39:48.756 02/12/1995]',0.044,-0.120,-0.038,87.997,0.755,-0.540
'[13:39:48.758 02/12/1995]',0.044,-0.109,-0.038,87.997,0.755,-0.540
'[13:39:48.760 02/12/1995]',0.066,-0.098,-0.048,85.442,0.755,-0.540
'[13:39:48.762 02/12/1995]',0.077,-0.076,-0.058,85.442,0.755,-0.540
'[13:39:48.764 02/12/1995]',0.088,-0.054,-0.058,85.442,0.755,-0.540
'[13:39:48.766 02/12/1995]',0.088,-0.054,-0.058,85.442,0.755,-0.540
'[13:39:48.768 02/12/1995]',0.066,-0.076,-0.048,82.537,0.755,-0.539
'[13:39:48.770 02/12/1995]',0.055,-0.109,-0.038,82.537,0.755,-0.539
'[13:39:48.772 02/12/1995]',0.044,-0.120,-0.038,82.537,0.755,-0.539
'[13:39:48.774 02/12/1995]',0.044,-0.120,-0.038,82.537,0.755,-0.539
'[13:39:48.776 02/12/1995]',0.044,-0.120,-0.038,79.482,0.711,-0.539
'[13:39:48.778 02/12/1995]',0.055,-0.087,-0.058,79.482,0.711,-0.539
'[13:39:48.780 02/12/1995]',0.066,-0.076,-0.058,79.482,0.711,-0.539
'[13:39:48.782 02/12/1995]',0.066,-0.076,-0.058,79.482,0.711,-0.539
'[13:39:48.784 02/12/1995]',0.066,-0.087,-0.058,76.578,0.681,-0.538
'[13:39:48.786 02/12/1995]',0.055,-0.109,-0.048,76.578,0.681,-0.538
'[13:39:48.788 02/12/1995]',0.044,-0.131,-0.038,76.578,0.681,-0.538
'[13:39:48.790 02/12/1995]',0.033,-0.142,-0.038,76.578,0.681,-0.538
'[13:39:48.792 02/12/1995]',0.033,-0.131,-0.048,74.023,0.652,-0.538
'[13:39:48.794 02/12/1995]',0.055,-0.098,-0.048,74.023,0.652,-0.538
'[13:39:48.796 02/12/1995]',0.066,-0.087,-0.058,74.023,0.652,-0.538
'[13:39:48.798 02/12/1995]',0.066,-0.065,-0.048,74.023,0.652,-0.538
'[13:39:48.800 02/12/1995]',0.066,-0.087,-0.058,72.220,0.608,-0.537
'[13:39:48.802 02/12/1995]',0.055,-0.109,-0.048,72.220,0.608,-0.537
'[13:39:48.804 02/12/1995]',0.044,-0.120,-0.048,72.220,0.608,-0.537
'[13:39:48.806 02/12/1995]',0.044,-0.131,-0.038,72.220,0.608,-0.537
'[13:39:48.808 02/12/1995]',0.033,-0.131,-0.038,71.519,0.548,-0.537
'[13:39:48.810 02/12/1995]',0.044,-0.120,-0.058,71.519,0.548,-0.537
'[13:39:48.812 02/12/1995]',0.055,-0.087,-0.058,71.519,0.548,-0.537
'[13:39:48.814 02/12/1995]',0.066,-0.087,-0.068,71.519,0.548,-0.537
'[13:39:48.816 02/12/1995]',0.066,-0.087,-0.068,71.870,0.518,-0.538
'[13:39:48.818 02/12/1995]',0.055,-0.098,-0.058,71.870,0.518,-0.538
'[13:39:48.820 02/12/1995]',0.044,-0.131,-0.048,71.870,0.518,-0.538
'[13:39:48.822 02/12/1995]',0.033,-0.142,-0.048,71.870,0.518,-0.538
'[13:39:48.824 02/12/1995]',0.033,-0.142,-0.038,73.022,0.460,-0.539
'[13:39:48.826 02/12/1995]',0.033,-0.120,-0.048,73.022,0.460,-0.539
'[13:39:48.828 02/12/1995]',0.044,-0.109,-0.058,73.022,0.460,-0.539
'[13:39:48.830 02/12/1995]',0.066,-0.087,-0.058,73.022,0.460,-0.539
'[13:39:48.832 02/12/1995]',0.066,-0.087,-0.068,74.574,0.400,-0.540
'[13:39:48.834 02/12/1995]',0.066,-0.098,-0.058,74.574,0.400,-0.540
'[13:39:48.836 02/12/1995]',0.044,-0.120,-0.048,74.574,0.400,-0.540
'[13:39:48.838 02/12/1995]',0.033,-0.142,-0.038,74.574,0.400,-0.540
'[13:39:48.840 02/12/1995]',0.022,-0.142,-0.038,75.926,0.326,-0.540
'[13:39:48.842 02/12/1995]',0.022,-0.142,-0.048,75.926,0.326,-0.540
'[13:39:48.844 02/12/1995]',0.044,-0.098,-0.058,75.926,0.326,-0.540
'[13:39:48.846 02/12/1995]',0.055,-0.087,-0.058,75.926,0.326,-0.540
'[13:39:48.848 02/12/1995]',0.066,-0.087,-0.068,76.728,0.267,-0.540
'[13:39:48.850 02/12/1995]',0.066,-0.098,-0.058,76.728,0.267,-0.540
'[13:39:48.852 02/12/1995]',0.044,-0.120,-0.048,76.728,0.267,-0.540
'[13:39:48.854 02/12/1995]',0.033,-0.142,-0.048,76.728,0.267,-0.540
'[13:39:48.856 02/12/1995]',0.022,-0.153,-0.038,77.028,0.178,-0.540
'[13:39:48.858 02/12/1995]',0.022,-0.142,-0.038,77.028,0.178,-0.540
'[13:39:48.860 02/12/1995]',0.033,-0.131,-0.048,77.028,0.178,-0.540
'[13:39:48.862 02/12/1995]',0.055,-0.098,-0.048,77.028,0.178,-0.540
'[13:39:48.864 02/12/1995]',0.066,-0.087,-0.058,76.828,0.118,-0.539
'[13:39:48.866 02/12/1995]',0.055,-0.098,-0.058,76.828,0.118,-0.539
'[13:39:48.868 02/12/1995]',0.055,-0.109,-0.048,76.828,0.118,-0.539
'[13:39:48.870 02/12/1995]',0.044,-0.131,-0.038,76.828,0.118,-0.539
'[13:39:48.872 02/12/1995]',0.022,-0.142,-0.038,76.427,0.044,-0.539
'[13:39:48.874 02/12/1995]',0.022,-0.153,-0.038,76.427,0.044,-0.539
'[13:39:48.876 02/12/1995]',0.033,-0.131,-0.048,76.427,0.044,-0.539
'[13:39:48.878 02/12/1995]',0.044,-0.109,-0.058,76.427,0.044,-0.539
'[13:39:48.880 02/12/1995]',0.055,-0.087,-0.058,75.926,0.015,-0.538
'[13:39:48.882 02/12/1995]',0.066,-0.087,-0.058,75.926,0.015,-0.538
'[13:39:48.884 02/12/1995]',0.044,-0.109,-0.058,75.926,0.015,-0.538
'[13:39:48.886 02/12/1995]',0.033,-0.131,-0.038,75.926,0.015,-0.538
'[13:39:48.888 02/12/1995]',0.022,-0.142,-0.029,75.376,-0.029,-0.537
'[13:39:48.890 02/12/1995]',0.011,-0.153,-0.038,75.376,-0.029,-0.537
'[13:39:48.892 02/12/1995]',0.022,-0.142,-0.038,75.376,-0.029,-0.537
'[13:39:48.894 02/12/1995]',0.033,-0.120,-0.048,75.376,-0.029,-0.537
'[13:39:48.896 02/12/1995]',0.044,-0.098,-0.048,74.875,-0.044,-0.535
'[13:39:48.898 02/12/1995]',0.055,-0.087,-0.058,74.875,-0.044,-0.535
'[13:39:48.900 02/12/1995]',0.055,-0.098,-0.058,74.875,-0.044,-0.535
'[13:39:48.902 02/12/1995]',0.044,-0.120,-0.048,74.875,-0.044,-0.535
'[13:39:48.904 02/12/1995]',0.022,-0.142,-0.038,74.374,-0.059,-0.534
'[13:39:48.906 02/12/1995]',0.011,-0.153,-0.029,74.374,-0.059,-0.534
'[13:39:48.908 02/12/1995]',0.022,-0.142,-0.038,74.374,-0.059,-0.534
'[13:39:48.910 02/12/1995]',0.033,-0.120,-0.048,74.374,-0.059,-0.534
'[13:39:48.912 02/12/1995]',0.044,-0.098,-0.048,73.923,-0.074,-0.532
'[13:39:48.914 02/12/1995]',0.044,-0.087,-0.058,73.923,-0.074,-0.532
'[13:39:48.916 02/12/1995]',0.055,-0.087,-0.058,73.923,-0.074,-0.532
'[13:39:48.918 02/12/1995]',0.044,-0.109,-0.048,73.923,-0.074,-0.532
'[13:39:48.920 02/12/1995]',0.022,-0.131,-0.029,73.372,-0.088,-0.531
'[13:39:48.922 02/12/1995]',0.011,-0.153,-0.038,73.372,-0.088,-0.531
'[13:39:48.924 02/12/1995]',0.022,-0.142,-0.029,73.372,-0.088,-0.531
'[13:39:48.926 02/12/1995]',0.022,-0.131,-0.038,73.372,-0.088,-0.531
'[13:39:48.928 02/12/1995]',0.044,-0.098,-0.038,72.971,-0.088,-0.529
'[13:39:48.930 02/12/1995]',0.055,-0.087,-0.058,72.971,-0.088,-0.529
'[13:39:48.932 02/12/1995]',0.055,-0.087,-0.048,72.971,-0.088,-0.529
'[13:39:48.934 02/12/1995]',0.044,-0.098,-0.038,72.971,-0.088,-0.529
'[13:39:48.936 02/12/1995]',0.033,-0.120,-0.029,72.571,-0.088,-0.528
'[13:39:48.938 02/12/1995]',0.022,-0.131,-0.029,72.571,-0.088,-0.528
'[13:39:48.940 02/12/1995]',0.022,-0.142,-0.029,72.571,-0.088,-0.528
'[13:39:48.942 02/12/1995]',0.022,-0.120,-0.029,72.571,-0.088,-0.528
'[13:39:48.944 02/12/1995]',0.033,-0.109,-0.038,72.220,-0.103,-0.527
'[13:39:48.946 02/12/1995]',0.044,-0.098,-0.048,72.220,-0.103,-0.527
'[13:39:48.948 02/12/1995]',0.055,-0.087,-0.048,72.220,-0.103,-0.527
'[13:39:48.950 02/12/1995]',0.044,-0.098,-0.048,72.220,-0.103,-0.527
'[13:39:48.952 02/12/1995]',0.044,-0.109,-0.029,71.820,-0.118,-0.526
'[13:39:48.954 02/12/1995]',0.022,-0.142,-0.029,71.820,-0.118,-0.526
'[13:39:48.956 02/12/1995]',0.022,-0.142,-0.029,71.820,-0.118,-0.526
'[13:39:48.958 02/12/1995]',0.011,-0.131,-0.029,71.820,-0.118,-0.526
'[13:39:48.960 02/12/1995]',0.022,-0.120,-0.038,71.269,-0.148,-0.525
'[13:39:48.962 02/12/1995]',0.044,-0.098,-0.048,71.269,-0.148,-0.525
'[13:39:48.964 02/12/1995]',0.044,-0.087,-0.048,71.269,-0.148,-0.525
'[13:39:48.966 02/12/1995]',0.044,-0.087,-0.048,71.269,-0.148,-0.525
'[13:39:48.968 02/12/1995]',0.044,-0.098,-0.038,70.818,-0.148,-0.524
'[13:39:48.970 02/12/1995]',0.022,-0.131,-0.029,70.818,-0.148,-0.524
'[13:39:48.972 02/12/1995]',0.011,-0.142,-0.019,70.818,-0.148,-0.524
'[13:39:48.974 02/12/1995]',0.011,-0.142,-0.019,70.818,-0.148,-0.524
'[13:39:48.976 02/12/1995]',0.022,-0.120,-0.029,70.267,-0.163,-0.523
'[13:39:48.978 02/12/1995]',0.033,-0.098,-0.038,70.267,-0.163,-0.523
'[13:39:48.980 02/12/1995]',0.044,-0.087,-0.048,70.267,-0.163,-0.523
'[13:39:48.982 02/12/1995]',0.044,-0.087,-0.048,70.267,-0.163,-0.523
'[13:39:48.984 02/12/1995]',0.044,-0.098,-0.038,69.766,-0.207,-0.523
'[13:39:48.986 02/12/1995]',0.033,-0.120,-0.029,69.766,-0.207,-0.523
'[13:39:48.988 02/12/1995]',0.011,-0.142,-0.029,69.766,-0.207,-0.523
'[13:39:48.990 02/12/1995]',0.011,-0.142,-0.019,69.766,-0.207,-0.523
'[13:39:48.992 02/12/1995]',0.022,-0.131,-0.029,69.215,-0.222,-0.522
'[13:39:48.994 02/12/1995]',0.033,-0.109,-0.038,69.215,-0.222,-0.522
'[13:39:48.996 02/12/1995]',0.044,-0.087,-0.038,69.215,-0.222,-0.522
'[13:39:48.998 02/12/1995]',0.044,-0.087,-0.048,69.215,-0.222,-0.522
'[13:39:49.000 02/12/1995]',0.044,-0.098,-0.038,68.714,-0.252,-0.522
'[13:39:49.002 02/12/1995]',0.033,-0.120,-0.029,68.714,-0.252,-0.522
'[13:39:49.004 02/12/1995]',0.022,-0.131,-0.029,68.714,-0.252,-0.522
'[13:39:49.006 02/12/1995]',0.011,-0.142,-0.019,68.714,-0.252,-0.522
'[13:39:49.008 02/12/1995]',0.011,-0.142,-0.029,68.163,-0.281,-0.521
'[13:39:49.010 02/12/1995]',0.022,-0.120,-0.029,68.163,-0.281,-0.521
'[13:39:49.012 02/12/1995]',0.033,-0.098,-0.038,68.163,-0.281,-0.521
'[13:39:49.014 02/12/1995]',0.044,-0.087,-0.048,68.163,-0.281,-0.521
'[13:39:49.016 02/12/1995]',0.044,-0.087,-0.038,67.713,-0.311,-0.521
'[13:39:49.018 02/12/1995]',0.044,-0.109,-0.029,67.713,-0.311,-0.521
'[13:39:49.020 02/12/1995]',0.022,-0.131,-0.029,67.713,-0.311,-0.521
'[13:39:49.022 02/12/1995]',0.011,-0.142,-0.019,67.713,-0.311,-0.521
'[13:39:49.024 02/12/1995]',0.011,-0.142,-0.029,67.262,-0.326,-0.520
'[13:39:49.026 02/12/1995]',0.022,-0.131,-0.019,67.262,-0.326,-0.520
'[13:39:49.028 02/12/1995]',0.022,-0.109,-0.038,67.262,-0.326,-0.520
'[13:39:49.030 02/12/1995]',0.044,-0.087,-0.038,67.262,-0.326,-0.520
'[13:39:49.032 02/12/1995]',0.044,-0.087,-0.048,66.861,-0.355,-0.520
'[13:39:49.034 02/12/1995]',0.044,-0.109,-0.029,66.861,-0.355,-0.520
'[13:39:49.036 02/12/1995]',0.022,-0.120,-0.029,66.861,-0.355,-0.520
'[13:39:49.038 02/12/1995]',0.011,-0.142,-0.029,66.861,-0.355,-0.520
'[13:39:49.040 02/12/1995]',0.001,-0.142,-0.019,66.461,-0.385,-0.520
'[13:39:49.042 02/12/1995]',0.022,-0.131,-0.019,66.461,-0.385,-0.520
'[13:39:49.044 02/12/1995]',0.022,-0.109,-0.038,66.461,-0.385,-0.520
'[13:39:49.046 02/12/1995]',0.044,-0.098,-0.048,66.461,-0.385,-0.520
'[13:39:49.048 02/12/1995]',0.044,-0.087,-0.048,66.110,-0.385,-0.521
'[13:39:49.050 02/12/1995]',0.044,-0.087,-0.038,66.110,-0.385,-0.521
'[13:39:49.052 02/12/1995]',0.033,-0.120,-0.029,66.110,-0.385,-0.521
'[13:39:49.054 02/12/1995]',0.011,-0.142,-0.019,66.110,-0.385,-0.521
'[13:39:49.056 02/12/1995]',0.001,-0.153,-0.019,65.709,-0.400,-0.521
'[13:39:49.058 02/12/1995]',0.011,-0.142,-0.019,65.709,-0.400,-0.521
'[13:39:49.060 02/12/1995]',0.022,-0.120,-0.029,65.709,-0.400,-0.521
'[13:39:49.062 02/12/1995]',0.044,-0.098,-0.038,65.709,-0.400,-0.521
'[13:39:49.064 02/12/1995]',0.044,-0.087,-0.038,65.359,-0.429,-0.522
'[13:39:49.066 02/12/1995]',0.044,-0.098,-0.038,65.359,-0.429,-0.522
'[13:39:49.068 02/12/1995]',0.033,-0.109,-0.029,65.359,-0.429,-0.522
'[13:39:49.070 02/12/1995]',0.022,-0.142,-0.019,65.359,-0.429,-0.522
'[13:39:49.072 02/12/1995]',0.001,-0.153,-0.019,65.008,-0.429,-0.522
'[13:39:49.074 02/12/1995]',0.001,-0.142,-0.019,65.008,-0.429,-0.522
'[13:39:49.076 02/12/1995]',0.011,-0.142,-0.029,65.008,-0.429,-0.522
'[13:39:49.078 02/12/1995]',0.022,-0.109,-0.038,65.008,-0.429,-0.522
'[13:39:49.080 02/12/1995]',0.044,-0.098,-0.038,64.758,-0.459,-0.522
'[13:39:49.082 02/12/1995]',0.044,-0.098,-0.038,64.758,-0.459,-0.522
'[13:39:49.084 02/12/1995]',0.033,-0.109,-0.029,64.758,-0.459,-0.522
'[13:39:49.086 02/12/1995]',0.022,-0.120,-0.019,64.758,-0.459,-0.522
'[13:39:49.088 02/12/1995]',0.011,-0.153,-0.019,64.507,-0.459,-0.522
'[13:39:49.090 02/12/1995]',0.001,-0.153,-0.009,64.507,-0.459,-0.522
'[13:39:49.092 02/12/1995]',0.011,-0.142,-0.019,64.507,-0.459,-0.522
'[13:39:49.094 02/12/1995]',0.022,-0.120,-0.029,64.507,-0.459,-0.522
'[13:39:49.096 02/12/1995]',0.033,-0.098,-0.038,64.357,-0.474,-0.522
'[13:39:49.098 02/12/1995]',0.044,-0.087,-0.038,64.357,-0.474,-0.522
'[13:39:49.100 02/12/1995]',0.033,-0.098,-0.029,64.357,-0.474,-0.522
'[13:39:49.102 02/12/1995]',0.022,-0.120,-0.019,64.357,-0.474,-0.522
'[13:39:49.104 02/12/1995]',0.011,-0.142,-0.019,64.107,-0.474,-0.522
'[13:39:49.106 02/12/1995]',0.001,-0.153,-0.009,64.107,-0.474,-0.522
'[13:39:49.108 02/12/1995]',0.011,-0.142,-0.019,64.107,-0.474,-0.522
'[13:39:49.110 02/12/1995]',0.022,-0.131,-0.029,64.107,-0.474,-0.522
'[13:39:49.112 02/12/1995]',0.033,-0.098,-0.038,63.956,-0.474,-0.522
'[13:39:49.114 02/12/1995]',0.044,-0.098,-0.038,63.956,-0.474,-0.522
'[13:39:49.116 02/12/1995]',0.044,-0.098,-0.029,63.956,-0.474,-0.522
'[13:39:49.118 02/12/1995]',0.033,-0.109,-0.019,63.956,-0.474,-0.522
'[13:39:49.120 02/12/1995]',0.011,-0.142,-0.019,63.806,-0.503,-0.522
'[13:39:49.122 02/12/1995]',0.001,-0.153,-0.009,63.806,-0.503,-0.522
'[13:39:49.124 02/12/1995]',0.001,-0.153,-0.009,63.806,-0.503,-0.522
'[13:39:49.126 02/12/1995]',0.011,-0.131,-0.019,63.806,-0.503,-0.522
'[13:39:49.128 02/12/1995]',0.022,-0.109,-0.029,63.606,-0.503,-0.522
'[13:39:49.130 02/12/1995]',0.044,-0.098,-0.029,63.606,-0.503,-0.522
'[13:39:49.132 02/12/1995]',0.033,-0.098,-0.029,63.606,-0.503,-0.522
'[13:39:49.134 02/12/1995]',0.022,-0.109,-0.029,63.606,-0.503,-0.522
'[13:39:49.136 02/12/1995]',0.022,-0.131,-0.019,63.355,-0.533,-0.522
'[13:39:49.138 02/12/1995]',0.011,-0.142,-0.009,63.355,-0.533,-0.522
'[13:39:49.140 02/12/1995]',0.001,-0.153,-0.009,63.355,-0.533,-0.522
'[13:39:49.142 02/12/1995]',0.001,-0.142,-0.019,63.355,-0.533,-0.522
'[13:39:49.144 02/12/1995]',0.022,-0.120,-0.029,63.155,-0.533,-0.522
'[13:39:49.146 02/12/1995]',0.033,-0.098,-0.029,63.155,-0.533,-0.522
'[13:39:49.148 02/12/1995]',0.044,-0.109,-0.029,63.155,-0.533,-0.522
'[13:39:49.150 02/12/1995]',0.044,-0.098,-0.029,63.155,-0.533,-0.522
'[13:39:49.152 02/12/1995]',0.022,-0.120,-0.029,62.955,-0.533,-0.522
'[13:39:49.154 02/12/1995]',0.011,-0.142,-0.009,62.955,-0.533,-0.522
'[13:39:49.156 02/12/1995]',0.001,-0.153,-0.019,62.955,-0.533,-0.522
'[13:39:49.158 02/12/1995]',0.001,-0.142,-0.009,62.955,-0.533,-0.522
'[13:39:49.160 02/12/1995]',0.022,-0.131,-0.019,62.754,-0.548,-0.522
'[13:39:49.162 02/12/1995]',0.022,-0.109,-0.029,62.754,-0.548,-0.522
'[13:39:49.164 02/12/1995]',0.044,-0.087,-0.029,62.754,-0.548,-0.522
'[13:39:49.166 02/12/1995]',0.044,-0.098,-0.029,62.754,-0.548,-0.522
'[13:39:49.168 02/12/1995]',0.022,-0.120,-0.019,62.604,-0.548,-0.522
'[13:39:49.170 02/12/1995]',0.022,-0.131,-0.009,62.604,-0.548,-0.522
'[13:39:49.172 02/12/1995]',0.001,-0.153,-0.009,62.604,-0.548,-0.522
'[13:39:49.174 02/12/1995]',0.001,-0.142,-0.009,62.604,-0.548,-0.522
'[13:39:49.176 02/12/1995]',0.001,-0.142,-0.019,62.404,-0.578,-0.522
'[13:39:49.178 02/12/1995]',0.022,-0.109,-0.019,62.404,-0.578,-0.522
'[13:39:49.180 02/12/1995]',0.044,-0.087,-0.019,62.404,-0.578,-0.522
'[13:39:49.182 02/12/1995]',0.044,-0.076,-0.019,62.404,-0.578,-0.522
'[13:39:49.184 02/12/1995]',0.055,-0.087,-0.009,62.254,-0.578,-0.522
'[13:39:49.186 02/12/1995]',0.044,-0.098,0.001,62.254,-0.578,-0.522
'[13:39:49.188 02/12/1995]',0.033,-0.109,0.001,62.254,-0.578,-0.522
'[13:39:49.190 02/12/1995]',0.033,-0.109,0.001,62.254,-0.578,-0.522
'[13:39:49.192 02/12/1995]',0.044,-0.098,0.001,62.053,-0.578,-0.522
'[13:39:49.194 02/12/1995]',0.055,-0.076,0.001,62.053,-0.578,-0.522
'[13:39:49.196 02/12/1995]',0.066,-0.054,0.001,62.053,-0.578,-0.522
'[13:39:49.198 02/12/1995]',0.077,-0.032,0.001,62.053,-0.578,-0.522
'[13:39:49.200 02/12/1995]',0.088,-0.043,0.001,61.903,-0.578,-0.523
'[13:39:49.202 02/12/1995]',0.066,-0.065,0.001,61.903,-0.578,-0.523
'[13:39:49.204 02/12/1995]',0.055,-0.087,0.010,61.903,-0.578,-0.523
'[13:39:49.206 02/12/1995]',0.044,-0.098,0.010,61.903,-0.578,-0.523
'[13:39:49.208 02/12/1995]',0.044,-0.087,0.010,61.653,-0.607,-0.523
'[13:39:49.210 02/12/1995]',0.055,-0.065,0.001,61.653,-0.607,-0.523
'[13:39:49.212 02/12/1995]',0.088,-0.043,0.001,61.653,-0.607,-0.523
'[13:39:49.214 02/12/1995]',0.088,-0.032,0.001,61.653,-0.607,-0.523
'[13:39:49.216 02/12/1995]',0.077,-0.032,0.001,61.452,-0.607,-0.524
'[13:39:49.218 02/12/1995]',0.066,-0.065,0.001,61.452,-0.607,-0.524
'[13:39:49.220 02/12/1995]',0.044,-0.087,0.010,61.452,-0.607,-0.524
'[13:39:49.222 02/12/1995]',0.033,-0.120,0.001,61.452,-0.607,-0.524
'[13:39:49.224 02/12/1995]',0.022,-0.109,0.001,61.302,-0.607,-0.524
'[13:39:49.226 02/12/1995]',0.033,-0.098,0.001,61.302,-0.607,-0.524
'[13:39:49.228 02/12/1995]',0.044,-0.076,-0.009,61.302,-0.607,-0.524
'[13:39:49.230 02/12/1995]',0.044,-0.065,-0.009,61.302,-0.607,-0.524
'[13:39:49.232 02/12/1995]',0.055,-0.065,-0.019,61.052,-0.622,-0.523
'[13:39:49.234 02/12/1995]',0.044,-0.098,-0.009,61.052,-0.622,-0.523
'[13:39:49.236 02/12/1995]',0.022,-0.131,-0.009,61.052,-0.622,-0.523
'[13:39:49.238 02/12/1995]',0.001,-0.164,-0.009,61.052,-0.622,-0.523
'[13:39:49.240 02/12/1995]',0.001,-0.164,-0.009,60.851,-0.607,-0.522
'[13:39:49.242 02/12/1995]',0.001,-0.164,-0.029,60.851,-0.607,-0.522
'[13:39:49.244 02/12/1995]',0.011,-0.142,-0.038,60.851,-0.607,-0.522
'[13:39:49.246 02/12/1995]',0.022,-0.120,-0.038,60.851,-0.607,-0.522
'[13:39:49.248 02/12/1995]',0.022,-0.131,-0.048,60.601,-0.622,-0.521
'[13:39:49.250 02/12/1995]',0.022,-0.142,-0.048,60.601,-0.622,-0.521
'[13:39:49.252 02/12/1995]',0.001,-0.164,-0.029,60.601,-0.622,-0.521
'[13:39:49.254 02/12/1995]',0.001,-0.164,-0.029,60.601,-0.622,-0.521
'[13:39:49.256 02/12/1995]',-0.010,-0.185,-0.029,60.350,-0.622,-0.519
'[13:39:49.258 02/12/1995]',-0.010,-0.174,-0.029,60.350,-0.622,-0.519
'[13:39:49.260 02/12/1995]',0.001,-0.164,-0.048,60.350,-0.622,-0.519
'[13:39:49.262 02/12/1995]',0.001,-0.142,-0.048,60.350,-0.622,-0.519
'[13:39:49.264 02/12/1995]',0.022,-0.120,-0.048,60.200,-0.607,-0.518
'[13:39:49.266 02/12/1995]',0.022,-0.142,-0.038,60.200,-0.607,-0.518
'[13:39:49.268 02/12/1995]',0.011,-0.153,-0.029,60.200,-0.607,-0.518
'[13:39:49.270 02/12/1995]',0.001,-0.164,-0.019,60.200,-0.607,-0.518
'[13:39:49.272 02/12/1995]',0.001,-0.164,-0.019,59.900,-0.607,-0.516
'[13:39:49.274 02/12/1995]',0.001,-0.164,-0.019,59.900,-0.607,-0.516
'[13:39:49.276 02/12/1995]',0.001,-0.153,-0.019,59.900,-0.607,-0.516
'[13:39:49.278 02/12/1995]',0.011,-0.131,-0.019,59.900,-0.607,-0.516
'[13:39:49.280 02/12/1995]',0.011,-0.120,-0.038,59.649,-0.607,-0.515
'[13:39:49.282 02/12/1995]',0.022,-0.120,-0.038,59.649,-0.607,-0.515
'[13:39:49.284 02/12/1995]',0.001,-0.131,-0.029,59.649,-0.607,-0.515
'[13:39:49.286 02/12/1995]',0.001,-0.164,-0.019,59.649,-0.607,-0.515
'[13:39:49.288 02/12/1995]',-0.010,-0.164,-0.019,59.399,-0.607,-0.514
'[13:39:49.290 02/12/1995]',-0.021,-0.174,-0.019,59.399,-0.607,-0.514
'[13:39:49.292 02/12/1995]',-0.021,-0.164,-0.019,59.399,-0.607,-0.514
'[13:39:49.294 02/12/1995]',0.001,-0.153,-0.029,59.399,-0.607,-0.514
'[13:39:49.296 02/12/1995]',0.001,-0.120,-0.038,59.199,-0.622,-0.513
'[13:39:49.298 02/12/1995]',0.011,-0.120,-0.038,59.199,-0.622,-0.513
'[13:39:49.300 02/12/1995]',0.001,-0.131,-0.029,59.199,-0.622,-0.513
'[13:39:49.302 02/12/1995]',0.001,-0.153,-0.019,59.199,-0.622,-0.513
'[13:39:49.304 02/12/1995]',-0.010,-0.164,-0.019,58.948,-0.607,-0.512
'[13:39:49.306 02/12/1995]',-0.021,-0.174,-0.009,58.948,-0.607,-0.512
'[13:39:49.308 02/12/1995]',-0.021,-0.164,-0.009,58.948,-0.607,-0.512
'[13:39:49.310 02/12/1995]',-0.010,-0.153,-0.019,58.948,-0.607,-0.512
'[13:39:49.312 02/12/1995]',0.001,-0.131,-0.038,58.698,-0.622,-0.511
'[13:39:49.314 02/12/1995]',0.011,-0.120,-0.029,58.698,-0.622,-0.511
'[13:39:49.316 02/12/1995]',0.011,-0.131,-0.029,58.698,-0.622,-0.511
'[13:39:49.318 02/12/1995]',0.001,-0.153,-0.029,58.698,-0.622,-0.511
'[13:39:49.320 02/12/1995]',-0.021,-0.185,-0.029,58.497,-0.622,-0.510
'[13:39:49.322 02/12/1995]',-0.043,-0.230,-0.038,58.497,-0.622,-0.510
'[13:39:49.324 02/12/1995]',-0.043,-0.230,-0.048,58.497,-0.622,-0.510
'[13:39:49.326 02/12/1995]',-0.043,-0.230,-0.058,58.497,-0.622,-0.510
'[13:39:49.328 02/12/1995]',-0.021,-0.218,-0.068,58.297,-0.622,-0.509
'[13:39:49.330 02/12/1995]',-0.010,-0.207,-0.068,58.297,-0.622,-0.509
'[13:39:49.332 02/12/1995]',0.001,-0.197,-0.038,58.297,-0.622,-0.509
'[13:39:49.334 02/12/1995]',0.044,-0.174,0.001,58.297,-0.622,-0.509
'[13:39:49.336 02/12/1995]',0.077,-0.153,0.049,58.147,-0.636,-0.508
'[13:39:49.338 02/12/1995]',0.110,-0.131,0.099,58.147,-0.636,-0.508
'[13:39:49.340 02/12/1995]',0.164,-0.098,0.147,58.147,-0.636,-0.508
'[13:39:49.342 02/12/1995]',0.241,-0.043,0.186,58.147,-0.636,-0.508
'[13:39:49.344 02/12/1995]',0.328,0.022,0.255,57.946,-0.636,-0.506
'[13:39:49.346 02/12/1995]',0.415,0.088,0.304,57.946,-0.636,-0.506
'[13:39:49.348 02/12/1995]',0.480,0.111,0.333,57.946,-0.636,-0.506
'[13:39:49.350 02/12/1995]',0.535,0.133,0.372,57.946,-0.636,-0.506
'[13:39:49.352 02/12/1995]',0.579,0.165,0.412,57.696,-0.622,-0.505
'[13:39:49.354 02/12/1995]',0.622,0.231,0.470,57.696,-0.622,-0.505
'[13:39:49.356 02/12/1995]',0.633,0.297,0.480,57.696,-0.622,-0.505
'[13:39:49.358 02/12/1995]',0.633,0.330,0.480,57.696,-0.622,-0.505
